Orthogroup	CquinquefasciatusJHB2020	LlongipalpisASM
OG0005698	CQUJHB008294	LOC129793502
OG0005699	CQUJHB018165	LOC129796423
OG0005700	CQUJHB014714	LOC129786354
OG0005701	CQUJHB013514	LOC129796401
OG0005702	CQUJHB000482	LOC129797542
OG0005703	CQUJHB013840	LOC129797647
OG0005704	CQUJHB017574	LOC129796294
OG0005705	CQUJHB000387	LOC129795931
OG0005706	CQUJHB002819	LOC129796199
OG0005707	CQUJHB007815	LOC129795574
OG0005708	CQUJHB018245	LOC129793761
OG0005709	CQUJHB016223	LOC129795408
OG0005710	CQUJHB008340	LOC129797586
OG0005711	CQUJHB014790	LOC129796161
OG0005712	CQUJHB018439	LOC129796122
OG0005713	CQUJHB003178	LOC129786087
OG0005714	CQUJHB015775	LOC129789122
OG0005715	CQUJHB015847	LOC129792385
OG0005716	CQUJHB008815	LOC129791585
OG0005717	CQUJHB008695	LOC129793645
OG0005718	CQUJHB008420	LOC129796400
OG0005719	CQUJHB016636	LOC129790638
OG0005720	CQUJHB004157	LOC129789121
OG0005721	CQUJHB000927	LOC129792954
OG0005722	CQUJHB009169	LOC129791104
OG0005723	CQUJHB007630	LOC129788790
OG0005726	CQUJHB011829	LOC129794674
OG0005727	CQUJHB004105	LOC129794598
OG0005728	CQUJHB015029	LOC129788015
OG0005729	CQUJHB006456	LOC129793196
OG0005730	CQUJHB012155	LOC129793852
OG0005731	CQUJHB016248	LOC129796089
OG0005732	CQUJHB010994	LOC129790846
OG0005733	CQUJHB011476	LOC129790823
OG0005734	CQUJHB004811	LOC129796577
OG0005735	CQUJHB006322	LOC129796561
OG0005736	CQUJHB017763	LOC129795427
OG0005737	CQUJHB013228	LOC129794644
OG0005738	CQUJHB004927	LOC129796387
OG0005739	CQUJHB003902	LOC129787400
OG0005740	CQUJHB001426	LOC129790381
OG0005741	CQUJHB012187	LOC129786499
OG0005742	CQUJHB001190	LOC129788061
OG0005743	CQUJHB013903	LOC129788058
OG0005744	CQUJHB012110	LOC129785956
OG0005745	CQUJHB000789	LOC129793244
OG0005746	CQUJHB005777	LOC129793158
OG0005747	CQUJHB005178	LOC129793254
OG0005748	CQUJHB017096	LOC129787183
OG0005749	CQUJHB011091	LOC129792358
OG0005750	CQUJHB007011	LOC129793986
OG0005751	CQUJHB017551	LOC129786083
OG0005752	CQUJHB007844	LOC129787210
OG0005753	CQUJHB011704	LOC129790666
OG0005754	CQUJHB016688	LOC129790678
OG0005755	CQUJHB014755	LOC129789381
OG0005756	CQUJHB010980	LOC129790581
OG0005757	CQUJHB011787	LOC129795827
OG0005758	CQUJHB006915	LOC129797421
OG0005759	CQUJHB004406	LOC129789833
OG0005760	CQUJHB014835	LOC129795744
OG0005761	CQUJHB016377	LOC129796356
OG0005762	CQUJHB011126	LOC129793120
OG0005763	CQUJHB015248	LOC129795442
OG0005765	CQUJHB005633	LOC129789706
OG0005766	CQUJHB000816	LOC129795159
OG0005767	CQUJHB007326	LOC129786637
OG0005768	CQUJHB001747	LOC129787680
OG0005769	CQUJHB002544	LOC129786376
OG0005770	CQUJHB016946	LOC129796039
OG0005771	CQUJHB012230	LOC129795907
OG0005772	CQUJHB004613	LOC129796590
OG0005773	CQUJHB004439	LOC129788192
OG0005774	CQUJHB013067	LOC129796069
OG0005775	CQUJHB009407	LOC129787247
OG0005776	CQUJHB007498	LOC129787755
OG0005777	CQUJHB015130	LOC129797493
OG0005778	CQUJHB015562	LOC129794222, LOC129794858
OG0005779	CQUJHB008503	LOC129793270
OG0005780	CQUJHB014784	LOC129796208
OG0005781	CQUJHB001169	LOC129788949
OG0005783	CQUJHB001146	LOC129787154
OG0005784	CQUJHB016575	LOC129793966
OG0005785	CQUJHB013249	LOC129787570
OG0005786	CQUJHB018456	LOC129787556
OG0005787	CQUJHB017308	LOC129789670
OG0005788	CQUJHB013954	LOC129789072
OG0005789	CQUJHB018026	LOC129788739
OG0005790	CQUJHB014494	LOC129792604
OG0005791	CQUJHB000302	LOC129795330
OG0005792	CQUJHB009667	LOC129793318
OG0005793	CQUJHB008026	LOC129792089
OG0005794	CQUJHB005155	LOC129793321
OG0005795	CQUJHB003818	LOC129793505
OG0005796	CQUJHB000317	LOC129793538
OG0005797	CQUJHB008313	LOC129787505
OG0005798	CQUJHB010651	LOC129786639
OG0005799	CQUJHB014169	LOC129787500
OG0005800	CQUJHB005116	LOC129793282
OG0005801	CQUJHB006858	LOC129793281
OG0005802	CQUJHB001006	LOC129793287
OG0005803	CQUJHB001457	LOC129797025, LOC129793285
OG0005805	CQUJHB015171	LOC129789123
OG0005806	CQUJHB018291	LOC129789101
OG0005807	CQUJHB010723	LOC129790042
OG0005808	CQUJHB004080	LOC129797682
OG0005809	CQUJHB016516	LOC129786596
OG0005810	CQUJHB006470	LOC129797597
OG0005811	CQUJHB018236	LOC129797157
OG0005812	CQUJHB018289	LOC129797466
OG0005813	CQUJHB001653	LOC129792353
OG0005814	CQUJHB004997	LOC129796787
OG0005815	CQUJHB015216	LOC129787754
OG0005816	CQUJHB003179	LOC129787977
OG0005817	CQUJHB005314	LOC129792290
OG0005818	CQUJHB018199	LOC129788600
OG0005819	CQUJHB013830	LOC129796796
OG0005820	CQUJHB009614	LOC129786467
OG0005821	CQUJHB009774	LOC129793167
OG0005822	CQUJHB010907	LOC129790930
OG0005823	CQUJHB000936	LOC129791001
OG0005824	CQUJHB014409	LOC129787870
OG0005825	CQUJHB016761	LOC129794097
OG0005826	CQUJHB016913	LOC129794083
OG0005827	CQUJHB007148	LOC129794888
OG0005828	CQUJHB006353	LOC129794161
OG0005830	CQUJHB001784	LOC129788173
OG0005831	CQUJHB012003	LOC129795832
OG0005832	CQUJHB009019	LOC129787857
OG0005833	CQUJHB014183	LOC129786519
OG0005834	CQUJHB017704	LOC129787856
OG0005835	CQUJHB012962	LOC129791640
OG0005836	CQUJHB007389	LOC129791565
OG0005837	CQUJHB010769	LOC129791592
OG0005838	CQUJHB017250	LOC129787603
OG0005839	CQUJHB012195	LOC129797849
OG0005840	CQUJHB008512	LOC129788482
OG0005841	CQUJHB006993	LOC129792260
OG0005842	CQUJHB016165	LOC129785852
OG0005843	CQUJHB008849	LOC129796772
OG0005844	CQUJHB006674	LOC129793900
OG0005845	CQUJHB017809	LOC129788009
OG0005846	CQUJHB000448	LOC129786507
OG0005847	CQUJHB014751	LOC129796632
OG0005848	CQUJHB002869	LOC129793275
OG0005849	CQUJHB015964	LOC129797589
OG0005850	CQUJHB013122	LOC129788397
OG0005851	CQUJHB004928	LOC129797010
OG0005852	CQUJHB011398	LOC129795171
OG0005853	CQUJHB018393	LOC129787517
OG0005854	CQUJHB012876	LOC129787619
OG0005855	CQUJHB012132	LOC129794079
OG0005856	CQUJHB012294	LOC129794218
OG0005857	CQUJHB000895	LOC129794124
OG0005858	CQUJHB018385	LOC129793218
OG0005859	CQUJHB010612	LOC129794064
OG0005860	CQUJHB012399	LOC129792996
OG0005861	CQUJHB013119	LOC129792374
OG0005862	CQUJHB002623	LOC129790916
OG0005863	CQUJHB008743	LOC129792682
OG0005865	CQUJHB004466	LOC129792139
OG0005866	CQUJHB012743	LOC129790246
OG0005867	CQUJHB004469	LOC129790401
OG0005868	CQUJHB004167	LOC129789898
OG0005869	CQUJHB000298	LOC129788722
OG0005870	CQUJHB010961	LOC129797080
OG0005871	CQUJHB009700	LOC129788542
OG0005872	CQUJHB007019	LOC129787166
OG0005873	CQUJHB011905	LOC129786105
OG0005874	CQUJHB016293	LOC129789321
OG0005875	CQUJHB001932	LOC129787515
OG0005876	CQUJHB003300	LOC129789939
OG0005877	CQUJHB006324	LOC129786520
OG0005878	CQUJHB010473	LOC129791379
OG0005879	CQUJHB001692	LOC129786522
OG0005881	CQUJHB010153	LOC129796932
OG0005882	CQUJHB009447	LOC129795582
OG0005883	CQUJHB016514	LOC129795552, LOC129795533
OG0005884	CQUJHB001489	LOC129795502
OG0005886	CQUJHB017535	LOC129797545
OG0005887	CQUJHB001595	LOC129792777
OG0005888	CQUJHB006691	LOC129786162
OG0005889	CQUJHB017827	LOC129786092
OG0005890	CQUJHB014830	LOC129792334
OG0005891	CQUJHB009467	LOC129786014
OG0005892	CQUJHB014887	LOC129789779
OG0005893	CQUJHB010232	LOC129796326
OG0005894	CQUJHB006663	LOC129795657
OG0005895	CQUJHB001804	LOC129795747
OG0005896	CQUJHB008022	LOC129796421
OG0005897	CQUJHB001057	LOC129797108
OG0005898	CQUJHB007281	LOC129795469
OG0005900	CQUJHB007523	LOC129796147
OG0005901	CQUJHB005459	LOC129793625
OG0005902	CQUJHB007731	LOC129793677
OG0005903	CQUJHB005871	LOC129797573
OG0005904	CQUJHB006444	LOC129796659
OG0005905	CQUJHB017462	LOC129795111
OG0005906	CQUJHB016611	LOC129796666
OG0005907	CQUJHB018013	LOC129796658
OG0005908	CQUJHB006061	LOC129796194
OG0005909	CQUJHB002518	LOC129794894
OG0005910	CQUJHB006178	LOC129796128
OG0005911	CQUJHB008621	LOC129789137
OG0005912	CQUJHB017085	LOC129788071
OG0005913	CQUJHB008147	LOC129791247
OG0005914	CQUJHB017916	LOC129797473
OG0005915	CQUJHB003474	LOC129792692
OG0005916	CQUJHB012588	LOC129792299
OG0005918	CQUJHB016199	LOC129792911
OG0005919	CQUJHB004242	LOC129787239
OG0005920	CQUJHB016103	LOC129794333
OG0005921	CQUJHB003637	LOC129795557
OG0005922	CQUJHB010664	LOC129796097
OG0005923	CQUJHB018248	LOC129788506
OG0005924	CQUJHB013343	LOC129791891
OG0005925	CQUJHB004008	LOC129793835
OG0005926	CQUJHB002469	LOC129792686
OG0005927	CQUJHB017949	LOC129793836
OG0005928	CQUJHB002319	LOC129786844
OG0005929	CQUJHB000984	LOC129785874
OG0005930	CQUJHB005836	LOC129786304
OG0005931	CQUJHB008059	LOC129788193
OG0005932	CQUJHB016398	LOC129786307
OG0005933	CQUJHB000044	LOC129786302
OG0005935	CQUJHB013650	LOC129797276
OG0005936	CQUJHB001065	LOC129794339
OG0005937	CQUJHB008000	LOC129787974
OG0005938	CQUJHB004618	LOC129794994
OG0005939	CQUJHB008229	LOC129796046
OG0005941	CQUJHB013038	LOC129796274
OG0005942	CQUJHB010135	LOC129797777
OG0005943	CQUJHB014935	LOC129796156
OG0005944	CQUJHB015149	LOC129796610
OG0005945	CQUJHB018129	LOC129786487
OG0005946	CQUJHB013607	LOC129792559
OG0005947	CQUJHB007363	LOC129786170
OG0005948	CQUJHB008842	LOC129787426
OG0005949	CQUJHB009394	LOC129786125
OG0005951	CQUJHB004073	LOC129788156
OG0005952	CQUJHB014795	LOC129795153
OG0005953	CQUJHB017931	LOC129793809
OG0005954	CQUJHB008441	LOC129789675
OG0005955	CQUJHB011845	LOC129788413
OG0005956	CQUJHB012731	LOC129789554
OG0005957	CQUJHB009310	LOC129794328
OG0005958	CQUJHB009761	LOC129792285
OG0005959	CQUJHB002572	LOC129792284
OG0005960	CQUJHB002142	LOC129792162
OG0005961	CQUJHB002597	LOC129795361
OG0005962	CQUJHB004255	LOC129787421
OG0005963	CQUJHB017506	LOC129792086
OG0005964	CQUJHB001466	LOC129792272
OG0005965	CQUJHB006917	LOC129791694
OG0005966	CQUJHB014933	LOC129791453
OG0005967	CQUJHB006999	LOC129788971
OG0005968	CQUJHB003799	LOC129788357
OG0005969	CQUJHB010002	LOC129788761
OG0005970	CQUJHB014530	LOC129791211
OG0005971	CQUJHB015192	LOC129790167
OG0005972	CQUJHB011937	LOC129789889
OG0005973	CQUJHB013850	LOC129793552
OG0005975	CQUJHB003051	LOC129791674
OG0005976	CQUJHB005710	LOC129792580
OG0005978	CQUJHB015318	LOC129797082
OG0005980	CQUJHB001623	LOC129794867
OG0005981	CQUJHB000496	LOC129794684
OG0005982	CQUJHB012156	LOC129794869
OG0005983	CQUJHB002822	LOC129794863
OG0005984	CQUJHB017065	LOC129786278
OG0005985	CQUJHB015000	LOC129786269
OG0005986	CQUJHB007306	LOC129786264
OG0005987	CQUJHB006117	LOC129792603
OG0005988	CQUJHB013810	LOC129789434
OG0005989	CQUJHB018033	LOC129791994
OG0005990	CQUJHB003789	LOC129792233
OG0005991	CQUJHB003116	LOC129792003
OG0005992	CQUJHB009661	LOC129793572
OG0005993	CQUJHB013034	LOC129792387
OG0005994	CQUJHB013705	LOC129793518
OG0005995	CQUJHB009025	LOC129792051
OG0005996	CQUJHB000407	LOC129791951
OG0005997	CQUJHB000941	LOC129789613
OG0005998	CQUJHB014910	LOC129789737
OG0005999	CQUJHB007092	LOC129785866
OG0006000	CQUJHB010716	LOC129789718
OG0006001	CQUJHB004619	LOC129785826
OG0006002	CQUJHB014788	LOC129793229
OG0006003	CQUJHB012451	LOC129790635
OG0006004	CQUJHB003500	LOC129793936
OG0006005	CQUJHB004581	LOC129790637
OG0006006	CQUJHB000487	LOC129791159
OG0006007	CQUJHB008054	LOC129797085
OG0006008	CQUJHB008427	LOC129790340
OG0006009	CQUJHB018016	LOC129786493
OG0006010	CQUJHB015308	LOC129788587
OG0006011	CQUJHB017940	LOC129790265
OG0006012	CQUJHB006372	LOC129797325
OG0006013	CQUJHB017075	LOC129789864
OG0006014	CQUJHB015373	LOC129797331
OG0006015	CQUJHB011360	LOC129786303
OG0006016	CQUJHB007119	LOC129787641
OG0006017	CQUJHB001817	LOC129787566
OG0006018	CQUJHB008169	LOC129790486
OG0006019	CQUJHB001951	LOC129790500
OG0006020	CQUJHB001318	LOC129791387
OG0006021	CQUJHB001476	LOC129793906, LOC129794505
OG0006022	CQUJHB012490	LOC129790503
OG0006023	CQUJHB013857	LOC129789935
OG0006024	CQUJHB010773	LOC129790841
OG0006025	CQUJHB003988	LOC129797254
OG0006026	CQUJHB008970	LOC129790331
OG0006027	CQUJHB008924	LOC129785960
OG0006028	CQUJHB017300	LOC129797179
OG0006029	CQUJHB000266	LOC129796888
OG0006030	CQUJHB018001	LOC129787279
OG0006031	CQUJHB016765	LOC129792213
OG0006032	CQUJHB003180	LOC129787287
OG0006033	CQUJHB007732	LOC129787670
OG0006034	CQUJHB012672	LOC129797004
OG0006035	CQUJHB014843	LOC129797228
OG0006036	CQUJHB004413, CQUJHB011709	LOC129786160
OG0006037	CQUJHB002997	LOC129796827
OG0006038	CQUJHB008224	LOC129790549
OG0006039	CQUJHB008025	LOC129791858
OG0006040	CQUJHB017560	LOC129794868
OG0006041	CQUJHB017261	LOC129794822
OG0006042	CQUJHB011883	LOC129797013
OG0006044	CQUJHB010430	LOC129791570
OG0006045	CQUJHB005514	LOC129792978
OG0006046	CQUJHB012035	LOC129791645
OG0006047	CQUJHB001431	LOC129793930
OG0006048	CQUJHB011601	LOC129788853
OG0006049	CQUJHB009221	LOC129790532
OG0006050	CQUJHB002793	LOC129793618
OG0006051	CQUJHB014555	LOC129791016
OG0006052	CQUJHB004447	LOC129791067
OG0006054	CQUJHB012818	LOC129792600
OG0006055	CQUJHB002311	LOC129792146
OG0006056	CQUJHB010007	LOC129792091
OG0006057	CQUJHB014780	LOC129790173
OG0006058	CQUJHB013315	LOC129791023
OG0006060	CQUJHB012842	LOC129792011
OG0006061	CQUJHB003481	LOC129795428
OG0006062	CQUJHB010389	LOC129788697
OG0006063	CQUJHB008499	LOC129789017
OG0006064	CQUJHB007787	LOC129788978
OG0006065	CQUJHB006666	LOC129786437
OG0006066	CQUJHB017490	LOC129791137
OG0006067	CQUJHB011326	LOC129791197
OG0006068	CQUJHB012510	LOC129786457
OG0006069	CQUJHB009015	LOC129786544
OG0006070	CQUJHB013365	LOC129797575
OG0006071	CQUJHB010931	LOC129796242
OG0006072	CQUJHB001981	LOC129788865
OG0006073	CQUJHB012377	LOC129793566
OG0006074	CQUJHB017870	LOC129793715
OG0006075	CQUJHB014926	LOC129793051
OG0006076	CQUJHB013755	LOC129793564
OG0006077	CQUJHB008077	LOC129792584
OG0006078	CQUJHB011262	LOC129793714
OG0006079	CQUJHB005099	LOC129793771
OG0006080	CQUJHB009912	LOC129796390
OG0006081	CQUJHB013213	LOC129794796
OG0006083	CQUJHB004286	LOC129795175
OG0006084	CQUJHB013528	LOC129794335
OG0006085	CQUJHB006038	LOC129790900
OG0006086	CQUJHB011195	LOC129790540
OG0006087	CQUJHB005040	LOC129792766
OG0006088	CQUJHB005424	LOC129796597
OG0006090	CQUJHB017722	LOC129792612
OG0006091	CQUJHB005349	LOC129791607
OG0006092	CQUJHB002510	LOC129796861
OG0006093	CQUJHB016410	LOC129797001
OG0006094	CQUJHB000480	LOC129797758
OG0006095	CQUJHB014058	LOC129791368
OG0006096	CQUJHB012380	LOC129794870
OG0006097	CQUJHB015699	LOC129791274
OG0006099	CQUJHB005756	LOC129786640
OG0006100	CQUJHB014485	LOC129797853
OG0006101	CQUJHB015477	LOC129786725
OG0006102	CQUJHB017362	LOC129785888
OG0006103	CQUJHB010891	LOC129793878
OG0006104	CQUJHB018066	LOC129793873
OG0006105	CQUJHB011844	LOC129792875
OG0006106	CQUJHB014320	LOC129796223
OG0006107	CQUJHB015886	LOC129796874
OG0006108	CQUJHB009571	LOC129786361
OG0006109	CQUJHB014867	LOC129790998
OG0006110	CQUJHB002999	LOC129797140
OG0006111	CQUJHB014849	LOC129797174
OG0006112	CQUJHB005814	LOC129787637
OG0006113	CQUJHB000457	LOC129787591
OG0006114	CQUJHB000226	LOC129786100
OG0006115	CQUJHB014280	LOC129794841
OG0006116	CQUJHB014902	LOC129787525
OG0006118	CQUJHB007923	LOC129796786
OG0006119	CQUJHB004775	LOC129793911
OG0006120	CQUJHB003797	LOC129793230, LOC129789461
OG0006121	CQUJHB013771	LOC129792126
OG0006123	CQUJHB000847	LOC129793948
OG0006124	CQUJHB017427	LOC129797639
OG0006125	CQUJHB006498	LOC129797753
OG0006126	CQUJHB011666	LOC129795708
OG0006127	CQUJHB002224	LOC129787227
OG0006128	CQUJHB009852	LOC129787230
OG0006129	CQUJHB009449	LOC129787584
OG0006130	CQUJHB013296	LOC129792805
OG0006131	CQUJHB008922	LOC129792800
OG0006132	CQUJHB016131	LOC129792854
OG0006133	CQUJHB011490	LOC129792818
OG0006134	CQUJHB001046	LOC129795619
OG0006136	CQUJHB002730	LOC129793163
OG0006137	CQUJHB010796	LOC129792830
OG0006138	CQUJHB002545	LOC129788170
OG0006140	CQUJHB006967	LOC129792928
OG0006142	CQUJHB018402	LOC129790065
OG0006143	CQUJHB004285	LOC129792118
OG0006144	CQUJHB013585	LOC129793091
OG0006145	CQUJHB000047	LOC129794120
OG0006146	CQUJHB004181	LOC129795983
OG0006149	CQUJHB010096	LOC129795043
OG0006150	CQUJHB012928	LOC129790575
OG0006151	CQUJHB003125	LOC129796353
OG0006152	CQUJHB003382	LOC129787072
OG0006153	CQUJHB007288	LOC129795380
OG0006154	CQUJHB010433	LOC129792863
OG0006155	CQUJHB012626	LOC129792858
OG0006156	CQUJHB013198	LOC129794076
OG0006157	CQUJHB002880	LOC129792522
OG0006158	CQUJHB010342	LOC129792543
OG0006159	CQUJHB014158	LOC129792638
OG0006160	CQUJHB011453	LOC129794066
OG0006161	CQUJHB000801	LOC129789620
OG0006162	CQUJHB016804	LOC129786812
OG0006163	CQUJHB000631	LOC129789954
OG0006164	CQUJHB008872	LOC129785936
OG0006165	CQUJHB011586	LOC129793881
OG0006166	CQUJHB012045	LOC129793757
OG0006167	CQUJHB006778	LOC129789631
OG0006168	CQUJHB015824	LOC129790366
OG0006169	CQUJHB012158	LOC129788756
OG0006170	CQUJHB008775	LOC129790866
OG0006171	CQUJHB013347	LOC129787838
OG0006172	CQUJHB018178	LOC129787842
OG0006173	CQUJHB013415	LOC129794579
OG0006174	CQUJHB014150	LOC129786998
OG0006175	CQUJHB004190	LOC129796143
OG0006176	CQUJHB013454	LOC129786031
OG0006177	CQUJHB018403	LOC129786123
OG0006178	CQUJHB003284	LOC129788517
OG0006179	CQUJHB014545	LOC129785998
OG0006180	CQUJHB001933	LOC129792927
OG0006181	CQUJHB015930	LOC129793787
OG0006182	CQUJHB016600	LOC129792491
OG0006183	CQUJHB004394	LOC129794021
OG0006184	CQUJHB003694	LOC129794008
OG0006185	CQUJHB010684	LOC129792541
OG0006186	CQUJHB003847	LOC129794003
OG0006187	CQUJHB008201	LOC129785942
OG0006188	CQUJHB016307	LOC129797015
OG0006189	CQUJHB018028	LOC129786113
OG0006190	CQUJHB017914	LOC129793922
OG0006192	CQUJHB017454	LOC129790303
OG0006193	CQUJHB002148	LOC129794302
OG0006194	CQUJHB001598	LOC129790103
OG0006195	CQUJHB005486	LOC129793260
OG0006196	CQUJHB008919	LOC129796342
OG0006197	CQUJHB003793	LOC129793344, LOC129793346
OG0006198	CQUJHB004386	LOC129796343
OG0006199	CQUJHB012312	LOC129794590
OG0006200	CQUJHB010046	LOC129797151
OG0006201	CQUJHB013012	LOC129797225
OG0006202	CQUJHB012190	LOC129792556
OG0006203	CQUJHB007137	LOC129786926
OG0006204	CQUJHB004338	LOC129792312
OG0006205	CQUJHB005408	LOC129787255
OG0006206	CQUJHB011997	LOC129792839
OG0006207	CQUJHB002086	LOC129792837
OG0006208	CQUJHB009904	LOC129794789
OG0006209	CQUJHB011580	LOC129790836
OG0006210	CQUJHB014457	LOC129797112
OG0006211	CQUJHB007131	LOC129797125
OG0006212	CQUJHB016202	LOC129796422
OG0006213	CQUJHB003737	LOC129795337
OG0006214	CQUJHB014031	LOC129795850
OG0006215	CQUJHB009307	LOC129786165
OG0006216	CQUJHB008505	LOC129789740
OG0006217	CQUJHB014472	LOC129797454
OG0006218	CQUJHB013557	LOC129795499
OG0006219	CQUJHB004659	LOC129797474
OG0006220	CQUJHB016312	LOC129795035
OG0006221	CQUJHB004653	LOC129790405
OG0006222	CQUJHB005903	LOC129795128
OG0006223	CQUJHB008012	LOC129796835
OG0006224	CQUJHB008044	LOC129795701
OG0006225	CQUJHB003959	LOC129796532
OG0006226	CQUJHB000037	LOC129796788
OG0006227	CQUJHB005736	LOC129796893
OG0006228	CQUJHB012472	LOC129794934
OG0006229	CQUJHB018321	LOC129792971
OG0006230	CQUJHB013574	LOC129790370
OG0006231	CQUJHB001179	LOC129796847
OG0006232	CQUJHB001960	LOC129787509
OG0006233	CQUJHB018244	LOC129794137
OG0006234	CQUJHB017036	LOC129791904
OG0006235	CQUJHB016955	LOC129792013
OG0006236	CQUJHB012223	LOC129792642
OG0006237	CQUJHB017735	LOC129791877
OG0006238	CQUJHB009762	LOC129792688
OG0006239	CQUJHB009303	LOC129791971
OG0006241	CQUJHB015407	LOC129795799
OG0006242	CQUJHB008850	LOC129789591
OG0006243	CQUJHB010328	LOC129796357
OG0006244	CQUJHB004883	LOC129794757
OG0006245	CQUJHB011835	LOC129786074
OG0006246	CQUJHB018090	LOC129794874
OG0006247	CQUJHB011964	LOC129794761
OG0006248	CQUJHB005229	LOC129795302
OG0006249	CQUJHB008507	LOC129786016
OG0006250	CQUJHB012343	LOC129796480
OG0006251	CQUJHB000751	LOC129786167
OG0006252	CQUJHB010516	LOC129789699
OG0006253	CQUJHB011999	LOC129788025
OG0006254	CQUJHB003908	LOC129790132
OG0006255	CQUJHB003347	LOC129789892
OG0006258	CQUJHB014737	LOC129797681
OG0006259	CQUJHB006488	LOC129797568
OG0006260	CQUJHB017026	LOC129797440
OG0006261	CQUJHB012993	LOC129797627
OG0006262	CQUJHB010245	LOC129797653
OG0006263	CQUJHB008370	LOC129797577
OG0006264	CQUJHB014147	LOC129787847
OG0006265	CQUJHB010111	LOC129796808
OG0006266	CQUJHB002126	LOC129786242
OG0006267	CQUJHB005523	LOC129786175
OG0006268	CQUJHB003140	LOC129786133
OG0006269	CQUJHB009894	LOC129786653
OG0006271	CQUJHB013082	LOC129785885
OG0006272	CQUJHB009455	LOC129796150
OG0006273	CQUJHB003617	LOC129794065
OG0006274	CQUJHB003871	LOC129796613
OG0006275	CQUJHB008758	LOC129795065
OG0006276	CQUJHB015523	LOC129797467
OG0006277	CQUJHB013424	LOC129795406
OG0006278	CQUJHB012313	LOC129793399
OG0006279	CQUJHB015844	LOC129795299
OG0006280	CQUJHB002603	LOC129792430
OG0006281	CQUJHB005536	LOC129795696
OG0006282	CQUJHB009911	LOC129794320
OG0006283	CQUJHB004314	LOC129791678
OG0006284	CQUJHB015511	LOC129793960
OG0006285	CQUJHB001555	LOC129791695
OG0006286	CQUJHB001280	LOC129793959
OG0006287	CQUJHB010189	LOC129788429
OG0006289	CQUJHB002600	LOC129788439
OG0006290	CQUJHB007358	LOC129795466
OG0006291	CQUJHB016959	LOC129789682
OG0006292	CQUJHB010637	LOC129792658
OG0006293	CQUJHB013394	LOC129789429
OG0006294	CQUJHB016157	LOC129788848
OG0006295	CQUJHB004387	LOC129795001
OG0006297	CQUJHB004904	LOC129786236, LOC129786237
OG0006298	CQUJHB009793	LOC129793319
OG0006299	CQUJHB000286	LOC129794050
OG0006300	CQUJHB009225	LOC129787677
OG0006301	CQUJHB013816	LOC129787676
OG0006302	CQUJHB009415	LOC129797694
OG0006303	CQUJHB013999	LOC129797796
OG0006304	CQUJHB008961	LOC129797830
OG0006305	CQUJHB003970	LOC129792683
OG0006306	CQUJHB004709	LOC129789786
OG0006307	CQUJHB006926	LOC129791679
OG0006308	CQUJHB008297	LOC129793098
OG0006309	CQUJHB017306	LOC129792932
OG0006310	CQUJHB008721	LOC129791999
OG0006311	CQUJHB013526	LOC129797661
OG0006312	CQUJHB013643	LOC129793433
OG0006313	CQUJHB015895	LOC129797089
OG0006314	CQUJHB016829	LOC129797075
