Orthogroup	CquinquefasciatusJHB2020	AfunestusAfunGA1
OG0005376	CQUJHB000933	AFUN2_005167
OG0005377	CQUJHB003976	AFUN2_004570
OG0005378	CQUJHB004297	AFUN2_008951
OG0005379	CQUJHB000119	AFUN2_011060
OG0005380	CQUJHB016619	AFUN2_002306
OG0005381	CQUJHB008793	AFUN2_010738
OG0005382	CQUJHB016488	AFUN2_002635
OG0005383	CQUJHB008531	AFUN2_013468
OG0005384	CQUJHB008492	AFUN2_009137
OG0005386	CQUJHB008312	AFUN2_005436
OG0005387	CQUJHB015997	AFUN2_000515
OG0005388	CQUJHB014971	AFUN2_011007
OG0005389	CQUJHB003157	AFUN2_009426
OG0005390	CQUJHB010768	AFUN2_001930
OG0005391	CQUJHB004818	AFUN2_006415
OG0005392	CQUJHB002830	AFUN2_012719
OG0005393	CQUJHB008751	AFUN2_011731
OG0005394	CQUJHB017190	AFUN2_008220
OG0005395	CQUJHB012259	AFUN2_005494
OG0005396	CQUJHB012011	AFUN2_006766
OG0005397	CQUJHB004098	AFUN2_013790
OG0005398	CQUJHB002699	AFUN2_013375
OG0005400	CQUJHB009484	AFUN2_004034
OG0005401	CQUJHB011658	AFUN2_002423
OG0005402	CQUJHB005796	AFUN2_012128
OG0005403	CQUJHB008267	AFUN2_007484
OG0005404	CQUJHB016758	AFUN2_011545
OG0005405	CQUJHB018238	AFUN2_001346
OG0005406	CQUJHB005790	AFUN2_003836
OG0005407	CQUJHB008036	AFUN2_012089
OG0005408	CQUJHB001926	AFUN2_002829
OG0005409	CQUJHB000672	AFUN2_011117
OG0005410	CQUJHB008773	AFUN2_000536
OG0005411	CQUJHB008179	AFUN2_006497
OG0005412	CQUJHB001029	AFUN2_000961
OG0005413	CQUJHB008342	AFUN2_006672
OG0005414	CQUJHB011934	AFUN2_012430
OG0005415	CQUJHB002774	AFUN2_004845
OG0005416	CQUJHB002146	AFUN2_002937
OG0005417	CQUJHB000059	AFUN2_010479
OG0005418	CQUJHB004962	AFUN2_012382
OG0005419	CQUJHB001739	AFUN2_004249
OG0005420	CQUJHB016052	AFUN2_004852
OG0005421	CQUJHB016644	AFUN2_013926
OG0005422	CQUJHB009527	AFUN2_012678
OG0005423	CQUJHB011044	AFUN2_009888
OG0005424	CQUJHB013658	AFUN2_014518
OG0005425	CQUJHB003568	AFUN2_005120
OG0005426	CQUJHB009620	AFUN2_002453
OG0005428	CQUJHB016489	AFUN2_007128
OG0005429	CQUJHB017707, CQUJHB016939	AFUN2_002083
OG0005430	CQUJHB002496	AFUN2_004843
OG0005431	CQUJHB012440	AFUN2_001888
OG0005432	CQUJHB009823	AFUN2_009921
OG0005433	CQUJHB013588	AFUN2_004639
OG0005434	CQUJHB002553	AFUN2_010353
OG0005435	CQUJHB015978	AFUN2_007763
OG0005436	CQUJHB010952	AFUN2_014121
OG0005437	CQUJHB001848	AFUN2_000971
OG0005438	CQUJHB012697	AFUN2_001609
OG0005439	CQUJHB008975	AFUN2_010475
OG0005440	CQUJHB001950	AFUN2_008287
OG0005441	CQUJHB001665	AFUN2_005437
OG0005442	CQUJHB000260	AFUN2_011214
OG0005443	CQUJHB008575	AFUN2_005026
OG0005444	CQUJHB012727	AFUN2_010672
OG0005445	CQUJHB012853	AFUN2_010851
OG0005446	CQUJHB011200	AFUN2_006625
OG0005447	CQUJHB000435	AFUN2_002599
OG0005448	CQUJHB015279	AFUN2_012763
OG0005449	CQUJHB010183	AFUN2_001171
OG0005450	CQUJHB015706	AFUN2_008141
OG0005451	CQUJHB016859	AFUN2_000653
OG0005452	CQUJHB006772	AFUN2_011838
OG0005453	CQUJHB015186	AFUN2_004325
OG0005454	CQUJHB004538	AFUN2_013175
OG0005455	CQUJHB016848	AFUN2_007833
OG0005456	CQUJHB016988	AFUN2_004005
OG0005457	CQUJHB013873, CQUJHB010372, CQUJHB014544, CQUJHB008237, CQUJHB011109	AFUN2_010938, AFUN2_007223
OG0005458	CQUJHB001387	AFUN2_001873
OG0005459	CQUJHB014735	AFUN2_007987
OG0005460	CQUJHB010520	AFUN2_005881
OG0005461	CQUJHB013698	AFUN2_002478
OG0005462	CQUJHB017344	AFUN2_007089
OG0005463	CQUJHB008178	AFUN2_003048
OG0005464	CQUJHB015608	AFUN2_004792
OG0005465	CQUJHB004999	AFUN2_014608
OG0005466	CQUJHB013774	AFUN2_011253
OG0005467	CQUJHB012339	AFUN2_006425
OG0005468	CQUJHB001678	AFUN2_006221
OG0005469	CQUJHB018041	AFUN2_006176
OG0005470	CQUJHB009242	AFUN2_014567
OG0005471	CQUJHB001521	AFUN2_007179
OG0005472	CQUJHB002386	AFUN2_007074
OG0005473	CQUJHB010177	AFUN2_003599
OG0005474	CQUJHB007822	AFUN2_013716
OG0005475	CQUJHB011327	AFUN2_003501
OG0005476	CQUJHB017136	AFUN2_008115
OG0005477	CQUJHB011627	AFUN2_005271
OG0005478	CQUJHB004783	AFUN2_010028
OG0005479	CQUJHB008037	AFUN2_001847
OG0005480	CQUJHB016499	AFUN2_006196
OG0005481	CQUJHB017562	AFUN2_005924
OG0005482	CQUJHB002334	AFUN2_001636
OG0005483	CQUJHB013958	AFUN2_002223
OG0005484	CQUJHB010220	AFUN2_003585
OG0005485	CQUJHB007529	AFUN2_007502
OG0005486	CQUJHB016453	AFUN2_014233
OG0005487	CQUJHB004349	AFUN2_000594
OG0005488	CQUJHB010910	AFUN2_012478
OG0005489	CQUJHB016090	AFUN2_011757
OG0005490	CQUJHB007275	AFUN2_005908
OG0005491	CQUJHB016112	AFUN2_013147
OG0005492	CQUJHB009381	AFUN2_000393
OG0005493	CQUJHB000136	AFUN2_012205, AFUN2_010276
OG0005494	CQUJHB008050	AFUN2_007054
OG0005495	CQUJHB007180	AFUN2_011921
OG0005496	CQUJHB008410	AFUN2_009543
OG0005497	CQUJHB009355	AFUN2_009120
OG0005498	CQUJHB008797	AFUN2_014722
OG0005499	CQUJHB011906	AFUN2_001605
OG0005500	CQUJHB017632	AFUN2_014553
OG0005501	CQUJHB006292	AFUN2_000880
OG0005502	CQUJHB009263	AFUN2_009941
OG0005503	CQUJHB016072	AFUN2_000449
OG0005505	CQUJHB005406	AFUN2_008825
OG0005506	CQUJHB010062	AFUN2_012545
OG0005507	CQUJHB009044	AFUN2_005726
OG0005508	CQUJHB014992	AFUN2_001551
OG0005509	CQUJHB009921	AFUN2_006512
OG0005510	CQUJHB007283	AFUN2_000626
OG0005511	CQUJHB004691	AFUN2_013077
OG0005512	CQUJHB000374	AFUN2_008030
OG0005513	CQUJHB005072	AFUN2_005911
OG0005514	CQUJHB005312	AFUN2_006117
OG0005515	CQUJHB008988	AFUN2_007238
OG0005516	CQUJHB009031	AFUN2_014385
OG0005517	CQUJHB015447	AFUN2_008045
OG0005518	CQUJHB010883	AFUN2_014002
OG0005519	CQUJHB010476	AFUN2_006746
OG0005520	CQUJHB000826	AFUN2_010888
OG0005521	CQUJHB008898	AFUN2_006923
OG0005522	CQUJHB014038	AFUN2_000512
OG0005523	CQUJHB014701	AFUN2_006841
OG0005524	CQUJHB016452	AFUN2_011146
OG0005525	CQUJHB000959	AFUN2_010256
OG0005526	CQUJHB013896	AFUN2_009991
OG0005527	CQUJHB011818	AFUN2_009167
OG0005528	CQUJHB004118	AFUN2_001322
OG0005529	CQUJHB014254	AFUN2_004033
OG0005530	CQUJHB004652	AFUN2_011433
OG0005531	CQUJHB000843	AFUN2_010870
OG0005532	CQUJHB017531	AFUN2_010251
OG0005533	CQUJHB004780	AFUN2_000698
OG0005534	CQUJHB010112	AFUN2_006421
OG0005535	CQUJHB005687	AFUN2_006977
OG0005536	CQUJHB012473	AFUN2_004481
OG0005537	CQUJHB000945	AFUN2_012590
OG0005538	CQUJHB008275	AFUN2_002375
OG0005539	CQUJHB011374	AFUN2_013015
OG0005540	CQUJHB011107	AFUN2_008062
OG0005541	CQUJHB013399	AFUN2_002006
OG0005542	CQUJHB007617	AFUN2_012766
OG0005543	CQUJHB004561	AFUN2_011290
OG0005544	CQUJHB003564	AFUN2_010877
OG0005545	CQUJHB015823	AFUN2_000474
OG0005546	CQUJHB003360	AFUN2_006155
OG0005547	CQUJHB009931	AFUN2_008461
OG0005548	CQUJHB007480	AFUN2_013429
OG0005549	CQUJHB005125	AFUN2_000494
OG0005550	CQUJHB003388	AFUN2_009288
OG0005551	CQUJHB004768	AFUN2_005577
OG0005552	CQUJHB007521	AFUN2_014051
OG0005553	CQUJHB011452	AFUN2_002301
OG0005554	CQUJHB000354	AFUN2_005076
OG0005555	CQUJHB007252	AFUN2_014390
OG0005556	CQUJHB009362	AFUN2_009983
OG0005557	CQUJHB004393	AFUN2_008150
OG0005558	CQUJHB006891	AFUN2_009822
OG0005559	CQUJHB009820	AFUN2_000527
OG0005560	CQUJHB006763	AFUN2_013279
OG0005561	CQUJHB010647	AFUN2_014123
OG0005562	CQUJHB005411	AFUN2_009134
OG0005563	CQUJHB013350	AFUN2_014337
OG0005564	CQUJHB010405	AFUN2_003993
OG0005565	CQUJHB012509	AFUN2_014061
OG0005566	CQUJHB007139	AFUN2_013196
OG0005567	CQUJHB014600	AFUN2_009418
OG0005568	CQUJHB001181	AFUN2_006575
OG0005569	CQUJHB010315	AFUN2_005248
OG0005570	CQUJHB007944	AFUN2_010525
OG0005571	CQUJHB015829	AFUN2_001592
OG0005572	CQUJHB005245	AFUN2_000686
OG0005573	CQUJHB000520	AFUN2_009662
OG0005574	CQUJHB014972	AFUN2_006369
OG0005575	CQUJHB018427	AFUN2_012540
OG0005576	CQUJHB012750	AFUN2_008947
OG0005577	CQUJHB011667	AFUN2_010854
OG0005578	CQUJHB017120	AFUN2_004532
OG0005579	CQUJHB001050	AFUN2_012276
OG0005580	CQUJHB000257	AFUN2_007695
OG0005581	CQUJHB013965	AFUN2_013225
OG0005582	CQUJHB004133	AFUN2_003435
OG0005583	CQUJHB007058	AFUN2_002335
OG0005584	CQUJHB017459	AFUN2_014551
OG0005585	CQUJHB007698	AFUN2_014087
OG0005586	CQUJHB012598	AFUN2_007957
OG0005587	CQUJHB003011	AFUN2_005142
OG0005588	CQUJHB006003	AFUN2_007727
OG0005589	CQUJHB005907	AFUN2_004684
OG0005590	CQUJHB014771	AFUN2_001704
OG0005591	CQUJHB007375	AFUN2_008379
OG0005592	CQUJHB006678	AFUN2_012342
OG0005593	CQUJHB013497	AFUN2_000505
OG0005594	CQUJHB001002	AFUN2_000786
OG0005595	CQUJHB007840	AFUN2_000800
OG0005597	CQUJHB008523	AFUN2_006684
OG0005598	CQUJHB016358	AFUN2_002677
OG0005599	CQUJHB014172	AFUN2_002296
OG0005600	CQUJHB016095	AFUN2_007483
OG0005601	CQUJHB017799	AFUN2_012579
OG0005602	CQUJHB003786	AFUN2_009323
OG0005603	CQUJHB000956	AFUN2_004468
OG0005604	CQUJHB009054	AFUN2_007186
OG0005605	CQUJHB017656	AFUN2_010663
OG0005606	CQUJHB012423	AFUN2_012895
OG0005607	CQUJHB013636	AFUN2_009215
OG0005608	CQUJHB001947	AFUN2_012087
OG0005609	CQUJHB012012	AFUN2_007106
OG0005610	CQUJHB002847	AFUN2_010055
OG0005611	CQUJHB016264	AFUN2_005329
OG0005612	CQUJHB013338	AFUN2_013298
OG0005613	CQUJHB009801	AFUN2_004518
OG0005614	CQUJHB003958	AFUN2_009683
OG0005616	CQUJHB003436	AFUN2_007941
OG0005617	CQUJHB011078	AFUN2_002049
OG0005618	CQUJHB008004	AFUN2_004283
OG0005619	CQUJHB006023	AFUN2_009544
OG0005620	CQUJHB006330	AFUN2_005272
OG0005621	CQUJHB006790	AFUN2_010703
OG0005622	CQUJHB008782	AFUN2_009062
OG0005623	CQUJHB014257	AFUN2_013017
OG0005624	CQUJHB006648	AFUN2_011784
OG0005625	CQUJHB010734	AFUN2_010838
OG0005626	CQUJHB009832	AFUN2_001385
OG0005627	CQUJHB015570	AFUN2_011654
OG0005628	CQUJHB012659	AFUN2_008350
OG0005629	CQUJHB009323	AFUN2_000638
OG0005630	CQUJHB008096	AFUN2_009056
OG0005631	CQUJHB004558	AFUN2_014103
OG0005632	CQUJHB012531	AFUN2_009324
OG0005633	CQUJHB002723	AFUN2_002562
OG0005634	CQUJHB004330	AFUN2_006953
OG0005635	CQUJHB008668	AFUN2_010427
OG0005636	CQUJHB008667	AFUN2_010749
OG0005637	CQUJHB012322	AFUN2_010605
OG0005638	CQUJHB010187	AFUN2_002568
OG0005639	CQUJHB009104	AFUN2_007580
OG0005640	CQUJHB008490	AFUN2_003642
OG0005641	CQUJHB012664	AFUN2_005099
OG0005642	CQUJHB016976	AFUN2_004261
OG0005643	CQUJHB006875	AFUN2_012406
OG0005644	CQUJHB005174	AFUN2_014577
OG0005645	CQUJHB010635	AFUN2_008787
OG0005646	CQUJHB016203	AFUN2_008483
OG0005647	CQUJHB015656	AFUN2_012433
OG0005648	CQUJHB008607	AFUN2_008349, AFUN2_002826
OG0005649	CQUJHB001271	AFUN2_001733
OG0005650	CQUJHB005765	AFUN2_004342
OG0005651	CQUJHB006076	AFUN2_011813
OG0005652	CQUJHB003922	AFUN2_012489
OG0005653	CQUJHB003807	AFUN2_006081
OG0005654	CQUJHB001733	AFUN2_007117
OG0005655	CQUJHB015776	AFUN2_001503
OG0005656	CQUJHB013624	AFUN2_013942
OG0005657	CQUJHB016808	AFUN2_012811
OG0005658	CQUJHB000766	AFUN2_008583
OG0005659	CQUJHB013466	AFUN2_013940
OG0005660	CQUJHB006788	AFUN2_000359
OG0005661	CQUJHB005440	AFUN2_003024
OG0005662	CQUJHB015669	AFUN2_010758
OG0005663	CQUJHB010056	AFUN2_010637
OG0005664	CQUJHB000887	AFUN2_008976
OG0005665	CQUJHB003762	AFUN2_011944
OG0005666	CQUJHB016502	AFUN2_003163
OG0005667	CQUJHB013898	AFUN2_004952
OG0005668	CQUJHB007070	AFUN2_012411
OG0005669	CQUJHB002410	AFUN2_003806
OG0005670	CQUJHB007146	AFUN2_004892
OG0005671	CQUJHB004473	AFUN2_005725
OG0005672	CQUJHB012050	AFUN2_013251
OG0005673	CQUJHB006952	AFUN2_010367
OG0005674	CQUJHB013018	AFUN2_003783
OG0005675	CQUJHB000368	AFUN2_006787
OG0005676	CQUJHB002712	AFUN2_009325
OG0005677	CQUJHB001210, CQUJHB012062	AFUN2_013212
OG0005678	CQUJHB009142	AFUN2_007273
OG0005679	CQUJHB017941	AFUN2_004629
OG0005680	CQUJHB015800	AFUN2_014623
OG0005681	CQUJHB007048	AFUN2_010282
OG0005682	CQUJHB009333	AFUN2_002591
OG0005683	CQUJHB000658	AFUN2_003146
OG0005684	CQUJHB001274	AFUN2_002110
OG0005685	CQUJHB017882	AFUN2_003941
OG0005686	CQUJHB010932	AFUN2_000827
OG0005687	CQUJHB005089	AFUN2_003482
OG0005688	CQUJHB000874	AFUN2_012572
OG0005689	CQUJHB017432	AFUN2_004433
OG0005690	CQUJHB014647	AFUN2_013653
OG0005691	CQUJHB016493	AFUN2_006655
OG0005692	CQUJHB004264	AFUN2_013778
OG0005693	CQUJHB010760	AFUN2_005270
OG0005694	CQUJHB003081	AFUN2_011987
OG0005695	CQUJHB012459	AFUN2_014486
OG0005696	CQUJHB003275	AFUN2_006036
OG0005697	CQUJHB002861	AFUN2_010622
OG0005698	CQUJHB008294	AFUN2_011082
OG0005699	CQUJHB018165	AFUN2_001747
OG0005700	CQUJHB014714	AFUN2_014583
OG0005701	CQUJHB013514	AFUN2_000615
OG0005702	CQUJHB000482	AFUN2_014429
OG0005703	CQUJHB013840	AFUN2_007583
OG0005704	CQUJHB017574	AFUN2_010657
OG0005705	CQUJHB000387	AFUN2_011886
OG0005706	CQUJHB002819	AFUN2_005289
OG0005707	CQUJHB007815	AFUN2_013928
OG0005708	CQUJHB018245	AFUN2_005998
OG0005709	CQUJHB016223	AFUN2_013934
OG0005710	CQUJHB008340	AFUN2_000471
OG0005711	CQUJHB014790	AFUN2_007916
OG0005712	CQUJHB018439	AFUN2_000436
OG0005713	CQUJHB003178	AFUN2_014166
OG0005714	CQUJHB015775	AFUN2_010595
OG0005715	CQUJHB015847	AFUN2_003839
OG0005716	CQUJHB008815	AFUN2_006799
OG0005717	CQUJHB008695	AFUN2_009692
OG0005718	CQUJHB008420	AFUN2_003766
OG0005719	CQUJHB016636	AFUN2_007581
OG0005720	CQUJHB004157	AFUN2_013506
OG0005721	CQUJHB000927	AFUN2_012473
OG0005722	CQUJHB009169	AFUN2_010001
OG0005723	CQUJHB007630	AFUN2_013872
OG0005726	CQUJHB011829	AFUN2_007217
OG0005727	CQUJHB004105	AFUN2_002286
OG0005728	CQUJHB015029	AFUN2_009282
OG0005729	CQUJHB006456	AFUN2_001865
OG0005730	CQUJHB012155	AFUN2_000475
OG0005731	CQUJHB016248	AFUN2_007373
OG0005732	CQUJHB010994	AFUN2_002744
OG0005733	CQUJHB011476	AFUN2_007044
OG0005734	CQUJHB004811	AFUN2_000323
OG0005735	CQUJHB006322	AFUN2_001173
OG0005736	CQUJHB017763	AFUN2_011031
OG0005737	CQUJHB013228	AFUN2_003055
OG0005738	CQUJHB004927	AFUN2_000565
OG0005739	CQUJHB003902	AFUN2_006685
OG0005740	CQUJHB001426	AFUN2_011753
OG0005741	CQUJHB012187	AFUN2_004101
OG0005742	CQUJHB001190	AFUN2_007500
OG0005743	CQUJHB013903	AFUN2_006570
OG0005744	CQUJHB012110	AFUN2_011945
OG0005745	CQUJHB000789	AFUN2_002015
OG0005746	CQUJHB005777	AFUN2_012623
OG0005747	CQUJHB005178	AFUN2_011443
OG0005748	CQUJHB017096	AFUN2_012315
OG0005749	CQUJHB011091	AFUN2_008792
OG0005750	CQUJHB007011	AFUN2_013428
OG0005751	CQUJHB017551	AFUN2_005527
OG0005752	CQUJHB007844	AFUN2_011690
OG0005753	CQUJHB011704	AFUN2_005088
OG0005754	CQUJHB016688	AFUN2_013622
OG0005755	CQUJHB014755	AFUN2_002661
OG0005756	CQUJHB010980	AFUN2_001275
OG0005757	CQUJHB011787	AFUN2_004223
OG0005758	CQUJHB006915	AFUN2_012227
OG0005759	CQUJHB004406	AFUN2_002045
OG0005760	CQUJHB014835	AFUN2_011965
OG0005761	CQUJHB016377	AFUN2_014775
OG0005762	CQUJHB011126	AFUN2_006446
OG0005763	CQUJHB015248	AFUN2_006440
OG0005764	CQUJHB009558	AFUN2_008692
OG0005765	CQUJHB005633	AFUN2_000804
OG0005766	CQUJHB000816	AFUN2_005958
OG0005767	CQUJHB007326	AFUN2_007199
OG0005768	CQUJHB001747	AFUN2_005295
OG0005769	CQUJHB002544	AFUN2_002607
OG0005770	CQUJHB016946	AFUN2_004912
OG0005771	CQUJHB012230	AFUN2_008905
OG0005772	CQUJHB004613	AFUN2_006020
OG0005773	CQUJHB004439	AFUN2_002315
OG0005774	CQUJHB013067	AFUN2_002849
OG0005775	CQUJHB009407	AFUN2_009159
OG0005776	CQUJHB007498	AFUN2_002341
OG0005777	CQUJHB015130	AFUN2_002597
OG0005778	CQUJHB015562	AFUN2_006073
OG0005779	CQUJHB008503	AFUN2_003623
OG0005780	CQUJHB014784	AFUN2_008936
OG0005781	CQUJHB001169	AFUN2_006125
OG0005782	CQUJHB003911, CQUJHB009941	AFUN2_014733
OG0005783	CQUJHB001146	AFUN2_009070
OG0005784	CQUJHB016575	AFUN2_007459
OG0005785	CQUJHB013249	AFUN2_004078
OG0005786	CQUJHB018456	AFUN2_009008
OG0005787	CQUJHB017308	AFUN2_012789
OG0005788	CQUJHB013954	AFUN2_012730
OG0005789	CQUJHB018026	AFUN2_001899
OG0005790	CQUJHB014494	AFUN2_004115
OG0005791	CQUJHB000302	AFUN2_011163
OG0005792	CQUJHB009667	AFUN2_004121
OG0005793	CQUJHB008026	AFUN2_003273
OG0005794	CQUJHB005155	AFUN2_013276
OG0005795	CQUJHB003818	AFUN2_001743
OG0005796	CQUJHB000317	AFUN2_012338
OG0005797	CQUJHB008313	AFUN2_011850
OG0005798	CQUJHB010651	AFUN2_002884
OG0005799	CQUJHB014169	AFUN2_010457
OG0005800	CQUJHB005116	AFUN2_008422
OG0005801	CQUJHB006858	AFUN2_013500
OG0005802	CQUJHB001006	AFUN2_004274
OG0005803	CQUJHB001457	AFUN2_014732
OG0005804	CQUJHB009946	AFUN2_010417
OG0005805	CQUJHB015171	AFUN2_010634
OG0005806	CQUJHB018291	AFUN2_000735
OG0005807	CQUJHB010723	AFUN2_008858
OG0005808	CQUJHB004080	AFUN2_013210
OG0005809	CQUJHB016516	AFUN2_003211
OG0005810	CQUJHB006470	AFUN2_012951
OG0005811	CQUJHB018236	AFUN2_011989
OG0005812	CQUJHB018289	AFUN2_011289
OG0005813	CQUJHB001653	AFUN2_010229
OG0005814	CQUJHB004997	AFUN2_000464
OG0005815	CQUJHB015216	AFUN2_000821
OG0005816	CQUJHB003179	AFUN2_001399
OG0005817	CQUJHB005314	AFUN2_014153
OG0005818	CQUJHB018199	AFUN2_005133
OG0005819	CQUJHB013830	AFUN2_004862
OG0005820	CQUJHB009614	AFUN2_006423
OG0005821	CQUJHB009774	AFUN2_005412
OG0005822	CQUJHB010907	AFUN2_005447
OG0005823	CQUJHB000936	AFUN2_004577
OG0005824	CQUJHB014409	AFUN2_011897
OG0005825	CQUJHB016761	AFUN2_002670
OG0005826	CQUJHB016913	AFUN2_010710
OG0005827	CQUJHB007148	AFUN2_014117
OG0005828	CQUJHB006353	AFUN2_002036
OG0005829	CQUJHB004968	AFUN2_011267
OG0005830	CQUJHB001784	AFUN2_002533
OG0005831	CQUJHB012003	AFUN2_008036
OG0005832	CQUJHB009019	AFUN2_012762
OG0005833	CQUJHB014183	AFUN2_002534
OG0005834	CQUJHB017704	AFUN2_007849
OG0005835	CQUJHB012962	AFUN2_005006
OG0005836	CQUJHB007389	AFUN2_003504
OG0005837	CQUJHB010769	AFUN2_002813
OG0005838	CQUJHB017250	AFUN2_008476
OG0005839	CQUJHB012195	AFUN2_008018
OG0005840	CQUJHB008512	AFUN2_002090
OG0005841	CQUJHB006993	AFUN2_005135
OG0005842	CQUJHB016165	AFUN2_011062
OG0005843	CQUJHB008849	AFUN2_011212
OG0005844	CQUJHB006674	AFUN2_003025
OG0005845	CQUJHB017809	AFUN2_008826
OG0005846	CQUJHB000448	AFUN2_001984
OG0005847	CQUJHB014751	AFUN2_010189
OG0005848	CQUJHB002869	AFUN2_004872
OG0005849	CQUJHB015964	AFUN2_010350
OG0005850	CQUJHB013122	AFUN2_005949
OG0005851	CQUJHB004928	AFUN2_007682
OG0005852	CQUJHB011398	AFUN2_010129
OG0005853	CQUJHB018393	AFUN2_000754
OG0005854	CQUJHB012876	AFUN2_002688
OG0005855	CQUJHB012132	AFUN2_014575
OG0005856	CQUJHB012294	AFUN2_002273
OG0005857	CQUJHB000895	AFUN2_003593
OG0005858	CQUJHB018385	AFUN2_014272
OG0005859	CQUJHB010612	AFUN2_007632
OG0005860	CQUJHB012399	AFUN2_012519
OG0005861	CQUJHB013119	AFUN2_011389
OG0005862	CQUJHB002623	AFUN2_006075
OG0005863	CQUJHB008743	AFUN2_009190
OG0005864	CQUJHB013612	AFUN2_010542
OG0005865	CQUJHB004466	AFUN2_010693
OG0005866	CQUJHB012743	AFUN2_009532
OG0005867	CQUJHB004469	AFUN2_010993
OG0005868	CQUJHB004167	AFUN2_010131
OG0005869	CQUJHB000298	AFUN2_012582
OG0005870	CQUJHB010961	AFUN2_000365
OG0005871	CQUJHB009700	AFUN2_007266
OG0005872	CQUJHB007019	AFUN2_010015
OG0005873	CQUJHB011905	AFUN2_013447
OG0005874	CQUJHB016293	AFUN2_003603
OG0005875	CQUJHB001932	AFUN2_000319
OG0005876	CQUJHB003300	AFUN2_000932
OG0005877	CQUJHB006324	AFUN2_008880
OG0005878	CQUJHB010473	AFUN2_004438
OG0005879	CQUJHB001692	AFUN2_012017
OG0005880	CQUJHB001537, CQUJHB013358	AFUN2_011395
OG0005881	CQUJHB010153	AFUN2_004510
OG0005882	CQUJHB009447	AFUN2_006657
OG0005883	CQUJHB016514	AFUN2_006266
OG0005884	CQUJHB001489	AFUN2_013356
OG0005886	CQUJHB017535	AFUN2_003782
OG0005887	CQUJHB001595	AFUN2_008525
OG0005888	CQUJHB006691	AFUN2_009337
OG0005889	CQUJHB017827	AFUN2_008365
OG0005890	CQUJHB014830	AFUN2_005658
OG0005891	CQUJHB009467	AFUN2_006917
OG0005892	CQUJHB014887	AFUN2_007178
OG0005893	CQUJHB010232	AFUN2_003251
OG0005894	CQUJHB006663	AFUN2_004790
OG0005895	CQUJHB001804	AFUN2_012643
OG0005896	CQUJHB008022	AFUN2_008972
OG0005897	CQUJHB001057	AFUN2_008955
OG0005898	CQUJHB007281	AFUN2_007408
OG0005899	CQUJHB002365	AFUN2_006915
OG0005900	CQUJHB007523	AFUN2_001549
OG0005901	CQUJHB005459	AFUN2_014027
OG0005902	CQUJHB007731	AFUN2_013259
OG0005903	CQUJHB005871	AFUN2_006693
OG0005904	CQUJHB006444	AFUN2_002663
OG0005905	CQUJHB017462	AFUN2_004622
OG0005906	CQUJHB016611	AFUN2_013281
OG0005907	CQUJHB018013	AFUN2_007116
OG0005908	CQUJHB006061	AFUN2_010382
OG0005909	CQUJHB002518	AFUN2_013410
OG0005910	CQUJHB006178	AFUN2_014238
OG0005911	CQUJHB008621	AFUN2_013519
OG0005912	CQUJHB017085	AFUN2_003846
OG0005913	CQUJHB008147	AFUN2_002385
OG0005914	CQUJHB017916	AFUN2_008889
OG0005915	CQUJHB003474	AFUN2_011195
OG0005916	CQUJHB012588	AFUN2_003646
OG0005918	CQUJHB016199	AFUN2_004820
OG0005919	CQUJHB004242	AFUN2_000947
OG0005920	CQUJHB016103	AFUN2_014744
OG0005921	CQUJHB003637	AFUN2_013837
OG0005922	CQUJHB010664	AFUN2_007299
OG0005923	CQUJHB018248	AFUN2_009476
OG0005924	CQUJHB013343	AFUN2_013964
OG0005925	CQUJHB004008	AFUN2_000726
OG0005926	CQUJHB002469	AFUN2_009719
OG0005927	CQUJHB017949	AFUN2_004102
OG0005928	CQUJHB002319	AFUN2_004737
OG0005929	CQUJHB000984	AFUN2_001684
OG0005930	CQUJHB005836	AFUN2_010659
OG0005931	CQUJHB008059	AFUN2_008382
OG0005932	CQUJHB016398	AFUN2_005721
OG0005933	CQUJHB000044	AFUN2_000561
OG0005935	CQUJHB013650	AFUN2_007209
OG0005936	CQUJHB001065	AFUN2_010246
OG0005937	CQUJHB008000	AFUN2_010018
OG0005938	CQUJHB004618	AFUN2_009812
OG0005939	CQUJHB008229	AFUN2_013599
OG0005940	CQUJHB008011	AFUN2_006763
OG0005941	CQUJHB013038	AFUN2_005826
OG0005942	CQUJHB010135	AFUN2_001213
OG0005943	CQUJHB014935	AFUN2_002346
OG0005944	CQUJHB015149	AFUN2_011575
OG0005945	CQUJHB018129	AFUN2_002427
OG0005946	CQUJHB013607	AFUN2_002338
OG0005947	CQUJHB007363	AFUN2_012159
OG0005948	CQUJHB008842	AFUN2_005467
OG0005949	CQUJHB009394	AFUN2_001541
OG0005950	CQUJHB018440	AFUN2_013734
OG0005951	CQUJHB004073	AFUN2_010539
OG0005952	CQUJHB014795	AFUN2_005236
OG0005953	CQUJHB017931	AFUN2_013713
OG0005954	CQUJHB008441	AFUN2_005319
OG0005955	CQUJHB011845	AFUN2_010415
OG0005956	CQUJHB012731	AFUN2_005532
OG0005957	CQUJHB009310	AFUN2_014175
OG0005958	CQUJHB009761	AFUN2_010931
OG0005959	CQUJHB002572	AFUN2_002803
OG0005960	CQUJHB002142	AFUN2_005218
OG0005961	CQUJHB002597	AFUN2_010855
OG0005962	CQUJHB004255	AFUN2_000572
OG0005963	CQUJHB017506	AFUN2_008268
