Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0005345	CQUJHB001663	AMIN011593
OG0005346	CQUJHB011551	AMIN000240
OG0005347	CQUJHB017633	AMIN002751
OG0005348	CQUJHB013649	AMIN004752
OG0005349	CQUJHB003122	AMIN004581
OG0005350	CQUJHB007089	AMIN002687
OG0005351	CQUJHB009186	AMIN011079
OG0005352	CQUJHB012985	AMIN002685
OG0005353	CQUJHB011082	AMIN002949
OG0005354	CQUJHB002817	AMIN003100
OG0005355	CQUJHB004763	AMIN001615
OG0005356	CQUJHB002877	AMIN006696
OG0005357	CQUJHB005265	AMIN001616
OG0005358	CQUJHB009712	AMIN000128
OG0005359	CQUJHB015144	AMIN007104
OG0005360	CQUJHB002203	AMIN007099
OG0005361	CQUJHB014361	AMIN007089
OG0005362	CQUJHB006936	AMIN006111
OG0005363	CQUJHB012931	AMIN006019
OG0005364	CQUJHB004796	AMIN007101
OG0005365	CQUJHB002910	AMIN015916
OG0005366	CQUJHB006104	AMIN006022
OG0005367	CQUJHB015170	AMIN015917
OG0005368	CQUJHB000769	AMIN004300
OG0005369	CQUJHB008536	AMIN004456
OG0005370	CQUJHB002114	AMIN006869
OG0005371	CQUJHB017750	AMIN004451
OG0005372	CQUJHB013637	AMIN006866
OG0005373	CQUJHB003109	AMIN001921
OG0005374	CQUJHB013922	AMIN005357
OG0005375	CQUJHB003937	AMIN007138
OG0005376	CQUJHB000933	AMIN002251
OG0005377	CQUJHB003976	AMIN007141
OG0005378	CQUJHB004297	AMIN005333
OG0005379	CQUJHB000119	AMIN006969
OG0005380	CQUJHB016619	AMIN009264
OG0005381	CQUJHB008793	AMIN008632
OG0005382	CQUJHB016488	AMIN015529
OG0005383	CQUJHB008531	AMIN009738
OG0005384	CQUJHB008492	AMIN009742
OG0005385	CQUJHB016534	AMIN009731
OG0005386	CQUJHB008312	AMIN001723
OG0005387	CQUJHB015997	AMIN016036
OG0005388	CQUJHB014971	AMIN010514
OG0005390	CQUJHB010768	AMIN010515
OG0005391	CQUJHB004818	AMIN010516
OG0005392	CQUJHB002830	AMIN001212
OG0005393	CQUJHB008751	AMIN005411
OG0005394	CQUJHB017190	AMIN005426
OG0005395	CQUJHB012259	AMIN003318
OG0005396	CQUJHB012011	AMIN000530
OG0005397	CQUJHB004098	AMIN000527
OG0005398	CQUJHB002699	AMIN016051
OG0005400	CQUJHB009484	AMIN002369
OG0005401	CQUJHB011658	AMIN000404
OG0005402	CQUJHB005796	AMIN003108
OG0005403	CQUJHB008267	AMIN002549
OG0005404	CQUJHB016758	AMIN003575
OG0005405	CQUJHB018238	AMIN005633
OG0005406	CQUJHB005790	AMIN000563
OG0005408	CQUJHB001926	AMIN016279
OG0005409	CQUJHB000672	AMIN016280
OG0005410	CQUJHB008773	AMIN015847
OG0005411	CQUJHB008179	AMIN002405
OG0005412	CQUJHB001029	AMIN002312
OG0005413	CQUJHB008342	AMIN002402
OG0005415	CQUJHB002774	AMIN015846
OG0005416	CQUJHB002146	AMIN002401
OG0005417	CQUJHB000059	AMIN000309, AMIN000310
OG0005418	CQUJHB004962	AMIN000317
OG0005419	CQUJHB001739	AMIN004556
OG0005420	CQUJHB016052	AMIN000312
OG0005421	CQUJHB016644	AMIN000313
OG0005422	CQUJHB009527	AMIN004558
OG0005423	CQUJHB011044	AMIN000315
OG0005424	CQUJHB013658	AMIN000319
OG0005425	CQUJHB003568	AMIN000430
OG0005426	CQUJHB009620	AMIN004481
OG0005428	CQUJHB016489	AMIN000465
OG0005430	CQUJHB002496	AMIN000454
OG0005431	CQUJHB012440	AMIN000450
OG0005432	CQUJHB009823	AMIN000468
OG0005433	CQUJHB013588	AMIN000463
OG0005434	CQUJHB002553	AMIN000467
OG0005435	CQUJHB015978	AMIN000458
OG0005436	CQUJHB010952	AMIN000452
OG0005437	CQUJHB001848	AMIN000472
OG0005438	CQUJHB012697	AMIN006744
OG0005439	CQUJHB008975	AMIN009048
OG0005440	CQUJHB001950	AMIN010590
OG0005441	CQUJHB001665	AMIN010591
OG0005442	CQUJHB000260	AMIN004831
OG0005443	CQUJHB008575	AMIN004828
OG0005444	CQUJHB012727	AMIN002537
OG0005445	CQUJHB012853	AMIN002540
OG0005446	CQUJHB011200	AMIN016161
OG0005447	CQUJHB000435	AMIN000490
OG0005448	CQUJHB015279	AMIN000487
OG0005449	CQUJHB010183	AMIN002535
OG0005450	CQUJHB015706	AMIN002536
OG0005451	CQUJHB016859	AMIN002534
OG0005452	CQUJHB006772	AMIN002538
OG0005453	CQUJHB015186	AMIN002542
OG0005454	CQUJHB004538	AMIN002541
OG0005455	CQUJHB016848	AMIN001106
OG0005456	CQUJHB016988	AMIN008102
OG0005458	CQUJHB001387	AMIN008328
OG0005459	CQUJHB014735	AMIN001175
OG0005460	CQUJHB010520	AMIN001631
OG0005461	CQUJHB013698	AMIN001635
OG0005462	CQUJHB017344	AMIN001177
OG0005463	CQUJHB008178	AMIN001636
OG0005464	CQUJHB015608	AMIN002609
OG0005465	CQUJHB004999	AMIN015765
OG0005466	CQUJHB013774	AMIN011278
OG0005467	CQUJHB012339	AMIN004648
OG0005468	CQUJHB001678	AMIN004647
OG0005469	CQUJHB018041	AMIN003888
OG0005470	CQUJHB009242	AMIN004639
OG0005471	CQUJHB001521	AMIN004641
OG0005472	CQUJHB002386	AMIN004652
OG0005473	CQUJHB010177	AMIN008325
OG0005474	CQUJHB007822	AMIN008319
OG0005475	CQUJHB011327	AMIN008323
OG0005476	CQUJHB017136	AMIN008327
OG0005477	CQUJHB011627	AMIN008316
OG0005478	CQUJHB004783	AMIN008315
OG0005479	CQUJHB008037	AMIN008318
OG0005480	CQUJHB016499	AMIN008320
OG0005481	CQUJHB017562	AMIN001993
OG0005482	CQUJHB002334	AMIN001984
OG0005483	CQUJHB013958	AMIN001992
OG0005484	CQUJHB010220	AMIN001988
OG0005485	CQUJHB007529	AMIN004588
OG0005486	CQUJHB016453	AMIN005558
OG0005488	CQUJHB010910	AMIN001334
OG0005489	CQUJHB016090	AMIN005798
OG0005490	CQUJHB007275	AMIN010236
OG0005491	CQUJHB016112	AMIN010233
OG0005492	CQUJHB009381	AMIN010232
OG0005493	CQUJHB000136	AMIN016022
OG0005494	CQUJHB008050	AMIN010237
OG0005495	CQUJHB007180	AMIN009680
OG0005496	CQUJHB008410	AMIN009675
OG0005497	CQUJHB009355	AMIN009671
OG0005498	CQUJHB008797	AMIN009676
OG0005499	CQUJHB011906	AMIN009674
OG0005500	CQUJHB017632	AMIN009681
OG0005501	CQUJHB006292	AMIN009672
OG0005502	CQUJHB009263	AMIN009679
OG0005503	CQUJHB016072	AMIN005215
OG0005505	CQUJHB005406	AMIN002703
OG0005506	CQUJHB010062	AMIN005626
OG0005507	CQUJHB009044	AMIN005334
OG0005508	CQUJHB014992	AMIN002706
OG0005509	CQUJHB009921	AMIN002705
OG0005510	CQUJHB007283	AMIN007353
OG0005511	CQUJHB004691	AMIN003054
OG0005512	CQUJHB000374	AMIN011614
OG0005513	CQUJHB005072	AMIN008572
OG0005514	CQUJHB005312	AMIN008570
OG0005515	CQUJHB008988	AMIN008895
OG0005516	CQUJHB009031	AMIN009369
OG0005517	CQUJHB015447	AMIN016194
OG0005518	CQUJHB010883	AMIN005937
OG0005519	CQUJHB010476	AMIN005929
OG0005520	CQUJHB000826	AMIN005928
OG0005521	CQUJHB008898	AMIN005927
OG0005522	CQUJHB014038	AMIN005930
OG0005523	CQUJHB014701	AMIN005935
OG0005524	CQUJHB016452	AMIN006183
OG0005525	CQUJHB000959	AMIN005931
OG0005526	CQUJHB013896	AMIN004740
OG0005527	CQUJHB011818	AMIN004743
OG0005528	CQUJHB004118	AMIN001840
OG0005529	CQUJHB014254	AMIN001839
OG0005530	CQUJHB004652	AMIN001844
OG0005531	CQUJHB000843	AMIN011069
OG0005532	CQUJHB017531	AMIN011239
OG0005533	CQUJHB004780	AMIN007613
OG0005534	CQUJHB010112	AMIN011237
OG0005535	CQUJHB005687	AMIN003271
OG0005536	CQUJHB012473	AMIN003268
OG0005537	CQUJHB000945	AMIN003260
OG0005538	CQUJHB008275	AMIN003265
OG0005539	CQUJHB011374	AMIN003266
OG0005540	CQUJHB011107	AMIN002021
OG0005541	CQUJHB013399	AMIN011166
OG0005542	CQUJHB007617	AMIN011167
OG0005543	CQUJHB004561	AMIN011169
OG0005544	CQUJHB003564	AMIN011165
OG0005545	CQUJHB015823	AMIN001392
OG0005546	CQUJHB003360	AMIN009512
OG0005547	CQUJHB009931	AMIN002806
OG0005548	CQUJHB007480	AMIN002807
OG0005549	CQUJHB005125	AMIN002804
OG0005550	CQUJHB003388	AMIN002814
OG0005551	CQUJHB004768	AMIN008255
OG0005552	CQUJHB007521	AMIN003612
OG0005553	CQUJHB011452	AMIN008646
OG0005554	CQUJHB000354	AMIN008659
OG0005555	CQUJHB007252	AMIN009031
OG0005556	CQUJHB009362	AMIN008645
OG0005557	CQUJHB004393	AMIN008660
OG0005558	CQUJHB006891	AMIN008647
OG0005559	CQUJHB009820	AMIN008651
OG0005560	CQUJHB006763	AMIN008224
OG0005561	CQUJHB010647	AMIN009009
OG0005562	CQUJHB005411	AMIN006507
OG0005563	CQUJHB013350	AMIN006502
OG0005564	CQUJHB010405	AMIN006505
OG0005565	CQUJHB012509	AMIN006515
OG0005566	CQUJHB007139	AMIN006510
OG0005567	CQUJHB014600	AMIN006506
OG0005568	CQUJHB001181	AMIN011472
OG0005569	CQUJHB010315	AMIN011473
OG0005570	CQUJHB007944	AMIN011471
OG0005571	CQUJHB015829	AMIN011474
OG0005572	CQUJHB005245	AMIN002791
OG0005573	CQUJHB000520	AMIN004849
OG0005574	CQUJHB014972	AMIN004627
OG0005575	CQUJHB018427	AMIN002880
OG0005576	CQUJHB012750	AMIN004857
OG0005577	CQUJHB011667	AMIN004858
OG0005578	CQUJHB017120	AMIN004851
OG0005579	CQUJHB001050	AMIN004856
OG0005580	CQUJHB000257	AMIN002881
OG0005581	CQUJHB013965	AMIN004811
OG0005582	CQUJHB004133	AMIN003125
OG0005583	CQUJHB007058	AMIN014281
OG0005584	CQUJHB017459	AMIN003347
OG0005585	CQUJHB007698	AMIN000354
OG0005586	CQUJHB012598	AMIN006313
OG0005587	CQUJHB003011	AMIN006312
OG0005588	CQUJHB006003	AMIN001490
OG0005589	CQUJHB005907	AMIN006306
OG0005590	CQUJHB014771	AMIN009073
OG0005591	CQUJHB007375	AMIN009435
OG0005592	CQUJHB006678	AMIN006311
OG0005593	CQUJHB013497	AMIN006314
OG0005594	CQUJHB001002	AMIN010981
OG0005595	CQUJHB007840	AMIN010982
OG0005597	CQUJHB008523	AMIN008118
OG0005598	CQUJHB016358	AMIN008113
OG0005599	CQUJHB014172	AMIN007056
OG0005600	CQUJHB016095	AMIN011156
OG0005601	CQUJHB017799	AMIN006493
OG0005602	CQUJHB003786	AMIN010224
OG0005603	CQUJHB000956	AMIN002204
OG0005604	CQUJHB009054	AMIN002203
OG0005605	CQUJHB017656	AMIN001222
OG0005606	CQUJHB012423	AMIN003385
OG0005608	CQUJHB001947	AMIN005768
OG0005609	CQUJHB012012	AMIN005581
OG0005610	CQUJHB002847	AMIN007634
OG0005611	CQUJHB016264	AMIN004010
OG0005612	CQUJHB013338	AMIN004008
OG0005613	CQUJHB009801	AMIN011570
OG0005614	CQUJHB003958	AMIN010710
OG0005616	CQUJHB003436	AMIN003741
OG0005617	CQUJHB011078	AMIN002179
OG0005618	CQUJHB008004	AMIN002178
OG0005619	CQUJHB006023	AMIN016228
OG0005620	CQUJHB006330	AMIN011124
OG0005621	CQUJHB006790	AMIN011123
OG0005622	CQUJHB008782	AMIN011122
OG0005623	CQUJHB014257	AMIN011121
OG0005624	CQUJHB006648	AMIN006089
OG0005625	CQUJHB010734	AMIN009622
OG0005626	CQUJHB009832	AMIN001665
OG0005627	CQUJHB015570	AMIN009840
OG0005628	CQUJHB012659	AMIN001663
OG0005629	CQUJHB009323	AMIN001666
OG0005630	CQUJHB008096	AMIN010759
OG0005631	CQUJHB004558	AMIN010758
OG0005632	CQUJHB012531	AMIN010570
OG0005633	CQUJHB002723	AMIN011161
OG0005634	CQUJHB004330	AMIN010567
OG0005635	CQUJHB008668	AMIN010565
OG0005636	CQUJHB008667	AMIN010569
OG0005637	CQUJHB012322	AMIN010566
OG0005638	CQUJHB010187	AMIN011163
OG0005639	CQUJHB009104	AMIN010479
OG0005640	CQUJHB008490	AMIN010568
OG0005641	CQUJHB012664	AMIN000818
OG0005642	CQUJHB016976	AMIN000234
OG0005643	CQUJHB006875	AMIN000235
OG0005644	CQUJHB005174	AMIN003179
OG0005645	CQUJHB010635	AMIN003183
OG0005646	CQUJHB016203	AMIN003184
OG0005649	CQUJHB001271	AMIN005988
OG0005650	CQUJHB005765	AMIN009717
OG0005651	CQUJHB006076	AMIN006816
OG0005653	CQUJHB003807	AMIN005772
OG0005654	CQUJHB001733	AMIN002048
OG0005655	CQUJHB015776	AMIN002971
OG0005656	CQUJHB013624	AMIN002970
OG0005657	CQUJHB016808	AMIN003904
OG0005658	CQUJHB000766	AMIN010901
OG0005659	CQUJHB013466	AMIN010900
OG0005660	CQUJHB006788	AMIN010903
OG0005661	CQUJHB005440	AMIN010208
OG0005662	CQUJHB015669	AMIN008945
OG0005663	CQUJHB010056	AMIN015975
OG0005664	CQUJHB000887	AMIN008912
OG0005665	CQUJHB003762	AMIN010447
OG0005666	CQUJHB016502	AMIN010443
OG0005667	CQUJHB013898	AMIN010040
OG0005668	CQUJHB007070	AMIN008845
OG0005669	CQUJHB002410	AMIN008166
OG0005670	CQUJHB007146	AMIN001229
OG0005671	CQUJHB004473	AMIN006348
OG0005672	CQUJHB012050	AMIN006354
OG0005673	CQUJHB006952	AMIN006345
OG0005674	CQUJHB013018	AMIN006349
OG0005675	CQUJHB000368	AMIN006346
OG0005676	CQUJHB002712	AMIN008444
OG0005677	CQUJHB001210, CQUJHB012062	AMIN007350
OG0005678	CQUJHB009142	AMIN010414
OG0005679	CQUJHB017941	AMIN010418
OG0005680	CQUJHB015800	AMIN010413
OG0005681	CQUJHB007048	AMIN015776
OG0005682	CQUJHB009333	AMIN010417
OG0005683	CQUJHB000658	AMIN004923
OG0005684	CQUJHB001274	AMIN004114
OG0005685	CQUJHB017882	AMIN004111
OG0005686	CQUJHB010932	AMIN005410
OG0005687	CQUJHB005089	AMIN001750
OG0005688	CQUJHB000874	AMIN001758
OG0005689	CQUJHB017432	AMIN001755
OG0005690	CQUJHB014647	AMIN001753
OG0005691	CQUJHB016493	AMIN004443
OG0005692	CQUJHB004264	AMIN008144
OG0005693	CQUJHB010760	AMIN000447
OG0005694	CQUJHB003081	AMIN011408
OG0005695	CQUJHB012459	AMIN000449
OG0005696	CQUJHB003275	AMIN000445
OG0005697	CQUJHB002861	AMIN000495
OG0005698	CQUJHB008294	AMIN000497
OG0005699	CQUJHB018165	AMIN000448
OG0005700	CQUJHB014714	AMIN000884
OG0005701	CQUJHB013514	AMIN008374
OG0005702	CQUJHB000482	AMIN004302
OG0005703	CQUJHB013840	AMIN004301
OG0005704	CQUJHB017574	AMIN008574
OG0005705	CQUJHB000387	AMIN008730
OG0005706	CQUJHB002819	AMIN008961
OG0005707	CQUJHB007815	AMIN008575
OG0005708	CQUJHB018245	AMIN008576
OG0005709	CQUJHB016223	AMIN008577
OG0005710	CQUJHB008340	AMIN016127
OG0005711	CQUJHB014790	AMIN007024
OG0005712	CQUJHB018439	AMIN007023
OG0005713	CQUJHB003178	AMIN007942
OG0005714	CQUJHB015775	AMIN006737
OG0005715	CQUJHB015847	AMIN011644
OG0005716	CQUJHB008815	AMIN006735
OG0005717	CQUJHB008695	AMIN011606
OG0005718	CQUJHB008420	AMIN006739
OG0005719	CQUJHB016636	AMIN006738
OG0005720	CQUJHB004157	AMIN006740
OG0005721	CQUJHB000927	AMIN008008
OG0005722	CQUJHB009169	AMIN007307
OG0005723	CQUJHB007630	AMIN005287
OG0005726	CQUJHB011829	AMIN004249
OG0005727	CQUJHB004105	AMIN008193
OG0005728	CQUJHB015029	AMIN004252
OG0005729	CQUJHB006456	AMIN010954
OG0005730	CQUJHB012155	AMIN004250
OG0005731	CQUJHB016248	AMIN009224
OG0005732	CQUJHB010994	AMIN005320
OG0005733	CQUJHB011476	AMIN005319
OG0005734	CQUJHB004811	AMIN008294
OG0005735	CQUJHB006322	AMIN008297
OG0005736	CQUJHB017763	AMIN008298
OG0005737	CQUJHB013228	AMIN008293
OG0005738	CQUJHB004927	AMIN007474
OG0005739	CQUJHB003902	AMIN004736
OG0005740	CQUJHB001426	AMIN005464
OG0005741	CQUJHB012187	AMIN007163
OG0005742	CQUJHB001190	AMIN009448
OG0005743	CQUJHB013903	AMIN009443
OG0005744	CQUJHB012110	AMIN006953
OG0005745	CQUJHB000789	AMIN008158
OG0005746	CQUJHB005777	AMIN008155
OG0005747	CQUJHB005178	AMIN008157
OG0005748	CQUJHB017096	AMIN006697
OG0005749	CQUJHB011091	AMIN008074
OG0005750	CQUJHB007011	AMIN008160
OG0005751	CQUJHB017551	AMIN000747
OG0005752	CQUJHB007844	AMIN004908
OG0005753	CQUJHB011704	AMIN004907
OG0005754	CQUJHB016688	AMIN004901
OG0005755	CQUJHB014755	AMIN005272
OG0005756	CQUJHB010980	AMIN005695
OG0005757	CQUJHB011787	AMIN008230
OG0005758	CQUJHB006915	AMIN002426
OG0005759	CQUJHB004406	AMIN002424
OG0005760	CQUJHB014835	AMIN002418
OG0005761	CQUJHB016377	AMIN002419
OG0005762	CQUJHB011126	AMIN011438
OG0005763	CQUJHB015248	AMIN002417
OG0005764	CQUJHB009558	AMIN007455, AMIN007454
OG0005765	CQUJHB005633	AMIN007448
OG0005766	CQUJHB000816	AMIN007446
OG0005767	CQUJHB007326	AMIN007445
OG0005768	CQUJHB001747	AMIN002868
OG0005769	CQUJHB002544	AMIN002870
OG0005770	CQUJHB016946	AMIN002879
OG0005771	CQUJHB012230	AMIN002869
OG0005772	CQUJHB004613	AMIN002873
OG0005773	CQUJHB004439	AMIN002872
OG0005774	CQUJHB013067	AMIN002878
OG0005775	CQUJHB009407	AMIN000151
OG0005776	CQUJHB007498	AMIN000089
OG0005777	CQUJHB015130	AMIN001039
OG0005778	CQUJHB015562	AMIN011389
OG0005779	CQUJHB008503	AMIN011388
OG0005780	CQUJHB014784	AMIN011384
OG0005781	CQUJHB001169	AMIN015770
OG0005782	CQUJHB003911, CQUJHB009941	AMIN006560
OG0005783	CQUJHB001146	AMIN006569
OG0005784	CQUJHB016575	AMIN002833
OG0005785	CQUJHB013249	AMIN005367
OG0005786	CQUJHB018456	AMIN005364
OG0005787	CQUJHB017308	AMIN005302
OG0005788	CQUJHB013954	AMIN005715
OG0005789	CQUJHB018026	AMIN005583
OG0005790	CQUJHB014494	AMIN004284
OG0005791	CQUJHB000302	AMIN004282
OG0005792	CQUJHB009667	AMIN011259
OG0005793	CQUJHB008026	AMIN001120
OG0005794	CQUJHB005155	AMIN001096
OG0005795	CQUJHB003818	AMIN010138
OG0005796	CQUJHB000317	AMIN010137
OG0005797	CQUJHB008313	AMIN002273
OG0005798	CQUJHB010651	AMIN002283
OG0005799	CQUJHB014169	AMIN002274
OG0005800	CQUJHB005116	AMIN011094
OG0005801	CQUJHB006858	AMIN011095
OG0005802	CQUJHB001006	AMIN011091
OG0005804	CQUJHB009946	AMIN006275
OG0005805	CQUJHB015171	AMIN005507
OG0005806	CQUJHB018291	AMIN001083
OG0005807	CQUJHB010723	AMIN005485
OG0005808	CQUJHB004080	AMIN000398
OG0005809	CQUJHB016516	AMIN000688
OG0005810	CQUJHB006470	AMIN000399
OG0005811	CQUJHB018236	AMIN000545
OG0005812	CQUJHB018289	AMIN000365
OG0005813	CQUJHB001653	AMIN000367
OG0005814	CQUJHB004997	AMIN000294
OG0005815	CQUJHB015216	AMIN000941
OG0005816	CQUJHB003179	AMIN000939
OG0005817	CQUJHB005314	AMIN000293
OG0005818	CQUJHB018199	AMIN002979
OG0005820	CQUJHB009614	AMIN000122
OG0005821	CQUJHB009774	AMIN015874
OG0005822	CQUJHB010907	AMIN005977
OG0005823	CQUJHB000936	AMIN005975
OG0005824	CQUJHB014409	AMIN000113
OG0005825	CQUJHB016761	AMIN007654
OG0005826	CQUJHB016913	AMIN007660
OG0005827	CQUJHB007148	AMIN007645
OG0005828	CQUJHB006353	AMIN007648
OG0005829	CQUJHB004968	AMIN004288
OG0005830	CQUJHB001784	AMIN000090
OG0005831	CQUJHB012003	AMIN008493
OG0005832	CQUJHB009019	AMIN004583
OG0005833	CQUJHB014183	AMIN004585
OG0005834	CQUJHB017704	AMIN004582
OG0005835	CQUJHB012962	AMIN011261
OG0005836	CQUJHB007389	AMIN011430
OG0005837	CQUJHB010769	AMIN010846
OG0005838	CQUJHB017250	AMIN010147
OG0005839	CQUJHB012195	AMIN011201
OG0005840	CQUJHB008512	AMIN009506
OG0005841	CQUJHB006993	AMIN009507
OG0005842	CQUJHB016165	AMIN009505
OG0005843	CQUJHB008849	AMIN003373
OG0005844	CQUJHB006674	AMIN003378
OG0005845	CQUJHB017809	AMIN003371
OG0005846	CQUJHB000448	AMIN003372
OG0005847	CQUJHB014751	AMIN000481
OG0005848	CQUJHB002869	AMIN000477
OG0005849	CQUJHB015964	AMIN000478
OG0005850	CQUJHB013122	AMIN003085
OG0005851	CQUJHB004928	AMIN003557
OG0005852	CQUJHB011398	AMIN000428
OG0005853	CQUJHB018393	AMIN006446
OG0005854	CQUJHB012876	AMIN006445
OG0005855	CQUJHB012132	AMIN011459
OG0005856	CQUJHB012294	AMIN011453
OG0005857	CQUJHB000895	AMIN011460
OG0005858	CQUJHB018385	AMIN011454
OG0005859	CQUJHB010612	AMIN011456
OG0005860	CQUJHB012399	AMIN011458
OG0005861	CQUJHB013119	AMIN011451
OG0005862	CQUJHB002623	AMIN010500
OG0005863	CQUJHB008743	AMIN010503
OG0005864	CQUJHB013612	AMIN010490
OG0005865	CQUJHB004466	AMIN010510
OG0005866	CQUJHB012743	AMIN009660
OG0005867	CQUJHB004469	AMIN009659
OG0005868	CQUJHB004167	AMIN009656
OG0005869	CQUJHB000298	AMIN001640
OG0005870	CQUJHB010961	AMIN001639
OG0005871	CQUJHB009700	AMIN001641
OG0005872	CQUJHB007019	AMIN006374
OG0005873	CQUJHB011905	AMIN006371
OG0005874	CQUJHB016293	AMIN006369
OG0005875	CQUJHB001932	AMIN002925
OG0005876	CQUJHB003300	AMIN002926
OG0005877	CQUJHB006324	AMIN002261
OG0005878	CQUJHB010473	AMIN002259
OG0005879	CQUJHB001692	AMIN002264
OG0005880	CQUJHB001537, CQUJHB013358	AMIN016173
OG0005881	CQUJHB010153	AMIN002924
OG0005882	CQUJHB009447	AMIN008901
OG0005883	CQUJHB016514	AMIN008900
OG0005884	CQUJHB001489	AMIN008898
OG0005886	CQUJHB017535	AMIN005533
OG0005887	CQUJHB001595	AMIN002235
OG0005888	CQUJHB006691	AMIN000839
OG0005889	CQUJHB017827	AMIN000836
OG0005890	CQUJHB014830	AMIN002237
OG0005891	CQUJHB009467	AMIN000837
OG0005892	CQUJHB014887	AMIN009589
OG0005893	CQUJHB010232	AMIN008353
OG0005894	CQUJHB006663	AMIN008354
OG0005895	CQUJHB001804	AMIN008355
OG0005896	CQUJHB008022	AMIN008352
OG0005897	CQUJHB001057	AMIN008349
OG0005898	CQUJHB007281	AMIN008356
OG0005899	CQUJHB002365	AMIN009436
OG0005900	CQUJHB007523	AMIN002339
OG0005901	CQUJHB005459	AMIN001163
OG0005902	CQUJHB007731	AMIN001161
OG0005903	CQUJHB005871	AMIN001164
OG0005904	CQUJHB006444	AMIN008515
OG0005905	CQUJHB017462	AMIN008511
OG0005906	CQUJHB016611	AMIN015504
OG0005907	CQUJHB018013	AMIN008514
OG0005908	CQUJHB006061	AMIN008507
OG0005909	CQUJHB002518	AMIN008509
OG0005910	CQUJHB006178	AMIN008512
OG0005911	CQUJHB008621	AMIN008528
OG0005912	CQUJHB017085	AMIN008529
OG0005913	CQUJHB008147	AMIN001747
OG0005914	CQUJHB017916	AMIN009485
OG0005915	CQUJHB003474	AMIN009484
OG0005916	CQUJHB012588	AMIN009488
OG0005918	CQUJHB016199	AMIN009490
OG0005919	CQUJHB004242	AMIN009489
OG0005920	CQUJHB016103	AMIN009486
OG0005921	CQUJHB003637	AMIN009483
OG0005922	CQUJHB010664	AMIN004425
OG0005923	CQUJHB018248	AMIN004428
OG0005924	CQUJHB013343	AMIN004426
OG0005925	CQUJHB004008	AMIN011343
OG0005926	CQUJHB002469	AMIN016049
OG0005927	CQUJHB017949	AMIN011342
OG0005928	CQUJHB002319	AMIN007975
OG0005929	CQUJHB000984	AMIN007976
OG0005930	CQUJHB005836	AMIN004219
OG0005931	CQUJHB008059	AMIN004748
OG0005932	CQUJHB016398	AMIN000011
OG0005933	CQUJHB000044	AMIN000014
OG0005935	CQUJHB013650	AMIN004150
OG0005936	CQUJHB001065	AMIN003020
OG0005937	CQUJHB008000	AMIN004149
OG0005938	CQUJHB004618	AMIN007049
OG0005939	CQUJHB008229	AMIN007052
OG0005940	CQUJHB008011	AMIN008142
OG0005941	CQUJHB013038	AMIN008683
OG0005942	CQUJHB010135	AMIN007051
OG0005943	CQUJHB014935	AMIN007050
OG0005944	CQUJHB015149	AMIN008682
OG0005945	CQUJHB018129	AMIN004679
OG0005946	CQUJHB013607	AMIN004562
OG0005947	CQUJHB007363	AMIN003000
OG0005948	CQUJHB008842	AMIN004683
OG0005949	CQUJHB009394	AMIN002999
OG0005950	CQUJHB018440	AMIN003001
OG0005951	CQUJHB004073	AMIN002998
OG0005952	CQUJHB014795	AMIN000904
OG0005953	CQUJHB017931	AMIN000907
OG0005954	CQUJHB008441	AMIN001774
OG0005955	CQUJHB011845	AMIN001777
OG0005956	CQUJHB012731	AMIN001772
OG0005957	CQUJHB009310	AMIN007594
OG0005958	CQUJHB009761	AMIN007595
OG0005959	CQUJHB002572	AMIN007596
OG0005960	CQUJHB002142	AMIN007593
OG0005961	CQUJHB002597	AMIN008186
OG0005962	CQUJHB004255	AMIN002590
OG0005963	CQUJHB017506	AMIN011196
OG0005964	CQUJHB001466	AMIN010069
OG0005965	CQUJHB006917	AMIN010072
OG0005966	CQUJHB014933	AMIN009522
OG0005967	CQUJHB006999	AMIN009409
OG0005968	CQUJHB003799	AMIN009601
OG0005969	CQUJHB010002	AMIN005275
OG0005970	CQUJHB014530	AMIN005118
OG0005971	CQUJHB015192	AMIN005777
OG0005972	CQUJHB011937	AMIN016232
OG0005973	CQUJHB013850	AMIN010621
OG0005975	CQUJHB003051	AMIN011431
OG0005976	CQUJHB005710	AMIN007565
OG0005978	CQUJHB015318	AMIN000947
OG0005980	CQUJHB001623	AMIN004985
OG0005981	CQUJHB000496	AMIN004983
OG0005982	CQUJHB012156	AMIN004986
OG0005983	CQUJHB002822	AMIN004984
OG0005984	CQUJHB017065	AMIN000959
OG0005985	CQUJHB015000	AMIN000961
OG0005986	CQUJHB007306	AMIN000958
OG0005987	CQUJHB006117	AMIN009107
OG0005988	CQUJHB013810	AMIN001190
OG0005989	CQUJHB018033	AMIN003946
OG0005990	CQUJHB003789	AMIN007765
OG0005991	CQUJHB003116	AMIN010679
OG0005992	CQUJHB009661	AMIN010828
OG0005993	CQUJHB013034	AMIN015516
OG0005994	CQUJHB013705	AMIN010830
OG0005995	CQUJHB009025	AMIN016223
OG0005996	CQUJHB000407	AMIN010678
OG0005997	CQUJHB000941	AMIN006059
OG0005998	CQUJHB014910	AMIN006057
OG0005999	CQUJHB007092	AMIN009504
OG0006000	CQUJHB010716	AMIN006058
OG0006001	CQUJHB004619	AMIN009502
