Orthogroup	AfunestusAfunGA1	Aalbopictus_AalbF5
OG0005454	AFUN2_013175	LOC109414159
OG0005455	AFUN2_007833	LOC109622537
OG0005456	AFUN2_004005	LOC109402320
OG0005458	AFUN2_001873	LOC109402333
OG0005459	AFUN2_007987	LOC109433079
OG0005460	AFUN2_005881	LOC109419982
OG0005461	AFUN2_002478	LOC109420001
OG0005462	AFUN2_007089	LOC109420061
OG0005463	AFUN2_003048	LOC109433046
OG0005464	AFUN2_004792	LOC109399005
OG0005465	AFUN2_014608	LOC109622845
OG0005466	AFUN2_011253	LOC109622842
OG0005467	AFUN2_006425	LOC109419258
OG0005468	AFUN2_006221	LOC109419256
OG0005469	AFUN2_006176	LOC109419246
OG0005470	AFUN2_014567	LOC109427334
OG0005471	AFUN2_007179	LOC109419253
OG0005472	AFUN2_007074	LOC109426113
OG0005473	AFUN2_003599	LOC109409395
OG0005474	AFUN2_013716	LOC109420146
OG0005475	AFUN2_003501	LOC109409399
OG0005476	AFUN2_008115	LOC109409392
OG0005477	AFUN2_005271	LOC115264608
OG0005478	AFUN2_010028	LOC109431245
OG0005479	AFUN2_001847	LOC109431247
OG0005480	AFUN2_006196	LOC109431252
OG0005481	AFUN2_005924	LOC109409480
OG0005482	AFUN2_001636	LOC109409490
OG0005483	AFUN2_002223	LOC109397627
OG0005484	AFUN2_003585	LOC109397641
OG0005485	AFUN2_007502	LOC115263687
OG0005486	AFUN2_014233	LOC115266711
OG0005487	AFUN2_000594	LOC109417765
OG0005488	AFUN2_012478	LOC109424232
OG0005489	AFUN2_011757	LOC109427522
OG0005490	AFUN2_005908	LOC109622521
OG0005491	AFUN2_013147	LOC109408976
OG0005492	AFUN2_000393	LOC109622517
OG0005493	AFUN2_012205, AFUN2_010276	LOC109408924
OG0005494	AFUN2_007054	LOC109622522
OG0005495	AFUN2_011921	LOC109433573
OG0005496	AFUN2_009543	LOC109430130
OG0005497	AFUN2_009120	LOC109433586
OG0005498	AFUN2_014722	LOC109433596
OG0005499	AFUN2_001605	LOC109430129
OG0005500	AFUN2_014553	LOC109433584
OG0005501	AFUN2_000880	LOC109430131
OG0005502	AFUN2_009941	LOC115266793
OG0005503	AFUN2_000449	LOC109404698
OG0005505	AFUN2_008825	LOC109418403
OG0005506	AFUN2_012545	LOC109410343
OG0005507	AFUN2_005726	LOC109410340
OG0005508	AFUN2_001551	LOC109426117
OG0005509	AFUN2_006512	LOC109426090
OG0005510	AFUN2_000626	LOC109430832
OG0005511	AFUN2_013077	LOC109424150
OG0005512	AFUN2_008030	LOC109424164
OG0005513	AFUN2_005911	LOC109431323
OG0005514	AFUN2_006117	LOC109432015
OG0005515	AFUN2_007238	LOC109431990
OG0005516	AFUN2_014385	LOC109431311
OG0005517	AFUN2_008045	LOC115255463
OG0005518	AFUN2_014002	LOC109419931
OG0005519	AFUN2_006746	LOC109419949
OG0005520	AFUN2_010888	LOC109419950
OG0005521	AFUN2_006923	LOC115255169
OG0005522	AFUN2_000512	LOC109417504
OG0005523	AFUN2_006841	LOC109419933
OG0005524	AFUN2_011146	LOC109419957
OG0005525	AFUN2_010256	LOC109419943
OG0005526	AFUN2_009991	LOC109397201
OG0005527	AFUN2_009167	LOC109407348
OG0005528	AFUN2_001322	LOC109429985
OG0005529	AFUN2_004033	LOC115262090
OG0005530	AFUN2_011433	LOC109429564
OG0005531	AFUN2_010870	LOC109411098
OG0005532	AFUN2_010251	LOC109408168
OG0005533	AFUN2_000698	LOC109408161
OG0005534	AFUN2_006421	LOC109408167
OG0005535	AFUN2_006977	LOC109398870
OG0005536	AFUN2_004481	LOC115261342
OG0005537	AFUN2_012590	LOC109398780
OG0005538	AFUN2_002375	LOC109429210
OG0005539	AFUN2_013015	LOC109398783
OG0005540	AFUN2_008062	LOC109428256
OG0005541	AFUN2_002006	LOC109411446
OG0005542	AFUN2_012766	LOC109409700
OG0005543	AFUN2_011290	LOC109411441
OG0005544	AFUN2_010877	LOC109411447
OG0005545	AFUN2_000474	LOC115258816
OG0005546	AFUN2_006155	LOC115258462
OG0005547	AFUN2_008461	LOC109411166
OG0005548	AFUN2_013429	LOC109425564
OG0005549	AFUN2_000494	LOC109411159
OG0005550	AFUN2_009288	LOC115267088
OG0005551	AFUN2_005577	LOC109404496
OG0005552	AFUN2_014051	LOC115261505
OG0005553	AFUN2_002301	LOC109418544
OG0005554	AFUN2_005076	LOC115257444
OG0005555	AFUN2_014390	LOC109418512
OG0005556	AFUN2_009983	LOC109418545
OG0005557	AFUN2_008150	LOC109418478
OG0005558	AFUN2_009822	LOC109418541
OG0005559	AFUN2_000527	LOC109418539
OG0005560	AFUN2_013279	LOC109418534
OG0005561	AFUN2_014123	LOC109413080
OG0005562	AFUN2_009134	LOC109414922, LOC109428994
OG0005563	AFUN2_014337	LOC109414907
OG0005564	AFUN2_003993	LOC109428905
OG0005565	AFUN2_014061	LOC134291725, LOC109428912
OG0005566	AFUN2_013196	LOC109428906
OG0005567	AFUN2_009418	LOC115267748
OG0005568	AFUN2_006575	LOC109424237
OG0005569	AFUN2_005248	LOC109423871
OG0005570	AFUN2_010525	LOC109423868
OG0005571	AFUN2_001592	LOC109423870
OG0005572	AFUN2_000686	LOC109419394
OG0005573	AFUN2_009662	LOC109401060
OG0005574	AFUN2_006369	LOC109419385
OG0005575	AFUN2_012540	LOC109401061
OG0005576	AFUN2_008947	LOC109419387
OG0005577	AFUN2_010854	LOC109408434
OG0005578	AFUN2_004532	LOC109408428
OG0005579	AFUN2_012276	LOC109408431
OG0005580	AFUN2_007695	LOC109401041
OG0005581	AFUN2_013225	LOC109401047
OG0005582	AFUN2_003435	LOC109401050
OG0005583	AFUN2_002335	LOC109401058
OG0005584	AFUN2_014551	LOC109426167
OG0005585	AFUN2_014087	LOC109426162
OG0005586	AFUN2_007957	LOC115255757
OG0005587	AFUN2_005142	LOC115255758
OG0005588	AFUN2_007727	LOC109427894
OG0005589	AFUN2_004684	LOC109428219
OG0005590	AFUN2_001704	LOC109427891
OG0005591	AFUN2_008379	LOC109428213
OG0005592	AFUN2_012342	LOC109428225
OG0005593	AFUN2_000505	LOC109427913
OG0005594	AFUN2_000786	LOC109403232
OG0005595	AFUN2_000800	LOC109403230
OG0005596	AFUN2_000417, AFUN2_009065	LOC109402743
OG0005597	AFUN2_006684	LOC134291793, LOC109432274
OG0005598	AFUN2_002677	LOC115267799
OG0005599	AFUN2_002296	LOC109397096
OG0005600	AFUN2_007483	LOC109621709
OG0005601	AFUN2_012579	LOC109427463
OG0005602	AFUN2_009323	LOC109408817
OG0005603	AFUN2_004468	LOC109410465
OG0005604	AFUN2_007186	LOC109401449
OG0005605	AFUN2_010663	LOC109427429
OG0005606	AFUN2_012895	LOC109410146, LOC115256849
OG0005607	AFUN2_009215	LOC109427404, LOC109410124
OG0005608	AFUN2_012087	LOC109410132
OG0005609	AFUN2_007106	LOC109410121
OG0005610	AFUN2_010055	LOC109403097
OG0005611	AFUN2_005329	LOC109416175
OG0005612	AFUN2_013298	LOC109404972
OG0005613	AFUN2_004518	LOC115268495
OG0005614	AFUN2_009683	LOC109417993
OG0005615	AFUN2_001780	LOC109621930
OG0005616	AFUN2_007941	LOC109416173
OG0005617	AFUN2_002049	LOC109406842
OG0005618	AFUN2_004283	LOC109406840
OG0005619	AFUN2_009544	LOC109415714
OG0005620	AFUN2_005272	LOC109430913
OG0005621	AFUN2_010703	LOC109430930
OG0005622	AFUN2_009062	LOC115263169
OG0005623	AFUN2_013017	LOC109430911
OG0005624	AFUN2_011784	LOC134287925
OG0005625	AFUN2_010838	LOC134287027
OG0005626	AFUN2_001385	LOC109411274
OG0005627	AFUN2_011654	LOC134287922
OG0005628	AFUN2_008350	LOC109411273
OG0005629	AFUN2_000638	LOC109411275
OG0005630	AFUN2_009056	LOC109406399
OG0005631	AFUN2_014103	LOC109423650
OG0005632	AFUN2_009324	LOC109411467
OG0005633	AFUN2_002562	LOC109409711
OG0005634	AFUN2_006953	LOC109409719
OG0005635	AFUN2_010427	LOC109409715
OG0005636	AFUN2_010749	LOC109409721
OG0005637	AFUN2_010605	LOC109411464
OG0005638	AFUN2_002568	LOC109411461
OG0005639	AFUN2_007580	LOC109411457
OG0005640	AFUN2_003642	LOC109411487
OG0005641	AFUN2_005099	LOC109408497
OG0005642	AFUN2_004261	LOC109405715
OG0005643	AFUN2_012406	LOC109408405
OG0005644	AFUN2_014577	LOC109408402
OG0005645	AFUN2_008787	LOC109408401
OG0005646	AFUN2_008483	LOC109408400
OG0005647	AFUN2_012433	LOC134284683, LOC109399011
OG0005648	AFUN2_008349, AFUN2_002826	LOC109421556
OG0005649	AFUN2_001733	LOC115254020
OG0005650	AFUN2_004342	LOC115254024
OG0005651	AFUN2_011813	LOC109410195
OG0005652	AFUN2_012489	LOC109403564
OG0005653	AFUN2_006081	LOC109422982
OG0005654	AFUN2_007117	LOC109422992
OG0005655	AFUN2_001503	LOC109415069
OG0005656	AFUN2_013942	LOC134289694
OG0005657	AFUN2_012811	LOC109429163
OG0005658	AFUN2_008583	LOC115259323, LOC109417867
OG0005659	AFUN2_013940	LOC109426821
OG0005660	AFUN2_000359	LOC109426825
OG0005661	AFUN2_003024	LOC109408514
OG0005662	AFUN2_010758	LOC109621446
OG0005663	AFUN2_010637	LOC109621452
OG0005664	AFUN2_008976	LOC109621453
OG0005665	AFUN2_011944	LOC109418041
OG0005666	AFUN2_003163	LOC109418123
OG0005667	AFUN2_004952	LOC109408030
OG0005668	AFUN2_012411	LOC109417172
OG0005669	AFUN2_003806	LOC109398058
OG0005670	AFUN2_004892	LOC115256839
OG0005671	AFUN2_005725	LOC109411249
OG0005672	AFUN2_013251	LOC109433112
OG0005673	AFUN2_010367	LOC109433104
OG0005674	AFUN2_003783	LOC109411251
OG0005675	AFUN2_006787	LOC109412936
OG0005676	AFUN2_009325	LOC134292215
OG0005678	AFUN2_007273	LOC109409433
OG0005679	AFUN2_004629	LOC109622423
OG0005680	AFUN2_014623	LOC109409370
OG0005681	AFUN2_010282	LOC109622561
OG0005682	AFUN2_002591	LOC109409503
OG0005683	AFUN2_003146	LOC109410083
OG0005684	AFUN2_002110	LOC109410081
OG0005685	AFUN2_003941	LOC109430224
OG0005686	AFUN2_000827	LOC109427542
OG0005687	AFUN2_003482	LOC109431007
OG0005688	AFUN2_012572	LOC109423928
OG0005689	AFUN2_004433	LOC109404774
OG0005690	AFUN2_013653	LOC109404804
OG0005691	AFUN2_006655	LOC109401167
OG0005692	AFUN2_013778	LOC109401161
OG0005693	AFUN2_005270	LOC109621647
OG0005694	AFUN2_011987	LOC109432359
OG0005695	AFUN2_014486	LOC109426352
OG0005696	AFUN2_006036	LOC115258105
OG0005697	AFUN2_010622	LOC109621640
OG0005698	AFUN2_011082	LOC109426359
OG0005699	AFUN2_001747	LOC109426355
OG0005700	AFUN2_014583	LOC109430398
OG0005701	AFUN2_000615	LOC109405279
OG0005702	AFUN2_014429	LOC109410615
OG0005703	AFUN2_007583	LOC109410618
OG0005704	AFUN2_010657	LOC109410612
OG0005705	AFUN2_011886	LOC109409843
OG0005706	AFUN2_005289	LOC109409847
OG0005707	AFUN2_013928	LOC109410722
OG0005708	AFUN2_005998	LOC109410728
OG0005709	AFUN2_013934	LOC109410608
OG0005710	AFUN2_000471	LOC109410719
OG0005711	AFUN2_007916	LOC109397131
OG0005712	AFUN2_000436	LOC109409845
OG0005713	AFUN2_014166	LOC115267945
OG0005714	AFUN2_010595	LOC109433230
OG0005715	AFUN2_003839	LOC109416338
OG0005716	AFUN2_006799	LOC109433258
OG0005717	AFUN2_009692	LOC109416326
OG0005718	AFUN2_003766	LOC109424528
OG0005719	AFUN2_007581	LOC109433229
OG0005720	AFUN2_013506	LOC109433266
OG0005721	AFUN2_012473	LOC109408009
OG0005722	AFUN2_010001	LOC109401934
OG0005723	AFUN2_013872	LOC115269531
OG0005724	AFUN2_014004	LOC109433005
OG0005725	AFUN2_009341	LOC115269569
OG0005726	AFUN2_007217	LOC109399088
OG0005727	AFUN2_002286	LOC109399102
OG0005728	AFUN2_009282	LOC109399132
OG0005729	AFUN2_001865	LOC109425707
OG0005730	AFUN2_000475	LOC109399090
OG0005731	AFUN2_007373	LOC109399607
OG0005732	AFUN2_002744	LOC134284448
OG0005733	AFUN2_007044	LOC134284447
OG0005734	AFUN2_000323	LOC109431240
OG0005735	AFUN2_001173	LOC109407702
OG0005736	AFUN2_011031	LOC109431254
OG0005737	AFUN2_003055	LOC109407704
OG0005738	AFUN2_000565	LOC134291464
OG0005739	AFUN2_006685	LOC109623050
OG0005740	AFUN2_011753	LOC109431578
OG0005741	AFUN2_004101	LOC109420002
OG0005742	AFUN2_007500	LOC109417771
OG0005743	AFUN2_006570	LOC109417567
OG0005744	AFUN2_011945	LOC109414898
OG0005745	AFUN2_002015	LOC134288263
OG0005746	AFUN2_012623	LOC134288267
OG0005747	AFUN2_011443	LOC134287205
OG0005748	AFUN2_012315	LOC109431660
OG0005749	AFUN2_008792	LOC109431693
OG0005750	AFUN2_013428	LOC134288262
OG0005751	AFUN2_005527	LOC109415965
OG0005752	AFUN2_011690	LOC134291412, LOC109411859
OG0005753	AFUN2_005088	LOC109411857
OG0005754	AFUN2_013622	LOC109411853
OG0005755	AFUN2_002661	LOC109414697
OG0005756	AFUN2_001275	LOC109412985
OG0005757	AFUN2_004223	LOC109422362
OG0005758	AFUN2_012227	LOC109428051
OG0005759	AFUN2_002045	LOC109418270
OG0005760	AFUN2_011965	LOC109428045
OG0005761	AFUN2_014775	LOC109418263
OG0005762	AFUN2_006446	LOC109423817
OG0005763	AFUN2_006440	LOC109418262
OG0005764	AFUN2_008692	LOC109419481
OG0005765	AFUN2_000804	LOC109397774
OG0005766	AFUN2_005958	LOC115269408
OG0005767	AFUN2_007199	LOC109428793
OG0005768	AFUN2_005295	LOC109402751
OG0005769	AFUN2_002607	LOC109402833
OG0005770	AFUN2_004912	LOC109402804
OG0005771	AFUN2_008905	LOC109422624
OG0005772	AFUN2_006020	LOC115253825
OG0005773	AFUN2_002315	LOC109422617
OG0005774	AFUN2_002849	LOC109422614
OG0005775	AFUN2_009159	LOC109422608
OG0005776	AFUN2_002341	LOC115267045
OG0005777	AFUN2_002597	LOC109410204
OG0005779	AFUN2_003623	LOC109409984
OG0005780	AFUN2_008936	LOC109420216
OG0005781	AFUN2_006125	LOC109402508
OG0005782	AFUN2_014733	LOC109411575, LOC109411574
OG0005783	AFUN2_009070	LOC109411566
OG0005784	AFUN2_007459	LOC109414894
OG0005785	AFUN2_004078	LOC109397829
OG0005786	AFUN2_009008	LOC109397816
OG0005787	AFUN2_012789	LOC109405352
OG0005788	AFUN2_012730	LOC109422084
OG0005789	AFUN2_001899	LOC115254276
OG0005790	AFUN2_004115	LOC109408772
OG0005791	AFUN2_011163	LOC109432670
OG0005792	AFUN2_004121	LOC109406742
OG0005793	AFUN2_003273	LOC109411951
OG0005794	AFUN2_013276	LOC109406743
OG0005795	AFUN2_001743	LOC109401026
OG0005796	AFUN2_012338	LOC109420867
OG0005797	AFUN2_011850	LOC109427995
OG0005798	AFUN2_002884	LOC109418213
OG0005799	AFUN2_010457	LOC109418227
OG0005800	AFUN2_008422	LOC109431657
OG0005801	AFUN2_013500	LOC109431702
OG0005802	AFUN2_004274	LOC109430975
OG0005803	AFUN2_014732	LOC109430941
OG0005804	AFUN2_010417	LOC109432684
OG0005805	AFUN2_010634	LOC109409462
OG0005806	AFUN2_000735	LOC109409452
OG0005807	AFUN2_008858	LOC109409459
OG0005808	AFUN2_013210	LOC109405024
OG0005809	AFUN2_003211	LOC109405055
OG0005810	AFUN2_012951	LOC109621259
OG0005811	AFUN2_011989	LOC109622053
OG0005812	AFUN2_011289	LOC109405021
OG0005813	AFUN2_010229	LOC109430362
OG0005814	AFUN2_000464	LOC109425384
OG0005815	AFUN2_000821	LOC109399938
OG0005816	AFUN2_001399	LOC109399942
OG0005817	AFUN2_014153	LOC109425382
OG0005818	AFUN2_005133	LOC109399952
OG0005819	AFUN2_004862	LOC109399958
OG0005820	AFUN2_006423	LOC109405227
OG0005821	AFUN2_005412	LOC109412869
OG0005822	AFUN2_005447	LOC109429368
OG0005823	AFUN2_004577	LOC109420973
OG0005824	AFUN2_011897	LOC109406962
OG0005825	AFUN2_002670	LOC109426769
OG0005826	AFUN2_010710	LOC109417816
OG0005827	AFUN2_014117	LOC109417615
OG0005828	AFUN2_002036	LOC109417807
OG0005829	AFUN2_011267	LOC109432710
OG0005830	AFUN2_002533	LOC109432122
OG0005831	AFUN2_008036	LOC109431038
OG0005832	AFUN2_012762	LOC115253922
OG0005833	AFUN2_002534	LOC115253921, LOC109621546
OG0005834	AFUN2_007849	LOC109621583
OG0005835	AFUN2_005006	LOC109407986
OG0005836	AFUN2_003504	LOC109407929
OG0005837	AFUN2_002813	LOC109413849
OG0005838	AFUN2_008476	LOC109407928
OG0005839	AFUN2_008018	LOC109407927
OG0005840	AFUN2_002090	LOC109421603
OG0005841	AFUN2_005135	LOC115265574
OG0005842	AFUN2_011062	LOC115265584
OG0005843	AFUN2_011212	LOC109419516
OG0005844	AFUN2_003025	LOC109423119
OG0005845	AFUN2_008826	LOC109622748
OG0005846	AFUN2_001984	LOC109419524
OG0005847	AFUN2_010189	LOC109421732
OG0005848	AFUN2_004872	LOC109425463
OG0005849	AFUN2_010350	LOC115254441
OG0005850	AFUN2_005949	LOC109425461
OG0005851	AFUN2_007682	LOC109421726
OG0005852	AFUN2_010129	LOC134291830
OG0005853	AFUN2_000754	LOC109397745
OG0005854	AFUN2_002688	LOC109405087
OG0005855	AFUN2_014575	LOC115270211
OG0005856	AFUN2_002273	LOC115270239
OG0005857	AFUN2_003593	LOC115270206
OG0005858	AFUN2_014272	LOC109430681
OG0005859	AFUN2_007632	LOC115270244
OG0005860	AFUN2_012519	LOC109430676
OG0005861	AFUN2_011389	LOC109430667
OG0005862	AFUN2_006075	LOC109429038
OG0005863	AFUN2_009190	LOC109429069
OG0005864	AFUN2_010542	LOC109429048
OG0005865	AFUN2_010693	LOC109429045
OG0005866	AFUN2_009532	LOC109430138
OG0005867	AFUN2_010993	LOC109430141
OG0005868	AFUN2_010131	LOC109430148
OG0005869	AFUN2_012582	LOC115256811
OG0005870	AFUN2_000365	LOC115256848
OG0005871	AFUN2_007266	LOC115255619
OG0005872	AFUN2_010015	LOC109401416
OG0005873	AFUN2_013447	LOC109401397
OG0005874	AFUN2_003603	LOC109432898
OG0005875	AFUN2_000319	LOC109422712
OG0005876	AFUN2_000932	LOC109412318
OG0005877	AFUN2_008880	LOC134284402
OG0005878	AFUN2_004438	LOC109431862
OG0005879	AFUN2_012017	LOC109422720
OG0005880	AFUN2_011395	LOC115266147
OG0005881	AFUN2_004510	LOC115266146
OG0005882	AFUN2_006657	LOC109431972
OG0005883	AFUN2_006266	LOC115264574
OG0005884	AFUN2_013356	LOC109431296
OG0005885	AFUN2_013743	LOC109406624, LOC109402605
OG0005886	AFUN2_003782	LOC109430086
OG0005887	AFUN2_008525	LOC134292069
OG0005888	AFUN2_009337	LOC109402793
OG0005889	AFUN2_008365	LOC134292063
OG0005890	AFUN2_005658	LOC134292064
OG0005891	AFUN2_006917	LOC115257057
OG0005892	AFUN2_007178	LOC109423962
OG0005893	AFUN2_003251	LOC109418569
OG0005894	AFUN2_004790	LOC109418575
OG0005895	AFUN2_012643	LOC109418576
OG0005896	AFUN2_008972	LOC109418567
OG0005897	AFUN2_008955	LOC109413133
OG0005898	AFUN2_007408	LOC109413135
OG0005899	AFUN2_006915	LOC109419404
OG0005900	AFUN2_001549	LOC115265558
OG0005901	AFUN2_014027	LOC109416534
OG0005902	AFUN2_013259	LOC109405615
OG0005903	AFUN2_006693	LOC109405612
OG0005904	AFUN2_002663	LOC109425778
OG0005905	AFUN2_004622	LOC109425774
OG0005906	AFUN2_013281	LOC109407518
OG0005907	AFUN2_007116	LOC109407516
OG0005908	AFUN2_010382	LOC109407514
OG0005909	AFUN2_013410	LOC109407511
OG0005910	AFUN2_014238	LOC109407513
OG0005911	AFUN2_013519	LOC109425785
OG0005912	AFUN2_003846	LOC109425784
OG0005913	AFUN2_002385	LOC115265631
OG0005914	AFUN2_008889	LOC115265623
OG0005915	AFUN2_011195	LOC109423949
OG0005916	AFUN2_003646	LOC109416259
OG0005917	AFUN2_014298	LOC115265624
OG0005918	AFUN2_004820	LOC109423958
OG0005919	AFUN2_000947	LOC109423957
OG0005920	AFUN2_014744	LOC109416262
OG0005921	AFUN2_013837	LOC115265638
OG0005922	AFUN2_007299	LOC109622295
OG0005923	AFUN2_009476	LOC109431574
OG0005924	AFUN2_013964	LOC109622243
OG0005925	AFUN2_000726	LOC109403058
OG0005926	AFUN2_009719	LOC109408666
OG0005927	AFUN2_004102	LOC109403044
OG0005928	AFUN2_004737	LOC109403080
OG0005929	AFUN2_001684	LOC109403077
OG0005930	AFUN2_010659	LOC109416364
OG0005931	AFUN2_008382	LOC109416367
OG0005932	AFUN2_005721	LOC115253499
OG0005933	AFUN2_000561	LOC109416363
OG0005934	AFUN2_002509	LOC109430033
OG0005935	AFUN2_007209	LOC109413689
OG0005936	AFUN2_010246	LOC109413694
OG0005937	AFUN2_010018	LOC109413692
OG0005938	AFUN2_009812	LOC109424657
OG0005939	AFUN2_013599	LOC109412060
OG0005940	AFUN2_006763	LOC109412065
OG0005941	AFUN2_005826	LOC115253433
OG0005942	AFUN2_001213	LOC109412057
OG0005943	AFUN2_002346	LOC109412056
OG0005944	AFUN2_011575	LOC109424645
OG0005945	AFUN2_002427	LOC109430713
OG0005946	AFUN2_002338	LOC109429711
OG0005947	AFUN2_012159	LOC109429778
OG0005948	AFUN2_005467	LOC109430731
OG0005949	AFUN2_001541	LOC109430754
OG0005950	AFUN2_013734	LOC109429762
OG0005951	AFUN2_010539	LOC109430732
OG0005952	AFUN2_005236	LOC115261758
OG0005953	AFUN2_013713	LOC115264136
OG0005954	AFUN2_005319	LOC115262055
OG0005955	AFUN2_010415	LOC109406525
OG0005956	AFUN2_005532	LOC109429657
OG0005957	AFUN2_014175	LOC109426690
OG0005958	AFUN2_010931	LOC109417788
OG0005959	AFUN2_002803	LOC109417786
OG0005960	AFUN2_005218	LOC109417792
OG0005961	AFUN2_010855	LOC109424721
OG0005962	AFUN2_000572	LOC109397058, LOC109400791
OG0005963	AFUN2_008268	LOC109423322
OG0005964	AFUN2_004402	LOC109423318
OG0005965	AFUN2_014074	LOC109423313
OG0005966	AFUN2_007427	LOC109622835
OG0005967	AFUN2_009838	LOC109418311
OG0005968	AFUN2_006409	LOC109420597
OG0005969	AFUN2_006410	LOC109398788
OG0005970	AFUN2_006105	LOC109424560
OG0005971	AFUN2_001190	LOC134284925, LOC109427492
OG0005972	AFUN2_001135	LOC109427490
OG0005973	AFUN2_005762	LOC115270044
OG0005974	AFUN2_009371	LOC109413323, LOC134284438
OG0005975	AFUN2_013547	LOC109405142
OG0005976	AFUN2_006250	LOC109405136
OG0005977	AFUN2_008072	LOC109404191, LOC134287821
OG0005978	AFUN2_008967	LOC109404192
OG0005979	AFUN2_014525	LOC134285788, LOC109413326
OG0005980	AFUN2_007680	LOC109401260
OG0005981	AFUN2_011123	LOC109401285
OG0005982	AFUN2_009092	LOC115253577
OG0005983	AFUN2_000741	LOC115262731
OG0005984	AFUN2_010431	LOC109403615
OG0005985	AFUN2_007715	LOC109403597
OG0005986	AFUN2_012078	LOC109414776
OG0005987	AFUN2_001394	LOC109621987
OG0005988	AFUN2_004809	LOC115264946
OG0005989	AFUN2_000857	LOC109427304
OG0005990	AFUN2_007456	LOC109422270
OG0005991	AFUN2_002601	LOC109423354
OG0005992	AFUN2_012793	LOC109401270
OG0005993	AFUN2_007770	LOC109422343
OG0005994	AFUN2_011210	LOC109422350
OG0005995	AFUN2_009349	LOC109412811
OG0005996	AFUN2_001228	LOC109401375
OG0005997	AFUN2_013878	LOC109409175
OG0005998	AFUN2_007636	LOC109409179
OG0005999	AFUN2_008598	LOC109409219
OG0006000	AFUN2_011509	LOC109409178
OG0006001	AFUN2_003754	LOC109409181
OG0006002	AFUN2_003299	LOC115270355
OG0006003	AFUN2_011374	LOC109428423
OG0006004	AFUN2_005466	LOC109433627
OG0006005	AFUN2_013186	LOC109428422
OG0006006	AFUN2_006700	LOC109419577
OG0006007	AFUN2_004565	LOC109419579
OG0006008	AFUN2_012351	LOC109404797
OG0006009	AFUN2_000655	LOC109404816
OG0006010	AFUN2_000549	LOC109423877
OG0006011	AFUN2_011522	LOC109404803
OG0006012	AFUN2_002444	LOC109623307
OG0006013	AFUN2_003240	LOC109401243
OG0006014	AFUN2_006550	LOC109621229
OG0006015	AFUN2_014548	LOC115262714
OG0006016	AFUN2_008177	LOC109401195
OG0006017	AFUN2_011291	LOC115268683
OG0006018	AFUN2_005367	LOC115258594
OG0006019	AFUN2_009853	LOC109409296
OG0006020	AFUN2_004060	LOC109409294
OG0006022	AFUN2_008079	LOC109419521
OG0006023	AFUN2_014626	LOC109423478
OG0006024	AFUN2_008040	LOC115263730
OG0006025	AFUN2_003742	LOC115263728
OG0006026	AFUN2_012076	LOC115263729
OG0006027	AFUN2_013846	LOC109402831
OG0006028	AFUN2_008713	LOC109402850
OG0006029	AFUN2_009949	LOC115253981
OG0006030	AFUN2_013066	LOC109402812
OG0006031	AFUN2_001707	LOC109422594
OG0006032	AFUN2_014498	LOC109402813, LOC109422597
