Orthogroup	AfunestusAfunGA1	AaegyptiLVP_AGWG
OG0005348	AFUN2_014206	AAEL007788
OG0005349	AFUN2_006820	AAEL007790
OG0005350	AFUN2_003780	AAEL007796
OG0005351	AFUN2_009585	AAEL007800
OG0005352	AFUN2_009297	AAEL007809
OG0005353	AFUN2_005433	AAEL007810
OG0005354	AFUN2_013224	AAEL007820
OG0005355	AFUN2_011461	AAEL007821
OG0005356	AFUN2_011154	AAEL007825
OG0005357	AFUN2_007852	AAEL007827
OG0005358	AFUN2_004502	AAEL007839
OG0005359	AFUN2_003709	AAEL007842
OG0005360	AFUN2_006792	AAEL007845
OG0005361	AFUN2_008533	AAEL007848
OG0005362	AFUN2_003375	AAEL007853
OG0005363	AFUN2_008891	AAEL007854
OG0005364	AFUN2_008610	AAEL007856
OG0005365	AFUN2_011254	AAEL007857
OG0005366	AFUN2_000864	AAEL007858
OG0005367	AFUN2_014442	AAEL007862
OG0005368	AFUN2_013807	AAEL007871
OG0005369	AFUN2_007172	AAEL007874
OG0005370	AFUN2_010611	AAEL007877
OG0005371	AFUN2_008445	AAEL007883
OG0005372	AFUN2_014354	AAEL007885
OG0005373	AFUN2_002852	AAEL007891
OG0005374	AFUN2_014189	AAEL007892
OG0005375	AFUN2_004453	AAEL007897
OG0005376	AFUN2_005167	AAEL007904
OG0005377	AFUN2_004570	AAEL007907
OG0005378	AFUN2_008951	AAEL007915
OG0005379	AFUN2_011060	AAEL007920
OG0005380	AFUN2_002306	AAEL007931
OG0005381	AFUN2_010738	AAEL007936
OG0005382	AFUN2_002635	AAEL007943
OG0005383	AFUN2_013468	AAEL007944
OG0005384	AFUN2_009137	AAEL007945
OG0005386	AFUN2_005436	AAEL007982
OG0005387	AFUN2_000515	AAEL007988
OG0005388	AFUN2_011007	AAEL007989
OG0005389	AFUN2_009426	AAEL007994
OG0005390	AFUN2_001930	AAEL007997
OG0005391	AFUN2_006415	AAEL008001
OG0005392	AFUN2_012719	AAEL008020
OG0005393	AFUN2_011731	AAEL008022
OG0005394	AFUN2_008220	AAEL008025
OG0005395	AFUN2_005494	AAEL008036
OG0005396	AFUN2_006766	AAEL008038
OG0005397	AFUN2_013790	AAEL008042
OG0005398	AFUN2_013375	AAEL008044
OG0005400	AFUN2_004034	AAEL008058
OG0005401	AFUN2_002423	AAEL008061
OG0005402	AFUN2_012128	AAEL008062
OG0005403	AFUN2_007484	AAEL008068
OG0005404	AFUN2_011545	AAEL008069
OG0005405	AFUN2_001346	AAEL008071
OG0005406	AFUN2_003836	AAEL008073
OG0005407	AFUN2_012089	AAEL008088
OG0005408	AFUN2_002829	AAEL008099
OG0005409	AFUN2_011117	AAEL008102
OG0005410	AFUN2_000536	AAEL008103
OG0005411	AFUN2_006497	AAEL008105
OG0005412	AFUN2_000961	AAEL008107
OG0005413	AFUN2_006672	AAEL008108
OG0005414	AFUN2_012430	AAEL008111
OG0005415	AFUN2_004845	AAEL008115
OG0005416	AFUN2_002937	AAEL008116
OG0005417	AFUN2_010479	AAEL008124
OG0005418	AFUN2_012382	AAEL008126
OG0005419	AFUN2_004249	AAEL008128
OG0005420	AFUN2_004852	AAEL008131
OG0005421	AFUN2_013926	AAEL008133
OG0005422	AFUN2_012678	AAEL008134
OG0005423	AFUN2_009888	AAEL008135
OG0005424	AFUN2_014518	AAEL008136
OG0005425	AFUN2_005120	AAEL008141
OG0005426	AFUN2_002453	AAEL008144
OG0005428	AFUN2_007128	AAEL008161
OG0005429	AFUN2_002083	AAEL008166
OG0005430	AFUN2_004843	AAEL008167
OG0005431	AFUN2_001888	AAEL008169
OG0005432	AFUN2_009921	AAEL008171
OG0005433	AFUN2_004639	AAEL022169, AAEL008175
OG0005434	AFUN2_010353	AAEL008179
OG0005435	AFUN2_007763	AAEL008181
OG0005436	AFUN2_014121	AAEL008184
OG0005437	AFUN2_000971	AAEL008189
OG0005438	AFUN2_001609	AAEL008190
OG0005439	AFUN2_010475	AAEL008193
OG0005440	AFUN2_008287	AAEL008195
OG0005441	AFUN2_005437	AAEL008216
OG0005442	AFUN2_011214	AAEL008228
OG0005443	AFUN2_005026	AAEL008234
OG0005444	AFUN2_010672	AAEL008242
OG0005445	AFUN2_010851	AAEL008243
OG0005446	AFUN2_006625	AAEL008244
OG0005447	AFUN2_002599	AAEL026615, AAEL008245
OG0005448	AFUN2_012763	AAEL008247
OG0005449	AFUN2_001171	AAEL008248
OG0005450	AFUN2_008141	AAEL008249
OG0005451	AFUN2_000653	AAEL008250
OG0005452	AFUN2_011838	AAEL008255
OG0005453	AFUN2_004325	AAEL008256
OG0005454	AFUN2_013175	AAEL008258
OG0005455	AFUN2_007833	AAEL008262
OG0005456	AFUN2_004005	AAEL008269
OG0005457	AFUN2_010938, AFUN2_007223	AAEL008276
OG0005458	AFUN2_001873	AAEL008282
OG0005459	AFUN2_007987	AAEL008319
OG0005460	AFUN2_005881	AAEL008320
OG0005461	AFUN2_002478	AAEL008322
OG0005462	AFUN2_007089	AAEL008323
OG0005463	AFUN2_003048	AAEL008327
OG0005464	AFUN2_004792	AAEL008334
OG0005465	AFUN2_014608	AAEL008354
OG0005466	AFUN2_011253	AAEL008360
OG0005467	AFUN2_006425	AAEL008363
OG0005468	AFUN2_006221	AAEL008366
OG0005469	AFUN2_006176	AAEL008370
OG0005470	AFUN2_014567	AAEL008371
OG0005471	AFUN2_007179	AAEL008373
OG0005472	AFUN2_007074	AAEL008375
OG0005473	AFUN2_003599	AAEL008377
OG0005474	AFUN2_013716	AAEL008379
OG0005475	AFUN2_003501	AAEL008382
OG0005476	AFUN2_008115	AAEL008390
OG0005477	AFUN2_005271	AAEL008391
OG0005478	AFUN2_010028	AAEL008392
OG0005479	AFUN2_001847	AAEL008393
OG0005480	AFUN2_006196	AAEL024654, AAEL008395
OG0005481	AFUN2_005924	AAEL008397
OG0005482	AFUN2_001636	AAEL008398
OG0005483	AFUN2_002223	AAEL008401
OG0005484	AFUN2_003585	AAEL008408
OG0005485	AFUN2_007502	AAEL008418
OG0005486	AFUN2_014233	AAEL008425
OG0005487	AFUN2_000594	AAEL008434
OG0005488	AFUN2_012478	AAEL008443
OG0005489	AFUN2_011757	AAEL008461
OG0005490	AFUN2_005908	AAEL008469
OG0005491	AFUN2_013147	AAEL008475
OG0005492	AFUN2_000393	AAEL008476
OG0005493	AFUN2_012205, AFUN2_010276	AAEL008481
OG0005494	AFUN2_007054	AAEL008490
OG0005495	AFUN2_011921	AAEL008492
OG0005496	AFUN2_009543	AAEL008493
OG0005497	AFUN2_009120	AAEL008495
OG0005498	AFUN2_014722	AAEL008496
OG0005499	AFUN2_001605	AAEL008498
OG0005500	AFUN2_014553	AAEL008500
OG0005501	AFUN2_000880	AAEL008502
OG0005502	AFUN2_009941	AAEL008505
OG0005503	AFUN2_000449	AAEL008521
OG0005505	AFUN2_008825	AAEL008528
OG0005506	AFUN2_012545	AAEL008530
OG0005507	AFUN2_005726	AAEL008542
OG0005508	AFUN2_001551	AAEL008543
OG0005509	AFUN2_006512	AAEL008553
OG0005510	AFUN2_000626	AAEL008557
OG0005511	AFUN2_013077	AAEL008559
OG0005512	AFUN2_008030	AAEL008562
OG0005513	AFUN2_005911	AAEL008576
OG0005514	AFUN2_006117	AAEL008577
OG0005515	AFUN2_007238	AAEL008579
OG0005516	AFUN2_014385	AAEL008584
OG0005517	AFUN2_008045	AAEL008590
OG0005518	AFUN2_014002	AAEL008591
OG0005519	AFUN2_006746	AAEL008594
OG0005520	AFUN2_010888	AAEL008601
OG0005521	AFUN2_006923	AAEL008603
OG0005522	AFUN2_000512	AAEL008605
OG0005523	AFUN2_006841	AAEL008607
OG0005524	AFUN2_011146	AAEL008608
OG0005525	AFUN2_010256	AAEL008610
OG0005526	AFUN2_009991	AAEL008613
OG0005527	AFUN2_009167	AAEL008617
OG0005528	AFUN2_001322	AAEL008623
OG0005529	AFUN2_004033	AAEL008630
OG0005530	AFUN2_011433	AAEL008635
OG0005531	AFUN2_010870	AAEL008641
OG0005532	AFUN2_010251	AAEL008643
OG0005533	AFUN2_000698	AAEL008645
OG0005534	AFUN2_006421	AAEL008647
OG0005535	AFUN2_006977	AAEL008650
OG0005536	AFUN2_004481	AAEL008653
OG0005537	AFUN2_012590	AAEL008654
OG0005538	AFUN2_002375	AAEL008656
OG0005539	AFUN2_013015	AAEL008660
OG0005540	AFUN2_008062	AAEL008664
OG0005541	AFUN2_002006	AAEL008674
OG0005542	AFUN2_012766	AAEL008676
OG0005543	AFUN2_011290	AAEL008679
OG0005544	AFUN2_010877	AAEL008680
OG0005545	AFUN2_000474	AAEL008692
OG0005546	AFUN2_006155	AAEL008696
OG0005547	AFUN2_008461	AAEL008701
OG0005548	AFUN2_013429	AAEL008705
OG0005549	AFUN2_000494	AAEL008706
OG0005550	AFUN2_009288	AAEL008715
OG0005551	AFUN2_005577	AAEL008716
OG0005552	AFUN2_014051	AAEL008722
OG0005553	AFUN2_002301	AAEL008723
OG0005554	AFUN2_005076	AAEL008724
OG0005555	AFUN2_014390	AAEL008725
OG0005556	AFUN2_009983	AAEL008726
OG0005557	AFUN2_008150	AAEL008728
OG0005558	AFUN2_009822	AAEL008730
OG0005559	AFUN2_000527	AAEL008741
OG0005560	AFUN2_013279	AAEL008743
OG0005561	AFUN2_014123	AAEL008745
OG0005562	AFUN2_009134	AAEL008754
OG0005563	AFUN2_014337	AAEL008758
OG0005564	AFUN2_003993	AAEL008760
OG0005565	AFUN2_014061	AAEL008761
OG0005566	AFUN2_013196	AAEL008764
OG0005567	AFUN2_009418	AAEL008765
OG0005568	AFUN2_006575	AAEL008768
OG0005569	AFUN2_005248	AAEL008770
OG0005570	AFUN2_010525	AAEL008777
OG0005571	AFUN2_001592	AAEL008783
OG0005572	AFUN2_000686	AAEL008785
OG0005573	AFUN2_009662	AAEL008786
OG0005574	AFUN2_006369	AAEL008787
OG0005575	AFUN2_012540	AAEL008793
OG0005576	AFUN2_008947	AAEL008794
OG0005577	AFUN2_010854	AAEL008800
OG0005578	AFUN2_004532	AAEL008803
OG0005579	AFUN2_012276	AAEL008807
OG0005580	AFUN2_007695	AAEL008811
OG0005581	AFUN2_013225	AAEL008814
OG0005582	AFUN2_003435	AAEL008822
OG0005583	AFUN2_002335	AAEL008823
OG0005584	AFUN2_014551	AAEL008827
OG0005585	AFUN2_014087	AAEL008831
OG0005586	AFUN2_007957	AAEL008833
OG0005587	AFUN2_005142	AAEL024631, AAEL023965, AAEL008838
OG0005588	AFUN2_007727	AAEL008840
OG0005589	AFUN2_004684	AAEL008844
OG0005590	AFUN2_001704	AAEL008847
OG0005591	AFUN2_008379	AAEL008850
OG0005592	AFUN2_012342	AAEL008853
OG0005593	AFUN2_000505	AAEL008854
OG0005594	AFUN2_000786	AAEL008878
OG0005595	AFUN2_000800	AAEL008879
OG0005596	AFUN2_000417, AFUN2_009065	AAEL008886
OG0005597	AFUN2_006684	AAEL008899
OG0005598	AFUN2_002677	AAEL008901
OG0005599	AFUN2_002296	AAEL008902
OG0005600	AFUN2_007483	AAEL008906
OG0005601	AFUN2_012579	AAEL008909
OG0005602	AFUN2_009323	AAEL008916
OG0005603	AFUN2_004468	AAEL008924
OG0005604	AFUN2_007186	AAEL008932
OG0005605	AFUN2_010663	AAEL008938
OG0005606	AFUN2_012895	AAEL008943
OG0005607	AFUN2_009215	AAEL008945
OG0005608	AFUN2_012087	AAEL008953
OG0005609	AFUN2_007106	AAEL008959
OG0005610	AFUN2_010055	AAEL009002
OG0005611	AFUN2_005329	AAEL009023
OG0005612	AFUN2_013298	AAEL009029
OG0005613	AFUN2_004518	AAEL009031
OG0005614	AFUN2_009683	AAEL009035
OG0005615	AFUN2_001780	AAEL009038
OG0005616	AFUN2_007941	AAEL009039
OG0005617	AFUN2_002049	AAEL009041
OG0005618	AFUN2_004283	AAEL009042
OG0005619	AFUN2_009544	AAEL009043
OG0005620	AFUN2_005272	AAEL009047
OG0005621	AFUN2_010703	AAEL009048
OG0005622	AFUN2_009062	AAEL009051
OG0005623	AFUN2_013017	AAEL009052
OG0005624	AFUN2_011784	AAEL009057
OG0005625	AFUN2_010838	AAEL009058
OG0005626	AFUN2_001385	AAEL009059
OG0005627	AFUN2_011654	AAEL009061
OG0005628	AFUN2_008350	AAEL009063
OG0005629	AFUN2_000638	AAEL009068
OG0005630	AFUN2_009056	AAEL009070
OG0005631	AFUN2_014103	AAEL009072
OG0005632	AFUN2_009324	AAEL009074
OG0005633	AFUN2_002562	AAEL009075
OG0005634	AFUN2_006953	AAEL009078
OG0005635	AFUN2_010427	AAEL009080
OG0005636	AFUN2_010749	AAEL009084
OG0005637	AFUN2_010605	AAEL009085
OG0005638	AFUN2_002568	AAEL009086
OG0005639	AFUN2_007580	AAEL009088
OG0005640	AFUN2_003642	AAEL009089
OG0005641	AFUN2_005099	AAEL009090
OG0005642	AFUN2_004261	AAEL009093
OG0005643	AFUN2_012406	AAEL009099
OG0005644	AFUN2_014577	AAEL009100
OG0005645	AFUN2_008787	AAEL009101
OG0005646	AFUN2_008483	AAEL009105
OG0005647	AFUN2_012433	AAEL009109
OG0005648	AFUN2_008349, AFUN2_002826	AAEL009132
OG0005649	AFUN2_001733	AAEL009140
OG0005650	AFUN2_004342	AAEL009142
OG0005651	AFUN2_011813	AAEL009148
OG0005652	AFUN2_012489	AAEL009149, AAEL023309
OG0005653	AFUN2_006081	AAEL009155
OG0005654	AFUN2_007117	AAEL009157
OG0005655	AFUN2_001503	AAEL009169
OG0005656	AFUN2_013942	AAEL009171
OG0005657	AFUN2_012811	AAEL009179
OG0005658	AFUN2_008583	AAEL009184
OG0005659	AFUN2_013940	AAEL009186
OG0005660	AFUN2_000359	AAEL009189
OG0005661	AFUN2_003024	AAEL009190
OG0005662	AFUN2_010758	AAEL009195
OG0005663	AFUN2_010637	AAEL009200
OG0005664	AFUN2_008976	AAEL009202
OG0005665	AFUN2_011944	AAEL009211
OG0005666	AFUN2_003163	AAEL009213
OG0005667	AFUN2_004952	AAEL009227
OG0005668	AFUN2_012411	AAEL009232
OG0005669	AFUN2_003806	AAEL009238
OG0005670	AFUN2_004892	AAEL009249
OG0005671	AFUN2_005725	AAEL009259
OG0005672	AFUN2_013251	AAEL009262
OG0005673	AFUN2_010367	AAEL009266
OG0005674	AFUN2_003783	AAEL009268
OG0005675	AFUN2_006787	AAEL009269
OG0005676	AFUN2_009325	AAEL009271
OG0005677	AFUN2_013212	AAEL009272
OG0005678	AFUN2_007273	AAEL009285
OG0005679	AFUN2_004629	AAEL009291
OG0005680	AFUN2_014623	AAEL009294
OG0005681	AFUN2_010282	AAEL009295
OG0005682	AFUN2_002591	AAEL009303
OG0005683	AFUN2_003146	AAEL009308
OG0005684	AFUN2_002110	AAEL009313
OG0005685	AFUN2_003941	AAEL009320
OG0005686	AFUN2_000827	AAEL009325
OG0005687	AFUN2_003482	AAEL009334
OG0005688	AFUN2_012572	AAEL012125, AAEL009339
OG0005689	AFUN2_004433	AAEL009342
OG0005690	AFUN2_013653	AAEL009345
OG0005691	AFUN2_006655	AAEL009367
OG0005692	AFUN2_013778	AAEL009371
OG0005693	AFUN2_005270	AAEL009373
OG0005694	AFUN2_011987	AAEL009374
OG0005695	AFUN2_014486	AAEL009376
OG0005696	AFUN2_006036	AAEL009377
OG0005697	AFUN2_010622	AAEL009380
OG0005698	AFUN2_011082	AAEL009382
OG0005699	AFUN2_001747	AAEL009383
OG0005700	AFUN2_014583	AAEL009385
OG0005701	AFUN2_000615	AAEL009387
OG0005702	AFUN2_014429	AAEL009388
OG0005703	AFUN2_007583	AAEL009389
OG0005704	AFUN2_010657	AAEL009392
OG0005705	AFUN2_011886	AAEL009398
OG0005706	AFUN2_005289	AAEL009400
OG0005707	AFUN2_013928	AAEL009401
OG0005708	AFUN2_005998	AAEL009402
OG0005709	AFUN2_013934	AAEL009407
OG0005710	AFUN2_000471	AAEL009413
OG0005711	AFUN2_007916	AAEL009414
OG0005712	AFUN2_000436	AAEL009415
OG0005713	AFUN2_014166	AAEL009416
OG0005714	AFUN2_010595	AAEL009421
OG0005715	AFUN2_003839	AAEL009422
OG0005716	AFUN2_006799	AAEL009424
OG0005717	AFUN2_009692	AAEL009427
OG0005718	AFUN2_003766	AAEL009429
OG0005719	AFUN2_007581	AAEL009430
OG0005720	AFUN2_013506	AAEL009431
OG0005721	AFUN2_012473	AAEL009445
OG0005722	AFUN2_010001	AAEL009465
OG0005723	AFUN2_013872	AAEL009474
OG0005724	AFUN2_014004	AAEL009483
OG0005725	AFUN2_009341	AAEL009493
OG0005726	AFUN2_007217	AAEL009495
OG0005727	AFUN2_002286	AAEL009496
OG0005728	AFUN2_009282	AAEL009501
OG0005729	AFUN2_001865	AAEL009509
OG0005730	AFUN2_000475	AAEL009510
OG0005731	AFUN2_007373	AAEL009512
OG0005732	AFUN2_002744	AAEL009530
OG0005733	AFUN2_007044	AAEL009531
OG0005734	AFUN2_000323	AAEL009533
OG0005735	AFUN2_001173	AAEL009534
OG0005736	AFUN2_011031	AAEL009541
OG0005737	AFUN2_003055	AAEL009542
OG0005738	AFUN2_000565	AAEL009547
OG0005739	AFUN2_006685	AAEL009584
OG0005740	AFUN2_011753	AAEL009585
OG0005741	AFUN2_004101	AAEL009589
OG0005742	AFUN2_007500	AAEL009592
OG0005743	AFUN2_006570	AAEL009593
OG0005744	AFUN2_011945	AAEL009595
OG0005745	AFUN2_002015	AAEL009604
OG0005746	AFUN2_012623	AAEL009607
OG0005747	AFUN2_011443	AAEL009608
OG0005748	AFUN2_012315	AAEL009611
OG0005749	AFUN2_008792	AAEL009616
OG0005750	AFUN2_013428	AAEL009623
OG0005751	AFUN2_005527	AAEL009629
OG0005752	AFUN2_011690	AAEL009635
OG0005753	AFUN2_005088	AAEL009636
OG0005754	AFUN2_013622	AAEL009640
OG0005755	AFUN2_002661	AAEL009646
OG0005756	AFUN2_001275	AAEL009647
OG0005757	AFUN2_004223	AAEL009662
OG0005758	AFUN2_012227	AAEL009666
OG0005759	AFUN2_002045	AAEL009668
OG0005760	AFUN2_011965	AAEL009675
OG0005761	AFUN2_014775	AAEL009676
OG0005762	AFUN2_006446	AAEL009677
OG0005763	AFUN2_006440	AAEL009678
OG0005764	AFUN2_008692	AAEL009679
OG0005765	AFUN2_000804	AAEL009681
OG0005766	AFUN2_005958	AAEL009686
OG0005767	AFUN2_007199	AAEL009691
OG0005768	AFUN2_005295	AAEL009698
OG0005769	AFUN2_002607	AAEL009700
OG0005770	AFUN2_004912	AAEL009702
OG0005771	AFUN2_008905	AAEL009703
OG0005772	AFUN2_006020	AAEL009704
OG0005773	AFUN2_002315	AAEL009705
OG0005774	AFUN2_002849	AAEL009706
OG0005775	AFUN2_009159	AAEL025644, AAEL009712
OG0005776	AFUN2_002341	AAEL009719
OG0005777	AFUN2_002597	AAEL009723
OG0005778	AFUN2_006073	AAEL009731
OG0005779	AFUN2_003623	AAEL009733
OG0005780	AFUN2_008936	AAEL009735
OG0005781	AFUN2_006125	AAEL009745
OG0005782	AFUN2_014733	AAEL009750, AAEL024495
OG0005783	AFUN2_009070	AAEL009754
OG0005784	AFUN2_007459	AAEL009759
OG0005785	AFUN2_004078	AAEL009762
OG0005786	AFUN2_009008	AAEL009764
OG0005787	AFUN2_012789	AAEL009766
OG0005788	AFUN2_012730	AAEL009777
OG0005789	AFUN2_001899	AAEL009782
OG0005790	AFUN2_004115	AAEL009789
OG0005791	AFUN2_011163	AAEL009806
OG0005792	AFUN2_004121	AAEL009810
OG0005793	AFUN2_003273	AAEL009813
OG0005794	AFUN2_013276	AAEL009818
OG0005795	AFUN2_001743	AAEL009828
OG0005796	AFUN2_012338	AAEL009829
OG0005797	AFUN2_011850	AAEL009838
OG0005798	AFUN2_002884	AAEL009847
OG0005799	AFUN2_010457	AAEL009851
OG0005800	AFUN2_008422	AAEL009859
OG0005801	AFUN2_013500	AAEL009861
OG0005802	AFUN2_004274	AAEL009862
OG0005803	AFUN2_014732	AAEL009864
OG0005804	AFUN2_010417	AAEL009871
OG0005805	AFUN2_010634	AAEL009874
OG0005806	AFUN2_000735	AAEL009876
OG0005807	AFUN2_008858	AAEL009878
OG0005808	AFUN2_013210	AAEL009879
OG0005809	AFUN2_003211	AAEL009880
OG0005810	AFUN2_012951	AAEL009882
OG0005811	AFUN2_011989	AAEL009887
OG0005812	AFUN2_011289	AAEL009891
OG0005813	AFUN2_010229	AAEL009892
OG0005814	AFUN2_000464	AAEL009898
OG0005815	AFUN2_000821	AAEL009899
OG0005816	AFUN2_001399	AAEL009908
OG0005817	AFUN2_014153	AAEL009909
OG0005818	AFUN2_005133	AAEL009912
OG0005819	AFUN2_004862	AAEL009914
OG0005820	AFUN2_006423	AAEL009924
OG0005821	AFUN2_005412	AAEL009926
OG0005822	AFUN2_005447	AAEL009944
OG0005823	AFUN2_004577	AAEL009946
OG0005824	AFUN2_011897	AAEL009949
OG0005825	AFUN2_002670	AAEL009957
OG0005826	AFUN2_010710	AAEL009958
OG0005827	AFUN2_014117	AAEL009960
OG0005828	AFUN2_002036	AAEL009974
OG0005829	AFUN2_011267	AAEL025676, AAEL009980
OG0005830	AFUN2_002533	AAEL009981
OG0005831	AFUN2_008036	AAEL009991
OG0005832	AFUN2_012762	AAEL009999
OG0005833	AFUN2_002534	AAEL010003
OG0005834	AFUN2_007849	AAEL010007
OG0005835	AFUN2_005006	AAEL010017
OG0005836	AFUN2_003504	AAEL010018
OG0005837	AFUN2_002813	AAEL010021
OG0005838	AFUN2_008476	AAEL010027
OG0005839	AFUN2_008018	AAEL010032
OG0005840	AFUN2_002090	AAEL010040
OG0005841	AFUN2_005135	AAEL010042
OG0005842	AFUN2_011062	AAEL010043
OG0005843	AFUN2_011212	AAEL010046
OG0005844	AFUN2_003025	AAEL010047
OG0005845	AFUN2_008826	AAEL010052
OG0005846	AFUN2_001984	AAEL010053
OG0005847	AFUN2_010189	AAEL010054
OG0005848	AFUN2_004872	AAEL010057
OG0005849	AFUN2_010350	AAEL010058
OG0005850	AFUN2_005949	AAEL010060
OG0005851	AFUN2_007682	AAEL010063
OG0005852	AFUN2_010129	AAEL010068
OG0005853	AFUN2_000754	AAEL010073
OG0005854	AFUN2_002688	AAEL010077
OG0005855	AFUN2_014575	AAEL010078
OG0005856	AFUN2_002273	AAEL010081
OG0005857	AFUN2_003593	AAEL010082
OG0005858	AFUN2_014272	AAEL010083
OG0005859	AFUN2_007632	AAEL010084
OG0005860	AFUN2_012519	AAEL010085
OG0005861	AFUN2_011389	AAEL010086
OG0005862	AFUN2_006075	AAEL010102
OG0005863	AFUN2_009190	AAEL010105
OG0005864	AFUN2_010542	AAEL010109
OG0005865	AFUN2_010693	AAEL010112
OG0005866	AFUN2_009532	AAEL010116
OG0005867	AFUN2_010993	AAEL010119
OG0005868	AFUN2_010131	AAEL010123
OG0005869	AFUN2_012582	AAEL010135
OG0005870	AFUN2_000365	AAEL010136
OG0005871	AFUN2_007266	AAEL010141
OG0005872	AFUN2_010015	AAEL010142
OG0005873	AFUN2_013447	AAEL010143
OG0005874	AFUN2_003603	AAEL010146
OG0005875	AFUN2_000319	AAEL010159
OG0005876	AFUN2_000932	AAEL010168
OG0005877	AFUN2_008880	AAEL010170
OG0005878	AFUN2_004438	AAEL010171
OG0005879	AFUN2_012017	AAEL010177
OG0005880	AFUN2_011395	AAEL010180
OG0005881	AFUN2_004510	AAEL010181
OG0005882	AFUN2_006657	AAEL010193
OG0005883	AFUN2_006266	AAEL010197
OG0005884	AFUN2_013356	AAEL010200
OG0005885	AFUN2_013743	AAEL010205
OG0005886	AFUN2_003782	AAEL010206
OG0005887	AFUN2_008525	AAEL010217
OG0005888	AFUN2_009337	AAEL010220
OG0005889	AFUN2_008365	AAEL010221
OG0005890	AFUN2_005658	AAEL010223
OG0005891	AFUN2_006917	AAEL010224
OG0005892	AFUN2_007178	AAEL010230
OG0005893	AFUN2_003251	AAEL010245
OG0005894	AFUN2_004790	AAEL010248
OG0005895	AFUN2_012643	AAEL010249
OG0005896	AFUN2_008972	AAEL010253
OG0005897	AFUN2_008955	AAEL010254
OG0005898	AFUN2_007408	AAEL010256
OG0005899	AFUN2_006915	AAEL010262
OG0005900	AFUN2_001549	AAEL010276
OG0005901	AFUN2_014027	AAEL010284
OG0005902	AFUN2_013259	AAEL010294
OG0005903	AFUN2_006693	AAEL010296
OG0005904	AFUN2_002663	AAEL010299
OG0005905	AFUN2_004622	AAEL010306
OG0005906	AFUN2_013281	AAEL010308
OG0005907	AFUN2_007116	AAEL010315
OG0005908	AFUN2_010382	AAEL010316
OG0005909	AFUN2_013410	AAEL010317
OG0005910	AFUN2_014238	AAEL010321
OG0005911	AFUN2_013519	AAEL010322
OG0005912	AFUN2_003846	AAEL010326
OG0005913	AFUN2_002385	AAEL010334
OG0005914	AFUN2_008889	AAEL010336
OG0005915	AFUN2_011195	AAEL010340
OG0005916	AFUN2_003646	AAEL010341
OG0005917	AFUN2_014298	AAEL010342
OG0005918	AFUN2_004820	AAEL010343
OG0005919	AFUN2_000947	AAEL010345
OG0005920	AFUN2_014744	AAEL010347
OG0005921	AFUN2_013837	AAEL010349
OG0005922	AFUN2_007299	AAEL010353
OG0005923	AFUN2_009476	AAEL010359
OG0005924	AFUN2_013964	AAEL010362
OG0005925	AFUN2_000726	AAEL010368
OG0005926	AFUN2_009719	AAEL010371
OG0005927	AFUN2_004102	AAEL010373
OG0005928	AFUN2_004737	AAEL010377
OG0005929	AFUN2_001684	AAEL010388
OG0005930	AFUN2_010659	AAEL010401
OG0005931	AFUN2_008382	AAEL010402
OG0005932	AFUN2_005721	AAEL010403
OG0005933	AFUN2_000561	AAEL010408
OG0005934	AFUN2_002509	AAEL010427
OG0005935	AFUN2_007209	AAEL010430
OG0005936	AFUN2_010246	AAEL010433
OG0005937	AFUN2_010018	AAEL010437
OG0005938	AFUN2_009812	AAEL010444
OG0005939	AFUN2_013599	AAEL010445
OG0005940	AFUN2_006763	AAEL010447
OG0005941	AFUN2_005826	AAEL010450
OG0005942	AFUN2_001213	AAEL010453
OG0005943	AFUN2_002346	AAEL010455
OG0005944	AFUN2_011575	AAEL010459
OG0005945	AFUN2_002427	AAEL010467
OG0005946	AFUN2_002338	AAEL010469
OG0005947	AFUN2_012159	AAEL010470
OG0005948	AFUN2_005467	AAEL010471
OG0005949	AFUN2_001541	AAEL010472
OG0005950	AFUN2_013734	AAEL010473
OG0005951	AFUN2_010539	AAEL010474
OG0005952	AFUN2_005236	AAEL010476
OG0005953	AFUN2_013713	AAEL010486
OG0005954	AFUN2_005319	AAEL010491
OG0005955	AFUN2_010415	AAEL010496
OG0005956	AFUN2_005532	AAEL010502
OG0005957	AFUN2_014175	AAEL010504
OG0005958	AFUN2_010931	AAEL010505
OG0005959	AFUN2_002803	AAEL010506
OG0005960	AFUN2_005218	AAEL010508
OG0005961	AFUN2_010855	AAEL010514
OG0005962	AFUN2_000572	AAEL010516
OG0005963	AFUN2_008268	AAEL010520
OG0005964	AFUN2_004402	AAEL010523
OG0005965	AFUN2_014074	AAEL010529
OG0005966	AFUN2_007427	AAEL010538
OG0005967	AFUN2_009838	AAEL010541
OG0005968	AFUN2_006409	AAEL010551
OG0005969	AFUN2_006410	AAEL010559
OG0005970	AFUN2_006105	AAEL010564
OG0005971	AFUN2_001190	AAEL010569
OG0005972	AFUN2_001135	AAEL010570
OG0005973	AFUN2_005762	AAEL010572
OG0005974	AFUN2_009371	AAEL010577
OG0005975	AFUN2_013547	AAEL010581
OG0005976	AFUN2_006250	AAEL010585
OG0005977	AFUN2_008072	AAEL010590
OG0005978	AFUN2_008967	AAEL010592
OG0005979	AFUN2_014525	AAEL010596
OG0005980	AFUN2_007680	AAEL010602
OG0005981	AFUN2_011123	AAEL010607
