Orthogroup	AdirusWRAIR2	CquinquefasciatusJHB2020
OG0004880	ADIR005207	CQUJHB014296
OG0004881	ADIR003958	CQUJHB000095
OG0004882	ADIR000847	CQUJHB009111
OG0004883	ADIR001517	CQUJHB014636
OG0004884	ADIR000979	CQUJHB000885
OG0004885	ADIR005264	CQUJHB015096
OG0004886	ADIR011708	CQUJHB015448
OG0004887	ADIR005232	CQUJHB017428
OG0004888	ADIR002059	CQUJHB000805, CQUJHB002043
OG0004889	ADIR005266	CQUJHB007258
OG0004890	ADIR000226	CQUJHB011706
OG0004891	ADIR006979	CQUJHB000142
OG0004892	ADIR007186	CQUJHB011257
OG0004893	ADIR006975	CQUJHB007308
OG0004894	ADIR007357	CQUJHB017113
OG0004895	ADIR003527	CQUJHB012952
OG0004896	ADIR003536	CQUJHB018097
OG0004897	ADIR003534	CQUJHB016860
OG0004898	ADIR003532	CQUJHB011399
OG0004899	ADIR005508	CQUJHB011839
OG0004900	ADIR003537	CQUJHB008376
OG0004901	ADIR010656	CQUJHB007823
OG0004902	ADIR003535	CQUJHB004967
OG0004903	ADIR002502	CQUJHB012751
OG0004904	ADIR004039	CQUJHB013216, CQUJHB017050
OG0004905	ADIR008475	CQUJHB015454
OG0004906	ADIR002825	CQUJHB012845
OG0004907	ADIR008476	CQUJHB016968
OG0004908	ADIR008377	CQUJHB006058
OG0004909	ADIR008378	CQUJHB001633
OG0004910	ADIR003433	CQUJHB016722
OG0004911	ADIR003429	CQUJHB007013
OG0004912	ADIR003432	CQUJHB002764
OG0004913	ADIR000300	CQUJHB002000
OG0004914	ADIR011261	CQUJHB005841
OG0004915	ADIR007398	CQUJHB001621
OG0004916	ADIR007395	CQUJHB011180
OG0004917	ADIR007399	CQUJHB011305
OG0004918	ADIR007389	CQUJHB013632
OG0004919	ADIR005999	CQUJHB002019
OG0004920	ADIR006002	CQUJHB001313
OG0004921	ADIR005990	CQUJHB006067
OG0004922	ADIR006001	CQUJHB011024
OG0004923	ADIR005997	CQUJHB003475
OG0004924	ADIR001843	CQUJHB017734
OG0004925	ADIR010727	CQUJHB016303
OG0004926	ADIR009194	CQUJHB013512
OG0004927	ADIR009192	CQUJHB006446, CQUJHB015486
OG0004928	ADIR000247	CQUJHB013836
OG0004929	ADIR005303	CQUJHB003028
OG0004930	ADIR005309	CQUJHB011765
OG0004931	ADIR005302	CQUJHB003616
OG0004932	ADIR005306	CQUJHB012091
OG0004933	ADIR016145	CQUJHB012115
OG0004934	ADIR005308	CQUJHB003716
OG0004935	ADIR005305	CQUJHB004048
OG0004936	ADIR003396	CQUJHB006227
OG0004937	ADIR003480	CQUJHB003783
OG0004938	ADIR003398	CQUJHB009844
OG0004939	ADIR002887	CQUJHB013680
OG0004940	ADIR003395	CQUJHB018372
OG0004941	ADIR003479	CQUJHB008804
OG0004942	ADIR003300	CQUJHB003746
OG0004943	ADIR006587	CQUJHB002006
OG0004944	ADIR006648	CQUJHB004485
OG0004945	ADIR002109	CQUJHB008430
OG0004946	ADIR002108	CQUJHB003368
OG0004947	ADIR002106	CQUJHB018451
OG0004948	ADIR002111	CQUJHB006561
OG0004949	ADIR000160	CQUJHB013178
OG0004950	ADIR005526	CQUJHB015738
OG0004951	ADIR000159	CQUJHB001018
OG0004952	ADIR002944	CQUJHB001021
OG0004953	ADIR002947	CQUJHB003142
OG0004954	ADIR010113	CQUJHB008436
OG0004955	ADIR010391	CQUJHB014348
OG0004956	ADIR003152	CQUJHB010841
OG0004957	ADIR003150	CQUJHB016618
OG0004958	ADIR010318	CQUJHB016084
OG0004959	ADIR008482	CQUJHB006108
OG0004960	ADIR008483	CQUJHB007322
OG0004961	ADIR002481	CQUJHB015923
OG0004962	ADIR003147	CQUJHB009779
OG0004963	ADIR003153	CQUJHB011710
OG0004964	ADIR010388	CQUJHB001491
OG0004965	ADIR002928	CQUJHB001575
OG0004966	ADIR005600	CQUJHB000251
OG0004967	ADIR001824	CQUJHB013781
OG0004968	ADIR003029	CQUJHB010240, CQUJHB006039
OG0004969	ADIR010399	CQUJHB007188
OG0004971	ADIR002549	CQUJHB014841
OG0004972	ADIR006622	CQUJHB009567
OG0004973	ADIR008146	CQUJHB016623
OG0004974	ADIR007231	CQUJHB000553
OG0004975	ADIR010662	CQUJHB000236
OG0004976	ADIR005323	CQUJHB003540
OG0004977	ADIR006841	CQUJHB010752
OG0004978	ADIR002461	CQUJHB014590
OG0004979	ADIR002462	CQUJHB007062
OG0004980	ADIR009816	CQUJHB015878
OG0004981	ADIR004355	CQUJHB016304
OG0004982	ADIR004356	CQUJHB006298
OG0004983	ADIR009812	CQUJHB005874
OG0004985	ADIR009818	CQUJHB015430
OG0004986	ADIR009811	CQUJHB006809
OG0004987	ADIR011269	CQUJHB001202
OG0004988	ADIR011267	CQUJHB009298
OG0004989	ADIR011270	CQUJHB016105
OG0004990	ADIR011266	CQUJHB000420
OG0004991	ADIR015740	CQUJHB001613
OG0004992	ADIR001545	CQUJHB004803
OG0004993	ADIR002737	CQUJHB001344
OG0004994	ADIR001547	CQUJHB017944
OG0004995	ADIR002072	CQUJHB004468
OG0004996	ADIR002024	CQUJHB016124
OG0004997	ADIR002025	CQUJHB003878
OG0004998	ADIR002013	CQUJHB003555
OG0004999	ADIR002007	CQUJHB014896
OG0005000	ADIR002001	CQUJHB008170
OG0005001	ADIR001998	CQUJHB009996
OG0005002	ADIR016056	CQUJHB007867
OG0005003	ADIR001071	CQUJHB009755
OG0005004	ADIR016055	CQUJHB009790
OG0005005	ADIR001070	CQUJHB014824
OG0005006	ADIR004126	CQUJHB010702
OG0005007	ADIR011209	CQUJHB013715
OG0005008	ADIR000611	CQUJHB010081
OG0005009	ADIR011208	CQUJHB016626
OG0005010	ADIR011425	CQUJHB014803
OG0005011	ADIR011427	CQUJHB014035
OG0005012	ADIR011426	CQUJHB011388
OG0005013	ADIR011431	CQUJHB010401
OG0005014	ADIR000607	CQUJHB014316
OG0005015	ADIR011197	CQUJHB015294
OG0005016	ADIR011199	CQUJHB000428
OG0005017	ADIR011201	CQUJHB007225
OG0005018	ADIR004787	CQUJHB009185
OG0005020	ADIR006374	CQUJHB005499
OG0005021	ADIR011195	CQUJHB006966
OG0005022	ADIR006373	CQUJHB017492
OG0005023	ADIR011417	CQUJHB012906
OG0005024	ADIR015619	CQUJHB012288
OG0005025	ADIR005644	CQUJHB005568
OG0005026	ADIR005646	CQUJHB010286
OG0005027	ADIR005648	CQUJHB017396
OG0005028	ADIR005649	CQUJHB002345
OG0005029	ADIR004036	CQUJHB011783
OG0005030	ADIR004034	CQUJHB001152
OG0005031	ADIR010054	CQUJHB003253, CQUJHB001908
OG0005032	ADIR010064	CQUJHB004777
OG0005033	ADIR010053	CQUJHB015892
OG0005034	ADIR010065	CQUJHB000152
OG0005035	ADIR010060	CQUJHB015577
OG0005036	ADIR006041	CQUJHB009170
OG0005037	ADIR006038	CQUJHB011645
OG0005038	ADIR016099	CQUJHB015765
OG0005039	ADIR006028	CQUJHB008278
OG0005040	ADIR006033	CQUJHB011635
OG0005041	ADIR006036	CQUJHB013500
OG0005042	ADIR006039	CQUJHB007517
OG0005043	ADIR005900	CQUJHB007401
OG0005044	ADIR008121	CQUJHB004721
OG0005045	ADIR008133	CQUJHB000362
OG0005047	ADIR008803	CQUJHB006839
OG0005048	ADIR008808	CQUJHB005379
OG0005049	ADIR008838	CQUJHB012079
OG0005050	ADIR008807	CQUJHB017158
OG0005051	ADIR016148	CQUJHB007658
OG0005052	ADIR008805	CQUJHB002803
OG0005053	ADIR008132	CQUJHB016128
OG0005054	ADIR008118	CQUJHB010916
OG0005055	ADIR005826	CQUJHB002922
OG0005056	ADIR005831	CQUJHB010414
OG0005057	ADIR007981	CQUJHB011225
OG0005058	ADIR005827	CQUJHB004583
OG0005059	ADIR005342	CQUJHB014574
OG0005060	ADIR005347	CQUJHB011969
OG0005061	ADIR007062	CQUJHB001517
OG0005062	ADIR011326	CQUJHB008593
OG0005063	ADIR005980	CQUJHB012615
OG0005064	ADIR005942	CQUJHB016818
OG0005065	ADIR007088, ADIR006688	CQUJHB007926
OG0005066	ADIR002142	CQUJHB017029
OG0005067	ADIR002066	CQUJHB004476
OG0005068	ADIR002067	CQUJHB010691
OG0005069	ADIR009379	CQUJHB001479
OG0005070	ADIR009305	CQUJHB014087
OG0005071	ADIR009381	CQUJHB017154
OG0005072	ADIR009306	CQUJHB006341
OG0005073	ADIR010004	CQUJHB006405
OG0005074	ADIR009380	CQUJHB012405
OG0005075	ADIR010009	CQUJHB007735
OG0005077	ADIR004797	CQUJHB003533
OG0005078	ADIR000703	CQUJHB013388
OG0005079	ADIR000694	CQUJHB015392
OG0005080	ADIR000700	CQUJHB014310
OG0005081	ADIR000699	CQUJHB016242
OG0005082	ADIR000704	CQUJHB003969
OG0005083	ADIR004780	CQUJHB007493
OG0005084	ADIR004796	CQUJHB012185
OG0005085	ADIR001967	CQUJHB008774
OG0005086	ADIR001968	CQUJHB016164
OG0005087	ADIR001958	CQUJHB016107
OG0005088	ADIR005840	CQUJHB013769
OG0005089	ADIR002865	CQUJHB017871
OG0005090	ADIR008538	CQUJHB015767
OG0005091	ADIR005839	CQUJHB005951
OG0005092	ADIR006713	CQUJHB005791
OG0005093	ADIR007728	CQUJHB014131
OG0005094	ADIR004164	CQUJHB007467
OG0005095	ADIR004169	CQUJHB007444
OG0005096	ADIR004168	CQUJHB000603
OG0005097	ADIR008819	CQUJHB003580
OG0005098	ADIR008818	CQUJHB016815
OG0005099	ADIR004155	CQUJHB014279
OG0005100	ADIR008820	CQUJHB006206
OG0005101	ADIR006651	CQUJHB012981
OG0005102	ADIR007967	CQUJHB013968
OG0005103	ADIR004163	CQUJHB013748
OG0005104	ADIR005737	CQUJHB015300
OG0005105	ADIR009645	CQUJHB007531
OG0005106	ADIR009637	CQUJHB016793
OG0005107	ADIR005736	CQUJHB009124
OG0005108	ADIR003365	CQUJHB011210
OG0005109	ADIR003303	CQUJHB011496
OG0005110	ADIR003304	CQUJHB009613
OG0005111	ADIR003364	CQUJHB006625
OG0005112	ADIR000453	CQUJHB013342
OG0005113	ADIR002779	CQUJHB005207
OG0005114	ADIR000454	CQUJHB009975
OG0005115	ADIR000452	CQUJHB010759
OG0005116	ADIR000451	CQUJHB008580
OG0005117	ADIR008994	CQUJHB014906
OG0005118	ADIR000813	CQUJHB007381
OG0005119	ADIR000928	CQUJHB017957
OG0005120	ADIR014073	CQUJHB009883
OG0005121	ADIR015961	CQUJHB006323
OG0005122	ADIR010345	CQUJHB017525
OG0005123	ADIR010330	CQUJHB001809
OG0005124	ADIR010347	CQUJHB011317
OG0005125	ADIR010350	CQUJHB010218
OG0005126	ADIR010349	CQUJHB002385
OG0005127	ADIR010346	CQUJHB004661
OG0005128	ADIR000274	CQUJHB018263
OG0005129	ADIR002229	CQUJHB002981
OG0005130	ADIR000272	CQUJHB002096
OG0005131	ADIR000466	CQUJHB002652
OG0005132	ADIR007115	CQUJHB003448
OG0005133	ADIR007116	CQUJHB017627
OG0005134	ADIR007121	CQUJHB000675
OG0005135	ADIR007118	CQUJHB006466
OG0005136	ADIR007124	CQUJHB012420
OG0005137	ADIR007122	CQUJHB006240
OG0005138	ADIR007120	CQUJHB018333
OG0005139	ADIR007125	CQUJHB016922
OG0005140	ADIR004050	CQUJHB004703
OG0005141	ADIR004049	CQUJHB007946
OG0005142	ADIR005960	CQUJHB016734
OG0005143	ADIR009930	CQUJHB017817
OG0005144	ADIR010326	CQUJHB016108, CQUJHB016132
OG0005145	ADIR009933	CQUJHB007183
OG0005146	ADIR000120	CQUJHB014609
OG0005147	ADIR000122	CQUJHB007551
OG0005149	ADIR002980	CQUJHB013244
OG0005150	ADIR008329	CQUJHB014816
OG0005151	ADIR006467	CQUJHB012271
OG0005152	ADIR011703	CQUJHB014039
OG0005153	ADIR006154	CQUJHB010979
OG0005154	ADIR006193, ADIR006192, ADIR006194	CQUJHB016123
OG0005155	ADIR006153	CQUJHB007793
OG0005156	ADIR006183	CQUJHB002945
OG0005157	ADIR005923	CQUJHB014725
OG0005158	ADIR006168	CQUJHB005761
OG0005159	ADIR006846	CQUJHB000485
OG0005160	ADIR008370	CQUJHB011817
OG0005161	ADIR005498	CQUJHB004743
OG0005162	ADIR006844	CQUJHB010607
OG0005164	ADIR006845	CQUJHB014580
OG0005165	ADIR005501	CQUJHB018061
OG0005166	ADIR006848	CQUJHB015954
OG0005167	ADIR000922	CQUJHB013255
OG0005168	ADIR000925	CQUJHB013349
OG0005169	ADIR000531	CQUJHB011335
OG0005170	ADIR000228	CQUJHB005460
OG0005171	ADIR000227	CQUJHB005050
OG0005172	ADIR001830	CQUJHB012792
OG0005173	ADIR000385	CQUJHB004626
OG0005174	ADIR000554	CQUJHB014661
OG0005175	ADIR009683	CQUJHB012740
OG0005176	ADIR009684	CQUJHB017217
OG0005177	ADIR007482	CQUJHB016776
OG0005178	ADIR007498	CQUJHB004685
OG0005179	ADIR007484	CQUJHB007324
OG0005180	ADIR003818	CQUJHB018474
OG0005181	ADIR007866	CQUJHB009330
OG0005182	ADIR007863	CQUJHB005305
OG0005183	ADIR010956	CQUJHB011886
OG0005184	ADIR006174	CQUJHB005699
OG0005185	ADIR005319	CQUJHB016168
OG0005186	ADIR010949	CQUJHB001910
OG0005187	ADIR005320	CQUJHB011826
OG0005188	ADIR005321	CQUJHB015696
OG0005189	ADIR009926	CQUJHB003855
OG0005190	ADIR005561	CQUJHB000605
OG0005191	ADIR010165	CQUJHB004955
OG0005192	ADIR005562	CQUJHB016914
OG0005193	ADIR010164	CQUJHB008183
OG0005194	ADIR010160	CQUJHB000768
OG0005195	ADIR009243	CQUJHB006218
OG0005196	ADIR009244	CQUJHB005241
OG0005197	ADIR016000	CQUJHB012173
OG0005198	ADIR004740	CQUJHB013815
OG0005199	ADIR004742	CQUJHB003973
OG0005200	ADIR004738	CQUJHB007448
OG0005201	ADIR007471	CQUJHB005383
OG0005202	ADIR005533	CQUJHB017287
OG0005203	ADIR007472	CQUJHB011219
OG0005205	ADIR000624	CQUJHB010690
OG0005206	ADIR000621	CQUJHB011588
OG0005207	ADIR011468	CQUJHB015598
OG0005208	ADIR011465	CQUJHB013214
OG0005209	ADIR000622	CQUJHB003418
OG0005210	ADIR000625	CQUJHB006253
OG0005211	ADIR000188	CQUJHB003712
OG0005212	ADIR000440	CQUJHB015015
OG0005213	ADIR000442	CQUJHB012031
OG0005214	ADIR001822	CQUJHB001919
OG0005215	ADIR000441	CQUJHB011856
OG0005216	ADIR000438	CQUJHB014299
OG0005217	ADIR000189	CQUJHB010266
OG0005218	ADIR000439	CQUJHB013741
OG0005219	ADIR001821	CQUJHB000026
OG0005220	ADIR011700	CQUJHB004225
OG0005221	ADIR005150	CQUJHB004909
OG0005222	ADIR005151	CQUJHB017808
OG0005223	ADIR003109	CQUJHB002952
OG0005224	ADIR003108	CQUJHB018255
OG0005226	ADIR003111	CQUJHB017767
OG0005227	ADIR004495	CQUJHB001452
OG0005228	ADIR003112	CQUJHB007801
OG0005229	ADIR004476	CQUJHB017933
OG0005230	ADIR003113	CQUJHB004292
OG0005231	ADIR009857	CQUJHB003985
OG0005232	ADIR008361	CQUJHB009400
OG0005234	ADIR004473	CQUJHB008786
OG0005235	ADIR008611	CQUJHB011201
OG0005236	ADIR001586	CQUJHB013874
OG0005237	ADIR001589	CQUJHB017137
OG0005238	ADIR001588	CQUJHB011094
OG0005239	ADIR010902	CQUJHB009878
OG0005240	ADIR011393	CQUJHB010312
OG0005241	ADIR011395	CQUJHB009036
OG0005242	ADIR004721	CQUJHB017874
OG0005243	ADIR004540	CQUJHB017196
OG0005245	ADIR001669	CQUJHB010249
OG0005246	ADIR004095	CQUJHB010215
OG0005247	ADIR003233	CQUJHB006447
OG0005248	ADIR004094	CQUJHB004180
OG0005249	ADIR008619	CQUJHB012052
OG0005250	ADIR008447	CQUJHB005180
OG0005251	ADIR000499	CQUJHB003549
OG0005252	ADIR009526	CQUJHB006382
OG0005253	ADIR009524	CQUJHB004082
OG0005254	ADIR009527	CQUJHB017556
OG0005255	ADIR007805	CQUJHB018378
OG0005256	ADIR007476	CQUJHB005606
OG0005257	ADIR003837	CQUJHB002852
OG0005258	ADIR003840	CQUJHB008484
OG0005259	ADIR000735	CQUJHB004766
OG0005260	ADIR004909	CQUJHB003433
OG0005261	ADIR000734	CQUJHB011328
OG0005262	ADIR000736	CQUJHB015755
OG0005263	ADIR000733	CQUJHB002480
OG0005264	ADIR004907	CQUJHB004086
OG0005265	ADIR007227	CQUJHB018388
OG0005266	ADIR008139	CQUJHB009459
OG0005267	ADIR005464	CQUJHB016159
OG0005268	ADIR004562	CQUJHB008813
OG0005269	ADIR010185	CQUJHB003044
OG0005270	ADIR002412	CQUJHB014182
OG0005271	ADIR008512	CQUJHB015095
OG0005272	ADIR002411	CQUJHB004781
OG0005273	ADIR015669	CQUJHB002938
OG0005274	ADIR015672	CQUJHB004313
OG0005275	ADIR010630	CQUJHB001952
OG0005276	ADIR008858	CQUJHB012511
OG0005277	ADIR010241	CQUJHB009003
OG0005278	ADIR008067	CQUJHB010129
OG0005279	ADIR008856	CQUJHB016884
OG0005280	ADIR010695	CQUJHB010093
OG0005281	ADIR010697	CQUJHB002173
OG0005282	ADIR004489	CQUJHB011691
OG0005283	ADIR000685	CQUJHB013672
OG0005284	ADIR007215	CQUJHB012324
OG0005285	ADIR000686	CQUJHB004150
OG0005286	ADIR000680	CQUJHB000351
OG0005287	ADIR005121	CQUJHB014095
OG0005288	ADIR005122	CQUJHB017266
OG0005289	ADIR005124	CQUJHB015461
OG0005290	ADIR009417	CQUJHB010338
OG0005291	ADIR004894	CQUJHB008943
OG0005292	ADIR009418	CQUJHB009286
OG0005293	ADIR009420	CQUJHB004815
OG0005294	ADIR009419	CQUJHB013219
OG0005295	ADIR011029	CQUJHB000549
OG0005296	ADIR004714	CQUJHB011900
OG0005297	ADIR004716	CQUJHB013709
OG0005298	ADIR006679	CQUJHB006932
OG0005299	ADIR015730	CQUJHB001972
OG0005300	ADIR016105	CQUJHB015287
OG0005301	ADIR016178	CQUJHB013168
OG0005302	ADIR003331	CQUJHB002759
OG0005303	ADIR003333	CQUJHB012954
OG0005304	ADIR002501	CQUJHB012452
OG0005305	ADIR010173	CQUJHB017239
OG0005306	ADIR003274	CQUJHB003775
OG0005307	ADIR010171	CQUJHB011290
OG0005308	ADIR010172	CQUJHB011534
OG0005309	ADIR000855	CQUJHB016181
OG0005310	ADIR001069	CQUJHB000580
OG0005313	ADIR003963	CQUJHB011027
OG0005314	ADIR001023	CQUJHB004960
OG0005315	ADIR001011	CQUJHB000710
OG0005316	ADIR004961	CQUJHB005931
OG0005317	ADIR009530	CQUJHB005098
OG0005318	ADIR009532	CQUJHB006019
OG0005319	ADIR009365	CQUJHB002214
OG0005320	ADIR009367	CQUJHB005851
OG0005321	ADIR009362	CQUJHB017745
OG0005322	ADIR009337	CQUJHB013174
OG0005323	ADIR006016	CQUJHB004584
OG0005325	ADIR006017	CQUJHB002372
OG0005326	ADIR006019	CQUJHB014256
OG0005327	ADIR005667	CQUJHB002373, CQUJHB018118
OG0005328	ADIR000047	CQUJHB017045
OG0005329	ADIR005670	CQUJHB011611
OG0005330	ADIR005668	CQUJHB012457
OG0005331	ADIR000045	CQUJHB012397
OG0005332	ADIR005669	CQUJHB017619
OG0005333	ADIR011624	CQUJHB001500
OG0005334	ADIR005221	CQUJHB011694
OG0005335	ADIR005220	CQUJHB003173
OG0005336	ADIR008723	CQUJHB010692
OG0005337	ADIR004652	CQUJHB009008
OG0005338	ADIR005217	CQUJHB005688
OG0005339	ADIR011718	CQUJHB008165
OG0005340	ADIR015670	CQUJHB008461
OG0005341	ADIR004352	CQUJHB006149
OG0005342	ADIR004354	CQUJHB014071
OG0005343	ADIR008640	CQUJHB000373
OG0005344	ADIR004350	CQUJHB003542
OG0005345	ADIR004349	CQUJHB001663
OG0005346	ADIR003403	CQUJHB011551
OG0005347	ADIR006509	CQUJHB017633
OG0005348	ADIR005420	CQUJHB013649
OG0005349	ADIR006663	CQUJHB003122
OG0005350	ADIR004526	CQUJHB007089
OG0005351	ADIR007884	CQUJHB009186
OG0005352	ADIR004528	CQUJHB012985
OG0005353	ADIR002557	CQUJHB011082
OG0005354	ADIR009002	CQUJHB002817
OG0005355	ADIR009728	CQUJHB004763
OG0005356	ADIR009363	CQUJHB002877
OG0005357	ADIR009727	CQUJHB005265
OG0005358	ADIR009064	CQUJHB009712
OG0005359	ADIR005929	CQUJHB015144
OG0005360	ADIR005925	CQUJHB002203
OG0005361	ADIR005917	CQUJHB014361
OG0005362	ADIR011320	CQUJHB006936
OG0005363	ADIR000597	CQUJHB012931
OG0005364	ADIR005927	CQUJHB004796
OG0005365	ADIR000592	CQUJHB002910
OG0005366	ADIR000594	CQUJHB006104
OG0005367	ADIR000591	CQUJHB015170
OG0005368	ADIR002186	CQUJHB000769
OG0005369	ADIR000005	CQUJHB008536
OG0005370	ADIR000468	CQUJHB002114
OG0005371	ADIR000007	CQUJHB017750
OG0005372	ADIR000471	CQUJHB013637
OG0005373	ADIR005950	CQUJHB003109
OG0005374	ADIR004123	CQUJHB013922
OG0005375	ADIR005965	CQUJHB003937
OG0005376	ADIR010006	CQUJHB000933
OG0005377	ADIR005968	CQUJHB003976
OG0005378	ADIR011686	CQUJHB004297
OG0005379	ADIR001868	CQUJHB000119
OG0005380	ADIR005258	CQUJHB016619
OG0005381	ADIR001909	CQUJHB008793
OG0005382	ADIR005259	CQUJHB016488
OG0005383	ADIR015889	CQUJHB008531
OG0005384	ADIR006289	CQUJHB008492
OG0005385	ADIR015883, ADIR016101	CQUJHB016534
OG0005386	ADIR011202	CQUJHB008312
OG0005387	ADIR015917	CQUJHB015997
OG0005388	ADIR007315	CQUJHB014971
OG0005389	ADIR007294	CQUJHB003157
OG0005390	ADIR007316	CQUJHB010768
OG0005391	ADIR007317	CQUJHB004818
OG0005392	ADIR004604	CQUJHB002830
OG0005393	ADIR001513	CQUJHB008751
OG0005394	ADIR001114	CQUJHB017190
OG0005395	ADIR005316	CQUJHB012259
OG0005396	ADIR010561	CQUJHB012011
OG0005397	ADIR010563	CQUJHB004098
OG0005398	ADIR002651	CQUJHB002699
OG0005400	ADIR004478	CQUJHB009484
OG0005401	ADIR002824	CQUJHB011658
OG0005402	ADIR009013	CQUJHB005796
OG0005403	ADIR010325	CQUJHB008267
OG0005404	ADIR009919	CQUJHB016758
OG0005405	ADIR003928	CQUJHB018238
OG0005406	ADIR002475	CQUJHB005790
OG0005407	ADIR011643	CQUJHB008036
OG0005408	ADIR009866	CQUJHB001926
OG0005409	ADIR009870	CQUJHB000672
OG0005410	ADIR006393	CQUJHB008773
OG0005411	ADIR009869	CQUJHB008179
OG0005412	ADIR010067	CQUJHB001029
OG0005413	ADIR009865	CQUJHB008342
OG0005414	ADIR009864	CQUJHB011934
OG0005415	ADIR006392	CQUJHB002774
OG0005416	ADIR009863	CQUJHB002146
OG0005417	ADIR003256, ADIR003255	CQUJHB000059
OG0005418	ADIR003248	CQUJHB004962
OG0005419	ADIR004579	CQUJHB001739
OG0005420	ADIR003253	CQUJHB016052
OG0005421	ADIR003252	CQUJHB016644
OG0005422	ADIR004577	CQUJHB009527
OG0005423	ADIR003250	CQUJHB011044
OG0005424	ADIR003246	CQUJHB013658
OG0005425	ADIR002697	CQUJHB003568
OG0005426	ADIR002076	CQUJHB009620
OG0005428	ADIR003051	CQUJHB016489
OG0005429	ADIR015502	CQUJHB017707, CQUJHB016939
OG0005430	ADIR003040	CQUJHB002496
OG0005431	ADIR003036	CQUJHB012440
OG0005432	ADIR003054	CQUJHB009823
OG0005433	ADIR003049	CQUJHB013588
OG0005434	ADIR003053	CQUJHB002553
OG0005435	ADIR003042	CQUJHB015978
OG0005436	ADIR003038	CQUJHB010952
OG0005437	ADIR003058	CQUJHB001848
OG0005438	ADIR009414	CQUJHB012697
OG0005439	ADIR000288	CQUJHB008975
OG0005440	ADIR008231	CQUJHB001950
OG0005441	ADIR008232	CQUJHB001665
OG0005442	ADIR010623	CQUJHB000260
OG0005443	ADIR008351	CQUJHB008575
OG0005444	ADIR015979	CQUJHB012727
OG0005445	ADIR010333	CQUJHB012853
OG0005446	ADIR010339	CQUJHB011200
OG0005447	ADIR003075	CQUJHB000435
OG0005448	ADIR003073	CQUJHB015279
OG0005449	ADIR010337	CQUJHB010183
OG0005450	ADIR010336	CQUJHB015706
OG0005451	ADIR010338	CQUJHB016859
OG0005452	ADIR015980	CQUJHB006772
OG0005453	ADIR014899	CQUJHB015186
OG0005454	ADIR010332	CQUJHB004538
OG0005455	ADIR004100	CQUJHB016848
OG0005456	ADIR009160	CQUJHB016988
OG0005458	ADIR000027	CQUJHB001387
OG0005459	ADIR004029	CQUJHB014735
OG0005460	ADIR006774	CQUJHB010520
OG0005461	ADIR006777	CQUJHB013698
OG0005462	ADIR004027	CQUJHB017344
OG0005463	ADIR006778	CQUJHB008178
OG0005464	ADIR006607	CQUJHB015608
OG0005465	ADIR015697	CQUJHB004999
OG0005466	ADIR008023	CQUJHB013774
OG0005467	ADIR010574	CQUJHB012339
OG0005468	ADIR010575	CQUJHB001678
OG0005469	ADIR008259	CQUJHB018041
OG0005470	ADIR010581	CQUJHB009242
OG0005471	ADIR010579	CQUJHB001521
OG0005472	ADIR010570	CQUJHB002386
OG0005473	ADIR000030	CQUJHB010177
OG0005474	ADIR000036	CQUJHB007822
OG0005475	ADIR000032	CQUJHB011327
OG0005476	ADIR000028	CQUJHB017136
OG0005477	ADIR000039	CQUJHB011627
OG0005478	ADIR000041	CQUJHB004783
OG0005479	ADIR000038	CQUJHB008037
OG0005480	ADIR000035	CQUJHB016499
OG0005481	ADIR001311	CQUJHB017562
OG0005482	ADIR001467	CQUJHB002334
OG0005483	ADIR011751	CQUJHB013958
OG0005484	ADIR001315	CQUJHB010220
OG0005485	ADIR006671	CQUJHB007529
OG0005486	ADIR001498	CQUJHB016453
OG0005487	ADIR004038	CQUJHB004349
OG0005488	ADIR004678	CQUJHB010910
OG0005490	ADIR007015	CQUJHB007275
OG0005491	ADIR007018	CQUJHB016112
OG0005492	ADIR007019	CQUJHB009381
OG0005493	ADIR015903	CQUJHB000136
OG0005494	ADIR007014	CQUJHB008050
OG0005495	ADIR006227	CQUJHB007180
OG0005496	ADIR006223	CQUJHB008410
OG0005497	ADIR006219	CQUJHB009355
OG0005498	ADIR006224	CQUJHB008797
OG0005499	ADIR006222	CQUJHB011906
OG0005500	ADIR006228	CQUJHB017632
OG0005501	ADIR006220	CQUJHB006292
OG0005502	ADIR006226	CQUJHB009263
OG0005503	ADIR000840	CQUJHB016072
OG0005505	ADIR006394	CQUJHB005406
OG0005506	ADIR003921	CQUJHB010062
OG0005507	ADIR011688	CQUJHB009044
OG0005508	ADIR006397	CQUJHB014992
OG0005509	ADIR006396	CQUJHB009921
OG0005510	ADIR001565	CQUJHB007283
OG0005511	ADIR010719	CQUJHB004691
OG0005512	ADIR011518	CQUJHB000374
OG0005513	ADIR001980	CQUJHB005072
OG0005514	ADIR001982	CQUJHB005312
OG0005515	ADIR000328	CQUJHB008988
OG0005516	ADIR000489	CQUJHB009031
OG0005517	ADIR015995	CQUJHB015447
OG0005518	ADIR011124	CQUJHB010883
OG0005519	ADIR011132	CQUJHB010476
OG0005520	ADIR011133	CQUJHB000826
OG0005521	ADIR011134	CQUJHB008898
OG0005522	ADIR011131	CQUJHB014038
OG0005523	ADIR015987	CQUJHB014701
OG0005524	ADIR011250	CQUJHB016452
OG0005525	ADIR011130	CQUJHB000959
OG0005526	ADIR005406	CQUJHB013896
OG0005527	ADIR005409	CQUJHB011818
OG0005528	ADIR006064	CQUJHB004118
