Orthogroup	AstephensiUCISS2018	Aalbopictus_AalbF5
OG0005152	ASTEI20_035085	LOC109405638
OG0005153	ASTEI20_042181	LOC109430166
OG0005154	ASTEI20_036146	LOC115265231
OG0005155	ASTEI20_039108	LOC109430167
OG0005156	ASTEI20_044714	LOC109430168
OG0005157	ASTEI20_030891	LOC109430117
OG0005158	ASTEI20_044137	LOC109430169
OG0005159	ASTEI20_043305	LOC109428192
OG0005160	ASTEI20_043937	LOC109398883
OG0005161	ASTEI20_033464	LOC109429236
OG0005162	ASTEI20_039600	LOC115269612, LOC109428190
OG0005163	ASTEI20_043953	LOC134283902
OG0005164	ASTEI20_032668	LOC109428193
OG0005165	ASTEI20_039501	LOC109398795
OG0005166	ASTEI20_040190	LOC109428196
OG0005167	ASTEI20_040875	LOC109425098
OG0005168	ASTEI20_035133	LOC109421883
OG0005169	ASTEI20_040374	LOC109623365
OG0005170	ASTEI20_042682	LOC109426924
OG0005171	ASTEI20_037657	LOC109426927
OG0005172	ASTEI20_039543	LOC109426905
OG0005173	ASTEI20_045669, ASTEI20_042655	LOC109413631
OG0005174	ASTEI20_042511	LOC109623332
OG0005175	ASTEI20_039405	LOC109426897
OG0005176	ASTEI20_042044	LOC109426895
OG0005177	ASTEI20_038920	LOC115269984
OG0005178	ASTEI20_041704	LOC109403233
OG0005179	ASTEI20_041142	LOC109403193
OG0005180	ASTEI20_037820	LOC109402698
OG0005181	ASTEI20_042331	LOC109431739
OG0005182	ASTEI20_042931, ASTEI20_033013	LOC109431742
OG0005183	ASTEI20_045840	LOC109420561
OG0005184	ASTEI20_038019	LOC109404819
OG0005185	ASTEI20_035906	LOC109415653
OG0005186	ASTEI20_030974, ASTEI20_034850	LOC115259068
OG0005187	ASTEI20_038981	LOC109415654
OG0005188	ASTEI20_037713	LOC109425042
OG0005189	ASTEI20_036488	LOC109425041
OG0005190	ASTEI20_031372	LOC109404512
OG0005191	ASTEI20_034222	LOC109406320
OG0005192	ASTEI20_039109	LOC109404479
OG0005193	ASTEI20_038686	LOC109404489
OG0005194	ASTEI20_034705	LOC109404495
OG0005195	ASTEI20_043531, ASTEI20_037616	LOC109406379
OG0005196	ASTEI20_044343	LOC109406369
OG0005197	ASTEI20_032152	LOC115254896
OG0005198	ASTEI20_037813	LOC109398703
OG0005199	ASTEI20_031264	LOC115258651
OG0005200	ASTEI20_044997	LOC109398721
OG0005201	ASTEI20_035706	LOC109417070
OG0005202	ASTEI20_044779, ASTEI20_045724	LOC109414744
OG0005203	ASTEI20_039693	LOC109406407
OG0005204	ASTEI20_041037	LOC134287618, LOC109430025
OG0005205	ASTEI20_038090	LOC109409189
OG0005206	ASTEI20_036404	LOC109421518
OG0005207	ASTEI20_041812	LOC109421537
OG0005208	ASTEI20_038456	LOC109421531
OG0005209	ASTEI20_045879	LOC109421519
OG0005210	ASTEI20_038291	LOC109421516
OG0005211	ASTEI20_037594	LOC109621477
OG0005212	ASTEI20_042193	LOC109621450
OG0005213	ASTEI20_035383	LOC109621435
OG0005214	ASTEI20_034085	LOC109621454
OG0005215	ASTEI20_037069	LOC109621434
OG0005216	ASTEI20_032615	LOC134284746
OG0005217	ASTEI20_031034	LOC109621480
OG0005218	ASTEI20_041967	LOC134284747
OG0005219	ASTEI20_042891	LOC109621455
OG0005220	ASTEI20_034774	LOC109414693
OG0005221	ASTEI20_032049	LOC109621236
OG0005222	ASTEI20_037180	LOC115254017
OG0005223	ASTEI20_032446	LOC109432847
OG0005224	ASTEI20_034690	LOC109432839
OG0005225	ASTEI20_037999	LOC134291205
OG0005226	ASTEI20_031655	LOC115254082
OG0005227	ASTEI20_039450	LOC134291228
OG0005228	ASTEI20_044802	LOC115261572
OG0005229	ASTEI20_033001	LOC115261563
OG0005230	ASTEI20_037658	LOC109416616
OG0005231	ASTEI20_036767	LOC109432788
OG0005232	ASTEI20_036347	LOC109416623
OG0005233	ASTEI20_032593	LOC109432765
OG0005234	ASTEI20_033693	LOC109432808
OG0005235	ASTEI20_034455	LOC109416685
OG0005236	ASTEI20_031542	LOC109416493
OG0005237	ASTEI20_038725	LOC109416678
OG0005238	ASTEI20_039235	LOC109416679
OG0005239	ASTEI20_037710	LOC109417548
OG0005240	ASTEI20_040432	LOC109410223
OG0005241	ASTEI20_035630	LOC115266748
OG0005242	ASTEI20_043667	LOC115253744
OG0005243	ASTEI20_033756	LOC109432404
OG0005244	ASTEI20_031187	LOC109400371, LOC115257435
OG0005245	ASTEI20_040284	LOC115266396
OG0005246	ASTEI20_031639	LOC115266332
OG0005247	ASTEI20_031983	LOC109622265
OG0005248	ASTEI20_041756	LOC109414450
OG0005249	ASTEI20_038273	LOC109622267
OG0005250	ASTEI20_031172	LOC109408854
OG0005251	ASTEI20_046075	LOC109407537
OG0005252	ASTEI20_042087	LOC109425802
OG0005253	ASTEI20_037562	LOC109425803
OG0005254	ASTEI20_036677	LOC109407538
OG0005255	ASTEI20_041171	LOC109621706
OG0005256	ASTEI20_042974	LOC109425709
OG0005257	ASTEI20_045498	LOC109422606
OG0005258	ASTEI20_031095	LOC109422580
OG0005259	ASTEI20_040503	LOC109429439
OG0005260	ASTEI20_035047	LOC109429440
OG0005261	ASTEI20_045761	LOC109429437
OG0005262	ASTEI20_043569	LOC109429438
OG0005263	ASTEI20_033498	LOC109425155
OG0005264	ASTEI20_043589	LOC109425163
OG0005265	ASTEI20_032144	LOC109397801
OG0005266	ASTEI20_036002, ASTEI20_042154	LOC109418972
OG0005267	ASTEI20_045339	LOC109417760
OG0005268	ASTEI20_033348	LOC109400498
OG0005269	ASTEI20_038671	LOC115259650
OG0005270	ASTEI20_032877	LOC109408292
OG0005271	ASTEI20_035737	LOC115259649
OG0005272	ASTEI20_034518	LOC109400486
OG0005273	ASTEI20_039750	LOC109400507
OG0005274	ASTEI20_037754	LOC109417311
OG0005275	ASTEI20_041033	LOC109413270
OG0005276	ASTEI20_043288	LOC115266579
OG0005277	ASTEI20_040689	LOC109405987
OG0005278	ASTEI20_041512	LOC109411126
OG0005279	ASTEI20_033216	LOC109411128
OG0005280	ASTEI20_031142	LOC109410730
OG0005281	ASTEI20_038364	LOC109410691
OG0005282	ASTEI20_031863	LOC109410890
OG0005283	ASTEI20_034889	LOC109407253
OG0005284	ASTEI20_034450	LOC109621284
OG0005285	ASTEI20_045618	LOC109407254
OG0005286	ASTEI20_041858	LOC115258685
OG0005287	ASTEI20_042534	LOC115258726
OG0005288	ASTEI20_044606	LOC109407248
OG0005289	ASTEI20_033724	LOC109414312
OG0005290	ASTEI20_038902	LOC109622900
OG0005291	ASTEI20_038219	LOC109622889
OG0005292	ASTEI20_032638	LOC115258588
OG0005293	ASTEI20_042100	LOC115258243
OG0005294	ASTEI20_044003	LOC109622897
OG0005295	ASTEI20_031278	LOC109622894
OG0005296	ASTEI20_040867	LOC109410207
OG0005297	ASTEI20_036067	LOC109417527
OG0005298	ASTEI20_034064	LOC109397248
OG0005299	ASTEI20_038283	LOC109402649, LOC115256596
OG0005300	ASTEI20_039998	LOC109407961
OG0005301	ASTEI20_034710	LOC109403683
OG0005302	ASTEI20_034309	LOC109424108
OG0005303	ASTEI20_033056	LOC109424111
OG0005304	ASTEI20_041480	LOC109416273
OG0005305	ASTEI20_042250	LOC109430250
OG0005306	ASTEI20_040698	LOC109412409
OG0005307	ASTEI20_045441	LOC109412401
OG0005308	ASTEI20_039197	LOC109430287
OG0005309	ASTEI20_042859	LOC109415631
OG0005310	ASTEI20_032870	LOC109431103
OG0005311	ASTEI20_040813	LOC109431144
OG0005312	ASTEI20_033543, ASTEI20_036698	LOC109415543
OG0005313	ASTEI20_030994	LOC109415741
OG0005314	ASTEI20_036466	LOC115253976
OG0005315	ASTEI20_036645	LOC109431151
OG0005316	ASTEI20_036835	LOC115254961
OG0005317	ASTEI20_045438	LOC109407549
OG0005318	ASTEI20_033889	LOC109407551
OG0005319	ASTEI20_030804	LOC109622873
OG0005320	ASTEI20_035111	LOC115258081
OG0005321	ASTEI20_039461	LOC109622875
OG0005322	ASTEI20_036185	LOC109622883
OG0005323	ASTEI20_043177	LOC109411710
OG0005324	ASTEI20_039227	LOC109411698, LOC134287351
OG0005325	ASTEI20_042326	LOC109404606
OG0005326	ASTEI20_043390	LOC109411704
OG0005327	ASTEI20_042531	LOC109403454
OG0005328	ASTEI20_038597	LOC109403451
OG0005329	ASTEI20_039335	LOC109433216
OG0005330	ASTEI20_033359	LOC109433195
OG0005331	ASTEI20_034227	LOC109433182
OG0005332	ASTEI20_040262	LOC109403466
OG0005333	ASTEI20_039846	LOC109403452
OG0005334	ASTEI20_032988	LOC109426951
OG0005335	ASTEI20_041542	LOC109414738
OG0005336	ASTEI20_031949	LOC134287326
OG0005337	ASTEI20_038704	LOC109414739
OG0005338	ASTEI20_037378	LOC109421968
OG0005339	ASTEI20_043184	LOC109408889
OG0005340	ASTEI20_041572	LOC109408227
OG0005341	ASTEI20_034669	LOC109408235
OG0005342	ASTEI20_036371	LOC109408899
OG0005343	ASTEI20_045002	LOC109408226
OG0005344	ASTEI20_042599	LOC109408233
OG0005345	ASTEI20_038631	LOC109408232
OG0005346	ASTEI20_031680	LOC109401059
OG0005347	ASTEI20_038437	LOC109408415
OG0005348	ASTEI20_045849	LOC109416373
OG0005349	ASTEI20_033881	LOC109416397
OG0005350	ASTEI20_037505	LOC109401133
OG0005351	ASTEI20_040258	LOC109431629
OG0005352	ASTEI20_035808	LOC134291135, LOC115260171
OG0005353	ASTEI20_037246	LOC109401132
OG0005354	ASTEI20_036619	LOC109406377
OG0005355	ASTEI20_045863	LOC109411292
OG0005356	ASTEI20_041541	LOC109405308
OG0005357	ASTEI20_033198	LOC109411293
OG0005358	ASTEI20_046146	LOC115264180
OG0005359	ASTEI20_042764	LOC109429878
OG0005360	ASTEI20_034535	LOC109429880
OG0005361	ASTEI20_036033	LOC109415445
OG0005362	ASTEI20_041420	LOC109429949
OG0005363	ASTEI20_033253	LOC109429955
OG0005364	ASTEI20_045534	LOC109415447
OG0005365	ASTEI20_042274	LOC109415451
OG0005366	ASTEI20_033202	LOC109415452
OG0005367	ASTEI20_044212	LOC109415453
OG0005368	ASTEI20_034995	LOC109410624
OG0005369	ASTEI20_035477	LOC109410639
OG0005370	ASTEI20_045027	LOC109410636
OG0005371	ASTEI20_036746	LOC109410645
OG0005372	ASTEI20_041955	LOC109410628
OG0005373	ASTEI20_038158	LOC109420449
OG0005374	ASTEI20_032001	LOC109410346
OG0005375	ASTEI20_031293	LOC109411759
OG0005376	ASTEI20_045251	LOC109404703
OG0005377	ASTEI20_039261	LOC109420458
OG0005378	ASTEI20_035669	LOC109404691
OG0005379	ASTEI20_042920	LOC115259975
OG0005380	ASTEI20_035881	LOC109401286
OG0005381	ASTEI20_037233	LOC109623281
OG0005382	ASTEI20_042194	LOC109401287
OG0005383	ASTEI20_042005	LOC109418015
OG0005384	ASTEI20_033481	LOC115255337
OG0005385	ASTEI20_044946	LOC109417692
OG0005386	ASTEI20_039201	LOC115264471
OG0005387	ASTEI20_031449, ASTEI20_031859	LOC134283916
OG0005388	ASTEI20_038318, ASTEI20_033340	LOC109399212
OG0005389	ASTEI20_035359, ASTEI20_036036	LOC109399231
OG0005390	ASTEI20_045549, ASTEI20_045520	LOC109413983
OG0005391	ASTEI20_041908, ASTEI20_041839	LOC109413982
OG0005392	ASTEI20_045225	LOC109421981
OG0005393	ASTEI20_045772	LOC109421987
OG0005394	ASTEI20_033537	LOC109427500
OG0005395	ASTEI20_045299	LOC109425049
OG0005396	ASTEI20_035893	LOC109408447
OG0005397	ASTEI20_035585	LOC109408450
OG0005398	ASTEI20_031498	LOC109419357
OG0005399	ASTEI20_043331	LOC109408456
OG0005400	ASTEI20_037035	LOC109402987
OG0005401	ASTEI20_045511	LOC109411792
OG0005402	ASTEI20_032377	LOC109403696
OG0005403	ASTEI20_044224	LOC109621778
OG0005404	ASTEI20_034118	LOC109403746
OG0005405	ASTEI20_035381	LOC109405623
OG0005406	ASTEI20_035367	LOC109402997
OG0005407	ASTEI20_041787	LOC109414707, LOC115255155
OG0005408	ASTEI20_040210	LOC134289980
OG0005409	ASTEI20_035714	LOC109413067
OG0005410	ASTEI20_034275	LOC134284018
OG0005411	ASTEI20_036134	LOC134290082
OG0005412	ASTEI20_031524	LOC109423086
OG0005413	ASTEI20_035683	LOC109423350
OG0005414	ASTEI20_041428	LOC109423435
OG0005415	ASTEI20_037237	LOC134284328
OG0005416	ASTEI20_035774	LOC109423263
OG0005418	ASTEI20_031575	LOC109423417
OG0005419	ASTEI20_035308	LOC109423425
OG0005420	ASTEI20_038417	LOC109414508
OG0005421	ASTEI20_042787	LOC109423413
OG0005422	ASTEI20_038016	LOC115267959
OG0005423	ASTEI20_032456	LOC109423416
OG0005424	ASTEI20_036855	LOC109414568
OG0005425	ASTEI20_039765	LOC109399730
OG0005426	ASTEI20_041696	LOC109427035
OG0005428	ASTEI20_044817	LOC109426318
OG0005429	ASTEI20_038475	LOC109426322
OG0005430	ASTEI20_036752	LOC109405631
OG0005431	ASTEI20_040821	LOC109405004
OG0005432	ASTEI20_044566	LOC109426316
OG0005433	ASTEI20_042694	LOC109406728
OG0005434	ASTEI20_038488	LOC109407229
OG0005435	ASTEI20_036696	LOC115253517
OG0005436	ASTEI20_037940	LOC109426347
OG0005437	ASTEI20_031472	LOC109405847
OG0005438	ASTEI20_042737	LOC109622904
OG0005439	ASTEI20_037681	LOC115264776, LOC109401564
OG0005440	ASTEI20_044371	LOC109409731
OG0005441	ASTEI20_031601	LOC109409733
OG0005442	ASTEI20_038590	LOC115254174
OG0005443	ASTEI20_043718	LOC115266517
OG0005444	ASTEI20_038970	LOC115257194
OG0005445	ASTEI20_040943	LOC109414158
OG0005446	ASTEI20_035764	LOC109414152
OG0005447	ASTEI20_035022	LOC109414202
OG0005448	ASTEI20_046053	LOC109426369
OG0005449	ASTEI20_042162	LOC115254465
OG0005450	ASTEI20_040890	LOC115257197
OG0005451	ASTEI20_037800	LOC115257205
OG0005452	ASTEI20_036365	LOC109414203
OG0005453	ASTEI20_033777	LOC109414160
OG0005454	ASTEI20_037637	LOC109414159
OG0005455	ASTEI20_040247	LOC109622537
OG0005456	ASTEI20_038303	LOC109402320
OG0005458	ASTEI20_044918	LOC109402333
OG0005459	ASTEI20_040224	LOC109433079
OG0005460	ASTEI20_032711	LOC109419982
OG0005461	ASTEI20_040819	LOC109420001
OG0005462	ASTEI20_043457	LOC109420061
OG0005463	ASTEI20_038164	LOC109433046
OG0005464	ASTEI20_031204	LOC109399005
OG0005465	ASTEI20_036292	LOC109622845
OG0005466	ASTEI20_035729	LOC109622842
OG0005467	ASTEI20_036290	LOC109419258
OG0005468	ASTEI20_030790	LOC109419256
OG0005469	ASTEI20_037479	LOC109419246
OG0005470	ASTEI20_041245	LOC109427334
OG0005471	ASTEI20_036229	LOC109419253
OG0005472	ASTEI20_045921	LOC109426113
OG0005473	ASTEI20_042663	LOC109409395
OG0005474	ASTEI20_039112	LOC109420146
OG0005475	ASTEI20_042841	LOC109409399
OG0005476	ASTEI20_043555	LOC109409392
OG0005477	ASTEI20_043670	LOC115264608
OG0005478	ASTEI20_030828	LOC109431245
OG0005479	ASTEI20_045356	LOC109431247
OG0005480	ASTEI20_033673	LOC109431252
OG0005481	ASTEI20_044853	LOC109409480
OG0005482	ASTEI20_034904	LOC109409490
OG0005483	ASTEI20_040067	LOC109397627
OG0005484	ASTEI20_035564	LOC109397641
OG0005485	ASTEI20_031654	LOC115263687
OG0005486	ASTEI20_033995	LOC115266711
OG0005487	ASTEI20_044533	LOC109417765
OG0005488	ASTEI20_036295	LOC109424232
OG0005489	ASTEI20_043975, ASTEI20_035532	LOC109427522
OG0005490	ASTEI20_041865	LOC109622521
OG0005491	ASTEI20_032762	LOC109408976
OG0005492	ASTEI20_033959	LOC109622517
OG0005494	ASTEI20_036025	LOC109622522
OG0005495	ASTEI20_044917	LOC109433573
OG0005496	ASTEI20_033091	LOC109430130
OG0005497	ASTEI20_046152	LOC109433586
OG0005498	ASTEI20_034304	LOC109433596
OG0005499	ASTEI20_032531	LOC109430129
OG0005500	ASTEI20_037772	LOC109433584
OG0005501	ASTEI20_039280	LOC109430131
OG0005502	ASTEI20_045060	LOC115266793
OG0005503	ASTEI20_032464	LOC109404698
OG0005505	ASTEI20_031627	LOC109418403
OG0005506	ASTEI20_046039	LOC109410343
OG0005507	ASTEI20_037416	LOC109410340
OG0005508	ASTEI20_034300	LOC109426117
OG0005509	ASTEI20_036772	LOC109426090
OG0005510	ASTEI20_039614	LOC109430832
OG0005511	ASTEI20_043250	LOC109424150
OG0005512	ASTEI20_035576	LOC109424164
OG0005513	ASTEI20_039829	LOC109431323
OG0005514	ASTEI20_044299	LOC109432015
OG0005515	ASTEI20_036829	LOC109431990
OG0005516	ASTEI20_041751	LOC109431311
OG0005517	ASTEI20_038474	LOC115255463
OG0005518	ASTEI20_043444	LOC109419931
OG0005519	ASTEI20_031514	LOC109419949
OG0005520	ASTEI20_045767	LOC109419950
OG0005521	ASTEI20_046107	LOC115255169
OG0005522	ASTEI20_033328	LOC109417504
OG0005523	ASTEI20_036928	LOC109419933
OG0005524	ASTEI20_037556	LOC109419957
OG0005525	ASTEI20_034984	LOC109419943
OG0005526	ASTEI20_040202	LOC109397201
OG0005527	ASTEI20_044584	LOC109407348
OG0005528	ASTEI20_041663	LOC109429985
OG0005529	ASTEI20_032348	LOC115262090
OG0005530	ASTEI20_046150	LOC109429564
OG0005531	ASTEI20_037358	LOC109411098
OG0005532	ASTEI20_036519	LOC109408168
OG0005533	ASTEI20_035771	LOC109408161
OG0005534	ASTEI20_042848	LOC109408167
OG0005535	ASTEI20_037327	LOC109398870
OG0005536	ASTEI20_042692	LOC115261342
OG0005537	ASTEI20_035499	LOC109398780
OG0005538	ASTEI20_036758	LOC109429210
OG0005539	ASTEI20_038326	LOC109398783
OG0005540	ASTEI20_031001	LOC109428256
OG0005541	ASTEI20_037633	LOC109411446
OG0005542	ASTEI20_036099	LOC109409700
OG0005543	ASTEI20_033453	LOC109411441
OG0005544	ASTEI20_036153	LOC109411447
OG0005545	ASTEI20_040352	LOC115258816
OG0005546	ASTEI20_041510	LOC115258462
OG0005547	ASTEI20_034542	LOC109411166
OG0005548	ASTEI20_033982	LOC109425564
OG0005549	ASTEI20_039959	LOC109411159
OG0005550	ASTEI20_041230	LOC115267088
OG0005551	ASTEI20_033585	LOC109404496
OG0005552	ASTEI20_037884	LOC115261505
OG0005553	ASTEI20_034528	LOC109418544
OG0005554	ASTEI20_034017	LOC115257444
OG0005555	ASTEI20_044445	LOC109418512
OG0005556	ASTEI20_032610	LOC109418545
OG0005557	ASTEI20_032164	LOC109418478
OG0005558	ASTEI20_033751	LOC109418541
OG0005559	ASTEI20_034816	LOC109418539
OG0005560	ASTEI20_044833	LOC109418534
OG0005561	ASTEI20_040227	LOC109413080
OG0005562	ASTEI20_042006	LOC109414922, LOC109428994
OG0005563	ASTEI20_042427	LOC109414907
OG0005564	ASTEI20_031081	LOC109428905
OG0005565	ASTEI20_044783	LOC134291725, LOC109428912
OG0005566	ASTEI20_039852	LOC109428906
OG0005567	ASTEI20_037715	LOC115267748
OG0005568	ASTEI20_034504	LOC109424237
OG0005569	ASTEI20_038584	LOC109423871
OG0005570	ASTEI20_042982	LOC109423868
OG0005571	ASTEI20_043635	LOC109423870
OG0005572	ASTEI20_031967	LOC109419394
OG0005573	ASTEI20_040861	LOC109401060
OG0005574	ASTEI20_037861	LOC109419385
OG0005575	ASTEI20_036485	LOC109401061
OG0005576	ASTEI20_033962	LOC109419387
OG0005577	ASTEI20_035494	LOC109408434
OG0005578	ASTEI20_033720	LOC109408428
OG0005579	ASTEI20_032797	LOC109408431
OG0005580	ASTEI20_040604	LOC109401041
OG0005581	ASTEI20_041737	LOC109401047
OG0005582	ASTEI20_042970	LOC109401050
OG0005583	ASTEI20_042622	LOC109401058
OG0005584	ASTEI20_035623	LOC109426167
OG0005585	ASTEI20_036082	LOC109426162
OG0005586	ASTEI20_034679	LOC115255757
OG0005587	ASTEI20_032187	LOC115255758
OG0005588	ASTEI20_042728	LOC109427894
OG0005589	ASTEI20_043745	LOC109428219
OG0005590	ASTEI20_035502	LOC109427891
OG0005591	ASTEI20_041906	LOC109428213
OG0005592	ASTEI20_031040	LOC109428225
OG0005593	ASTEI20_043861	LOC109427913
OG0005594	ASTEI20_034458	LOC109403232
OG0005595	ASTEI20_042228	LOC109403230
OG0005596	ASTEI20_038939	LOC109402743
OG0005597	ASTEI20_045204	LOC134291793, LOC109432274
OG0005598	ASTEI20_040233	LOC115267799
OG0005599	ASTEI20_033206	LOC109397096
OG0005600	ASTEI20_031559	LOC109621709
OG0005601	ASTEI20_037224	LOC109427463
OG0005602	ASTEI20_038224	LOC109408817
OG0005603	ASTEI20_042399	LOC109410465
OG0005604	ASTEI20_043087	LOC109401449
OG0005605	ASTEI20_038370	LOC109427429
OG0005606	ASTEI20_035537	LOC109410146, LOC115256849
OG0005607	ASTEI20_036020	LOC109427404, LOC109410124
OG0005608	ASTEI20_036126	LOC109410132
OG0005609	ASTEI20_045330	LOC109410121
OG0005610	ASTEI20_037178	LOC109403097
OG0005611	ASTEI20_038513	LOC109416175
OG0005612	ASTEI20_042870	LOC109404972
OG0005613	ASTEI20_037081	LOC115268495
OG0005614	ASTEI20_044989	LOC109417993
OG0005615	ASTEI20_043778	LOC109621930
OG0005616	ASTEI20_032562	LOC109416173
OG0005617	ASTEI20_033911	LOC109406842
OG0005618	ASTEI20_035780	LOC109406840
OG0005619	ASTEI20_037429	LOC109415714
OG0005620	ASTEI20_042671	LOC109430913
OG0005621	ASTEI20_045072	LOC109430930
OG0005622	ASTEI20_041215	LOC115263169
OG0005623	ASTEI20_034146	LOC109430911
OG0005624	ASTEI20_036979	LOC134287925
OG0005625	ASTEI20_040670	LOC134287027
OG0005626	ASTEI20_044474	LOC109411274
OG0005627	ASTEI20_043442	LOC134287922
OG0005628	ASTEI20_040948	LOC109411273
OG0005629	ASTEI20_037419	LOC109411275
OG0005630	ASTEI20_045110	LOC109406399
OG0005631	ASTEI20_043598	LOC109423650
OG0005632	ASTEI20_040993	LOC109411467
OG0005633	ASTEI20_038152	LOC109409711
OG0005634	ASTEI20_035756	LOC109409719
OG0005635	ASTEI20_038094	LOC109409715
OG0005636	ASTEI20_036301	LOC109409721
OG0005637	ASTEI20_043069	LOC109411464
OG0005638	ASTEI20_035836	LOC109411461
OG0005639	ASTEI20_043247	LOC109411457
OG0005640	ASTEI20_033594	LOC109411487
OG0005641	ASTEI20_038846	LOC109408497
OG0005642	ASTEI20_039336	LOC109405715
OG0005643	ASTEI20_039038	LOC109408405
OG0005644	ASTEI20_041803	LOC109408402
OG0005645	ASTEI20_037124	LOC109408401
OG0005646	ASTEI20_034492	LOC109408400
OG0005647	ASTEI20_040786	LOC134284683, LOC109399011
OG0005648	ASTEI20_043153, ASTEI20_046024	LOC109421556
OG0005649	ASTEI20_044271	LOC115254020
OG0005650	ASTEI20_032385	LOC115254024
OG0005651	ASTEI20_035651	LOC109410195
OG0005652	ASTEI20_038076	LOC109403564
OG0005653	ASTEI20_039481	LOC109422982
OG0005654	ASTEI20_031824	LOC109422992
OG0005655	ASTEI20_037440	LOC109415069
OG0005656	ASTEI20_044395	LOC134289694
OG0005657	ASTEI20_040630	LOC109429163
OG0005658	ASTEI20_045611	LOC115259323, LOC109417867
OG0005659	ASTEI20_044846	LOC109426821
OG0005660	ASTEI20_045825	LOC109426825
OG0005661	ASTEI20_033964	LOC109408514
OG0005662	ASTEI20_040111	LOC109621446
OG0005663	ASTEI20_037433	LOC109621452
OG0005664	ASTEI20_033838	LOC109621453
OG0005665	ASTEI20_033291	LOC109418041
OG0005666	ASTEI20_038351	LOC109418123
OG0005667	ASTEI20_040612	LOC109408030
OG0005668	ASTEI20_045692	LOC109417172
OG0005669	ASTEI20_033950	LOC109398058
OG0005670	ASTEI20_039774	LOC115256839
OG0005671	ASTEI20_045398	LOC109411249
OG0005672	ASTEI20_032525	LOC109433112
OG0005673	ASTEI20_038613	LOC109433104
OG0005674	ASTEI20_045952	LOC109411251
OG0005675	ASTEI20_038949	LOC109412936
OG0005676	ASTEI20_039076	LOC134292215
OG0005678	ASTEI20_032222	LOC109409433
OG0005679	ASTEI20_045097	LOC109622423
OG0005680	ASTEI20_044146	LOC109409370
OG0005681	ASTEI20_032691	LOC109622561
OG0005682	ASTEI20_032031	LOC109409503
OG0005683	ASTEI20_044850	LOC109410083
OG0005684	ASTEI20_034849	LOC109410081
OG0005685	ASTEI20_034257	LOC109430224
OG0005686	ASTEI20_042492	LOC109427542
OG0005687	ASTEI20_041630	LOC109431007
OG0005688	ASTEI20_037038	LOC109423928
OG0005689	ASTEI20_043784	LOC109404774
OG0005690	ASTEI20_041389	LOC109404804
OG0005691	ASTEI20_043578	LOC109401167
OG0005692	ASTEI20_031313	LOC109401161
OG0005693	ASTEI20_035375	LOC109621647
