Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0004835	ASTEI20_039296	LOC129789678
OG0004836	ASTEI20_041992	LOC129789707
OG0004837	ASTEI20_045227	LOC129790313
OG0004838	ASTEI20_033799	LOC129790605
OG0004839	ASTEI20_042631	LOC129789770
OG0004840	ASTEI20_037789	LOC129793954
OG0004841	ASTEI20_044751	LOC129793419
OG0004842	ASTEI20_043746	LOC129787558
OG0004843	ASTEI20_043688	LOC129792215
OG0004844	ASTEI20_041856	LOC129788864
OG0004845	ASTEI20_031103	LOC129791131
OG0004846	ASTEI20_044745	LOC129792311
OG0004847	ASTEI20_043205	LOC129797446
OG0004848	ASTEI20_040957	LOC129797749
OG0004849	ASTEI20_044367	LOC129794935
OG0004850	ASTEI20_041846	LOC129796077
OG0004851	ASTEI20_034523	LOC129791404
OG0004852	ASTEI20_045359	LOC129788943
OG0004853	ASTEI20_045304	LOC129790193
OG0004854	ASTEI20_032818	LOC129789901
OG0004855	ASTEI20_042921	LOC129790290
OG0004856	ASTEI20_035489	LOC129790287
OG0004857	ASTEI20_038609	LOC129788952
OG0004858	ASTEI20_043575	LOC129792206
OG0004859	ASTEI20_040721	LOC129789870
OG0004860	ASTEI20_045467	LOC129794025
OG0004861	ASTEI20_036027	LOC129788144
OG0004862	ASTEI20_032704	LOC129789824
OG0004863	ASTEI20_034513	LOC129789874
OG0004864	ASTEI20_038050	LOC129787609
OG0004865	ASTEI20_042439	LOC129787559
OG0004866	ASTEI20_033014	LOC129787594
OG0004867	ASTEI20_045559	LOC129787636
OG0004868	ASTEI20_033482	LOC129797137
OG0004869	ASTEI20_040895	LOC129786985
OG0004870	ASTEI20_038448	LOC129786423
OG0004871	ASTEI20_042080	LOC129797730
OG0004872	ASTEI20_032990	LOC129797494
OG0004873	ASTEI20_041354	LOC129786834
OG0004874	ASTEI20_043845	LOC129786416
OG0004875	ASTEI20_037383	LOC129786480
OG0004876	ASTEI20_044063	LOC129789075
OG0004877	ASTEI20_035785	LOC129789055
OG0004878	ASTEI20_037549	LOC129789313
OG0004879	ASTEI20_040709	LOC129789453
OG0004880	ASTEI20_032496	LOC129789438
OG0004881	ASTEI20_031277	LOC129789044
OG0004882	ASTEI20_031139	LOC129789314
OG0004883	ASTEI20_034493	LOC129786686
OG0004884	ASTEI20_032327	LOC129791196
OG0004885	ASTEI20_043846	LOC129787496
OG0004886	ASTEI20_038841	LOC129797375
OG0004887	ASTEI20_041290	LOC129787554
OG0004888	ASTEI20_037630	LOC129795647
OG0004889	ASTEI20_032994	LOC129797422
OG0004890	ASTEI20_045609	LOC129795409
OG0004891	ASTEI20_031061	LOC129793646
OG0004892	ASTEI20_033047	LOC129787516
OG0004893	ASTEI20_038608	LOC129793639
OG0004895	ASTEI20_037733	LOC129795371
OG0004896	ASTEI20_032946	LOC129795751
OG0004897	ASTEI20_038847	LOC129794114
OG0004898	ASTEI20_044041	LOC129796347
OG0004899	ASTEI20_037608	LOC129786916
OG0004900	ASTEI20_045523	LOC129793255
OG0004901	ASTEI20_035023	LOC129790918
OG0004903	ASTEI20_043477	LOC129786435
OG0004905	ASTEI20_043108	LOC129793222
OG0004906	ASTEI20_043922	LOC129795475
OG0004907	ASTEI20_042144	LOC129793231
OG0004908	ASTEI20_042309	LOC129786388
OG0004909	ASTEI20_035592	LOC129786378
OG0004910	ASTEI20_031767	LOC129797358
OG0004911	ASTEI20_034350	LOC129787956
OG0004912	ASTEI20_036125	LOC129787995
OG0004913	ASTEI20_042997	LOC129795591
OG0004914	ASTEI20_042395	LOC129792001
OG0004915	ASTEI20_035929	LOC129792990
OG0004916	ASTEI20_039698	LOC129792958
OG0004917	ASTEI20_037851	LOC129792974
OG0004918	ASTEI20_043921	LOC129793516
OG0004919	ASTEI20_042365	LOC129790459
OG0004920	ASTEI20_040126	LOC129792931
OG0004921	ASTEI20_033941	LOC129796866
OG0004922	ASTEI20_044125	LOC129796239
OG0004923	ASTEI20_032026	LOC129790654
OG0004924	ASTEI20_039005	LOC129796399
OG0004925	ASTEI20_033000	LOC129786642
OG0004926	ASTEI20_045459	LOC129796226
OG0004928	ASTEI20_037550	LOC129787645
OG0004929	ASTEI20_042054	LOC129786392
OG0004930	ASTEI20_031839	LOC129788501
OG0004931	ASTEI20_043197	LOC129790057
OG0004932	ASTEI20_042804	LOC129788201
OG0004933	ASTEI20_033428	LOC129789229
OG0004934	ASTEI20_040380	LOC129791939
OG0004935	ASTEI20_042265	LOC129788202
OG0004936	ASTEI20_046027	LOC129786661
OG0004937	ASTEI20_034181	LOC129789209
OG0004938	ASTEI20_038730	LOC129786286
OG0004939	ASTEI20_031832	LOC129796509
OG0004940	ASTEI20_041922	LOC129785842
OG0004941	ASTEI20_037922	LOC129790579
OG0004942	ASTEI20_038254	LOC129786745
OG0004943	ASTEI20_039427	LOC129787050
OG0004944	ASTEI20_038371	LOC129791399
OG0004945	ASTEI20_036106	LOC129796227
OG0004946	ASTEI20_042048	LOC129796205
OG0004948	ASTEI20_040248	LOC129793412
OG0004949	ASTEI20_033586	LOC129789125
OG0004950	ASTEI20_039192	LOC129793513
OG0004951	ASTEI20_043387	LOC129796247
OG0004952	ASTEI20_045871	LOC129795181
OG0004953	ASTEI20_039322	LOC129787290
OG0004954	ASTEI20_035786	LOC129785860
OG0004956	ASTEI20_042212	LOC129796944
OG0004957	ASTEI20_045686	LOC129797507
OG0004958	ASTEI20_032999	LOC129797120
OG0004959	ASTEI20_036974	LOC129787664
OG0004960	ASTEI20_032368	LOC129797404
OG0004961	ASTEI20_043363	LOC129796968
OG0004962	ASTEI20_034426	LOC129787099
OG0004963	ASTEI20_045196	LOC129786041
OG0004964	ASTEI20_045630	LOC129797173
OG0004965	ASTEI20_031038	LOC129789733
OG0004966	ASTEI20_033178	LOC129789674
OG0004967	ASTEI20_042247	LOC129787927
OG0004968	ASTEI20_033076	LOC129793568
OG0004969	ASTEI20_032102	LOC129795964
OG0004970	ASTEI20_042665	LOC129791283
OG0004971	ASTEI20_036069	LOC129793004
OG0004972	ASTEI20_037639	LOC129787187
OG0004973	ASTEI20_031749	LOC129791605
OG0004974	ASTEI20_044503	LOC129794133
OG0004975	ASTEI20_037539	LOC129791412
OG0004976	ASTEI20_035485	LOC129787320
OG0004977	ASTEI20_036626	LOC129791609
OG0004978	ASTEI20_037144	LOC129787957
OG0004979	ASTEI20_045338	LOC129786316
OG0004980	ASTEI20_031379	LOC129797837
OG0004981	ASTEI20_044242	LOC129791765
OG0004982	ASTEI20_039380	LOC129792684
OG0004983	ASTEI20_034117	LOC129794017
OG0004985	ASTEI20_032811	LOC129792691
OG0004986	ASTEI20_038860	LOC129793990
OG0004987	ASTEI20_034235	LOC129789422
OG0004988	ASTEI20_039113	LOC129789431
OG0004989	ASTEI20_043462	LOC129789398
OG0004990	ASTEI20_041654	LOC129789412
OG0004991	ASTEI20_036566	LOC129787560
OG0004992	ASTEI20_034722	LOC129797757
OG0004993	ASTEI20_033948, ASTEI20_033333	LOC129795718
OG0004994	ASTEI20_032024	LOC129787551
OG0004995	ASTEI20_044875	LOC129795899
OG0004996	ASTEI20_030910	LOC129787503
OG0004997	ASTEI20_032586	LOC129792028
OG0004998	ASTEI20_042463	LOC129792110
OG0004999	ASTEI20_031254	LOC129795704
OG0005000	ASTEI20_034138	LOC129795618
OG0005001	ASTEI20_036315	LOC129794410
OG0005002	ASTEI20_045390	LOC129791911
OG0005003	ASTEI20_034087	LOC129787449
OG0005004	ASTEI20_040790	LOC129792487
OG0005005	ASTEI20_035223	LOC129787442
OG0005006	ASTEI20_042958	LOC129787455
OG0005007	ASTEI20_038951	LOC129790234
OG0005008	ASTEI20_044635	LOC129791384
OG0005009	ASTEI20_033078	LOC129791357
OG0005010	ASTEI20_041209	LOC129791345
OG0005011	ASTEI20_042438	LOC129790162
OG0005012	ASTEI20_034621	LOC129790282
OG0005013	ASTEI20_038436	LOC129790229
OG0005014	ASTEI20_040613	LOC129788659
OG0005015	ASTEI20_032484	LOC129789007
OG0005016	ASTEI20_044866	LOC129788931
OG0005017	ASTEI20_038819	LOC129788870
OG0005018	ASTEI20_039760	LOC129794096
OG0005019	ASTEI20_044592, ASTEI20_037990	LOC129790696
OG0005020	ASTEI20_033218	LOC129789128
OG0005021	ASTEI20_035644	LOC129791730
OG0005022	ASTEI20_042835	LOC129789601
OG0005023	ASTEI20_034698	LOC129788966
OG0005024	ASTEI20_039707	LOC129789149
OG0005025	ASTEI20_034992	LOC129796814
OG0005026	ASTEI20_030944	LOC129793779
OG0005027	ASTEI20_031520	LOC129793839
OG0005028	ASTEI20_045768	LOC129797605
OG0005029	ASTEI20_033505	LOC129790980
OG0005030	ASTEI20_031476	LOC129789691
OG0005032	ASTEI20_032337	LOC129796779
OG0005033	ASTEI20_033892	LOC129786587
OG0005034	ASTEI20_035565	LOC129797187
OG0005035	ASTEI20_036697	LOC129787324
OG0005036	ASTEI20_036220	LOC129789124
OG0005037	ASTEI20_032363	LOC129792160
OG0005038	ASTEI20_039316	LOC129790410
OG0005039	ASTEI20_035739	LOC129791071
OG0005040	ASTEI20_031738	LOC129789019
OG0005041	ASTEI20_034078	LOC129790748
OG0005042	ASTEI20_044871	LOC129788355
OG0005043	ASTEI20_030812	LOC129790124
OG0005044	ASTEI20_040363	LOC129792301
OG0005045	ASTEI20_045798	LOC129792789
OG0005046	ASTEI20_033143	LOC129792749
OG0005047	ASTEI20_045975	LOC129797041
OG0005048	ASTEI20_036972	LOC129792752
OG0005049	ASTEI20_041691	LOC129792594
OG0005050	ASTEI20_030822	LOC129792696
OG0005051	ASTEI20_042267	LOC129797693
OG0005052	ASTEI20_043735	LOC129792699
OG0005053	ASTEI20_033539	LOC129791768
OG0005054	ASTEI20_044728	LOC129786683
OG0005055	ASTEI20_036120	LOC129797008
OG0005056	ASTEI20_032387	LOC129797340
OG0005057	ASTEI20_043651	LOC129786413
OG0005058	ASTEI20_037957	LOC129797047
OG0005059	ASTEI20_044576	LOC129797251
OG0005060	ASTEI20_031740	LOC129789796
OG0005061	ASTEI20_034780	LOC129790293
OG0005062	ASTEI20_045987	LOC129790475
OG0005063	ASTEI20_038515	LOC129788951
OG0005064	ASTEI20_033778	LOC129790058
OG0005066	ASTEI20_045432	LOC129796523
OG0005067	ASTEI20_045460	LOC129792402
OG0005068	ASTEI20_043410	LOC129792409
OG0005069	ASTEI20_043730	LOC129790280
OG0005070	ASTEI20_035654, ASTEI20_032910	LOC129786601
OG0005071	ASTEI20_044427	LOC129791442
OG0005072	ASTEI20_031013, ASTEI20_037518	LOC129786172
OG0005073	ASTEI20_040808	LOC129797352
OG0005074	ASTEI20_040348	LOC129796006
OG0005075	ASTEI20_044722	LOC129786425
OG0005076	ASTEI20_039964	LOC129791443
OG0005077	ASTEI20_033593	LOC129788425
OG0005078	ASTEI20_035102	LOC129788430
OG0005079	ASTEI20_031599	LOC129791160
OG0005080	ASTEI20_032950	LOC129795793
OG0005081	ASTEI20_043089	LOC129795796
OG0005082	ASTEI20_038160	LOC129790844
OG0005083	ASTEI20_031225	LOC129788462
OG0005084	ASTEI20_031488	LOC129788468
OG0005085	ASTEI20_034886	LOC129787667
OG0005086	ASTEI20_037182	LOC129787675
OG0005088	ASTEI20_043295	LOC129787234
OG0005089	ASTEI20_031125	LOC129787060
OG0005090	ASTEI20_045847	LOC129790727
OG0005091	ASTEI20_036286	LOC129788705
OG0005092	ASTEI20_045887	LOC129786986
OG0005093	ASTEI20_035348	LOC129791840
OG0005094	ASTEI20_032008	LOC129792825
OG0005095	ASTEI20_033355	LOC129797410
OG0005096	ASTEI20_044758	LOC129787695
OG0005097	ASTEI20_034715	LOC129794959
OG0005098	ASTEI20_045406	LOC129791905
OG0005099	ASTEI20_036083	LOC129794462
OG0005100	ASTEI20_043561	LOC129796811
OG0005101	ASTEI20_043259	LOC129788068
OG0005102	ASTEI20_043166	LOC129794650
OG0005103	ASTEI20_036000	LOC129792981
OG0005104	ASTEI20_040264	LOC129794460
OG0005105	ASTEI20_042778	LOC129796685
OG0005106	ASTEI20_039440	LOC129796661
OG0005107	ASTEI20_043544	LOC129795689
OG0005108	ASTEI20_042801	LOC129796099
OG0005109	ASTEI20_037104	LOC129786110
OG0005110	ASTEI20_031535	LOC129786152
OG0005111	ASTEI20_041795	LOC129796585
OG0005112	ASTEI20_033738	LOC129796024
OG0005113	ASTEI20_041903	LOC129792251
OG0005114	ASTEI20_041105	LOC129795840
OG0005115	ASTEI20_030829	LOC129795868
OG0005116	ASTEI20_040422	LOC129795430
OG0005117	ASTEI20_041172	LOC129787178
OG0005118	ASTEI20_039206	LOC129790449
OG0005119	ASTEI20_045473	LOC129790861
OG0005120	ASTEI20_035619	LOC129790450
OG0005121	ASTEI20_032934	LOC129792440
OG0005122	ASTEI20_041015	LOC129797471
OG0005123	ASTEI20_040974	LOC129792450
OG0005124	ASTEI20_040119	LOC129797449
OG0005125	ASTEI20_030865	LOC129797697
OG0005126	ASTEI20_042551	LOC129797718
OG0005127	ASTEI20_035356	LOC129797711
OG0005128	ASTEI20_032172	LOC129788887
OG0005129	ASTEI20_044319	LOC129786136
OG0005130	ASTEI20_036893	LOC129795579
OG0005131	ASTEI20_032674	LOC129794599
OG0005132	ASTEI20_045343	LOC129794128
OG0005133	ASTEI20_041030	LOC129794001
OG0005134	ASTEI20_036075	LOC129792249
OG0005135	ASTEI20_030800	LOC129794010
OG0005136	ASTEI20_042470	LOC129793695
OG0005137	ASTEI20_034434	LOC129793150
OG0005138	ASTEI20_041544	LOC129792250
OG0005139	ASTEI20_045545	LOC129793486
OG0005140	ASTEI20_035993	LOC129788398
OG0005141	ASTEI20_031221	LOC129788456
OG0005142	ASTEI20_040795	LOC129788690
OG0005143	ASTEI20_039226	LOC129787604
OG0005144	ASTEI20_042178	LOC129797684
OG0005145	ASTEI20_031683	LOC129797278
OG0005146	ASTEI20_042341	LOC129794906
OG0005147	ASTEI20_032066	LOC129794758
OG0005148	ASTEI20_040814	LOC129791022
OG0005149	ASTEI20_037764	LOC129787828
OG0005150	ASTEI20_045260	LOC129787330
OG0005151	ASTEI20_044107	LOC129789561
OG0005152	ASTEI20_035085	LOC129793934
OG0005153	ASTEI20_042181	LOC129788512
OG0005155	ASTEI20_039108	LOC129789349
OG0005156	ASTEI20_044714	LOC129790043
OG0005157	ASTEI20_030891	LOC129788490
OG0005158	ASTEI20_044137	LOC129790812
OG0005159	ASTEI20_043305	LOC129786694
OG0005161	ASTEI20_033464	LOC129788911
OG0005162	ASTEI20_039600	LOC129786704
OG0005164	ASTEI20_032668	LOC129786689
OG0005165	ASTEI20_039501	LOC129795562
OG0005166	ASTEI20_040190	LOC129787534
OG0005167	ASTEI20_040875	LOC129792237
OG0005168	ASTEI20_035133	LOC129786942
OG0005169	ASTEI20_040374	LOC129795277
OG0005170	ASTEI20_042682	LOC129790166
OG0005171	ASTEI20_037657	LOC129795385
OG0005172	ASTEI20_039543	LOC129796437
OG0005173	ASTEI20_045669, ASTEI20_042655	LOC129795614
OG0005174	ASTEI20_042511	LOC129796475
OG0005175	ASTEI20_039405	LOC129786880, LOC129795716
OG0005176	ASTEI20_042044	LOC129795493
OG0005177	ASTEI20_038920	LOC129792326
OG0005178	ASTEI20_041704	LOC129794903
OG0005179	ASTEI20_041142	LOC129792915
OG0005180	ASTEI20_037820	LOC129793574
OG0005181	ASTEI20_042331	LOC129793797
OG0005182	ASTEI20_042931, ASTEI20_033013	LOC129793280
OG0005183	ASTEI20_045840	LOC129791208
OG0005184	ASTEI20_038019	LOC129788576
OG0005185	ASTEI20_035906	LOC129797438
OG0005187	ASTEI20_038981	LOC129793851
OG0005188	ASTEI20_037713	LOC129797419
OG0005189	ASTEI20_036488	LOC129793601
OG0005190	ASTEI20_031372	LOC129792870
OG0005191	ASTEI20_034222	LOC129791432
OG0005192	ASTEI20_039109	LOC129793975
OG0005193	ASTEI20_038686	LOC129794938
OG0005194	ASTEI20_034705	LOC129786141
OG0005195	ASTEI20_043531, ASTEI20_037616	LOC129791973
OG0005196	ASTEI20_044343	LOC129792019
OG0005197	ASTEI20_032152	LOC129788924
OG0005198	ASTEI20_037813	LOC129793620
OG0005199	ASTEI20_031264	LOC129793506
OG0005200	ASTEI20_044997	LOC129795433
OG0005201	ASTEI20_035706	LOC129794212
OG0005202	ASTEI20_044779, ASTEI20_045724	LOC129793623
OG0005203	ASTEI20_039693	LOC129794211
OG0005204	ASTEI20_041037	LOC129797813
OG0005205	ASTEI20_038090	LOC129789928
OG0005206	ASTEI20_036404	LOC129797143
OG0005207	ASTEI20_041812	LOC129790336
OG0005208	ASTEI20_038456	LOC129791139
OG0005209	ASTEI20_045879	LOC129793393
OG0005210	ASTEI20_038291	LOC129789528
OG0005211	ASTEI20_037594	LOC129796499
OG0005212	ASTEI20_042193	LOC129796341
OG0005213	ASTEI20_035383	LOC129794667
OG0005214	ASTEI20_034085	LOC129796434
OG0005215	ASTEI20_037069	LOC129794665
OG0005216	ASTEI20_032615	LOC129796015
OG0005217	ASTEI20_031034	LOC129794838
OG0005218	ASTEI20_041967	LOC129795929
OG0005219	ASTEI20_042891	LOC129793817
OG0005220	ASTEI20_034774	LOC129787943
OG0005221	ASTEI20_032049	LOC129789589
OG0005222	ASTEI20_037180	LOC129797039
OG0005223	ASTEI20_032446	LOC129792239
OG0005224	ASTEI20_034690	LOC129794984
OG0005225	ASTEI20_037999	LOC129788391
OG0005226	ASTEI20_031655	LOC129795875
OG0005227	ASTEI20_039450	LOC129794885
OG0005228	ASTEI20_044802	LOC129795842
OG0005229	ASTEI20_033001	LOC129794033
OG0005230	ASTEI20_037658	LOC129795852
OG0005231	ASTEI20_036767	LOC129795480
OG0005232	ASTEI20_036347	LOC129788982
OG0005233	ASTEI20_032593	LOC129796115
OG0005234	ASTEI20_033693	LOC129787507
OG0005235	ASTEI20_034455	LOC129791610
OG0005236	ASTEI20_031542	LOC129794202
OG0005237	ASTEI20_038725	LOC129796630
OG0005238	ASTEI20_039235	LOC129794216
OG0005239	ASTEI20_037710	LOC129788840
OG0005240	ASTEI20_040432	LOC129788141
OG0005241	ASTEI20_035630	LOC129790807
OG0005242	ASTEI20_043667	LOC129792142
OG0005243	ASTEI20_033756	LOC129796817
OG0005244	ASTEI20_031187	LOC129796889
OG0005245	ASTEI20_040284	LOC129795728
OG0005246	ASTEI20_031639	LOC129789848
OG0005247	ASTEI20_031983	LOC129792221
OG0005248	ASTEI20_041756	LOC129789905
OG0005249	ASTEI20_038273	LOC129794657
OG0005250	ASTEI20_031172	LOC129787416
OG0005251	ASTEI20_046075	LOC129795177
OG0005252	ASTEI20_042087	LOC129794685
OG0005253	ASTEI20_037562	LOC129794800
OG0005254	ASTEI20_036677	LOC129794675
OG0005255	ASTEI20_041171	LOC129793467
OG0005256	ASTEI20_042974	LOC129791639
OG0005257	ASTEI20_045498	LOC129792242
OG0005258	ASTEI20_031095	LOC129792983
OG0005259	ASTEI20_040503	LOC129797775
OG0005260	ASTEI20_035047	LOC129791179
OG0005261	ASTEI20_045761	LOC129797596
OG0005262	ASTEI20_043569	LOC129797638
OG0005263	ASTEI20_033498	LOC129792401
OG0005264	ASTEI20_043589	LOC129791174
OG0005265	ASTEI20_032144	LOC129794221
OG0005266	ASTEI20_036002, ASTEI20_042154	LOC129793369
OG0005267	ASTEI20_045339	LOC129786219
OG0005268	ASTEI20_033348	LOC129790907
OG0005269	ASTEI20_038671	LOC129790128
OG0005270	ASTEI20_032877	LOC129787086
OG0005271	ASTEI20_035737	LOC129797865
OG0005272	ASTEI20_034518	LOC129785911
OG0005273	ASTEI20_039750	LOC129787764
OG0005274	ASTEI20_037754	LOC129793621
OG0005275	ASTEI20_041033	LOC129795553
OG0005276	ASTEI20_043288	LOC129788683
OG0005277	ASTEI20_040689	LOC129786047
OG0005278	ASTEI20_041512	LOC129788026
OG0005279	ASTEI20_033216	LOC129792391
OG0005280	ASTEI20_031142	LOC129786241
OG0005281	ASTEI20_038364	LOC129785978
OG0005282	ASTEI20_031863	LOC129787518
OG0005283	ASTEI20_034889	LOC129788404
OG0005284	ASTEI20_034450	LOC129791834
OG0005285	ASTEI20_045618	LOC129787740
OG0005286	ASTEI20_041858	LOC129786739
OG0005287	ASTEI20_042534	LOC129786749
OG0005288	ASTEI20_044606	LOC129793314
OG0005289	ASTEI20_033724	LOC129796257
OG0005290	ASTEI20_038902	LOC129791183
OG0005291	ASTEI20_038219	LOC129790236
OG0005292	ASTEI20_032638	LOC129791352
OG0005293	ASTEI20_042100	LOC129791348
OG0005294	ASTEI20_044003	LOC129791311
OG0005295	ASTEI20_031278	LOC129790368
OG0005296	ASTEI20_040867	LOC129797533
OG0005297	ASTEI20_036067	LOC129797552
OG0005298	ASTEI20_034064	LOC129786758
OG0005299	ASTEI20_038283	LOC129786941
OG0005300	ASTEI20_039998	LOC129792845
OG0005301	ASTEI20_034710	LOC129795870
OG0005302	ASTEI20_034309	LOC129786532
OG0005303	ASTEI20_033056	LOC129786620
OG0005304	ASTEI20_041480	LOC129786564
OG0005305	ASTEI20_042250	LOC129790148
OG0005306	ASTEI20_040698	LOC129797836
OG0005307	ASTEI20_045441	LOC129787039
OG0005308	ASTEI20_039197	LOC129787038
OG0005309	ASTEI20_042859	LOC129789836
OG0005310	ASTEI20_032870	LOC129795162
OG0005311	ASTEI20_040813	LOC129789542
OG0005312	ASTEI20_033543, ASTEI20_036698	LOC129790645
OG0005313	ASTEI20_030994	LOC129790127
OG0005314	ASTEI20_036466	LOC129789995
OG0005315	ASTEI20_036645	LOC129789522
OG0005316	ASTEI20_036835	LOC129787388
OG0005317	ASTEI20_045438	LOC129789904
OG0005318	ASTEI20_033889	LOC129795055
OG0005319	ASTEI20_030804	LOC129791229
OG0005320	ASTEI20_035111	LOC129788877
OG0005321	ASTEI20_039461	LOC129794059
OG0005323	ASTEI20_043177	LOC129790038
OG0005324	ASTEI20_039227	LOC129791073
OG0005325	ASTEI20_042326	LOC129790034
OG0005326	ASTEI20_043390	LOC129791066
OG0005327	ASTEI20_042531	LOC129795691
OG0005328	ASTEI20_038597	LOC129797233
OG0005329	ASTEI20_039335	LOC129795461
OG0005330	ASTEI20_033359	LOC129795752
OG0005331	ASTEI20_034227	LOC129795504
OG0005332	ASTEI20_040262	LOC129795680
OG0005333	ASTEI20_039846	LOC129797223
OG0005334	ASTEI20_032988	LOC129792490
OG0005335	ASTEI20_041542	LOC129789531
OG0005336	ASTEI20_031949	LOC129792263
OG0005337	ASTEI20_038704	LOC129794170
OG0005338	ASTEI20_037378	LOC129790379
OG0005339	ASTEI20_043184	LOC129797553
OG0005340	ASTEI20_041572	LOC129791919
OG0005341	ASTEI20_034669	LOC129791824
OG0005342	ASTEI20_036371	LOC129791764
OG0005343	ASTEI20_045002	LOC129795168
OG0005344	ASTEI20_042599	LOC129791959
OG0005345	ASTEI20_038631	LOC129792240
OG0005346	ASTEI20_031680	LOC129789879
OG0005347	ASTEI20_038437	LOC129787397
OG0005348	ASTEI20_045849	LOC129787059
OG0005349	ASTEI20_033881	LOC129795738
OG0005350	ASTEI20_037505	LOC129797617
OG0005351	ASTEI20_040258	LOC129793729
OG0005352	ASTEI20_035808	LOC129786305
OG0005353	ASTEI20_037246	LOC129790792
OG0005354	ASTEI20_036619	LOC129788893
OG0005355	ASTEI20_045863	LOC129790012
OG0005356	ASTEI20_041541	LOC129787275
OG0005357	ASTEI20_033198	LOC129790014
OG0005358	ASTEI20_046146	LOC129790207
OG0005359	ASTEI20_042764	LOC129793932
OG0005360	ASTEI20_034535	LOC129789961
OG0005361	ASTEI20_036033	LOC129790191
OG0005362	ASTEI20_041420	LOC129788416
OG0005363	ASTEI20_033253	LOC129788818
OG0005364	ASTEI20_045534	LOC129789983
OG0005365	ASTEI20_042274	LOC129797250
OG0005366	ASTEI20_033202	LOC129788844
OG0005367	ASTEI20_044212	LOC129788184
OG0005368	ASTEI20_034995	LOC129787674
OG0005369	ASTEI20_035477	LOC129794917
OG0005370	ASTEI20_045027	LOC129795894
OG0005371	ASTEI20_036746	LOC129795119
OG0005372	ASTEI20_041955	LOC129795902
OG0005373	ASTEI20_038158	LOC129790794
OG0005374	ASTEI20_032001	LOC129789146
OG0005375	ASTEI20_031293	LOC129789382
OG0005376	ASTEI20_045251	LOC129790850
OG0005377	ASTEI20_039261	LOC129790878
OG0005378	ASTEI20_035669	LOC129788731
OG0005379	ASTEI20_042920	LOC129795635
OG0005380	ASTEI20_035881	LOC129797327
OG0005381	ASTEI20_037233	LOC129789695
OG0005382	ASTEI20_042194	LOC129797326
OG0005383	ASTEI20_042005	LOC129791288
OG0005384	ASTEI20_033481	LOC129790324
OG0005385	ASTEI20_044946	LOC129793236
OG0005386	ASTEI20_039201	LOC129789020
OG0005387	ASTEI20_031449, ASTEI20_031859	LOC129795683
OG0005389	ASTEI20_035359, ASTEI20_036036	LOC129793310
OG0005390	ASTEI20_045549, ASTEI20_045520	LOC129792542
OG0005392	ASTEI20_045225	LOC129789312
OG0005393	ASTEI20_045772	LOC129785861
