Orthogroup	AstephensiUCISS2018	AaegyptiLVP_AGWG
OG0005831	ASTEI20_033229	AAEL009991
OG0005832	ASTEI20_040105	AAEL009999
OG0005833	ASTEI20_038936	AAEL010003
OG0005834	ASTEI20_038993	AAEL010007
OG0005835	ASTEI20_043386	AAEL010017
OG0005836	ASTEI20_031175	AAEL010018
OG0005837	ASTEI20_035253	AAEL010021
OG0005838	ASTEI20_041863	AAEL010027
OG0005839	ASTEI20_042732	AAEL010032
OG0005840	ASTEI20_033981	AAEL010040
OG0005841	ASTEI20_030987	AAEL010042
OG0005842	ASTEI20_043831	AAEL010043
OG0005843	ASTEI20_033951	AAEL010046
OG0005844	ASTEI20_031992	AAEL010047
OG0005845	ASTEI20_034869	AAEL010052
OG0005846	ASTEI20_039341	AAEL010053
OG0005847	ASTEI20_032428	AAEL010054
OG0005848	ASTEI20_045541	AAEL010057
OG0005849	ASTEI20_039588	AAEL010058
OG0005850	ASTEI20_032757, ASTEI20_040566	AAEL010060
OG0005851	ASTEI20_042726	AAEL010063
OG0005852	ASTEI20_030964	AAEL010068
OG0005853	ASTEI20_041611	AAEL010073
OG0005854	ASTEI20_037833	AAEL010077
OG0005855	ASTEI20_037031	AAEL010078
OG0005856	ASTEI20_034881	AAEL010081
OG0005857	ASTEI20_034061	AAEL010082
OG0005858	ASTEI20_039310	AAEL010083
OG0005859	ASTEI20_042679	AAEL010084
OG0005860	ASTEI20_032709	AAEL010085
OG0005861	ASTEI20_032850	AAEL010086
OG0005862	ASTEI20_034336	AAEL010102
OG0005863	ASTEI20_035095	AAEL010105
OG0005864	ASTEI20_040129, ASTEI20_035386	AAEL010109
OG0005865	ASTEI20_032781	AAEL010112
OG0005866	ASTEI20_033326	AAEL010116
OG0005867	ASTEI20_036216	AAEL010119
OG0005868	ASTEI20_032282	AAEL010123
OG0005869	ASTEI20_043632	AAEL010135
OG0005870	ASTEI20_036589	AAEL010136
OG0005871	ASTEI20_038542	AAEL010141
OG0005872	ASTEI20_041053	AAEL010142
OG0005873	ASTEI20_032717	AAEL010143
OG0005874	ASTEI20_039103	AAEL010146
OG0005875	ASTEI20_043126	AAEL010159
OG0005876	ASTEI20_042185	AAEL010168
OG0005877	ASTEI20_042825	AAEL010170
OG0005878	ASTEI20_046157	AAEL010171
OG0005879	ASTEI20_031336	AAEL010177
OG0005880	ASTEI20_037102	AAEL010180
OG0005881	ASTEI20_033048	AAEL010181
OG0005882	ASTEI20_035660	AAEL010193
OG0005883	ASTEI20_039243	AAEL010197
OG0005884	ASTEI20_044034	AAEL010200
OG0005885	ASTEI20_044071	AAEL010205
OG0005886	ASTEI20_045290	AAEL010206
OG0005887	ASTEI20_035999	AAEL010217
OG0005888	ASTEI20_039859	AAEL010220
OG0005889	ASTEI20_041886	AAEL010221
OG0005890	ASTEI20_038235	AAEL010223
OG0005891	ASTEI20_033118	AAEL010224
OG0005892	ASTEI20_041884	AAEL010230
OG0005893	ASTEI20_032146	AAEL010245
OG0005894	ASTEI20_034019	AAEL010248
OG0005895	ASTEI20_034718	AAEL010249
OG0005896	ASTEI20_041946	AAEL010253
OG0005897	ASTEI20_040590	AAEL010254
OG0005898	ASTEI20_044363	AAEL010256
OG0005899	ASTEI20_044228	AAEL010262
OG0005900	ASTEI20_043882	AAEL010276
OG0005901	ASTEI20_041994	AAEL010284
OG0005902	ASTEI20_044782	AAEL010294
OG0005903	ASTEI20_037501	AAEL010296
OG0005904	ASTEI20_032154	AAEL010299
OG0005905	ASTEI20_031291	AAEL010306
OG0005906	ASTEI20_044931	AAEL010308
OG0005907	ASTEI20_045248	AAEL010315
OG0005908	ASTEI20_038161	AAEL010316
OG0005909	ASTEI20_038376	AAEL010317
OG0005910	ASTEI20_041096	AAEL010321
OG0005911	ASTEI20_043345	AAEL010322
OG0005912	ASTEI20_043208	AAEL010326
OG0005913	ASTEI20_031629	AAEL010334
OG0005914	ASTEI20_045528	AAEL010336
OG0005915	ASTEI20_040921	AAEL010340
OG0005916	ASTEI20_030855	AAEL010341
OG0005917	ASTEI20_046148, ASTEI20_041232	AAEL010342
OG0005918	ASTEI20_033039	AAEL010343
OG0005919	ASTEI20_040212	AAEL010345
OG0005920	ASTEI20_045082	AAEL010347
OG0005921	ASTEI20_040192	AAEL010349
OG0005922	ASTEI20_045862	AAEL010353
OG0005923	ASTEI20_034285	AAEL010359
OG0005924	ASTEI20_038787	AAEL010362
OG0005925	ASTEI20_033703	AAEL010368
OG0005926	ASTEI20_041345	AAEL010371
OG0005927	ASTEI20_042696	AAEL010373
OG0005928	ASTEI20_044841	AAEL010377
OG0005929	ASTEI20_032909	AAEL010388
OG0005930	ASTEI20_041087	AAEL010401
OG0005931	ASTEI20_031389	AAEL010402
OG0005932	ASTEI20_041049	AAEL010403
OG0005933	ASTEI20_032769	AAEL010408
OG0005934	ASTEI20_030929	AAEL010427
OG0005935	ASTEI20_043995	AAEL010430
OG0005936	ASTEI20_037823	AAEL010433
OG0005937	ASTEI20_035248	AAEL010437
OG0005938	ASTEI20_033597	AAEL010444
OG0005939	ASTEI20_044418	AAEL010445
OG0005940	ASTEI20_032681	AAEL010447
OG0005941	ASTEI20_032957	AAEL010450
OG0005942	ASTEI20_041931	AAEL010453
OG0005943	ASTEI20_039062	AAEL010455
OG0005944	ASTEI20_044088	AAEL010459
OG0005945	ASTEI20_040580	AAEL010467
OG0005946	ASTEI20_037847	AAEL010469
OG0005947	ASTEI20_035691	AAEL010470
OG0005948	ASTEI20_034724	AAEL010471
OG0005949	ASTEI20_041495	AAEL010472
OG0005950	ASTEI20_042321	AAEL010473
OG0005951	ASTEI20_043420	AAEL010474
OG0005952	ASTEI20_033621	AAEL010476
OG0005953	ASTEI20_032179	AAEL010486
OG0005954	ASTEI20_042568	AAEL010491
OG0005955	ASTEI20_036960	AAEL010496
OG0005956	ASTEI20_035542	AAEL010502
OG0005957	ASTEI20_034223	AAEL010504
OG0005958	ASTEI20_046010	AAEL010505
OG0005959	ASTEI20_032708	AAEL010506
OG0005960	ASTEI20_040543	AAEL010508
OG0005961	ASTEI20_042559	AAEL010514
OG0005962	ASTEI20_043146	AAEL010516
OG0005963	ASTEI20_040308	AAEL010520
OG0005964	ASTEI20_034985	AAEL010523
OG0005965	ASTEI20_035682	AAEL010529
OG0005966	ASTEI20_031385	AAEL010538
OG0005967	ASTEI20_037052	AAEL010541
OG0005968	ASTEI20_032055	AAEL010551
OG0005969	ASTEI20_032184	AAEL010559
OG0005970	ASTEI20_041907	AAEL010564
OG0005971	ASTEI20_036031	AAEL010569
OG0005972	ASTEI20_041484	AAEL010570
OG0005973	ASTEI20_044805	AAEL010572
OG0005974	ASTEI20_031510	AAEL010577
OG0005975	ASTEI20_031068	AAEL010581
OG0005976	ASTEI20_039768	AAEL010585
OG0005977	ASTEI20_038960	AAEL010590
OG0005978	ASTEI20_038348	AAEL010592
OG0005979	ASTEI20_041626	AAEL010596
OG0005980	ASTEI20_033177	AAEL010602
OG0005981	ASTEI20_043356	AAEL010607
OG0005982	ASTEI20_043527	AAEL010608
OG0005983	ASTEI20_044921	AAEL010610
OG0005984	ASTEI20_043844	AAEL010623
OG0005985	ASTEI20_045986	AAEL010625
OG0005986	ASTEI20_043220	AAEL010627
OG0005987	ASTEI20_043112	AAEL010641
OG0005988	ASTEI20_030901	AAEL010642
OG0005989	ASTEI20_041405	AAEL010650
OG0005990	ASTEI20_038372	AAEL010655
OG0005991	ASTEI20_039446	AAEL010657
OG0005992	ASTEI20_043951	AAEL010661
OG0005993	ASTEI20_044354	AAEL010663
OG0005994	ASTEI20_045160	AAEL010665
OG0005995	ASTEI20_042442	AAEL010678
OG0005996	ASTEI20_044373	AAEL010679
OG0005997	ASTEI20_045037	AAEL010682
OG0005998	ASTEI20_034993	AAEL010684
OG0005999	ASTEI20_033907	AAEL010685
OG0006000	ASTEI20_031098	AAEL010688
OG0006001	ASTEI20_035977	AAEL010689
OG0006002	ASTEI20_038979	AAEL010694
OG0006003	ASTEI20_041610	AAEL010710
OG0006004	ASTEI20_038044	AAEL010711
OG0006005	ASTEI20_036522	AAEL010712
OG0006006	ASTEI20_041698	AAEL010728
OG0006007	ASTEI20_037511	AAEL010730
OG0006008	ASTEI20_041133	AAEL010731
OG0006009	ASTEI20_045705	AAEL010733
OG0006010	ASTEI20_040260	AAEL010738
OG0006011	ASTEI20_036427	AAEL010743
OG0006012	ASTEI20_035011	AAEL010749
OG0006013	ASTEI20_031574	AAEL010755
OG0006014	ASTEI20_030817	AAEL010756
OG0006015	ASTEI20_031011	AAEL010759
OG0006016	ASTEI20_041376	AAEL010760
OG0006017	ASTEI20_032839	AAEL010762
OG0006018	ASTEI20_031938	AAEL010764
OG0006019	ASTEI20_039128	AAEL010766
OG0006020	ASTEI20_044044	AAEL010777
OG0006021	ASTEI20_039902	AAEL010779
OG0006022	ASTEI20_041041	AAEL010783
OG0006023	ASTEI20_032214	AAEL010784
OG0006024	ASTEI20_037592	AAEL010787
OG0006025	ASTEI20_045014	AAEL010793
OG0006026	ASTEI20_042230	AAEL010794
OG0006027	ASTEI20_041473	AAEL010796
OG0006028	ASTEI20_034037	AAEL010797
OG0006029	ASTEI20_038998	AAEL010798
OG0006030	ASTEI20_042472	AAEL010800
OG0006031	ASTEI20_030920	AAEL010801
OG0006032	ASTEI20_037787	AAEL010802
OG0006033	ASTEI20_036804	AAEL010803
OG0006034	ASTEI20_038479	AAEL010808
OG0006035	ASTEI20_044973	AAEL010809
OG0006036	ASTEI20_043980	AAEL010810
OG0006037	ASTEI20_040914	AAEL010814
OG0006038	ASTEI20_031825	AAEL010819
OG0006039	ASTEI20_032743	AAEL010822
OG0006040	ASTEI20_034165	AAEL010823
OG0006041	ASTEI20_031369	AAEL010826
OG0006042	ASTEI20_035741	AAEL010829
OG0006043	ASTEI20_042077	AAEL010831
OG0006044	ASTEI20_044099	AAEL010835
OG0006045	ASTEI20_038986	AAEL010840
OG0006046	ASTEI20_032013	AAEL010843
OG0006047	ASTEI20_039576	AAEL010844
OG0006048	ASTEI20_044047	AAEL010850
OG0006049	ASTEI20_031568, ASTEI20_036450	AAEL010854
OG0006050	ASTEI20_033909	AAEL010856
OG0006051	ASTEI20_030900	AAEL010860
OG0006052	ASTEI20_041962	AAEL010861
OG0006053	ASTEI20_039247	AAEL010868
OG0006054	ASTEI20_032513	AAEL010877
OG0006055	ASTEI20_039073	AAEL010879
OG0006056	ASTEI20_034317	AAEL010883
OG0006057	ASTEI20_041662	AAEL010892
OG0006058	ASTEI20_045616	AAEL010898
OG0006059	ASTEI20_038507	AAEL010903
OG0006060	ASTEI20_040062	AAEL010906
OG0006061	ASTEI20_032723	AAEL010911
OG0006062	ASTEI20_041143	AAEL010931
OG0006063	ASTEI20_041667	AAEL010933
OG0006064	ASTEI20_038494	AAEL010939
OG0006065	ASTEI20_042296	AAEL028163, AAEL010942
OG0006066	ASTEI20_030934	AAEL010943
OG0006067	ASTEI20_038113	AAEL010945
OG0006068	ASTEI20_043366	AAEL010946, AAEL023509
OG0006069	ASTEI20_039301	AAEL010950
OG0006070	ASTEI20_033125	AAEL010951
OG0006071	ASTEI20_040723	AAEL010953
OG0006072	ASTEI20_034575	AAEL010960
OG0006073	ASTEI20_036273	AAEL010966
OG0006074	ASTEI20_034495	AAEL010968
OG0006075	ASTEI20_045411	AAEL010970
OG0006076	ASTEI20_039177	AAEL010971
OG0006077	ASTEI20_041372	AAEL010974
OG0006078	ASTEI20_042526	AAEL010975
OG0006079	ASTEI20_038302	AAEL010977
OG0006080	ASTEI20_033149	AAEL010991
OG0006081	ASTEI20_034136	AAEL010993
OG0006082	ASTEI20_035466	AAEL010998
OG0006083	ASTEI20_042290	AAEL011006
OG0006084	ASTEI20_034948, ASTEI20_041042	AAEL011011
OG0006085	ASTEI20_043850	AAEL011012
OG0006086	ASTEI20_036780	AAEL011014
OG0006087	ASTEI20_032221	AAEL011017
OG0006088	ASTEI20_033261	AAEL011021
OG0006089	ASTEI20_039993	AAEL011022
OG0006090	ASTEI20_036652	AAEL011051
OG0006091	ASTEI20_042342	AAEL011052
OG0006092	ASTEI20_039918	AAEL011057
OG0006093	ASTEI20_035806	AAEL011063
OG0006094	ASTEI20_041300	AAEL011068
OG0006095	ASTEI20_044644	AAEL011070
OG0006096	ASTEI20_042120	AAEL011071
OG0006097	ASTEI20_042390	AAEL011080
OG0006098	ASTEI20_037532	AAEL011082
OG0006099	ASTEI20_042263	AAEL011083
OG0006100	ASTEI20_044325	AAEL011084
OG0006101	ASTEI20_032475	AAEL011087
OG0006102	ASTEI20_043902	AAEL011088
OG0006103	ASTEI20_032331	AAEL011090
OG0006104	ASTEI20_032689	AAEL011092
OG0006105	ASTEI20_031499, ASTEI20_042225	AAEL011093
OG0006106	ASTEI20_040742	AAEL011096
OG0006107	ASTEI20_037535	AAEL011099
OG0006108	ASTEI20_040139	AAEL011103
OG0006109	ASTEI20_039638	AAEL011109
OG0006110	ASTEI20_042522	AAEL011111
OG0006111	ASTEI20_042685	AAEL011113
OG0006112	ASTEI20_039568	AAEL011116
OG0006113	ASTEI20_032823	AAEL011117
OG0006114	ASTEI20_038252	AAEL011121
OG0006115	ASTEI20_032920	AAEL011133
OG0006116	ASTEI20_035552	AAEL011134
OG0006117	ASTEI20_031969	AAEL011140
OG0006118	ASTEI20_033297	AAEL011158
OG0006119	ASTEI20_039623	AAEL011163
OG0006120	ASTEI20_035898	AAEL011171
OG0006121	ASTEI20_035643	AAEL011172
OG0006122	ASTEI20_045634	AAEL011173
OG0006123	ASTEI20_045658, ASTEI20_030826	AAEL011178
OG0006124	ASTEI20_036054	AAEL011191
OG0006125	ASTEI20_038884	AAEL011192
OG0006126	ASTEI20_031295	AAEL011199
OG0006127	ASTEI20_034890	AAEL011201
OG0006128	ASTEI20_045475	AAEL011202
OG0006129	ASTEI20_035687	AAEL011203
OG0006130	ASTEI20_038263	AAEL011209
OG0006131	ASTEI20_039714	AAEL011212
OG0006132	ASTEI20_040147	AAEL011216
OG0006133	ASTEI20_043306	AAEL011217
OG0006134	ASTEI20_043456	AAEL011231
OG0006135	ASTEI20_033697	AAEL011232
OG0006136	ASTEI20_032267	AAEL011240
OG0006137	ASTEI20_043358	AAEL011242
OG0006138	ASTEI20_031908	AAEL011251
OG0006139	ASTEI20_035257	AAEL011254
OG0006140	ASTEI20_031972	AAEL011273
OG0006141	ASTEI20_038296	AAEL022769, AAEL011275
OG0006142	ASTEI20_040951	AAEL011276
OG0006143	ASTEI20_032719	AAEL011279
OG0006144	ASTEI20_038806	AAEL011282
OG0006145	ASTEI20_032124	AAEL011283
OG0006146	ASTEI20_039361	AAEL011289
OG0006147	ASTEI20_032412	AAEL011301
OG0006148	ASTEI20_037561	AAEL011303
OG0006149	ASTEI20_040719	AAEL011306
OG0006150	ASTEI20_038818	AAEL011307
OG0006151	ASTEI20_033184, ASTEI20_038696	AAEL011309
OG0006152	ASTEI20_041068	AAEL011317
OG0006153	ASTEI20_043924	AAEL011320
OG0006154	ASTEI20_035121	AAEL011323
OG0006155	ASTEI20_043876	AAEL011325
OG0006156	ASTEI20_043532	AAEL011338
OG0006157	ASTEI20_036980	AAEL011340
OG0006158	ASTEI20_030867	AAEL011343
OG0006159	ASTEI20_044880	AAEL011347
OG0006160	ASTEI20_040005	AAEL011350
OG0006161	ASTEI20_033630	AAEL011355
OG0006162	ASTEI20_041359	AAEL021866, AAEL011358
OG0006163	ASTEI20_036605	AAEL011361
OG0006164	ASTEI20_042933	AAEL011365
OG0006165	ASTEI20_041657	AAEL011369
OG0006166	ASTEI20_040798	AAEL011371
OG0006167	ASTEI20_045569	AAEL011376
OG0006168	ASTEI20_030839	AAEL011385
OG0006169	ASTEI20_041620	AAEL011386
OG0006170	ASTEI20_041823	AAEL011387
OG0006171	ASTEI20_040312	AAEL011388
OG0006172	ASTEI20_045877	AAEL011389
OG0006173	ASTEI20_037618	AAEL011391
OG0006174	ASTEI20_042819	AAEL011394
OG0006175	ASTEI20_035590	AAEL011395
OG0006176	ASTEI20_032777	AAEL011412
OG0006177	ASTEI20_044922	AAEL011413
OG0006178	ASTEI20_045937	AAEL011421
OG0006179	ASTEI20_037961	AAEL011425
OG0006180	ASTEI20_040125	AAEL011435
OG0006181	ASTEI20_044302	AAEL011441
OG0006182	ASTEI20_038181	AAEL011442
OG0006183	ASTEI20_042135	AAEL011447
OG0006184	ASTEI20_032530	AAEL011459
OG0006185	ASTEI20_037530	AAEL011462
OG0006186	ASTEI20_044692	AAEL011463
OG0006187	ASTEI20_031580	AAEL011469
OG0006188	ASTEI20_043766	AAEL011470
OG0006189	ASTEI20_036840	AAEL011473
OG0006190	ASTEI20_039291	AAEL011476
OG0006191	ASTEI20_036118	AAEL025136, AAEL011494
OG0006192	ASTEI20_034793	AAEL011496
OG0006193	ASTEI20_038260	AAEL011502
OG0006194	ASTEI20_044766	AAEL011505
OG0006195	ASTEI20_040487	AAEL011513
OG0006196	ASTEI20_036801	AAEL011541
OG0006197	ASTEI20_038659	AAEL011548
OG0006198	ASTEI20_044130	AAEL011551
OG0006199	ASTEI20_031414	AAEL011561
OG0006200	ASTEI20_031752	AAEL011564
OG0006201	ASTEI20_037944	AAEL011567
OG0006202	ASTEI20_042333	AAEL011570
OG0006203	ASTEI20_033517	AAEL011571
OG0006204	ASTEI20_031397	AAEL011583
OG0006205	ASTEI20_042066	AAEL011586
OG0006206	ASTEI20_038992	AAEL011588
OG0006207	ASTEI20_034771	AAEL011592
OG0006208	ASTEI20_044791	AAEL011594
OG0006209	ASTEI20_041587	AAEL011603
OG0006210	ASTEI20_042967	AAEL011627
OG0006211	ASTEI20_041711	AAEL011630
OG0006212	ASTEI20_045142	AAEL011635
OG0006213	ASTEI20_041444	AAEL011638
OG0006214	ASTEI20_041243	AAEL011641
OG0006215	ASTEI20_039072	AAEL011642
OG0006216	ASTEI20_046011	AAEL011648
OG0006217	ASTEI20_038607	AAEL011650
OG0006218	ASTEI20_043122	AAEL011652
OG0006219	ASTEI20_040346	AAEL011654
OG0006220	ASTEI20_038384	AAEL011655
OG0006221	ASTEI20_044536	AAEL011656
OG0006222	ASTEI20_042419	AAEL011657
OG0006223	ASTEI20_044914	AAEL011659
OG0006224	ASTEI20_037659	AAEL011661
OG0006225	ASTEI20_033288	AAEL011663
OG0006226	ASTEI20_036232	AAEL011664
OG0006227	ASTEI20_045159	AAEL011665
OG0006228	ASTEI20_040178	AAEL011666
OG0006229	ASTEI20_042450	AAEL011667
OG0006230	ASTEI20_032091	AAEL011684
OG0006231	ASTEI20_042775	AAEL011687
OG0006232	ASTEI20_044083	AAEL011693
OG0006233	ASTEI20_036211	AAEL011700
OG0006234	ASTEI20_042086	AAEL011701
OG0006235	ASTEI20_043794	AAEL011702
OG0006236	ASTEI20_032755	AAEL011703
OG0006237	ASTEI20_032928	AAEL011709
OG0006238	ASTEI20_043180	AAEL011710
OG0006239	ASTEI20_033615	AAEL011711
OG0006240	ASTEI20_034489	AAEL014844, AAEL011714
OG0006241	ASTEI20_033334	AAEL011728
OG0006242	ASTEI20_036443	AAEL011732
OG0006243	ASTEI20_032637	AAEL011733
OG0006244	ASTEI20_033375	AAEL011736
OG0006245	ASTEI20_040842	AAEL011737
OG0006246	ASTEI20_039746	AAEL011739
OG0006247	ASTEI20_043695	AAEL011741
OG0006248	ASTEI20_036736	AAEL011742
OG0006249	ASTEI20_033325	AAEL011744
OG0006250	ASTEI20_038410	AAEL011745
OG0006251	ASTEI20_035319	AAEL011746
OG0006252	ASTEI20_035608	AAEL011750
OG0006253	ASTEI20_032524	AAEL011752
OG0006254	ASTEI20_045345	AAEL011753
OG0006255	ASTEI20_038483	AAEL011757
OG0006256	ASTEI20_041664	AAEL011766
OG0006257	ASTEI20_042384	AAEL011770
OG0006258	ASTEI20_039305	AAEL011776
OG0006259	ASTEI20_042063	AAEL011779
OG0006260	ASTEI20_040183	AAEL011780
OG0006261	ASTEI20_035074	AAEL011781
OG0006262	ASTEI20_034153	AAEL011782
OG0006263	ASTEI20_033189	AAEL011784
OG0006264	ASTEI20_045695	AAEL011787
OG0006265	ASTEI20_031223	AAEL011789
OG0006266	ASTEI20_032793	AAEL011790
OG0006267	ASTEI20_041418	AAEL011799
OG0006268	ASTEI20_045461	AAEL011803
OG0006269	ASTEI20_038592	AAEL011811
OG0006270	ASTEI20_040495	AAEL011812
OG0006271	ASTEI20_040851	AAEL011813
OG0006272	ASTEI20_034614	AAEL011814
OG0006273	ASTEI20_043479	AAEL011817
OG0006274	ASTEI20_042244	AAEL011819
OG0006275	ASTEI20_035505	AAEL011826
OG0006276	ASTEI20_031923	AAEL011827
OG0006277	ASTEI20_038825	AAEL011837
OG0006278	ASTEI20_032563	AAEL011848
OG0006279	ASTEI20_039236	AAEL011857
OG0006280	ASTEI20_037250	AAEL011862
OG0006281	ASTEI20_045574	AAEL011866
OG0006282	ASTEI20_034484	AAEL011869
OG0006283	ASTEI20_036338	AAEL011871
OG0006284	ASTEI20_040269	AAEL011872
OG0006285	ASTEI20_044168	AAEL011873
OG0006286	ASTEI20_041819	AAEL011874
OG0006287	ASTEI20_038071	AAEL011881
OG0006288	ASTEI20_032405	AAEL011887
OG0006289	ASTEI20_034639	AAEL011897
OG0006290	ASTEI20_031991	AAEL011905
OG0006291	ASTEI20_040962	AAEL011912
OG0006292	ASTEI20_041649	AAEL011925
OG0006293	ASTEI20_043216	AAEL011926
OG0006294	ASTEI20_036437	AAEL011927
OG0006295	ASTEI20_033960	AAEL011928, AAEL013056
OG0006296	ASTEI20_035835	AAEL011934
OG0006297	ASTEI20_045599	AAEL011936
OG0006298	ASTEI20_040143	AAEL011937
OG0006299	ASTEI20_037026	AAEL011939
OG0006300	ASTEI20_045316	AAEL011958
OG0006301	ASTEI20_037685	AAEL011960
OG0006302	ASTEI20_038416	AAEL011962
OG0006303	ASTEI20_040235	AAEL011965
OG0006304	ASTEI20_044256	AAEL011969
OG0006305	ASTEI20_033806	AAEL011972
OG0006306	ASTEI20_034550	AAEL011974
OG0006307	ASTEI20_043661	AAEL011978
OG0006308	ASTEI20_031044	AAEL011981
OG0006309	ASTEI20_036010	AAEL011983
OG0006310	ASTEI20_046006	AAEL012011
OG0006311	ASTEI20_036040	AAEL012014
OG0006312	ASTEI20_039725	AAEL012023
OG0006313	ASTEI20_031269	AAEL012025
OG0006314	ASTEI20_030919	AAEL012026
OG0006315	ASTEI20_033427	AAEL012029
OG0006316	ASTEI20_045510	AAEL012031
OG0006317	ASTEI20_035082	AAEL012034
OG0006318	ASTEI20_032872	AAEL012035
OG0006319	ASTEI20_037584	AAEL012036
OG0006320	ASTEI20_044050	AAEL012052
OG0006321	ASTEI20_034318	AAEL012056
OG0006322	ASTEI20_038874	AAEL012060
OG0006323	ASTEI20_044205	AAEL012062
OG0006324	ASTEI20_038262	AAEL012071
OG0006325	ASTEI20_038952	AAEL012081
OG0006326	ASTEI20_041412	AAEL012091
OG0006327	ASTEI20_045177	AAEL012092
OG0006328	ASTEI20_032232	AAEL012093
OG0006329	ASTEI20_032655	AAEL012094
OG0006330	ASTEI20_038740	AAEL012096
OG0006331	ASTEI20_044577	AAEL012098
OG0006332	ASTEI20_031107	AAEL012100
OG0006333	ASTEI20_044534	AAEL012104
OG0006334	ASTEI20_046012	AAEL012106
OG0006335	ASTEI20_034950	AAEL012109
OG0006336	ASTEI20_041373	AAEL012110
OG0006337	ASTEI20_039347	AAEL012113
OG0006338	ASTEI20_040179	AAEL012117
OG0006339	ASTEI20_031697	AAEL012120
OG0006340	ASTEI20_039459	AAEL012122
OG0006341	ASTEI20_041374, ASTEI20_042490	AAEL012144
OG0006342	ASTEI20_033262	AAEL012147
OG0006343	ASTEI20_045580	AAEL012148
OG0006344	ASTEI20_033112	AAEL012152
OG0006345	ASTEI20_039718	AAEL012154
OG0006346	ASTEI20_042772	AAEL012156
OG0006347	ASTEI20_034597	AAEL012169
OG0006348	ASTEI20_044497	AAEL012171
OG0006349	ASTEI20_041868	AAEL012172
OG0006350	ASTEI20_034369	AAEL012175
OG0006351	ASTEI20_039458	AAEL012180
OG0006352	ASTEI20_031987	AAEL012185
OG0006353	ASTEI20_037828	AAEL012187
OG0006354	ASTEI20_035772	AAEL012195
OG0006355	ASTEI20_032763	AAEL012202
OG0006356	ASTEI20_039006	AAEL012209
OG0006357	ASTEI20_032612	AAEL012211
OG0006358	ASTEI20_034630	AAEL012212
OG0006359	ASTEI20_031555	AAEL012217
OG0006360	ASTEI20_032006	AAEL012218
OG0006361	ASTEI20_044152	AAEL012226
OG0006362	ASTEI20_034945	AAEL012227
OG0006363	ASTEI20_033973	AAEL012247
OG0006364	ASTEI20_045856	AAEL012248
OG0006365	ASTEI20_042335	AAEL012254
OG0006366	ASTEI20_039579	AAEL012258
OG0006367	ASTEI20_039672	AAEL012260
OG0006368	ASTEI20_039465	AAEL012264
OG0006369	ASTEI20_042068	AAEL012272
OG0006370	ASTEI20_033702	AAEL012273
OG0006371	ASTEI20_038778	AAEL012278
OG0006372	ASTEI20_045878	AAEL012279
OG0006373	ASTEI20_036297	AAEL012280
OG0006374	ASTEI20_036129	AAEL012284
OG0006375	ASTEI20_044169	AAEL012298
OG0006376	ASTEI20_037879	AAEL012306
OG0006377	ASTEI20_043225	AAEL012307
OG0006378	ASTEI20_037188	AAEL012310
OG0006379	ASTEI20_034038	AAEL012312
OG0006380	ASTEI20_044398	AAEL012313
OG0006381	ASTEI20_034334	AAEL012317
OG0006382	ASTEI20_042766	AAEL012318
OG0006383	ASTEI20_040688	AAEL012325
OG0006384	ASTEI20_043811	AAEL012326
OG0006385	ASTEI20_032171	AAEL012330
OG0006386	ASTEI20_044188	AAEL012352
OG0006387	ASTEI20_031341	AAEL012356
OG0006388	ASTEI20_046058	AAEL012369
OG0006389	ASTEI20_035357	AAEL012370
OG0006390	ASTEI20_041578	AAEL012371
OG0006391	ASTEI20_040061	AAEL012378
OG0006392	ASTEI20_035901	AAEL012388
OG0006393	ASTEI20_042657	AAEL012389
OG0006395	ASTEI20_033395	AAEL012393
OG0006396	ASTEI20_042307	AAEL012394
OG0006397	ASTEI20_043580	AAEL012397
OG0006398	ASTEI20_044250	AAEL012407
OG0006399	ASTEI20_036318	AAEL012409
OG0006400	ASTEI20_040833	AAEL012412
OG0006401	ASTEI20_035365	AAEL012413
OG0006402	ASTEI20_035403	AAEL012419
OG0006403	ASTEI20_034902	AAEL012427
OG0006404	ASTEI20_039542	AAEL012439
OG0006405	ASTEI20_037130, ASTEI20_035200	AAEL012443
OG0006406	ASTEI20_041419	AAEL012446
OG0006407	ASTEI20_044749	AAEL012456
OG0006408	ASTEI20_035287	AAEL012463
OG0006409	ASTEI20_036821	AAEL012471
OG0006410	ASTEI20_039371	AAEL012473
OG0006411	ASTEI20_046160	AAEL012475
OG0006412	ASTEI20_044998	AAEL012482
OG0006413	ASTEI20_045988	AAEL012489
OG0006414	ASTEI20_039248	AAEL012496
OG0006415	ASTEI20_040496	AAEL012503
OG0006416	ASTEI20_045989	AAEL012513
OG0006417	ASTEI20_043562	AAEL012514
OG0006418	ASTEI20_038453	AAEL012515
OG0006419	ASTEI20_041871	AAEL012519
OG0006420	ASTEI20_044924	AAEL012522
OG0006421	ASTEI20_037971	AAEL012545
OG0006422	ASTEI20_032687	AAEL012546
OG0006423	ASTEI20_032537	AAEL012547
OG0006424	ASTEI20_044070	AAEL012548
OG0006425	ASTEI20_034867	AAEL012553
OG0006426	ASTEI20_045977	AAEL012578
OG0006427	ASTEI20_040804	AAEL012586
OG0006428	ASTEI20_034801	AAEL012588
OG0006429	ASTEI20_038987	AAEL012610
OG0006430	ASTEI20_042675	AAEL012624
OG0006431	ASTEI20_034695	AAEL012633
