Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0005712	LOC109409845	ADIR011580
OG0005713	LOC115267945	ADIR007688
OG0005714	LOC109433230	ADIR009407
OG0005715	LOC109416338	ADIR009249
OG0005716	LOC109433258	ADIR009406
OG0005717	LOC109416326	ADIR004360
OG0005718	LOC109424528	ADIR009409
OG0005719	LOC109433229	ADIR009408
OG0005720	LOC109433266	ADIR009410
OG0005721	LOC109408009	ADIR008077
OG0005722	LOC109401934	ADIR003844
OG0005723	LOC115269531	ADIR000960
OG0005724	LOC109433005	ADIR001459
OG0005725	LOC115269569	ADIR001458
OG0005726	LOC109399088	ADIR002122
OG0005727	LOC109399102	ADIR000406
OG0005728	LOC109399132	ADIR002118
OG0005729	LOC109425707	ADIR007477
OG0005730	LOC109399090	ADIR002120
OG0005731	LOC109399607	ADIR005619
OG0005732	LOC134284448	ADIR001316
OG0005733	LOC134284447	ADIR005780
OG0005734	LOC109431240	ADIR000060
OG0005735	LOC109407702	ADIR000058
OG0005736	LOC109431254	ADIR000057
OG0005737	LOC109407704	ADIR000061
OG0005738	LOC134291464	ADIR009127
OG0005739	LOC109623050	ADIR005402
OG0005740	LOC109431578	ADIR001247
OG0005741	LOC109420002	ADIR008554
OG0005742	LOC109417771	ADIR005054
OG0005743	LOC109417567	ADIR005048
OG0005744	LOC109414898	ADIR009516
OG0005745	LOC134288263	ADIR009211
OG0005746	LOC134288267	ADIR009209
OG0005747	LOC134287205	ADIR009210
OG0005748	LOC109431660	ADIR009364
OG0005749	LOC109431693	ADIR006956
OG0005750	LOC134288262	ADIR009212
OG0005751	LOC109415965	ADIR002642
OG0005752	LOC134291412, LOC109411859	ADIR004437
OG0005753	LOC109411857	ADIR004439
OG0005754	LOC109411853	ADIR004444
OG0005755	LOC109414697	ADIR001034
OG0005756	LOC109412985	ADIR001160
OG0005757	LOC109422362	ADIR002231
OG0005758	LOC109428051	ADIR009886
OG0005759	LOC109418270	ADIR009884
OG0005760	LOC109428045	ADIR009879
OG0005761	LOC109418263	ADIR009880
OG0005762	LOC109423817	ADIR001655
OG0005763	LOC109418262	ADIR009878
OG0005764	LOC109419481	ADIR009133
OG0005765	LOC109397774	ADIR009140
OG0005766	LOC115269408	ADIR009141
OG0005767	LOC109428793	ADIR009145
OG0005768	LOC109402751	ADIR006514
OG0005769	LOC109402833	ADIR006516
OG0005770	LOC109402804	ADIR006525
OG0005771	LOC109422624	ADIR006515
OG0005772	LOC115253825	ADIR006519
OG0005773	LOC109422617	ADIR006518
OG0005774	LOC109422614	ADIR006524
OG0005775	LOC109422608	ADIR008919
OG0005776	LOC115267045	ADIR005878
OG0005777	LOC109410204	ADIR004712
OG0005779	LOC109409984	ADIR008797
OG0005780	LOC109420216	ADIR008801
OG0005781	LOC109402508	ADIR011165
OG0005783	LOC109411566	ADIR005596
OG0005784	LOC109414894	ADIR003234
OG0005785	LOC109397829	ADIR004119
OG0005786	LOC109397816	ADIR004122
OG0005787	LOC109405352	ADIR001322
OG0005788	LOC109422084	ADIR001175
OG0005789	LOC115254276	ADIR001411
OG0005790	LOC109408772	ADIR002204
OG0005791	LOC109432670	ADIR002208
OG0005792	LOC109406742	ADIR008042
OG0005793	LOC109411951	ADIR004084
OG0005794	LOC109406743	ADIR004109
OG0005795	LOC109401026	ADIR003691
OG0005796	LOC109420867	ADIR003690
OG0005797	LOC109427995	ADIR010028
OG0005798	LOC109418213	ADIR010038
OG0005799	LOC109418227	ADIR010031
OG0005800	LOC109431657	ADIR007870
OG0005801	LOC109431702	ADIR007868
OG0005802	LOC109430975	ADIR007873
OG0005803	LOC109430941	ADIR015503
OG0005804	LOC109432684	ADIR011009
OG0005805	LOC109409462	ADIR001217
OG0005806	LOC109409452	ADIR001534
OG0005807	LOC109409459	ADIR001355
OG0005808	LOC109405024	ADIR002818
OG0005809	LOC109405055	ADIR006437
OG0005810	LOC109621259	ADIR002819
OG0005811	LOC109622053	ADIR002458
OG0005812	LOC109405021	ADIR002782
OG0005813	LOC109430362	ADIR002784
OG0005814	LOC109425384	ADIR003352
OG0005815	LOC109399938	ADIR008306
OG0005816	LOC109399942	ADIR008308
OG0005817	LOC109425382	ADIR003353
OG0005818	LOC109399952	ADIR002896
OG0005819	LOC109399958	ADIR014283
OG0005820	LOC109405227	ADIR009069
OG0005821	LOC109412869	ADIR015981
OG0005822	LOC109429368	ADIR011082
OG0005823	LOC109420973	ADIR011084
OG0005824	LOC109406962	ADIR009078
OG0005825	LOC109426769	ADIR004290
OG0005826	LOC109417816	ADIR004285
OG0005827	LOC109417615	ADIR004299
OG0005828	LOC109417807	ADIR004297
OG0005829	LOC109432710	ADIR002200
OG0005830	LOC109432122	ADIR005879
OG0005831	LOC109431038	ADIR010749
OG0005832	LOC115253922	ADIR006665
OG0005833	LOC115253921, LOC109621546	ADIR006668
OG0005834	LOC109621583	ADIR006664
OG0005835	LOC109407986	ADIR008040
OG0005836	LOC109407929	ADIR001662
OG0005837	LOC109413849	ADIR008700
OG0005838	LOC109407928	ADIR003699
OG0005839	LOC109407927	ADIR007759
OG0005840	LOC109421603	ADIR005109
OG0005841	LOC115265574	ADIR005110
OG0005842	LOC115265584	ADIR005108
OG0005843	LOC109419516	ADIR002400
OG0005844	LOC109423119	ADIR002396
OG0005845	LOC109622748	ADIR002402
OG0005846	LOC109419524	ADIR002401
OG0005847	LOC109421732	ADIR003066
OG0005848	LOC109425463	ADIR003063
OG0005849	LOC115254441	ADIR003064
OG0005851	LOC109421726	ADIR009903
OG0005852	LOC134291830	ADIR002701
OG0005853	LOC109397745	ADIR009456
OG0005854	LOC109405087	ADIR009455
OG0005855	LOC115270211	ADIR001637
OG0005856	LOC115270239	ADIR001642
OG0005857	LOC115270206	ADIR001636
OG0005858	LOC109430681	ADIR001641
OG0005859	LOC115270244	ADIR001639
OG0005860	LOC109430676	ADIR001638
OG0005861	LOC109430667	ADIR001644
OG0005862	LOC109429038	ADIR007301
OG0005863	LOC109429069	ADIR007304
OG0005864	LOC109429048	ADIR016050
OG0005865	LOC109429045	ADIR007311
OG0005866	LOC109430138	ADIR006209
OG0005867	LOC109430141	ADIR006207
OG0005868	LOC109430148	ADIR006204
OG0005869	LOC115256811	ADIR006781
OG0005870	LOC115256848	ADIR006780
OG0005871	LOC115255619	ADIR006782
OG0005872	LOC109401416	ADIR000717
OG0005873	LOC109401397	ADIR000714
OG0005874	LOC109432898	ADIR000712
OG0005875	LOC109422712	ADIR002533
OG0005876	LOC109412318	ADIR002534
OG0005877	LOC134284402	ADIR010016
OG0005878	LOC109431862	ADIR010014
OG0005879	LOC109422720	ADIR010019
OG0005880	LOC115266147	ADIR015813
OG0005881	LOC115266146	ADIR002532
OG0005882	LOC109431972	ADIR000321
OG0005883	LOC115264574	ADIR000322
OG0005884	LOC109431296	ADIR000324
OG0005885	LOC109406624, LOC109402605	ADIR002368
OG0005886	LOC109430086	ADIR011658
OG0005887	LOC134292069	ADIR009991
OG0005888	LOC109402793	ADIR008936
OG0005889	LOC134292063	ADIR008939
OG0005890	LOC134292064	ADIR009993
OG0005891	LOC115257057	ADIR008938
OG0005892	LOC109423962	ADIR011345
OG0005893	LOC109418569	ADIR000063
OG0005894	LOC109418575	ADIR000064
OG0005895	LOC109418576	ADIR000065
OG0005896	LOC109418567	ADIR000062
OG0005897	LOC109413133	ADIR002049
OG0005898	LOC109413135	ADIR000066
OG0005899	LOC109419404	ADIR005041
OG0005900	LOC115265558	ADIR010096
OG0005901	LOC109416534	ADIR004042
OG0005902	LOC109405615	ADIR004043
OG0005903	LOC109405612	ADIR004041
OG0005904	LOC109425778	ADIR002319
OG0005905	LOC109425774	ADIR010768
OG0005906	LOC109407518	ADIR015516
OG0005907	LOC109407516	ADIR002320
OG0005908	LOC109407514	ADIR010764
OG0005909	LOC109407511	ADIR010766
OG0005910	LOC109407513	ADIR010769
OG0005911	LOC109425785	ADIR002299
OG0005912	LOC109425784	ADIR002298
OG0005913	LOC115265631	ADIR006142
OG0005914	LOC115265623	ADIR005090
OG0005915	LOC109423949	ADIR005089
OG0005916	LOC109416259	ADIR005093
OG0005917	LOC115265624	ADIR000677
OG0005918	LOC109423958	ADIR016008
OG0005919	LOC109423957	ADIR005094
OG0005920	LOC109416262	ADIR005091
OG0005921	LOC115265638	ADIR005088
OG0005922	LOC109622295	ADIR004382
OG0005923	LOC109431574	ADIR004385
OG0005924	LOC109622243	ADIR004383
OG0005925	LOC109403058	ADIR004174
OG0005926	LOC109408666	ADIR015843
OG0005927	LOC109403044	ADIR004175
OG0005928	LOC109403080	ADIR007424
OG0005929	LOC109403077	ADIR007425
OG0005930	LOC109416364	ADIR015592
OG0005931	LOC109416367	ADIR005414
OG0005932	LOC115253499	ADIR009045
OG0005933	LOC109416363	ADIR009048
OG0005934	LOC109430033	ADIR006568
OG0005935	LOC109413689	ADIR008489
OG0005936	LOC109413694	ADIR010690
OG0005937	LOC109413692	ADIR010687
OG0005938	LOC109424657	ADIR011552
OG0005939	LOC109412060	ADIR011548
OG0005940	LOC109412065	ADIR009199
OG0005941	LOC115253433	ADIR009484
OG0005942	LOC109412057	ADIR011549
OG0005943	LOC109412056	ADIR011550
OG0005944	LOC109424645	ADIR009485
OG0005945	LOC109430713	ADIR002613
OG0005946	LOC109429711	ADIR006646
OG0005947	LOC109429778	ADIR005278
OG0005948	LOC109430731	ADIR002609
OG0005949	LOC109430754	ADIR002616
OG0005950	LOC109429762	ADIR005279, ADIR002617
OG0005951	LOC109430732	ADIR002615
OG0005952	LOC115261758	ADIR008339
OG0005953	LOC115264136	ADIR008336
OG0005954	LOC115262055	ADIR006120
OG0005955	LOC109406525	ADIR006118
OG0005956	LOC109429657	ADIR006122
OG0005957	LOC109426690	ADIR008676
OG0005958	LOC109417788	ADIR008675
OG0005959	LOC109417786	ADIR008674
OG0005960	LOC109417792	ADIR008677
OG0005961	LOC109424721	ADIR000399
OG0005963	LOC109423322	ADIR007764
OG0005964	LOC109423318	ADIR003613
OG0005965	LOC109423313	ADIR003616
OG0005966	LOC109622835	ADIR005127
OG0005967	LOC109418311	ADIR011400
OG0005968	LOC109420597	ADIR011331
OG0005969	LOC109398788	ADIR001068
OG0005970	LOC109424560	ADIR000916
OG0005972	LOC109427490	ADIR000919
OG0005973	LOC115270044	ADIR004143
OG0005974	LOC109413323, LOC134284438	ADIR005439
OG0005975	LOC109405142	ADIR001661
OG0005976	LOC109405136	ADIR006871
OG0005977	LOC109404191, LOC134287821	ADIR005438
OG0005978	LOC109404192	ADIR008300
OG0005979	LOC134285788, LOC109413326	ADIR005437
OG0005980	LOC109401260	ADIR005720
OG0005981	LOC109401285	ADIR005718
OG0005982	LOC115253577	ADIR005721
OG0005983	LOC115262731	ADIR005719
OG0005984	LOC109403615	ADIR002955
OG0005985	LOC109403597	ADIR002957
OG0005986	LOC109414776	ADIR002954
OG0005987	LOC109621987	ADIR006815
OG0005988	LOC115264946	ADIR003970
OG0005989	LOC109427304	ADIR010236
OG0005990	LOC109422270	ADIR007349
OG0005991	LOC109423354	ADIR003803
OG0005992	LOC109401270	ADIR008682
OG0005993	LOC109422343	ADIR015552
OG0005994	LOC109422350	ADIR008683
OG0005995	LOC109412811	ADIR016216
OG0005996	LOC109401375	ADIR003804
OG0005997	LOC109409175	ADIR006369
OG0005998	LOC109409179	ADIR006371
OG0005999	LOC109409219	ADIR005107
OG0006000	LOC109409178	ADIR006370
OG0006001	LOC109409181	ADIR005104
OG0006002	LOC115270355	ADIR004320
OG0006003	LOC109428423	ADIR001257
OG0006004	LOC109433627	ADIR001367
OG0006005	LOC109428422	ADIR001258
OG0006006	LOC109419577	ADIR005006
OG0006007	LOC109419579	ADIR005008
OG0006008	LOC109404797	ADIR006185
OG0006009	LOC109404816	ADIR006186
OG0006010	LOC109423877	ADIR005084
OG0006011	LOC109404803	ADIR006184
OG0006012	LOC109623307	ADIR009830
OG0006013	LOC109401243	ADIR009826
OG0006014	LOC109621229	ADIR005261
OG0006015	LOC115262714	ADIR010342
OG0006016	LOC109401195	ADIR009829
OG0006017	LOC115268683	ADIR000199
OG0006018	LOC115258594	ADIR011480
OG0006019	LOC109409296	ADIR011482
OG0006020	LOC109409294	ADIR011486
OG0006022	LOC109419521	ADIR011476
OG0006023	LOC109423478	ADIR010644
OG0006024	LOC115263730	ADIR005337
OG0006025	LOC115263728	ADIR005335
OG0006026	LOC115263729	ADIR005336
OG0006027	LOC109402831	ADIR008933
OG0006028	LOC109402850	ADIR008926
OG0006029	LOC115253981	ADIR008922
OG0006030	LOC109402812	ADIR008930
OG0006031	LOC109422594	ADIR008929
OG0006032	LOC109402813, LOC109422597	ADIR008931
OG0006033	LOC109402835	ADIR008925
OG0006034	LOC109410445	ADIR002628
OG0006035	LOC109410451	ADIR002621
OG0006036	LOC109410447	ADIR002629
OG0006037	LOC109410418	ADIR008982
OG0006038	LOC109410442	ADIR002631
OG0006039	LOC109410441	ADIR002632
OG0006040	LOC109401473	ADIR002620
OG0006041	LOC109401480	ADIR002622
OG0006042	LOC109410459	ADIR002626
OG0006043	LOC109425655	ADIR007499, ADIR001045
OG0006044	LOC109425664	ADIR007654
OG0006045	LOC109425667	ADIR007660
OG0006046	LOC109425666	ADIR007657
OG0006047	LOC109403240	ADIR007500
OG0006048	LOC115253670	ADIR009840
OG0006051	LOC115269132	ADIR001231
OG0006052	LOC109427530	ADIR008569
OG0006053	LOC109431821	ADIR003105
OG0006054	LOC109417063	ADIR007946
OG0006055	LOC109398071	ADIR001670
OG0006056	LOC109431649	ADIR001665
OG0006057	LOC109400479	ADIR008263
OG0006058	LOC109622456	ADIR002601
OG0006059	LOC109403668, LOC134283937	ADIR010513
OG0006060	LOC109407955	ADIR006939
OG0006061	LOC109417384	ADIR000154
OG0006062	LOC109431411	ADIR001335
OG0006063	LOC109431456	ADIR001144
OG0006064	LOC109427663	ADIR001193
OG0006065	LOC109413060	ADIR006382
OG0006066	LOC109403283	ADIR002568
OG0006068	LOC109413055	ADIR006383
OG0006069	LOC109403297	ADIR006384
OG0006070	LOC109403281	ADIR006379
OG0006071	LOC109413059	ADIR006380
OG0006072	LOC134285001	ADIR001521
OG0006073	LOC109407431	ADIR008714
OG0006074	LOC109407432	ADIR008712
OG0006075	LOC109407427	ADIR007360
OG0006076	LOC109407430	ADIR008713
OG0006077	LOC109416405	ADIR007358
OG0006078	LOC109416453	ADIR009233
OG0006079	LOC115261492	ADIR010163
OG0006080	LOC115253916	ADIR003194
OG0006081	LOC109411099	ADIR003193
OG0006082	LOC109433371	ADIR001710, ADIR001711
OG0006083	LOC109433004	ADIR001709
OG0006085	LOC115253965	ADIR001124
OG0006086	LOC109421993	ADIR006637
OG0006087	LOC115256372	ADIR010240
OG0006088	LOC115256369	ADIR002110
OG0006089	LOC115253972, LOC109421997	ADIR004592
OG0006090	LOC109419687	ADIR007008
OG0006091	LOC109622110	ADIR007011
OG0006092	LOC134288595	ADIR007007
OG0006093	LOC109623305	ADIR009831
OG0006094	LOC109401204	ADIR009832
OG0006095	LOC134287896	ADIR003980
OG0006096	LOC109622004	ADIR003979
OG0006097	LOC134287002	ADIR003983
OG0006098	LOC115261865	ADIR000775
OG0006099	LOC109414426	ADIR009314
OG0006100	LOC109404733	ADIR009315
OG0006101	LOC109414429	ADIR009312
OG0006102	LOC109414420	ADIR000774
OG0006103	LOC109407055	ADIR003235
OG0006104	LOC109421554	ADIR009258
OG0006105	LOC115254166	ADIR009301
OG0006106	LOC134288028	ADIR010604
OG0006107	LOC109411530	ADIR009917
OG0006108	LOC109411537	ADIR010605
OG0006109	LOC109411550	ADIR006464
OG0006110	LOC109419218	ADIR005488
OG0006111	LOC109419216	ADIR010071
OG0006112	LOC109419212	ADIR010072
OG0006113	LOC109419210	ADIR010080
OG0006114	LOC109419219	ADIR005486
OG0006115	LOC109419215	ADIR010074
OG0006116	LOC109419213	ADIR010073
OG0006117	LOC109416999	ADIR007747
OG0006118	LOC109404974	ADIR003377
OG0006119	LOC115261190	ADIR003092
OG0006120	LOC109414244	ADIR016195
OG0006121	LOC109416936	ADIR009221
OG0006122	LOC115265104	ADIR016194
OG0006124	LOC109401486	ADIR009874
OG0006125	LOC109413993	ADIR002581
OG0006126	LOC115255634	ADIR000953
OG0006127	LOC109397820	ADIR001424
OG0006128	LOC109397825	ADIR000952
OG0006129	LOC115255620	ADIR004121
OG0006130	LOC109428657	ADIR003723
OG0006131	LOC109422470	ADIR003725
OG0006132	LOC109428654	ADIR006944
OG0006133	LOC109428663	ADIR003727
OG0006134	LOC109415835	ADIR005732
OG0006135	LOC115259344, LOC115253781	ADIR005734
OG0006136	LOC109404267	ADIR007583
OG0006137	LOC109404271	ADIR007584
OG0006138	LOC109412720, LOC109411863	ADIR006741
OG0006139	LOC109411869, LOC109412717	ADIR004456
OG0006140	LOC109414995	ADIR009790
OG0006141	LOC109414997	ADIR008708
OG0006142	LOC109414992	ADIR004102
OG0006143	LOC109417245	ADIR009804
OG0006144	LOC109415102	ADIR009802
OG0006145	LOC109415011	ADIR009801
OG0006146	LOC109431169	ADIR001415
OG0006147	LOC134284214, LOC109424056	ADIR008457
OG0006148	LOC109423999	ADIR008460
OG0006149	LOC109426213	ADIR008463
OG0006150	LOC109426221	ADIR002511
OG0006152	LOC109420922	ADIR004666
OG0006153	LOC109428955	ADIR000402
OG0006154	LOC109403694	ADIR009015
OG0006155	LOC134288051	ADIR009014
OG0006156	LOC109426759	ADIR003628
OG0006157	LOC109417799	ADIR003630
OG0006158	LOC109417796	ADIR003880
OG0006159	LOC109417797	ADIR003881
OG0006160	LOC115266887	ADIR003629
OG0006161	LOC109431162	ADIR006312
OG0006162	LOC109431172	ADIR001449
OG0006163	LOC109412269	ADIR006423
OG0006164	LOC109432921	ADIR004620
OG0006165	LOC109401433	ADIR000726
OG0006166	LOC109404650	ADIR000731
OG0006167	LOC109404654	ADIR000728
OG0006168	LOC109397933	ADIR004173
OG0006169	LOC109431070	ADIR004631
OG0006170	LOC115256850	ADIR001015
OG0006171	LOC109405397	ADIR001883
OG0006172	LOC109431066	ADIR001122
OG0006173	LOC109411929	ADIR004081
OG0006174	LOC115255323	ADIR009388
OG0006175	LOC109406270	ADIR004080
OG0006176	LOC109416888	ADIR000493
OG0006177	LOC109428880	ADIR000494
OG0006178	LOC109428883	ADIR010675
OG0006179	LOC109416887	ADIR000496
OG0006180	LOC109414974	ADIR009792
OG0006181	LOC109415144	ADIR009101
OG0006182	LOC109414976	ADIR009791
OG0006183	LOC109399154	ADIR007466
OG0006184	LOC109413973	ADIR007463
OG0006185	LOC109413976	ADIR003705
OG0006186	LOC109399201	ADIR007465
OG0006187	LOC115253755	ADIR006443
OG0006188	LOC109424014	ADIR010565
OG0006189	LOC109424019	ADIR015984
OG0006190	LOC109416429	ADIR006442
OG0006191	LOC109409798	ADIR008216
OG0006192	LOC109421011	ADIR011282
OG0006193	LOC109426902	ADIR007720
OG0006194	LOC109414723	ADIR007719
OG0006195	LOC109426708	ADIR007742
OG0006196	LOC109412049	ADIR000251
OG0006197	LOC109412035	ADIR009154
OG0006198	LOC109412053	ADIR000253
OG0006199	LOC109412041	ADIR014797
OG0006200	LOC109414777	ADIR005572
OG0006201	LOC109414724	ADIR005576
OG0006202	LOC109414704	ADIR005580
OG0006203	LOC109414666	ADIR004581
OG0006204	LOC115260604	ADIR000116
OG0006205	LOC109400894	ADIR006048
OG0006206	LOC109423304	ADIR007070
OG0006207	LOC109423306	ADIR007066
OG0006208	LOC109404477	ADIR002903
OG0006209	LOC109404500	ADIR008906
OG0006210	LOC109413070	ADIR015712
OG0006211	LOC109418501	ADIR000218
OG0006212	LOC109418498	ADIR000217
OG0006213	LOC109413077	ADIR015708
OG0006214	LOC115267434	ADIR000220
OG0006215	LOC109413078	ADIR000214
OG0006216	LOC109426400	ADIR000460
OG0006217	LOC109428024	ADIR009971
OG0006218	LOC109418259	ADIR009976
OG0006219	LOC109418242	ADIR009970
OG0006220	LOC109428033	ADIR009965
OG0006221	LOC109418249	ADIR009967
OG0006222	LOC109428031	ADIR009977
OG0006223	LOC109428039	ADIR009974
OG0006224	LOC109418247	ADIR009966
OG0006225	LOC109418256	ADIR009975
OG0006226	LOC109418245	ADIR009973
OG0006227	LOC109428025	ADIR009972
OG0006228	LOC109428035	ADIR010082
OG0006229	LOC115270233	ADIR001648
OG0006230	LOC109404017	ADIR008315
OG0006231	LOC109413590	ADIR005746
OG0006232	LOC109432063	ADIR001563
OG0006233	LOC109407979	ADIR003895
OG0006234	LOC109407978	ADIR003894
OG0006235	LOC109403684	ADIR003620
OG0006236	LOC109407974	ADIR003618
OG0006237	LOC109403672	ADIR003617
OG0006238	LOC109407969	ADIR003622
OG0006239	LOC109407972	ADIR003619
OG0006240	LOC109411780	ADIR008883
OG0006241	LOC109428360	ADIR001482
OG0006242	LOC109413568	ADIR005715
OG0006243	LOC109401254	ADIR009148
OG0006244	LOC109413575	ADIR005693
OG0006245	LOC115253717	ADIR003908
OG0006246	LOC109413570	ADIR005695
OG0006247	LOC109401280	ADIR005694
OG0006248	LOC109407899	ADIR009460
OG0006249	LOC109413553	ADIR009131
OG0006250	LOC115262749	ADIR003907
OG0006251	LOC109413576	ADIR009147
OG0006252	LOC109431598	ADIR001246
OG0006253	LOC109431675	ADIR014437
OG0006254	LOC134285258	ADIR011327
OG0006255	LOC109412181	ADIR001391
OG0006256	LOC115253492	ADIR006959
OG0006257	LOC115255459	ADIR002447
OG0006258	LOC109414184	ADIR002730
OG0006259	LOC109414187	ADIR002733
OG0006260	LOC109414186	ADIR002732
OG0006261	LOC109414183	ADIR010353
OG0006262	LOC109414180	ADIR002729
OG0006263	LOC109414185	ADIR002731
OG0006264	LOC109416154	ADIR003094
OG0006265	LOC109433123	ADIR002228
OG0006266	LOC109433429	ADIR000278
OG0006267	LOC134290072	ADIR010710
OG0006268	LOC109419190	ADIR010708
OG0006269	LOC109405758	ADIR010088
OG0006270	LOC109433374	ADIR010091
OG0006271	LOC109405755	ADIR010087
OG0006272	LOC109405756	ADIR010089
OG0006273	LOC109405747	ADIR010090
OG0006274	LOC109433375	ADIR002459
OG0006275	LOC109406735	ADIR009266
OG0006276	LOC109411954	ADIR004111
OG0006277	LOC109408804	ADIR002339
OG0006278	LOC109407160	ADIR003926
OG0006279	LOC109407710	ADIR002042
OG0006280	LOC109623149	ADIR007628
OG0006281	LOC115264576	ADIR002043
OG0006282	LOC109623148	ADIR008774
OG0006283	LOC109420827	ADIR004236
OG0006284	LOC109412518	ADIR004240
OG0006285	LOC109412524	ADIR004235
OG0006286	LOC109412521	ADIR004239
OG0006287	LOC109430137	ADIR006212
OG0006288	LOC109433560	ADIR006213
OG0006289	LOC109429621	ADIR006097
OG0006290	LOC109409839	ADIR009628
OG0006291	LOC109397140	ADIR009626
OG0006292	LOC109399671	ADIR001940
OG0006293	LOC109418885	ADIR001942
OG0006294	LOC109399659	ADIR001939
OG0006295	LOC109399664	ADIR001946
OG0006296	LOC109405416	ADIR015680
OG0006297	LOC109402457	ADIR008383
OG0006298	LOC109405606	ADIR008872
OG0006299	LOC109424300	ADIR003733
OG0006300	LOC109415723	ADIR005835
OG0006301	LOC109429484	ADIR005834
OG0006302	LOC109415725	ADIR005833
OG0006303	LOC109415716	ADIR009936
OG0006304	LOC109415717	ADIR009935
