Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0005611	LOC109416175	ASTEI20_038513
OG0005612	LOC109404972	ASTEI20_042870
OG0005613	LOC115268495	ASTEI20_037081
OG0005614	LOC109417993	ASTEI20_044989
OG0005615	LOC109621930	ASTEI20_043778
OG0005616	LOC109416173	ASTEI20_032562
OG0005617	LOC109406842	ASTEI20_033911
OG0005618	LOC109406840	ASTEI20_035780
OG0005619	LOC109415714	ASTEI20_037429
OG0005620	LOC109430913	ASTEI20_042671
OG0005621	LOC109430930	ASTEI20_045072
OG0005622	LOC115263169	ASTEI20_041215
OG0005623	LOC109430911	ASTEI20_034146
OG0005624	LOC134287925	ASTEI20_036979
OG0005625	LOC134287027	ASTEI20_040670
OG0005626	LOC109411274	ASTEI20_044474
OG0005627	LOC134287922	ASTEI20_043442
OG0005628	LOC109411273	ASTEI20_040948
OG0005629	LOC109411275	ASTEI20_037419
OG0005630	LOC109406399	ASTEI20_045110
OG0005631	LOC109423650	ASTEI20_043598
OG0005632	LOC109411467	ASTEI20_040993
OG0005633	LOC109409711	ASTEI20_038152
OG0005634	LOC109409719	ASTEI20_035756
OG0005635	LOC109409715	ASTEI20_038094
OG0005636	LOC109409721	ASTEI20_036301
OG0005637	LOC109411464	ASTEI20_043069
OG0005638	LOC109411461	ASTEI20_035836
OG0005639	LOC109411457	ASTEI20_043247
OG0005640	LOC109411487	ASTEI20_033594
OG0005641	LOC109408497	ASTEI20_038846
OG0005642	LOC109405715	ASTEI20_039336
OG0005643	LOC109408405	ASTEI20_039038
OG0005644	LOC109408402	ASTEI20_041803
OG0005645	LOC109408401	ASTEI20_037124
OG0005646	LOC109408400	ASTEI20_034492
OG0005647	LOC134284683, LOC109399011	ASTEI20_040786
OG0005648	LOC109421556	ASTEI20_043153, ASTEI20_046024
OG0005649	LOC115254020	ASTEI20_044271
OG0005650	LOC115254024	ASTEI20_032385
OG0005651	LOC109410195	ASTEI20_035651
OG0005652	LOC109403564	ASTEI20_038076
OG0005653	LOC109422982	ASTEI20_039481
OG0005654	LOC109422992	ASTEI20_031824
OG0005655	LOC109415069	ASTEI20_037440
OG0005656	LOC134289694	ASTEI20_044395
OG0005657	LOC109429163	ASTEI20_040630
OG0005658	LOC115259323, LOC109417867	ASTEI20_045611
OG0005659	LOC109426821	ASTEI20_044846
OG0005660	LOC109426825	ASTEI20_045825
OG0005661	LOC109408514	ASTEI20_033964
OG0005662	LOC109621446	ASTEI20_040111
OG0005663	LOC109621452	ASTEI20_037433
OG0005664	LOC109621453	ASTEI20_033838
OG0005665	LOC109418041	ASTEI20_033291
OG0005666	LOC109418123	ASTEI20_038351
OG0005667	LOC109408030	ASTEI20_040612
OG0005668	LOC109417172	ASTEI20_045692
OG0005669	LOC109398058	ASTEI20_033950
OG0005670	LOC115256839	ASTEI20_039774
OG0005671	LOC109411249	ASTEI20_045398
OG0005672	LOC109433112	ASTEI20_032525
OG0005673	LOC109433104	ASTEI20_038613
OG0005674	LOC109411251	ASTEI20_045952
OG0005675	LOC109412936	ASTEI20_038949
OG0005676	LOC134292215	ASTEI20_039076
OG0005678	LOC109409433	ASTEI20_032222
OG0005679	LOC109622423	ASTEI20_045097
OG0005680	LOC109409370	ASTEI20_044146
OG0005681	LOC109622561	ASTEI20_032691
OG0005682	LOC109409503	ASTEI20_032031
OG0005683	LOC109410083	ASTEI20_044850
OG0005684	LOC109410081	ASTEI20_034849
OG0005685	LOC109430224	ASTEI20_034257
OG0005686	LOC109427542	ASTEI20_042492
OG0005687	LOC109431007	ASTEI20_041630
OG0005688	LOC109423928	ASTEI20_037038
OG0005689	LOC109404774	ASTEI20_043784
OG0005690	LOC109404804	ASTEI20_041389
OG0005691	LOC109401167	ASTEI20_043578
OG0005692	LOC109401161	ASTEI20_031313
OG0005693	LOC109621647	ASTEI20_035375
OG0005694	LOC109432359	ASTEI20_031087
OG0005695	LOC109426352	ASTEI20_032366
OG0005696	LOC115258105	ASTEI20_041211
OG0005697	LOC109621640	ASTEI20_036268
OG0005698	LOC109426359	ASTEI20_032656
OG0005699	LOC109426355	ASTEI20_037150
OG0005700	LOC109430398	ASTEI20_041985
OG0005701	LOC109405279	ASTEI20_035397
OG0005702	LOC109410615	ASTEI20_036326
OG0005703	LOC109410618	ASTEI20_041759
OG0005704	LOC109410612	ASTEI20_040006
OG0005705	LOC109409843	ASTEI20_034413
OG0005706	LOC109409847	ASTEI20_041051
OG0005707	LOC109410722	ASTEI20_033011
OG0005708	LOC109410728	ASTEI20_032565
OG0005709	LOC109410608	ASTEI20_045562
OG0005710	LOC109410719	ASTEI20_041901
OG0005711	LOC109397131	ASTEI20_035558
OG0005712	LOC109409845	ASTEI20_031454
OG0005713	LOC115267945	ASTEI20_036882
OG0005714	LOC109433230	ASTEI20_040676
OG0005715	LOC109416338	ASTEI20_035540
OG0005716	LOC109433258	ASTEI20_044839
OG0005717	LOC109416326	ASTEI20_038270
OG0005718	LOC109424528	ASTEI20_033035
OG0005719	LOC109433229	ASTEI20_044275
OG0005720	LOC109433266	ASTEI20_034659
OG0005721	LOC109408009	ASTEI20_041841
OG0005722	LOC109401934	ASTEI20_036171
OG0005723	LOC115269531	ASTEI20_039389
OG0005724	LOC109433005	ASTEI20_042923
OG0005725	LOC115269569	ASTEI20_044804
OG0005726	LOC109399088	ASTEI20_035934
OG0005727	LOC109399102	ASTEI20_033711
OG0005728	LOC109399132	ASTEI20_041825
OG0005729	LOC109425707	ASTEI20_041283
OG0005730	LOC109399090	ASTEI20_033182
OG0005731	LOC109399607	ASTEI20_042999
OG0005732	LOC134284448	ASTEI20_045389
OG0005733	LOC134284447	ASTEI20_043737
OG0005734	LOC109431240	ASTEI20_033231
OG0005735	LOC109407702	ASTEI20_037635
OG0005736	LOC109431254	ASTEI20_034560
OG0005737	LOC109407704	ASTEI20_033745
OG0005738	LOC134291464	ASTEI20_036571
OG0005739	LOC109623050	ASTEI20_041651
OG0005740	LOC109431578	ASTEI20_036030
OG0005741	LOC109420002	ASTEI20_033290
OG0005742	LOC109417771	ASTEI20_037865
OG0005743	LOC109417567	ASTEI20_038505
OG0005744	LOC109414898	ASTEI20_039142
OG0005745	LOC134288263	ASTEI20_037703
OG0005746	LOC134288267	ASTEI20_032690
OG0005747	LOC134287205	ASTEI20_034907
OG0005748	LOC109431660	ASTEI20_037818
OG0005749	LOC109431693	ASTEI20_039099
OG0005750	LOC134288262	ASTEI20_044642
OG0005751	LOC109415965	ASTEI20_044970
OG0005752	LOC134291412, LOC109411859	ASTEI20_034480
OG0005753	LOC109411857	ASTEI20_034818
OG0005754	LOC109411853	ASTEI20_043880
OG0005755	LOC109414697	ASTEI20_032890
OG0005756	LOC109412985	ASTEI20_039728
OG0005757	LOC109422362	ASTEI20_038817
OG0005758	LOC109428051	ASTEI20_037675
OG0005759	LOC109418270	ASTEI20_043211
OG0005760	LOC109428045	ASTEI20_044296
OG0005761	LOC109418263	ASTEI20_032583
OG0005762	LOC109423817	ASTEI20_042605
OG0005763	LOC109418262	ASTEI20_043261
OG0005764	LOC109419481	ASTEI20_043242
OG0005765	LOC109397774	ASTEI20_039744
OG0005766	LOC115269408	ASTEI20_034885
OG0005767	LOC109428793	ASTEI20_038907
OG0005768	LOC109402751	ASTEI20_041939
OG0005769	LOC109402833	ASTEI20_036189
OG0005770	LOC109402804	ASTEI20_044627
OG0005771	LOC109422624	ASTEI20_037955
OG0005772	LOC115253825	ASTEI20_044381
OG0005773	LOC109422617	ASTEI20_038022
OG0005774	LOC109422614	ASTEI20_031450
OG0005775	LOC109422608	ASTEI20_033176
OG0005776	LOC115267045	ASTEI20_036411
OG0005777	LOC109410204	ASTEI20_043702
OG0005779	LOC109409984	ASTEI20_043280
OG0005780	LOC109420216	ASTEI20_045536
OG0005781	LOC109402508	ASTEI20_044834
OG0005782	LOC109411575, LOC109411574	ASTEI20_038281
OG0005783	LOC109411566	ASTEI20_038912
OG0005784	LOC109414894	ASTEI20_040843
OG0005785	LOC109397829	ASTEI20_040145
OG0005786	LOC109397816	ASTEI20_044489
OG0005787	LOC109405352	ASTEI20_044724
OG0005788	LOC109422084	ASTEI20_034001
OG0005789	LOC115254276	ASTEI20_039716
OG0005790	LOC109408772	ASTEI20_045289
OG0005791	LOC109432670	ASTEI20_031936
OG0005792	LOC109406742	ASTEI20_033249
OG0005793	LOC109411951	ASTEI20_043271
OG0005794	LOC109406743	ASTEI20_037552
OG0005795	LOC109401026	ASTEI20_032770
OG0005796	LOC109420867	ASTEI20_038359
OG0005797	LOC109427995	ASTEI20_031076
OG0005798	LOC109418213	ASTEI20_031247
OG0005799	LOC109418227	ASTEI20_044683
OG0005800	LOC109431657	ASTEI20_039881
OG0005801	LOC109431702	ASTEI20_045776
OG0005802	LOC109430975	ASTEI20_041487
OG0005803	LOC109430941	ASTEI20_044290
OG0005804	LOC109432684	ASTEI20_042615
OG0005805	LOC109409462	ASTEI20_031317
OG0005806	LOC109409452	ASTEI20_038882
OG0005807	LOC109409459	ASTEI20_045792
OG0005808	LOC109405024	ASTEI20_031608
OG0005809	LOC109405055	ASTEI20_036476
OG0005810	LOC109621259	ASTEI20_036647
OG0005811	LOC109622053	ASTEI20_037154
OG0005812	LOC109405021	ASTEI20_038693
OG0005813	LOC109430362	ASTEI20_042602
OG0005814	LOC109425384	ASTEI20_035615
OG0005815	LOC109399938	ASTEI20_041007
OG0005816	LOC109399942	ASTEI20_038652
OG0005817	LOC109425382	ASTEI20_033215
OG0005818	LOC109399952	ASTEI20_040797
OG0005819	LOC109399958	ASTEI20_031428
OG0005820	LOC109405227	ASTEI20_040610
OG0005821	LOC109412869	ASTEI20_039460
OG0005822	LOC109429368	ASTEI20_044882
OG0005823	LOC109420973	ASTEI20_040285
OG0005824	LOC109406962	ASTEI20_043628
OG0005825	LOC109426769	ASTEI20_045540
OG0005826	LOC109417816	ASTEI20_038358
OG0005827	LOC109417615	ASTEI20_045747
OG0005828	LOC109417807	ASTEI20_043068
OG0005829	LOC109432710	ASTEI20_030809
OG0005830	LOC109432122	ASTEI20_031402
OG0005831	LOC109431038	ASTEI20_033229
OG0005832	LOC115253922	ASTEI20_040105
OG0005833	LOC115253921, LOC109621546	ASTEI20_038936
OG0005834	LOC109621583	ASTEI20_038993
OG0005835	LOC109407986	ASTEI20_043386
OG0005836	LOC109407929	ASTEI20_031175
OG0005837	LOC109413849	ASTEI20_035253
OG0005838	LOC109407928	ASTEI20_041863
OG0005839	LOC109407927	ASTEI20_042732
OG0005840	LOC109421603	ASTEI20_033981
OG0005841	LOC115265574	ASTEI20_030987
OG0005842	LOC115265584	ASTEI20_043831
OG0005843	LOC109419516	ASTEI20_033951
OG0005844	LOC109423119	ASTEI20_031992
OG0005845	LOC109622748	ASTEI20_034869
OG0005846	LOC109419524	ASTEI20_039341
OG0005847	LOC109421732	ASTEI20_032428
OG0005848	LOC109425463	ASTEI20_045541
OG0005849	LOC115254441	ASTEI20_039588
OG0005850	LOC109425461	ASTEI20_032757, ASTEI20_040566
OG0005851	LOC109421726	ASTEI20_042726
OG0005852	LOC134291830	ASTEI20_030964
OG0005853	LOC109397745	ASTEI20_041611
OG0005854	LOC109405087	ASTEI20_037833
OG0005855	LOC115270211	ASTEI20_037031
OG0005856	LOC115270239	ASTEI20_034881
OG0005857	LOC115270206	ASTEI20_034061
OG0005858	LOC109430681	ASTEI20_039310
OG0005859	LOC115270244	ASTEI20_042679
OG0005860	LOC109430676	ASTEI20_032709
OG0005861	LOC109430667	ASTEI20_032850
OG0005862	LOC109429038	ASTEI20_034336
OG0005863	LOC109429069	ASTEI20_035095
OG0005864	LOC109429048	ASTEI20_040129, ASTEI20_035386
OG0005865	LOC109429045	ASTEI20_032781
OG0005866	LOC109430138	ASTEI20_033326
OG0005867	LOC109430141	ASTEI20_036216
OG0005868	LOC109430148	ASTEI20_032282
OG0005869	LOC115256811	ASTEI20_043632
OG0005870	LOC115256848	ASTEI20_036589
OG0005871	LOC115255619	ASTEI20_038542
OG0005872	LOC109401416	ASTEI20_041053
OG0005873	LOC109401397	ASTEI20_032717
OG0005874	LOC109432898	ASTEI20_039103
OG0005875	LOC109422712	ASTEI20_043126
OG0005876	LOC109412318	ASTEI20_042185
OG0005877	LOC134284402	ASTEI20_042825
OG0005878	LOC109431862	ASTEI20_046157
OG0005879	LOC109422720	ASTEI20_031336
OG0005880	LOC115266147	ASTEI20_037102
OG0005881	LOC115266146	ASTEI20_033048
OG0005882	LOC109431972	ASTEI20_035660
OG0005883	LOC115264574	ASTEI20_039243
OG0005884	LOC109431296	ASTEI20_044034
OG0005885	LOC109406624, LOC109402605	ASTEI20_044071
OG0005886	LOC109430086	ASTEI20_045290
OG0005887	LOC134292069	ASTEI20_035999
OG0005888	LOC109402793	ASTEI20_039859
OG0005889	LOC134292063	ASTEI20_041886
OG0005890	LOC134292064	ASTEI20_038235
OG0005891	LOC115257057	ASTEI20_033118
OG0005892	LOC109423962	ASTEI20_041884
OG0005893	LOC109418569	ASTEI20_032146
OG0005894	LOC109418575	ASTEI20_034019
OG0005895	LOC109418576	ASTEI20_034718
OG0005896	LOC109418567	ASTEI20_041946
OG0005897	LOC109413133	ASTEI20_040590
OG0005898	LOC109413135	ASTEI20_044363
OG0005899	LOC109419404	ASTEI20_044228
OG0005900	LOC115265558	ASTEI20_043882
OG0005901	LOC109416534	ASTEI20_041994
OG0005902	LOC109405615	ASTEI20_044782
OG0005903	LOC109405612	ASTEI20_037501
OG0005904	LOC109425778	ASTEI20_032154
OG0005905	LOC109425774	ASTEI20_031291
OG0005906	LOC109407518	ASTEI20_044931
OG0005907	LOC109407516	ASTEI20_045248
OG0005908	LOC109407514	ASTEI20_038161
OG0005909	LOC109407511	ASTEI20_038376
OG0005910	LOC109407513	ASTEI20_041096
OG0005911	LOC109425785	ASTEI20_043345
OG0005912	LOC109425784	ASTEI20_043208
OG0005913	LOC115265631	ASTEI20_031629
OG0005914	LOC115265623	ASTEI20_045528
OG0005915	LOC109423949	ASTEI20_040921
OG0005916	LOC109416259	ASTEI20_030855
OG0005917	LOC115265624	ASTEI20_046148, ASTEI20_041232
OG0005918	LOC109423958	ASTEI20_033039
OG0005919	LOC109423957	ASTEI20_040212
OG0005920	LOC109416262	ASTEI20_045082
OG0005921	LOC115265638	ASTEI20_040192
OG0005922	LOC109622295	ASTEI20_045862
OG0005923	LOC109431574	ASTEI20_034285
OG0005924	LOC109622243	ASTEI20_038787
OG0005925	LOC109403058	ASTEI20_033703
OG0005926	LOC109408666	ASTEI20_041345
OG0005927	LOC109403044	ASTEI20_042696
OG0005928	LOC109403080	ASTEI20_044841
OG0005929	LOC109403077	ASTEI20_032909
OG0005930	LOC109416364	ASTEI20_041087
OG0005931	LOC109416367	ASTEI20_031389
OG0005932	LOC115253499	ASTEI20_041049
OG0005933	LOC109416363	ASTEI20_032769
OG0005934	LOC109430033	ASTEI20_030929
OG0005935	LOC109413689	ASTEI20_043995
OG0005936	LOC109413694	ASTEI20_037823
OG0005937	LOC109413692	ASTEI20_035248
OG0005938	LOC109424657	ASTEI20_033597
OG0005939	LOC109412060	ASTEI20_044418
OG0005940	LOC109412065	ASTEI20_032681
OG0005941	LOC115253433	ASTEI20_032957
OG0005942	LOC109412057	ASTEI20_041931
OG0005943	LOC109412056	ASTEI20_039062
OG0005944	LOC109424645	ASTEI20_044088
OG0005945	LOC109430713	ASTEI20_040580
OG0005946	LOC109429711	ASTEI20_037847
OG0005947	LOC109429778	ASTEI20_035691
OG0005948	LOC109430731	ASTEI20_034724
OG0005949	LOC109430754	ASTEI20_041495
OG0005950	LOC109429762	ASTEI20_042321
OG0005951	LOC109430732	ASTEI20_043420
OG0005952	LOC115261758	ASTEI20_033621
OG0005953	LOC115264136	ASTEI20_032179
OG0005954	LOC115262055	ASTEI20_042568
OG0005955	LOC109406525	ASTEI20_036960
OG0005956	LOC109429657	ASTEI20_035542
OG0005957	LOC109426690	ASTEI20_034223
OG0005958	LOC109417788	ASTEI20_046010
OG0005959	LOC109417786	ASTEI20_032708
OG0005960	LOC109417792	ASTEI20_040543
OG0005961	LOC109424721	ASTEI20_042559
OG0005962	LOC109397058, LOC109400791	ASTEI20_043146
OG0005963	LOC109423322	ASTEI20_040308
OG0005964	LOC109423318	ASTEI20_034985
OG0005965	LOC109423313	ASTEI20_035682
OG0005966	LOC109622835	ASTEI20_031385
OG0005967	LOC109418311	ASTEI20_037052
OG0005968	LOC109420597	ASTEI20_032055
OG0005969	LOC109398788	ASTEI20_032184
OG0005970	LOC109424560	ASTEI20_041907
OG0005971	LOC134284925, LOC109427492	ASTEI20_036031
OG0005972	LOC109427490	ASTEI20_041484
OG0005973	LOC115270044	ASTEI20_044805
OG0005974	LOC109413323, LOC134284438	ASTEI20_031510
OG0005975	LOC109405142	ASTEI20_031068
OG0005976	LOC109405136	ASTEI20_039768
OG0005977	LOC109404191, LOC134287821	ASTEI20_038960
OG0005978	LOC109404192	ASTEI20_038348
OG0005979	LOC134285788, LOC109413326	ASTEI20_041626
OG0005980	LOC109401260	ASTEI20_033177
OG0005981	LOC109401285	ASTEI20_043356
OG0005982	LOC115253577	ASTEI20_043527
OG0005983	LOC115262731	ASTEI20_044921
OG0005984	LOC109403615	ASTEI20_043844
OG0005985	LOC109403597	ASTEI20_045986
OG0005986	LOC109414776	ASTEI20_043220
OG0005987	LOC109621987	ASTEI20_043112
OG0005988	LOC115264946	ASTEI20_030901
OG0005989	LOC109427304	ASTEI20_041405
OG0005990	LOC109422270	ASTEI20_038372
OG0005991	LOC109423354	ASTEI20_039446
OG0005992	LOC109401270	ASTEI20_043951
OG0005993	LOC109422343	ASTEI20_044354
OG0005994	LOC109422350	ASTEI20_045160
OG0005995	LOC109412811	ASTEI20_042442
OG0005996	LOC109401375	ASTEI20_044373
OG0005997	LOC109409175	ASTEI20_045037
OG0005998	LOC109409179	ASTEI20_034993
OG0005999	LOC109409219	ASTEI20_033907
OG0006000	LOC109409178	ASTEI20_031098
OG0006001	LOC109409181	ASTEI20_035977
OG0006002	LOC115270355	ASTEI20_038979
OG0006003	LOC109428423	ASTEI20_041610
OG0006004	LOC109433627	ASTEI20_038044
OG0006005	LOC109428422	ASTEI20_036522
OG0006006	LOC109419577	ASTEI20_041698
OG0006007	LOC109419579	ASTEI20_037511
OG0006008	LOC109404797	ASTEI20_041133
OG0006009	LOC109404816	ASTEI20_045705
OG0006010	LOC109423877	ASTEI20_040260
OG0006011	LOC109404803	ASTEI20_036427
OG0006012	LOC109623307	ASTEI20_035011
OG0006013	LOC109401243	ASTEI20_031574
OG0006014	LOC109621229	ASTEI20_030817
OG0006015	LOC115262714	ASTEI20_031011
OG0006016	LOC109401195	ASTEI20_041376
OG0006017	LOC115268683	ASTEI20_032839
OG0006018	LOC115258594	ASTEI20_031938
OG0006019	LOC109409296	ASTEI20_039128
OG0006020	LOC109409294	ASTEI20_044044
OG0006022	LOC109419521	ASTEI20_041041
OG0006023	LOC109423478	ASTEI20_032214
OG0006024	LOC115263730	ASTEI20_037592
OG0006025	LOC115263728	ASTEI20_045014
OG0006026	LOC115263729	ASTEI20_042230
OG0006027	LOC109402831	ASTEI20_041473
OG0006028	LOC109402850	ASTEI20_034037
OG0006029	LOC115253981	ASTEI20_038998
OG0006030	LOC109402812	ASTEI20_042472
OG0006031	LOC109422594	ASTEI20_030920
OG0006032	LOC109402813, LOC109422597	ASTEI20_037787
OG0006033	LOC109402835	ASTEI20_036804
OG0006034	LOC109410445	ASTEI20_038479
OG0006035	LOC109410451	ASTEI20_044973
OG0006036	LOC109410447	ASTEI20_043980
OG0006037	LOC109410418	ASTEI20_040914
OG0006038	LOC109410442	ASTEI20_031825
OG0006039	LOC109410441	ASTEI20_032743
OG0006040	LOC109401473	ASTEI20_034165
OG0006041	LOC109401480	ASTEI20_031369
OG0006042	LOC109410459	ASTEI20_035741
OG0006043	LOC109425655	ASTEI20_042077
OG0006044	LOC109425664	ASTEI20_044099
OG0006045	LOC109425667	ASTEI20_038986
OG0006046	LOC109425666	ASTEI20_032013
OG0006047	LOC109403240	ASTEI20_039576
OG0006048	LOC115253670	ASTEI20_044047
OG0006049	LOC115253655	ASTEI20_031568, ASTEI20_036450
OG0006050	LOC115256503	ASTEI20_033909
OG0006051	LOC115269132	ASTEI20_030900
OG0006052	LOC109427530	ASTEI20_041962
OG0006053	LOC109431821	ASTEI20_039247
OG0006054	LOC109417063	ASTEI20_032513
OG0006055	LOC109398071	ASTEI20_039073
OG0006056	LOC109431649	ASTEI20_034317
OG0006057	LOC109400479	ASTEI20_041662
OG0006058	LOC109622456	ASTEI20_045616
OG0006059	LOC109403668, LOC134283937	ASTEI20_038507
OG0006060	LOC109407955	ASTEI20_040062
OG0006061	LOC109417384	ASTEI20_032723
OG0006062	LOC109431411	ASTEI20_041143
OG0006063	LOC109431456	ASTEI20_041667
OG0006064	LOC109427663	ASTEI20_038494
OG0006065	LOC109413060	ASTEI20_042296
OG0006066	LOC109403283	ASTEI20_030934
OG0006067	LOC109415062, LOC109403287	ASTEI20_038113
OG0006068	LOC109413055	ASTEI20_043366
OG0006069	LOC109403297	ASTEI20_039301
OG0006070	LOC109403281	ASTEI20_033125
OG0006071	LOC109413059	ASTEI20_040723
OG0006072	LOC134285001	ASTEI20_034575
OG0006073	LOC109407431	ASTEI20_036273
OG0006074	LOC109407432	ASTEI20_034495
OG0006075	LOC109407427	ASTEI20_045411
OG0006076	LOC109407430	ASTEI20_039177
OG0006077	LOC109416405	ASTEI20_041372
OG0006078	LOC109416453	ASTEI20_042526
OG0006079	LOC115261492	ASTEI20_038302
OG0006080	LOC115253916	ASTEI20_033149
OG0006081	LOC109411099	ASTEI20_034136
OG0006082	LOC109433371	ASTEI20_035466
OG0006083	LOC109433004	ASTEI20_042290
OG0006085	LOC115253965	ASTEI20_043850
OG0006086	LOC109421993	ASTEI20_036780
OG0006087	LOC115256372	ASTEI20_032221
OG0006088	LOC115256369	ASTEI20_033261
OG0006089	LOC115253972, LOC109421997	ASTEI20_039993
OG0006090	LOC109419687	ASTEI20_036652
OG0006091	LOC109622110	ASTEI20_042342
OG0006092	LOC134288595	ASTEI20_039918
OG0006093	LOC109623305	ASTEI20_035806
OG0006094	LOC109401204	ASTEI20_041300
OG0006095	LOC134287896	ASTEI20_044644
OG0006096	LOC109622004	ASTEI20_042120
OG0006097	LOC134287002	ASTEI20_042390
OG0006098	LOC115261865	ASTEI20_037532
OG0006099	LOC109414426	ASTEI20_042263
OG0006100	LOC109404733	ASTEI20_044325
OG0006101	LOC109414429	ASTEI20_032475
OG0006102	LOC109414420	ASTEI20_043902
OG0006103	LOC109407055	ASTEI20_032331
OG0006104	LOC109421554	ASTEI20_032689
OG0006105	LOC115254166	ASTEI20_031499, ASTEI20_042225
OG0006106	LOC134288028	ASTEI20_040742
OG0006107	LOC109411530	ASTEI20_037535
OG0006108	LOC109411537	ASTEI20_040139
OG0006109	LOC109411550	ASTEI20_039638
OG0006110	LOC109419218	ASTEI20_042522
OG0006111	LOC109419216	ASTEI20_042685
OG0006112	LOC109419212	ASTEI20_039568
OG0006113	LOC109419210	ASTEI20_032823
OG0006114	LOC109419219	ASTEI20_038252
OG0006115	LOC109419215	ASTEI20_032920
OG0006116	LOC109419213	ASTEI20_035552
OG0006117	LOC109416999	ASTEI20_031969
OG0006118	LOC109404974	ASTEI20_033297
OG0006119	LOC115261190	ASTEI20_039623
OG0006120	LOC109414244	ASTEI20_035898
OG0006121	LOC109416936	ASTEI20_035643
OG0006122	LOC115265104	ASTEI20_045634
OG0006124	LOC109401486	ASTEI20_036054
OG0006125	LOC109413993	ASTEI20_038884
OG0006126	LOC115255634	ASTEI20_031295
OG0006127	LOC109397820	ASTEI20_034890
OG0006128	LOC109397825	ASTEI20_045475
OG0006129	LOC115255620	ASTEI20_035687
OG0006130	LOC109428657	ASTEI20_038263
OG0006131	LOC109422470	ASTEI20_039714
OG0006132	LOC109428654	ASTEI20_040147
OG0006133	LOC109428663	ASTEI20_043306
OG0006134	LOC109415835	ASTEI20_043456
OG0006135	LOC115259344, LOC115253781	ASTEI20_033697
OG0006136	LOC109404267	ASTEI20_032267
OG0006137	LOC109404271	ASTEI20_043358
OG0006138	LOC109412720, LOC109411863	ASTEI20_031908
OG0006139	LOC109411869, LOC109412717	ASTEI20_035257
OG0006140	LOC109414995	ASTEI20_031972
OG0006141	LOC109414997	ASTEI20_038296
OG0006142	LOC109414992	ASTEI20_040951
OG0006143	LOC109417245	ASTEI20_032719
OG0006144	LOC109415102	ASTEI20_038806
OG0006145	LOC109415011	ASTEI20_032124
OG0006146	LOC109431169	ASTEI20_039361
OG0006147	LOC134284214, LOC109424056	ASTEI20_032412
OG0006148	LOC109423999	ASTEI20_037561
OG0006149	LOC109426213	ASTEI20_040719
OG0006150	LOC109426221	ASTEI20_038818
OG0006151	LOC109426215	ASTEI20_033184, ASTEI20_038696
OG0006152	LOC109420922	ASTEI20_041068
