Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0005681	LOC109622561	CQUJHB007048
OG0005682	LOC109409503	CQUJHB009333
OG0005683	LOC109410083	CQUJHB000658
OG0005684	LOC109410081	CQUJHB001274
OG0005685	LOC109430224	CQUJHB017882
OG0005686	LOC109427542	CQUJHB010932
OG0005687	LOC109431007	CQUJHB005089
OG0005688	LOC109423928	CQUJHB000874
OG0005689	LOC109404774	CQUJHB017432
OG0005690	LOC109404804	CQUJHB014647
OG0005691	LOC109401167	CQUJHB016493
OG0005692	LOC109401161	CQUJHB004264
OG0005693	LOC109621647	CQUJHB010760
OG0005694	LOC109432359	CQUJHB003081
OG0005695	LOC109426352	CQUJHB012459
OG0005696	LOC115258105	CQUJHB003275
OG0005697	LOC109621640	CQUJHB002861
OG0005698	LOC109426359	CQUJHB008294
OG0005699	LOC109426355	CQUJHB018165
OG0005700	LOC109430398	CQUJHB014714
OG0005701	LOC109405279	CQUJHB013514
OG0005702	LOC109410615	CQUJHB000482
OG0005703	LOC109410618	CQUJHB013840
OG0005704	LOC109410612	CQUJHB017574
OG0005705	LOC109409843	CQUJHB000387
OG0005706	LOC109409847	CQUJHB002819
OG0005707	LOC109410722	CQUJHB007815
OG0005708	LOC109410728	CQUJHB018245
OG0005709	LOC109410608	CQUJHB016223
OG0005710	LOC109410719	CQUJHB008340
OG0005711	LOC109397131	CQUJHB014790
OG0005712	LOC109409845	CQUJHB018439
OG0005713	LOC115267945	CQUJHB003178
OG0005714	LOC109433230	CQUJHB015775
OG0005715	LOC109416338	CQUJHB015847
OG0005716	LOC109433258	CQUJHB008815
OG0005717	LOC109416326	CQUJHB008695
OG0005718	LOC109424528	CQUJHB008420
OG0005719	LOC109433229	CQUJHB016636
OG0005720	LOC109433266	CQUJHB004157
OG0005721	LOC109408009	CQUJHB000927
OG0005722	LOC109401934	CQUJHB009169
OG0005723	LOC115269531	CQUJHB007630
OG0005726	LOC109399088	CQUJHB011829
OG0005727	LOC109399102	CQUJHB004105
OG0005728	LOC109399132	CQUJHB015029
OG0005729	LOC109425707	CQUJHB006456
OG0005730	LOC109399090	CQUJHB012155
OG0005731	LOC109399607	CQUJHB016248
OG0005732	LOC134284448	CQUJHB010994
OG0005733	LOC134284447	CQUJHB011476
OG0005734	LOC109431240	CQUJHB004811
OG0005735	LOC109407702	CQUJHB006322
OG0005736	LOC109431254	CQUJHB017763
OG0005737	LOC109407704	CQUJHB013228
OG0005738	LOC134291464	CQUJHB004927
OG0005739	LOC109623050	CQUJHB003902
OG0005740	LOC109431578	CQUJHB001426
OG0005741	LOC109420002	CQUJHB012187
OG0005742	LOC109417771	CQUJHB001190
OG0005743	LOC109417567	CQUJHB013903
OG0005744	LOC109414898	CQUJHB012110
OG0005745	LOC134288263	CQUJHB000789
OG0005746	LOC134288267	CQUJHB005777
OG0005747	LOC134287205	CQUJHB005178
OG0005748	LOC109431660	CQUJHB017096
OG0005749	LOC109431693	CQUJHB011091
OG0005750	LOC134288262	CQUJHB007011
OG0005751	LOC109415965	CQUJHB017551
OG0005752	LOC134291412, LOC109411859	CQUJHB007844
OG0005753	LOC109411857	CQUJHB011704
OG0005754	LOC109411853	CQUJHB016688
OG0005755	LOC109414697	CQUJHB014755
OG0005756	LOC109412985	CQUJHB010980
OG0005757	LOC109422362	CQUJHB011787
OG0005758	LOC109428051	CQUJHB006915
OG0005759	LOC109418270	CQUJHB004406
OG0005760	LOC109428045	CQUJHB014835
OG0005761	LOC109418263	CQUJHB016377
OG0005762	LOC109423817	CQUJHB011126
OG0005763	LOC109418262	CQUJHB015248
OG0005764	LOC109419481	CQUJHB009558
OG0005765	LOC109397774	CQUJHB005633
OG0005766	LOC115269408	CQUJHB000816
OG0005767	LOC109428793	CQUJHB007326
OG0005768	LOC109402751	CQUJHB001747
OG0005769	LOC109402833	CQUJHB002544
OG0005770	LOC109402804	CQUJHB016946
OG0005771	LOC109422624	CQUJHB012230
OG0005772	LOC115253825	CQUJHB004613
OG0005773	LOC109422617	CQUJHB004439
OG0005774	LOC109422614	CQUJHB013067
OG0005775	LOC109422608	CQUJHB009407
OG0005776	LOC115267045	CQUJHB007498
OG0005777	LOC109410204	CQUJHB015130
OG0005779	LOC109409984	CQUJHB008503
OG0005780	LOC109420216	CQUJHB014784
OG0005781	LOC109402508	CQUJHB001169
OG0005782	LOC109411575, LOC109411574	CQUJHB003911, CQUJHB009941
OG0005783	LOC109411566	CQUJHB001146
OG0005784	LOC109414894	CQUJHB016575
OG0005785	LOC109397829	CQUJHB013249
OG0005786	LOC109397816	CQUJHB018456
OG0005787	LOC109405352	CQUJHB017308
OG0005788	LOC109422084	CQUJHB013954
OG0005789	LOC115254276	CQUJHB018026
OG0005790	LOC109408772	CQUJHB014494
OG0005791	LOC109432670	CQUJHB000302
OG0005792	LOC109406742	CQUJHB009667
OG0005793	LOC109411951	CQUJHB008026
OG0005794	LOC109406743	CQUJHB005155
OG0005795	LOC109401026	CQUJHB003818
OG0005796	LOC109420867	CQUJHB000317
OG0005797	LOC109427995	CQUJHB008313
OG0005798	LOC109418213	CQUJHB010651
OG0005799	LOC109418227	CQUJHB014169
OG0005800	LOC109431657	CQUJHB005116
OG0005801	LOC109431702	CQUJHB006858
OG0005802	LOC109430975	CQUJHB001006
OG0005803	LOC109430941	CQUJHB001457
OG0005804	LOC109432684	CQUJHB009946
OG0005805	LOC109409462	CQUJHB015171
OG0005806	LOC109409452	CQUJHB018291
OG0005807	LOC109409459	CQUJHB010723
OG0005808	LOC109405024	CQUJHB004080
OG0005809	LOC109405055	CQUJHB016516
OG0005810	LOC109621259	CQUJHB006470
OG0005811	LOC109622053	CQUJHB018236
OG0005812	LOC109405021	CQUJHB018289
OG0005813	LOC109430362	CQUJHB001653
OG0005814	LOC109425384	CQUJHB004997
OG0005815	LOC109399938	CQUJHB015216
OG0005816	LOC109399942	CQUJHB003179
OG0005817	LOC109425382	CQUJHB005314
OG0005818	LOC109399952	CQUJHB018199
OG0005819	LOC109399958	CQUJHB013830
OG0005820	LOC109405227	CQUJHB009614
OG0005821	LOC109412869	CQUJHB009774
OG0005822	LOC109429368	CQUJHB010907
OG0005823	LOC109420973	CQUJHB000936
OG0005824	LOC109406962	CQUJHB014409
OG0005825	LOC109426769	CQUJHB016761
OG0005826	LOC109417816	CQUJHB016913
OG0005827	LOC109417615	CQUJHB007148
OG0005828	LOC109417807	CQUJHB006353
OG0005829	LOC109432710	CQUJHB004968
OG0005830	LOC109432122	CQUJHB001784
OG0005831	LOC109431038	CQUJHB012003
OG0005832	LOC115253922	CQUJHB009019
OG0005833	LOC115253921, LOC109621546	CQUJHB014183
OG0005834	LOC109621583	CQUJHB017704
OG0005835	LOC109407986	CQUJHB012962
OG0005836	LOC109407929	CQUJHB007389
OG0005837	LOC109413849	CQUJHB010769
OG0005838	LOC109407928	CQUJHB017250
OG0005839	LOC109407927	CQUJHB012195
OG0005840	LOC109421603	CQUJHB008512
OG0005841	LOC115265574	CQUJHB006993
OG0005842	LOC115265584	CQUJHB016165
OG0005843	LOC109419516	CQUJHB008849
OG0005844	LOC109423119	CQUJHB006674
OG0005845	LOC109622748	CQUJHB017809
OG0005846	LOC109419524	CQUJHB000448
OG0005847	LOC109421732	CQUJHB014751
OG0005848	LOC109425463	CQUJHB002869
OG0005849	LOC115254441	CQUJHB015964
OG0005850	LOC109425461	CQUJHB013122
OG0005851	LOC109421726	CQUJHB004928
OG0005852	LOC134291830	CQUJHB011398
OG0005853	LOC109397745	CQUJHB018393
OG0005854	LOC109405087	CQUJHB012876
OG0005855	LOC115270211	CQUJHB012132
OG0005856	LOC115270239	CQUJHB012294
OG0005857	LOC115270206	CQUJHB000895
OG0005858	LOC109430681	CQUJHB018385
OG0005859	LOC115270244	CQUJHB010612
OG0005860	LOC109430676	CQUJHB012399
OG0005861	LOC109430667	CQUJHB013119
OG0005862	LOC109429038	CQUJHB002623
OG0005863	LOC109429069	CQUJHB008743
OG0005864	LOC109429048	CQUJHB013612
OG0005865	LOC109429045	CQUJHB004466
OG0005866	LOC109430138	CQUJHB012743
OG0005867	LOC109430141	CQUJHB004469
OG0005868	LOC109430148	CQUJHB004167
OG0005869	LOC115256811	CQUJHB000298
OG0005870	LOC115256848	CQUJHB010961
OG0005871	LOC115255619	CQUJHB009700
OG0005872	LOC109401416	CQUJHB007019
OG0005873	LOC109401397	CQUJHB011905
OG0005874	LOC109432898	CQUJHB016293
OG0005875	LOC109422712	CQUJHB001932
OG0005876	LOC109412318	CQUJHB003300
OG0005877	LOC134284402	CQUJHB006324
OG0005878	LOC109431862	CQUJHB010473
OG0005879	LOC109422720	CQUJHB001692
OG0005880	LOC115266147	CQUJHB001537, CQUJHB013358
OG0005881	LOC115266146	CQUJHB010153
OG0005882	LOC109431972	CQUJHB009447
OG0005883	LOC115264574	CQUJHB016514
OG0005884	LOC109431296	CQUJHB001489
OG0005886	LOC109430086	CQUJHB017535
OG0005887	LOC134292069	CQUJHB001595
OG0005888	LOC109402793	CQUJHB006691
OG0005889	LOC134292063	CQUJHB017827
OG0005890	LOC134292064	CQUJHB014830
OG0005891	LOC115257057	CQUJHB009467
OG0005892	LOC109423962	CQUJHB014887
OG0005893	LOC109418569	CQUJHB010232
OG0005894	LOC109418575	CQUJHB006663
OG0005895	LOC109418576	CQUJHB001804
OG0005896	LOC109418567	CQUJHB008022
OG0005897	LOC109413133	CQUJHB001057
OG0005898	LOC109413135	CQUJHB007281
OG0005899	LOC109419404	CQUJHB002365
OG0005900	LOC115265558	CQUJHB007523
OG0005901	LOC109416534	CQUJHB005459
OG0005902	LOC109405615	CQUJHB007731
OG0005903	LOC109405612	CQUJHB005871
OG0005904	LOC109425778	CQUJHB006444
OG0005905	LOC109425774	CQUJHB017462
OG0005906	LOC109407518	CQUJHB016611
OG0005907	LOC109407516	CQUJHB018013
OG0005908	LOC109407514	CQUJHB006061
OG0005909	LOC109407511	CQUJHB002518
OG0005910	LOC109407513	CQUJHB006178
OG0005911	LOC109425785	CQUJHB008621
OG0005912	LOC109425784	CQUJHB017085
OG0005913	LOC115265631	CQUJHB008147
OG0005914	LOC115265623	CQUJHB017916
OG0005915	LOC109423949	CQUJHB003474
OG0005916	LOC109416259	CQUJHB012588
OG0005918	LOC109423958	CQUJHB016199
OG0005919	LOC109423957	CQUJHB004242
OG0005920	LOC109416262	CQUJHB016103
OG0005921	LOC115265638	CQUJHB003637
OG0005922	LOC109622295	CQUJHB010664
OG0005923	LOC109431574	CQUJHB018248
OG0005924	LOC109622243	CQUJHB013343
OG0005925	LOC109403058	CQUJHB004008
OG0005926	LOC109408666	CQUJHB002469
OG0005927	LOC109403044	CQUJHB017949
OG0005928	LOC109403080	CQUJHB002319
OG0005929	LOC109403077	CQUJHB000984
OG0005930	LOC109416364	CQUJHB005836
OG0005931	LOC109416367	CQUJHB008059
OG0005932	LOC115253499	CQUJHB016398
OG0005933	LOC109416363	CQUJHB000044
OG0005935	LOC109413689	CQUJHB013650
OG0005936	LOC109413694	CQUJHB001065
OG0005937	LOC109413692	CQUJHB008000
OG0005938	LOC109424657	CQUJHB004618
OG0005939	LOC109412060	CQUJHB008229
OG0005940	LOC109412065	CQUJHB008011
OG0005941	LOC115253433	CQUJHB013038
OG0005942	LOC109412057	CQUJHB010135
OG0005943	LOC109412056	CQUJHB014935
OG0005944	LOC109424645	CQUJHB015149
OG0005945	LOC109430713	CQUJHB018129
OG0005946	LOC109429711	CQUJHB013607
OG0005947	LOC109429778	CQUJHB007363
OG0005948	LOC109430731	CQUJHB008842
OG0005949	LOC109430754	CQUJHB009394
OG0005950	LOC109429762	CQUJHB018440
OG0005951	LOC109430732	CQUJHB004073
OG0005952	LOC115261758	CQUJHB014795
OG0005953	LOC115264136	CQUJHB017931
OG0005954	LOC115262055	CQUJHB008441
OG0005955	LOC109406525	CQUJHB011845
OG0005956	LOC109429657	CQUJHB012731
OG0005957	LOC109426690	CQUJHB009310
OG0005958	LOC109417788	CQUJHB009761
OG0005959	LOC109417786	CQUJHB002572
OG0005960	LOC109417792	CQUJHB002142
OG0005961	LOC109424721	CQUJHB002597
OG0005962	LOC109397058, LOC109400791	CQUJHB004255
OG0005963	LOC109423322	CQUJHB017506
OG0005964	LOC109423318	CQUJHB001466
OG0005965	LOC109423313	CQUJHB006917
OG0005966	LOC109622835	CQUJHB014933
OG0005967	LOC109418311	CQUJHB006999
OG0005968	LOC109420597	CQUJHB003799
OG0005969	LOC109398788	CQUJHB010002
OG0005970	LOC109424560	CQUJHB014530
OG0005971	LOC134284925, LOC109427492	CQUJHB015192
OG0005972	LOC109427490	CQUJHB011937
OG0005973	LOC115270044	CQUJHB013850
OG0005975	LOC109405142	CQUJHB003051
OG0005976	LOC109405136	CQUJHB005710
OG0005978	LOC109404192	CQUJHB015318
OG0005980	LOC109401260	CQUJHB001623
OG0005981	LOC109401285	CQUJHB000496
OG0005982	LOC115253577	CQUJHB012156
OG0005983	LOC115262731	CQUJHB002822
OG0005984	LOC109403615	CQUJHB017065
OG0005985	LOC109403597	CQUJHB015000
OG0005986	LOC109414776	CQUJHB007306
OG0005987	LOC109621987	CQUJHB006117
OG0005988	LOC115264946	CQUJHB013810
OG0005989	LOC109427304	CQUJHB018033
OG0005990	LOC109422270	CQUJHB003789
OG0005991	LOC109423354	CQUJHB003116
OG0005992	LOC109401270	CQUJHB009661
OG0005993	LOC109422343	CQUJHB013034
OG0005994	LOC109422350	CQUJHB013705
OG0005995	LOC109412811	CQUJHB009025
OG0005996	LOC109401375	CQUJHB000407
OG0005997	LOC109409175	CQUJHB000941
OG0005998	LOC109409179	CQUJHB014910
OG0005999	LOC109409219	CQUJHB007092
OG0006000	LOC109409178	CQUJHB010716
OG0006001	LOC109409181	CQUJHB004619
OG0006002	LOC115270355	CQUJHB014788
OG0006003	LOC109428423	CQUJHB012451
OG0006004	LOC109433627	CQUJHB003500
OG0006005	LOC109428422	CQUJHB004581
OG0006006	LOC109419577	CQUJHB000487
OG0006007	LOC109419579	CQUJHB008054
OG0006008	LOC109404797	CQUJHB008427
OG0006009	LOC109404816	CQUJHB018016
OG0006010	LOC109423877	CQUJHB015308
OG0006011	LOC109404803	CQUJHB017940
OG0006012	LOC109623307	CQUJHB006372
OG0006013	LOC109401243	CQUJHB017075
OG0006014	LOC109621229	CQUJHB015373
OG0006015	LOC115262714	CQUJHB011360
OG0006016	LOC109401195	CQUJHB007119
OG0006017	LOC115268683	CQUJHB001817
OG0006018	LOC115258594	CQUJHB008169
OG0006019	LOC109409296	CQUJHB001951
OG0006020	LOC109409294	CQUJHB001318
OG0006022	LOC109419521	CQUJHB012490
OG0006023	LOC109423478	CQUJHB013857
OG0006024	LOC115263730	CQUJHB010773
OG0006025	LOC115263728	CQUJHB003988
OG0006026	LOC115263729	CQUJHB008970
OG0006027	LOC109402831	CQUJHB008924
OG0006028	LOC109402850	CQUJHB017300
OG0006029	LOC115253981	CQUJHB000266
OG0006030	LOC109402812	CQUJHB018001
OG0006031	LOC109422594	CQUJHB016765
OG0006032	LOC109402813, LOC109422597	CQUJHB003180
OG0006033	LOC109402835	CQUJHB007732
OG0006034	LOC109410445	CQUJHB012672
OG0006035	LOC109410451	CQUJHB014843
OG0006036	LOC109410447	CQUJHB004413, CQUJHB011709
OG0006037	LOC109410418	CQUJHB002997
OG0006038	LOC109410442	CQUJHB008224
OG0006039	LOC109410441	CQUJHB008025
OG0006040	LOC109401473	CQUJHB017560
OG0006041	LOC109401480	CQUJHB017261
OG0006042	LOC109410459	CQUJHB011883
OG0006043	LOC109425655	CQUJHB002094
OG0006044	LOC109425664	CQUJHB010430
OG0006045	LOC109425667	CQUJHB005514
OG0006046	LOC109425666	CQUJHB012035
OG0006047	LOC109403240	CQUJHB001431
OG0006048	LOC115253670	CQUJHB011601
OG0006049	LOC115253655	CQUJHB009221
OG0006050	LOC115256503	CQUJHB002793
OG0006051	LOC115269132	CQUJHB014555
OG0006052	LOC109427530	CQUJHB004447
OG0006053	LOC109431821	CQUJHB005468, CQUJHB001249
OG0006054	LOC109417063	CQUJHB012818
OG0006055	LOC109398071	CQUJHB002311
OG0006056	LOC109431649	CQUJHB010007
OG0006057	LOC109400479	CQUJHB014780
OG0006058	LOC109622456	CQUJHB013315
OG0006060	LOC109407955	CQUJHB012842
OG0006061	LOC109417384	CQUJHB003481
OG0006062	LOC109431411	CQUJHB010389
OG0006063	LOC109431456	CQUJHB008499
OG0006064	LOC109427663	CQUJHB007787
OG0006065	LOC109413060	CQUJHB006666
OG0006066	LOC109403283	CQUJHB017490
OG0006067	LOC109415062, LOC109403287	CQUJHB011326
OG0006068	LOC109413055	CQUJHB012510
OG0006069	LOC109403297	CQUJHB009015
OG0006070	LOC109403281	CQUJHB013365
OG0006071	LOC109413059	CQUJHB010931
OG0006072	LOC134285001	CQUJHB001981
OG0006073	LOC109407431	CQUJHB012377
OG0006074	LOC109407432	CQUJHB017870
OG0006075	LOC109407427	CQUJHB014926
OG0006076	LOC109407430	CQUJHB013755
OG0006077	LOC109416405	CQUJHB008077
OG0006078	LOC109416453	CQUJHB011262
OG0006079	LOC115261492	CQUJHB005099
OG0006080	LOC115253916	CQUJHB009912
OG0006081	LOC109411099	CQUJHB013213
OG0006082	LOC109433371	CQUJHB008202
OG0006083	LOC109433004	CQUJHB004286
OG0006085	LOC115253965	CQUJHB006038
OG0006086	LOC109421993	CQUJHB011195
OG0006087	LOC115256372	CQUJHB005040
OG0006088	LOC115256369	CQUJHB005424
OG0006089	LOC115253972, LOC109421997	CQUJHB016843
OG0006090	LOC109419687	CQUJHB017722
OG0006091	LOC109622110	CQUJHB005349
OG0006092	LOC134288595	CQUJHB002510
OG0006093	LOC109623305	CQUJHB016410
OG0006094	LOC109401204	CQUJHB000480
OG0006095	LOC134287896	CQUJHB014058
OG0006096	LOC109622004	CQUJHB012380
OG0006097	LOC134287002	CQUJHB015699
OG0006099	LOC109414426	CQUJHB005756
OG0006100	LOC109404733	CQUJHB014485
OG0006101	LOC109414429	CQUJHB015477
OG0006102	LOC109414420	CQUJHB017362
OG0006103	LOC109407055	CQUJHB010891
OG0006104	LOC109421554	CQUJHB018066
OG0006105	LOC115254166	CQUJHB011844
OG0006106	LOC134288028	CQUJHB014320
OG0006107	LOC109411530	CQUJHB015886
OG0006108	LOC109411537	CQUJHB009571
OG0006109	LOC109411550	CQUJHB014867
OG0006110	LOC109419218	CQUJHB002999
OG0006111	LOC109419216	CQUJHB014849
OG0006112	LOC109419212	CQUJHB005814
OG0006113	LOC109419210	CQUJHB000457
OG0006114	LOC109419219	CQUJHB000226
OG0006115	LOC109419215	CQUJHB014280
OG0006116	LOC109419213	CQUJHB014902
OG0006117	LOC109416999	CQUJHB013910
OG0006118	LOC109404974	CQUJHB007923
OG0006119	LOC115261190	CQUJHB004775
OG0006120	LOC109414244	CQUJHB003797
OG0006121	LOC109416936	CQUJHB013771
OG0006122	LOC115265104	CQUJHB001357
OG0006124	LOC109401486	CQUJHB017427
OG0006125	LOC109413993	CQUJHB006498
OG0006126	LOC115255634	CQUJHB011666
OG0006127	LOC109397820	CQUJHB002224
OG0006128	LOC109397825	CQUJHB009852
OG0006129	LOC115255620	CQUJHB009449
OG0006130	LOC109428657	CQUJHB013296
OG0006131	LOC109422470	CQUJHB008922
OG0006132	LOC109428654	CQUJHB016131
OG0006133	LOC109428663	CQUJHB011490
OG0006134	LOC109415835	CQUJHB001046
OG0006135	LOC115259344, LOC115253781	CQUJHB005690
OG0006136	LOC109404267	CQUJHB002730
OG0006137	LOC109404271	CQUJHB010796
OG0006138	LOC109412720, LOC109411863	CQUJHB002545
OG0006139	LOC109411869, LOC109412717	CQUJHB002655
OG0006140	LOC109414995	CQUJHB006967
OG0006142	LOC109414992	CQUJHB018402
OG0006143	LOC109417245	CQUJHB004285
OG0006144	LOC109415102	CQUJHB013585
OG0006145	LOC109415011	CQUJHB000047
OG0006146	LOC109431169	CQUJHB004181
OG0006147	LOC134284214, LOC109424056	CQUJHB005175
OG0006148	LOC109423999	CQUJHB017107
OG0006149	LOC109426213	CQUJHB010096
OG0006150	LOC109426221	CQUJHB012928
OG0006151	LOC109426215	CQUJHB003125
OG0006152	LOC109420922	CQUJHB003382
OG0006153	LOC109428955	CQUJHB007288
OG0006154	LOC109403694	CQUJHB010433
OG0006155	LOC134288051	CQUJHB012626
OG0006156	LOC109426759	CQUJHB013198
OG0006157	LOC109417799	CQUJHB002880
OG0006158	LOC109417796	CQUJHB010342
OG0006159	LOC109417797	CQUJHB014158
OG0006160	LOC115266887	CQUJHB011453
OG0006161	LOC109431162	CQUJHB000801
OG0006162	LOC109431172	CQUJHB016804
OG0006163	LOC109412269	CQUJHB000631
OG0006164	LOC109432921	CQUJHB008872
OG0006165	LOC109401433	CQUJHB011586
OG0006166	LOC109404650	CQUJHB012045
OG0006167	LOC109404654	CQUJHB006778
OG0006168	LOC109397933	CQUJHB015824
OG0006169	LOC109431070	CQUJHB012158
OG0006170	LOC115256850	CQUJHB008775
OG0006171	LOC109405397	CQUJHB013347
OG0006172	LOC109431066	CQUJHB018178
OG0006173	LOC109411929	CQUJHB013415
OG0006174	LOC115255323	CQUJHB014150
OG0006175	LOC109406270	CQUJHB004190
OG0006176	LOC109416888	CQUJHB013454
OG0006177	LOC109428880	CQUJHB018403
OG0006178	LOC109428883	CQUJHB003284
OG0006179	LOC109416887	CQUJHB014545
OG0006180	LOC109414974	CQUJHB001933
OG0006181	LOC109415144	CQUJHB015930
OG0006182	LOC109414976	CQUJHB016600
OG0006183	LOC109399154	CQUJHB004394
OG0006184	LOC109413973	CQUJHB003694
OG0006185	LOC109413976	CQUJHB010684
OG0006186	LOC109399201	CQUJHB003847
OG0006187	LOC115253755	CQUJHB008201
OG0006188	LOC109424014	CQUJHB016307
OG0006189	LOC109424019	CQUJHB018028
OG0006190	LOC109416429	CQUJHB017914
OG0006191	LOC109409798	CQUJHB000755
OG0006192	LOC109421011	CQUJHB017454
OG0006193	LOC109426902	CQUJHB002148
OG0006194	LOC109414723	CQUJHB001598
OG0006195	LOC109426708	CQUJHB005486
OG0006196	LOC109412049	CQUJHB008919
OG0006197	LOC109412035	CQUJHB003793
OG0006198	LOC109412053	CQUJHB004386
OG0006199	LOC109412041	CQUJHB012312
OG0006200	LOC109414777	CQUJHB010046
OG0006201	LOC109414724	CQUJHB013012
OG0006202	LOC109414704	CQUJHB012190
OG0006203	LOC109414666	CQUJHB007137
OG0006204	LOC115260604	CQUJHB004338
OG0006205	LOC109400894	CQUJHB005408
OG0006206	LOC109423304	CQUJHB011997
OG0006207	LOC109423306	CQUJHB002086
OG0006208	LOC109404477	CQUJHB009904
OG0006209	LOC109404500	CQUJHB011580
OG0006210	LOC109413070	CQUJHB014457
OG0006211	LOC109418501	CQUJHB007131
OG0006212	LOC109418498	CQUJHB016202
OG0006213	LOC109413077	CQUJHB003737
OG0006214	LOC115267434	CQUJHB014031
OG0006215	LOC109413078	CQUJHB009307
OG0006216	LOC109426400	CQUJHB008505
OG0006217	LOC109428024	CQUJHB014472
OG0006218	LOC109418259	CQUJHB013557
OG0006219	LOC109418242	CQUJHB004659
OG0006220	LOC109428033	CQUJHB016312
OG0006221	LOC109418249	CQUJHB004653
OG0006222	LOC109428031	CQUJHB005903
OG0006223	LOC109428039	CQUJHB008012
OG0006224	LOC109418247	CQUJHB008044
OG0006225	LOC109418256	CQUJHB003959
OG0006226	LOC109418245	CQUJHB000037
OG0006227	LOC109428025	CQUJHB005736
OG0006228	LOC109428035	CQUJHB012472
OG0006229	LOC115270233	CQUJHB018321
OG0006230	LOC109404017	CQUJHB013574
OG0006231	LOC109413590	CQUJHB001179
OG0006232	LOC109432063	CQUJHB001960
OG0006233	LOC109407979	CQUJHB018244
OG0006234	LOC109407978	CQUJHB017036
OG0006235	LOC109403684	CQUJHB016955
OG0006236	LOC109407974	CQUJHB012223
OG0006237	LOC109403672	CQUJHB017735
OG0006238	LOC109407969	CQUJHB009762
OG0006239	LOC109407972	CQUJHB009303
OG0006241	LOC109428360	CQUJHB015407
OG0006242	LOC109413568	CQUJHB008850
OG0006243	LOC109401254	CQUJHB010328
OG0006244	LOC109413575	CQUJHB004883
OG0006245	LOC115253717	CQUJHB011835
OG0006246	LOC109413570	CQUJHB018090
OG0006247	LOC109401280	CQUJHB011964
OG0006248	LOC109407899	CQUJHB005229
OG0006249	LOC109413553	CQUJHB008507
OG0006250	LOC115262749	CQUJHB012343
OG0006251	LOC109413576	CQUJHB000751
OG0006252	LOC109431598	CQUJHB010516
OG0006253	LOC109431675	CQUJHB011999
OG0006254	LOC134285258	CQUJHB003908
OG0006255	LOC109412181	CQUJHB003347
OG0006256	LOC115253492	CQUJHB007688
OG0006257	LOC115255459	CQUJHB007352
OG0006258	LOC109414184	CQUJHB014737
OG0006259	LOC109414187	CQUJHB006488
OG0006260	LOC109414186	CQUJHB017026
OG0006261	LOC109414183	CQUJHB012993
OG0006262	LOC109414180	CQUJHB010245
OG0006263	LOC109414185	CQUJHB008370
OG0006264	LOC109416154	CQUJHB014147
OG0006265	LOC109433123	CQUJHB010111
OG0006266	LOC109433429	CQUJHB002126
OG0006267	LOC134290072	CQUJHB005523
OG0006268	LOC109419190	CQUJHB003140
OG0006269	LOC109405758	CQUJHB009894
OG0006270	LOC109433374	CQUJHB001488, CQUJHB000849
OG0006271	LOC109405755	CQUJHB013082
