Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0004550	LOC109411514	ASIC011467
OG0004552	LOC109411708	ASIC013269
OG0004553	LOC109621941	ASIC020120
OG0004554	LOC109401057	ASIC008897
OG0004555	LOC109429338	ASIC008887
OG0004556	LOC109418687	ASIC005970
OG0004557	LOC109433635	ASIC016985
OG0004558	LOC109418686	ASIC005971
OG0004559	LOC109433622	ASIC016984
OG0004560	LOC109424554	ASIC004752
OG0004561	LOC109424523	ASIC019232
OG0004562	LOC115253431	ASIC015206
OG0004563	LOC109417151	ASIC004760
OG0004564	LOC109411979	ASIC004785
OG0004565	LOC109417150	ASIC004758
OG0004566	LOC109424545	ASIC015208
OG0004567	LOC109417153	ASIC004756
OG0004568	LOC109424550	ASIC004166
OG0004569	LOC109428767	ASIC019213
OG0004570	LOC109430452	ASIC003225
OG0004571	LOC109409564	ASIC015006
OG0004572	LOC115268973	ASIC010488
OG0004573	LOC109430482	ASIC015004
OG0004574	LOC109411734	ASIC007171
OG0004575	LOC109409570	ASIC004849
OG0004576	LOC109430456	ASIC003223
OG0004577	LOC109409567	ASIC015003
OG0004578	LOC109409574	ASIC003224
OG0004579	LOC109426524	ASIC007348
OG0004580	LOC109408552	ASIC007355
OG0004581	LOC109429590	ASIC007356
OG0004582	LOC109429583	ASIC007352
OG0004583	LOC109429582	ASIC007350
OG0004584	LOC109429586	ASIC007354
OG0004585	LOC109429576	ASIC007345
OG0004586	LOC109397521	ASIC006883
OG0004587	LOC109622824	ASIC014125
OG0004588	LOC109622825	ASIC014126
OG0004589	LOC109397513	ASIC014137
OG0004590	LOC109622804	ASIC014133
OG0004591	LOC109621499	ASIC006885
OG0004592	LOC109397548	ASIC006887
OG0004593	LOC109397539	ASIC014130
OG0004594	LOC109622815	ASIC006678
OG0004595	LOC109431004	ASIC020824
OG0004596	LOC109430936	ASIC020819
OG0004597	LOC109412100	ASIC020817
OG0004598	LOC109431022	ASIC020826
OG0004599	LOC109406930	ASIC013210
OG0004600	LOC109430882	ASIC013321
OG0004601	LOC109406923	ASIC004083
OG0004602	LOC109430995	ASIC020822
OG0004603	LOC109406927	ASIC013211
OG0004604	LOC109412128	ASIC020830
OG0004605	LOC109399283	ASIC019909
OG0004606	LOC109399262	ASIC017424
OG0004607	LOC109429082	ASIC013688
OG0004608	LOC109404038	ASIC003600
OG0004609	LOC109432062	ASIC011994
OG0004610	LOC109404007	ASIC006152
OG0004611	LOC109404013	ASIC015931
OG0004612	LOC109402594	ASIC016745
OG0004613	LOC109401663	ASIC003414
OG0004614	LOC109420358	ASIC008121
OG0004615	LOC109420362	ASIC009292
OG0004616	LOC115257403	ASIC003413
OG0004617	LOC109420360	ASIC009295
OG0004618	LOC109417267	ASIC011698
OG0004619	LOC109432379	ASIC019078
OG0004620	LOC109412130	ASIC020831
OG0004621	LOC109423053	ASIC008007
OG0004623	LOC115253700	ASIC014165
OG0004624	LOC109419757	ASIC006469
OG0004625	LOC115253784	ASIC006468
OG0004626	LOC109419739	ASIC006484
OG0004627	LOC109398250	ASIC009095
OG0004628	LOC115255033	ASIC014166
OG0004629	LOC109419740	ASIC006477
OG0004630	LOC109419769	ASIC004888
OG0004631	LOC109419738	ASIC006486
OG0004632	LOC109398260	ASIC017272
OG0004633	LOC109420048	ASIC004889
OG0004634	LOC134287871	ASIC013555
OG0004635	LOC109400343	ASIC013623
OG0004636	LOC134287872	ASIC013554
OG0004637	LOC115254141	ASIC014544
OG0004638	LOC109425183	ASIC014632
OG0004639	LOC134287873	ASIC010150
OG0004640	LOC109400337	ASIC006600
OG0004641	LOC109400335	ASIC013563
OG0004642	LOC109415881	ASIC009286
OG0004643	LOC115261816	ASIC000090
OG0004644	LOC109418671	ASIC015526
OG0004645	LOC109424755, LOC109417217	ASIC017496
OG0004646	LOC109413483	ASIC002444
OG0004647	LOC115253479	ASIC021619
OG0004648	LOC109413482	ASIC002443
OG0004649	LOC109410785	ASIC015061
OG0004650	LOC115270152	ASIC021623
OG0004651	LOC109413521	ASIC019657
OG0004652	LOC109413518	ASIC019651
OG0004653	LOC109410795	ASIC019666
OG0004654	LOC109410794	ASIC019664
OG0004655	LOC109410793	ASIC002441
OG0004656	LOC109410775	ASIC017438
OG0004657	LOC109415920, LOC109415919	ASIC010496
OG0004658	LOC109411500	ASIC010343
OG0004659	LOC109405420	ASIC021881
OG0004660	LOC109405414	ASIC021887
OG0004661	LOC109621728	ASIC011157
OG0004662	LOC109420237	ASIC003267
OG0004663	LOC109397319	ASIC005618
OG0004664	LOC109420246	ASIC003260
OG0004665	LOC109420257	ASIC015070
OG0004666	LOC115265331	ASIC015069
OG0004667	LOC109397339	ASIC013752
OG0004668	LOC109397352	ASIC015068
OG0004669	LOC109412354	ASIC003899
OG0004670	LOC134287962	ASIC016201
OG0004672	LOC109428932	ASIC009296
OG0004673	LOC109408794	ASIC017929
OG0004674	LOC109415057	ASIC008622
OG0004675	LOC109622588	ASIC005308
OG0004676	LOC109415047	ASIC005311
OG0004677	LOC115264939	ASIC005305
OG0004678	LOC109621964	ASIC012613
OG0004679	LOC109621958	ASIC008620
OG0004680	LOC109621947	ASIC002627
OG0004681	LOC109621952	ASIC005307
OG0004683	LOC109415040	ASIC005309
OG0004684	LOC109621949	ASIC005310
OG0004685	LOC109404209	ASIC005301
OG0004686	LOC109621974	ASIC004523
OG0004687	LOC109415045	ASIC002625
OG0004688	LOC109407024	ASIC006406
OG0004689	LOC109429703	ASIC007216
OG0004690	LOC109402527	ASIC013071
OG0004691	LOC109429702	ASIC014362
OG0004692	LOC109416792	ASIC013073
OG0004693	LOC109402578	ASIC013072
OG0004694	LOC109416782	ASIC007150
OG0004695	LOC109402598	ASIC013075
OG0004697	LOC109416802	ASIC007205
OG0004698	LOC115262072	ASIC006400
OG0004700	LOC109414624	ASIC021797, ASIC021798
OG0004701	LOC109414612	ASIC014238
OG0004702	LOC109414597	ASIC010454
OG0004703	LOC109424830	ASIC021807
OG0004704	LOC109414601	ASIC010455
OG0004705	LOC109414593	ASIC010451
OG0004706	LOC109414606	ASIC010459
OG0004707	LOC109424850	ASIC010452
OG0004708	LOC109414605	ASIC010458
OG0004709	LOC115270899	ASIC000805
OG0004710	LOC109413884	ASIC000804
OG0004711	LOC109426258	ASIC000952
OG0004712	LOC109398043	ASIC019138
OG0004713	LOC109411191	ASIC005583
OG0004714	LOC109400777	ASIC005597
OG0004715	LOC109399594	ASIC004802
OG0004716	LOC109400801	ASIC005573
OG0004717	LOC109411189	ASIC005586
OG0004718	LOC109399622	ASIC005576
OG0004719	LOC109398115	ASIC000953
OG0004720	LOC109423177	ASIC015111
OG0004721	LOC115266637	ASIC015120
OG0004722	LOC109406928	ASIC006528
OG0004723	LOC109409668	ASIC003727
OG0004724	LOC109401727	ASIC003731
OG0004725	LOC115265371	ASIC016857
OG0004726	LOC115265366	ASIC003732
OG0004727	LOC115265751	ASIC016844
OG0004728	LOC109409672	ASIC016856
OG0004729	LOC109406056	ASIC016845
OG0004730	LOC115265374	ASIC016840
OG0004731	LOC109406058	ASIC016835
OG0004732	LOC109409656	ASIC010196
OG0004733	LOC109409650	ASIC010204
OG0004734	LOC109417297	ASIC003729
OG0004735	LOC115266602	ASIC005473
OG0004736	LOC109423702	ASIC002019
OG0004737	LOC115254193	ASIC005475
OG0004738	LOC109415778	ASIC009117
OG0004739	LOC109424043	ASIC002021
OG0004740	LOC109415335	ASIC002268
OG0004741	LOC115266610	ASIC002020
OG0004742	LOC115266597	ASIC002022
OG0004743	LOC109423801	ASIC005474
OG0004744	LOC109432201	ASIC003557
OG0004745	LOC109397815	ASIC017169
OG0004746	LOC109420223	ASIC003108
OG0004747	LOC109405359	ASIC007693
OG0004748	LOC109420220	ASIC003103
OG0004749	LOC115255641	ASIC007676
OG0004750	LOC109405365	ASIC004647
OG0004751	LOC109425214	ASIC010125
OG0004752	LOC109424717	ASIC014507
OG0004753	LOC109412773	ASIC014979
OG0004754	LOC109397407	ASIC022217
OG0004755	LOC109424722	ASIC017924
OG0004756	LOC109411290	ASIC010694
OG0004757	LOC109410021	ASIC019868
OG0004758	LOC109410022	ASIC002506
OG0004759	LOC109419674, LOC115265750	ASIC002501
OG0004760	LOC109419676	ASIC002498
OG0004761	LOC109433032	ASIC010688
OG0004762	LOC109411282	ASIC010766
OG0004763	LOC109433087	ASIC010695
OG0004764	LOC109420651	ASIC012759
OG0004766	LOC109429462	ASIC010439
OG0004767	LOC115263759	ASIC021712
OG0004768	LOC109420653	ASIC012765
OG0004769	LOC109401083	ASIC003183
OG0004770	LOC109415959	ASIC021470
OG0004771	LOC109400973	ASIC012777
OG0004772	LOC109400989	ASIC012774
OG0004773	LOC109400990	ASIC002930
OG0004776	LOC109398222	ASIC009764
OG0004777	LOC109400818	ASIC020911
OG0004778	LOC109398221	ASIC019997
OG0004779	LOC115259414	ASIC008913
OG0004780	LOC115263769	ASIC020601
OG0004781	LOC115259822	ASIC019994
OG0004782	LOC109429313	ASIC020920
OG0004783	LOC109427436	ASIC007622
OG0004784	LOC109427449, LOC134285225	ASIC018181
OG0004785	LOC109427441	ASIC006821
OG0004786	LOC115254483	ASIC006817
OG0004787	LOC109413726	ASIC006874
OG0004788	LOC109409628	ASIC009252
OG0004789	LOC109429377	ASIC007530
OG0004790	LOC109429367	ASIC016205
OG0004791	LOC109409615	ASIC006871
OG0004792	LOC109413695	ASIC006872
OG0004793	LOC109429376	ASIC007541
OG0004794	LOC109409620	ASIC006876
OG0004795	LOC109433516	ASIC022347
OG0004796	LOC109410650	ASIC022349
OG0004797	LOC109433480	ASIC007897
OG0004798	LOC109410708	ASIC022348
OG0004799	LOC109410665	ASIC010958
OG0004800	LOC109410667	ASIC013665
OG0004801	LOC109433478	ASIC007898
OG0004802	LOC109410654	ASIC007892
OG0004803	LOC109410652	ASIC007891
OG0004804	LOC109427069	ASIC011577
OG0004805	LOC109411331	ASIC011578
OG0004806	LOC109427619	ASIC017944
OG0004807	LOC109417984	ASIC008056
OG0004808	LOC109416331	ASIC002693
OG0004809	LOC109427621	ASIC008058
OG0004810	LOC109431131	ASIC017145
OG0004811	LOC109431116	ASIC020490
OG0004812	LOC109431083	ASIC003987
OG0004813	LOC115261055	ASIC003985, ASIC003982
OG0004815	LOC109423625	ASIC002272
OG0004816	LOC109407580	ASIC019383
OG0004817	LOC115262185	ASIC008190
OG0004818	LOC109407579	ASIC019371
OG0004819	LOC109425850	ASIC019420
OG0004820	LOC109425843	ASIC019405
OG0004821	LOC109425913	ASIC017866
OG0004822	LOC109401792	ASIC011533
OG0004824	LOC109406152	ASIC011537
OG0004825	LOC109401765	ASIC011550
OG0004826	LOC109428008	ASIC011596
OG0004827	LOC109418190	ASIC011597
OG0004828	LOC109397881	ASIC005154
OG0004829	LOC109397884	ASIC013320
OG0004830	LOC109416129	ASIC009843
OG0004831	LOC109416128	ASIC013470
OG0004832	LOC109402099	ASIC017297
OG0004833	LOC115254981	ASIC017708
OG0004834	LOC109402103	ASIC017294
OG0004835	LOC115254988	ASIC017719
OG0004836	LOC115254982	ASIC017710
OG0004837	LOC109402115	ASIC017720
OG0004838	LOC115254978	ASIC017301
OG0004839	LOC109402101	ASIC017296
OG0004840	LOC109425677	ASIC018867
OG0004841	LOC109399352	ASIC021109
OG0004842	LOC109433397	ASIC021116
OG0004843	LOC115268809	ASIC021110
OG0004844	LOC109428908	ASIC014422
OG0004845	LOC109421015	ASIC014437
OG0004846	LOC109433363	ASIC021111
OG0004847	LOC109399347	ASIC021113
OG0004848	LOC109433368	ASIC021112
OG0004849	LOC109406306	ASIC014075
OG0004850	LOC109422773	ASIC008011
OG0004851	LOC109417145	ASIC004762
OG0004852	LOC109422772	ASIC004471
OG0004853	LOC109402499	ASIC003874
OG0004854	LOC109621384	ASIC003845
OG0004855	LOC109621391	ASIC003872
OG0004856	LOC109621734	ASIC003875
OG0004857	LOC115268609	ASIC003855
OG0004858	LOC109425124	ASIC017334
OG0004859	LOC109621383	ASIC022132
OG0004860	LOC109402479	ASIC003844
OG0004861	LOC109402491	ASIC003876
OG0004862	LOC109621380	ASIC003857
OG0004863	LOC109402509	ASIC003849
OG0004864	LOC109433355	ASIC021124
OG0004865	LOC109433366	ASIC021557
OG0004866	LOC109433389	ASIC021126
OG0004867	LOC109433396	ASIC021125
OG0004868	LOC109400934	ASIC005235
OG0004869	LOC109400911	ASIC005233
OG0004870	LOC109430448	ASIC014857
OG0004871	LOC109430360	ASIC020958
OG0004872	LOC109432134	ASIC020955
OG0004873	LOC109410067	ASIC010483
OG0004874	LOC109432139	ASIC014856
OG0004875	LOC109410069	ASIC010484
OG0004876	LOC109408933	ASIC011009
OG0004877	LOC109408932	ASIC007548
OG0004878	LOC109423006	ASIC017148
OG0004879	LOC109415625	ASIC002903
OG0004880	LOC109415627	ASIC017147
OG0004881	LOC109408930	ASIC009714
OG0004882	LOC109415626	ASIC006303
OG0004883	LOC109433624	ASIC007088
OG0004884	LOC109432381	ASIC005121
OG0004885	LOC109399010	ASIC009341
OG0004886	LOC109398962	ASIC011813
OG0004887	LOC109399059	ASIC003888
OG0004889	LOC109398993	ASIC009338
OG0004890	LOC109398914	ASIC015512
OG0004891	LOC109410035	ASIC019858
OG0004892	LOC109419650	ASIC019847
OG0004893	LOC115264841	ASIC019848
OG0004894	LOC109405273	ASIC009901
OG0004895	LOC109429172	ASIC004176
OG0004896	LOC109398796	ASIC012534
OG0004897	LOC109398798	ASIC012537
OG0004898	LOC109429174	ASIC004172
OG0004899	LOC109429189	ASIC000397
OG0004900	LOC109398804	ASIC012533
OG0004901	LOC109429182	ASIC000333
OG0004902	LOC115261372	ASIC012535
OG0004903	LOC109424102	ASIC020257
OG0004905	LOC109424067	ASIC007060
OG0004906	LOC109416297	ASIC021520
OG0004907	LOC109416303	ASIC007059
OG0004908	LOC109416292	ASIC020268
OG0004910	LOC109413902	ASIC008703
OG0004911	LOC109421114	ASIC004161
OG0004912	LOC109413900	ASIC008702
OG0004913	LOC109412620	ASIC010314
OG0004914	LOC109419967	ASIC017644
OG0004915	LOC109404761	ASIC016299
OG0004916	LOC109621275	ASIC016305
OG0004917	LOC109404762	ASIC016293
OG0004918	LOC109404752	ASIC016312
OG0004919	LOC109411723	ASIC007198
OG0004920	LOC109411721	ASIC007200
OG0004921	LOC109421405	ASIC007186
OG0004922	LOC109420649	ASIC007199
OG0004923	LOC109411726	ASIC007196
OG0004924	LOC109408611	ASIC005074
OG0004925	LOC115263397	ASIC021689
OG0004926	LOC109421952	ASIC014960
OG0004927	LOC109408613	ASIC014963
OG0004928	LOC109421935	ASIC015487
OG0004929	LOC109427111	ASIC004551
OG0004930	LOC109427121	ASIC004540
OG0004931	LOC109400172	ASIC004552
OG0004932	LOC109427117	ASIC004544
OG0004933	LOC109427099	ASIC004563
OG0004934	LOC109400204	ASIC004541
OG0004935	LOC109400192	ASIC004545
OG0004936	LOC109430300	ASIC020867
OG0004937	LOC109431949	ASIC014086
OG0004938	LOC109430284	ASIC020865
OG0004939	LOC109430298	ASIC009873
OG0004940	LOC115254112	ASIC020868
OG0004941	LOC109431943	ASIC014085
OG0004942	LOC109430264	ASIC014709
OG0004943	LOC109430279	ASIC020965
OG0004944	LOC109430265	ASIC014846
OG0004945	LOC109397409	ASIC015250
OG0004946	LOC109397423	ASIC015249
OG0004947	LOC109401575, LOC134291598	ASIC015243
OG0004948	LOC109401606	ASIC015251
OG0004949	LOC109621796	ASIC000895
OG0004950	LOC109403594	ASIC011856
OG0004951	LOC109403475	ASIC000896
OG0004952	LOC109414772	ASIC012570
OG0004953	LOC109414765	ASIC012574
OG0004954	LOC109415679	ASIC011581
OG0004955	LOC109415678	ASIC002833
OG0004956	LOC109413668	ASIC005343
OG0004957	LOC109413669	ASIC005345
OG0004958	LOC109413670	ASIC002753
OG0004959	LOC109413679	ASIC007051
OG0004960	LOC109413683	ASIC007050
OG0004961	LOC109413663	ASIC008223
OG0004962	LOC109413664	ASIC005331
OG0004963	LOC109425010	ASIC005342
OG0004964	LOC109425025	ASIC004848
OG0004966	LOC109421874	ASIC007955
OG0004967	LOC109424049	ASIC005047
OG0004969	LOC115253785	ASIC004130
OG0004970	LOC109425251	ASIC015152, ASIC015141
OG0004972	LOC109412287	ASIC003511
OG0004973	LOC109412780	ASIC012934
OG0004974	LOC109418125	ASIC019778
OG0004975	LOC109418320	ASIC021222
OG0004976	LOC109428094	ASIC004660
OG0004977	LOC115269611	ASIC002543
OG0004978	LOC109427053	ASIC012666
OG0004979	LOC109416235	ASIC012674
OG0004980	LOC109418468	ASIC021257
OG0004981	LOC109408900	ASIC009200
OG0004982	LOC109408902	ASIC009197
OG0004983	LOC109408915	ASIC012954
OG0004985	LOC109418471	ASIC021246
OG0004986	LOC109408918	ASIC012955
OG0004987	LOC109424512	ASIC017666
OG0004988	LOC115253470	ASIC017693
OG0004989	LOC109407176	ASIC017555
OG0004990	LOC115255185	ASIC017704
OG0004991	LOC109430545	ASIC012295
OG0004992	LOC115260131	ASIC012310
OG0004994	LOC109430546	ASIC012301
OG0004995	LOC109425892	ASIC022200
OG0004996	LOC109425978	ASIC014763
OG0004997	LOC109425976	ASIC014753
OG0004999	LOC109425994	ASIC014799
OG0005000	LOC109426000	ASIC014807
OG0005001	LOC109426004	ASIC014812
OG0005002	LOC115256091	ASIC006785
OG0005003	LOC109414080	ASIC006353
OG0005005	LOC109414079	ASIC006354
OG0005006	LOC109414086	ASIC017020
OG0005007	LOC109421641	ASIC010630
OG0005008	LOC109421618	ASIC010593
OG0005009	LOC109407320	ASIC010641
OG0005010	LOC109407322	ASIC012129
OG0005011	LOC109421643	ASIC012031
OG0005012	LOC109421642	ASIC012140
OG0005013	LOC109407327	ASIC006071
OG0005014	LOC109421631	ASIC010607
OG0005015	LOC134287523	ASIC009992
OG0005016	LOC115262255	ASIC009997
OG0005017	LOC109402506	ASIC010000
OG0005018	LOC109402516	ASIC009981
OG0005019	LOC109402503	ASIC020709
OG0005020	LOC109402145	ASIC013102
OG0005021	LOC109402517	ASIC009983
OG0005022	LOC109402496	ASIC013101
OG0005023	LOC109621731	ASIC020742
OG0005024	LOC134287520	ASIC009995
OG0005025	LOC109399311	ASIC015270
OG0005026	LOC109399304	ASIC015269
OG0005027	LOC109399358	ASIC015340
OG0005028	LOC109399376	ASIC015329
OG0005029	LOC109428283	ASIC013409
OG0005030	LOC109428278	ASIC016206
OG0005031	LOC109422277	ASIC011446
OG0005032	LOC109422813	ASIC011460
OG0005033	LOC109421803	ASIC011442
OG0005034	LOC109421791	ASIC011461
OG0005035	LOC109421799	ASIC011453
OG0005036	LOC109404637	ASIC007269
OG0005037	LOC109404613	ASIC007263
OG0005038	LOC109416572	ASIC007416
OG0005039	LOC109411693	ASIC007252
OG0005040	LOC109404622	ASIC007268
OG0005041	LOC109404611	ASIC007265
OG0005042	LOC109411683	ASIC007262
OG0005043	LOC109416574	ASIC007415
OG0005044	LOC109398092	ASIC012899
OG0005045	LOC109418980	ASIC012913
OG0005046	LOC109398060, LOC115269207	ASIC012904
OG0005047	LOC109398212	ASIC002889
OG0005048	LOC115269203	ASIC002894
OG0005049	LOC109419709	ASIC002887
OG0005050	LOC109419715	ASIC002893
OG0005051	LOC109418899	ASIC012911
OG0005052	LOC109419716	ASIC002891
OG0005053	LOC109397934	ASIC012912
OG0005054	LOC109398102	ASIC012985
OG0005055	LOC109415473	ASIC011103
OG0005056	LOC109429485	ASIC020134
OG0005057	LOC109425692	ASIC018986
OG0005058	LOC115264542	ASIC011102
OG0005059	LOC109432127	ASIC003589
OG0005060	LOC115263716	ASIC003570
OG0005061	LOC109398346	ASIC003745
OG0005062	LOC109398308	ASIC014384
OG0005063	LOC109398292	ASIC007227
OG0005064	LOC109429811	ASIC007444
OG0005065	LOC109429814	ASIC007447
OG0005066	LOC109420402	ASIC016004
OG0005067	LOC109426876	ASIC022179
OG0005068	LOC109623393	ASIC022180
OG0005069	LOC109420090	ASIC004286
OG0005071	LOC115257864	ASIC020805
OG0005073	LOC109431864	ASIC011458
OG0005074	LOC109420089	ASIC004287
OG0005075	LOC109431874	ASIC011381
OG0005076	LOC109420088	ASIC004288
OG0005077	LOC109405902	ASIC009955
OG0005078	LOC109407230	ASIC017269
OG0005079	LOC115258575	ASIC009996
OG0005080	LOC109407233	ASIC017265
OG0005081	LOC109414301	ASIC017264
OG0005082	LOC109414293	ASIC017270
OG0005083	LOC109405904	ASIC014665
OG0005084	LOC109405896	ASIC009957
OG0005085	LOC109421146	ASIC018123
OG0005086	LOC109410554	ASIC018124
OG0005087	LOC109421166	ASIC018106
OG0005088	LOC109423201	ASIC003523
OG0005089	LOC109397285	ASIC020816
OG0005090	LOC109423204	ASIC012785
OG0005091	LOC115257160	ASIC003520
OG0005092	LOC109397295	ASIC015105
OG0005093	LOC109426597	ASIC016628
OG0005094	LOC109426575	ASIC003122
OG0005095	LOC109426581	ASIC003117
OG0005096	LOC109426576	ASIC003118
OG0005097	LOC109406578	ASIC016330
OG0005098	LOC109406573	ASIC016331
OG0005099	LOC109410532	ASIC016265
OG0005100	LOC109427229	ASIC016328
OG0005101	LOC115265281	ASIC014855
OG0005102	LOC109427326	ASIC016287
OG0005103	LOC109426572	ASIC016329
OG0005104	LOC109418789	ASIC012022
OG0005105	LOC109418814	ASIC004986
OG0005106	LOC109418819	ASIC005002
OG0005107	LOC109418805	ASIC012023
OG0005108	LOC109415076	ASIC001787
OG0005109	LOC109414121	ASIC013239
OG0005110	LOC109414120	ASIC013238
OG0005111	LOC109415075	ASIC001788
OG0005112	LOC109403945	ASIC017828
OG0005113	LOC109414127	ASIC012631
OG0005114	LOC109403726	ASIC017827
OG0005115	LOC109403958	ASIC017829
OG0005116	LOC109426430	ASIC017830
OG0005117	LOC109427510	ASIC008046
OG0005118	LOC115264856	ASIC007567
OG0005119	LOC109402085	ASIC009654
OG0005120	LOC115264855	ASIC007552
OG0005121	LOC109414164	ASIC010552
OG0005122	LOC109414168	ASIC000878
OG0005123	LOC109414165	ASIC010553
OG0005124	LOC109414170	ASIC000876
OG0005125	LOC109414174	ASIC000872
OG0005126	LOC109414175	ASIC000873
OG0005127	LOC109414169	ASIC000877
OG0005128	LOC109426386, LOC134284610	ASIC015442
OG0005130	LOC109403560	ASIC015445
OG0005131	LOC115267914	ASIC017798
OG0005132	LOC109423339	ASIC003696
OG0005133	LOC115253596	ASIC003694
OG0005134	LOC109423332	ASIC003708
OG0005135	LOC115265439	ASIC003692
OG0005136	LOC109423328	ASIC003711
OG0005137	LOC109423331	ASIC003709
OG0005138	LOC109423336	ASIC003706
OG0005139	LOC134283922	ASIC003712
OG0005140	LOC109398535	ASIC013412
OG0005142	LOC115260118	ASIC007465
OG0005143	LOC115253562	ASIC008355
OG0005146	LOC109426525	ASIC003672
OG0005147	LOC109426522	ASIC003671
OG0005148	LOC109405502	ASIC007089
OG0005149	LOC109414614	ASIC021810
OG0005150	LOC109427321	ASIC009027
OG0005151	LOC109405490	ASIC021459
OG0005152	LOC109405638	ASIC000603
OG0005153	LOC109430166	ASIC006419
OG0005154	LOC115265231	ASIC002678
OG0005155	LOC109430167	ASIC006418
OG0005156	LOC109430168	ASIC006445
OG0005157	LOC109430117	ASIC007440
OG0005158	LOC109430169	ASIC006443
OG0005159	LOC109428192	ASIC005306
OG0005160	LOC109398883	ASIC020123
