Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0005076	LOC109420088	LOC129791443
OG0005077	LOC109405902	LOC129788425
OG0005078	LOC109407230	LOC129788430
OG0005079	LOC115258575	LOC129791160
OG0005080	LOC109407233	LOC129795793
OG0005081	LOC109414301	LOC129795796
OG0005082	LOC109414293	LOC129790844
OG0005083	LOC109405904	LOC129788462
OG0005084	LOC109405896	LOC129788468
OG0005085	LOC109421146	LOC129787667
OG0005086	LOC109410554	LOC129787675
OG0005088	LOC109423201	LOC129787234
OG0005089	LOC109397285	LOC129787060
OG0005090	LOC109423204	LOC129790727
OG0005091	LOC115257160	LOC129788705
OG0005092	LOC109397295	LOC129786986
OG0005093	LOC109426597	LOC129791840
OG0005094	LOC109426575	LOC129792825
OG0005095	LOC109426581	LOC129797410
OG0005096	LOC109426576	LOC129787695
OG0005097	LOC109406578	LOC129794959
OG0005098	LOC109406573	LOC129791905
OG0005099	LOC109410532	LOC129794462
OG0005100	LOC109427229	LOC129796811
OG0005101	LOC115265281	LOC129788068
OG0005102	LOC109427326	LOC129794650
OG0005103	LOC109426572	LOC129792981
OG0005104	LOC109418789	LOC129794460
OG0005105	LOC109418814	LOC129796685
OG0005106	LOC109418819	LOC129796661
OG0005107	LOC109418805	LOC129795689
OG0005108	LOC109415076	LOC129796099
OG0005109	LOC109414121	LOC129786110
OG0005110	LOC109414120	LOC129786152
OG0005111	LOC109415075	LOC129796585
OG0005112	LOC109403945	LOC129796024
OG0005113	LOC109414127	LOC129792251
OG0005114	LOC109403726	LOC129795840
OG0005115	LOC109403958	LOC129795868
OG0005116	LOC109426430	LOC129795430
OG0005117	LOC109427510	LOC129787178
OG0005118	LOC115264856	LOC129790449
OG0005119	LOC109402085	LOC129790861
OG0005120	LOC115264855	LOC129790450
OG0005121	LOC109414164	LOC129792440
OG0005122	LOC109414168	LOC129797471
OG0005123	LOC109414165	LOC129792450
OG0005124	LOC109414170	LOC129797449
OG0005125	LOC109414174	LOC129797697
OG0005126	LOC109414175	LOC129797718
OG0005127	LOC109414169	LOC129797711
OG0005128	LOC109426386, LOC134284610	LOC129788887
OG0005129	LOC109403422	LOC129786136
OG0005130	LOC109403560	LOC129795579
OG0005131	LOC115267914	LOC129794599
OG0005132	LOC109423339	LOC129794128
OG0005133	LOC115253596	LOC129794001
OG0005134	LOC109423332	LOC129792249
OG0005135	LOC115265439	LOC129794010
OG0005136	LOC109423328	LOC129793695
OG0005137	LOC109423331	LOC129793150
OG0005138	LOC109423336	LOC129792250
OG0005139	LOC134283922	LOC129793486
OG0005140	LOC109398535	LOC129788398
OG0005141	LOC109416523	LOC129788456
OG0005142	LOC115260118	LOC129788690
OG0005143	LOC115253562	LOC129787604
OG0005145	LOC115260117, LOC109431912	LOC129797278
OG0005146	LOC109426525	LOC129794906
OG0005147	LOC109426522	LOC129794758
OG0005148	LOC109405502	LOC129791022
OG0005149	LOC109414614	LOC129787828
OG0005150	LOC109427321	LOC129787330
OG0005151	LOC109405490	LOC129789561
OG0005152	LOC109405638	LOC129793934
OG0005153	LOC109430166	LOC129788512
OG0005155	LOC109430167	LOC129789349
OG0005156	LOC109430168	LOC129790043
OG0005157	LOC109430117	LOC129788490
OG0005158	LOC109430169	LOC129790812
OG0005159	LOC109428192	LOC129786694
OG0005161	LOC109429236	LOC129788911
OG0005162	LOC115269612, LOC109428190	LOC129786704
OG0005164	LOC109428193	LOC129786689
OG0005165	LOC109398795	LOC129795562
OG0005166	LOC109428196	LOC129787534
OG0005167	LOC109425098	LOC129792237
OG0005168	LOC109421883	LOC129786942
OG0005169	LOC109623365	LOC129795277
OG0005170	LOC109426924	LOC129790166
OG0005171	LOC109426927	LOC129795385
OG0005172	LOC109426905	LOC129796437
OG0005173	LOC109413631	LOC129795614
OG0005174	LOC109623332	LOC129796475
OG0005175	LOC109426897	LOC129786880, LOC129795716
OG0005176	LOC109426895	LOC129795493
OG0005177	LOC115269984	LOC129792326
OG0005178	LOC109403233	LOC129794903
OG0005179	LOC109403193	LOC129792915
OG0005180	LOC109402698	LOC129793574
OG0005181	LOC109431739	LOC129793797
OG0005182	LOC109431742	LOC129793280
OG0005183	LOC109420561	LOC129791208
OG0005184	LOC109404819	LOC129788576
OG0005185	LOC109415653	LOC129797438
OG0005187	LOC109415654	LOC129793851
OG0005188	LOC109425042	LOC129797419
OG0005189	LOC109425041	LOC129793601
OG0005190	LOC109404512	LOC129792870
OG0005191	LOC109406320	LOC129791432
OG0005192	LOC109404479	LOC129793975
OG0005193	LOC109404489	LOC129794938
OG0005194	LOC109404495	LOC129786141
OG0005195	LOC109406379	LOC129791973
OG0005196	LOC109406369	LOC129792019
OG0005197	LOC115254896	LOC129788924
OG0005198	LOC109398703	LOC129793620
OG0005199	LOC115258651	LOC129793506
OG0005200	LOC109398721	LOC129795433
OG0005201	LOC109417070	LOC129794212
OG0005202	LOC109414744	LOC129793623
OG0005203	LOC109406407	LOC129794211
OG0005204	LOC134287618, LOC109430025	LOC129797813
OG0005205	LOC109409189	LOC129789928
OG0005206	LOC109421518	LOC129797143
OG0005207	LOC109421537	LOC129790336
OG0005208	LOC109421531	LOC129791139
OG0005209	LOC109421519	LOC129793393
OG0005210	LOC109421516	LOC129789528
OG0005211	LOC109621477	LOC129796499
OG0005212	LOC109621450	LOC129796341
OG0005213	LOC109621435	LOC129794667
OG0005214	LOC109621454	LOC129796434
OG0005215	LOC109621434	LOC129794665
OG0005216	LOC134284746	LOC129796015
OG0005217	LOC109621480	LOC129794838
OG0005218	LOC134284747	LOC129795929
OG0005219	LOC109621455	LOC129793817
OG0005220	LOC109414693	LOC129787943
OG0005221	LOC109621236	LOC129789589
OG0005222	LOC115254017	LOC129797039
OG0005223	LOC109432847	LOC129792239
OG0005224	LOC109432839	LOC129794984
OG0005225	LOC134291205	LOC129788391
OG0005226	LOC115254082	LOC129795875
OG0005227	LOC134291228	LOC129794885
OG0005228	LOC115261572	LOC129795842
OG0005229	LOC115261563	LOC129794033
OG0005230	LOC109416616	LOC129795852
OG0005231	LOC109432788	LOC129795480
OG0005232	LOC109416623	LOC129788982
OG0005233	LOC109432765	LOC129796115
OG0005234	LOC109432808	LOC129787507
OG0005235	LOC109416685	LOC129791610
OG0005236	LOC109416493	LOC129794202
OG0005237	LOC109416678	LOC129796630
OG0005238	LOC109416679	LOC129794216
OG0005239	LOC109417548	LOC129788840
OG0005240	LOC109410223	LOC129788141
OG0005241	LOC115266748	LOC129790807
OG0005242	LOC115253744	LOC129792142
OG0005243	LOC109432404	LOC129796817
OG0005244	LOC109400371, LOC115257435	LOC129796889
OG0005245	LOC115266396	LOC129795728
OG0005246	LOC115266332	LOC129789848
OG0005247	LOC109622265	LOC129792221
OG0005248	LOC109414450	LOC129789905
OG0005249	LOC109622267	LOC129794657
OG0005250	LOC109408854	LOC129787416
OG0005251	LOC109407537	LOC129795177
OG0005252	LOC109425802	LOC129794685
OG0005253	LOC109425803	LOC129794800
OG0005254	LOC109407538	LOC129794675
OG0005255	LOC109621706	LOC129793467
OG0005256	LOC109425709	LOC129791639
OG0005257	LOC109422606	LOC129792242
OG0005258	LOC109422580	LOC129792983
OG0005259	LOC109429439	LOC129797775
OG0005260	LOC109429440	LOC129791179
OG0005261	LOC109429437	LOC129797596
OG0005262	LOC109429438	LOC129797638
OG0005263	LOC109425155	LOC129792401
OG0005264	LOC109425163	LOC129791174
OG0005265	LOC109397801	LOC129794221
OG0005266	LOC109418972	LOC129793369
OG0005267	LOC109417760	LOC129786219
OG0005268	LOC109400498	LOC129790907
OG0005269	LOC115259650	LOC129790128
OG0005270	LOC109408292	LOC129787086
OG0005271	LOC115259649	LOC129797865
OG0005272	LOC109400486	LOC129785911
OG0005273	LOC109400507	LOC129787764
OG0005274	LOC109417311	LOC129793621
OG0005275	LOC109413270	LOC129795553
OG0005276	LOC115266579	LOC129788683
OG0005277	LOC109405987	LOC129786047
OG0005278	LOC109411126	LOC129788026
OG0005279	LOC109411128	LOC129792391
OG0005280	LOC109410730	LOC129786241
OG0005281	LOC109410691	LOC129785978
OG0005282	LOC109410890	LOC129787518
OG0005283	LOC109407253	LOC129788404
OG0005284	LOC109621284	LOC129791834
OG0005285	LOC109407254	LOC129787740
OG0005286	LOC115258685	LOC129786739
OG0005287	LOC115258726	LOC129786749
OG0005288	LOC109407248	LOC129793314
OG0005289	LOC109414312	LOC129796257
OG0005290	LOC109622900	LOC129791183
OG0005291	LOC109622889	LOC129790236
OG0005292	LOC115258588	LOC129791352
OG0005293	LOC115258243	LOC129791348
OG0005294	LOC109622897	LOC129791311
OG0005295	LOC109622894	LOC129790368
OG0005296	LOC109410207	LOC129797533
OG0005297	LOC109417527	LOC129797552
OG0005298	LOC109397248	LOC129786758
OG0005299	LOC109402649, LOC115256596	LOC129786941
OG0005300	LOC109407961	LOC129792845
OG0005301	LOC109403683	LOC129795870
OG0005302	LOC109424108	LOC129786532
OG0005303	LOC109424111	LOC129786620
OG0005304	LOC109416273	LOC129786564
OG0005305	LOC109430250	LOC129790148
OG0005306	LOC109412409	LOC129797836
OG0005307	LOC109412401	LOC129787039
OG0005308	LOC109430287	LOC129787038
OG0005309	LOC109415631	LOC129789836
OG0005310	LOC109431103	LOC129795162
OG0005311	LOC109431144	LOC129789542
OG0005312	LOC109415543	LOC129790645
OG0005313	LOC109415741	LOC129790127
OG0005314	LOC115253976	LOC129789995
OG0005315	LOC109431151	LOC129789522
OG0005316	LOC115254961	LOC129787388
OG0005317	LOC109407549	LOC129789904
OG0005318	LOC109407551	LOC129795055
OG0005319	LOC109622873	LOC129791229
OG0005320	LOC115258081	LOC129788877
OG0005321	LOC109622875	LOC129794059
OG0005323	LOC109411710	LOC129790038
OG0005324	LOC109411698, LOC134287351	LOC129791073
OG0005325	LOC109404606	LOC129790034
OG0005326	LOC109411704	LOC129791066
OG0005327	LOC109403454	LOC129795691
OG0005328	LOC109403451	LOC129797233
OG0005329	LOC109433216	LOC129795461
OG0005330	LOC109433195	LOC129795752
OG0005331	LOC109433182	LOC129795504
OG0005332	LOC109403466	LOC129795680
OG0005333	LOC109403452	LOC129797223
OG0005334	LOC109426951	LOC129792490
OG0005335	LOC109414738	LOC129789531
OG0005336	LOC134287326	LOC129792263
OG0005337	LOC109414739	LOC129794170
OG0005338	LOC109421968	LOC129790379
OG0005339	LOC109408889	LOC129797553
OG0005340	LOC109408227	LOC129791919
OG0005341	LOC109408235	LOC129791824
OG0005342	LOC109408899	LOC129791764
OG0005343	LOC109408226	LOC129795168
OG0005344	LOC109408233	LOC129791959
OG0005345	LOC109408232	LOC129792240
OG0005346	LOC109401059	LOC129789879
OG0005347	LOC109408415	LOC129787397
OG0005348	LOC109416373	LOC129787059
OG0005349	LOC109416397	LOC129795738
OG0005350	LOC109401133	LOC129797617
OG0005351	LOC109431629	LOC129793729
OG0005352	LOC134291135, LOC115260171	LOC129786305
OG0005353	LOC109401132	LOC129790792
OG0005354	LOC109406377	LOC129788893
OG0005355	LOC109411292	LOC129790012
OG0005356	LOC109405308	LOC129787275
OG0005357	LOC109411293	LOC129790014
OG0005358	LOC115264180	LOC129790207
OG0005359	LOC109429878	LOC129793932
OG0005360	LOC109429880	LOC129789961
OG0005361	LOC109415445	LOC129790191
OG0005362	LOC109429949	LOC129788416
OG0005363	LOC109429955	LOC129788818
OG0005364	LOC109415447	LOC129789983
OG0005365	LOC109415451	LOC129797250
OG0005366	LOC109415452	LOC129788844
OG0005367	LOC109415453	LOC129788184
OG0005368	LOC109410624	LOC129787674
OG0005369	LOC109410639	LOC129794917
OG0005370	LOC109410636	LOC129795894
OG0005371	LOC109410645	LOC129795119
OG0005372	LOC109410628	LOC129795902
OG0005373	LOC109420449	LOC129790794
OG0005374	LOC109410346	LOC129789146
OG0005375	LOC109411759	LOC129789382
OG0005376	LOC109404703	LOC129790850
OG0005377	LOC109420458	LOC129790878
OG0005378	LOC109404691	LOC129788731
OG0005379	LOC115259975	LOC129795635
OG0005380	LOC109401286	LOC129797327
OG0005381	LOC109623281	LOC129789695
OG0005382	LOC109401287	LOC129797326
OG0005383	LOC109418015	LOC129791288
OG0005384	LOC115255337	LOC129790324
OG0005385	LOC109417692	LOC129793236
OG0005386	LOC115264471	LOC129789020
OG0005387	LOC134283916	LOC129795683
OG0005389	LOC109399231	LOC129793310
OG0005390	LOC109413983	LOC129792542
OG0005392	LOC109421981	LOC129789312
OG0005393	LOC109421987	LOC129785861
OG0005394	LOC109427500	LOC129790031
OG0005395	LOC109425049	LOC129794961
OG0005396	LOC109408447	LOC129796440
OG0005397	LOC109408450	LOC129786923
OG0005398	LOC109419357	LOC129786862
OG0005399	LOC109408456	LOC129786818
OG0005400	LOC109402987	LOC129791802
OG0005401	LOC109411792	LOC129793842
OG0005402	LOC109403696	LOC129792860
OG0005403	LOC109621778	LOC129789586
OG0005404	LOC109403746	LOC129788929
OG0005405	LOC109405623	LOC129791147
OG0005406	LOC109402997	LOC129793781
OG0005407	LOC109414707, LOC115255155	LOC129789435
OG0005408	LOC134289980	LOC129797483
OG0005409	LOC109413067	LOC129797516
OG0005410	LOC134284018	LOC129787642
OG0005411	LOC134290082	LOC129797513
OG0005412	LOC109423086	LOC129797195
OG0005413	LOC109423350	LOC129794924
OG0005414	LOC109423435	LOC129797764, LOC129797762
OG0005415	LOC134284328	LOC129795581
OG0005416	LOC109423263	LOC129788059
OG0005418	LOC109423417	LOC129793917
OG0005419	LOC109423425	LOC129797794
OG0005420	LOC109414508	LOC129786337
OG0005421	LOC109423413	LOC129786333
OG0005422	LOC115267959	LOC129793311
OG0005423	LOC109423416	LOC129794883
OG0005424	LOC109414568	LOC129786327
OG0005425	LOC109399730	LOC129793170
OG0005426	LOC109427035	LOC129794891
OG0005428	LOC109426318	LOC129787599
OG0005429	LOC109426322	LOC129797305
OG0005430	LOC109405631	LOC129796928
OG0005431	LOC109405004	LOC129795741
OG0005432	LOC109426316	LOC129796984
OG0005433	LOC109406728	LOC129797295
OG0005434	LOC109407229	LOC129797232
OG0005435	LOC115253517	LOC129793364
OG0005436	LOC109426347	LOC129791944
OG0005437	LOC109405847	LOC129787119
OG0005438	LOC109622904	LOC129790909
OG0005440	LOC109409731	LOC129795940
OG0005441	LOC109409733	LOC129786420
OG0005442	LOC115254174	LOC129796513
OG0005443	LOC115266517	LOC129793918
OG0005444	LOC115257194	LOC129796960
OG0005445	LOC109414158	LOC129791092
OG0005446	LOC109414152	LOC129786233
OG0005448	LOC109426369	LOC129787666
OG0005449	LOC115254465	LOC129796962
OG0005450	LOC115257197	LOC129796965
OG0005451	LOC115257205	LOC129786250
OG0005452	LOC109414203	LOC129793935
OG0005453	LOC109414160	LOC129793813
OG0005454	LOC109414159	LOC129796963
OG0005455	LOC109622537	LOC129788151
OG0005456	LOC109402320	LOC129796529
OG0005458	LOC109402333	LOC129796642
OG0005459	LOC109433079	LOC129789623
OG0005460	LOC109419982	LOC129790601
OG0005461	LOC109420001	LOC129790604
OG0005462	LOC109420061	LOC129789776
OG0005463	LOC109433046	LOC129794714
OG0005464	LOC109399005	LOC129790643
OG0005465	LOC109622845	LOC129791869
OG0005466	LOC109622842	LOC129793571
OG0005467	LOC109419258	LOC129790436
OG0005468	LOC109419256	LOC129797217
OG0005469	LOC109419246	LOC129790796
OG0005470	LOC109427334	LOC129787106
OG0005471	LOC109419253	LOC129788625
OG0005472	LOC109426113	LOC129793108
OG0005473	LOC109409395	LOC129786244
OG0005474	LOC109420146	LOC129794922
OG0005475	LOC109409399	LOC129794698
OG0005476	LOC109409392	LOC129795448
OG0005477	LOC115264608	LOC129795407
OG0005478	LOC109431245	LOC129796498
OG0005479	LOC109431247	LOC129796491
OG0005481	LOC109409480	LOC129788031, LOC129790520
OG0005482	LOC109409490	LOC129790815
OG0005483	LOC109397627	LOC129790519
OG0005484	LOC109397641	LOC129790518
OG0005485	LOC115263687	LOC129795512
OG0005486	LOC115266711	LOC129789749
OG0005487	LOC109417765	LOC129790385
OG0005488	LOC109424232	LOC129789816
OG0005489	LOC109427522	LOC129789745
OG0005490	LOC109622521	LOC129793313
OG0005491	LOC109408976	LOC129787512
OG0005492	LOC109622517	LOC129789750
OG0005493	LOC109408924	LOC129790350
OG0005494	LOC109622522	LOC129787010
OG0005495	LOC109433573	LOC129791429
OG0005496	LOC109430130	LOC129788906
OG0005497	LOC109433586	LOC129790784
OG0005498	LOC109433596	LOC129788888
OG0005499	LOC109430129	LOC129790788
OG0005500	LOC109433584	LOC129789676
OG0005501	LOC109430131	LOC129790791
OG0005502	LOC115266793	LOC129789668
OG0005503	LOC109404698	LOC129787533
OG0005505	LOC109418403	LOC129786517
OG0005506	LOC109410343	LOC129789031
OG0005507	LOC109410340	LOC129788960
OG0005508	LOC109426117	LOC129795845
OG0005509	LOC109426090	LOC129795885
OG0005510	LOC109430832	LOC129792724
OG0005511	LOC109424150	LOC129791843
OG0005512	LOC109424164	LOC129793493
OG0005513	LOC109431323	LOC129795412
OG0005514	LOC109432015	LOC129796704
OG0005515	LOC109431990	LOC129795440
OG0005516	LOC109431311	LOC129795653
OG0005517	LOC115255463	LOC129790819
OG0005518	LOC109419931	LOC129791166
OG0005519	LOC109419949	LOC129790608
OG0005520	LOC109419950	LOC129790917
OG0005521	LOC115255169	LOC129790863
OG0005522	LOC109417504	LOC129790391
OG0005523	LOC109419933	LOC129790525
OG0005524	LOC109419957	LOC129787795
OG0005525	LOC109419943	LOC129790097
OG0005526	LOC109397201	LOC129788047
OG0005527	LOC109407348	LOC129797862
OG0005528	LOC109429985	LOC129788052
OG0005529	LOC115262090	LOC129789710
OG0005530	LOC109429564	LOC129790197
OG0005531	LOC109411098	LOC129788002
OG0005532	LOC109408168	LOC129786456
OG0005533	LOC109408161	LOC129787961
OG0005534	LOC109408167	LOC129786409
OG0005535	LOC109398870	LOC129787830
OG0005536	LOC115261342	LOC129797669
OG0005537	LOC109398780	LOC129790257
OG0005538	LOC109429210	LOC129790048
OG0005539	LOC109398783	LOC129790286
OG0005540	LOC109428256	LOC129788049
OG0005541	LOC109411446	LOC129794327
OG0005542	LOC109409700	LOC129794326
OG0005543	LOC109411441	LOC129792636
OG0005544	LOC109411447	LOC129794329
OG0005545	LOC115258816	LOC129791028
OG0005546	LOC115258462	LOC129792157
OG0005547	LOC109411166	LOC129795982
OG0005548	LOC109425564	LOC129795925
OG0005549	LOC109411159	LOC129795485
OG0005550	LOC115267088	LOC129786803
OG0005551	LOC109404496	LOC129789063
OG0005552	LOC115261505	LOC129796370
OG0005553	LOC109418544	LOC129787473
OG0005554	LOC115257444	LOC129796358
OG0005555	LOC109418512	LOC129789355
OG0005556	LOC109418545	LOC129795431
OG0005557	LOC109418478	LOC129795498
OG0005558	LOC109418541	LOC129794806
OG0005559	LOC109418539	LOC129795966
OG0005560	LOC109418534	LOC129796495
OG0005561	LOC109413080	LOC129786108
OG0005563	LOC109414907	LOC129796624
OG0005564	LOC109428905	LOC129795360
OG0005565	LOC134291725, LOC109428912	LOC129796621
OG0005566	LOC109428906	LOC129794933
OG0005567	LOC115267748	LOC129795265
OG0005568	LOC109424237	LOC129792199
OG0005569	LOC109423871	LOC129793234
OG0005570	LOC109423868	LOC129792196
OG0005571	LOC109423870	LOC129793204
OG0005572	LOC109419394	LOC129788346
OG0005573	LOC109401060	LOC129796149
OG0005574	LOC109419385	LOC129797503
OG0005575	LOC109401061	LOC129796438
OG0005576	LOC109419387	LOC129797622
OG0005577	LOC109408434	LOC129797735
OG0005578	LOC109408428	LOC129796207
OG0005579	LOC109408431	LOC129789318
OG0005580	LOC109401041	LOC129790322
OG0005581	LOC109401047	LOC129786825
OG0005582	LOC109401050	LOC129786124
OG0005583	LOC109401058	LOC129786682
OG0005584	LOC109426167	LOC129790770
OG0005585	LOC109426162	LOC129790830
OG0005586	LOC115255757	LOC129791957
OG0005588	LOC109427894	LOC129795636
OG0005589	LOC109428219	LOC129789965
OG0005590	LOC109427891	LOC129792650
OG0005591	LOC109428213	LOC129792667
OG0005592	LOC109428225	LOC129789016
OG0005593	LOC109427913	LOC129786918
OG0005594	LOC109403232	LOC129793833
OG0005595	LOC109403230	LOC129793832
OG0005596	LOC109402743	LOC129792740
OG0005597	LOC134291793, LOC109432274	LOC129795911
OG0005598	LOC115267799	LOC129797207
OG0005599	LOC109397096	LOC129793921
OG0005600	LOC109621709	LOC129791579
OG0005601	LOC109427463	LOC129788171
OG0005602	LOC109408817	LOC129792558
OG0005603	LOC109410465	LOC129794688
OG0005604	LOC109401449	LOC129794499
OG0005605	LOC109427429	LOC129790299
OG0005606	LOC109410146, LOC115256849	LOC129788379
