Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0005532	LOC109408168	AGAP007102
OG0005533	LOC109408161	AGAP005063
OG0005534	LOC109408167	AGAP007100
OG0005535	LOC109398870	AGAP001959
OG0005536	LOC115261342	AGAP001450
OG0005537	LOC109398780	AGAP001445
OG0005538	LOC109429210	AGAP001447
OG0005539	LOC109398783	AGAP001448
OG0005540	LOC109428256	AGAP000784
OG0005541	LOC109411446	AGAP005824
OG0005542	LOC109409700	AGAP005825
OG0005543	LOC109411441	AGAP005828
OG0005544	LOC109411447	AGAP005823
OG0005545	LOC115258816	AGAP008753
OG0005546	LOC115258462	AGAP009777
OG0005547	LOC109411166	AGAP003636
OG0005548	LOC109425564	AGAP003638
OG0005549	LOC109411159	AGAP003632
OG0005550	LOC115267088	AGAP004012
OG0005551	LOC109404496	AGAP012084
OG0005552	LOC115261505	AGAP002702
OG0005553	LOC109418544	AGAP010716
OG0005554	LOC115257444	AGAP010703
OG0005555	LOC109418512	AGAP011488
OG0005556	LOC109418545	AGAP010717
OG0005557	LOC109418478	AGAP010702
OG0005558	LOC109418541	AGAP010715
OG0005559	LOC109418539	AGAP010711
OG0005560	LOC109418534	AGAP012044
OG0005561	LOC109413080	AGAP011462
OG0005562	LOC109414922, LOC109428994	AGAP012487
OG0005563	LOC109414907	AGAP012460
OG0005564	LOC109428905	AGAP012707
OG0005565	LOC134291725, LOC109428912	AGAP010319
OG0005566	LOC109428906	AGAP012466
OG0005567	LOC115267748	AGAP012462
OG0005568	LOC109424237	AGAP004990
OG0005569	LOC109423871	AGAP004991
OG0005570	LOC109423868	AGAP004989
OG0005571	LOC109423870	AGAP004992
OG0005572	LOC109419394	AGAP003620
OG0005573	LOC109401060	AGAP004470
OG0005574	LOC109419385	AGAP003153
OG0005575	LOC109401061	AGAP003820
OG0005576	LOC109419387	AGAP004480
OG0005577	LOC109408434	AGAP004481
OG0005578	LOC109408428	AGAP004471
OG0005579	LOC109408431	AGAP004477
OG0005580	LOC109401041	AGAP003819
OG0005581	LOC109401047	AGAP004430
OG0005582	LOC109401050	AGAP002139
OG0005583	LOC109401058	AGAP002161
OG0005584	LOC109426167	AGAP002040
OG0005585	LOC109426162	AGAP003287
OG0005586	LOC115255757	AGAP007955
OG0005587	LOC115255758	AGAP007956
OG0005588	LOC109427894	AGAP009637
OG0005589	LOC109428219	AGAP007963
OG0005590	LOC109427891	AGAP008678
OG0005591	LOC109428213	AGAP008991
OG0005592	LOC109428225	AGAP007957
OG0005593	LOC109427913	AGAP007954
OG0005594	LOC109403232	AGAP005949
OG0005595	LOC109403230	AGAP005948
OG0005596	LOC109402743	AGAP006469
OG0005597	LOC134291793, LOC109432274	AGAP004778
OG0005598	LOC115267799	AGAP004777
OG0005599	LOC109397096	AGAP011271
OG0005600	LOC109621709	AGAP005814
OG0005601	LOC109427463	AGAP000938
OG0005602	LOC109408817	AGAP007585
OG0005603	LOC109410465	AGAP001278
OG0005604	LOC109401449	AGAP029806
OG0005605	LOC109427429	AGAP000924
OG0005606	LOC109410146, LOC115256849	AGAP001568
OG0005607	LOC109427404, LOC109410124	AGAP000326
OG0005608	LOC109410132	AGAP001093
OG0005609	LOC109410121	AGAP000433
OG0005610	LOC109403097	AGAP006838
OG0005611	LOC109416175	AGAP003655
OG0005612	LOC109404972	AGAP003652
OG0005613	LOC115268495	AGAP005903
OG0005614	LOC109417993	AGAP005915
OG0005615	LOC109621930	AGAP005914
OG0005616	LOC109416173	AGAP003035
OG0005617	LOC109406842	AGAP001306
OG0005618	LOC109406840	AGAP001307
OG0005619	LOC109415714	AGAP001308
OG0005620	LOC109430913	AGAP007018
OG0005621	LOC109430930	AGAP007019
OG0005622	LOC115263169	AGAP007020
OG0005623	LOC109430911	AGAP007021
OG0005624	LOC134287925	AGAP008191
OG0005625	LOC134287027	AGAP009078
OG0005626	LOC109411274	AGAP008895
OG0005627	LOC134287922	AGAP009601
OG0005628	LOC109411273	AGAP028170
OG0005629	LOC109411275	AGAP008896
OG0005630	LOC109406399	AGAP005291
OG0005631	LOC109423650	AGAP005292
OG0005632	LOC109411467	AGAP007294
OG0005633	LOC109409711	AGAP005818
OG0005634	LOC109409719	AGAP007297
OG0005635	LOC109409715	AGAP007299
OG0005636	LOC109409721	AGAP007295
OG0005637	LOC109411464	AGAP007298
OG0005638	LOC109411461	AGAP005820
OG0005639	LOC109411457	AGAP007396
OG0005640	LOC109411487	AGAP012847, AGAP007296
OG0005641	LOC109408497	AGAP002220
OG0005642	LOC109405715	AGAP003873
OG0005643	LOC109408405	AGAP003874
OG0005644	LOC109408402	AGAP002939
OG0005645	LOC109408401	AGAP002935
OG0005646	LOC109408400	AGAP001762
OG0005647	LOC134284683, LOC109399011	AGAP004048
OG0005648	LOC109421556	AGAP008208
OG0005649	LOC115254020	AGAP008313
OG0005650	LOC115254024	AGAP009172
OG0005651	LOC109410195	AGAP012635, AGAP009924
OG0005652	LOC109403564	AGAP004208
OG0005653	LOC109422982	AGAP001675
OG0005654	LOC109422992	AGAP000870
OG0005655	LOC109415069	AGAP003725
OG0005656	LOC134289694	AGAP003726
OG0005657	LOC109429163	AGAP002800
OG0005658	LOC115259323, LOC109417867	AGAP005589
OG0005659	LOC109426821	AGAP005588
OG0005660	LOC109426825	AGAP005595
OG0005661	LOC109408514	AGAP007604
OG0005662	LOC109621446	AGAP012381
OG0005663	LOC109621452	AGAP012417
OG0005664	LOC109621453	AGAP012416
OG0005665	LOC109418041	AGAP007459
OG0005666	LOC109418123	AGAP007472
OG0005667	LOC109408030	AGAP006803
OG0005668	LOC109417172	AGAP011603
OG0005669	LOC109398058	AGAP004825
OG0005670	LOC115256839	AGAP000930
OG0005671	LOC109411249	AGAP007765
OG0005672	LOC109433112	AGAP007772
OG0005673	LOC109433104	AGAP007761
OG0005674	LOC109411251	AGAP007766
OG0005675	LOC109412936	AGAP007763
OG0005676	LOC134292215	AGAP011136
OG0005678	LOC109409433	AGAP007511
OG0005679	LOC109622423	AGAP007505
OG0005680	LOC109409370	AGAP007512
OG0005681	LOC109622561	AGAP007500
OG0005682	LOC109409503	AGAP007506
OG0005683	LOC109410083	AGAP004557
OG0005684	LOC109410081	AGAP004235
OG0005685	LOC109430224	AGAP004238
OG0005686	LOC109427542	AGAP000191
OG0005687	LOC109431007	AGAP009319
OG0005688	LOC109423928	AGAP009329
OG0005689	LOC109404774	AGAP009325
OG0005690	LOC109404804	AGAP009323
OG0005691	LOC109401167	AGAP012018
OG0005692	LOC109401161	AGAP004805
OG0005693	LOC109621647	AGAP001878
OG0005694	LOC109432359	AGAP004909
OG0005695	LOC109426352	AGAP001880
OG0005696	LOC115258105	AGAP001874
OG0005697	LOC109621640	AGAP001936
OG0005698	LOC109426359	AGAP001938
OG0005699	LOC109426355	AGAP001879
OG0005700	LOC109430398	AGAP003513
OG0005701	LOC109405279	AGAP029633
OG0005702	LOC109410615	AGAP011801
OG0005703	LOC109410618	AGAP011800
OG0005704	LOC109410612	AGAP011888
OG0005705	LOC109409843	AGAP011727
OG0005706	LOC109409847	AGAP011413
OG0005707	LOC109410722	AGAP011889
OG0005708	LOC109410728	AGAP029902
OG0005709	LOC109410608	AGAP011892
OG0005710	LOC109410719	AGAP011803
OG0005711	LOC109397131	AGAP010792
OG0005712	LOC109409845	AGAP010793
OG0005713	LOC115267945	AGAP006428
OG0005714	LOC109433230	AGAP009991
OG0005715	LOC109416338	AGAP004864
OG0005716	LOC109433258	AGAP009993
OG0005717	LOC109416326	AGAP005259
OG0005718	LOC109424528	AGAP009989
OG0005719	LOC109433229	AGAP009990
OG0005720	LOC109433266	AGAP009988
OG0005721	LOC109408009	AGAP006356
OG0005722	LOC109401934	AGAP005144
OG0005723	LOC115269531	AGAP000536
OG0005724	LOC109433005	AGAP000297
OG0005725	LOC115269569	AGAP000298
OG0005726	LOC109399088	AGAP011351
OG0005727	LOC109399102	AGAP010592
OG0005728	LOC109399132	AGAP011354
OG0005729	LOC109425707	AGAP005977
OG0005730	LOC109399090	AGAP011352
OG0005731	LOC109399607	AGAP010738
OG0005732	LOC134284448	AGAP000578
OG0005733	LOC134284447	AGAP000579
OG0005734	LOC109431240	AGAP029597
OG0005735	LOC109407702	AGAP012129
OG0005736	LOC109431254	AGAP012130
OG0005737	LOC109407704	AGAP012125
OG0005738	LOC134291464	AGAP004715
OG0005739	LOC109623050	AGAP004337
OG0005740	LOC109431578	AGAP000986
OG0005741	LOC109420002	AGAP007845
OG0005742	LOC109417771	AGAP009003
OG0005743	LOC109417567	AGAP009001
OG0005744	LOC109414898	AGAP028635
OG0005745	LOC134288263	AGAP004819
OG0005746	LOC134288267	AGAP004817
OG0005747	LOC134287205	AGAP004818
OG0005748	LOC109431660	AGAP010033
OG0005749	LOC109431693	AGAP006256
OG0005750	LOC134288262	AGAP004820
OG0005751	LOC109415965	AGAP002925
OG0005752	LOC134291412, LOC109411859	AGAP004537
OG0005753	LOC109411857	AGAP004535
OG0005754	LOC109411853	AGAP004530
OG0005755	LOC109414697	AGAP000526
OG0005756	LOC109412985	AGAP000402
OG0005757	LOC109422362	AGAP028542
OG0005758	LOC109428051	AGAP001535
OG0005759	LOC109418270	AGAP001533
OG0005760	LOC109428045	AGAP001528
OG0005761	LOC109418263	AGAP013478
OG0005762	LOC109423817	AGAP004946
OG0005763	LOC109418262	AGAP001527
OG0005764	LOC109419481	AGAP004731
OG0005765	LOC109397774	AGAP004737
OG0005766	LOC115269408	AGAP004738
OG0005767	LOC109428793	AGAP004742
OG0005768	LOC109402751	AGAP003335
OG0005769	LOC109402833	AGAP003337
OG0005770	LOC109402804	AGAP003821
OG0005771	LOC109422624	AGAP003336
OG0005772	LOC115253825	AGAP003341
OG0005773	LOC109422617	AGAP003339
OG0005774	LOC109422614	AGAP003823
OG0005775	LOC109422608	AGAP002253
OG0005776	LOC115267045	AGAP004640
OG0005777	LOC109410204	AGAP009042
OG0005779	LOC109409984	AGAP029473
OG0005780	LOC109420216	AGAP005435
OG0005781	LOC109402508	AGAP029502
OG0005782	LOC109411575, LOC109411574	AGAP029717
OG0005783	LOC109411566	AGAP010376
OG0005784	LOC109414894	AGAP003988
OG0005785	LOC109397829	AGAP001039
OG0005786	LOC109397816	AGAP001037
OG0005787	LOC109405352	AGAP000549
OG0005788	LOC109422084	AGAP000422
OG0005789	LOC115254276	AGAP000436
OG0005790	LOC109408772	AGAP011772
OG0005791	LOC109432670	AGAP011770
OG0005792	LOC109406742	AGAP007119
OG0005793	LOC109411951	AGAP010272
OG0005794	LOC109406743	AGAP012518
OG0005795	LOC109401026	AGAP006687
OG0005796	LOC109420867	AGAP006688
OG0005797	LOC109427995	AGAP001200
OG0005798	LOC109418213	AGAP001194
OG0005799	LOC109418227	AGAP013386
OG0005800	LOC109431657	AGAP007050
OG0005801	LOC109431702	AGAP007049
OG0005802	LOC109430975	AGAP007053
OG0005803	LOC109430941	AGAP007051
OG0005804	LOC109432684	AGAP007989
OG0005805	LOC109409462	AGAP000354
OG0005806	LOC109409452	AGAP000899
OG0005807	LOC109409459	AGAP000332
OG0005808	LOC109405024	AGAP003229
OG0005809	LOC109405055	AGAP001793
OG0005810	LOC109621259	AGAP003228
OG0005811	LOC109622053	AGAP001362
OG0005812	LOC109405021	AGAP003276
OG0005813	LOC109430362	AGAP003273
OG0005814	LOC109425384	AGAP003935
OG0005815	LOC109399938	AGAP003453
OG0005816	LOC109399942	AGAP003454
OG0005817	LOC109425382	AGAP003934
OG0005818	LOC109399952	AGAP004322
OG0005819	LOC109399958	AGAP003936
OG0005820	LOC109405227	AGAP028490
OG0005821	LOC109412869	AGAP001733
OG0005822	LOC109429368	AGAP008325
OG0005823	LOC109420973	AGAP008327
OG0005824	LOC109406962	AGAP004659
OG0005825	LOC109426769	AGAP006880
OG0005826	LOC109417816	AGAP006888
OG0005827	LOC109417615	AGAP006872
OG0005828	LOC109417807	AGAP006873
OG0005829	LOC109432710	AGAP011778
OG0005830	LOC109432122	AGAP004641
OG0005831	LOC109431038	AGAP011099
OG0005832	LOC115253922	AGAP002302
OG0005833	LOC115253921, LOC109621546	AGAP002305
OG0005834	LOC109621583	AGAP002300
OG0005835	LOC109407986	AGAP007121
OG0005836	LOC109407929	AGAP004937
OG0005837	LOC109413849	AGAP005521
OG0005838	LOC109407928	AGAP005701
OG0005839	LOC109407927	AGAP005861
OG0005840	LOC109421603	AGAP009771
OG0005841	LOC115265574	AGAP009772
OG0005842	LOC115265584	AGAP009770
OG0005843	LOC109419516	AGAP002066
OG0005844	LOC109423119	AGAP002071
OG0005845	LOC109622748	AGAP002064
OG0005846	LOC109419524	AGAP002065
OG0005847	LOC109421732	AGAP001917
OG0005848	LOC109425463	AGAP001914
OG0005849	LOC115254441	AGAP001915
OG0005850	LOC109425461	AGAP002183
OG0005851	LOC109421726	AGAP002759
OG0005852	LOC134291830	AGAP001828
OG0005853	LOC109397745	AGAP029563
OG0005854	LOC109405087	AGAP010314
OG0005855	LOC115270211	AGAP028425
OG0005856	LOC115270239	AGAP004958
OG0005857	LOC115270206	AGAP004968
OG0005858	LOC109430681	AGAP004959
OG0005859	LOC115270244	AGAP004961
OG0005860	LOC109430676	AGAP004965
OG0005861	LOC109430667	AGAP004956
OG0005862	LOC109429038	AGAP007373
OG0005863	LOC109429069	AGAP007369
OG0005864	LOC109429048	AGAP007383
OG0005865	LOC109429045	AGAP007363
OG0005866	LOC109430138	AGAP009117
OG0005867	LOC109430141	AGAP009116
OG0005868	LOC109430148	AGAP009114
OG0005869	LOC115256811	AGAP008875
OG0005870	LOC115256848	AGAP008874
OG0005871	LOC115255619	AGAP008876
OG0005872	LOC109401416	AGAP007789
OG0005873	LOC109401397	AGAP007786
OG0005874	LOC109432898	AGAP007784
OG0005875	LOC109422712	AGAP003769
OG0005876	LOC109412318	AGAP003768
OG0005877	LOC134284402	AGAP001211
OG0005878	LOC109431862	AGAP001212
OG0005879	LOC109422720	AGAP001207
OG0005880	LOC115266147	AGAP003775
OG0005881	LOC115266146	AGAP003770
OG0005882	LOC109431972	AGAP011538
OG0005883	LOC115264574	AGAP011539
OG0005884	LOC109431296	AGAP011541
OG0005885	LOC109406624, LOC109402605	AGAP001023
OG0005886	LOC109430086	AGAP000220
OG0005887	LOC134292069	AGAP001237
OG0005888	LOC109402793	AGAP002239
OG0005889	LOC134292063	AGAP002235
OG0005890	LOC134292064	AGAP001235
OG0005891	LOC115257057	AGAP002236
OG0005892	LOC109423962	AGAP009865
OG0005893	LOC109418569	AGAP011245
OG0005894	LOC109418575	AGAP011244
OG0005895	LOC109418576	AGAP011243
OG0005896	LOC109418567	AGAP011246
OG0005897	LOC109413133	AGAP011248
OG0005898	LOC109413135	AGAP011242
OG0005899	LOC109419404	AGAP008993
OG0005900	LOC115265558	AGAP001124
OG0005901	LOC109416534	AGAP010229
OG0005902	LOC109405615	AGAP010230
OG0005903	LOC109405612	AGAP010228
OG0005904	LOC109425778	AGAP011077
OG0005905	LOC109425774	AGAP011081
OG0005906	LOC109407518	AGAP011070
OG0005907	LOC109407516	AGAP011078
OG0005908	LOC109407514	AGAP011086
OG0005909	LOC109407511	AGAP011084
OG0005910	LOC109407513	AGAP011080
OG0005911	LOC109425785	AGAP011062
OG0005912	LOC109425784	AGAP011061
OG0005913	LOC115265631	AGAP009314
OG0005914	LOC115265623	AGAP009743
OG0005915	LOC109423949	AGAP009742
OG0005916	LOC109416259	AGAP009746
OG0005917	LOC115265624	AGAP008912
OG0005918	LOC109423958	AGAP028645
OG0005919	LOC109423957	AGAP009747
OG0005920	LOC109416262	AGAP009744
OG0005921	LOC115265638	AGAP009740
OG0005922	LOC109622295	AGAP012002
OG0005923	LOC109431574	AGAP012005
OG0005924	LOC109622243	AGAP012003
OG0005925	LOC109403058	AGAP006232
OG0005926	LOC109408666	AGAP006229
OG0005927	LOC109403044	AGAP006231
OG0005928	LOC109403080	AGAP006393
OG0005929	LOC109403077	AGAP006392
OG0005930	LOC109416364	AGAP004140
OG0005931	LOC109416367	AGAP004351
OG0005932	LOC115253499	AGAP004593
OG0005933	LOC109416363	AGAP004595
OG0005934	LOC109430033	AGAP012793, AGAP003858
OG0005935	LOC109413689	AGAP004204
OG0005936	LOC109413694	AGAP004280
OG0005937	LOC109413692	AGAP004205
OG0005938	LOC109424657	AGAP010757
OG0005939	LOC109412060	AGAP029638
OG0005940	LOC109412065	AGAP004803
OG0005941	LOC115253433	AGAP010679
OG0005942	LOC109412057	AGAP010755
OG0005943	LOC109412056	AGAP010756
OG0005944	LOC109424645	AGAP010680
OG0005945	LOC109430713	AGAP002374
OG0005946	LOC109429711	AGAP002282
OG0005947	LOC109429778	AGAP004298
OG0005948	LOC109430731	AGAP002370
OG0005949	LOC109430754	AGAP004299
OG0005950	LOC109429762	AGAP004297
OG0005951	LOC109430732	AGAP004300
OG0005952	LOC115261758	AGAP003488
OG0005953	LOC115264136	AGAP003485
OG0005954	LOC115262055	AGAP009347
OG0005955	LOC109406525	AGAP009348
OG0005956	LOC109429657	AGAP029635
OG0005957	LOC109426690	AGAP005081
OG0005958	LOC109417788	AGAP005080
OG0005959	LOC109417786	AGAP005079
OG0005960	LOC109417792	AGAP005082
OG0005961	LOC109424721	AGAP010586
OG0005962	LOC109397058, LOC109400791	AGAP004023
OG0005963	LOC109423322	AGAP005856
OG0005964	LOC109423318	AGAP006772
OG0005965	LOC109423313	AGAP006769
OG0005966	LOC109622835	AGAP009788
OG0005967	LOC109418311	AGAP008967
OG0005968	LOC109420597	AGAP009881
OG0005969	LOC109398788	AGAP000529
OG0005970	LOC109424560	AGAP000963
OG0005971	LOC134284925, LOC109427492	AGAP001050
OG0005972	LOC109427490	AGAP000966
OG0005973	LOC115270044	AGAP007213
OG0005974	LOC109413323, LOC134284438	AGAP004377
OG0005975	LOC109405142	AGAP004938
OG0005976	LOC109405136	AGAP005630
OG0005977	LOC109404191, LOC134287821	AGAP004376
OG0005978	LOC109404192	AGAP003440
OG0005979	LOC134285788, LOC109413326	AGAP004375
OG0005980	LOC109401260	AGAP010428
OG0005981	LOC109401285	AGAP010426
OG0005982	LOC115253577	AGAP010429
OG0005983	LOC115262731	AGAP010427
OG0005984	LOC109403615	AGAP004125
OG0005985	LOC109403597	AGAP004127
OG0005986	LOC109414776	AGAP004124
OG0005987	LOC109621987	AGAP008637
OG0005988	LOC115264946	AGAP010200
OG0005989	LOC109427304	AGAP002622
OG0005990	LOC109422270	AGAP006631
OG0005991	LOC109423354	AGAP006135
OG0005992	LOC109401270	AGAP005504
OG0005993	LOC109422343	AGAP005494
OG0005994	LOC109422350	AGAP005505
OG0005995	LOC109412811	AGAP007284
OG0005996	LOC109401375	AGAP006136
OG0005997	LOC109409175	AGAP008223
OG0005998	LOC109409179	AGAP008225
OG0005999	LOC109409219	AGAP009769
OG0006000	LOC109409178	AGAP008224
OG0006001	LOC109409181	AGAP009765
OG0006002	LOC115270355	AGAP006824
OG0006003	LOC109428423	AGAP000038
OG0006004	LOC109433627	AGAP000489
OG0006005	LOC109428422	AGAP000037
OG0006006	LOC109419577	AGAP009675
OG0006007	LOC109419579	AGAP009674
OG0006008	LOC109404797	AGAP009095
OG0006009	LOC109404816	AGAP009096
OG0006010	LOC109423877	AGAP009736
OG0006011	LOC109404803	AGAP009094
OG0006012	LOC109623307	AGAP028432
OG0006013	LOC109401243	AGAP004686
OG0006014	LOC109621229	AGAP010933
OG0006015	LOC115262714	AGAP002522
OG0006016	LOC109401195	AGAP012517
OG0006017	LOC115268683	AGAP010671
OG0006018	LOC115258594	AGAP009591
OG0006019	LOC109409296	AGAP009589
OG0006020	LOC109409294	AGAP009584
OG0006022	LOC109419521	AGAP009595
OG0006023	LOC109423478	AGAP003521
OG0006024	LOC115263730	AGAP003663
OG0006025	LOC115263728	AGAP003661
OG0006026	LOC115263729	AGAP003662
OG0006027	LOC109402831	AGAP002242
OG0006028	LOC109402850	AGAP002247
OG0006029	LOC115253981	AGAP002251
OG0006030	LOC109402812	AGAP002243
OG0006031	LOC109422594	AGAP002245
OG0006032	LOC109402813, LOC109422597	AGAP002244
OG0006033	LOC109402835	AGAP002248
OG0006034	LOC109410445	AGAP003591
OG0006035	LOC109410451	AGAP003598
OG0006036	LOC109410447	AGAP003590
OG0006037	LOC109410418	AGAP002192
OG0006038	LOC109410442	AGAP003588
OG0006039	LOC109410441	AGAP003587
OG0006040	LOC109401473	AGAP003599
OG0006041	LOC109401480	AGAP003597
OG0006042	LOC109410459	AGAP003593
OG0006043	LOC109425655	AGAP005955
OG0006044	LOC109425664	AGAP006461
OG0006045	LOC109425667	AGAP006456
OG0006046	LOC109425666	AGAP006459
OG0006047	LOC109403240	AGAP005954
OG0006048	LOC115253670	AGAP001053
OG0006049	LOC115253655	AGAP001052
OG0006050	LOC115256503	AGAP028083, AGAP010485
OG0006051	LOC115269132	AGAP000343
OG0006052	LOC109427530	AGAP005909
OG0006053	LOC109431821	AGAP003020
OG0006054	LOC109417063	AGAP007166
OG0006055	LOC109398071	AGAP004928
OG0006056	LOC109431649	AGAP029895
OG0006057	LOC109400479	AGAP002822
OG0006058	LOC109622456	AGAP002361
OG0006059	LOC109403668, LOC134283937	AGAP001994
OG0006060	LOC109407955	AGAP005402
OG0006061	LOC109417384	AGAP011587
OG0006062	LOC109431411	AGAP000855
OG0006063	LOC109431456	AGAP000372
OG0006064	LOC109427663	AGAP000861
OG0006065	LOC109413060	AGAP002427
OG0006066	LOC109403283	AGAP003734
OG0006067	LOC109415062, LOC109403287	AGAP003731
OG0006068	LOC109413055	AGAP002429
OG0006069	LOC109403297	AGAP002430
OG0006070	LOC109403281	AGAP002425
OG0006071	LOC109413059	AGAP002426
OG0006072	LOC134285001	AGAP000887
OG0006073	LOC109407431	AGAP005540
OG0006074	LOC109407432	AGAP005542
OG0006075	LOC109407427	AGAP006619
OG0006076	LOC109407430	AGAP005541
OG0006077	LOC109416405	AGAP006621
OG0006078	LOC109416453	AGAP004877
OG0006079	LOC115261492	AGAP002693
OG0006080	LOC115253916	AGAP003623
OG0006081	LOC109411099	AGAP003622
OG0006082	LOC109433371	AGAP011106
OG0006083	LOC109433004	AGAP011105
OG0006085	LOC115253965	AGAP000768
OG0006086	LOC109421993	AGAP004076
OG0006087	LOC115256372	AGAP002617
OG0006088	LOC115256369	AGAP011362
OG0006089	LOC115253972, LOC109421997	AGAP000755
OG0006090	LOC109419687	AGAP007567
OG0006091	LOC109622110	AGAP007570
OG0006092	LOC134288595	AGAP007566
OG0006093	LOC109623305	AGAP004689
OG0006094	LOC109401204	AGAP004690
OG0006095	LOC134287896	AGAP010193
OG0006096	LOC109622004	AGAP010194
OG0006097	LOC134287002	AGAP010190
OG0006098	LOC115261865	AGAP010141, AGAP012747
OG0006099	LOC109414426	AGAP010062
OG0006100	LOC109404733	AGAP012712, AGAP010061
OG0006101	LOC109414429	AGAP010064
OG0006102	LOC109414420	AGAP010142
OG0006103	LOC109407055	AGAP003987
OG0006104	LOC109421554	AGAP004854
OG0006105	LOC115254166	AGAP010076
OG0006106	LOC134288028	AGAP004468
OG0006107	LOC109411530	AGAP002740
OG0006108	LOC109411537	AGAP004467
OG0006109	LOC109411550	AGAP002093
OG0006110	LOC109419218	AGAP004265
OG0006111	LOC109419216	AGAP001153
OG0006112	LOC109419212	AGAP001151
