Orthogroup	AminimusMINIMUS1	CquinquefasciatusJHB2020
OG0005855	AMIN011459	CQUJHB012132
OG0005856	AMIN011453	CQUJHB012294
OG0005857	AMIN011460	CQUJHB000895
OG0005858	AMIN011454	CQUJHB018385
OG0005859	AMIN011456	CQUJHB010612
OG0005860	AMIN011458	CQUJHB012399
OG0005861	AMIN011451	CQUJHB013119
OG0005862	AMIN010500	CQUJHB002623
OG0005863	AMIN010503	CQUJHB008743
OG0005864	AMIN010490	CQUJHB013612
OG0005865	AMIN010510	CQUJHB004466
OG0005866	AMIN009660	CQUJHB012743
OG0005867	AMIN009659	CQUJHB004469
OG0005868	AMIN009656	CQUJHB004167
OG0005869	AMIN001640	CQUJHB000298
OG0005870	AMIN001639	CQUJHB010961
OG0005871	AMIN001641	CQUJHB009700
OG0005872	AMIN006374	CQUJHB007019
OG0005873	AMIN006371	CQUJHB011905
OG0005874	AMIN006369	CQUJHB016293
OG0005875	AMIN002925	CQUJHB001932
OG0005876	AMIN002926	CQUJHB003300
OG0005877	AMIN002261	CQUJHB006324
OG0005878	AMIN002259	CQUJHB010473
OG0005879	AMIN002264	CQUJHB001692
OG0005880	AMIN016173	CQUJHB001537, CQUJHB013358
OG0005881	AMIN002924	CQUJHB010153
OG0005882	AMIN008901	CQUJHB009447
OG0005883	AMIN008900	CQUJHB016514
OG0005884	AMIN008898	CQUJHB001489
OG0005886	AMIN005533	CQUJHB017535
OG0005887	AMIN002235	CQUJHB001595
OG0005888	AMIN000839	CQUJHB006691
OG0005889	AMIN000836	CQUJHB017827
OG0005890	AMIN002237	CQUJHB014830
OG0005891	AMIN000837	CQUJHB009467
OG0005892	AMIN009589	CQUJHB014887
OG0005893	AMIN008353	CQUJHB010232
OG0005894	AMIN008354	CQUJHB006663
OG0005895	AMIN008355	CQUJHB001804
OG0005896	AMIN008352	CQUJHB008022
OG0005897	AMIN008349	CQUJHB001057
OG0005898	AMIN008356	CQUJHB007281
OG0005899	AMIN009436	CQUJHB002365
OG0005900	AMIN002339	CQUJHB007523
OG0005901	AMIN001163	CQUJHB005459
OG0005902	AMIN001161	CQUJHB007731
OG0005903	AMIN001164	CQUJHB005871
OG0005904	AMIN008515	CQUJHB006444
OG0005905	AMIN008511	CQUJHB017462
OG0005906	AMIN015504	CQUJHB016611
OG0005907	AMIN008514	CQUJHB018013
OG0005908	AMIN008507	CQUJHB006061
OG0005909	AMIN008509	CQUJHB002518
OG0005910	AMIN008512	CQUJHB006178
OG0005911	AMIN008528	CQUJHB008621
OG0005912	AMIN008529	CQUJHB017085
OG0005913	AMIN001747	CQUJHB008147
OG0005914	AMIN009485	CQUJHB017916
OG0005915	AMIN009484	CQUJHB003474
OG0005916	AMIN009488	CQUJHB012588
OG0005918	AMIN009490	CQUJHB016199
OG0005919	AMIN009489	CQUJHB004242
OG0005920	AMIN009486	CQUJHB016103
OG0005921	AMIN009483	CQUJHB003637
OG0005922	AMIN004425	CQUJHB010664
OG0005923	AMIN004428	CQUJHB018248
OG0005924	AMIN004426	CQUJHB013343
OG0005925	AMIN011343	CQUJHB004008
OG0005926	AMIN016049	CQUJHB002469
OG0005927	AMIN011342	CQUJHB017949
OG0005928	AMIN007975	CQUJHB002319
OG0005929	AMIN007976	CQUJHB000984
OG0005930	AMIN004219	CQUJHB005836
OG0005931	AMIN004748	CQUJHB008059
OG0005932	AMIN000011	CQUJHB016398
OG0005933	AMIN000014	CQUJHB000044
OG0005935	AMIN004150	CQUJHB013650
OG0005936	AMIN003020	CQUJHB001065
OG0005937	AMIN004149	CQUJHB008000
OG0005938	AMIN007049	CQUJHB004618
OG0005939	AMIN007052	CQUJHB008229
OG0005940	AMIN008142	CQUJHB008011
OG0005941	AMIN008683	CQUJHB013038
OG0005942	AMIN007051	CQUJHB010135
OG0005943	AMIN007050	CQUJHB014935
OG0005944	AMIN008682	CQUJHB015149
OG0005945	AMIN004679	CQUJHB018129
OG0005946	AMIN004562	CQUJHB013607
OG0005947	AMIN003000	CQUJHB007363
OG0005948	AMIN004683	CQUJHB008842
OG0005949	AMIN002999	CQUJHB009394
OG0005950	AMIN003001	CQUJHB018440
OG0005951	AMIN002998	CQUJHB004073
OG0005952	AMIN000904	CQUJHB014795
OG0005953	AMIN000907	CQUJHB017931
OG0005954	AMIN001774	CQUJHB008441
OG0005955	AMIN001777	CQUJHB011845
OG0005956	AMIN001772	CQUJHB012731
OG0005957	AMIN007594	CQUJHB009310
OG0005958	AMIN007595	CQUJHB009761
OG0005959	AMIN007596	CQUJHB002572
OG0005960	AMIN007593	CQUJHB002142
OG0005961	AMIN008186	CQUJHB002597
OG0005962	AMIN002590	CQUJHB004255
OG0005963	AMIN011196	CQUJHB017506
OG0005964	AMIN010069	CQUJHB001466
OG0005965	AMIN010072	CQUJHB006917
OG0005966	AMIN009522	CQUJHB014933
OG0005967	AMIN009409	CQUJHB006999
OG0005968	AMIN009601	CQUJHB003799
OG0005969	AMIN005275	CQUJHB010002
OG0005970	AMIN005118	CQUJHB014530
OG0005971	AMIN005777	CQUJHB015192
OG0005972	AMIN016232	CQUJHB011937
OG0005973	AMIN010621	CQUJHB013850
OG0005975	AMIN011431	CQUJHB003051
OG0005976	AMIN007565	CQUJHB005710
OG0005978	AMIN000947	CQUJHB015318
OG0005980	AMIN004985	CQUJHB001623
OG0005981	AMIN004983	CQUJHB000496
OG0005982	AMIN004986	CQUJHB012156
OG0005983	AMIN004984	CQUJHB002822
OG0005984	AMIN000959	CQUJHB017065
OG0005985	AMIN000961	CQUJHB015000
OG0005986	AMIN000958	CQUJHB007306
OG0005987	AMIN009107	CQUJHB006117
OG0005988	AMIN001190	CQUJHB013810
OG0005989	AMIN003946	CQUJHB018033
OG0005990	AMIN007765	CQUJHB003789
OG0005991	AMIN010679	CQUJHB003116
OG0005992	AMIN010828	CQUJHB009661
OG0005993	AMIN015516	CQUJHB013034
OG0005994	AMIN010830	CQUJHB013705
OG0005995	AMIN016223	CQUJHB009025
OG0005996	AMIN010678	CQUJHB000407
OG0005997	AMIN006059	CQUJHB000941
OG0005998	AMIN006057	CQUJHB014910
OG0005999	AMIN009504	CQUJHB007092
OG0006000	AMIN006058	CQUJHB010716
OG0006001	AMIN009502	CQUJHB004619
OG0006002	AMIN007621	CQUJHB014788
OG0006003	AMIN002098	CQUJHB012451
OG0006004	AMIN005231	CQUJHB003500
OG0006005	AMIN002097	CQUJHB004581
OG0006006	AMIN001530	CQUJHB000487
OG0006007	AMIN001529	CQUJHB008054
OG0006008	AMIN009637	CQUJHB008427
OG0006009	AMIN009638	CQUJHB018016
OG0006010	AMIN009479	CQUJHB015308
OG0006011	AMIN009636	CQUJHB017940
OG0006012	AMIN007504	CQUJHB006372
OG0006013	AMIN007510	CQUJHB017075
OG0006014	AMIN015530	CQUJHB015373
OG0006015	AMIN002532	CQUJHB011360
OG0006016	AMIN007505	CQUJHB007119
OG0006017	AMIN008692	CQUJHB001817
OG0006018	AMIN009849	CQUJHB008169
OG0006019	AMIN009851	CQUJHB001951
OG0006020	AMIN009854	CQUJHB001318
OG0006021	AMIN009850	CQUJHB001476
OG0006022	AMIN009846	CQUJHB012490
OG0006023	AMIN000878	CQUJHB013857
OG0006024	AMIN004021	CQUJHB010773
OG0006025	AMIN004019	CQUJHB003988
OG0006026	AMIN004020	CQUJHB008970
OG0006027	AMIN000162	CQUJHB008924
OG0006028	AMIN000157	CQUJHB017300
OG0006029	AMIN000153	CQUJHB000266
OG0006030	AMIN000160	CQUJHB018001
OG0006031	AMIN000159	CQUJHB016765
OG0006032	AMIN000161	CQUJHB003180
OG0006033	AMIN000156	CQUJHB007732
OG0006034	AMIN000194	CQUJHB012672
OG0006035	AMIN000201	CQUJHB014843
OG0006036	AMIN000193	CQUJHB004413, CQUJHB011709
OG0006037	AMIN003073	CQUJHB002997
OG0006038	AMIN015784	CQUJHB008224
OG0006039	AMIN000191	CQUJHB008025
OG0006040	AMIN000202	CQUJHB017560
OG0006041	AMIN000200	CQUJHB017261
OG0006042	AMIN015787	CQUJHB011883
OG0006043	AMIN010976	CQUJHB002094
OG0006044	AMIN007907	CQUJHB010430
OG0006045	AMIN007910	CQUJHB005514
OG0006046	AMIN007909	CQUJHB012035
OG0006047	AMIN010977	CQUJHB001431
OG0006048	AMIN005786	CQUJHB011601
OG0006049	AMIN005787	CQUJHB009221
OG0006050	AMIN005788	CQUJHB002793
OG0006051	AMIN005494	CQUJHB014555
OG0006052	AMIN010716	CQUJHB004447
OG0006053	AMIN003727	CQUJHB005468, CQUJHB001249
OG0006054	AMIN010653	CQUJHB012818
OG0006055	AMIN011419	CQUJHB002311
OG0006056	AMIN011425	CQUJHB010007
OG0006057	AMIN015880	CQUJHB014780
OG0006058	AMIN000229	CQUJHB013315
OG0006060	AMIN008091	CQUJHB012842
OG0006061	AMIN008852	CQUJHB003481
OG0006062	AMIN002064	CQUJHB010389
OG0006063	AMIN005675	CQUJHB008499
OG0006064	AMIN002056	CQUJHB007787
OG0006065	AMIN002693	CQUJHB006666
OG0006066	AMIN002960	CQUJHB017490
OG0006067	AMIN002963	CQUJHB011326
OG0006068	AMIN002694	CQUJHB012510
OG0006069	AMIN002695	CQUJHB009015
OG0006070	AMIN002690	CQUJHB013365
OG0006071	AMIN002691	CQUJHB010931
OG0006072	AMIN001940	CQUJHB001981
OG0006073	AMIN015603	CQUJHB012377
OG0006074	AMIN010863	CQUJHB017870
OG0006075	AMIN007776	CQUJHB014926
OG0006076	AMIN010862	CQUJHB013755
OG0006077	AMIN007774	CQUJHB008077
OG0006078	AMIN011658	CQUJHB011262
OG0006079	AMIN003614	CQUJHB005099
OG0006080	AMIN002794	CQUJHB009912
OG0006081	AMIN002793	CQUJHB013213
OG0006082	AMIN008485	CQUJHB008202
OG0006083	AMIN008486	CQUJHB004286
OG0006084	AMIN011481	CQUJHB013528
OG0006085	AMIN005133	CQUJHB006038
OG0006086	AMIN002642	CQUJHB011195
OG0006087	AMIN003950	CQUJHB005040
OG0006088	AMIN004259	CQUJHB005424
OG0006089	AMIN005144	CQUJHB016843
OG0006090	AMIN010242	CQUJHB017722
OG0006091	AMIN010240	CQUJHB005349
OG0006092	AMIN010243	CQUJHB002510
OG0006093	AMIN007503	CQUJHB016410
OG0006094	AMIN007502	CQUJHB000480
OG0006095	AMIN001200	CQUJHB014058
OG0006096	AMIN001199	CQUJHB012380
OG0006097	AMIN001203	CQUJHB015699
OG0006099	AMIN006657	CQUJHB005756
OG0006100	AMIN006658	CQUJHB014485
OG0006101	AMIN006655	CQUJHB015477
OG0006102	AMIN007223	CQUJHB017362
OG0006103	AMIN002834	CQUJHB010891
OG0006104	AMIN011637	CQUJHB018066
OG0006105	AMIN006647	CQUJHB011844
OG0006106	AMIN004848	CQUJHB014320
OG0006107	AMIN003573	CQUJHB015886
OG0006108	AMIN004847	CQUJHB009571
OG0006109	AMIN000647	CQUJHB014867
OG0006110	AMIN004086	CQUJHB002999
OG0006111	AMIN002316	CQUJHB014849
OG0006112	AMIN002318	CQUJHB005814
OG0006113	AMIN016263	CQUJHB000457
OG0006114	AMIN004084	CQUJHB000226
OG0006115	AMIN016261	CQUJHB014280
OG0006116	AMIN002319	CQUJHB014902
OG0006117	AMIN011212	CQUJHB013910
OG0006118	AMIN000266	CQUJHB007923
OG0006119	AMIN003740	CQUJHB004775
OG0006121	AMIN008171	CQUJHB013771
OG0006122	AMIN011291	CQUJHB001357
OG0006123	AMIN015749	CQUJHB000847
OG0006124	AMIN002411	CQUJHB017427
OG0006125	AMIN000210	CQUJHB006498
OG0006126	AMIN005860	CQUJHB011666
OG0006127	AMIN002042	CQUJHB002224
OG0006128	AMIN005859	CQUJHB009852
OG0006129	AMIN005365	CQUJHB009449
OG0006130	AMIN007403	CQUJHB013296
OG0006131	AMIN007402	CQUJHB008922
OG0006132	AMIN008088	CQUJHB016131
OG0006133	AMIN007400	CQUJHB011490
OG0006134	AMIN004996	CQUJHB001046
OG0006135	AMIN004998	CQUJHB005690
OG0006136	AMIN007836	CQUJHB002730
OG0006137	AMIN007837	CQUJHB010796
OG0006138	AMIN004884	CQUJHB002545
OG0006139	AMIN004890	CQUJHB002655
OG0006140	AMIN010741	CQUJHB006967
OG0006142	AMIN001103	CQUJHB018402
OG0006143	AMIN010726	CQUJHB004285
OG0006144	AMIN010728	CQUJHB013585
OG0006145	AMIN010729	CQUJHB000047
OG0006146	AMIN005298	CQUJHB004181
OG0006147	AMIN004179	CQUJHB005175
OG0006148	AMIN004177	CQUJHB017107
OG0006149	AMIN004175	CQUJHB010096
OG0006150	AMIN016102	CQUJHB012928
OG0006151	AMIN016123	CQUJHB003125
OG0006152	AMIN001319	CQUJHB003382
OG0006153	AMIN008189	CQUJHB007288
OG0006154	AMIN003110	CQUJHB010433
OG0006155	AMIN003109	CQUJHB012626
OG0006156	AMIN010083	CQUJHB013198
OG0006157	AMIN010085	CQUJHB002880
OG0006158	AMIN010689	CQUJHB010342
OG0006159	AMIN010690	CQUJHB014158
OG0006160	AMIN010084	CQUJHB011453
OG0006161	AMIN009621	CQUJHB000801
OG0006162	AMIN005457	CQUJHB016804
OG0006163	AMIN000675	CQUJHB000631
OG0006164	AMIN005161	CQUJHB008872
OG0006165	AMIN015748	CQUJHB011586
OG0006166	AMIN006391	CQUJHB012045
OG0006167	AMIN006388	CQUJHB006778
OG0006168	AMIN011344	CQUJHB015824
OG0006169	AMIN005081	CQUJHB012158
OG0006170	AMIN005203	CQUJHB008775
OG0006171	AMIN005130	CQUJHB013347
OG0006172	AMIN005131	CQUJHB018178
OG0006173	AMIN001123	CQUJHB013415
OG0006174	AMIN006718	CQUJHB014150
OG0006175	AMIN001124	CQUJHB004190
OG0006176	AMIN009365	CQUJHB013454
OG0006177	AMIN009364	CQUJHB018403
OG0006178	AMIN000842	CQUJHB003284
OG0006179	AMIN009362	CQUJHB014545
OG0006180	AMIN010739	CQUJHB001933
OG0006181	AMIN010742	CQUJHB015930
OG0006182	AMIN010740	CQUJHB016600
OG0006183	AMIN010941	CQUJHB004394
OG0006184	AMIN010938	CQUJHB003694
OG0006185	AMIN007417	CQUJHB010684
OG0006186	AMIN010940	CQUJHB003847
OG0006187	AMIN000522	CQUJHB008201
OG0006188	AMIN000525	CQUJHB016307
OG0006189	AMIN015788	CQUJHB018028
OG0006190	AMIN000521	CQUJHB017914
OG0006191	AMIN016305	CQUJHB000755
OG0006192	AMIN006153	CQUJHB017454
OG0006193	AMIN008039	CQUJHB002148
OG0006194	AMIN008040	CQUJHB001598
OG0006195	AMIN011217	CQUJHB005486
OG0006196	AMIN009015	CQUJHB008919
OG0006197	AMIN008092	CQUJHB003793
OG0006198	AMIN009018	CQUJHB004386
OG0006199	AMIN008096	CQUJHB012312
OG0006200	AMIN000141	CQUJHB010046
OG0006201	AMIN000137	CQUJHB013012
OG0006202	AMIN000135	CQUJHB012190
OG0006203	AMIN004554	CQUJHB007137
OG0006204	AMIN008812	CQUJHB004338
OG0006205	AMIN001854	CQUJHB005408
OG0006206	AMIN010318	CQUJHB011997
OG0006207	AMIN010322	CQUJHB002086
OG0006208	AMIN002986	CQUJHB009904
OG0006209	AMIN002579	CQUJHB011580
OG0006210	AMIN009004	CQUJHB014457
OG0006211	AMIN009001	CQUJHB007131
OG0006212	AMIN009003	CQUJHB016202
OG0006213	AMIN009006	CQUJHB003737
OG0006214	AMIN008999	CQUJHB014031
OG0006215	AMIN009008	CQUJHB009307
OG0006216	AMIN006877	CQUJHB008505
OG0006217	AMIN002215	CQUJHB014472
OG0006218	AMIN002210	CQUJHB013557
OG0006219	AMIN002216	CQUJHB004659
OG0006220	AMIN002206	CQUJHB016312
OG0006221	AMIN002208	CQUJHB004653
OG0006222	AMIN002209	CQUJHB005903
OG0006223	AMIN002212	CQUJHB008012
OG0006224	AMIN002207	CQUJHB008044
OG0006225	AMIN002211	CQUJHB003959
OG0006226	AMIN002213	CQUJHB000037
OG0006227	AMIN002214	CQUJHB005736
OG0006228	AMIN002325	CQUJHB012472
OG0006229	AMIN011447	CQUJHB018321
OG0006230	AMIN000932	CQUJHB013574
OG0006231	AMIN005009	CQUJHB001179
OG0006232	AMIN007351	CQUJHB001960
OG0006233	AMIN010704	CQUJHB018244
OG0006234	AMIN010705	CQUJHB017036
OG0006235	AMIN010076	CQUJHB016955
OG0006236	AMIN010074	CQUJHB012223
OG0006237	AMIN010073	CQUJHB017735
OG0006238	AMIN010078	CQUJHB009762
OG0006239	AMIN010075	CQUJHB009303
OG0006241	AMIN005311	CQUJHB015407
OG0006242	AMIN004980	CQUJHB008850
OG0006243	AMIN007438	CQUJHB010328
OG0006244	AMIN004955	CQUJHB004883
OG0006245	AMIN006469	CQUJHB011835
OG0006246	AMIN004957	CQUJHB018090
OG0006247	AMIN004956	CQUJHB011964
OG0006248	AMIN006455	CQUJHB005229
OG0006249	AMIN007479	CQUJHB008507
OG0006250	AMIN006470	CQUJHB012343
OG0006251	AMIN007439	CQUJHB000751
OG0006252	AMIN005463	CQUJHB010516
OG0006253	AMIN000073	CQUJHB011999
OG0006254	AMIN009607	CQUJHB003908
OG0006255	AMIN005603	CQUJHB003347
OG0006256	AMIN008071	CQUJHB007688
OG0006257	AMIN003256	CQUJHB007352
OG0006258	AMIN002481	CQUJHB014737
OG0006259	AMIN002484	CQUJHB006488
OG0006260	AMIN002483	CQUJHB017026
OG0006261	AMIN002518	CQUJHB012993
OG0006262	AMIN002480	CQUJHB010245
OG0006263	AMIN002482	CQUJHB008370
OG0006264	AMIN003737	CQUJHB014147
OG0006265	AMIN015965	CQUJHB010111
OG0006266	AMIN009039	CQUJHB002126
OG0006267	AMIN003043	CQUJHB005523
OG0006268	AMIN003040	CQUJHB003140
OG0006269	AMIN002331	CQUJHB009894
OG0006270	AMIN002334	CQUJHB001488, CQUJHB000849
OG0006271	AMIN002330	CQUJHB013082
OG0006272	AMIN002332	CQUJHB009455
OG0006273	AMIN002333	CQUJHB003617
OG0006274	AMIN000546	CQUJHB003871
OG0006275	AMIN000062	CQUJHB008758
OG0006276	AMIN000068	CQUJHB015523
OG0006277	AMIN004348	CQUJHB013424
OG0006278	AMIN005631	CQUJHB012313
OG0006279	AMIN008287	CQUJHB015844
OG0006280	AMIN007879	CQUJHB002603
OG0006281	AMIN008288	CQUJHB005536
OG0006282	AMIN010801	CQUJHB009911
OG0006283	AMIN007708	CQUJHB004314
OG0006284	AMIN007705	CQUJHB015511
OG0006285	AMIN007709	CQUJHB001555
OG0006286	AMIN007706	CQUJHB001280
OG0006287	AMIN009663	CQUJHB010189
OG0006288	AMIN009664	CQUJHB001821, CQUJHB017783
OG0006289	AMIN001803	CQUJHB002600
OG0006290	AMIN008731	CQUJHB007358
OG0006291	AMIN008733	CQUJHB016959
OG0006292	AMIN008607	CQUJHB010637
OG0006293	AMIN008605	CQUJHB013394
OG0006294	AMIN008608	CQUJHB016157
OG0006295	AMIN008601	CQUJHB004387
OG0006296	AMIN015754	CQUJHB009547
OG0006297	AMIN015551	CQUJHB004904
OG0006298	AMIN007326	CQUJHB009793
OG0006299	AMIN007397	CQUJHB000286
OG0006300	AMIN003157	CQUJHB009225
OG0006301	AMIN003156	CQUJHB013816
OG0006302	AMIN003155	CQUJHB009415
OG0006303	AMIN002175	CQUJHB013999
OG0006304	AMIN002174	CQUJHB008961
OG0006305	AMIN000049	CQUJHB003970
OG0006306	AMIN000050	CQUJHB004709
OG0006307	AMIN002589	CQUJHB006926
OG0006308	AMIN009999	CQUJHB008297
OG0006309	AMIN000051	CQUJHB017306
OG0006310	AMIN006967	CQUJHB008721
OG0006311	AMIN008183	CQUJHB013526
OG0006312	AMIN006195	CQUJHB013643
OG0006313	AMIN002677	CQUJHB015895
OG0006314	AMIN002678	CQUJHB016829
OG0006315	AMIN000873	CQUJHB013930
OG0006316	AMIN000872	CQUJHB001496
OG0006317	AMIN002240	CQUJHB001419
OG0006318	AMIN002666	CQUJHB008289
OG0006319	AMIN000083	CQUJHB000469
OG0006320	AMIN010432	CQUJHB014291
OG0006321	AMIN010328	CQUJHB017450
OG0006322	AMIN004571	CQUJHB017268
OG0006323	AMIN003224	CQUJHB014796
OG0006324	AMIN000817	CQUJHB010464
OG0006325	AMIN000812	CQUJHB010098
OG0006326	AMIN007755	CQUJHB016184
OG0006327	AMIN007753	CQUJHB010921
OG0006328	AMIN007754	CQUJHB004077
OG0006329	AMIN010885	CQUJHB012576
OG0006330	AMIN007031	CQUJHB002522
OG0006331	AMIN005094	CQUJHB013419
OG0006332	AMIN009933	CQUJHB013681
OG0006333	AMIN005099	CQUJHB005001
OG0006334	AMIN015488	CQUJHB005324
OG0006335	AMIN005100	CQUJHB011626
OG0006336	AMIN005096	CQUJHB000479
OG0006337	AMIN001764	CQUJHB000975
OG0006338	AMIN001763	CQUJHB003650
OG0006339	AMIN009624	CQUJHB005081
OG0006340	AMIN009626	CQUJHB006765
OG0006342	AMIN011521	CQUJHB001432
OG0006343	AMIN001101	CQUJHB014539
OG0006344	AMIN010204	CQUJHB012712
OG0006345	AMIN010203	CQUJHB016587
OG0006346	AMIN002408	CQUJHB006086
OG0006347	AMIN007295	CQUJHB016858
OG0006348	AMIN007290	CQUJHB016874
OG0006349	AMIN007292	CQUJHB002691
OG0006350	AMIN007297	CQUJHB017964
OG0006351	AMIN010034	CQUJHB003205
OG0006352	AMIN010036	CQUJHB003315
OG0006353	AMIN010033	CQUJHB009261
OG0006354	AMIN008010	CQUJHB007756
OG0006355	AMIN008009	CQUJHB017797
OG0006357	AMIN003383	CQUJHB009322
OG0006358	AMIN003384	CQUJHB003719
OG0006359	AMIN001942	CQUJHB010162
OG0006360	AMIN000718	CQUJHB003995
OG0006361	AMIN006108	CQUJHB007851
OG0006362	AMIN002781	CQUJHB000337
OG0006363	AMIN003123	CQUJHB002037
OG0006364	AMIN000476	CQUJHB009577
OG0006365	AMIN000475	CQUJHB020308
OG0006367	AMIN007584	CQUJHB018396
OG0006368	AMIN005905	CQUJHB018429
OG0006369	AMIN007779	CQUJHB013341
OG0006370	AMIN007777	CQUJHB001558
OG0006371	AMIN007778	CQUJHB000578
OG0006372	AMIN007781	CQUJHB016548
OG0006373	AMIN008085	CQUJHB005595
OG0006374	AMIN001502	CQUJHB003916
OG0006375	AMIN005056	CQUJHB004325
OG0006376	AMIN010201	CQUJHB002630
OG0006377	AMIN010865	CQUJHB003754
OG0006378	AMIN007275	CQUJHB000679
OG0006379	AMIN007273	CQUJHB013986
OG0006380	AMIN010199	CQUJHB017451
OG0006381	AMIN007274	CQUJHB011276
OG0006382	AMIN011211	CQUJHB007675
OG0006383	AMIN004328	CQUJHB006864
OG0006384	AMIN009251	CQUJHB013203
OG0006385	AMIN009249	CQUJHB005288
OG0006386	AMIN001132	CQUJHB011877
OG0006387	AMIN006904	CQUJHB001787
OG0006388	AMIN008075	CQUJHB006262
OG0006389	AMIN007571	CQUJHB016043
OG0006390	AMIN007911	CQUJHB010698
OG0006391	AMIN009105	CQUJHB018265
OG0006392	AMIN003455	CQUJHB010281
OG0006393	AMIN000022	CQUJHB004614
OG0006394	AMIN002445	CQUJHB000784
OG0006395	AMIN000025	CQUJHB004982
OG0006396	AMIN000026	CQUJHB009659
OG0006397	AMIN003453	CQUJHB012979
OG0006398	AMIN008742, AMIN008740	CQUJHB006415
OG0006399	AMIN008745	CQUJHB003755
OG0006400	AMIN011315	CQUJHB013535
OG0006401	AMIN000273	CQUJHB014404
OG0006402	AMIN003254	CQUJHB013655
OG0006403	AMIN000773	CQUJHB009392
OG0006405	AMIN002992	CQUJHB011358
OG0006406	AMIN003651	CQUJHB008522
OG0006407	AMIN005858	CQUJHB010644
OG0006408	AMIN001955	CQUJHB004908
OG0006409	AMIN006643	CQUJHB013068
OG0006410	AMIN001102	CQUJHB000558
OG0006411	AMIN011532	CQUJHB011741
OG0006412	AMIN004937	CQUJHB000970
OG0006413	AMIN000892	CQUJHB012417
OG0006414	AMIN008728	CQUJHB001337
OG0006415	AMIN010993	CQUJHB006611
OG0006416	AMIN007412	CQUJHB011391
OG0006417	AMIN010992	CQUJHB013369
OG0006418	AMIN010994	CQUJHB003132
OG0006419	AMIN001446	CQUJHB012548
OG0006420	AMIN001508	CQUJHB018294
OG0006421	AMIN001171	CQUJHB006899
OG0006422	AMIN001172	CQUJHB009302
OG0006423	AMIN001174	CQUJHB018105
OG0006424	AMIN006721	CQUJHB001786
OG0006425	AMIN005946	CQUJHB017236
OG0006426	AMIN000017	CQUJHB013397
OG0006427	AMIN005904	CQUJHB014009
OG0006428	AMIN005903	CQUJHB013151
OG0006429	AMIN007690	CQUJHB003230
OG0006430	AMIN003781	CQUJHB009278
OG0006431	AMIN009897	CQUJHB003332
OG0006432	AMIN009899	CQUJHB000688
OG0006433	AMIN010311	CQUJHB011966
OG0006434	AMIN010309	CQUJHB017638
OG0006435	AMIN010312	CQUJHB018075
OG0006436	AMIN010308	CQUJHB009834
OG0006437	AMIN015845	CQUJHB013797
OG0006438	AMIN015844	CQUJHB002139
OG0006439	AMIN002436	CQUJHB013402
OG0006440	AMIN002438	CQUJHB007766
OG0006441	AMIN002439	CQUJHB006586
OG0006442	AMIN005278	CQUJHB008840
OG0006443	AMIN002073	CQUJHB005969
OG0006444	AMIN002360	CQUJHB002022
OG0006446	AMIN003700	CQUJHB004834
OG0006447	AMIN005475	CQUJHB010788
OG0006448	AMIN000471	CQUJHB014763
OG0006449	AMIN000470	CQUJHB002857
OG0006450	AMIN008481	CQUJHB010142
OG0006451	AMIN008188	CQUJHB010306
OG0006452	AMIN008479	CQUJHB001285
OG0006453	AMIN003065	CQUJHB011144
OG0006454	AMIN005755	CQUJHB003176
OG0006455	AMIN003284	CQUJHB005020
OG0006456	AMIN003282	CQUJHB001244
OG0006457	AMIN003240	CQUJHB013891
OG0006458	AMIN010706	CQUJHB015970
OG0006460	AMIN006796	CQUJHB012980
OG0006461	AMIN006795	CQUJHB009021
OG0006462	AMIN007211	CQUJHB013901
OG0006463	AMIN005322	CQUJHB018254
OG0006464	AMIN004867	CQUJHB006271
OG0006465	AMIN004898	CQUJHB018296
OG0006466	AMIN008372	CQUJHB004391, CQUJHB009799
OG0006467	AMIN007513	CQUJHB011981
OG0006468	AMIN008373	CQUJHB015061
OG0006469	AMIN006705	CQUJHB005438
OG0006470	AMIN008344	CQUJHB006528
OG0006471	AMIN011036	CQUJHB011208
OG0006472	AMIN008410	CQUJHB001403
OG0006473	AMIN008409	CQUJHB012289
OG0006474	AMIN008414	CQUJHB004510
OG0006475	AMIN009526	CQUJHB000222
OG0006476	AMIN010896	CQUJHB011040
OG0006477	AMIN011251	CQUJHB011649
OG0006478	AMIN007823	CQUJHB000200
OG0006480	AMIN009336	CQUJHB009951
OG0006481	AMIN009337	CQUJHB012828
OG0006482	AMIN008143	CQUJHB016854
OG0006483	AMIN008331	CQUJHB016086
OG0006484	AMIN008332	CQUJHB013593
OG0006485	AMIN001014	CQUJHB005671
OG0006486	AMIN009130	CQUJHB003395
OG0006487	AMIN005976	CQUJHB003601
OG0006488	AMIN008946	CQUJHB013099
OG0006489	AMIN006154	CQUJHB004687
OG0006490	AMIN006155	CQUJHB006121
OG0006491	AMIN006300	CQUJHB018160
OG0006492	AMIN007250	CQUJHB007028
OG0006493	AMIN007251	CQUJHB018219
OG0006494	AMIN007252	CQUJHB003001
OG0006495	AMIN007248	CQUJHB008074
OG0006496	AMIN006713	CQUJHB005946
OG0006497	AMIN007253	CQUJHB017339
OG0006498	AMIN010444	CQUJHB011914
OG0006499	AMIN000027	CQUJHB004916
OG0006501	AMIN004136	CQUJHB014306
OG0006502	AMIN001141	CQUJHB017909
OG0006503	AMIN005482	CQUJHB013351
OG0006504	AMIN004113	CQUJHB006221
OG0006505	AMIN005557	CQUJHB005703
