Orthogroup	AminimusMINIMUS1	AaegyptiLVP_AGWG
OG0005308	AMIN003628	AAEL007646
OG0005309	AMIN005191	AAEL007651
OG0005310	AMIN005511	AAEL007653
OG0005311	AMIN002320	AAEL007656
OG0005312	AMIN005574	AAEL007657
OG0005313	AMIN002049	AAEL007658
OG0005314	AMIN001070	AAEL007660
OG0005315	AMIN005565	AAEL007661
OG0005316	AMIN007174	AAEL007670
OG0005317	AMIN006939	AAEL007672
OG0005318	AMIN006937	AAEL007674
OG0005319	AMIN006698	AAEL007684
OG0005320	AMIN006700	AAEL007687, AAEL028226
OG0005321	AMIN006695	AAEL007690
OG0005322	AMIN006687	AAEL007693
OG0005323	AMIN001884	AAEL007701
OG0005324	AMIN001877	AAEL007702
OG0005325	AMIN001883	AAEL007705
OG0005326	AMIN001882	AAEL007707
OG0005327	AMIN005036	AAEL007713
OG0005328	AMIN008310	AAEL007715
OG0005329	AMIN005033	AAEL007716
OG0005330	AMIN005035	AAEL007717
OG0005331	AMIN008312	AAEL007718
OG0005332	AMIN005034	AAEL007720
OG0005333	AMIN006590	AAEL007725
OG0005334	AMIN008034	AAEL007729
OG0005335	AMIN008033	AAEL007730
OG0005336	AMIN010864	AAEL007738
OG0005337	AMIN008035	AAEL007739
OG0005338	AMIN006610	AAEL007750
OG0005339	AMIN000055	AAEL007763
OG0005340	AMIN011592	AAEL007765
OG0005341	AMIN011597	AAEL007767
OG0005342	AMIN011600	AAEL007768
OG0005343	AMIN011536	AAEL007771
OG0005344	AMIN011594	AAEL007772
OG0005345	AMIN011593	AAEL007773
OG0005346	AMIN000240	AAEL007777
OG0005347	AMIN002751	AAEL007787
OG0005348	AMIN004752	AAEL007788
OG0005349	AMIN004581	AAEL007790
OG0005350	AMIN002687	AAEL007796
OG0005351	AMIN011079	AAEL007800
OG0005352	AMIN002685	AAEL007809
OG0005353	AMIN002949	AAEL007810
OG0005354	AMIN003100	AAEL007820
OG0005355	AMIN001615	AAEL007821
OG0005356	AMIN006696	AAEL007825
OG0005357	AMIN001616	AAEL007827
OG0005358	AMIN000128	AAEL007839
OG0005359	AMIN007104	AAEL007842
OG0005360	AMIN007099	AAEL007845
OG0005361	AMIN007089	AAEL007848
OG0005362	AMIN006111	AAEL007853
OG0005363	AMIN006019	AAEL007854
OG0005364	AMIN007101	AAEL007856
OG0005365	AMIN015916	AAEL007857
OG0005366	AMIN006022	AAEL007858
OG0005367	AMIN015917	AAEL007862
OG0005368	AMIN004300	AAEL007871
OG0005369	AMIN004456	AAEL007874
OG0005370	AMIN006869	AAEL007877
OG0005371	AMIN004451	AAEL007883
OG0005372	AMIN006866	AAEL007885
OG0005373	AMIN001921	AAEL007891
OG0005374	AMIN005357	AAEL007892
OG0005375	AMIN007138	AAEL007897
OG0005376	AMIN002251	AAEL007904
OG0005377	AMIN007141	AAEL007907
OG0005378	AMIN005333	AAEL007915
OG0005379	AMIN006969	AAEL007920
OG0005380	AMIN009264	AAEL007931
OG0005381	AMIN008632	AAEL007936
OG0005382	AMIN015529	AAEL007943
OG0005383	AMIN009738	AAEL007944
OG0005384	AMIN009742	AAEL007945
OG0005385	AMIN009731	AAEL007955
OG0005386	AMIN001723	AAEL007982
OG0005387	AMIN016036	AAEL007988
OG0005388	AMIN010514	AAEL007989
OG0005390	AMIN010515	AAEL007997
OG0005391	AMIN010516	AAEL008001
OG0005392	AMIN001212	AAEL008020
OG0005393	AMIN005411	AAEL008022
OG0005394	AMIN005426	AAEL008025
OG0005395	AMIN003318	AAEL008036
OG0005396	AMIN000530	AAEL008038
OG0005397	AMIN000527	AAEL008042
OG0005398	AMIN016051	AAEL008044
OG0005400	AMIN002369	AAEL008058
OG0005401	AMIN000404	AAEL008061
OG0005402	AMIN003108	AAEL008062
OG0005403	AMIN002549	AAEL008068
OG0005404	AMIN003575	AAEL008069
OG0005405	AMIN005633	AAEL008071
OG0005406	AMIN000563	AAEL008073
OG0005408	AMIN016279	AAEL008099
OG0005409	AMIN016280	AAEL008102
OG0005410	AMIN015847	AAEL008103
OG0005411	AMIN002405	AAEL008105
OG0005412	AMIN002312	AAEL008107
OG0005413	AMIN002402	AAEL008108
OG0005415	AMIN015846	AAEL008115
OG0005416	AMIN002401	AAEL008116
OG0005417	AMIN000309, AMIN000310	AAEL008124
OG0005418	AMIN000317	AAEL008126
OG0005419	AMIN004556	AAEL008128
OG0005420	AMIN000312	AAEL008131
OG0005421	AMIN000313	AAEL008133
OG0005422	AMIN004558	AAEL008134
OG0005423	AMIN000315	AAEL008135
OG0005424	AMIN000319	AAEL008136
OG0005425	AMIN000430	AAEL008141
OG0005426	AMIN004481	AAEL008144
OG0005428	AMIN000465	AAEL008161
OG0005430	AMIN000454	AAEL008167
OG0005431	AMIN000450	AAEL008169
OG0005432	AMIN000468	AAEL008171
OG0005433	AMIN000463	AAEL022169, AAEL008175
OG0005434	AMIN000467	AAEL008179
OG0005435	AMIN000458	AAEL008181
OG0005436	AMIN000452	AAEL008184
OG0005437	AMIN000472	AAEL008189
OG0005438	AMIN006744	AAEL008190
OG0005439	AMIN009048	AAEL008193
OG0005440	AMIN010590	AAEL008195
OG0005441	AMIN010591	AAEL008216
OG0005442	AMIN004831	AAEL008228
OG0005443	AMIN004828	AAEL008234
OG0005444	AMIN002537	AAEL008242
OG0005445	AMIN002540	AAEL008243
OG0005446	AMIN016161	AAEL008244
OG0005447	AMIN000490	AAEL026615, AAEL008245
OG0005448	AMIN000487	AAEL008247
OG0005449	AMIN002535	AAEL008248
OG0005450	AMIN002536	AAEL008249
OG0005451	AMIN002534	AAEL008250
OG0005452	AMIN002538	AAEL008255
OG0005453	AMIN002542	AAEL008256
OG0005454	AMIN002541	AAEL008258
OG0005455	AMIN001106	AAEL008262
OG0005456	AMIN008102	AAEL008269
OG0005458	AMIN008328	AAEL008282
OG0005459	AMIN001175	AAEL008319
OG0005460	AMIN001631	AAEL008320
OG0005461	AMIN001635	AAEL008322
OG0005462	AMIN001177	AAEL008323
OG0005463	AMIN001636	AAEL008327
OG0005464	AMIN002609	AAEL008334
OG0005465	AMIN015765	AAEL008354
OG0005466	AMIN011278	AAEL008360
OG0005467	AMIN004648	AAEL008363
OG0005468	AMIN004647	AAEL008366
OG0005469	AMIN003888	AAEL008370
OG0005470	AMIN004639	AAEL008371
OG0005471	AMIN004641	AAEL008373
OG0005472	AMIN004652	AAEL008375
OG0005473	AMIN008325	AAEL008377
OG0005474	AMIN008319	AAEL008379
OG0005475	AMIN008323	AAEL008382
OG0005476	AMIN008327	AAEL008390
OG0005477	AMIN008316	AAEL008391
OG0005478	AMIN008315	AAEL008392
OG0005479	AMIN008318	AAEL008393
OG0005480	AMIN008320	AAEL024654, AAEL008395
OG0005481	AMIN001993	AAEL008397
OG0005482	AMIN001984	AAEL008398
OG0005483	AMIN001992	AAEL008401
OG0005484	AMIN001988	AAEL008408
OG0005485	AMIN004588	AAEL008418
OG0005486	AMIN005558	AAEL008425
OG0005488	AMIN001334	AAEL008443
OG0005489	AMIN005798	AAEL008461
OG0005490	AMIN010236	AAEL008469
OG0005491	AMIN010233	AAEL008475
OG0005492	AMIN010232	AAEL008476
OG0005493	AMIN016022	AAEL008481
OG0005494	AMIN010237	AAEL008490
OG0005495	AMIN009680	AAEL008492
OG0005496	AMIN009675	AAEL008493
OG0005497	AMIN009671	AAEL008495
OG0005498	AMIN009676	AAEL008496
OG0005499	AMIN009674	AAEL008498
OG0005500	AMIN009681	AAEL008500
OG0005501	AMIN009672	AAEL008502
OG0005502	AMIN009679	AAEL008505
OG0005503	AMIN005215	AAEL008521
OG0005505	AMIN002703	AAEL008528
OG0005506	AMIN005626	AAEL008530
OG0005507	AMIN005334	AAEL008542
OG0005508	AMIN002706	AAEL008543
OG0005509	AMIN002705	AAEL008553
OG0005510	AMIN007353	AAEL008557
OG0005511	AMIN003054	AAEL008559
OG0005512	AMIN011614	AAEL008562
OG0005513	AMIN008572	AAEL008576
OG0005514	AMIN008570	AAEL008577
OG0005515	AMIN008895	AAEL008579
OG0005516	AMIN009369	AAEL008584
OG0005517	AMIN016194	AAEL008590
OG0005518	AMIN005937	AAEL008591
OG0005519	AMIN005929	AAEL008594
OG0005520	AMIN005928	AAEL008601
OG0005521	AMIN005927	AAEL008603
OG0005522	AMIN005930	AAEL008605
OG0005523	AMIN005935	AAEL008607
OG0005524	AMIN006183	AAEL008608
OG0005525	AMIN005931	AAEL008610
OG0005526	AMIN004740	AAEL008613
OG0005527	AMIN004743	AAEL008617
OG0005528	AMIN001840	AAEL008623
OG0005529	AMIN001839	AAEL008630
OG0005530	AMIN001844	AAEL008635
OG0005531	AMIN011069	AAEL008641
OG0005532	AMIN011239	AAEL008643
OG0005533	AMIN007613	AAEL008645
OG0005534	AMIN011237	AAEL008647
OG0005535	AMIN003271	AAEL008650
OG0005536	AMIN003268	AAEL008653
OG0005537	AMIN003260	AAEL008654
OG0005538	AMIN003265	AAEL008656
OG0005539	AMIN003266	AAEL008660
OG0005540	AMIN002021	AAEL008664
OG0005541	AMIN011166	AAEL008674
OG0005542	AMIN011167	AAEL008676
OG0005543	AMIN011169	AAEL008679
OG0005544	AMIN011165	AAEL008680
OG0005545	AMIN001392	AAEL008692
OG0005546	AMIN009512	AAEL008696
OG0005547	AMIN002806	AAEL008701
OG0005548	AMIN002807	AAEL008705
OG0005549	AMIN002804	AAEL008706
OG0005550	AMIN002814	AAEL008715
OG0005551	AMIN008255	AAEL008716
OG0005552	AMIN003612	AAEL008722
OG0005553	AMIN008646	AAEL008723
OG0005554	AMIN008659	AAEL008724
OG0005555	AMIN009031	AAEL008725
OG0005556	AMIN008645	AAEL008726
OG0005557	AMIN008660	AAEL008728
OG0005558	AMIN008647	AAEL008730
OG0005559	AMIN008651	AAEL008741
OG0005560	AMIN008224	AAEL008743
OG0005561	AMIN009009	AAEL008745
OG0005562	AMIN006507	AAEL008754
OG0005563	AMIN006502	AAEL008758
OG0005564	AMIN006505	AAEL008760
OG0005565	AMIN006515	AAEL008761
OG0005566	AMIN006510	AAEL008764
OG0005567	AMIN006506	AAEL008765
OG0005568	AMIN011472	AAEL008768
OG0005569	AMIN011473	AAEL008770
OG0005570	AMIN011471	AAEL008777
OG0005571	AMIN011474	AAEL008783
OG0005572	AMIN002791	AAEL008785
OG0005573	AMIN004849	AAEL008786
OG0005574	AMIN004627	AAEL008787
OG0005575	AMIN002880	AAEL008793
OG0005576	AMIN004857	AAEL008794
OG0005577	AMIN004858	AAEL008800
OG0005578	AMIN004851	AAEL008803
OG0005579	AMIN004856	AAEL008807
OG0005580	AMIN002881	AAEL008811
OG0005581	AMIN004811	AAEL008814
OG0005582	AMIN003125	AAEL008822
OG0005583	AMIN014281	AAEL008823
OG0005584	AMIN003347	AAEL008827
OG0005585	AMIN000354	AAEL008831
OG0005586	AMIN006313	AAEL008833
OG0005587	AMIN006312	AAEL024631, AAEL023965, AAEL008838
OG0005588	AMIN001490	AAEL008840
OG0005589	AMIN006306	AAEL008844
OG0005590	AMIN009073	AAEL008847
OG0005591	AMIN009435	AAEL008850
OG0005592	AMIN006311	AAEL008853
OG0005593	AMIN006314	AAEL008854
OG0005594	AMIN010981	AAEL008878
OG0005595	AMIN010982	AAEL008879
OG0005596	AMIN007900	AAEL008886
OG0005597	AMIN008118	AAEL008899
OG0005598	AMIN008113	AAEL008901
OG0005599	AMIN007056	AAEL008902
OG0005600	AMIN011156	AAEL008906
OG0005601	AMIN006493	AAEL008909
OG0005602	AMIN010224	AAEL008916
OG0005603	AMIN002204	AAEL008924
OG0005604	AMIN002203	AAEL008932
OG0005605	AMIN001222	AAEL008938
OG0005606	AMIN003385	AAEL008943
OG0005608	AMIN005768	AAEL008953
OG0005609	AMIN005581	AAEL008959
OG0005610	AMIN007634	AAEL009002
OG0005611	AMIN004010	AAEL009023
OG0005612	AMIN004008	AAEL009029
OG0005613	AMIN011570	AAEL009031
OG0005614	AMIN010710	AAEL009035
OG0005615	AMIN010712	AAEL009038
OG0005616	AMIN003741	AAEL009039
OG0005617	AMIN002179	AAEL009041
OG0005618	AMIN002178	AAEL009042
OG0005619	AMIN016228	AAEL009043
OG0005620	AMIN011124	AAEL009047
OG0005621	AMIN011123	AAEL009048
OG0005622	AMIN011122	AAEL009051
OG0005623	AMIN011121	AAEL009052
OG0005624	AMIN006089	AAEL009057
OG0005625	AMIN009622	AAEL009058
OG0005626	AMIN001665	AAEL009059
OG0005627	AMIN009840	AAEL009061
OG0005628	AMIN001663	AAEL009063
OG0005629	AMIN001666	AAEL009068
OG0005630	AMIN010759	AAEL009070
OG0005631	AMIN010758	AAEL009072
OG0005632	AMIN010570	AAEL009074
OG0005633	AMIN011161	AAEL009075
OG0005634	AMIN010567	AAEL009078
OG0005635	AMIN010565	AAEL009080
OG0005636	AMIN010569	AAEL009084
OG0005637	AMIN010566	AAEL009085
OG0005638	AMIN011163	AAEL009086
OG0005639	AMIN010479	AAEL009088
OG0005640	AMIN010568	AAEL009089
OG0005641	AMIN000818	AAEL009090
OG0005642	AMIN000234	AAEL009093
OG0005643	AMIN000235	AAEL009099
OG0005644	AMIN003179	AAEL009100
OG0005645	AMIN003183	AAEL009101
OG0005646	AMIN003184	AAEL009105
OG0005649	AMIN005988	AAEL009140
OG0005650	AMIN009717	AAEL009142
OG0005651	AMIN006816	AAEL009148
OG0005653	AMIN005772	AAEL009155
OG0005654	AMIN002048	AAEL009157
OG0005655	AMIN002971	AAEL009169
OG0005656	AMIN002970	AAEL009171
OG0005657	AMIN003904	AAEL009179
OG0005658	AMIN010901	AAEL009184
OG0005659	AMIN010900	AAEL009186
OG0005660	AMIN010903	AAEL009189
OG0005661	AMIN010208	AAEL009190
OG0005662	AMIN008945	AAEL009195
OG0005663	AMIN015975	AAEL009200
OG0005664	AMIN008912	AAEL009202
OG0005665	AMIN010447	AAEL009211
OG0005666	AMIN010443	AAEL009213
OG0005667	AMIN010040	AAEL009227
OG0005668	AMIN008845	AAEL009232
OG0005669	AMIN008166	AAEL009238
OG0005670	AMIN001229	AAEL009249
OG0005671	AMIN006348	AAEL009259
OG0005672	AMIN006354	AAEL009262
OG0005673	AMIN006345	AAEL009266
OG0005674	AMIN006349	AAEL009268
OG0005675	AMIN006346	AAEL009269
OG0005676	AMIN008444	AAEL009271
OG0005677	AMIN007350	AAEL009272
OG0005678	AMIN010414	AAEL009285
OG0005679	AMIN010418	AAEL009291
OG0005680	AMIN010413	AAEL009294
OG0005681	AMIN015776	AAEL009295
OG0005682	AMIN010417	AAEL009303
OG0005683	AMIN004923	AAEL009308
OG0005684	AMIN004114	AAEL009313
OG0005685	AMIN004111	AAEL009320
OG0005686	AMIN005410	AAEL009325
OG0005687	AMIN001750	AAEL009334
OG0005688	AMIN001758	AAEL012125, AAEL009339
OG0005689	AMIN001755	AAEL009342
OG0005690	AMIN001753	AAEL009345
OG0005691	AMIN004443	AAEL009367
OG0005692	AMIN008144	AAEL009371
OG0005693	AMIN000447	AAEL009373
OG0005694	AMIN011408	AAEL009374
OG0005695	AMIN000449	AAEL009376
OG0005696	AMIN000445	AAEL009377
OG0005697	AMIN000495	AAEL009380
OG0005698	AMIN000497	AAEL009382
OG0005699	AMIN000448	AAEL009383
OG0005700	AMIN000884	AAEL009385
OG0005701	AMIN008374	AAEL009387
OG0005702	AMIN004302	AAEL009388
OG0005703	AMIN004301	AAEL009389
OG0005704	AMIN008574	AAEL009392
OG0005705	AMIN008730	AAEL009398
OG0005706	AMIN008961	AAEL009400
OG0005707	AMIN008575	AAEL009401
OG0005708	AMIN008576	AAEL009402
OG0005709	AMIN008577	AAEL009407
OG0005710	AMIN016127	AAEL009413
OG0005711	AMIN007024	AAEL009414
OG0005712	AMIN007023	AAEL009415
OG0005713	AMIN007942	AAEL009416
OG0005714	AMIN006737	AAEL009421
OG0005715	AMIN011644	AAEL009422
OG0005716	AMIN006735	AAEL009424
OG0005717	AMIN011606	AAEL009427
OG0005718	AMIN006739	AAEL009429
OG0005719	AMIN006738	AAEL009430
OG0005720	AMIN006740	AAEL009431
OG0005721	AMIN008008	AAEL009445
OG0005722	AMIN007307	AAEL009465
OG0005723	AMIN005287	AAEL009474
OG0005724	AMIN001976	AAEL009483
OG0005725	AMIN001975	AAEL009493
OG0005726	AMIN004249	AAEL009495
OG0005727	AMIN008193	AAEL009496
OG0005728	AMIN004252	AAEL009501
OG0005729	AMIN010954	AAEL009509
OG0005730	AMIN004250	AAEL009510
OG0005731	AMIN009224	AAEL009512
OG0005732	AMIN005320	AAEL009530
OG0005733	AMIN005319	AAEL009531
OG0005734	AMIN008294	AAEL009533
OG0005735	AMIN008297	AAEL009534
OG0005736	AMIN008298	AAEL009541
OG0005737	AMIN008293	AAEL009542
OG0005738	AMIN007474	AAEL009547
OG0005739	AMIN004736	AAEL009584
OG0005740	AMIN005464	AAEL009585
OG0005741	AMIN007163	AAEL009589
OG0005742	AMIN009448	AAEL009592
OG0005743	AMIN009443	AAEL009593
OG0005744	AMIN006953	AAEL009595
OG0005745	AMIN008158	AAEL009604
OG0005746	AMIN008155	AAEL009607
OG0005747	AMIN008157	AAEL009608
OG0005748	AMIN006697	AAEL009611
OG0005749	AMIN008074	AAEL009616
OG0005750	AMIN008160	AAEL009623
OG0005751	AMIN000747	AAEL009629
OG0005752	AMIN004908	AAEL009635
OG0005753	AMIN004907	AAEL009636
OG0005754	AMIN004901	AAEL009640
OG0005755	AMIN005272	AAEL009646
OG0005756	AMIN005695	AAEL009647
OG0005757	AMIN008230	AAEL009662
OG0005758	AMIN002426	AAEL009666
OG0005759	AMIN002424	AAEL009668
OG0005760	AMIN002418	AAEL009675
OG0005761	AMIN002419	AAEL009676
OG0005762	AMIN011438	AAEL009677
OG0005763	AMIN002417	AAEL009678
OG0005764	AMIN007455, AMIN007454	AAEL009679
OG0005765	AMIN007448	AAEL009681
OG0005766	AMIN007446	AAEL009686
OG0005767	AMIN007445	AAEL009691
OG0005768	AMIN002868	AAEL009698
OG0005769	AMIN002870	AAEL009700
OG0005770	AMIN002879	AAEL009702
OG0005771	AMIN002869	AAEL009703
OG0005772	AMIN002873	AAEL009704
OG0005773	AMIN002872	AAEL009705
OG0005774	AMIN002878	AAEL009706
OG0005775	AMIN000151	AAEL025644, AAEL009712
OG0005776	AMIN000089	AAEL009719
OG0005777	AMIN001039	AAEL009723
OG0005778	AMIN011389	AAEL009731
OG0005779	AMIN011388	AAEL009733
OG0005780	AMIN011384	AAEL009735
OG0005781	AMIN015770	AAEL009745
OG0005782	AMIN006560	AAEL009750, AAEL024495
OG0005783	AMIN006569	AAEL009754
OG0005784	AMIN002833	AAEL009759
OG0005785	AMIN005367	AAEL009762
OG0005786	AMIN005364	AAEL009764
OG0005787	AMIN005302	AAEL009766
OG0005788	AMIN005715	AAEL009777
OG0005789	AMIN005583	AAEL009782
OG0005790	AMIN004284	AAEL009789
OG0005791	AMIN004282	AAEL009806
OG0005792	AMIN011259	AAEL009810
OG0005793	AMIN001120	AAEL009813
OG0005794	AMIN001096	AAEL009818
OG0005795	AMIN010138	AAEL009828
OG0005796	AMIN010137	AAEL009829
OG0005797	AMIN002273	AAEL009838
OG0005798	AMIN002283	AAEL009847
OG0005799	AMIN002274	AAEL009851
OG0005800	AMIN011094	AAEL009859
OG0005801	AMIN011095	AAEL009861
OG0005802	AMIN011091	AAEL009862
OG0005804	AMIN006275	AAEL009871
OG0005805	AMIN005507	AAEL009874
OG0005806	AMIN001083	AAEL009876
OG0005807	AMIN005485	AAEL009878
OG0005808	AMIN000398	AAEL009879
OG0005809	AMIN000688	AAEL009880
OG0005810	AMIN000399	AAEL009882
OG0005811	AMIN000545	AAEL009887
OG0005812	AMIN000365	AAEL009891
OG0005813	AMIN000367	AAEL009892
OG0005814	AMIN000294	AAEL009898
OG0005815	AMIN000941	AAEL009899
OG0005816	AMIN000939	AAEL009908
OG0005817	AMIN000293	AAEL009909
OG0005818	AMIN002979	AAEL009912
OG0005820	AMIN000122	AAEL009924
OG0005821	AMIN015874	AAEL009926
OG0005822	AMIN005977	AAEL009944
OG0005823	AMIN005975	AAEL009946
OG0005824	AMIN000113	AAEL009949
OG0005825	AMIN007654	AAEL009957
OG0005826	AMIN007660	AAEL009958
OG0005827	AMIN007645	AAEL009960
OG0005828	AMIN007648	AAEL009974
OG0005829	AMIN004288	AAEL025676, AAEL009980
OG0005830	AMIN000090	AAEL009981
OG0005831	AMIN008493	AAEL009991
OG0005832	AMIN004583	AAEL009999
OG0005833	AMIN004585	AAEL010003
OG0005834	AMIN004582	AAEL010007
OG0005835	AMIN011261	AAEL010017
OG0005836	AMIN011430	AAEL010018
OG0005837	AMIN010846	AAEL010021
OG0005838	AMIN010147	AAEL010027
OG0005839	AMIN011201	AAEL010032
OG0005840	AMIN009506	AAEL010040
OG0005841	AMIN009507	AAEL010042
OG0005842	AMIN009505	AAEL010043
OG0005843	AMIN003373	AAEL010046
OG0005844	AMIN003378	AAEL010047
OG0005845	AMIN003371	AAEL010052
OG0005846	AMIN003372	AAEL010053
OG0005847	AMIN000481	AAEL010054
OG0005848	AMIN000477	AAEL010057
OG0005849	AMIN000478	AAEL010058
OG0005850	AMIN003085	AAEL010060
OG0005851	AMIN003557	AAEL010063
OG0005852	AMIN000428	AAEL010068
OG0005853	AMIN006446	AAEL010073
OG0005854	AMIN006445	AAEL010077
OG0005855	AMIN011459	AAEL010078
OG0005856	AMIN011453	AAEL010081
OG0005857	AMIN011460	AAEL010082
OG0005858	AMIN011454	AAEL010083
OG0005859	AMIN011456	AAEL010084
OG0005860	AMIN011458	AAEL010085
OG0005861	AMIN011451	AAEL010086
OG0005862	AMIN010500	AAEL010102
OG0005863	AMIN010503	AAEL010105
OG0005864	AMIN010490	AAEL010109
OG0005865	AMIN010510	AAEL010112
OG0005866	AMIN009660	AAEL010116
OG0005867	AMIN009659	AAEL010119
OG0005868	AMIN009656	AAEL010123
OG0005869	AMIN001640	AAEL010135
OG0005870	AMIN001639	AAEL010136
OG0005871	AMIN001641	AAEL010141
OG0005872	AMIN006374	AAEL010142
OG0005873	AMIN006371	AAEL010143
OG0005874	AMIN006369	AAEL010146
OG0005875	AMIN002925	AAEL010159
OG0005876	AMIN002926	AAEL010168
OG0005877	AMIN002261	AAEL010170
OG0005878	AMIN002259	AAEL010171
OG0005879	AMIN002264	AAEL010177
OG0005880	AMIN016173	AAEL010180
OG0005881	AMIN002924	AAEL010181
OG0005882	AMIN008901	AAEL010193
OG0005883	AMIN008900	AAEL010197
OG0005884	AMIN008898	AAEL010200
OG0005885	AMIN005382	AAEL010205
OG0005886	AMIN005533	AAEL010206
OG0005887	AMIN002235	AAEL010217
OG0005888	AMIN000839	AAEL010220
OG0005889	AMIN000836	AAEL010221
OG0005890	AMIN002237	AAEL010223
OG0005891	AMIN000837	AAEL010224
OG0005892	AMIN009589	AAEL010230
OG0005893	AMIN008353	AAEL010245
OG0005894	AMIN008354	AAEL010248
OG0005895	AMIN008355	AAEL010249
OG0005896	AMIN008352	AAEL010253
OG0005897	AMIN008349	AAEL010254
OG0005898	AMIN008356	AAEL010256
OG0005899	AMIN009436	AAEL010262
OG0005900	AMIN002339	AAEL010276
OG0005901	AMIN001163	AAEL010284
OG0005902	AMIN001161	AAEL010294
OG0005903	AMIN001164	AAEL010296
OG0005904	AMIN008515	AAEL010299
OG0005905	AMIN008511	AAEL010306
OG0005906	AMIN015504	AAEL010308
OG0005907	AMIN008514	AAEL010315
OG0005908	AMIN008507	AAEL010316
OG0005909	AMIN008509	AAEL010317
OG0005910	AMIN008512	AAEL010321
OG0005911	AMIN008528	AAEL010322
OG0005912	AMIN008529	AAEL010326
OG0005913	AMIN001747	AAEL010334
OG0005914	AMIN009485	AAEL010336
OG0005915	AMIN009484	AAEL010340
OG0005916	AMIN009488	AAEL010341
OG0005917	AMIN001683	AAEL010342
OG0005918	AMIN009490	AAEL010343
OG0005919	AMIN009489	AAEL010345
OG0005920	AMIN009486	AAEL010347
OG0005921	AMIN009483	AAEL010349
OG0005922	AMIN004425	AAEL010353
OG0005923	AMIN004428	AAEL010359
OG0005924	AMIN004426	AAEL010362
OG0005925	AMIN011343	AAEL010368
OG0005926	AMIN016049	AAEL010371
OG0005927	AMIN011342	AAEL010373
OG0005928	AMIN007975	AAEL010377
OG0005929	AMIN007976	AAEL010388
OG0005930	AMIN004219	AAEL010401
OG0005931	AMIN004748	AAEL010402
OG0005932	AMIN000011	AAEL010403
OG0005933	AMIN000014	AAEL010408
OG0005934	AMIN004053	AAEL010427
OG0005935	AMIN004150	AAEL010430
OG0005936	AMIN003020	AAEL010433
OG0005937	AMIN004149	AAEL010437
OG0005938	AMIN007049	AAEL010444
OG0005939	AMIN007052	AAEL010445
OG0005940	AMIN008142	AAEL010447
OG0005941	AMIN008683	AAEL010450
OG0005942	AMIN007051	AAEL010453
OG0005943	AMIN007050	AAEL010455
OG0005944	AMIN008682	AAEL010459
OG0005945	AMIN004679	AAEL010467
OG0005946	AMIN004562	AAEL010469
OG0005947	AMIN003000	AAEL010470
OG0005948	AMIN004683	AAEL010471
OG0005949	AMIN002999	AAEL010472
OG0005950	AMIN003001	AAEL010473
OG0005951	AMIN002998	AAEL010474
OG0005952	AMIN000904	AAEL010476
OG0005953	AMIN000907	AAEL010486
OG0005954	AMIN001774	AAEL010491
OG0005955	AMIN001777	AAEL010496
OG0005956	AMIN001772	AAEL010502
OG0005957	AMIN007594	AAEL010504
OG0005958	AMIN007595	AAEL010505
OG0005959	AMIN007596	AAEL010506
OG0005960	AMIN007593	AAEL010508
OG0005961	AMIN008186	AAEL010514
OG0005962	AMIN002590	AAEL010516
OG0005963	AMIN011196	AAEL010520
OG0005964	AMIN010069	AAEL010523
OG0005965	AMIN010072	AAEL010529
OG0005966	AMIN009522	AAEL010538
OG0005967	AMIN009409	AAEL010541
OG0005968	AMIN009601	AAEL010551
OG0005969	AMIN005275	AAEL010559
OG0005970	AMIN005118	AAEL010564
OG0005971	AMIN005777	AAEL010569
OG0005972	AMIN016232	AAEL010570
OG0005973	AMIN010621	AAEL010572
OG0005974	AMIN004769	AAEL010577
OG0005975	AMIN011431	AAEL010581
OG0005976	AMIN007565	AAEL010585
OG0005977	AMIN004768	AAEL010590
OG0005978	AMIN000947	AAEL010592
OG0005979	AMIN004767	AAEL010596
OG0005980	AMIN004985	AAEL010602
OG0005981	AMIN004983	AAEL010607
OG0005982	AMIN004986	AAEL010608
OG0005983	AMIN004984	AAEL010610
