Orthogroup	AminimusMINIMUS1	LlongipalpisASM
OG0004611	AMIN000950	LOC129797084
OG0004612	AMIN007415	LOC129793335
OG0004613	AMIN007012	LOC129795592
OG0004614	AMIN004521	LOC129796492
OG0004615	AMIN005011	LOC129796477
OG0004616	AMIN007011	LOC129795476
OG0004617	AMIN005014	LOC129796490
OG0004618	AMIN010942	LOC129791977
OG0004619	AMIN007359	LOC129791202
OG0004620	AMIN000566	LOC129786153
OG0004621	AMIN003722	LOC129795881
OG0004622	AMIN015494	LOC129789336
OG0004623	AMIN005890	LOC129789726
OG0004624	AMIN001337	LOC129791280
OG0004626	AMIN001343	LOC129789859
OG0004627	AMIN001016	LOC129792200
OG0004628	AMIN005889	LOC129789258
OG0004629	AMIN001341	LOC129789902
OG0004630	AMIN001020	LOC129789992
OG0004631	AMIN001345	LOC129789893
OG0004632	AMIN009128	LOC129787406
OG0004633	AMIN001021	LOC129793938
OG0004634	AMIN005956	LOC129791084
OG0004635	AMIN016203	LOC129790718
OG0004636	AMIN005957	LOC129791085
OG0004637	AMIN009566	LOC129790020
OG0004638	AMIN006817	LOC129786020
OG0004639	AMIN006621	LOC129791172
OG0004640	AMIN001410	LOC129794125
OG0004641	AMIN005954	LOC129791083
OG0004642	AMIN011564	LOC129792713
OG0004643	AMIN008637	LOC129786577
OG0004646	AMIN007554	LOC129791542
OG0004647	AMIN010144	LOC129794102
OG0004648	AMIN007553	LOC129791541
OG0004649	AMIN007556	LOC129792018
OG0004650	AMIN010146	LOC129791460
OG0004651	AMIN010055	LOC129793012
OG0004652	AMIN010053	LOC129793011
OG0004653	AMIN010064	LOC129792171
OG0004654	AMIN010063	LOC129792170
OG0004655	AMIN007551	LOC129791540
OG0004656	AMIN007796	LOC129793055
OG0004659	AMIN004918	LOC129786511
OG0004660	AMIN004915	LOC129790188
OG0004661	AMIN003774	LOC129797822
OG0004662	AMIN007674	LOC129793114
OG0004663	AMIN007667	LOC129793109
OG0004664	AMIN007668	LOC129793110
OG0004665	AMIN007422	LOC129791614
OG0004667	AMIN007662	LOC129791995
OG0004668	AMIN010149	LOC129791583
OG0004669	AMIN006675	LOC129790835
OG0004670	AMIN001184	LOC129791828
OG0004671	AMIN006679	LOC129789008
OG0004672	AMIN005017	LOC129794976
OG0004674	AMIN006734	LOC129792350
OG0004675	AMIN007181	LOC129793157
OG0004676	AMIN000979	LOC129791423
OG0004677	AMIN007183	LOC129791331
OG0004678	AMIN006094	LOC129790664
OG0004679	AMIN006733	LOC129792369
OG0004680	AMIN006755	LOC129788810
OG0004681	AMIN007182	LOC129793223
OG0004682	AMIN006096	LOC129790732, LOC129794647
OG0004683	AMIN007179	LOC129793985
OG0004684	AMIN000980	LOC129791417
OG0004685	AMIN007186	LOC129788808
OG0004686	AMIN001535	LOC129791434
OG0004687	AMIN006758	LOC129793213
OG0004688	AMIN009791	LOC129790131
OG0004689	AMIN006422	LOC129789105
OG0004690	AMIN006027	LOC129788188
OG0004691	AMIN009605	LOC129790474
OG0004692	AMIN006025	LOC129788189
OG0004693	AMIN006026	LOC129787311
OG0004694	AMIN007103	LOC129788695
OG0004695	AMIN015918	LOC129791892
OG0004696	AMIN006420	LOC129788650
OG0004697	AMIN006421	LOC129796612
OG0004698	AMIN009792	LOC129790130
OG0004699	AMIN009789	LOC129794095
OG0004700	AMIN004206	LOC129787815
OG0004701	AMIN000103	LOC129786498
OG0004702	AMIN010753	LOC129794975
OG0004703	AMIN004210	LOC129787832
OG0004704	AMIN010752	LOC129786746
OG0004705	AMIN010755	LOC129792071
OG0004706	AMIN010744	LOC129790276
OG0004707	AMIN010754	LOC129788190
OG0004708	AMIN010745	LOC129786667
OG0004709	AMIN000674	LOC129787774
OG0004710	AMIN000673	LOC129796324
OG0004711	AMIN007376	LOC129792493
OG0004712	AMIN010103	LOC129788354
OG0004713	AMIN006534	LOC129794795
OG0004714	AMIN006524	LOC129796500
OG0004715	AMIN004239	LOC129796591
OG0004716	AMIN006531	LOC129795042
OG0004717	AMIN006536	LOC129794978
OG0004718	AMIN006532	LOC129795106
OG0004719	AMIN007375	LOC129792500
OG0004720	AMIN004617	LOC129797266
OG0004721	AMIN016178	LOC129786015
OG0004722	AMIN001365	LOC129790585
OG0004723	AMIN010278	LOC129793692
OG0004724	AMIN010272	LOC129793476
OG0004725	AMIN011193	LOC129788168
OG0004726	AMIN010270	LOC129793472
OG0004727	AMIN011185	LOC129789909
OG0004728	AMIN011192	LOC129792141
OG0004729	AMIN011186	LOC129793650
OG0004730	AMIN011183	LOC129792663
OG0004731	AMIN011177	LOC129792245
OG0004732	AMIN010266	LOC129792238
OG0004733	AMIN010263	LOC129794194
OG0004734	AMIN010275	LOC129793264
OG0004735	AMIN016164	LOC129797499
OG0004736	AMIN002896	LOC129797509
OG0004737	AMIN002900	LOC129797738
OG0004738	AMIN002904	LOC129793454
OG0004739	AMIN002898	LOC129797603
OG0004740	AMIN002889	LOC129797723
OG0004741	AMIN002897	LOC129797511
OG0004742	AMIN016165	LOC129793470
OG0004743	AMIN014263	LOC129797692
OG0004745	AMIN001957	LOC129789525
OG0004746	AMIN009945	LOC129793386
OG0004747	AMIN005080	LOC129788733
OG0004748	AMIN016206	LOC129793373
OG0004749	AMIN005720	LOC129790184
OG0004750	AMIN003334	LOC129788559
OG0004751	AMIN006636	LOC129788381
OG0004752	AMIN008754	LOC129793619
OG0004753	AMIN008121	LOC129791080
OG0004754	AMIN006966	LOC129797482
OG0004755	AMIN008187	LOC129796063
OG0004756	AMIN001610	LOC129790010
OG0004757	AMIN010384	LOC129794134
OG0004758	AMIN010383	LOC129794192
OG0004759	AMIN010379	LOC129794191
OG0004760	AMIN010377	LOC129786738
OG0004761	AMIN001605	LOC129790003
OG0004762	AMIN016066	LOC129789855
OG0004763	AMIN001611	LOC129790008
OG0004764	AMIN001930	LOC129791014
OG0004765	AMIN003053	LOC129795203, LOC129795323
OG0004766	AMIN001542	LOC129788461
OG0004767	AMIN003049	LOC129795306
OG0004768	AMIN001934	LOC129790852
OG0004769	AMIN009860	LOC129789896
OG0004770	AMIN000649	LOC129789574
OG0004771	AMIN009865	LOC129793152
OG0004772	AMIN009868	LOC129786559
OG0004773	AMIN009858	LOC129789837
OG0004774	AMIN004722	LOC129786999
OG0004775	AMIN000255	LOC129797096
OG0004777	AMIN004726	LOC129787757
OG0004778	AMIN004664	LOC129788129
OG0004779	AMIN002587	LOC129786216
OG0004780	AMIN004757	LOC129793721
OG0004781	AMIN004666	LOC129787953
OG0004782	AMIN004720	LOC129797857
OG0004783	AMIN005304	LOC129788965
OG0004785	AMIN005502	LOC129790685
OG0004786	AMIN005500	LOC129790661
OG0004787	AMIN001477	LOC129791057
OG0004788	AMIN007209	LOC129792406
OG0004789	AMIN007241	LOC129797798
OG0004790	AMIN015809	LOC129789304
OG0004791	AMIN001480	LOC129789260
OG0004792	AMIN001479	LOC129791537
OG0004793	AMIN007242	LOC129797470
OG0004794	AMIN001476	LOC129791058
OG0004795	AMIN004447	LOC129795122
OG0004796	AMIN004449	LOC129795120
OG0004797	AMIN009176	LOC129795194
OG0004798	AMIN004448	LOC129795121
OG0004799	AMIN007054	LOC129786573
OG0004800	AMIN006975	LOC129791953
OG0004801	AMIN009177	LOC129796130
OG0004802	AMIN009172	LOC129796699
OG0004803	AMIN009171	LOC129795905
OG0004804	AMIN002351	LOC129786279
OG0004805	AMIN002354	LOC129797301
OG0004806	AMIN008209	LOC129787169
OG0004807	AMIN003095	LOC129790301
OG0004808	AMIN003097	LOC129790369
OG0004809	AMIN003094	LOC129787165
OG0004810	AMIN007443	LOC129792941
OG0004811	AMIN002010	LOC129792623
OG0004812	AMIN005823	LOC129788671
OG0004814	AMIN006145	LOC129789392
OG0004815	AMIN002883	LOC129797492
OG0004816	AMIN004512	LOC129796599
OG0004817	AMIN000486	LOC129795627
OG0004818	AMIN004513	LOC129796592
OG0004819	AMIN008712	LOC129796036
OG0004820	AMIN004511	LOC129795410
OG0004821	AMIN006910	LOC129787432
OG0004823	AMIN000816	LOC129794637
OG0004825	AMIN015832	LOC129796996
OG0004826	AMIN002267	LOC129796374
OG0004827	AMIN002268	LOC129796886
OG0004828	AMIN005047	LOC129790538
OG0004829	AMIN000584	LOC129790630
OG0004830	AMIN002809	LOC129788969
OG0004831	AMIN000065	LOC129788669
OG0004832	AMIN001707	LOC129793727
OG0004833	AMIN001704	LOC129789731
OG0004834	AMIN001705	LOC129789665
OG0004835	AMIN001701	LOC129789678
OG0004836	AMIN001703	LOC129789707
OG0004837	AMIN001700	LOC129790313
OG0004838	AMIN001709	LOC129790605
OG0004839	AMIN001706	LOC129789770
OG0004840	AMIN007683	LOC129793954
OG0004841	AMIN004007	LOC129793419
OG0004842	AMIN002574	LOC129787558
OG0004843	AMIN002578	LOC129792215
OG0004844	AMIN006140	LOC129788864
OG0004845	AMIN006150	LOC129791131
OG0004846	AMIN002577	LOC129792311
OG0004847	AMIN002575	LOC129797446
OG0004848	AMIN002576	LOC129797749
OG0004849	AMIN003236	LOC129794935
OG0004850	AMIN003726	LOC129796077
OG0004851	AMIN008421	LOC129791404
OG0004852	AMIN002052	LOC129788943
OG0004853	AMIN009142	LOC129790193
OG0004854	AMIN009148	LOC129789901
OG0004855	AMIN009141	LOC129790290
OG0004856	AMIN009143	LOC129790287
OG0004857	AMIN009139	LOC129788952
OG0004858	AMIN007224	LOC129792206
OG0004859	AMIN009508	LOC129789870
OG0004860	AMIN009138	LOC129794025
OG0004861	AMIN009145	LOC129788144
OG0004862	AMIN009155	LOC129789824
OG0004863	AMIN009150	LOC129789874
OG0004864	AMIN002573	LOC129787609
OG0004865	AMIN002568	LOC129787559
OG0004866	AMIN002571	LOC129787594
OG0004867	AMIN002572	LOC129787636
OG0004868	AMIN005419	LOC129797137
OG0004869	AMIN005417	LOC129786985
OG0004870	AMIN004570	LOC129786423
OG0004871	AMIN003168	LOC129797730
OG0004872	AMIN003166	LOC129797494
OG0004873	AMIN003209	LOC129786834
OG0004874	AMIN004569	LOC129786416
OG0004875	AMIN003208	LOC129786480
OG0004876	AMIN011234	LOC129789075
OG0004877	AMIN005671	LOC129789055
OG0004878	AMIN001950	LOC129789313
OG0004879	AMIN011372	LOC129789453
OG0004880	AMIN001949	LOC129789438
OG0004881	AMIN005670	LOC129789044
OG0004882	AMIN005576	LOC129789314
OG0004883	AMIN005414	LOC129786686
OG0004884	AMIN002139	LOC129791196
OG0004885	AMIN009287	LOC129787496
OG0004886	AMIN007496	LOC129797375
OG0004887	AMIN009286	LOC129787554
OG0004888	AMIN004461	LOC129795647
OG0004889	AMIN009288	LOC129797422
OG0004890	AMIN008995	LOC129795409
OG0004891	AMIN010393	LOC129793646
OG0004892	AMIN010398	LOC129787516
OG0004893	AMIN010397	LOC129793639
OG0004895	AMIN000797	LOC129795371
OG0004896	AMIN000789	LOC129795751
OG0004897	AMIN000791	LOC129794114
OG0004898	AMIN000793	LOC129796347
OG0004899	AMIN004106	LOC129786916
OG0004900	AMIN000788	LOC129793255
OG0004901	AMIN000865	LOC129790918
OG0004903	AMIN000701	LOC129786435
OG0004905	AMIN004165	LOC129793222
OG0004906	AMIN000670	LOC129795475
OG0004907	AMIN004164	LOC129793231
OG0004908	AMIN000707	LOC129786388
OG0004909	AMIN000708	LOC129786378
OG0004910	AMIN003200	LOC129797358
OG0004911	AMIN003196	LOC129787956
OG0004912	AMIN003199	LOC129787995
OG0004913	AMIN009059	LOC129795591
OG0004914	AMIN006173	LOC129792001
OG0004915	AMIN011031	LOC129792990
OG0004916	AMIN011028	LOC129792958
OG0004917	AMIN011032	LOC129792974
OG0004918	AMIN011022	LOC129793516
OG0004920	AMIN001898	LOC129792931
OG0004921	AMIN001909	LOC129796866
OG0004922	AMIN001899	LOC129796239
OG0004923	AMIN001901	LOC129790654
OG0004924	AMIN008769	LOC129796399
OG0004925	AMIN000804	LOC129786642
OG0004926	AMIN008137	LOC129796226
OG0004928	AMIN015576	LOC129787645
OG0004929	AMIN003305	LOC129786392
OG0004930	AMIN003311	LOC129788501
OG0004931	AMIN003304	LOC129790057
OG0004932	AMIN003308	LOC129788201
OG0004933	AMIN003296	LOC129789229
OG0004934	AMIN003310	LOC129791939
OG0004935	AMIN003306	LOC129788202
OG0004936	AMIN000247	LOC129786661
OG0004937	AMIN000608	LOC129789209
OG0004938	AMIN000245	LOC129786286
OG0004939	AMIN003243	LOC129796509
OG0004940	AMIN000248	LOC129785842
OG0004941	AMIN000607	LOC129790579
OG0004942	AMIN003794	LOC129786745
OG0004943	AMIN003173	LOC129787050
OG0004944	AMIN004564	LOC129791399
OG0004945	AMIN004260	LOC129796227
OG0004946	AMIN004261	LOC129796205
OG0004948	AMIN004258	LOC129793412
OG0004949	AMIN008860	LOC129789125
OG0004950	AMIN004123	LOC129793513
OG0004951	AMIN008859	LOC129796247
OG0004952	AMIN003842	LOC129795181
OG0004953	AMIN016059	LOC129787290
OG0004954	AMIN002356	LOC129785860
OG0004956	AMIN003680	LOC129796944
OG0004957	AMIN003681	LOC129797507
OG0004958	AMIN002555	LOC129797120
OG0004959	AMIN004158	LOC129787664
OG0004960	AMIN004157	LOC129797404
OG0004961	AMIN000511	LOC129796968
OG0004962	AMIN003684	LOC129787099
OG0004963	AMIN003679	LOC129786041
OG0004964	AMIN003515	LOC129797173
OG0004965	AMIN003826	LOC129789733
OG0004966	AMIN005759	LOC129789674
OG0004967	AMIN008784	LOC129787927
OG0004968	AMIN002449	LOC129793568
OG0004969	AMIN003504	LOC129795964
OG0004970	AMIN004865	LOC129791283
OG0004971	AMIN002942	LOC129793004
OG0004972	AMIN002627	LOC129787187
OG0004973	AMIN009896	LOC129791605
OG0004974	AMIN010441	LOC129794133
OG0004975	AMIN000860	LOC129791412
OG0004976	AMIN003327	LOC129787320
OG0004977	AMIN015777	LOC129791609
OG0004978	AMIN000547	LOC129787957
OG0004979	AMIN000549	LOC129786316
OG0004980	AMIN011576	LOC129797837
OG0004981	AMIN011601	LOC129791765
OG0004982	AMIN011602	LOC129792684
OG0004983	AMIN011572	LOC129794017
OG0004985	AMIN011578	LOC129792691
OG0004986	AMIN011571	LOC129793990
OG0004987	AMIN006165	LOC129789422
OG0004988	AMIN006167	LOC129789431
OG0004989	AMIN006164	LOC129789398
OG0004990	AMIN006168	LOC129789412
OG0004991	AMIN007338	LOC129787560
OG0004992	AMIN007334	LOC129797757
OG0004993	AMIN002490	LOC129795718
OG0004994	AMIN007336	LOC129787551
OG0004995	AMIN004476	LOC129795899
OG0004996	AMIN004359	LOC129787503
OG0004997	AMIN004358	LOC129792028
OG0004998	AMIN004376	LOC129792110
OG0004999	AMIN004382	LOC129795704
OG0005000	AMIN004388	LOC129795618
OG0005001	AMIN004391	LOC129794410
OG0005002	AMIN016133	LOC129791911
OG0005003	AMIN005509	LOC129787449
OG0005004	AMIN016131	LOC129792487
OG0005005	AMIN005510	LOC129787442
OG0005006	AMIN005354	LOC129787455
OG0005007	AMIN005999	LOC129790234
OG0005008	AMIN006002	LOC129791384
OG0005009	AMIN006000	LOC129791357
OG0005010	AMIN009385	LOC129791345
OG0005011	AMIN009383	LOC129790162
OG0005012	AMIN009384	LOC129790282
OG0005013	AMIN005880	LOC129790229
OG0005014	AMIN006006	LOC129788659
OG0005015	AMIN001718	LOC129789007
OG0005016	AMIN001721	LOC129788931
OG0005017	AMIN001722	LOC129788870
OG0005018	AMIN006793	LOC129794096
OG0005019	AMIN009391	LOC129790696
OG0005020	AMIN006055	LOC129789128
OG0005021	AMIN001716	LOC129791730
OG0005022	AMIN006056	LOC129789601
OG0005023	AMIN009393	LOC129788966
OG0005024	AMIN001720	LOC129789149
OG0005025	AMIN001246	LOC129796814
OG0005026	AMIN001245	LOC129793779
OG0005027	AMIN001243	LOC129793839
OG0005028	AMIN001242	LOC129797605
OG0005029	AMIN001168	LOC129790980
OG0005030	AMIN001170	LOC129789691
OG0005032	AMIN002309	LOC129796779
OG0005033	AMIN016257	LOC129786587
OG0005034	AMIN002310	LOC129797187
OG0005035	AMIN002305	LOC129787324
OG0005036	AMIN001860	LOC129789124
OG0005037	AMIN001866	LOC129792160
OG0005038	AMIN016142	LOC129790410
OG0005039	AMIN001872	LOC129791071
OG0005040	AMIN001861	LOC129789019
OG0005042	AMIN001867	LOC129788355
OG0005043	AMIN006430	LOC129790124
OG0005044	AMIN007536	LOC129792301
OG0005045	AMIN015935	LOC129792789
OG0005046	AMIN015938	LOC129792749
OG0005047	AMIN011381	LOC129797041
OG0005048	AMIN011377	LOC129792752
OG0005049	AMIN009936	LOC129792594
OG0005050	AMIN011378	LOC129792696
OG0005051	AMIN015937	LOC129797693
OG0005052	AMIN011380	LOC129792699
OG0005053	AMIN015936	LOC129791768
OG0005054	AMIN010910	LOC129786683
OG0005055	AMIN015873	LOC129797008
OG0005056	AMIN015772	LOC129797340
OG0005057	AMIN011319	LOC129786413
OG0005058	AMIN015872	LOC129797047
OG0005059	AMIN004026	LOC129797251
OG0005060	AMIN004031	LOC129789796
OG0005061	AMIN010326	LOC129790293
OG0005062	AMIN009608	LOC129790475
OG0005063	AMIN006423	LOC129788951
OG0005064	AMIN007119	LOC129790058
OG0005065	AMIN007121	LOC129790582
OG0005066	AMIN004228	LOC129796523
OG0005067	AMIN004469	LOC129792402
OG0005068	AMIN004470	LOC129792409
OG0005069	AMIN006709	LOC129790280
OG0005070	AMIN006650	LOC129786601
OG0005071	AMIN006712	LOC129791442
OG0005072	AMIN006651	LOC129786172
OG0005073	AMIN002249	LOC129797352
OG0005074	AMIN006710	LOC129796006
OG0005075	AMIN002254	LOC129786425
OG0005076	AMIN006711	LOC129791443
OG0005077	AMIN006777	LOC129788425
OG0005078	AMIN009125	LOC129788430
OG0005079	AMIN009114	LOC129791160
OG0005080	AMIN009121	LOC129795793
OG0005081	AMIN009120	LOC129795796
OG0005082	AMIN009126	LOC129790844
OG0005083	AMIN006799	LOC129788462
OG0005084	AMIN006778	LOC129788468
OG0005085	AMIN008578	LOC129787667
OG0005086	AMIN008579	LOC129787675
OG0005088	AMIN003162	LOC129787234
OG0005089	AMIN000587	LOC129787060
OG0005090	AMIN007147	LOC129790727
OG0005091	AMIN003161	LOC129788705
OG0005092	AMIN004623	LOC129786986
OG0005093	AMIN008001	LOC129791840
OG0005094	AMIN011355	LOC129792825
OG0005095	AMIN011350	LOC129797410
OG0005096	AMIN011351	LOC129787695
OG0005097	AMIN011367	LOC129794959
OG0005098	AMIN011368	LOC129791905
OG0005099	AMIN011362	LOC129794462
OG0005100	AMIN011366	LOC129796811
OG0005101	AMIN004568	LOC129788068
OG0005102	AMIN011364	LOC129794650
OG0005103	AMIN011356	LOC129792981
OG0005104	AMIN005001	LOC129794460
OG0005105	AMIN008715	LOC129796685
OG0005106	AMIN008722	LOC129796661
OG0005107	AMIN005000	LOC129795689
OG0005108	AMIN000279	LOC129796099
OG0005109	AMIN003797	LOC129786110
OG0005110	AMIN003798	LOC129786152
OG0005111	AMIN000280	LOC129796585
OG0005112	AMIN006887	LOC129796024
OG0005113	AMIN000363	LOC129792251
OG0005114	AMIN006885	LOC129795840
OG0005115	AMIN006888	LOC129795868
OG0005116	AMIN006889	LOC129795430
OG0005117	AMIN003090	LOC129787178
OG0005118	AMIN005432	LOC129790449
OG0005119	AMIN005830	LOC129790861
OG0005120	AMIN015905	LOC129790450
OG0005121	AMIN015819	LOC129792440
OG0005122	AMIN002527	LOC129797471
OG0005123	AMIN002544	LOC129792450
OG0005124	AMIN002525	LOC129797449
OG0005125	AMIN002521	LOC129797697
OG0005126	AMIN002522	LOC129797718
OG0005127	AMIN002526	LOC129797711
OG0005129	AMIN015964	LOC129786136
OG0005130	AMIN009034	LOC129795579
OG0005131	AMIN006871	LOC129794599
OG0005132	AMIN010293	LOC129794128
OG0005133	AMIN010294	LOC129794001
OG0005134	AMIN010288	LOC129792249
OG0005135	AMIN010297	LOC129794010
OG0005136	AMIN010284	LOC129793695
OG0005137	AMIN010287	LOC129793150
OG0005138	AMIN010289	LOC129792250
OG0005139	AMIN010283	LOC129793486
OG0005140	AMIN001154	LOC129788398
OG0005141	AMIN001155	LOC129788456
OG0005142	AMIN007134	LOC129788690
OG0005143	AMIN002169	LOC129787604
OG0005144	AMIN002545	LOC129797684
OG0005145	AMIN002172	LOC129797278
OG0005146	AMIN008816	LOC129794906
OG0005147	AMIN008817	LOC129794758
OG0005148	AMIN001946	LOC129791022
OG0005149	AMIN004214	LOC129787828
OG0005150	AMIN000917	LOC129787330
OG0005151	AMIN002790	LOC129789561
OG0005152	AMIN005345	LOC129793934
OG0005153	AMIN009783	LOC129788512
OG0005155	AMIN009784	LOC129789349
OG0005156	AMIN009766	LOC129790043
OG0005157	AMIN007096	LOC129788490
OG0005158	AMIN009767	LOC129790812
OG0005159	AMIN009083	LOC129786694
OG0005161	AMIN004097	LOC129788911
OG0005162	AMIN009085	LOC129786704
OG0005164	AMIN009084	LOC129786689
OG0005165	AMIN004100	LOC129795562
OG0005166	AMIN009081	LOC129787534
OG0005167	AMIN005112	LOC129792237
OG0005168	AMIN005110	LOC129786942
OG0005169	AMIN008951	LOC129795277
OG0005170	AMIN008993	LOC129790166
OG0005171	AMIN008994	LOC129795385
OG0005172	AMIN008778	LOC129796437
OG0005173	AMIN001302	LOC129795614
OG0005174	AMIN008948	LOC129796475
OG0005175	AMIN004439	LOC129795716
OG0005176	AMIN004438	LOC129795493
OG0005177	AMIN010957	LOC129792326
OG0005178	AMIN010975	LOC129794903
OG0005179	AMIN010959	LOC129792915
OG0005180	AMIN009997	LOC129793574
OG0005181	AMIN011097	LOC129793797
OG0005183	AMIN006335	LOC129791208
OG0005184	AMIN009631	LOC129788576
OG0005185	AMIN003324	LOC129797438
OG0005187	AMIN003325	LOC129793851
OG0005188	AMIN003326	LOC129797419
OG0005189	AMIN016239	LOC129793601
OG0005190	AMIN003005	LOC129792870
OG0005191	AMIN003622	LOC129791432
OG0005192	AMIN003004	LOC129793975
OG0005193	AMIN003621	LOC129794938
OG0005194	AMIN003617	LOC129786141
OG0005195	AMIN011649	LOC129791973
OG0005196	AMIN011648	LOC129792019
OG0005197	AMIN015925	LOC129788924
OG0005198	AMIN006840	LOC129793620
OG0005199	AMIN006838	LOC129793506
OG0005200	AMIN006844	LOC129795433
OG0005201	AMIN010946	LOC129794212
OG0005202	AMIN004129	LOC129793623
OG0005203	AMIN010948	LOC129794211
OG0005204	AMIN015881	LOC129797813
OG0005205	AMIN001739	LOC129789928
OG0005206	AMIN001736	LOC129797143
OG0005207	AMIN009838	LOC129790336
OG0005208	AMIN009835	LOC129791139
OG0005209	AMIN001737	LOC129793393
OG0005210	AMIN001740	LOC129789528
OG0005211	AMIN008888	LOC129796499
OG0005212	AMIN006900	LOC129796341
OG0005213	AMIN006898	LOC129794667
OG0005214	AMIN008786	LOC129796434
OG0005215	AMIN006899	LOC129794665
OG0005216	AMIN006902	LOC129796015
OG0005217	AMIN008889	LOC129794838
OG0005218	AMIN006901	LOC129795929
OG0005219	AMIN008787	LOC129793817
OG0005220	AMIN005342	LOC129787943
OG0005221	AMIN009538	LOC129789589
OG0005222	AMIN009539	LOC129797039
OG0005223	AMIN003723	LOC129792239
OG0005224	AMIN003724	LOC129794984
OG0005225	AMIN016271	LOC129788391
OG0005226	AMIN003721	LOC129795875
OG0005227	AMIN002384	LOC129794885
