Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0004982	AMIN011602	LOC109408902
OG0004983	AMIN011572	LOC109408915
OG0004985	AMIN011578	LOC109418471
OG0004986	AMIN011571	LOC109408918
OG0004987	AMIN006165	LOC109424512
OG0004988	AMIN006167	LOC115253470
OG0004989	AMIN006164	LOC109407176
OG0004990	AMIN006168	LOC115255185
OG0004991	AMIN007338	LOC109430545
OG0004992	AMIN007334	LOC115260131
OG0004993	AMIN002490	LOC134284728
OG0004994	AMIN007336	LOC109430546
OG0004995	AMIN004476	LOC109425892
OG0004996	AMIN004359	LOC109425978
OG0004997	AMIN004358	LOC109425976
OG0004998	AMIN004376	LOC109425985
OG0004999	AMIN004382	LOC109425994
OG0005000	AMIN004388	LOC109426000
OG0005001	AMIN004391	LOC109426004
OG0005002	AMIN016133	LOC115256091
OG0005003	AMIN005509	LOC109414080
OG0005004	AMIN016131	LOC109414078, LOC134289046
OG0005005	AMIN005510	LOC109414079
OG0005006	AMIN005354	LOC109414086
OG0005007	AMIN005999	LOC109421641
OG0005008	AMIN006002	LOC109421618
OG0005009	AMIN006000	LOC109407320
OG0005010	AMIN009385	LOC109407322
OG0005011	AMIN009383	LOC109421643
OG0005012	AMIN009384	LOC109421642
OG0005013	AMIN005880	LOC109407327
OG0005014	AMIN006006	LOC109421631
OG0005015	AMIN001718	LOC134287523
OG0005016	AMIN001721	LOC115262255
OG0005017	AMIN001722	LOC109402506
OG0005018	AMIN006793	LOC109402516
OG0005019	AMIN009391	LOC109402503
OG0005020	AMIN006055	LOC109402145
OG0005021	AMIN001716	LOC109402517
OG0005022	AMIN006056	LOC109402496
OG0005023	AMIN009393	LOC109621731
OG0005024	AMIN001720	LOC134287520
OG0005025	AMIN001246	LOC109399311
OG0005026	AMIN001245	LOC109399304
OG0005027	AMIN001243	LOC109399358
OG0005028	AMIN001242	LOC109399376
OG0005029	AMIN001168	LOC109428283
OG0005030	AMIN001170	LOC109428278
OG0005031	AMIN016258	LOC109422277
OG0005032	AMIN002309	LOC109422813
OG0005033	AMIN016257	LOC109421803
OG0005034	AMIN002310	LOC109421791
OG0005035	AMIN002305	LOC109421799
OG0005036	AMIN001860	LOC109404637
OG0005037	AMIN001866	LOC109404613
OG0005038	AMIN016142	LOC109416572
OG0005039	AMIN001872	LOC109411693
OG0005040	AMIN001861	LOC109404622
OG0005042	AMIN001867	LOC109411683
OG0005043	AMIN006430	LOC109416574
OG0005044	AMIN007536	LOC109398092
OG0005045	AMIN015935	LOC109418980
OG0005046	AMIN015938	LOC109398060, LOC115269207
OG0005047	AMIN011381	LOC109398212
OG0005048	AMIN011377	LOC115269203
OG0005049	AMIN009936	LOC109419709
OG0005050	AMIN011378	LOC109419715
OG0005051	AMIN015937	LOC109418899
OG0005052	AMIN011380	LOC109419716
OG0005053	AMIN015936	LOC109397934
OG0005054	AMIN010910	LOC109398102
OG0005055	AMIN015873	LOC109415473
OG0005056	AMIN015772	LOC109429485
OG0005057	AMIN011319	LOC109425692
OG0005058	AMIN015872	LOC115264542
OG0005059	AMIN004026	LOC109432127
OG0005060	AMIN004031	LOC115263716
OG0005061	AMIN010326	LOC109398346
OG0005062	AMIN009608	LOC109398308
OG0005063	AMIN006423	LOC109398292
OG0005064	AMIN007119	LOC109429811
OG0005065	AMIN007121	LOC109429814
OG0005066	AMIN004228	LOC109420402
OG0005067	AMIN004469	LOC109426876
OG0005068	AMIN004470	LOC109623393
OG0005069	AMIN006709	LOC109420090
OG0005070	AMIN006650	LOC109406242
OG0005071	AMIN006712	LOC115257864
OG0005072	AMIN006651	LOC109411908
OG0005073	AMIN002249	LOC109431864
OG0005074	AMIN006710	LOC109420089
OG0005075	AMIN002254	LOC109431874
OG0005076	AMIN006711	LOC109420088
OG0005077	AMIN006777	LOC109405902
OG0005078	AMIN009125	LOC109407230
OG0005079	AMIN009114	LOC115258575
OG0005080	AMIN009121	LOC109407233
OG0005081	AMIN009120	LOC109414301
OG0005082	AMIN009126	LOC109414293
OG0005083	AMIN006799	LOC109405904
OG0005084	AMIN006778	LOC109405896
OG0005085	AMIN008578	LOC109421146
OG0005086	AMIN008579	LOC109410554
OG0005087	AMIN008591	LOC109421166
OG0005088	AMIN003162	LOC109423201
OG0005089	AMIN000587	LOC109397285
OG0005090	AMIN007147	LOC109423204
OG0005091	AMIN003161	LOC115257160
OG0005092	AMIN004623	LOC109397295
OG0005093	AMIN008001	LOC109426597
OG0005094	AMIN011355	LOC109426575
OG0005095	AMIN011350	LOC109426581
OG0005096	AMIN011351	LOC109426576
OG0005097	AMIN011367	LOC109406578
OG0005098	AMIN011368	LOC109406573
OG0005099	AMIN011362	LOC109410532
OG0005100	AMIN011366	LOC109427229
OG0005101	AMIN004568	LOC115265281
OG0005102	AMIN011364	LOC109427326
OG0005103	AMIN011356	LOC109426572
OG0005104	AMIN005001	LOC109418789
OG0005105	AMIN008715	LOC109418814
OG0005106	AMIN008722	LOC109418819
OG0005107	AMIN005000	LOC109418805
OG0005108	AMIN000279	LOC109415076
OG0005109	AMIN003797	LOC109414121
OG0005110	AMIN003798	LOC109414120
OG0005111	AMIN000280	LOC109415075
OG0005112	AMIN006887	LOC109403945
OG0005113	AMIN000363	LOC109414127
OG0005114	AMIN006885	LOC109403726
OG0005115	AMIN006888	LOC109403958
OG0005116	AMIN006889	LOC109426430
OG0005117	AMIN003090	LOC109427510
OG0005118	AMIN005432	LOC115264856
OG0005119	AMIN005830	LOC109402085
OG0005120	AMIN015905	LOC115264855
OG0005121	AMIN015819	LOC109414164
OG0005122	AMIN002527	LOC109414168
OG0005123	AMIN002544	LOC109414165
OG0005124	AMIN002525	LOC109414170
OG0005125	AMIN002521	LOC109414174
OG0005126	AMIN002522	LOC109414175
OG0005127	AMIN002526	LOC109414169
OG0005129	AMIN015964	LOC109403422
OG0005130	AMIN009034	LOC109403560
OG0005131	AMIN006871	LOC115267914
OG0005132	AMIN010293	LOC109423339
OG0005133	AMIN010294	LOC115253596
OG0005134	AMIN010288	LOC109423332
OG0005135	AMIN010297	LOC115265439
OG0005136	AMIN010284	LOC109423328
OG0005137	AMIN010287	LOC109423331
OG0005138	AMIN010289	LOC109423336
OG0005139	AMIN010283	LOC134283922
OG0005140	AMIN001154	LOC109398535
OG0005141	AMIN001155	LOC109416523
OG0005142	AMIN007134	LOC115260118
OG0005143	AMIN002169	LOC115253562
OG0005145	AMIN002172	LOC115260117, LOC109431912
OG0005146	AMIN008816	LOC109426525
OG0005147	AMIN008817	LOC109426522
OG0005148	AMIN001946	LOC109405502
OG0005149	AMIN004214	LOC109414614
OG0005150	AMIN000917	LOC109427321
OG0005151	AMIN002790	LOC109405490
OG0005152	AMIN005345	LOC109405638
OG0005153	AMIN009783	LOC109430166
OG0005155	AMIN009784	LOC109430167
OG0005156	AMIN009766	LOC109430168
OG0005157	AMIN007096	LOC109430117
OG0005158	AMIN009767	LOC109430169
OG0005159	AMIN009083	LOC109428192
OG0005160	AMIN004077	LOC109398883
OG0005161	AMIN004097	LOC109429236
OG0005162	AMIN009085	LOC115269612, LOC109428190
OG0005163	AMIN015986	LOC134283902
OG0005164	AMIN009084	LOC109428193
OG0005165	AMIN004100	LOC109398795
OG0005166	AMIN009081	LOC109428196
OG0005167	AMIN005112	LOC109425098
OG0005168	AMIN005110	LOC109421883
OG0005169	AMIN008951	LOC109623365
OG0005170	AMIN008993	LOC109426924
OG0005171	AMIN008994	LOC109426927
OG0005172	AMIN008778	LOC109426905
OG0005173	AMIN001302	LOC109413631
OG0005174	AMIN008948	LOC109623332
OG0005175	AMIN004439	LOC109426897
OG0005176	AMIN004438	LOC109426895
OG0005177	AMIN010957	LOC115269984
OG0005178	AMIN010975	LOC109403233
OG0005179	AMIN010959	LOC109403193
OG0005180	AMIN009997	LOC109402698
OG0005181	AMIN011097	LOC109431739
OG0005183	AMIN006335	LOC109420561
OG0005184	AMIN009631	LOC109404819
OG0005185	AMIN003324	LOC109415653
OG0005186	AMIN006342	LOC115259068
OG0005187	AMIN003325	LOC109415654
OG0005188	AMIN003326	LOC109425042
OG0005189	AMIN016239	LOC109425041
OG0005190	AMIN003005	LOC109404512
OG0005191	AMIN003622	LOC109406320
OG0005192	AMIN003004	LOC109404479
OG0005193	AMIN003621	LOC109404489
OG0005194	AMIN003617	LOC109404495
OG0005195	AMIN011649	LOC109406379
OG0005196	AMIN011648	LOC109406369
OG0005197	AMIN015925	LOC115254896
OG0005198	AMIN006840	LOC109398703
OG0005199	AMIN006838	LOC115258651
OG0005200	AMIN006844	LOC109398721
OG0005201	AMIN010946	LOC109417070
OG0005202	AMIN004129	LOC109414744
OG0005203	AMIN010948	LOC109406407
OG0005204	AMIN015881	LOC134287618, LOC109430025
OG0005205	AMIN001739	LOC109409189
OG0005206	AMIN001736	LOC109421518
OG0005207	AMIN009838	LOC109421537
OG0005208	AMIN009835	LOC109421531
OG0005209	AMIN001737	LOC109421519
OG0005210	AMIN001740	LOC109421516
OG0005211	AMIN008888	LOC109621477
OG0005212	AMIN006900	LOC109621450
OG0005213	AMIN006898	LOC109621435
OG0005214	AMIN008786	LOC109621454
OG0005215	AMIN006899	LOC109621434
OG0005216	AMIN006902	LOC134284746
OG0005217	AMIN008889	LOC109621480
OG0005218	AMIN006901	LOC134284747
OG0005219	AMIN008787	LOC109621455
OG0005220	AMIN005342	LOC109414693
OG0005221	AMIN009538	LOC109621236
OG0005222	AMIN009539	LOC115254017
OG0005223	AMIN003723	LOC109432847
OG0005224	AMIN003724	LOC109432839
OG0005225	AMIN016271	LOC134291205
OG0005226	AMIN003721	LOC115254082
OG0005227	AMIN002384	LOC134291228
OG0005228	AMIN003720	LOC115261572
OG0005229	AMIN002371	LOC115261563
OG0005230	AMIN003719	LOC109416616
OG0005231	AMIN002395	LOC109432788
OG0005232	AMIN004820	LOC109416623
OG0005233	AMIN002391	LOC109432765
OG0005234	AMIN002375	LOC109432808
OG0005235	AMIN011509	LOC109416685
OG0005236	AMIN011504	LOC109416493
OG0005237	AMIN011501	LOC109416678
OG0005238	AMIN011502	LOC109416679
OG0005239	AMIN000981	LOC109417548
OG0005240	AMIN009416	LOC109410223
OG0005241	AMIN009415	LOC115266748
OG0005242	AMIN001049	LOC115253744
OG0005243	AMIN002673	LOC109432404
OG0005244	AMIN002671	LOC109400371, LOC115257435
OG0005245	AMIN011420	LOC115266396
OG0005246	AMIN001111	LOC115266332
OG0005247	AMIN002832	LOC109622265
OG0005248	AMIN001112	LOC109414450
OG0005249	AMIN011517	LOC109622267
OG0005250	AMIN002734	LOC109408854
OG0005251	AMIN009359	LOC109407537
OG0005252	AMIN006942	LOC109425802
OG0005253	AMIN006944	LOC109425803
OG0005254	AMIN006941	LOC109407538
OG0005255	AMIN011152	LOC109621706
OG0005256	AMIN010951	LOC109425709
OG0005257	AMIN007314	LOC109422606
OG0005258	AMIN007311	LOC109422580
OG0005259	AMIN006397	LOC109429439
OG0005260	AMIN001400	LOC109429440
OG0005261	AMIN006398	LOC109429437
OG0005262	AMIN006396	LOC109429438
OG0005263	AMIN006399	LOC109425155
OG0005264	AMIN001402	LOC109425163
OG0005265	AMIN010437	LOC109397801
OG0005267	AMIN004796	LOC109417760
OG0005268	AMIN002656	LOC109400498
OG0005269	AMIN003639	LOC115259650
OG0005270	AMIN003360	LOC109408292
OG0005271	AMIN000758	LOC115259649
OG0005272	AMIN003361	LOC109400486
OG0005273	AMIN004785	LOC109400507
OG0005274	AMIN011497	LOC109417311
OG0005275	AMIN000889	LOC109413270
OG0005276	AMIN011559	LOC115266579
OG0005277	AMIN003951	LOC109405987
OG0005278	AMIN011233	LOC109411126
OG0005279	AMIN011561	LOC109411128
OG0005280	AMIN003026	LOC109410730
OG0005281	AMIN003028	LOC109410691
OG0005282	AMIN002162	LOC109410890
OG0005283	AMIN001675	LOC109407253
OG0005284	AMIN010425	LOC109621284
OG0005285	AMIN001674	LOC109407254
OG0005286	AMIN001680	LOC115258685
OG0005287	AMIN009517	LOC115258726
OG0005288	AMIN009518	LOC109407248
OG0005290	AMIN006746	LOC109622900
OG0005291	AMIN001416	LOC109622889
OG0005292	AMIN006747	LOC115258588
OG0005293	AMIN006749	LOC115258243
OG0005294	AMIN006748	LOC109622897
OG0005295	AMIN006258	LOC109622894
OG0005297	AMIN001043	LOC109417527
OG0005298	AMIN004596	LOC109397248
OG0005299	AMIN016186	LOC109402649, LOC115256596
OG0005300	AMIN010090	LOC109407961
OG0005301	AMIN010081	LOC109403683
OG0005302	AMIN004658	LOC109424108
OG0005303	AMIN004656	LOC109424111
OG0005304	AMIN000700	LOC109416273
OG0005305	AMIN003629	LOC109430250
OG0005306	AMIN003769	LOC109412409
OG0005307	AMIN003627	LOC109412401
OG0005308	AMIN003628	LOC109430287
OG0005309	AMIN005191	LOC109415631
OG0005310	AMIN005511	LOC109431103
OG0005311	AMIN002320	LOC109431144
OG0005312	AMIN005574	LOC109415543
OG0005313	AMIN002049	LOC109415741
OG0005314	AMIN001070	LOC115253976
OG0005315	AMIN005565	LOC109431151
OG0005316	AMIN007174	LOC115254961
OG0005317	AMIN006939	LOC109407549
OG0005318	AMIN006937	LOC109407551
OG0005319	AMIN006698	LOC109622873
OG0005320	AMIN006700	LOC115258081
OG0005321	AMIN006695	LOC109622875
OG0005322	AMIN006687	LOC109622883
OG0005323	AMIN001884	LOC109411710
OG0005324	AMIN001877	LOC109411698, LOC134287351
OG0005325	AMIN001883	LOC109404606
OG0005326	AMIN001882	LOC109411704
OG0005327	AMIN005036	LOC109403454
OG0005328	AMIN008310	LOC109403451
OG0005329	AMIN005033	LOC109433216
OG0005330	AMIN005035	LOC109433195
OG0005331	AMIN008312	LOC109433182
OG0005332	AMIN005034	LOC109403466
OG0005333	AMIN006590	LOC109403452
OG0005334	AMIN008034	LOC109426951
OG0005335	AMIN008033	LOC109414738
OG0005336	AMIN010864	LOC134287326
OG0005337	AMIN008035	LOC109414739
OG0005338	AMIN006610	LOC109421968
OG0005339	AMIN000055	LOC109408889
OG0005340	AMIN011592	LOC109408227
OG0005341	AMIN011597	LOC109408235
OG0005342	AMIN011600	LOC109408899
OG0005343	AMIN011536	LOC109408226
OG0005344	AMIN011594	LOC109408233
OG0005345	AMIN011593	LOC109408232
OG0005346	AMIN000240	LOC109401059
OG0005347	AMIN002751	LOC109408415
OG0005348	AMIN004752	LOC109416373
OG0005349	AMIN004581	LOC109416397
OG0005350	AMIN002687	LOC109401133
OG0005351	AMIN011079	LOC109431629
OG0005352	AMIN002685	LOC134291135, LOC115260171
OG0005353	AMIN002949	LOC109401132
OG0005354	AMIN003100	LOC109406377
OG0005355	AMIN001615	LOC109411292
OG0005356	AMIN006696	LOC109405308
OG0005357	AMIN001616	LOC109411293
OG0005358	AMIN000128	LOC115264180
OG0005359	AMIN007104	LOC109429878
OG0005360	AMIN007099	LOC109429880
OG0005361	AMIN007089	LOC109415445
OG0005362	AMIN006111	LOC109429949
OG0005363	AMIN006019	LOC109429955
OG0005364	AMIN007101	LOC109415447
OG0005365	AMIN015916	LOC109415451
OG0005366	AMIN006022	LOC109415452
OG0005367	AMIN015917	LOC109415453
OG0005368	AMIN004300	LOC109410624
OG0005369	AMIN004456	LOC109410639
OG0005370	AMIN006869	LOC109410636
OG0005371	AMIN004451	LOC109410645
OG0005372	AMIN006866	LOC109410628
OG0005373	AMIN001921	LOC109420449
OG0005374	AMIN005357	LOC109410346
OG0005375	AMIN007138	LOC109411759
OG0005376	AMIN002251	LOC109404703
OG0005377	AMIN007141	LOC109420458
OG0005378	AMIN005333	LOC109404691
OG0005379	AMIN006969	LOC115259975
OG0005380	AMIN009264	LOC109401286
OG0005381	AMIN008632	LOC109623281
OG0005382	AMIN015529	LOC109401287
OG0005383	AMIN009738	LOC109418015
OG0005384	AMIN009742	LOC115255337
OG0005385	AMIN009731	LOC109417692
OG0005386	AMIN001723	LOC115264471
OG0005387	AMIN016036	LOC134283916
OG0005388	AMIN010514	LOC109399212
OG0005390	AMIN010515	LOC109413983
OG0005391	AMIN010516	LOC109413982
OG0005392	AMIN001212	LOC109421981
OG0005393	AMIN005411	LOC109421987
OG0005394	AMIN005426	LOC109427500
OG0005395	AMIN003318	LOC109425049
OG0005396	AMIN000530	LOC109408447
OG0005397	AMIN000527	LOC109408450
OG0005398	AMIN016051	LOC109419357
OG0005400	AMIN002369	LOC109402987
OG0005401	AMIN000404	LOC109411792
OG0005402	AMIN003108	LOC109403696
OG0005403	AMIN002549	LOC109621778
OG0005404	AMIN003575	LOC109403746
OG0005405	AMIN005633	LOC109405623
OG0005406	AMIN000563	LOC109402997
OG0005408	AMIN016279	LOC134289980
OG0005409	AMIN016280	LOC109413067
OG0005410	AMIN015847	LOC134284018
OG0005411	AMIN002405	LOC134290082
OG0005412	AMIN002312	LOC109423086
OG0005413	AMIN002402	LOC109423350
OG0005415	AMIN015846	LOC134284328
OG0005416	AMIN002401	LOC109423263
OG0005418	AMIN000317	LOC109423417
OG0005419	AMIN004556	LOC109423425
OG0005420	AMIN000312	LOC109414508
OG0005421	AMIN000313	LOC109423413
OG0005422	AMIN004558	LOC115267959
OG0005423	AMIN000315	LOC109423416
OG0005424	AMIN000319	LOC109414568
OG0005425	AMIN000430	LOC109399730
OG0005426	AMIN004481	LOC109427035
OG0005428	AMIN000465	LOC109426318
OG0005430	AMIN000454	LOC109405631
OG0005431	AMIN000450	LOC109405004
OG0005432	AMIN000468	LOC109426316
OG0005433	AMIN000463	LOC109406728
OG0005434	AMIN000467	LOC109407229
OG0005435	AMIN000458	LOC115253517
OG0005436	AMIN000452	LOC109426347
OG0005437	AMIN000472	LOC109405847
OG0005438	AMIN006744	LOC109622904
OG0005439	AMIN009048	LOC115264776, LOC109401564
OG0005440	AMIN010590	LOC109409731
OG0005441	AMIN010591	LOC109409733
OG0005442	AMIN004831	LOC115254174
OG0005443	AMIN004828	LOC115266517
OG0005444	AMIN002537	LOC115257194
OG0005445	AMIN002540	LOC109414158
OG0005446	AMIN016161	LOC109414152
OG0005447	AMIN000490	LOC109414202
OG0005448	AMIN000487	LOC109426369
OG0005449	AMIN002535	LOC115254465
OG0005450	AMIN002536	LOC115257197
OG0005451	AMIN002534	LOC115257205
OG0005452	AMIN002538	LOC109414203
OG0005453	AMIN002542	LOC109414160
OG0005454	AMIN002541	LOC109414159
OG0005455	AMIN001106	LOC109622537
OG0005456	AMIN008102	LOC109402320
OG0005458	AMIN008328	LOC109402333
OG0005459	AMIN001175	LOC109433079
OG0005460	AMIN001631	LOC109419982
OG0005461	AMIN001635	LOC109420001
OG0005462	AMIN001177	LOC109420061
OG0005463	AMIN001636	LOC109433046
OG0005464	AMIN002609	LOC109399005
OG0005465	AMIN015765	LOC109622845
OG0005466	AMIN011278	LOC109622842
OG0005467	AMIN004648	LOC109419258
OG0005468	AMIN004647	LOC109419256
OG0005469	AMIN003888	LOC109419246
OG0005470	AMIN004639	LOC109427334
OG0005471	AMIN004641	LOC109419253
OG0005472	AMIN004652	LOC109426113
OG0005473	AMIN008325	LOC109409395
OG0005474	AMIN008319	LOC109420146
OG0005475	AMIN008323	LOC109409399
OG0005476	AMIN008327	LOC109409392
OG0005477	AMIN008316	LOC115264608
OG0005478	AMIN008315	LOC109431245
OG0005479	AMIN008318	LOC109431247
OG0005480	AMIN008320	LOC109431252
OG0005481	AMIN001993	LOC109409480
OG0005482	AMIN001984	LOC109409490
OG0005483	AMIN001992	LOC109397627
OG0005484	AMIN001988	LOC109397641
OG0005485	AMIN004588	LOC115263687
OG0005486	AMIN005558	LOC115266711
OG0005488	AMIN001334	LOC109424232
OG0005489	AMIN005798	LOC109427522
OG0005490	AMIN010236	LOC109622521
OG0005491	AMIN010233	LOC109408976
OG0005492	AMIN010232	LOC109622517
OG0005493	AMIN016022	LOC109408924
OG0005494	AMIN010237	LOC109622522
OG0005495	AMIN009680	LOC109433573
OG0005496	AMIN009675	LOC109430130
OG0005497	AMIN009671	LOC109433586
OG0005498	AMIN009676	LOC109433596
OG0005499	AMIN009674	LOC109430129
OG0005500	AMIN009681	LOC109433584
OG0005501	AMIN009672	LOC109430131
OG0005502	AMIN009679	LOC115266793
OG0005503	AMIN005215	LOC109404698
OG0005505	AMIN002703	LOC109418403
OG0005506	AMIN005626	LOC109410343
OG0005507	AMIN005334	LOC109410340
OG0005508	AMIN002706	LOC109426117
OG0005509	AMIN002705	LOC109426090
OG0005510	AMIN007353	LOC109430832
OG0005511	AMIN003054	LOC109424150
OG0005512	AMIN011614	LOC109424164
OG0005513	AMIN008572	LOC109431323
OG0005514	AMIN008570	LOC109432015
OG0005515	AMIN008895	LOC109431990
OG0005516	AMIN009369	LOC109431311
OG0005517	AMIN016194	LOC115255463
OG0005518	AMIN005937	LOC109419931
OG0005519	AMIN005929	LOC109419949
OG0005520	AMIN005928	LOC109419950
OG0005521	AMIN005927	LOC115255169
OG0005522	AMIN005930	LOC109417504
OG0005523	AMIN005935	LOC109419933
OG0005524	AMIN006183	LOC109419957
OG0005525	AMIN005931	LOC109419943
OG0005526	AMIN004740	LOC109397201
OG0005527	AMIN004743	LOC109407348
OG0005528	AMIN001840	LOC109429985
OG0005529	AMIN001839	LOC115262090
OG0005530	AMIN001844	LOC109429564
OG0005531	AMIN011069	LOC109411098
OG0005532	AMIN011239	LOC109408168
OG0005533	AMIN007613	LOC109408161
OG0005534	AMIN011237	LOC109408167
OG0005535	AMIN003271	LOC109398870
OG0005536	AMIN003268	LOC115261342
OG0005537	AMIN003260	LOC109398780
OG0005538	AMIN003265	LOC109429210
OG0005539	AMIN003266	LOC109398783
OG0005540	AMIN002021	LOC109428256
OG0005541	AMIN011166	LOC109411446
OG0005542	AMIN011167	LOC109409700
OG0005543	AMIN011169	LOC109411441
OG0005544	AMIN011165	LOC109411447
OG0005545	AMIN001392	LOC115258816
OG0005546	AMIN009512	LOC115258462
OG0005547	AMIN002806	LOC109411166
OG0005548	AMIN002807	LOC109425564
OG0005549	AMIN002804	LOC109411159
OG0005550	AMIN002814	LOC115267088
OG0005551	AMIN008255	LOC109404496
OG0005552	AMIN003612	LOC115261505
OG0005553	AMIN008646	LOC109418544
OG0005554	AMIN008659	LOC115257444
OG0005555	AMIN009031	LOC109418512
OG0005556	AMIN008645	LOC109418545
OG0005557	AMIN008660	LOC109418478
OG0005558	AMIN008647	LOC109418541
OG0005559	AMIN008651	LOC109418539
OG0005560	AMIN008224	LOC109418534
OG0005561	AMIN009009	LOC109413080
OG0005562	AMIN006507	LOC109414922, LOC109428994
OG0005563	AMIN006502	LOC109414907
OG0005564	AMIN006505	LOC109428905
OG0005565	AMIN006515	LOC134291725, LOC109428912
OG0005566	AMIN006510	LOC109428906
OG0005567	AMIN006506	LOC115267748
OG0005568	AMIN011472	LOC109424237
OG0005569	AMIN011473	LOC109423871
OG0005570	AMIN011471	LOC109423868
OG0005571	AMIN011474	LOC109423870
OG0005572	AMIN002791	LOC109419394
OG0005573	AMIN004849	LOC109401060
OG0005574	AMIN004627	LOC109419385
OG0005575	AMIN002880	LOC109401061
OG0005576	AMIN004857	LOC109419387
OG0005577	AMIN004858	LOC109408434
OG0005578	AMIN004851	LOC109408428
OG0005579	AMIN004856	LOC109408431
OG0005580	AMIN002881	LOC109401041
OG0005581	AMIN004811	LOC109401047
OG0005582	AMIN003125	LOC109401050
OG0005583	AMIN014281	LOC109401058
