Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0005342	AAEL007768	ASIC009201
OG0005343	AAEL007771	ASIC019220
OG0005344	AAEL007772	ASIC008506
OG0005345	AAEL007773	ASIC008511
OG0005346	AAEL007777	ASIC003161
OG0005347	AAEL007787	ASIC016622
OG0005348	AAEL007788	ASIC020573
OG0005349	AAEL007790	ASIC008451
OG0005350	AAEL007796	ASIC010170
OG0005351	AAEL007800	ASIC018480
OG0005353	AAEL007810	ASIC011228
OG0005354	AAEL007820	ASIC002701
OG0005355	AAEL007821	ASIC010715
OG0005356	AAEL007825	ASIC002807
OG0005357	AAEL007827	ASIC010716
OG0005358	AAEL007839	ASIC010905
OG0005359	AAEL007842	ASIC007161
OG0005360	AAEL007845	ASIC007462
OG0005361	AAEL007848	ASIC007360
OG0005362	AAEL007853	ASIC014374
OG0005363	AAEL007854	ASIC013082
OG0005364	AAEL007856	ASIC007139
OG0005365	AAEL007857	ASIC013078
OG0005366	AAEL007858	ASIC013080
OG0005367	AAEL007862	ASIC013076
OG0005368	AAEL007871	ASIC017770
OG0005369	AAEL007874	ASIC022362
OG0005370	AAEL007877	ASIC017795
OG0005371	AAEL007883	ASIC022357
OG0005372	AAEL007885	ASIC017785
OG0005373	AAEL007891	ASIC007157
OG0005374	AAEL007892	ASIC017092
OG0005375	AAEL007897	ASIC007469
OG0005376	AAEL007904	ASIC011425
OG0005377	AAEL007907	ASIC007140
OG0005378	AAEL007915	ASIC003936
OG0005379	AAEL007920	ASIC015572
OG0005380	AAEL007931	ASIC008470
OG0005381	AAEL007936	ASIC002478
OG0005382	AAEL007943	ASIC008469
OG0005383	AAEL007944	ASIC020785
OG0005384	AAEL007945	ASIC020781
OG0005385	AAEL007955	ASIC006694
OG0005386	AAEL007982	ASIC010001
OG0005388	AAEL007989	ASIC002911
OG0005389	AAEL007994	ASIC002860
OG0005391	AAEL008001	ASIC002897
OG0005392	AAEL008020	ASIC009468
OG0005393	AAEL008022	ASIC020372
OG0005394	AAEL008025	ASIC020358
OG0005395	AAEL008036	ASIC004676
OG0005396	AAEL008038	ASIC008249
OG0005397	AAEL008042	ASIC008245
OG0005398	AAEL008044	ASIC004613
OG0005400	AAEL008058	ASIC020084
OG0005401	AAEL008061	ASIC021521
OG0005402	AAEL008062	ASIC021392
OG0005403	AAEL008068	ASIC001840
OG0005404	AAEL008069	ASIC004740
OG0005405	AAEL008071	ASIC007114
OG0005406	AAEL008073	ASIC020083
OG0005407	AAEL008088	ASIC006288
OG0005408	AAEL008099	ASIC013282
OG0005409	AAEL008102	ASIC013270
OG0005410	AAEL008103	ASIC009103
OG0005411	AAEL008105	ASIC013273
OG0005412	AAEL008107	ASIC011463
OG0005413	AAEL008108	ASIC013283
OG0005414	AAEL008111	ASIC013284
OG0005415	AAEL008115	ASIC009102
OG0005416	AAEL008116	ASIC013285
OG0005418	AAEL008126	ASIC013379
OG0005419	AAEL008128	ASIC014835
OG0005420	AAEL008131	ASIC021655
OG0005421	AAEL008133	ASIC021644
OG0005422	AAEL008134	ASIC014839
OG0005423	AAEL008135	ASIC021633
OG0005424	AAEL008136	ASIC013325
OG0005425	AAEL008141	ASIC008277
OG0005426	AAEL008144	ASIC022208
OG0005428	AAEL008161	ASIC008147
OG0005429	AAEL008166	ASIC008150
OG0005430	AAEL008167	ASIC008325
OG0005431	AAEL008169	ASIC008316
OG0005432	AAEL008171	ASIC008151
OG0005434	AAEL008179	ASIC008149
OG0005435	AAEL008181	ASIC008332
OG0005436	AAEL008184	ASIC008318
OG0005437	AAEL008189	ASIC008154
OG0005438	AAEL008190	ASIC008645
OG0005439	AAEL008193	ASIC008377
OG0005440	AAEL008195	ASIC007833
OG0005441	AAEL008216	ASIC007834
OG0005442	AAEL008228	ASIC011113
OG0005443	AAEL008234	ASIC011109
OG0005444	AAEL008242	ASIC010565
OG0005445	AAEL008243	ASIC010558
OG0005446	AAEL008244	ASIC010570
OG0005447	AAEL026615, AAEL008245	ASIC008194
OG0005448	AAEL008247	ASIC008191
OG0005449	AAEL008248	ASIC010568
OG0005450	AAEL008249	ASIC010566
OG0005451	AAEL008250	ASIC010569
OG0005452	AAEL008255	ASIC010564
OG0005453	AAEL008256	ASIC010555
OG0005454	AAEL008258	ASIC010557
OG0005455	AAEL008262	ASIC013467
OG0005456	AAEL008269	ASIC011267
OG0005458	AAEL008282	ASIC015377
OG0005459	AAEL008319	ASIC016185
OG0005460	AAEL008320	ASIC010741
OG0005461	AAEL008322	ASIC010742
OG0005462	AAEL008323	ASIC016187
OG0005463	AAEL008327	ASIC010743
OG0005464	AAEL008334	ASIC008882
OG0005465	AAEL008354	ASIC012952
OG0005466	AAEL008360	ASIC018673
OG0005467	AAEL008363	ASIC021643
OG0005468	AAEL008366	ASIC021645
OG0005469	AAEL008370	ASIC021657
OG0005470	AAEL008371	ASIC021650
OG0005471	AAEL008373	ASIC021646
OG0005472	AAEL008375	ASIC021639
OG0005473	AAEL008377	ASIC015368
OG0005474	AAEL008379	ASIC019329
OG0005475	AAEL008382	ASIC019336
OG0005476	AAEL008390	ASIC015376
OG0005477	AAEL008391	ASIC019322
OG0005478	AAEL008392	ASIC019321
OG0005479	AAEL008393	ASIC019323
OG0005480	AAEL024654, AAEL008395	ASIC019331
OG0005481	AAEL008397	ASIC020468
OG0005482	AAEL008398	ASIC020459
OG0005483	AAEL008401	ASIC020466
OG0005484	AAEL008408	ASIC020462
OG0005485	AAEL008418	ASIC002486
OG0005486	AAEL008425	ASIC007649
OG0005487	AAEL008434	ASIC013442
OG0005488	AAEL008443	ASIC002668
OG0005489	AAEL008461	ASIC009577
OG0005490	AAEL008469	ASIC003736
OG0005491	AAEL008475	ASIC007711
OG0005492	AAEL008476	ASIC004843
OG0005493	AAEL008481	ASIC004844
OG0005494	AAEL008490	ASIC003735
OG0005495	AAEL008492	ASIC015796
OG0005496	AAEL008493	ASIC015790
OG0005497	AAEL008495	ASIC015785
OG0005498	AAEL008496	ASIC015791
OG0005499	AAEL008498	ASIC015789
OG0005500	AAEL008500	ASIC015797
OG0005501	AAEL008502	ASIC015786
OG0005502	AAEL008505	ASIC015795
OG0005503	AAEL008521	ASIC006312
OG0005505	AAEL008528	ASIC009104
OG0005506	AAEL008530	ASIC004479
OG0005507	AAEL008542	ASIC003942
OG0005508	AAEL008543	ASIC009106
OG0005509	AAEL008553	ASIC009105
OG0005510	AAEL008557	ASIC018989
OG0005511	AAEL008559	ASIC021704
OG0005512	AAEL008562	ASIC014923
OG0005513	AAEL008576	ASIC018136
OG0005514	AAEL008577	ASIC018139
OG0005515	AAEL008579	ASIC000899
OG0005516	AAEL008584	ASIC018115
OG0005517	AAEL008590	ASIC017580
OG0005518	AAEL008591	ASIC013598
OG0005519	AAEL008594	ASIC013615
OG0005520	AAEL008601	ASIC017583
OG0005521	AAEL008603	ASIC017582
OG0005522	AAEL008605	ASIC013614
OG0005523	AAEL008607	ASIC013600
OG0005524	AAEL008608	ASIC006940
OG0005525	AAEL008610	ASIC013613
OG0005526	AAEL008613	ASIC020599
OG0005527	AAEL008617	ASIC020597
OG0005528	AAEL008623	ASIC007340
OG0005529	AAEL008630	ASIC007341
OG0005530	AAEL008635	ASIC007334
OG0005531	AAEL008641	ASIC018470
OG0005532	AAEL008643	ASIC011020
OG0005533	AAEL008645	ASIC016117
OG0005534	AAEL008647	ASIC011018
OG0005535	AAEL008650	ASIC002762
OG0005536	AAEL008653	ASIC002769
OG0005537	AAEL008654	ASIC002368
OG0005538	AAEL008656	ASIC002766
OG0005539	AAEL008660	ASIC002767
OG0005540	AAEL008664	ASIC006788
OG0005541	AAEL008674	ASIC016338
OG0005542	AAEL008676	ASIC016337
OG0005543	AAEL008679	ASIC002905
OG0005544	AAEL008680	ASIC016339
OG0005545	AAEL008692	ASIC006579
OG0005546	AAEL008696	ASIC017234
OG0005547	AAEL008701	ASIC009830
OG0005548	AAEL008705	ASIC000387
OG0005549	AAEL008706	ASIC009833
OG0005550	AAEL008715	ASIC009206
OG0005551	AAEL008716	ASIC017975
OG0005552	AAEL008722	ASIC001346
OG0005553	AAEL008723	ASIC019950
OG0005554	AAEL008724	ASIC019935
OG0005555	AAEL008725	ASIC015453
OG0005556	AAEL008726	ASIC019951
OG0005557	AAEL008728	ASIC019934
OG0005558	AAEL008730	ASIC019949
OG0005559	AAEL008741	ASIC019945
OG0005560	AAEL008743	ASIC004976
OG0005561	AAEL008745	ASIC015495
OG0005562	AAEL008754	ASIC013890
OG0005563	AAEL008758	ASIC013896
OG0005564	AAEL008760	ASIC013893
OG0005565	AAEL008761	ASIC013920
OG0005566	AAEL008764	ASIC013889
OG0005567	AAEL008765	ASIC013892
OG0005568	AAEL008768	ASIC016545
OG0005569	AAEL008770	ASIC016543
OG0005570	AAEL008777	ASIC016546
OG0005571	AAEL008783	ASIC016542
OG0005572	AAEL008785	ASIC021461
OG0005573	AAEL008786	ASIC004736
OG0005574	AAEL008787	ASIC008066
OG0005575	AAEL008793	ASIC002275
OG0005576	AAEL008794	ASIC008068
OG0005577	AAEL008800	ASIC008067
OG0005578	AAEL008803	ASIC004737
OG0005579	AAEL008807	ASIC008071
OG0005580	AAEL008811	ASIC002274
OG0005581	AAEL008814	ASIC020230
OG0005582	AAEL008822	ASIC021401
OG0005583	AAEL008823	ASIC021398
OG0005584	AAEL008827	ASIC007022
OG0005585	AAEL008831	ASIC007019
OG0005586	AAEL008833	ASIC017632
OG0005587	AAEL024631, AAEL023965, AAEL008838	ASIC017631
OG0005588	AAEL008840	ASIC017205
OG0005589	AAEL008844	ASIC017624
OG0005590	AAEL008847	ASIC005294
OG0005591	AAEL008850	ASIC017194
OG0005592	AAEL008853	ASIC017630
OG0005593	AAEL008854	ASIC017634
OG0005594	AAEL008878	ASIC015076
OG0005595	AAEL008879	ASIC015075
OG0005596	AAEL008886	ASIC000283
OG0005598	AAEL008901	ASIC011270
OG0005599	AAEL008902	ASIC010964
OG0005600	AAEL008906	ASIC016375
OG0005601	AAEL008909	ASIC005183
OG0005602	AAEL008916	ASIC010202
OG0005603	AAEL008924	ASIC011508
OG0005604	AAEL008932	ASIC011511
OG0005605	AAEL008938	ASIC009452
OG0005607	AAEL008945	ASIC007644
OG0005608	AAEL008953	ASIC007661
OG0005609	AAEL008959	ASIC006316
OG0005610	AAEL009002	ASIC013767
OG0005611	AAEL009023	ASIC008811
OG0005612	AAEL009029	ASIC008809
OG0005613	AAEL009031	ASIC012267
OG0005614	AAEL009035	ASIC012250
OG0005615	AAEL009038	ASIC012251
OG0005616	AAEL009039	ASIC008036
OG0005617	AAEL009041	ASIC010547
OG0005618	AAEL009042	ASIC010548
OG0005619	AAEL009043	ASIC010549
OG0005620	AAEL009047	ASIC015037
OG0005621	AAEL009048	ASIC015039
OG0005622	AAEL009051	ASIC015040
OG0005623	AAEL009052	ASIC015041
OG0005624	AAEL009057	ASIC004342
OG0005625	AAEL009058	ASIC007101
OG0005626	AAEL009059	ASIC010775
OG0005627	AAEL009061	ASIC004338
OG0005628	AAEL009063	ASIC010780
OG0005629	AAEL009068	ASIC010776
OG0005630	AAEL009070	ASIC010446
OG0005631	AAEL009072	ASIC010448
OG0005632	AAEL009074	ASIC007794
OG0005633	AAEL009075	ASIC016357
OG0005634	AAEL009078	ASIC007789
OG0005635	AAEL009080	ASIC007787
OG0005636	AAEL009084	ASIC007790
OG0005637	AAEL009085	ASIC007788
OG0005638	AAEL009086	ASIC016354
OG0005639	AAEL009088	ASIC019703
OG0005641	AAEL009090	ASIC016965
OG0005642	AAEL009093	ASIC021433
OG0005643	AAEL009099	ASIC021434
OG0005644	AAEL009100	ASIC021429, ASIC021430
OG0005645	AAEL009101	ASIC009417
OG0005646	AAEL009105	ASIC009418
OG0005647	AAEL009109	ASIC008851
OG0005648	AAEL009132	ASIC006838
OG0005649	AAEL009140	ASIC015745
OG0005650	AAEL009142	ASIC006667
OG0005651	AAEL009148	ASIC014635
OG0005652	AAEL009149, AAEL023309	ASIC000601
OG0005653	AAEL009155	ASIC009602
OG0005654	AAEL009157	ASIC009616
OG0005655	AAEL009169	ASIC013237
OG0005656	AAEL009171	ASIC013235
OG0005657	AAEL009179	ASIC003328
OG0005658	AAEL009184	ASIC011740
OG0005659	AAEL009186	ASIC011742
OG0005660	AAEL009189	ASIC011738
OG0005661	AAEL009190	ASIC010183
OG0005662	AAEL009195	ASIC015989
OG0005663	AAEL009200	ASIC015908
OG0005664	AAEL009202	ASIC015914
OG0005665	AAEL009211	ASIC019766
OG0005666	AAEL009213	ASIC019772
OG0005667	AAEL009227	ASIC019625
OG0005668	AAEL009232	ASIC017497
OG0005669	AAEL009238	ASIC009143
OG0005670	AAEL009249	ASIC009657
OG0005671	AAEL009259	ASIC014210
OG0005672	AAEL009262	ASIC014202
OG0005673	AAEL009266	ASIC014213
OG0005674	AAEL009268	ASIC014209
OG0005675	AAEL009269	ASIC014211
OG0005676	AAEL009271	ASIC019278
OG0005677	AAEL009272	ASIC018956
OG0005678	AAEL009285	ASIC019819
OG0005679	AAEL009291	ASIC019813
OG0005680	AAEL009294	ASIC019825
OG0005681	AAEL009295	ASIC019806
OG0005682	AAEL009303	ASIC019814
OG0005683	AAEL009308	ASIC021871
OG0005684	AAEL009313	ASIC001583
OG0005685	AAEL009320	ASIC001587
OG0005686	AAEL009325	ASIC020368
OG0005687	AAEL009334	ASIC006378
OG0005689	AAEL009342	ASIC006373
OG0005690	AAEL009345	ASIC006374
OG0005691	AAEL009367	ASIC017935
OG0005692	AAEL009371	ASIC014947
OG0005693	AAEL009373	ASIC008313
OG0005694	AAEL009374	ASIC019214
OG0005695	AAEL009376	ASIC008315
OG0005696	AAEL009377	ASIC008308
OG0005697	AAEL009380	ASIC008208
OG0005698	AAEL009382	ASIC008209
OG0005699	AAEL009383	ASIC008314
OG0005700	AAEL009385	ASIC012003
OG0005701	AAEL009387	ASIC012696
OG0005702	AAEL009388	ASIC017773
OG0005703	AAEL009389	ASIC017772
OG0005704	AAEL009392	ASIC018134
OG0005705	AAEL009398	ASIC002226
OG0005706	AAEL009400	ASIC017964
OG0005707	AAEL009401	ASIC018133
OG0005708	AAEL009402	ASIC018132
OG0005709	AAEL009407	ASIC018131
OG0005710	AAEL009413	ASIC017774
OG0005711	AAEL009414	ASIC001204
OG0005712	AAEL009415	ASIC001205
OG0005713	AAEL009416	ASIC002582
OG0005714	AAEL009421	ASIC008628
OG0005715	AAEL009422	ASIC014934
OG0005716	AAEL009424	ASIC008623
OG0005717	AAEL009427	ASIC014932
OG0005718	AAEL009429	ASIC008625
OG0005719	AAEL009430	ASIC008627
OG0005720	AAEL009431	ASIC008630
OG0005721	AAEL009445	ASIC016637
OG0005722	AAEL009465	ASIC012358
OG0005723	AAEL009474	ASIC010240
OG0005724	AAEL009483	ASIC020343
OG0005725	AAEL009493	ASIC020365, ASIC009882
OG0005726	AAEL009495	ASIC004819
OG0005727	AAEL009496	ASIC017918
OG0005728	AAEL009501	ASIC004822
OG0005729	AAEL009509	ASIC011603
OG0005730	AAEL009510	ASIC004820
OG0005731	AAEL009512	ASIC015327
OG0005732	AAEL009530	ASIC000590
OG0005733	AAEL009531	ASIC005368
OG0005734	AAEL009533	ASIC019359
OG0005735	AAEL009534	ASIC019361
OG0005736	AAEL009541	ASIC019362
OG0005737	AAEL009542	ASIC019358
OG0005738	AAEL009547	ASIC011841
OG0005739	AAEL009584	ASIC004012
OG0005740	AAEL009585	ASIC005382
OG0005741	AAEL009589	ASIC012816
OG0005742	AAEL009592	ASIC012814
OG0005743	AAEL009593	ASIC012802
OG0005744	AAEL009595	ASIC017926
OG0005745	AAEL009604	ASIC009142
OG0005746	AAEL009607	ASIC009145
OG0005747	AAEL009608	ASIC009144
OG0005748	AAEL009611	ASIC002806
OG0005749	AAEL009616	ASIC003009
OG0005750	AAEL009623	ASIC009139
OG0005751	AAEL009629	ASIC004586
OG0005753	AAEL009636	ASIC021899
OG0005754	AAEL009640	ASIC021906
OG0005755	AAEL009646	ASIC005227
OG0005756	AAEL009647	ASIC010260
OG0005757	AAEL009662	ASIC018291
OG0005758	AAEL009666	ASIC002417
OG0005759	AAEL009668	ASIC002419
OG0005760	AAEL009675	ASIC013245
OG0005761	AAEL009676	ASIC013244
OG0005762	AAEL009677	ASIC016081
OG0005763	AAEL009678	ASIC013246
OG0005764	AAEL009679	ASIC011297
OG0005765	AAEL009681	ASIC011286
OG0005766	AAEL009686	ASIC011285
OG0005767	AAEL009691	ASIC011282
OG0005768	AAEL009698	ASIC002289
OG0005769	AAEL009700	ASIC002287
OG0005770	AAEL009702	ASIC002276
OG0005771	AAEL009703	ASIC002288
OG0005772	AAEL009704	ASIC002283
OG0005773	AAEL009705	ASIC002285
OG0005774	AAEL009706	ASIC002277
OG0005776	AAEL009719	ASIC014327
OG0005777	AAEL009723	ASIC010837
OG0005778	AAEL009731	ASIC003091
OG0005779	AAEL009733	ASIC003093
OG0005780	AAEL009735	ASIC003099
OG0005781	AAEL009745	ASIC013068
OG0005783	AAEL009754	ASIC015892
OG0005784	AAEL009759	ASIC013342
OG0005785	AAEL009762	ASIC017095
OG0005786	AAEL009764	ASIC017100
OG0005787	AAEL009766	ASIC010223
OG0005788	AAEL009777	ASIC017091
OG0005789	AAEL009782	ASIC006349
OG0005790	AAEL009789	ASIC018328
OG0005791	AAEL009806	ASIC018323
OG0005792	AAEL009810	ASIC011051
OG0005793	AAEL009813	ASIC013449
OG0005794	AAEL009818	ASIC013474
OG0005795	AAEL009828	ASIC021613
OG0005796	AAEL009829	ASIC021612
OG0005797	AAEL009838	ASIC011394
OG0005798	AAEL009847	ASIC011401
OG0005799	AAEL009851	ASIC011395
OG0005800	AAEL009859	ASIC018532
OG0005801	AAEL009861	ASIC018537
OG0005802	AAEL009862	ASIC018525
OG0005803	AAEL009864	ASIC018531
OG0005804	AAEL009871	ASIC017072, ASIC013195
OG0005805	AAEL009874	ASIC011794
OG0005806	AAEL009876	ASIC017074
OG0005807	AAEL009878	ASIC004457
OG0005808	AAEL009879	ASIC021529
OG0005809	AAEL009880	ASIC010069
OG0005810	AAEL009882	ASIC021530
OG0005811	AAEL009887	ASIC012668
OG0005812	AAEL009891	ASIC012634
OG0005813	AAEL009892	ASIC012620
OG0005814	AAEL009898	ASIC014739
OG0005815	AAEL009899	ASIC005503
OG0005816	AAEL009908	ASIC005505
OG0005817	AAEL009909	ASIC014738
OG0005818	AAEL009912	ASIC005531
OG0005819	AAEL009914	ASIC014740, ASIC014742
OG0005820	AAEL009924	ASIC010881
OG0005821	AAEL009926	ASIC011130
OG0005822	AAEL009944	ASIC003439
OG0005823	AAEL009946	ASIC003442
OG0005824	AAEL009949	ASIC010893
OG0005825	AAEL009957	ASIC013706
OG0005826	AAEL009958	ASIC013676
OG0005827	AAEL009960	ASIC013725
OG0005828	AAEL009974	ASIC013718
OG0005829	AAEL025676, AAEL009980	ASIC018332
OG0005830	AAEL009981	ASIC014328
OG0005831	AAEL009991	ASIC014460
OG0005832	AAEL009999	ASIC008448
OG0005834	AAEL010007	ASIC008450
OG0005835	AAEL010017	ASIC018935
OG0005836	AAEL010018	ASIC016053
OG0005837	AAEL010021	ASIC011071
OG0005838	AAEL010027	ASIC021625
OG0005839	AAEL010032	ASIC016868
OG0005840	AAEL010040	ASIC022004
OG0005841	AAEL010042	ASIC022143
OG0005842	AAEL010043	ASIC022048
OG0005843	AAEL010046	ASIC004070
OG0005844	AAEL010047	ASIC004062
OG0005845	AAEL010052	ASIC004072
OG0005846	AAEL010053	ASIC004071
OG0005847	AAEL010054	ASIC008170
OG0005848	AAEL010057	ASIC008161
OG0005849	AAEL010058	ASIC008162
OG0005850	AAEL010060	ASIC010373
OG0005851	AAEL010063	ASIC008770
OG0005852	AAEL010068	ASIC008270
OG0005853	AAEL010073	ASIC005401
OG0005854	AAEL010077	ASIC005402
OG0005855	AAEL010078	ASIC016422
OG0005856	AAEL010081	ASIC016436
OG0005857	AAEL010082	ASIC016421
OG0005858	AAEL010083	ASIC016435
OG0005859	AAEL010084	ASIC016433
OG0005860	AAEL010085	ASIC016423
OG0005861	AAEL010086	ASIC016438
OG0005862	AAEL010102	ASIC019680
OG0005863	AAEL010105	ASIC019684
OG0005864	AAEL010109	ASIC019692
OG0005865	AAEL010112	ASIC019689
OG0005866	AAEL010116	ASIC004149
OG0005867	AAEL010119	ASIC004148
OG0005868	AAEL010123	ASIC004144
OG0005869	AAEL010135	ASIC010749
OG0005870	AAEL010136	ASIC010748
OG0005871	AAEL010141	ASIC010750
OG0005872	AAEL010142	ASIC004876
OG0005873	AAEL010143	ASIC004881
OG0005874	AAEL010146	ASIC004883
OG0005875	AAEL010159	ASIC004316
OG0005876	AAEL010168	ASIC004317
OG0005877	AAEL010170	ASIC011491
OG0005878	AAEL010171	ASIC011535
OG0005879	AAEL010177	ASIC011593
OG0005880	AAEL010180	ASIC004309
OG0005881	AAEL010181	ASIC004314
OG0005882	AAEL010193	ASIC008114
OG0005884	AAEL010200	ASIC008138
OG0005885	AAEL010205	ASIC022327
OG0005886	AAEL010206	ASIC004445
OG0005887	AAEL010217	ASIC011526
OG0005888	AAEL010220	ASIC012370
OG0005889	AAEL010221	ASIC002845
OG0005890	AAEL010223	ASIC011523
OG0005891	AAEL010224	ASIC003292
OG0005892	AAEL010230	ASIC012041
OG0005893	AAEL010245	ASIC003646
OG0005894	AAEL010248	ASIC003647
OG0005895	AAEL010249	ASIC003648
OG0005896	AAEL010253	ASIC003645
OG0005897	AAEL010254	ASIC003643
OG0005898	AAEL010256	ASIC003650
OG0005899	AAEL010262	ASIC017172, ASIC017322
OG0005900	AAEL010276	ASIC011565
OG0005901	AAEL010284	ASIC013475
OG0005902	AAEL010294	ASIC013486
OG0005903	AAEL010296	ASIC013453
OG0005904	AAEL010299	ASIC019462
OG0005905	AAEL010306	ASIC019458
OG0005906	AAEL010308	ASIC019463
OG0005907	AAEL010315	ASIC019461
OG0005908	AAEL010316	ASIC019452
OG0005909	AAEL010317	ASIC019455
OG0005910	AAEL010321	ASIC019459
OG0005911	AAEL010322	ASIC019485
OG0005912	AAEL010326	ASIC019489
OG0005913	AAEL010334	ASIC006384
OG0005914	AAEL010336	ASIC022104
OG0005915	AAEL010340	ASIC022105
OG0005916	AAEL010341	ASIC022096
OG0005917	AAEL010342	ASIC006079
OG0005918	AAEL010343	ASIC022093
OG0005919	AAEL010345	ASIC022095
OG0005920	AAEL010347	ASIC022103
OG0005921	AAEL010349	ASIC022108
OG0005922	AAEL010353	ASIC013015
OG0005923	AAEL010359	ASIC013019
OG0005924	AAEL010362	ASIC013016
OG0005925	AAEL010368	ASIC018913
OG0005926	AAEL010371	ASIC018908
OG0005927	AAEL010373	ASIC018912
OG0005928	AAEL010377	ASIC011035
OG0005929	AAEL010388	ASIC011046
OG0005930	AAEL010401	ASIC006158
OG0005931	AAEL010402	ASIC020588
OG0005932	AAEL010403	ASIC014329
OG0005933	AAEL010408	ASIC014245
OG0005934	AAEL010427	ASIC014236
OG0005935	AAEL010430	ASIC007069
OG0005936	AAEL010433	ASIC007063
OG0005937	AAEL010437	ASIC007068
OG0005938	AAEL010444	ASIC022303
OG0005939	AAEL010445	ASIC022299
OG0005940	AAEL010447	ASIC014952, ASIC014951
OG0005941	AAEL010450	ASIC022296
OG0005942	AAEL010453	ASIC022300
OG0005943	AAEL010455	ASIC022302
OG0005944	AAEL010459	ASIC022295
OG0005945	AAEL010467	ASIC011945
OG0005946	AAEL010469	ASIC014844
OG0005947	AAEL010470	ASIC003602
OG0005948	AAEL010471	ASIC012014
OG0005949	AAEL010472	ASIC003603
OG0005950	AAEL010473	ASIC003601
OG0005951	AAEL010474	ASIC003604
OG0005952	AAEL010476	ASIC006037
OG0005953	AAEL010486	ASIC001562
OG0005954	AAEL010491	ASIC006733
OG0005955	AAEL010496	ASIC006729
OG0005956	AAEL010502	ASIC006735
OG0005957	AAEL010504	ASIC018630
OG0005958	AAEL010505	ASIC018629
OG0005959	AAEL010506	ASIC018628
OG0005960	AAEL010508	ASIC018631
OG0005961	AAEL010514	ASIC017925
OG0005962	AAEL010516	ASIC008906
OG0005963	AAEL010520	ASIC016862
OG0005964	AAEL010523	ASIC019672
OG0005965	AAEL010529	ASIC019674
OG0005966	AAEL010538	ASIC017224
OG0005967	AAEL010541	ASIC020738
OG0005968	AAEL010551	ASIC015778
OG0005969	AAEL010559	ASIC005225
OG0005970	AAEL010564	ASIC006830
OG0005971	AAEL010569	ASIC004351
OG0005972	AAEL010570	ASIC006772
OG0005973	AAEL010572	ASIC016715
OG0005974	AAEL010577	ASIC021745
OG0005975	AAEL010581	ASIC016054
OG0005976	AAEL010585	ASIC015054
OG0005977	AAEL010590	ASIC021744
OG0005978	AAEL010592	ASIC021578
OG0005979	AAEL010596	ASIC021742
OG0005980	AAEL010602	ASIC008956
OG0005981	AAEL010607	ASIC008962
OG0005982	AAEL010608	ASIC008945
OG0005983	AAEL010610	ASIC008961
OG0005984	AAEL010623	ASIC006174
OG0005985	AAEL010625	ASIC006176
OG0005986	AAEL010627	ASIC006134
OG0005987	AAEL010641	ASIC014120
OG0005988	AAEL010642	ASIC013514
OG0005989	AAEL010650	ASIC013809
OG0005990	AAEL010655	ASIC019890
OG0005991	AAEL010657	ASIC019894
OG0005992	AAEL010661	ASIC012466
OG0005993	AAEL010663	ASIC012454
OG0005994	AAEL010665	ASIC012468
OG0005995	AAEL010678	ASIC007797
OG0005996	AAEL010679	ASIC019895
OG0005997	AAEL010682	ASIC013095
OG0005998	AAEL010684	ASIC013099
OG0005999	AAEL010685	ASIC022062
OG0006000	AAEL010688	ASIC013096
OG0006001	AAEL010689	ASIC022076
OG0006002	AAEL010694	ASIC019589
OG0006003	AAEL010710	ASIC000570
OG0006004	AAEL010711	ASIC016988
OG0006005	AAEL010712	ASIC000569
OG0006006	AAEL010728	ASIC004514
OG0006007	AAEL010730	ASIC004515
OG0006008	AAEL010731	ASIC006969
OG0006009	AAEL010733	ASIC002670
OG0006010	AAEL010738	ASIC022113
OG0006011	AAEL010743	ASIC006466
OG0006012	AAEL010749	ASIC011850
OG0006013	AAEL010755	ASIC011799
OG0006014	AAEL010756	ASIC008468
OG0006015	AAEL010759	ASIC010574
OG0006016	AAEL010760	ASIC011851
OG0006017	AAEL010762	ASIC012873
OG0006018	AAEL010764	ASIC002249
OG0006019	AAEL010766	ASIC002235
OG0006020	AAEL010777	ASIC002241
OG0006021	AAEL010779	ASIC002250
