Orthogroup	AaegyptiLVP_AGWG	AdirusWRAIR2
OG0005362	AAEL007853	ADIR011320
OG0005363	AAEL007854	ADIR000597
OG0005364	AAEL007856	ADIR005927
OG0005365	AAEL007857	ADIR000592
OG0005366	AAEL007858	ADIR000594
OG0005367	AAEL007862	ADIR000591
OG0005368	AAEL007871	ADIR002186
OG0005369	AAEL007874	ADIR000005
OG0005370	AAEL007877	ADIR000468
OG0005371	AAEL007883	ADIR000007
OG0005372	AAEL007885	ADIR000471
OG0005373	AAEL007891	ADIR005950
OG0005374	AAEL007892	ADIR004123
OG0005375	AAEL007897	ADIR005965
OG0005376	AAEL007904	ADIR010006
OG0005377	AAEL007907	ADIR005968
OG0005378	AAEL007915	ADIR011686
OG0005379	AAEL007920	ADIR001868
OG0005380	AAEL007931	ADIR005258
OG0005381	AAEL007936	ADIR001909
OG0005382	AAEL007943	ADIR005259
OG0005383	AAEL007944	ADIR015889
OG0005384	AAEL007945	ADIR006289
OG0005385	AAEL007955	ADIR015883, ADIR016101
OG0005386	AAEL007982	ADIR011202
OG0005387	AAEL007988	ADIR015917
OG0005388	AAEL007989	ADIR007315
OG0005389	AAEL007994	ADIR007294
OG0005390	AAEL007997	ADIR007316
OG0005391	AAEL008001	ADIR007317
OG0005392	AAEL008020	ADIR004604
OG0005393	AAEL008022	ADIR001513
OG0005394	AAEL008025	ADIR001114
OG0005395	AAEL008036	ADIR005316
OG0005396	AAEL008038	ADIR010561
OG0005397	AAEL008042	ADIR010563
OG0005398	AAEL008044	ADIR002651
OG0005400	AAEL008058	ADIR004478
OG0005401	AAEL008061	ADIR002824
OG0005402	AAEL008062	ADIR009013
OG0005403	AAEL008068	ADIR010325
OG0005404	AAEL008069	ADIR009919
OG0005405	AAEL008071	ADIR003928
OG0005406	AAEL008073	ADIR002475
OG0005407	AAEL008088	ADIR011643
OG0005408	AAEL008099	ADIR009866
OG0005409	AAEL008102	ADIR009870
OG0005410	AAEL008103	ADIR006393
OG0005411	AAEL008105	ADIR009869
OG0005412	AAEL008107	ADIR010067
OG0005413	AAEL008108	ADIR009865
OG0005414	AAEL008111	ADIR009864
OG0005415	AAEL008115	ADIR006392
OG0005416	AAEL008116	ADIR009863
OG0005417	AAEL008124	ADIR003256, ADIR003255
OG0005418	AAEL008126	ADIR003248
OG0005419	AAEL008128	ADIR004579
OG0005420	AAEL008131	ADIR003253
OG0005421	AAEL008133	ADIR003252
OG0005422	AAEL008134	ADIR004577
OG0005423	AAEL008135	ADIR003250
OG0005424	AAEL008136	ADIR003246
OG0005425	AAEL008141	ADIR002697
OG0005426	AAEL008144	ADIR002076
OG0005428	AAEL008161	ADIR003051
OG0005429	AAEL008166	ADIR015502
OG0005430	AAEL008167	ADIR003040
OG0005431	AAEL008169	ADIR003036
OG0005432	AAEL008171	ADIR003054
OG0005433	AAEL022169, AAEL008175	ADIR003049
OG0005434	AAEL008179	ADIR003053
OG0005435	AAEL008181	ADIR003042
OG0005436	AAEL008184	ADIR003038
OG0005437	AAEL008189	ADIR003058
OG0005438	AAEL008190	ADIR009414
OG0005439	AAEL008193	ADIR000288
OG0005440	AAEL008195	ADIR008231
OG0005441	AAEL008216	ADIR008232
OG0005442	AAEL008228	ADIR010623
OG0005443	AAEL008234	ADIR008351
OG0005444	AAEL008242	ADIR015979
OG0005445	AAEL008243	ADIR010333
OG0005446	AAEL008244	ADIR010339
OG0005447	AAEL026615, AAEL008245	ADIR003075
OG0005448	AAEL008247	ADIR003073
OG0005449	AAEL008248	ADIR010337
OG0005450	AAEL008249	ADIR010336
OG0005451	AAEL008250	ADIR010338
OG0005452	AAEL008255	ADIR015980
OG0005453	AAEL008256	ADIR014899
OG0005454	AAEL008258	ADIR010332
OG0005455	AAEL008262	ADIR004100
OG0005456	AAEL008269	ADIR009160
OG0005458	AAEL008282	ADIR000027
OG0005459	AAEL008319	ADIR004029
OG0005460	AAEL008320	ADIR006774
OG0005461	AAEL008322	ADIR006777
OG0005462	AAEL008323	ADIR004027
OG0005463	AAEL008327	ADIR006778
OG0005464	AAEL008334	ADIR006607
OG0005465	AAEL008354	ADIR015697
OG0005466	AAEL008360	ADIR008023
OG0005467	AAEL008363	ADIR010574
OG0005468	AAEL008366	ADIR010575
OG0005469	AAEL008370	ADIR008259
OG0005470	AAEL008371	ADIR010581
OG0005471	AAEL008373	ADIR010579
OG0005472	AAEL008375	ADIR010570
OG0005473	AAEL008377	ADIR000030
OG0005474	AAEL008379	ADIR000036
OG0005475	AAEL008382	ADIR000032
OG0005476	AAEL008390	ADIR000028
OG0005477	AAEL008391	ADIR000039
OG0005478	AAEL008392	ADIR000041
OG0005479	AAEL008393	ADIR000038
OG0005480	AAEL024654, AAEL008395	ADIR000035
OG0005481	AAEL008397	ADIR001311
OG0005482	AAEL008398	ADIR001467
OG0005483	AAEL008401	ADIR011751
OG0005484	AAEL008408	ADIR001315
OG0005485	AAEL008418	ADIR006671
OG0005486	AAEL008425	ADIR001498
OG0005487	AAEL008434	ADIR004038
OG0005488	AAEL008443	ADIR004678
OG0005490	AAEL008469	ADIR007015
OG0005491	AAEL008475	ADIR007018
OG0005492	AAEL008476	ADIR007019
OG0005493	AAEL008481	ADIR015903
OG0005494	AAEL008490	ADIR007014
OG0005495	AAEL008492	ADIR006227
OG0005496	AAEL008493	ADIR006223
OG0005497	AAEL008495	ADIR006219
OG0005498	AAEL008496	ADIR006224
OG0005499	AAEL008498	ADIR006222
OG0005500	AAEL008500	ADIR006228
OG0005501	AAEL008502	ADIR006220
OG0005502	AAEL008505	ADIR006226
OG0005503	AAEL008521	ADIR000840
OG0005505	AAEL008528	ADIR006394
OG0005506	AAEL008530	ADIR003921
OG0005507	AAEL008542	ADIR011688
OG0005508	AAEL008543	ADIR006397
OG0005509	AAEL008553	ADIR006396
OG0005510	AAEL008557	ADIR001565
OG0005511	AAEL008559	ADIR010719
OG0005512	AAEL008562	ADIR011518
OG0005513	AAEL008576	ADIR001980
OG0005514	AAEL008577	ADIR001982
OG0005515	AAEL008579	ADIR000328
OG0005516	AAEL008584	ADIR000489
OG0005517	AAEL008590	ADIR015995
OG0005518	AAEL008591	ADIR011124
OG0005519	AAEL008594	ADIR011132
OG0005520	AAEL008601	ADIR011133
OG0005521	AAEL008603	ADIR011134
OG0005522	AAEL008605	ADIR011131
OG0005523	AAEL008607	ADIR015987
OG0005524	AAEL008608	ADIR011250
OG0005525	AAEL008610	ADIR011130
OG0005526	AAEL008613	ADIR005406
OG0005527	AAEL008617	ADIR005409
OG0005528	AAEL008623	ADIR006064
OG0005529	AAEL008630	ADIR006065
OG0005530	AAEL008635	ADIR006060
OG0005531	AAEL008641	ADIR007892
OG0005532	AAEL008643	ADIR008062
OG0005533	AAEL008645	ADIR008659
OG0005534	AAEL008647	ADIR016080
OG0005535	AAEL008650	ADIR010541
OG0005536	AAEL008653	ADIR010543
OG0005537	AAEL008654	ADIR010551
OG0005538	AAEL008656	ADIR010546
OG0005539	AAEL008660	ADIR010545
OG0005540	AAEL008664	ADIR001089
OG0005541	AAEL008674	ADIR007792
OG0005542	AAEL008676	ADIR007791
OG0005543	AAEL008679	ADIR007789
OG0005544	AAEL008680	ADIR007793
OG0005545	AAEL008692	ADIR004917
OG0005546	AAEL008696	ADIR005116
OG0005547	AAEL008701	ADIR003205
OG0005548	AAEL008705	ADIR003206
OG0005549	AAEL008706	ADIR003202
OG0005550	AAEL008715	ADIR003214
OG0005551	AAEL008716	ADIR002260
OG0005552	AAEL008722	ADIR010153
OG0005553	AAEL008723	ADIR001894
OG0005554	AAEL008724	ADIR009505
OG0005555	AAEL008725	ADIR000268
OG0005556	AAEL008726	ADIR001895
OG0005557	AAEL008728	ADIR009504
OG0005558	AAEL008730	ADIR001893
OG0005559	AAEL008741	ADIR001890
OG0005560	AAEL008743	ADIR009652
OG0005561	AAEL008745	ADIR000213
OG0005562	AAEL008754	ADIR009445
OG0005563	AAEL008758	ADIR009449
OG0005564	AAEL008760	ADIR009447
OG0005566	AAEL008764	ADIR009444
OG0005567	AAEL008765	ADIR009446
OG0005568	AAEL008768	ADIR001619
OG0005569	AAEL008770	ADIR001618
OG0005570	AAEL008777	ADIR001620
OG0005571	AAEL008783	ADIR001617
OG0005572	AAEL008785	ADIR006466
OG0005573	AAEL008786	ADIR010602
OG0005574	AAEL008787	ADIR010593
OG0005575	AAEL008793	ADIR006526
OG0005576	AAEL008794	ADIR010595
OG0005577	AAEL008800	ADIR010594
OG0005578	AAEL008803	ADIR010601
OG0005579	AAEL008807	ADIR010596
OG0005580	AAEL008811	ADIR006527
OG0005581	AAEL008814	ADIR005481
OG0005582	AAEL008822	ADIR005802
OG0005583	AAEL008823	ADIR014781
OG0005584	AAEL008827	ADIR002425
OG0005585	AAEL008831	ADIR008388
OG0005586	AAEL008833	ADIR010976
OG0005588	AAEL008840	ADIR004823
OG0005589	AAEL008844	ADIR010983
OG0005590	AAEL008847	ADIR006857
OG0005591	AAEL008850	ADIR005040
OG0005592	AAEL008853	ADIR010977
OG0005593	AAEL008854	ADIR010975
OG0005594	AAEL008878	ADIR007506
OG0005595	AAEL008879	ADIR007507
OG0005596	AAEL008886	ADIR007648
OG0005597	AAEL008899	ADIR009174
OG0005598	AAEL008901	ADIR009170
OG0005599	AAEL008902	ADIR011544
OG0005600	AAEL008906	ADIR007801
OG0005601	AAEL008909	ADIR009780
OG0005602	AAEL008916	ADIR015688
OG0005603	AAEL008924	ADIR009963
OG0005604	AAEL008932	ADIR009960
OG0005605	AAEL008938	ADIR011645
OG0005606	AAEL008943	ADIR002389
OG0005607	AAEL008945	ADIR001132
OG0005608	AAEL008953	ADIR014488
OG0005609	AAEL008959	ADIR001413
OG0005610	AAEL009002	ADIR004310
OG0005611	AAEL009023	ADIR008909
OG0005612	AAEL009029	ADIR008907
OG0005613	AAEL009031	ADIR008842
OG0005614	AAEL009035	ADIR003900
OG0005615	AAEL009038	ADIR003901
OG0005616	AAEL009039	ADIR006454
OG0005617	AAEL009041	ADIR010166
OG0005618	AAEL009042	ADIR010167
OG0005619	AAEL009043	ADIR009938
OG0005620	AAEL009047	ADIR007835
OG0005621	AAEL009048	ADIR007836
OG0005622	AAEL009051	ADIR007837
OG0005623	AAEL009052	ADIR007839
OG0005624	AAEL009057	ADIR016043
OG0005625	AAEL009058	ADIR007032, ADIR001179
OG0005626	AAEL009059	ADIR006806
OG0005627	AAEL009061	ADIR011470
OG0005628	AAEL009063	ADIR006804
OG0005629	AAEL009068	ADIR006807
OG0005630	AAEL009070	ADIR001699
OG0005631	AAEL009072	ADIR001700
OG0005632	AAEL009074	ADIR008213
OG0005633	AAEL009075	ADIR007796
OG0005634	AAEL009078	ADIR008210
OG0005635	AAEL009080	ADIR008208
OG0005636	AAEL009084	ADIR008212
OG0005637	AAEL009085	ADIR008209
OG0005638	AAEL009086	ADIR007795
OG0005639	AAEL009088	ADIR007278
OG0005640	AAEL009089	ADIR008211
OG0005641	AAEL009090	ADIR001198
OG0005642	AAEL009093	ADIR003409
OG0005643	AAEL009099	ADIR003408
OG0005644	AAEL009100	ADIR003411
OG0005645	AAEL009101	ADIR003415
OG0005646	AAEL009105	ADIR003416
OG0005647	AAEL009109	ADIR006610
OG0005648	AAEL009132	ADIR016073
OG0005649	AAEL009140	ADIR014954
OG0005650	AAEL009142	ADIR006266
OG0005651	AAEL009148	ADIR004766
OG0005652	AAEL009149, AAEL023309	ADIR000894
OG0005653	AAEL009155	ADIR001537
OG0005654	AAEL009157	ADIR003964
OG0005655	AAEL009169	ADIR002891
OG0005656	AAEL009171	ADIR002890
OG0005657	AAEL009179	ADIR003515
OG0005658	AAEL009184	ADIR007173
OG0005659	AAEL009186	ADIR007174
OG0005660	AAEL009189	ADIR007171
OG0005661	AAEL009190	ADIR007111
OG0005662	AAEL009195	ADIR000557
OG0005663	AAEL009200	ADIR001726
OG0005664	AAEL009202	ADIR008161
OG0005665	AAEL009211	ADIR007239
OG0005666	AAEL009213	ADIR007233
OG0005667	AAEL009227	ADIR003584
OG0005668	AAEL009232	ADIR000148
OG0005669	AAEL009238	ADIR009216
OG0005670	AAEL009249	ADIR011654
OG0005671	AAEL009259	ADIR010943
OG0005672	AAEL009262	ADIR010937
OG0005673	AAEL009266	ADIR010946
OG0005674	AAEL009268	ADIR010942
OG0005675	AAEL009269	ADIR010945
OG0005676	AAEL009271	ADIR001753
OG0005677	AAEL009272	ADIR015745
OG0005678	AAEL009285	ADIR007203
OG0005679	AAEL009291	ADIR007207
OG0005680	AAEL009294	ADIR007202
OG0005681	AAEL009295	ADIR007212
OG0005682	AAEL009303	ADIR007206
OG0005683	AAEL009308	ADIR004421
OG0005684	AAEL009313	ADIR005517
OG0005685	AAEL009320	ADIR005514
OG0005686	AAEL009325	ADIR001511
OG0005687	AAEL009334	ADIR006138
OG0005688	AAEL012125, AAEL009339	ADIR006133
OG0005689	AAEL009342	ADIR006134
OG0005690	AAEL009345	ADIR006136
OG0005691	AAEL009367	ADIR009679
OG0005692	AAEL009371	ADIR009201
OG0005693	AAEL009373	ADIR002677
OG0005694	AAEL009374	ADIR001681
OG0005695	AAEL009376	ADIR003035
OG0005696	AAEL009377	ADIR002680
OG0005697	AAEL009380	ADIR003080
OG0005698	AAEL009382	ADIR003082
OG0005699	AAEL009383	ADIR002678
OG0005700	AAEL009385	ADIR010636
OG0005701	AAEL009387	ADIR000084
OG0005702	AAEL009388	ADIR002184
OG0005703	AAEL009389	ADIR002185
OG0005704	AAEL009392	ADIR001978
OG0005705	AAEL009398	ADIR009629
OG0005706	AAEL009400	ADIR009599
OG0005707	AAEL009401	ADIR001977
OG0005708	AAEL009402	ADIR001974
OG0005709	AAEL009407	ADIR001973
OG0005710	AAEL009413	ADIR002182
OG0005711	AAEL009414	ADIR011579
OG0005712	AAEL009415	ADIR011580
OG0005713	AAEL009416	ADIR007688
OG0005714	AAEL009421	ADIR009407
OG0005715	AAEL009422	ADIR009249
OG0005716	AAEL009424	ADIR009406
OG0005717	AAEL009427	ADIR004360
OG0005718	AAEL009429	ADIR009409
OG0005719	AAEL009430	ADIR009408
OG0005720	AAEL009431	ADIR009410
OG0005721	AAEL009445	ADIR008077
OG0005722	AAEL009465	ADIR003844
OG0005723	AAEL009474	ADIR000960
OG0005724	AAEL009483	ADIR001459
OG0005725	AAEL009493	ADIR001458
OG0005726	AAEL009495	ADIR002122
OG0005727	AAEL009496	ADIR000406
OG0005728	AAEL009501	ADIR002118
OG0005729	AAEL009509	ADIR007477
OG0005730	AAEL009510	ADIR002120
OG0005731	AAEL009512	ADIR005619
OG0005732	AAEL009530	ADIR001316
OG0005733	AAEL009531	ADIR005780
OG0005734	AAEL009533	ADIR000060
OG0005735	AAEL009534	ADIR000058
OG0005736	AAEL009541	ADIR000057
OG0005737	AAEL009542	ADIR000061
OG0005738	AAEL009547	ADIR009127
OG0005739	AAEL009584	ADIR005402
OG0005740	AAEL009585	ADIR001247
OG0005741	AAEL009589	ADIR008554
OG0005742	AAEL009592	ADIR005054
OG0005743	AAEL009593	ADIR005048
OG0005744	AAEL009595	ADIR009516
OG0005745	AAEL009604	ADIR009211
OG0005746	AAEL009607	ADIR009209
OG0005747	AAEL009608	ADIR009210
OG0005748	AAEL009611	ADIR009364
OG0005749	AAEL009616	ADIR006956
OG0005750	AAEL009623	ADIR009212
OG0005751	AAEL009629	ADIR002642
OG0005752	AAEL009635	ADIR004437
OG0005753	AAEL009636	ADIR004439
OG0005754	AAEL009640	ADIR004444
OG0005755	AAEL009646	ADIR001034
OG0005756	AAEL009647	ADIR001160
OG0005757	AAEL009662	ADIR002231
OG0005758	AAEL009666	ADIR009886
OG0005759	AAEL009668	ADIR009884
OG0005760	AAEL009675	ADIR009879
OG0005761	AAEL009676	ADIR009880
OG0005762	AAEL009677	ADIR001655
OG0005763	AAEL009678	ADIR009878
OG0005764	AAEL009679	ADIR009133
OG0005765	AAEL009681	ADIR009140
OG0005766	AAEL009686	ADIR009141
OG0005767	AAEL009691	ADIR009145
OG0005768	AAEL009698	ADIR006514
OG0005769	AAEL009700	ADIR006516
OG0005770	AAEL009702	ADIR006525
OG0005771	AAEL009703	ADIR006515
OG0005772	AAEL009704	ADIR006519
OG0005773	AAEL009705	ADIR006518
OG0005774	AAEL009706	ADIR006524
OG0005775	AAEL025644, AAEL009712	ADIR008919
OG0005776	AAEL009719	ADIR005878
OG0005777	AAEL009723	ADIR004712
OG0005778	AAEL009731	ADIR008796
OG0005779	AAEL009733	ADIR008797
OG0005780	AAEL009735	ADIR008801
OG0005781	AAEL009745	ADIR011165
OG0005783	AAEL009754	ADIR005596
OG0005784	AAEL009759	ADIR003234
OG0005785	AAEL009762	ADIR004119
OG0005786	AAEL009764	ADIR004122
OG0005787	AAEL009766	ADIR001322
OG0005788	AAEL009777	ADIR001175
OG0005789	AAEL009782	ADIR001411
OG0005790	AAEL009789	ADIR002204
OG0005791	AAEL009806	ADIR002208
OG0005792	AAEL009810	ADIR008042
OG0005793	AAEL009813	ADIR004084
OG0005794	AAEL009818	ADIR004109
OG0005795	AAEL009828	ADIR003691
OG0005796	AAEL009829	ADIR003690
OG0005797	AAEL009838	ADIR010028
OG0005798	AAEL009847	ADIR010038
OG0005799	AAEL009851	ADIR010031
OG0005800	AAEL009859	ADIR007870
OG0005801	AAEL009861	ADIR007868
OG0005802	AAEL009862	ADIR007873
OG0005803	AAEL009864	ADIR015503
OG0005804	AAEL009871	ADIR011009
OG0005805	AAEL009874	ADIR001217
OG0005806	AAEL009876	ADIR001534
OG0005807	AAEL009878	ADIR001355
OG0005808	AAEL009879	ADIR002818
OG0005809	AAEL009880	ADIR006437
OG0005810	AAEL009882	ADIR002819
OG0005811	AAEL009887	ADIR002458
OG0005812	AAEL009891	ADIR002782
OG0005813	AAEL009892	ADIR002784
OG0005814	AAEL009898	ADIR003352
OG0005815	AAEL009899	ADIR008306
OG0005816	AAEL009908	ADIR008308
OG0005817	AAEL009909	ADIR003353
OG0005818	AAEL009912	ADIR002896
OG0005819	AAEL009914	ADIR014283
OG0005820	AAEL009924	ADIR009069
OG0005821	AAEL009926	ADIR015981
OG0005822	AAEL009944	ADIR011082
OG0005823	AAEL009946	ADIR011084
OG0005824	AAEL009949	ADIR009078
OG0005825	AAEL009957	ADIR004290
OG0005826	AAEL009958	ADIR004285
OG0005827	AAEL009960	ADIR004299
OG0005828	AAEL009974	ADIR004297
OG0005829	AAEL025676, AAEL009980	ADIR002200
OG0005830	AAEL009981	ADIR005879
OG0005831	AAEL009991	ADIR010749
OG0005832	AAEL009999	ADIR006665
OG0005833	AAEL010003	ADIR006668
OG0005834	AAEL010007	ADIR006664
OG0005835	AAEL010017	ADIR008040
OG0005836	AAEL010018	ADIR001662
OG0005837	AAEL010021	ADIR008700
OG0005838	AAEL010027	ADIR003699
OG0005839	AAEL010032	ADIR007759
OG0005840	AAEL010040	ADIR005109
OG0005841	AAEL010042	ADIR005110
OG0005842	AAEL010043	ADIR005108
OG0005843	AAEL010046	ADIR002400
OG0005844	AAEL010047	ADIR002396
OG0005845	AAEL010052	ADIR002402
OG0005846	AAEL010053	ADIR002401
OG0005847	AAEL010054	ADIR003066
OG0005848	AAEL010057	ADIR003063
OG0005849	AAEL010058	ADIR003064
OG0005851	AAEL010063	ADIR009903
OG0005852	AAEL010068	ADIR002701
OG0005853	AAEL010073	ADIR009456
OG0005854	AAEL010077	ADIR009455
OG0005855	AAEL010078	ADIR001637
OG0005856	AAEL010081	ADIR001642
OG0005857	AAEL010082	ADIR001636
OG0005858	AAEL010083	ADIR001641
OG0005859	AAEL010084	ADIR001639
OG0005860	AAEL010085	ADIR001638
OG0005861	AAEL010086	ADIR001644
OG0005862	AAEL010102	ADIR007301
OG0005863	AAEL010105	ADIR007304
OG0005864	AAEL010109	ADIR016050
OG0005865	AAEL010112	ADIR007311
OG0005866	AAEL010116	ADIR006209
OG0005867	AAEL010119	ADIR006207
OG0005868	AAEL010123	ADIR006204
OG0005869	AAEL010135	ADIR006781
OG0005870	AAEL010136	ADIR006780
OG0005871	AAEL010141	ADIR006782
OG0005872	AAEL010142	ADIR000717
OG0005873	AAEL010143	ADIR000714
OG0005874	AAEL010146	ADIR000712
OG0005875	AAEL010159	ADIR002533
OG0005876	AAEL010168	ADIR002534
OG0005877	AAEL010170	ADIR010016
OG0005878	AAEL010171	ADIR010014
OG0005879	AAEL010177	ADIR010019
OG0005880	AAEL010180	ADIR015813
OG0005881	AAEL010181	ADIR002532
OG0005882	AAEL010193	ADIR000321
OG0005883	AAEL010197	ADIR000322
OG0005884	AAEL010200	ADIR000324
OG0005885	AAEL010205	ADIR002368
OG0005886	AAEL010206	ADIR011658
OG0005887	AAEL010217	ADIR009991
OG0005888	AAEL010220	ADIR008936
OG0005889	AAEL010221	ADIR008939
OG0005890	AAEL010223	ADIR009993
OG0005891	AAEL010224	ADIR008938
OG0005892	AAEL010230	ADIR011345
OG0005893	AAEL010245	ADIR000063
OG0005894	AAEL010248	ADIR000064
OG0005895	AAEL010249	ADIR000065
OG0005896	AAEL010253	ADIR000062
OG0005897	AAEL010254	ADIR002049
OG0005898	AAEL010256	ADIR000066
OG0005899	AAEL010262	ADIR005041
OG0005900	AAEL010276	ADIR010096
OG0005901	AAEL010284	ADIR004042
OG0005902	AAEL010294	ADIR004043
OG0005903	AAEL010296	ADIR004041
OG0005904	AAEL010299	ADIR002319
OG0005905	AAEL010306	ADIR010768
OG0005906	AAEL010308	ADIR015516
OG0005907	AAEL010315	ADIR002320
OG0005908	AAEL010316	ADIR010764
OG0005909	AAEL010317	ADIR010766
OG0005910	AAEL010321	ADIR010769
OG0005911	AAEL010322	ADIR002299
OG0005912	AAEL010326	ADIR002298
OG0005913	AAEL010334	ADIR006142
OG0005914	AAEL010336	ADIR005090
OG0005915	AAEL010340	ADIR005089
OG0005916	AAEL010341	ADIR005093
OG0005917	AAEL010342	ADIR000677
OG0005918	AAEL010343	ADIR016008
OG0005919	AAEL010345	ADIR005094
OG0005920	AAEL010347	ADIR005091
OG0005921	AAEL010349	ADIR005088
OG0005922	AAEL010353	ADIR004382
OG0005923	AAEL010359	ADIR004385
OG0005924	AAEL010362	ADIR004383
OG0005925	AAEL010368	ADIR004174
OG0005926	AAEL010371	ADIR015843
OG0005927	AAEL010373	ADIR004175
OG0005928	AAEL010377	ADIR007424
OG0005929	AAEL010388	ADIR007425
OG0005930	AAEL010401	ADIR015592
OG0005931	AAEL010402	ADIR005414
OG0005932	AAEL010403	ADIR009045
OG0005933	AAEL010408	ADIR009048
OG0005934	AAEL010427	ADIR006568
OG0005935	AAEL010430	ADIR008489
OG0005936	AAEL010433	ADIR010690
OG0005937	AAEL010437	ADIR010687
OG0005938	AAEL010444	ADIR011552
OG0005939	AAEL010445	ADIR011548
OG0005940	AAEL010447	ADIR009199
OG0005941	AAEL010450	ADIR009484
OG0005942	AAEL010453	ADIR011549
OG0005943	AAEL010455	ADIR011550
OG0005944	AAEL010459	ADIR009485
OG0005945	AAEL010467	ADIR002613
OG0005946	AAEL010469	ADIR006646
OG0005947	AAEL010470	ADIR005278
OG0005948	AAEL010471	ADIR002609
OG0005949	AAEL010472	ADIR002616
OG0005950	AAEL010473	ADIR005279, ADIR002617
OG0005951	AAEL010474	ADIR002615
OG0005952	AAEL010476	ADIR008339
OG0005953	AAEL010486	ADIR008336
OG0005954	AAEL010491	ADIR006120
OG0005955	AAEL010496	ADIR006118
OG0005956	AAEL010502	ADIR006122
OG0005957	AAEL010504	ADIR008676
OG0005958	AAEL010505	ADIR008675
OG0005959	AAEL010506	ADIR008674
OG0005960	AAEL010508	ADIR008677
OG0005961	AAEL010514	ADIR000399
OG0005963	AAEL010520	ADIR007764
OG0005964	AAEL010523	ADIR003613
OG0005965	AAEL010529	ADIR003616
OG0005966	AAEL010538	ADIR005127
OG0005967	AAEL010541	ADIR011400
OG0005968	AAEL010551	ADIR011331
OG0005969	AAEL010559	ADIR001068
OG0005970	AAEL010564	ADIR000916
OG0005972	AAEL010570	ADIR000919
OG0005973	AAEL010572	ADIR004143
OG0005974	AAEL010577	ADIR005439
OG0005975	AAEL010581	ADIR001661
OG0005976	AAEL010585	ADIR006871
OG0005977	AAEL010590	ADIR005438
OG0005978	AAEL010592	ADIR008300
OG0005979	AAEL010596	ADIR005437
OG0005980	AAEL010602	ADIR005720
OG0005981	AAEL010607	ADIR005718
OG0005982	AAEL010608	ADIR005721
OG0005983	AAEL010610	ADIR005719
OG0005984	AAEL010623	ADIR002955
OG0005985	AAEL010625	ADIR002957
OG0005986	AAEL010627	ADIR002954
OG0005987	AAEL010641	ADIR006815
OG0005988	AAEL010642	ADIR003970
OG0005989	AAEL010650	ADIR010236
OG0005990	AAEL010655	ADIR007349
OG0005991	AAEL010657	ADIR003803
OG0005992	AAEL010661	ADIR008682
OG0005993	AAEL010663	ADIR015552
OG0005994	AAEL010665	ADIR008683
OG0005995	AAEL010678	ADIR016216
OG0005996	AAEL010679	ADIR003804
OG0005997	AAEL010682	ADIR006369
OG0005998	AAEL010684	ADIR006371
OG0005999	AAEL010685	ADIR005107
OG0006000	AAEL010688	ADIR006370
OG0006001	AAEL010689	ADIR005104
OG0006002	AAEL010694	ADIR004320
OG0006003	AAEL010710	ADIR001257
OG0006004	AAEL010711	ADIR001367
OG0006005	AAEL010712	ADIR001258
OG0006006	AAEL010728	ADIR005006
OG0006007	AAEL010730	ADIR005008
OG0006008	AAEL010731	ADIR006185
OG0006009	AAEL010733	ADIR006186
OG0006010	AAEL010738	ADIR005084
OG0006011	AAEL010743	ADIR006184
OG0006012	AAEL010749	ADIR009830
OG0006013	AAEL010755	ADIR009826
OG0006014	AAEL010756	ADIR005261
OG0006015	AAEL010759	ADIR010342
OG0006016	AAEL010760	ADIR009829
OG0006017	AAEL010762	ADIR000199
OG0006018	AAEL010764	ADIR011480
OG0006019	AAEL010766	ADIR011482
OG0006020	AAEL010777	ADIR011486
OG0006021	AAEL010779	ADIR011481
OG0006022	AAEL010783	ADIR011476
OG0006023	AAEL010784	ADIR010644
OG0006024	AAEL010787	ADIR005337
OG0006025	AAEL010793	ADIR005335
OG0006026	AAEL010794	ADIR005336
OG0006027	AAEL010796	ADIR008933
OG0006028	AAEL010797	ADIR008926
OG0006029	AAEL010798	ADIR008922
OG0006030	AAEL010800	ADIR008930
OG0006031	AAEL010801	ADIR008929
OG0006032	AAEL010802	ADIR008931
OG0006033	AAEL010803	ADIR008925
OG0006034	AAEL010808	ADIR002628
