Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0004726	LOC129793472	ASTEI20_044936
OG0004727	LOC129789909	ASTEI20_033435
OG0004728	LOC129792141	ASTEI20_031102
OG0004729	LOC129793650	ASTEI20_031737
OG0004730	LOC129792663	ASTEI20_033556
OG0004731	LOC129792245	ASTEI20_044790
OG0004732	LOC129792238	ASTEI20_040982
OG0004733	LOC129794194	ASTEI20_031312
OG0004734	LOC129793264	ASTEI20_032492
OG0004735	LOC129797499	ASTEI20_031133
OG0004736	LOC129797509	ASTEI20_044514
OG0004737	LOC129797738	ASTEI20_041475
OG0004738	LOC129793454	ASTEI20_045865
OG0004739	LOC129797603	ASTEI20_043726
OG0004740	LOC129797723	ASTEI20_036081
OG0004741	LOC129797511	ASTEI20_040720
OG0004742	LOC129793470	ASTEI20_035569
OG0004743	LOC129797692	ASTEI20_044559
OG0004745	LOC129789525	ASTEI20_044131
OG0004746	LOC129793386	ASTEI20_040019
OG0004747	LOC129788733	ASTEI20_035483
OG0004748	LOC129793373	ASTEI20_038004
OG0004749	LOC129790184	ASTEI20_034665
OG0004750	LOC129788559	ASTEI20_034658
OG0004751	LOC129788381	ASTEI20_042759
OG0004752	LOC129793619	ASTEI20_034547
OG0004753	LOC129791080	ASTEI20_045796
OG0004754	LOC129797482	ASTEI20_038710
OG0004755	LOC129796063	ASTEI20_042684
OG0004756	LOC129790010	ASTEI20_042969
OG0004757	LOC129794134	ASTEI20_039880
OG0004758	LOC129794192	ASTEI20_040980
OG0004759	LOC129794191	ASTEI20_033009
OG0004760	LOC129786738	ASTEI20_044185
OG0004761	LOC129790003	ASTEI20_040780
OG0004762	LOC129789855	ASTEI20_038162
OG0004763	LOC129790008	ASTEI20_034650
OG0004764	LOC129791014	ASTEI20_044551
OG0004765	LOC129795203, LOC129795323	ASTEI20_032105
OG0004766	LOC129788461	ASTEI20_030969
OG0004767	LOC129795306	ASTEI20_044569
OG0004768	LOC129790852	ASTEI20_045184
OG0004769	LOC129789896	ASTEI20_040578
OG0004770	LOC129789574	ASTEI20_041206
OG0004771	LOC129793152	ASTEI20_041686
OG0004772	LOC129786559	ASTEI20_044589
OG0004773	LOC129789837	ASTEI20_034781
OG0004774	LOC129786999	ASTEI20_035587
OG0004775	LOC129797096	ASTEI20_041213
OG0004777	LOC129787757	ASTEI20_039098
OG0004778	LOC129788129	ASTEI20_043478
OG0004779	LOC129786216	ASTEI20_041321
OG0004780	LOC129793721	ASTEI20_042773
OG0004781	LOC129787953	ASTEI20_044192
OG0004782	LOC129797857	ASTEI20_034789
OG0004783	LOC129788965	ASTEI20_042352
OG0004785	LOC129790685	ASTEI20_039538
OG0004786	LOC129790661	ASTEI20_033160
OG0004787	LOC129791057	ASTEI20_042392
OG0004788	LOC129792406	ASTEI20_045788
OG0004789	LOC129797798	ASTEI20_031482
OG0004790	LOC129789304	ASTEI20_038487
OG0004791	LOC129789260	ASTEI20_033936
OG0004792	LOC129791537	ASTEI20_031800
OG0004793	LOC129797470	ASTEI20_038511
OG0004794	LOC129791058	ASTEI20_045594
OG0004795	LOC129795122	ASTEI20_039816
OG0004796	LOC129795120	ASTEI20_030911
OG0004797	LOC129795194	ASTEI20_041061
OG0004798	LOC129795121	ASTEI20_039686
OG0004799	LOC129786573	ASTEI20_044259
OG0004800	LOC129791953	ASTEI20_038228
OG0004801	LOC129796130	ASTEI20_038719
OG0004802	LOC129796699	ASTEI20_044975
OG0004803	LOC129795905	ASTEI20_038047
OG0004804	LOC129786279	ASTEI20_038499
OG0004805	LOC129797301	ASTEI20_034521
OG0004806	LOC129787169	ASTEI20_042911
OG0004807	LOC129790301	ASTEI20_046060
OG0004808	LOC129790369	ASTEI20_031075
OG0004809	LOC129787165	ASTEI20_045646
OG0004810	LOC129792941	ASTEI20_040109
OG0004811	LOC129792623	ASTEI20_037777
OG0004812	LOC129788671	ASTEI20_040362
OG0004814	LOC129789392	ASTEI20_035156
OG0004815	LOC129797492	ASTEI20_031957
OG0004816	LOC129796599	ASTEI20_042251
OG0004817	LOC129795627	ASTEI20_037519
OG0004818	LOC129796592	ASTEI20_038705
OG0004819	LOC129796036	ASTEI20_040185
OG0004820	LOC129795410	ASTEI20_037045
OG0004821	LOC129787432	ASTEI20_040987
OG0004823	LOC129794637	ASTEI20_043499
OG0004825	LOC129796996	ASTEI20_039351
OG0004826	LOC129796374	ASTEI20_039573
OG0004827	LOC129796886	ASTEI20_044286
OG0004828	LOC129790538	ASTEI20_039288
OG0004829	LOC129790630	ASTEI20_042855
OG0004830	LOC129788969	ASTEI20_038011
OG0004831	LOC129788669	ASTEI20_043736
OG0004832	LOC129793727	ASTEI20_041532
OG0004833	LOC129789731	ASTEI20_041393
OG0004834	LOC129789665	ASTEI20_044220
OG0004835	LOC129789678	ASTEI20_039296
OG0004836	LOC129789707	ASTEI20_041992
OG0004837	LOC129790313	ASTEI20_045227
OG0004838	LOC129790605	ASTEI20_033799
OG0004839	LOC129789770	ASTEI20_042631
OG0004840	LOC129793954	ASTEI20_037789
OG0004841	LOC129793419	ASTEI20_044751
OG0004842	LOC129787558	ASTEI20_043746
OG0004843	LOC129792215	ASTEI20_043688
OG0004844	LOC129788864	ASTEI20_041856
OG0004845	LOC129791131	ASTEI20_031103
OG0004846	LOC129792311	ASTEI20_044745
OG0004847	LOC129797446	ASTEI20_043205
OG0004848	LOC129797749	ASTEI20_040957
OG0004849	LOC129794935	ASTEI20_044367
OG0004850	LOC129796077	ASTEI20_041846
OG0004851	LOC129791404	ASTEI20_034523
OG0004852	LOC129788943	ASTEI20_045359
OG0004853	LOC129790193	ASTEI20_045304
OG0004854	LOC129789901	ASTEI20_032818
OG0004855	LOC129790290	ASTEI20_042921
OG0004856	LOC129790287	ASTEI20_035489
OG0004857	LOC129788952	ASTEI20_038609
OG0004858	LOC129792206	ASTEI20_043575
OG0004859	LOC129789870	ASTEI20_040721
OG0004860	LOC129794025	ASTEI20_045467
OG0004861	LOC129788144	ASTEI20_036027
OG0004862	LOC129789824	ASTEI20_032704
OG0004863	LOC129789874	ASTEI20_034513
OG0004864	LOC129787609	ASTEI20_038050
OG0004865	LOC129787559	ASTEI20_042439
OG0004866	LOC129787594	ASTEI20_033014
OG0004867	LOC129787636	ASTEI20_045559
OG0004868	LOC129797137	ASTEI20_033482
OG0004869	LOC129786985	ASTEI20_040895
OG0004870	LOC129786423	ASTEI20_038448
OG0004871	LOC129797730	ASTEI20_042080
OG0004872	LOC129797494	ASTEI20_032990
OG0004873	LOC129786834	ASTEI20_041354
OG0004874	LOC129786416	ASTEI20_043845
OG0004875	LOC129786480	ASTEI20_037383
OG0004876	LOC129789075	ASTEI20_044063
OG0004877	LOC129789055	ASTEI20_035785
OG0004878	LOC129789313	ASTEI20_037549
OG0004879	LOC129789453	ASTEI20_040709
OG0004880	LOC129789438	ASTEI20_032496
OG0004881	LOC129789044	ASTEI20_031277
OG0004882	LOC129789314	ASTEI20_031139
OG0004883	LOC129786686	ASTEI20_034493
OG0004884	LOC129791196	ASTEI20_032327
OG0004885	LOC129787496	ASTEI20_043846
OG0004886	LOC129797375	ASTEI20_038841
OG0004887	LOC129787554	ASTEI20_041290
OG0004888	LOC129795647	ASTEI20_037630
OG0004889	LOC129797422	ASTEI20_032994
OG0004890	LOC129795409	ASTEI20_045609
OG0004891	LOC129793646	ASTEI20_031061
OG0004892	LOC129787516	ASTEI20_033047
OG0004893	LOC129793639	ASTEI20_038608
OG0004895	LOC129795371	ASTEI20_037733
OG0004896	LOC129795751	ASTEI20_032946
OG0004897	LOC129794114	ASTEI20_038847
OG0004898	LOC129796347	ASTEI20_044041
OG0004899	LOC129786916	ASTEI20_037608
OG0004900	LOC129793255	ASTEI20_045523
OG0004901	LOC129790918	ASTEI20_035023
OG0004903	LOC129786435	ASTEI20_043477
OG0004905	LOC129793222	ASTEI20_043108
OG0004906	LOC129795475	ASTEI20_043922
OG0004907	LOC129793231	ASTEI20_042144
OG0004908	LOC129786388	ASTEI20_042309
OG0004909	LOC129786378	ASTEI20_035592
OG0004910	LOC129797358	ASTEI20_031767
OG0004911	LOC129787956	ASTEI20_034350
OG0004912	LOC129787995	ASTEI20_036125
OG0004913	LOC129795591	ASTEI20_042997
OG0004914	LOC129792001	ASTEI20_042395
OG0004915	LOC129792990	ASTEI20_035929
OG0004916	LOC129792958	ASTEI20_039698
OG0004917	LOC129792974	ASTEI20_037851
OG0004918	LOC129793516	ASTEI20_043921
OG0004919	LOC129790459	ASTEI20_042365
OG0004920	LOC129792931	ASTEI20_040126
OG0004921	LOC129796866	ASTEI20_033941
OG0004922	LOC129796239	ASTEI20_044125
OG0004923	LOC129790654	ASTEI20_032026
OG0004924	LOC129796399	ASTEI20_039005
OG0004925	LOC129786642	ASTEI20_033000
OG0004926	LOC129796226	ASTEI20_045459
OG0004928	LOC129787645	ASTEI20_037550
OG0004929	LOC129786392	ASTEI20_042054
OG0004930	LOC129788501	ASTEI20_031839
OG0004931	LOC129790057	ASTEI20_043197
OG0004932	LOC129788201	ASTEI20_042804
OG0004933	LOC129789229	ASTEI20_033428
OG0004934	LOC129791939	ASTEI20_040380
OG0004935	LOC129788202	ASTEI20_042265
OG0004936	LOC129786661	ASTEI20_046027
OG0004937	LOC129789209	ASTEI20_034181
OG0004938	LOC129786286	ASTEI20_038730
OG0004939	LOC129796509	ASTEI20_031832
OG0004940	LOC129785842	ASTEI20_041922
OG0004941	LOC129790579	ASTEI20_037922
OG0004942	LOC129786745	ASTEI20_038254
OG0004943	LOC129787050	ASTEI20_039427
OG0004944	LOC129791399	ASTEI20_038371
OG0004945	LOC129796227	ASTEI20_036106
OG0004946	LOC129796205	ASTEI20_042048
OG0004948	LOC129793412	ASTEI20_040248
OG0004949	LOC129789125	ASTEI20_033586
OG0004950	LOC129793513	ASTEI20_039192
OG0004951	LOC129796247	ASTEI20_043387
OG0004952	LOC129795181	ASTEI20_045871
OG0004953	LOC129787290	ASTEI20_039322
OG0004954	LOC129785860	ASTEI20_035786
OG0004956	LOC129796944	ASTEI20_042212
OG0004957	LOC129797507	ASTEI20_045686
OG0004958	LOC129797120	ASTEI20_032999
OG0004959	LOC129787664	ASTEI20_036974
OG0004960	LOC129797404	ASTEI20_032368
OG0004961	LOC129796968	ASTEI20_043363
OG0004962	LOC129787099	ASTEI20_034426
OG0004963	LOC129786041	ASTEI20_045196
OG0004964	LOC129797173	ASTEI20_045630
OG0004965	LOC129789733	ASTEI20_031038
OG0004966	LOC129789674	ASTEI20_033178
OG0004967	LOC129787927	ASTEI20_042247
OG0004968	LOC129793568	ASTEI20_033076
OG0004969	LOC129795964	ASTEI20_032102
OG0004970	LOC129791283	ASTEI20_042665
OG0004971	LOC129793004	ASTEI20_036069
OG0004972	LOC129787187	ASTEI20_037639
OG0004973	LOC129791605	ASTEI20_031749
OG0004974	LOC129794133	ASTEI20_044503
OG0004975	LOC129791412	ASTEI20_037539
OG0004976	LOC129787320	ASTEI20_035485
OG0004977	LOC129791609	ASTEI20_036626
OG0004978	LOC129787957	ASTEI20_037144
OG0004979	LOC129786316	ASTEI20_045338
OG0004980	LOC129797837	ASTEI20_031379
OG0004981	LOC129791765	ASTEI20_044242
OG0004982	LOC129792684	ASTEI20_039380
OG0004983	LOC129794017	ASTEI20_034117
OG0004985	LOC129792691	ASTEI20_032811
OG0004986	LOC129793990	ASTEI20_038860
OG0004987	LOC129789422	ASTEI20_034235
OG0004988	LOC129789431	ASTEI20_039113
OG0004989	LOC129789398	ASTEI20_043462
OG0004990	LOC129789412	ASTEI20_041654
OG0004991	LOC129787560	ASTEI20_036566
OG0004992	LOC129797757	ASTEI20_034722
OG0004993	LOC129795718	ASTEI20_033948, ASTEI20_033333
OG0004994	LOC129787551	ASTEI20_032024
OG0004995	LOC129795899	ASTEI20_044875
OG0004996	LOC129787503	ASTEI20_030910
OG0004997	LOC129792028	ASTEI20_032586
OG0004998	LOC129792110	ASTEI20_042463
OG0004999	LOC129795704	ASTEI20_031254
OG0005000	LOC129795618	ASTEI20_034138
OG0005001	LOC129794410	ASTEI20_036315
OG0005002	LOC129791911	ASTEI20_045390
OG0005003	LOC129787449	ASTEI20_034087
OG0005004	LOC129792487	ASTEI20_040790
OG0005005	LOC129787442	ASTEI20_035223
OG0005006	LOC129787455	ASTEI20_042958
OG0005007	LOC129790234	ASTEI20_038951
OG0005008	LOC129791384	ASTEI20_044635
OG0005009	LOC129791357	ASTEI20_033078
OG0005010	LOC129791345	ASTEI20_041209
OG0005011	LOC129790162	ASTEI20_042438
OG0005012	LOC129790282	ASTEI20_034621
OG0005013	LOC129790229	ASTEI20_038436
OG0005014	LOC129788659	ASTEI20_040613
OG0005015	LOC129789007	ASTEI20_032484
OG0005016	LOC129788931	ASTEI20_044866
OG0005017	LOC129788870	ASTEI20_038819
OG0005018	LOC129794096	ASTEI20_039760
OG0005019	LOC129790696	ASTEI20_044592, ASTEI20_037990
OG0005020	LOC129789128	ASTEI20_033218
OG0005021	LOC129791730	ASTEI20_035644
OG0005022	LOC129789601	ASTEI20_042835
OG0005023	LOC129788966	ASTEI20_034698
OG0005024	LOC129789149	ASTEI20_039707
OG0005025	LOC129796814	ASTEI20_034992
OG0005026	LOC129793779	ASTEI20_030944
OG0005027	LOC129793839	ASTEI20_031520
OG0005028	LOC129797605	ASTEI20_045768
OG0005029	LOC129790980	ASTEI20_033505
OG0005030	LOC129789691	ASTEI20_031476
OG0005032	LOC129796779	ASTEI20_032337
OG0005033	LOC129786587	ASTEI20_033892
OG0005034	LOC129797187	ASTEI20_035565
OG0005035	LOC129787324	ASTEI20_036697
OG0005036	LOC129789124	ASTEI20_036220
OG0005037	LOC129792160	ASTEI20_032363
OG0005038	LOC129790410	ASTEI20_039316
OG0005039	LOC129791071	ASTEI20_035739
OG0005040	LOC129789019	ASTEI20_031738
OG0005041	LOC129790748	ASTEI20_034078
OG0005042	LOC129788355	ASTEI20_044871
OG0005043	LOC129790124	ASTEI20_030812
OG0005044	LOC129792301	ASTEI20_040363
OG0005045	LOC129792789	ASTEI20_045798
OG0005046	LOC129792749	ASTEI20_033143
OG0005047	LOC129797041	ASTEI20_045975
OG0005048	LOC129792752	ASTEI20_036972
OG0005049	LOC129792594	ASTEI20_041691
OG0005050	LOC129792696	ASTEI20_030822
OG0005051	LOC129797693	ASTEI20_042267
OG0005052	LOC129792699	ASTEI20_043735
OG0005053	LOC129791768	ASTEI20_033539
OG0005054	LOC129786683	ASTEI20_044728
OG0005055	LOC129797008	ASTEI20_036120
OG0005056	LOC129797340	ASTEI20_032387
OG0005057	LOC129786413	ASTEI20_043651
OG0005058	LOC129797047	ASTEI20_037957
OG0005059	LOC129797251	ASTEI20_044576
OG0005060	LOC129789796	ASTEI20_031740
OG0005061	LOC129790293	ASTEI20_034780
OG0005062	LOC129790475	ASTEI20_045987
OG0005063	LOC129788951	ASTEI20_038515
OG0005064	LOC129790058	ASTEI20_033778
OG0005066	LOC129796523	ASTEI20_045432
OG0005067	LOC129792402	ASTEI20_045460
OG0005068	LOC129792409	ASTEI20_043410
OG0005069	LOC129790280	ASTEI20_043730
OG0005070	LOC129786601	ASTEI20_035654, ASTEI20_032910
OG0005071	LOC129791442	ASTEI20_044427
OG0005072	LOC129786172	ASTEI20_031013, ASTEI20_037518
OG0005073	LOC129797352	ASTEI20_040808
OG0005074	LOC129796006	ASTEI20_040348
OG0005075	LOC129786425	ASTEI20_044722
OG0005076	LOC129791443	ASTEI20_039964
OG0005077	LOC129788425	ASTEI20_033593
OG0005078	LOC129788430	ASTEI20_035102
OG0005079	LOC129791160	ASTEI20_031599
OG0005080	LOC129795793	ASTEI20_032950
OG0005081	LOC129795796	ASTEI20_043089
OG0005082	LOC129790844	ASTEI20_038160
OG0005083	LOC129788462	ASTEI20_031225
OG0005084	LOC129788468	ASTEI20_031488
OG0005085	LOC129787667	ASTEI20_034886
OG0005086	LOC129787675	ASTEI20_037182
OG0005088	LOC129787234	ASTEI20_043295
OG0005089	LOC129787060	ASTEI20_031125
OG0005090	LOC129790727	ASTEI20_045847
OG0005091	LOC129788705	ASTEI20_036286
OG0005092	LOC129786986	ASTEI20_045887
OG0005093	LOC129791840	ASTEI20_035348
OG0005094	LOC129792825	ASTEI20_032008
OG0005095	LOC129797410	ASTEI20_033355
OG0005096	LOC129787695	ASTEI20_044758
OG0005097	LOC129794959	ASTEI20_034715
OG0005098	LOC129791905	ASTEI20_045406
OG0005099	LOC129794462	ASTEI20_036083
OG0005100	LOC129796811	ASTEI20_043561
OG0005101	LOC129788068	ASTEI20_043259
OG0005102	LOC129794650	ASTEI20_043166
OG0005103	LOC129792981	ASTEI20_036000
OG0005104	LOC129794460	ASTEI20_040264
OG0005105	LOC129796685	ASTEI20_042778
OG0005106	LOC129796661	ASTEI20_039440
OG0005107	LOC129795689	ASTEI20_043544
OG0005108	LOC129796099	ASTEI20_042801
OG0005109	LOC129786110	ASTEI20_037104
OG0005110	LOC129786152	ASTEI20_031535
OG0005111	LOC129796585	ASTEI20_041795
OG0005112	LOC129796024	ASTEI20_033738
OG0005113	LOC129792251	ASTEI20_041903
OG0005114	LOC129795840	ASTEI20_041105
OG0005115	LOC129795868	ASTEI20_030829
OG0005116	LOC129795430	ASTEI20_040422
OG0005117	LOC129787178	ASTEI20_041172
OG0005118	LOC129790449	ASTEI20_039206
OG0005119	LOC129790861	ASTEI20_045473
OG0005120	LOC129790450	ASTEI20_035619
OG0005121	LOC129792440	ASTEI20_032934
OG0005122	LOC129797471	ASTEI20_041015
OG0005123	LOC129792450	ASTEI20_040974
OG0005124	LOC129797449	ASTEI20_040119
OG0005125	LOC129797697	ASTEI20_030865
OG0005126	LOC129797718	ASTEI20_042551
OG0005127	LOC129797711	ASTEI20_035356
OG0005128	LOC129788887	ASTEI20_032172
OG0005129	LOC129786136	ASTEI20_044319
OG0005130	LOC129795579	ASTEI20_036893
OG0005131	LOC129794599	ASTEI20_032674
OG0005132	LOC129794128	ASTEI20_045343
OG0005133	LOC129794001	ASTEI20_041030
OG0005134	LOC129792249	ASTEI20_036075
OG0005135	LOC129794010	ASTEI20_030800
OG0005136	LOC129793695	ASTEI20_042470
OG0005137	LOC129793150	ASTEI20_034434
OG0005138	LOC129792250	ASTEI20_041544
OG0005139	LOC129793486	ASTEI20_045545
OG0005140	LOC129788398	ASTEI20_035993
OG0005141	LOC129788456	ASTEI20_031221
OG0005142	LOC129788690	ASTEI20_040795
OG0005143	LOC129787604	ASTEI20_039226
OG0005144	LOC129797684	ASTEI20_042178
OG0005145	LOC129797278	ASTEI20_031683
OG0005146	LOC129794906	ASTEI20_042341
OG0005147	LOC129794758	ASTEI20_032066
OG0005148	LOC129791022	ASTEI20_040814
OG0005149	LOC129787828	ASTEI20_037764
OG0005150	LOC129787330	ASTEI20_045260
OG0005151	LOC129789561	ASTEI20_044107
OG0005152	LOC129793934	ASTEI20_035085
OG0005153	LOC129788512	ASTEI20_042181
OG0005155	LOC129789349	ASTEI20_039108
OG0005156	LOC129790043	ASTEI20_044714
OG0005157	LOC129788490	ASTEI20_030891
OG0005158	LOC129790812	ASTEI20_044137
OG0005159	LOC129786694	ASTEI20_043305
OG0005161	LOC129788911	ASTEI20_033464
OG0005162	LOC129786704	ASTEI20_039600
OG0005164	LOC129786689	ASTEI20_032668
OG0005165	LOC129795562	ASTEI20_039501
OG0005166	LOC129787534	ASTEI20_040190
OG0005167	LOC129792237	ASTEI20_040875
OG0005168	LOC129786942	ASTEI20_035133
OG0005169	LOC129795277	ASTEI20_040374
OG0005170	LOC129790166	ASTEI20_042682
OG0005171	LOC129795385	ASTEI20_037657
OG0005172	LOC129796437	ASTEI20_039543
OG0005173	LOC129795614	ASTEI20_045669, ASTEI20_042655
OG0005174	LOC129796475	ASTEI20_042511
OG0005175	LOC129786880, LOC129795716	ASTEI20_039405
OG0005176	LOC129795493	ASTEI20_042044
OG0005177	LOC129792326	ASTEI20_038920
OG0005178	LOC129794903	ASTEI20_041704
OG0005179	LOC129792915	ASTEI20_041142
OG0005180	LOC129793574	ASTEI20_037820
OG0005181	LOC129793797	ASTEI20_042331
OG0005182	LOC129793280	ASTEI20_042931, ASTEI20_033013
OG0005183	LOC129791208	ASTEI20_045840
OG0005184	LOC129788576	ASTEI20_038019
OG0005185	LOC129797438	ASTEI20_035906
OG0005187	LOC129793851	ASTEI20_038981
OG0005188	LOC129797419	ASTEI20_037713
OG0005189	LOC129793601	ASTEI20_036488
OG0005190	LOC129792870	ASTEI20_031372
OG0005191	LOC129791432	ASTEI20_034222
OG0005192	LOC129793975	ASTEI20_039109
OG0005193	LOC129794938	ASTEI20_038686
OG0005194	LOC129786141	ASTEI20_034705
OG0005195	LOC129791973	ASTEI20_043531, ASTEI20_037616
OG0005196	LOC129792019	ASTEI20_044343
OG0005197	LOC129788924	ASTEI20_032152
OG0005198	LOC129793620	ASTEI20_037813
OG0005199	LOC129793506	ASTEI20_031264
OG0005200	LOC129795433	ASTEI20_044997
OG0005201	LOC129794212	ASTEI20_035706
OG0005202	LOC129793623	ASTEI20_044779, ASTEI20_045724
OG0005203	LOC129794211	ASTEI20_039693
OG0005204	LOC129797813	ASTEI20_041037
OG0005205	LOC129789928	ASTEI20_038090
OG0005206	LOC129797143	ASTEI20_036404
OG0005207	LOC129790336	ASTEI20_041812
OG0005208	LOC129791139	ASTEI20_038456
OG0005209	LOC129793393	ASTEI20_045879
OG0005210	LOC129789528	ASTEI20_038291
OG0005211	LOC129796499	ASTEI20_037594
OG0005212	LOC129796341	ASTEI20_042193
OG0005213	LOC129794667	ASTEI20_035383
OG0005214	LOC129796434	ASTEI20_034085
OG0005215	LOC129794665	ASTEI20_037069
OG0005216	LOC129796015	ASTEI20_032615
OG0005217	LOC129794838	ASTEI20_031034
OG0005218	LOC129795929	ASTEI20_041967
OG0005219	LOC129793817	ASTEI20_042891
OG0005220	LOC129787943	ASTEI20_034774
OG0005221	LOC129789589	ASTEI20_032049
OG0005222	LOC129797039	ASTEI20_037180
OG0005223	LOC129792239	ASTEI20_032446
OG0005224	LOC129794984	ASTEI20_034690
OG0005225	LOC129788391	ASTEI20_037999
OG0005226	LOC129795875	ASTEI20_031655
OG0005227	LOC129794885	ASTEI20_039450
OG0005228	LOC129795842	ASTEI20_044802
OG0005229	LOC129794033	ASTEI20_033001
OG0005230	LOC129795852	ASTEI20_037658
OG0005231	LOC129795480	ASTEI20_036767
OG0005232	LOC129788982	ASTEI20_036347
OG0005233	LOC129796115	ASTEI20_032593
OG0005234	LOC129787507	ASTEI20_033693
OG0005235	LOC129791610	ASTEI20_034455
OG0005236	LOC129794202	ASTEI20_031542
OG0005237	LOC129796630	ASTEI20_038725
OG0005238	LOC129794216	ASTEI20_039235
OG0005239	LOC129788840	ASTEI20_037710
OG0005240	LOC129788141	ASTEI20_040432
OG0005241	LOC129790807	ASTEI20_035630
OG0005242	LOC129792142	ASTEI20_043667
OG0005243	LOC129796817	ASTEI20_033756
OG0005244	LOC129796889	ASTEI20_031187
OG0005245	LOC129795728	ASTEI20_040284
OG0005246	LOC129789848	ASTEI20_031639
OG0005247	LOC129792221	ASTEI20_031983
OG0005248	LOC129789905	ASTEI20_041756
OG0005249	LOC129794657	ASTEI20_038273
OG0005250	LOC129787416	ASTEI20_031172
OG0005251	LOC129795177	ASTEI20_046075
OG0005252	LOC129794685	ASTEI20_042087
OG0005253	LOC129794800	ASTEI20_037562
OG0005254	LOC129794675	ASTEI20_036677
OG0005255	LOC129793467	ASTEI20_041171
OG0005256	LOC129791639	ASTEI20_042974
OG0005257	LOC129792242	ASTEI20_045498
OG0005258	LOC129792983	ASTEI20_031095
OG0005259	LOC129797775	ASTEI20_040503
OG0005260	LOC129791179	ASTEI20_035047
OG0005261	LOC129797596	ASTEI20_045761
OG0005262	LOC129797638	ASTEI20_043569
OG0005263	LOC129792401	ASTEI20_033498
OG0005264	LOC129791174	ASTEI20_043589
OG0005265	LOC129794221	ASTEI20_032144
OG0005266	LOC129793369	ASTEI20_036002, ASTEI20_042154
OG0005267	LOC129786219	ASTEI20_045339
OG0005268	LOC129790907	ASTEI20_033348
OG0005269	LOC129790128	ASTEI20_038671
OG0005270	LOC129787086	ASTEI20_032877
OG0005271	LOC129797865	ASTEI20_035737
OG0005272	LOC129785911	ASTEI20_034518
OG0005273	LOC129787764	ASTEI20_039750
OG0005274	LOC129793621	ASTEI20_037754
OG0005275	LOC129795553	ASTEI20_041033
OG0005276	LOC129788683	ASTEI20_043288
OG0005277	LOC129786047	ASTEI20_040689
OG0005278	LOC129788026	ASTEI20_041512
OG0005279	LOC129792391	ASTEI20_033216
OG0005280	LOC129786241	ASTEI20_031142
OG0005281	LOC129785978	ASTEI20_038364
OG0005282	LOC129787518	ASTEI20_031863
OG0005283	LOC129788404	ASTEI20_034889
OG0005284	LOC129791834	ASTEI20_034450
OG0005285	LOC129787740	ASTEI20_045618
OG0005286	LOC129786739	ASTEI20_041858
OG0005287	LOC129786749	ASTEI20_042534
OG0005288	LOC129793314	ASTEI20_044606
