Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0005492	LOC129789750	AMIN010232
OG0005493	LOC129790350	AMIN016022
OG0005494	LOC129787010	AMIN010237
OG0005495	LOC129791429	AMIN009680
OG0005496	LOC129788906	AMIN009675
OG0005497	LOC129790784	AMIN009671
OG0005498	LOC129788888	AMIN009676
OG0005499	LOC129790788	AMIN009674
OG0005500	LOC129789676	AMIN009681
OG0005501	LOC129790791	AMIN009672
OG0005502	LOC129789668	AMIN009679
OG0005503	LOC129787533	AMIN005215
OG0005505	LOC129786517	AMIN002703
OG0005506	LOC129789031	AMIN005626
OG0005507	LOC129788960	AMIN005334
OG0005508	LOC129795845	AMIN002706
OG0005509	LOC129795885	AMIN002705
OG0005510	LOC129792724	AMIN007353
OG0005511	LOC129791843	AMIN003054
OG0005512	LOC129793493	AMIN011614
OG0005513	LOC129795412	AMIN008572
OG0005514	LOC129796704	AMIN008570
OG0005515	LOC129795440	AMIN008895
OG0005516	LOC129795653	AMIN009369
OG0005517	LOC129790819	AMIN016194
OG0005518	LOC129791166	AMIN005937
OG0005519	LOC129790608	AMIN005929
OG0005520	LOC129790917	AMIN005928
OG0005521	LOC129790863	AMIN005927
OG0005522	LOC129790391	AMIN005930
OG0005523	LOC129790525	AMIN005935
OG0005524	LOC129787795	AMIN006183
OG0005525	LOC129790097	AMIN005931
OG0005526	LOC129788047	AMIN004740
OG0005527	LOC129797862	AMIN004743
OG0005528	LOC129788052	AMIN001840
OG0005529	LOC129789710	AMIN001839
OG0005530	LOC129790197	AMIN001844
OG0005531	LOC129788002	AMIN011069
OG0005532	LOC129786456	AMIN011239
OG0005533	LOC129787961	AMIN007613
OG0005534	LOC129786409	AMIN011237
OG0005535	LOC129787830	AMIN003271
OG0005536	LOC129797669	AMIN003268
OG0005537	LOC129790257	AMIN003260
OG0005538	LOC129790048	AMIN003265
OG0005539	LOC129790286	AMIN003266
OG0005540	LOC129788049	AMIN002021
OG0005541	LOC129794327	AMIN011166
OG0005542	LOC129794326	AMIN011167
OG0005543	LOC129792636	AMIN011169
OG0005544	LOC129794329	AMIN011165
OG0005545	LOC129791028	AMIN001392
OG0005546	LOC129792157	AMIN009512
OG0005547	LOC129795982	AMIN002806
OG0005548	LOC129795925	AMIN002807
OG0005549	LOC129795485	AMIN002804
OG0005550	LOC129786803	AMIN002814
OG0005551	LOC129789063	AMIN008255
OG0005552	LOC129796370	AMIN003612
OG0005553	LOC129787473	AMIN008646
OG0005554	LOC129796358	AMIN008659
OG0005555	LOC129789355	AMIN009031
OG0005556	LOC129795431	AMIN008645
OG0005557	LOC129795498	AMIN008660
OG0005558	LOC129794806	AMIN008647
OG0005559	LOC129795966	AMIN008651
OG0005560	LOC129796495	AMIN008224
OG0005561	LOC129786108	AMIN009009
OG0005563	LOC129796624	AMIN006502
OG0005564	LOC129795360	AMIN006505
OG0005565	LOC129796621	AMIN006515
OG0005566	LOC129794933	AMIN006510
OG0005567	LOC129795265	AMIN006506
OG0005568	LOC129792199	AMIN011472
OG0005569	LOC129793234	AMIN011473
OG0005570	LOC129792196	AMIN011471
OG0005571	LOC129793204	AMIN011474
OG0005572	LOC129788346	AMIN002791
OG0005573	LOC129796149	AMIN004849
OG0005574	LOC129797503	AMIN004627
OG0005575	LOC129796438	AMIN002880
OG0005576	LOC129797622	AMIN004857
OG0005577	LOC129797735	AMIN004858
OG0005578	LOC129796207	AMIN004851
OG0005579	LOC129789318	AMIN004856
OG0005580	LOC129790322	AMIN002881
OG0005581	LOC129786825	AMIN004811
OG0005582	LOC129786124	AMIN003125
OG0005583	LOC129786682	AMIN014281
OG0005584	LOC129790770	AMIN003347
OG0005585	LOC129790830	AMIN000354
OG0005586	LOC129791957	AMIN006313
OG0005588	LOC129795636	AMIN001490
OG0005589	LOC129789965	AMIN006306
OG0005590	LOC129792650	AMIN009073
OG0005591	LOC129792667	AMIN009435
OG0005592	LOC129789016	AMIN006311
OG0005593	LOC129786918	AMIN006314
OG0005594	LOC129793833	AMIN010981
OG0005595	LOC129793832	AMIN010982
OG0005596	LOC129792740	AMIN007900
OG0005597	LOC129795911	AMIN008118
OG0005598	LOC129797207	AMIN008113
OG0005599	LOC129793921	AMIN007056
OG0005600	LOC129791579	AMIN011156
OG0005601	LOC129788171	AMIN006493
OG0005602	LOC129792558	AMIN010224
OG0005603	LOC129794688	AMIN002204
OG0005604	LOC129794499	AMIN002203
OG0005605	LOC129790299	AMIN001222
OG0005606	LOC129788379	AMIN003385
OG0005608	LOC129787260	AMIN005768
OG0005609	LOC129790380	AMIN005581
OG0005610	LOC129794297	AMIN007634
OG0005611	LOC129793205	AMIN004010
OG0005612	LOC129796375	AMIN004008
OG0005613	LOC129791751	AMIN011570
OG0005614	LOC129792840	AMIN010710
OG0005615	LOC129788204, LOC129792841	AMIN010712
OG0005616	LOC129794880	AMIN003741
OG0005617	LOC129785907	AMIN002179
OG0005618	LOC129788135	AMIN002178
OG0005619	LOC129797786	AMIN016228
OG0005620	LOC129792733	AMIN011124
OG0005621	LOC129792786	AMIN011123
OG0005622	LOC129789761	AMIN011122
OG0005623	LOC129792791	AMIN011121
OG0005624	LOC129790473	AMIN006089
OG0005626	LOC129789975	AMIN001665
OG0005627	LOC129788605	AMIN009840
OG0005628	LOC129791213	AMIN001663
OG0005629	LOC129789862	AMIN001666
OG0005630	LOC129797656	AMIN010759
OG0005631	LOC129788191	AMIN010758
OG0005632	LOC129792052	AMIN010570
OG0005633	LOC129793413	AMIN011161
OG0005634	LOC129793866	AMIN010567
OG0005635	LOC129793460	AMIN010565
OG0005636	LOC129793330	AMIN010569
OG0005637	LOC129793464	AMIN010566
OG0005638	LOC129796184	AMIN011163
OG0005639	LOC129793360	AMIN010479
OG0005640	LOC129793868	AMIN010568
OG0005641	LOC129789115	AMIN000818
OG0005642	LOC129796312	AMIN000234
OG0005643	LOC129796856	AMIN000235
OG0005645	LOC129797690	AMIN003183
OG0005646	LOC129796058	AMIN003184
OG0005649	LOC129796571	AMIN005988
OG0005650	LOC129788980	AMIN009717
OG0005653	LOC129790721	AMIN005772
OG0005654	LOC129789291	AMIN002048
OG0005655	LOC129785980	AMIN002971
OG0005656	LOC129785997	AMIN002970
OG0005657	LOC129796095	AMIN003904
OG0005659	LOC129791945	AMIN010900
OG0005660	LOC129791783	AMIN010903
OG0005661	LOC129792502	AMIN010208
OG0005662	LOC129796119	AMIN008945
OG0005663	LOC129795985	AMIN015975
OG0005664	LOC129795994	AMIN008912
OG0005665	LOC129791769	AMIN010447
OG0005666	LOC129791770	AMIN010443
OG0005667	LOC129793484	AMIN010040
OG0005668	LOC129796081	AMIN008845
OG0005669	LOC129792574	AMIN008166
OG0005670	LOC129790821	AMIN001229
OG0005671	LOC129788620	AMIN006348
OG0005672	LOC129788619	AMIN006354
OG0005673	LOC129788622	AMIN006345
OG0005674	LOC129788614	AMIN006349
OG0005675	LOC129788618	AMIN006346
OG0005676	LOC129786567	AMIN008444
OG0005677	LOC129797043	AMIN007350
OG0005678	LOC129794075	AMIN010414
OG0005679	LOC129791898	AMIN010418
OG0005680	LOC129792217	AMIN010413
OG0005681	LOC129792123	AMIN015776
OG0005682	LOC129790800	AMIN010417
OG0005683	LOC129786421	AMIN004923
OG0005684	LOC129792771	AMIN004114
OG0005685	LOC129785839	AMIN004111
OG0005686	LOC129792437	AMIN005410
OG0005687	LOC129787094	AMIN001750
OG0005688	LOC129791006	AMIN001758
OG0005689	LOC129790386	AMIN001755
OG0005690	LOC129790361	AMIN001753
OG0005691	LOC129796200	AMIN004443
OG0005692	LOC129795465	AMIN008144
OG0005693	LOC129790412	AMIN000447
OG0005694	LOC129797815	AMIN011408
OG0005695	LOC129790722	AMIN000449
OG0005696	LOC129793767	AMIN000445
OG0005697	LOC129791804	AMIN000495
OG0005698	LOC129793502	AMIN000497
OG0005699	LOC129796423	AMIN000448
OG0005700	LOC129786354	AMIN000884
OG0005701	LOC129796401	AMIN008374
OG0005702	LOC129797542	AMIN004302
OG0005703	LOC129797647	AMIN004301
OG0005704	LOC129796294	AMIN008574
OG0005705	LOC129795931	AMIN008730
OG0005706	LOC129796199	AMIN008961
OG0005707	LOC129795574	AMIN008575
OG0005708	LOC129793761	AMIN008576
OG0005709	LOC129795408	AMIN008577
OG0005710	LOC129797586	AMIN016127
OG0005711	LOC129796161	AMIN007024
OG0005712	LOC129796122	AMIN007023
OG0005713	LOC129786087	AMIN007942
OG0005714	LOC129789122	AMIN006737
OG0005715	LOC129792385	AMIN011644
OG0005716	LOC129791585	AMIN006735
OG0005717	LOC129793645	AMIN011606
OG0005718	LOC129796400	AMIN006739
OG0005719	LOC129790638	AMIN006738
OG0005720	LOC129789121	AMIN006740
OG0005721	LOC129792954	AMIN008008
OG0005722	LOC129791104	AMIN007307
OG0005723	LOC129788790	AMIN005287
OG0005724	LOC129790776, LOC129790777	AMIN001976
OG0005725	LOC129790775	AMIN001975
OG0005726	LOC129794674	AMIN004249
OG0005727	LOC129794598	AMIN008193
OG0005728	LOC129788015	AMIN004252
OG0005729	LOC129793196	AMIN010954
OG0005730	LOC129793852	AMIN004250
OG0005731	LOC129796089	AMIN009224
OG0005732	LOC129790846	AMIN005320
OG0005733	LOC129790823	AMIN005319
OG0005734	LOC129796577	AMIN008294
OG0005735	LOC129796561	AMIN008297
OG0005736	LOC129795427	AMIN008298
OG0005737	LOC129794644	AMIN008293
OG0005738	LOC129796387	AMIN007474
OG0005739	LOC129787400	AMIN004736
OG0005740	LOC129790381	AMIN005464
OG0005741	LOC129786499	AMIN007163
OG0005742	LOC129788061	AMIN009448
OG0005743	LOC129788058	AMIN009443
OG0005744	LOC129785956	AMIN006953
OG0005745	LOC129793244	AMIN008158
OG0005746	LOC129793158	AMIN008155
OG0005747	LOC129793254	AMIN008157
OG0005748	LOC129787183	AMIN006697
OG0005749	LOC129792358	AMIN008074
OG0005750	LOC129793986	AMIN008160
OG0005751	LOC129786083	AMIN000747
OG0005752	LOC129787210	AMIN004908
OG0005753	LOC129790666	AMIN004907
OG0005754	LOC129790678	AMIN004901
OG0005755	LOC129789381	AMIN005272
OG0005756	LOC129790581	AMIN005695
OG0005757	LOC129795827	AMIN008230
OG0005758	LOC129797421	AMIN002426
OG0005759	LOC129789833	AMIN002424
OG0005760	LOC129795744	AMIN002418
OG0005761	LOC129796356	AMIN002419
OG0005762	LOC129793120	AMIN011438
OG0005763	LOC129795442	AMIN002417
OG0005765	LOC129789706	AMIN007448
OG0005766	LOC129795159	AMIN007446
OG0005767	LOC129786637	AMIN007445
OG0005768	LOC129787680	AMIN002868
OG0005769	LOC129786376	AMIN002870
OG0005770	LOC129796039	AMIN002879
OG0005771	LOC129795907	AMIN002869
OG0005772	LOC129796590	AMIN002873
OG0005773	LOC129788192	AMIN002872
OG0005774	LOC129796069	AMIN002878
OG0005775	LOC129787247	AMIN000151
OG0005776	LOC129787755	AMIN000089
OG0005777	LOC129797493	AMIN001039
OG0005778	LOC129794222, LOC129794858	AMIN011389
OG0005779	LOC129793270	AMIN011388
OG0005780	LOC129796208	AMIN011384
OG0005781	LOC129788949	AMIN015770
OG0005783	LOC129787154	AMIN006569
OG0005784	LOC129793966	AMIN002833
OG0005785	LOC129787570	AMIN005367
OG0005786	LOC129787556	AMIN005364
OG0005787	LOC129789670	AMIN005302
OG0005788	LOC129789072	AMIN005715
OG0005789	LOC129788739	AMIN005583
OG0005790	LOC129792604	AMIN004284
OG0005791	LOC129795330	AMIN004282
OG0005792	LOC129793318	AMIN011259
OG0005793	LOC129792089	AMIN001120
OG0005794	LOC129793321	AMIN001096
OG0005795	LOC129793505	AMIN010138
OG0005796	LOC129793538	AMIN010137
OG0005797	LOC129787505	AMIN002273
OG0005798	LOC129786639	AMIN002283
OG0005799	LOC129787500	AMIN002274
OG0005800	LOC129793282	AMIN011094
OG0005801	LOC129793281	AMIN011095
OG0005802	LOC129793287	AMIN011091
OG0005805	LOC129789123	AMIN005507
OG0005806	LOC129789101	AMIN001083
OG0005807	LOC129790042	AMIN005485
OG0005808	LOC129797682	AMIN000398
OG0005809	LOC129786596	AMIN000688
OG0005810	LOC129797597	AMIN000399
OG0005811	LOC129797157	AMIN000545
OG0005812	LOC129797466	AMIN000365
OG0005813	LOC129792353	AMIN000367
OG0005814	LOC129796787	AMIN000294
OG0005815	LOC129787754	AMIN000941
OG0005816	LOC129787977	AMIN000939
OG0005817	LOC129792290	AMIN000293
OG0005818	LOC129788600	AMIN002979
OG0005820	LOC129786467	AMIN000122
OG0005821	LOC129793167	AMIN015874
OG0005822	LOC129790930	AMIN005977
OG0005823	LOC129791001	AMIN005975
OG0005824	LOC129787870	AMIN000113
OG0005825	LOC129794097	AMIN007654
OG0005826	LOC129794083	AMIN007660
OG0005827	LOC129794888	AMIN007645
OG0005828	LOC129794161	AMIN007648
OG0005830	LOC129788173	AMIN000090
OG0005831	LOC129795832	AMIN008493
OG0005832	LOC129787857	AMIN004583
OG0005833	LOC129786519	AMIN004585
OG0005834	LOC129787856	AMIN004582
OG0005835	LOC129791640	AMIN011261
OG0005836	LOC129791565	AMIN011430
OG0005837	LOC129791592	AMIN010846
OG0005838	LOC129787603	AMIN010147
OG0005839	LOC129797849	AMIN011201
OG0005840	LOC129788482	AMIN009506
OG0005841	LOC129792260	AMIN009507
OG0005842	LOC129785852	AMIN009505
OG0005843	LOC129796772	AMIN003373
OG0005844	LOC129793900	AMIN003378
OG0005845	LOC129788009	AMIN003371
OG0005846	LOC129786507	AMIN003372
OG0005847	LOC129796632	AMIN000481
OG0005848	LOC129793275	AMIN000477
OG0005849	LOC129797589	AMIN000478
OG0005850	LOC129788397	AMIN003085
OG0005851	LOC129797010	AMIN003557
OG0005852	LOC129795171	AMIN000428
OG0005853	LOC129787517	AMIN006446
OG0005854	LOC129787619	AMIN006445
OG0005855	LOC129794079	AMIN011459
OG0005856	LOC129794218	AMIN011453
OG0005857	LOC129794124	AMIN011460
OG0005858	LOC129793218	AMIN011454
OG0005859	LOC129794064	AMIN011456
OG0005860	LOC129792996	AMIN011458
OG0005861	LOC129792374	AMIN011451
OG0005862	LOC129790916	AMIN010500
OG0005863	LOC129792682	AMIN010503
OG0005865	LOC129792139	AMIN010510
OG0005866	LOC129790246	AMIN009660
OG0005867	LOC129790401	AMIN009659
OG0005868	LOC129789898	AMIN009656
OG0005869	LOC129788722	AMIN001640
OG0005870	LOC129797080	AMIN001639
OG0005871	LOC129788542	AMIN001641
OG0005872	LOC129787166	AMIN006374
OG0005873	LOC129786105	AMIN006371
OG0005874	LOC129789321	AMIN006369
OG0005875	LOC129787515	AMIN002925
OG0005876	LOC129789939	AMIN002926
OG0005877	LOC129786520	AMIN002261
OG0005878	LOC129791379	AMIN002259
OG0005879	LOC129786522	AMIN002264
OG0005881	LOC129796932	AMIN002924
OG0005882	LOC129795582	AMIN008901
OG0005883	LOC129795552, LOC129795533	AMIN008900
OG0005884	LOC129795502	AMIN008898
OG0005885	LOC129797645	AMIN005382
OG0005886	LOC129797545	AMIN005533
OG0005887	LOC129792777	AMIN002235
OG0005888	LOC129786162	AMIN000839
OG0005889	LOC129786092	AMIN000836
OG0005890	LOC129792334	AMIN002237
OG0005891	LOC129786014	AMIN000837
OG0005892	LOC129789779	AMIN009589
OG0005893	LOC129796326	AMIN008353
OG0005894	LOC129795657	AMIN008354
OG0005895	LOC129795747	AMIN008355
OG0005896	LOC129796421	AMIN008352
OG0005897	LOC129797108	AMIN008349
OG0005898	LOC129795469	AMIN008356
OG0005900	LOC129796147	AMIN002339
OG0005901	LOC129793625	AMIN001163
OG0005902	LOC129793677	AMIN001161
OG0005903	LOC129797573	AMIN001164
OG0005904	LOC129796659	AMIN008515
OG0005905	LOC129795111	AMIN008511
OG0005906	LOC129796666	AMIN015504
OG0005907	LOC129796658	AMIN008514
OG0005908	LOC129796194	AMIN008507
OG0005909	LOC129794894	AMIN008509
OG0005910	LOC129796128	AMIN008512
OG0005911	LOC129789137	AMIN008528
OG0005912	LOC129788071	AMIN008529
OG0005913	LOC129791247	AMIN001747
OG0005914	LOC129797473	AMIN009485
OG0005915	LOC129792692	AMIN009484
OG0005916	LOC129792299	AMIN009488
OG0005917	LOC129789626	AMIN001683
OG0005918	LOC129792911	AMIN009490
OG0005919	LOC129787239	AMIN009489
OG0005920	LOC129794333	AMIN009486
OG0005921	LOC129795557	AMIN009483
OG0005922	LOC129796097	AMIN004425
OG0005923	LOC129788506	AMIN004428
OG0005924	LOC129791891	AMIN004426
OG0005925	LOC129793835	AMIN011343
OG0005926	LOC129792686	AMIN016049
OG0005927	LOC129793836	AMIN011342
OG0005928	LOC129786844	AMIN007975
OG0005929	LOC129785874	AMIN007976
OG0005930	LOC129786304	AMIN004219
OG0005931	LOC129788193	AMIN004748
OG0005932	LOC129786307	AMIN000011
OG0005933	LOC129786302	AMIN000014
OG0005934	LOC129787984	AMIN004053
OG0005935	LOC129797276	AMIN004150
OG0005936	LOC129794339	AMIN003020
OG0005937	LOC129787974	AMIN004149
OG0005938	LOC129794994	AMIN007049
OG0005939	LOC129796046	AMIN007052
OG0005941	LOC129796274	AMIN008683
OG0005942	LOC129797777	AMIN007051
OG0005943	LOC129796156	AMIN007050
OG0005944	LOC129796610	AMIN008682
OG0005945	LOC129786487	AMIN004679
OG0005946	LOC129792559	AMIN004562
OG0005947	LOC129786170	AMIN003000
OG0005948	LOC129787426	AMIN004683
OG0005949	LOC129786125	AMIN002999
OG0005951	LOC129788156	AMIN002998
OG0005952	LOC129795153	AMIN000904
OG0005953	LOC129793809	AMIN000907
OG0005954	LOC129789675	AMIN001774
OG0005955	LOC129788413	AMIN001777
OG0005956	LOC129789554	AMIN001772
OG0005957	LOC129794328	AMIN007594
OG0005958	LOC129792285	AMIN007595
OG0005959	LOC129792284	AMIN007596
OG0005960	LOC129792162	AMIN007593
OG0005961	LOC129795361	AMIN008186
OG0005962	LOC129787421	AMIN002590
OG0005963	LOC129792086	AMIN011196
OG0005964	LOC129792272	AMIN010069
OG0005965	LOC129791694	AMIN010072
OG0005966	LOC129791453	AMIN009522
OG0005967	LOC129788971	AMIN009409
OG0005968	LOC129788357	AMIN009601
OG0005969	LOC129788761	AMIN005275
OG0005970	LOC129791211	AMIN005118
OG0005971	LOC129790167	AMIN005777
OG0005972	LOC129789889	AMIN016232
OG0005973	LOC129793552	AMIN010621
OG0005974	LOC129786676	AMIN004769
OG0005975	LOC129791674	AMIN011431
OG0005976	LOC129792580	AMIN007565
OG0005977	LOC129786675	AMIN004768
OG0005978	LOC129797082	AMIN000947
OG0005979	LOC129786665	AMIN004767
OG0005980	LOC129794867	AMIN004985
OG0005981	LOC129794684	AMIN004983
OG0005982	LOC129794869	AMIN004986
OG0005983	LOC129794863	AMIN004984
OG0005984	LOC129786278	AMIN000959
OG0005985	LOC129786269	AMIN000961
OG0005986	LOC129786264	AMIN000958
OG0005987	LOC129792603	AMIN009107
OG0005988	LOC129789434	AMIN001190
OG0005989	LOC129791994	AMIN003946
OG0005990	LOC129792233	AMIN007765
OG0005991	LOC129792003	AMIN010679
OG0005992	LOC129793572	AMIN010828
OG0005993	LOC129792387	AMIN015516
OG0005994	LOC129793518	AMIN010830
OG0005995	LOC129792051	AMIN016223
OG0005996	LOC129791951	AMIN010678
OG0005997	LOC129789613	AMIN006059
OG0005998	LOC129789737	AMIN006057
OG0005999	LOC129785866	AMIN009504
OG0006000	LOC129789718	AMIN006058
OG0006001	LOC129785826	AMIN009502
OG0006002	LOC129793229	AMIN007621
OG0006003	LOC129790635	AMIN002098
OG0006004	LOC129793936	AMIN005231
OG0006005	LOC129790637	AMIN002097
OG0006006	LOC129791159	AMIN001530
OG0006007	LOC129797085	AMIN001529
OG0006008	LOC129790340	AMIN009637
OG0006009	LOC129786493	AMIN009638
OG0006010	LOC129788587	AMIN009479
OG0006011	LOC129790265	AMIN009636
OG0006012	LOC129797325	AMIN007504
OG0006013	LOC129789864	AMIN007510
OG0006014	LOC129797331	AMIN015530
OG0006015	LOC129786303	AMIN002532
OG0006016	LOC129787641	AMIN007505
OG0006017	LOC129787566	AMIN008692
OG0006018	LOC129790486	AMIN009849
OG0006019	LOC129790500	AMIN009851
OG0006020	LOC129791387	AMIN009854
OG0006021	LOC129793906, LOC129794505	AMIN009850
OG0006022	LOC129790503	AMIN009846
OG0006023	LOC129789935	AMIN000878
OG0006024	LOC129790841	AMIN004021
OG0006025	LOC129797254	AMIN004019
OG0006026	LOC129790331	AMIN004020
OG0006027	LOC129785960	AMIN000162
OG0006028	LOC129797179	AMIN000157
OG0006029	LOC129796888	AMIN000153
OG0006030	LOC129787279	AMIN000160
OG0006031	LOC129792213	AMIN000159
OG0006032	LOC129787287	AMIN000161
OG0006033	LOC129787670	AMIN000156
OG0006034	LOC129797004	AMIN000194
OG0006035	LOC129797228	AMIN000201
OG0006036	LOC129786160	AMIN000193
OG0006037	LOC129796827	AMIN003073
OG0006038	LOC129790549	AMIN015784
OG0006039	LOC129791858	AMIN000191
OG0006040	LOC129794868	AMIN000202
OG0006041	LOC129794822	AMIN000200
OG0006042	LOC129797013	AMIN015787
OG0006044	LOC129791570	AMIN007907
OG0006045	LOC129792978	AMIN007910
OG0006046	LOC129791645	AMIN007909
OG0006047	LOC129793930	AMIN010977
OG0006048	LOC129788853	AMIN005786
OG0006049	LOC129790532	AMIN005787
OG0006050	LOC129793618	AMIN005788
OG0006051	LOC129791016	AMIN005494
OG0006052	LOC129791067	AMIN010716
OG0006054	LOC129792600	AMIN010653
OG0006055	LOC129792146	AMIN011419
OG0006056	LOC129792091	AMIN011425
OG0006057	LOC129790173	AMIN015880
OG0006058	LOC129791023	AMIN000229
OG0006059	LOC129785994	AMIN003302
OG0006060	LOC129792011	AMIN008091
OG0006061	LOC129795428	AMIN008852
OG0006062	LOC129788697	AMIN002064
OG0006063	LOC129789017	AMIN005675
OG0006064	LOC129788978	AMIN002056
OG0006065	LOC129786437	AMIN002693
OG0006066	LOC129791137	AMIN002960
OG0006067	LOC129791197	AMIN002963
OG0006068	LOC129786457	AMIN002694
OG0006069	LOC129786544	AMIN002695
OG0006070	LOC129797575	AMIN002690
OG0006071	LOC129796242	AMIN002691
OG0006072	LOC129788865	AMIN001940
OG0006073	LOC129793566	AMIN015603
OG0006074	LOC129793715	AMIN010863
OG0006075	LOC129793051	AMIN007776
OG0006076	LOC129793564	AMIN010862
OG0006077	LOC129792584	AMIN007774
OG0006078	LOC129793714	AMIN011658
OG0006079	LOC129793771	AMIN003614
OG0006080	LOC129796390	AMIN002794
OG0006081	LOC129794796	AMIN002793
OG0006083	LOC129795175	AMIN008486
OG0006084	LOC129794335	AMIN011481
OG0006085	LOC129790900	AMIN005133
OG0006086	LOC129790540	AMIN002642
OG0006087	LOC129792766	AMIN003950
OG0006088	LOC129796597	AMIN004259
OG0006090	LOC129792612	AMIN010242
OG0006091	LOC129791607	AMIN010240
OG0006092	LOC129796861	AMIN010243
OG0006093	LOC129797001	AMIN007503
OG0006094	LOC129797758	AMIN007502
OG0006095	LOC129791368	AMIN001200
OG0006096	LOC129794870	AMIN001199
OG0006097	LOC129791274	AMIN001203
OG0006098	LOC129785896	AMIN007222
OG0006099	LOC129786640	AMIN006657
OG0006100	LOC129797853	AMIN006658
OG0006101	LOC129786725	AMIN006655
OG0006102	LOC129785888	AMIN007223
OG0006103	LOC129793878	AMIN002834
