Orthogroup	LlongipalpisASM	Aalbopictus_AalbF5
OG0004275	LOC129797620	LOC109402954
OG0004276	LOC129788646	LOC109419871
OG0004277	LOC129794068	LOC109419873
OG0004278	LOC129789884	LOC109415713
OG0004279	LOC129787880	LOC115264191
OG0004280	LOC129787100	LOC109402928
OG0004281	LOC129794174	LOC109420705
OG0004282	LOC129788635	LOC109420702
OG0004283	LOC129786979	LOC109402949
OG0004284	LOC129786747	LOC109406392
OG0004285	LOC129790903	LOC109411427
OG0004286	LOC129795286	LOC115267759
OG0004287	LOC129795516	LOC109409866
OG0004288	LOC129790180	LOC109428856
OG0004289	LOC129796070	LOC109428850
OG0004290	LOC129797127	LOC109427577
OG0004291	LOC129790338	LOC109429943
OG0004292	LOC129791305	LOC109427583
OG0004293	LOC129788514	LOC109427582
OG0004294	LOC129790330	LOC109398321
OG0004295	LOC129792159	LOC109408026
OG0004298	LOC129786603	LOC109402037
OG0004299	LOC129797200	LOC134289964
OG0004300	LOC129797192	LOC134284025
OG0004301	LOC129788637	LOC109399758
OG0004302	LOC129797180	LOC109401982
OG0004303	LOC129797146	LOC115254114
OG0004304	LOC129797191	LOC134292086
OG0004305	LOC129793406	LOC109402035
OG0004306	LOC129797154	LOC109402030
OG0004307	LOC129797188	LOC109413707
OG0004308	LOC129797136	LOC109399701
OG0004309	LOC129797196	LOC134291390
OG0004310	LOC129797190	LOC109413708, LOC115265550
OG0004311	LOC129797185	LOC115270921
OG0004312	LOC129791838	LOC109399584
OG0004313	LOC129795981	LOC109399674
OG0004314	LOC129795675	LOC109400763
OG0004315	LOC129796219	LOC109399656
OG0004316	LOC129797479	LOC109397727
OG0004317	LOC129788043	LOC109398778
OG0004318	LOC129796482	LOC109399590
OG0004319	LOC129795405	LOC109401597
OG0004320	LOC129790422	LOC115267841
OG0004321	LOC129795402	LOC109401443
OG0004322	LOC129794173	LOC109399666
OG0004324	LOC129796216	LOC109401278
OG0004325	LOC129796035	LOC115267840
OG0004326	LOC129791895	LOC109621530
OG0004327	LOC129796258	LOC134289675, LOC109399599
OG0004328	LOC129796026	LOC109400976
OG0004330	LOC129787389	LOC115254196
OG0004331	LOC129791627	LOC109410018
OG0004332	LOC129792902	LOC109407813
OG0004333	LOC129796259	LOC109431314
OG0004335	LOC129788568	LOC115264566
OG0004336	LOC129795893	LOC109431312
OG0004337	LOC129795509	LOC109431308
OG0004338	LOC129791631	LOC109410099
OG0004339	LOC129796124	LOC109431320
OG0004341	LOC129795521	LOC109431999
OG0004342	LOC129791801	LOC109409972
OG0004343	LOC129797708	LOC109425348
OG0004344	LOC129785927	LOC109408178
OG0004345	LOC129787923	LOC109408185
OG0004346	LOC129797724	LOC115267037
OG0004347	LOC129790570	LOC109412008
OG0004348	LOC129795561	LOC109424491
OG0004349	LOC129796051	LOC109424486
OG0004350	LOC129794080	LOC109408029
OG0004351	LOC129796939	LOC115262431
OG0004352	LOC129789655	LOC109407925
OG0004353	LOC129796166	LOC109424489
OG0004354	LOC129790550	LOC109420062
OG0004355	LOC129794625	LOC109424481
OG0004356	LOC129796937	LOC109407882
OG0004357	LOC129795056	LOC115260228
OG0004358	LOC129790553	LOC109407916
OG0004359	LOC129796056	LOC109422393
OG0004360	LOC129795157	LOC109424479
OG0004361	LOC129794100	LOC109412028
OG0004362	LOC129792504	LOC109424482
OG0004363	LOC129785993	LOC109416898
OG0004365	LOC129793105	LOC109423757
OG0004366	LOC129793000	LOC109423678
OG0004367	LOC129793104	LOC109414263
OG0004368	LOC129792045	LOC109414265
OG0004369	LOC129790786	LOC109429094
OG0004371	LOC129786049	LOC109422143
OG0004372	LOC129787655	LOC115254221
OG0004373	LOC129793957	LOC109399389
OG0004374	LOC129786097	LOC109422142
OG0004375	LOC129795000	LOC109426939
OG0004376	LOC129795002	LOC109426930
OG0004377	LOC129793893	LOC109430323
OG0004378	LOC129797408	LOC134291682
OG0004379	LOC129791134	LOC109404412
OG0004380	LOC129786491	LOC109399745
OG0004381	LOC129791111	LOC109404561
OG0004382	LOC129797400	LOC109413735
OG0004383	LOC129795824	LOC109404751
OG0004385	LOC129797414	LOC134289441
OG0004386	LOC129789070	LOC109398644
OG0004387	LOC129792949	LOC134292191
OG0004388	LOC129786367	LOC109404439
OG0004389	LOC129789110	LOC109404395
OG0004390	LOC129791862	LOC109398643
OG0004391	LOC129793631	LOC109404806
OG0004392	LOC129790904	LOC109398637
OG0004393	LOC129788986	LOC109398645
OG0004394	LOC129789788	LOC109404784
OG0004395	LOC129792048	LOC109398641
OG0004396	LOC129786500	LOC134289424
OG0004397	LOC129792525	LOC109428708
OG0004398	LOC129792621	LOC109428714
OG0004399	LOC129791903	LOC109424270
OG0004400	LOC129791998	LOC109424273
OG0004401	LOC129792083	LOC109428701
OG0004402	LOC129791879	LOC109428707
OG0004403	LOC129792099	LOC109424281
OG0004404	LOC129786662	LOC109406224
OG0004405	LOC129787761	LOC109398460
OG0004406	LOC129790406	LOC109398472
OG0004408	LOC129786290	LOC134285658
OG0004409	LOC129793499	LOC134285660
OG0004410	LOC129795808	LOC109402694
OG0004412	LOC129788085	LOC109429975
OG0004414	LOC129788125	LOC109429947
OG0004415	LOC129788123	LOC115253993
OG0004417	LOC129790075	LOC109402662
OG0004418	LOC129796241	LOC109399103
OG0004419	LOC129789891	LOC109399134
OG0004420	LOC129794980	LOC109399094
OG0004421	LOC129796178	LOC109399104
OG0004422	LOC129786964	LOC134289624, LOC109409911
OG0004423	LOC129797817	LOC109399072
OG0004424	LOC129797477	LOC109409901
OG0004425	LOC129797506	LOC109409903
OG0004426	LOC129789041	LOC109398630
OG0004427	LOC129786503	LOC115267819
OG0004428	LOC129794234	LOC134291551
OG0004429	LOC129795086	LOC134284133
OG0004430	LOC129795723	LOC109404863
OG0004431	LOC129795500	LOC109404865
OG0004432	LOC129795687	LOC134284054
OG0004433	LOC129795474	LOC109404871
OG0004434	LOC129795127	LOC134291553, LOC134291554
OG0004435	LOC129790114	LOC109422056
OG0004436	LOC129797595	LOC134291555
OG0004437	LOC129795467	LOC134284169
OG0004438	LOC129794418	LOC134291552
OG0004440	LOC129787437	LOC109417123
OG0004441	LOC129786615	LOC109417126
OG0004442	LOC129789400	LOC109403740
OG0004443	LOC129787413	LOC109424331
OG0004444	LOC129786243	LOC109424328
OG0004445	LOC129787422	LOC109424332
OG0004446	LOC129787445	LOC109417122
OG0004447	LOC129792261	LOC109417118
OG0004448	LOC129787292	LOC109424333
OG0004449	LOC129791309	LOC109412678
OG0004450	LOC129794830	LOC109414223
OG0004451	LOC129789999	LOC109417725
OG0004452	LOC129792864	LOC109418330
OG0004453	LOC129796698	LOC109422328
OG0004454	LOC129795338	LOC109422335
OG0004455	LOC129796327	LOC109422355
OG0004456	LOC129787030	LOC109422319
OG0004458	LOC129797073	LOC109422333
OG0004459	LOC129788567	LOC109424446
OG0004460	LOC129796325	LOC109422351
OG0004461	LOC129795131	LOC109422349
OG0004462	LOC129787042	LOC109422322
OG0004463	LOC129795816	LOC115257779
OG0004464	LOC129795666	LOC115257399
OG0004465	LOC129796451	LOC115253571
OG0004466	LOC129795671	LOC109402267
OG0004467	LOC129796349	LOC109402264
OG0004468	LOC129795637	LOC115257450
OG0004469	LOC129787113	LOC109403330
OG0004470	LOC129796807	LOC115260393
OG0004472	LOC129785962	LOC109406532
OG0004473	LOC129796798	LOC109403316
OG0004474	LOC129797279	LOC109406543
OG0004475	LOC129787120	LOC109403276
OG0004476	LOC129789912	LOC109431361
OG0004477	LOC129788597	LOC109427760
OG0004478	LOC129790411	LOC109431339
OG0004479	LOC129795187	LOC134285223
OG0004480	LOC129788871	LOC109431342
OG0004481	LOC129794985	LOC109407611
OG0004482	LOC129795062	LOC109407632
OG0004483	LOC129796535	LOC109407637, LOC109407636
OG0004484	LOC129794759	LOC109407618
OG0004485	LOC129795425	LOC109425937
OG0004486	LOC129795132	LOC109407622
OG0004487	LOC129795353	LOC109425936
OG0004488	LOC129796657	LOC109425944
OG0004489	LOC129786102	LOC115260119
OG0004490	LOC129796805	LOC109402771
OG0004492	LOC129796833	LOC109422647
OG0004493	LOC129785991	LOC109402851
OG0004494	LOC129795819	LOC109402830
OG0004495	LOC129786146	LOC109422632
OG0004496	LOC129788601	LOC109407834
OG0004497	LOC129793005	LOC109621247
OG0004498	LOC129791342	LOC109412260
OG0004499	LOC129788417	LOC109431185
OG0004500	LOC129791665	LOC109622617
OG0004501	LOC129790176	LOC109431170
OG0004502	LOC129791380	LOC109431166
OG0004503	LOC129791789	LOC109622615
OG0004504	LOC129792017, LOC129792117	LOC109622122
OG0004505	LOC129792076	LOC109411028
OG0004506	LOC129786415	LOC115268772
OG0004507	LOC129786516	LOC109433312
OG0004508	LOC129790871	LOC109622087
OG0004510	LOC129797500	LOC109433307
OG0004511	LOC129786867	LOC109402216
OG0004512	LOC129789334	LOC109402222
OG0004513	LOC129790885	LOC109402252
OG0004514	LOC129790881	LOC109402227
OG0004515	LOC129786765	LOC109413004
OG0004516	LOC129786755	LOC109402210
OG0004517	LOC129790991	LOC109402237
OG0004518	LOC129786761	LOC109402249
OG0004519	LOC129791997	LOC109410769
OG0004520	LOC129791985	LOC115270114
OG0004521	LOC129786280	LOC109417098
OG0004522	LOC129791386	LOC109429416
OG0004523	LOC129786285	LOC109411179
OG0004524	LOC129796848	LOC109429414
OG0004525	LOC129791343	LOC109425141
OG0004526	LOC129795069	LOC109425135
OG0004527	LOC129793228	LOC134287334, LOC109417965
OG0004529	LOC129791050	LOC109425142
OG0004531	LOC129787607	LOC109427662
OG0004532	LOC129794103	LOC109427547
OG0004533	LOC129794151	LOC109427525
OG0004534	LOC129794717	LOC115254143, LOC109410423
OG0004535	LOC129794160	LOC115254943
OG0004536	LOC129794123	LOC109410424
OG0004537	LOC129794825	LOC109402134
OG0004538	LOC129790123	LOC109426455
OG0004539	LOC129796318	LOC109426439
OG0004540	LOC129787672	LOC109402150
OG0004541	LOC129796299	LOC109404018
OG0004542	LOC129796315	LOC109402159
OG0004543	LOC129794882	LOC109421352
OG0004544	LOC129793040	LOC109425583
OG0004545	LOC129791949	LOC109425573
OG0004546	LOC129796980, LOC129796979	LOC115266726
OG0004547	LOC129794893	LOC109425554
OG0004548	LOC129794813	LOC109425572
OG0004549	LOC129796616	LOC109411492
OG0004550	LOC129797172	LOC109411514
OG0004551	LOC129792560	LOC109421319
OG0004552	LOC129786262	LOC109411708
OG0004553	LOC129785999	LOC109621941
OG0004554	LOC129788910	LOC109401057
OG0004555	LOC129788916	LOC109429338
OG0004556	LOC129794651	LOC109418687
OG0004557	LOC129788800	LOC109433635
OG0004558	LOC129794662	LOC109418686
OG0004559	LOC129793685	LOC109433622
OG0004560	LOC129795598	LOC109424554
OG0004561	LOC129797615	LOC109424523
OG0004562	LOC129797323	LOC115253431
OG0004563	LOC129797644	LOC109417151
OG0004564	LOC129796609	LOC109411979
OG0004565	LOC129797578	LOC109417150
OG0004566	LOC129797321	LOC109424545
OG0004567	LOC129797451	LOC109417153
OG0004568	LOC129790944	LOC109424550
OG0004569	LOC129797528	LOC109428767
OG0004570	LOC129785853	LOC109430452
OG0004572	LOC129796927	LOC115268973
OG0004574	LOC129788477	LOC109411734
OG0004575	LOC129796936	LOC109409570
OG0004576	LOC129796925	LOC109430456
OG0004578	LOC129785880	LOC109409574
OG0004579	LOC129790198	LOC109426524
OG0004580	LOC129792729	LOC109408552
OG0004581	LOC129793056	LOC109429590
OG0004582	LOC129792763	LOC109429583
OG0004583	LOC129791294	LOC109429582
OG0004584	LOC129792857	LOC109429586
OG0004585	LOC129790289	LOC109429576
OG0004586	LOC129793183	LOC109397521
OG0004587	LOC129788838	LOC109622824
OG0004588	LOC129791440	LOC109622825
OG0004589	LOC129791167	LOC109397513
OG0004591	LOC129786206	LOC109621499
OG0004592	LOC129786207	LOC109397548
OG0004593	LOC129788325	LOC109397539
OG0004594	LOC129790548	LOC109622815
OG0004595	LOC129795422	LOC109431004
OG0004596	LOC129789550	LOC109430936
OG0004597	LOC129788024	LOC109412100
OG0004598	LOC129787712	LOC109431022
OG0004599	LOC129787393	LOC109406930
OG0004600	LOC129789551	LOC109430882
OG0004601	LOC129791921	LOC109406923
OG0004602	LOC129789541	LOC109430995
OG0004603	LOC129796244	LOC109406927
OG0004604	LOC129786203	LOC109412128
OG0004605	LOC129796469	LOC109399283
OG0004606	LOC129792372	LOC109399262
OG0004607	LOC129792373	LOC109429082
OG0004608	LOC129797256	LOC109404038
OG0004609	LOC129789329	LOC109432062
OG0004610	LOC129797243	LOC109404007
OG0004611	LOC129797084	LOC109404013
OG0004612	LOC129793335	LOC109402594
OG0004613	LOC129795592	LOC109401663
OG0004614	LOC129796492	LOC109420358
OG0004615	LOC129796477	LOC109420362
OG0004616	LOC129795476	LOC115257403
OG0004617	LOC129796490	LOC109420360
OG0004618	LOC129791977	LOC109417267
OG0004619	LOC129791202	LOC109432379
OG0004620	LOC129786153	LOC109412130
OG0004621	LOC129795881	LOC109423053
OG0004622	LOC129789336	LOC109431799, LOC134286075
OG0004623	LOC129789726	LOC115253700
OG0004624	LOC129791280	LOC109419757
OG0004626	LOC129789859	LOC109419739
OG0004627	LOC129792200	LOC109398250
OG0004628	LOC129789258	LOC115255033
OG0004629	LOC129789902	LOC109419740
OG0004630	LOC129789992	LOC109419769
OG0004631	LOC129789893	LOC109419738
OG0004632	LOC129787406	LOC109398260
OG0004633	LOC129793938	LOC109420048
OG0004634	LOC129791084	LOC134287871
OG0004635	LOC129790718	LOC109400343
OG0004636	LOC129791085	LOC134287872
OG0004637	LOC129790020	LOC115254141
OG0004638	LOC129786020	LOC109425183
OG0004639	LOC129791172	LOC134287873
OG0004640	LOC129794125	LOC109400337
OG0004641	LOC129791083	LOC109400335
OG0004642	LOC129792713	LOC109415881
OG0004643	LOC129786577	LOC115261816
OG0004644	LOC129794663	LOC109418671
OG0004646	LOC129791542	LOC109413483
OG0004647	LOC129794102	LOC115253479
OG0004648	LOC129791541	LOC109413482
OG0004649	LOC129792018	LOC109410785
OG0004650	LOC129791460	LOC115270152
OG0004651	LOC129793012	LOC109413521
OG0004652	LOC129793011	LOC109413518
OG0004653	LOC129792171	LOC109410795
OG0004654	LOC129792170	LOC109410794
OG0004655	LOC129791540	LOC109410793
OG0004656	LOC129793055	LOC109410775
OG0004659	LOC129786511	LOC109405420
OG0004660	LOC129790188	LOC109405414
OG0004661	LOC129797822	LOC109621728
OG0004662	LOC129793114	LOC109420237
OG0004663	LOC129793109	LOC109397319
OG0004664	LOC129793110	LOC109420246
OG0004665	LOC129791614	LOC109420257
OG0004667	LOC129791995	LOC109397339
OG0004668	LOC129791583	LOC109397352
OG0004669	LOC129790835	LOC109412354
OG0004670	LOC129791828	LOC134287962
OG0004671	LOC129789008	LOC109412350, LOC109416190
OG0004672	LOC129794976	LOC109428932
OG0004674	LOC129792350	LOC109415057
OG0004675	LOC129793157	LOC109622588
OG0004676	LOC129791423	LOC109415047
OG0004677	LOC129791331	LOC115264939
OG0004678	LOC129790664	LOC109621964
OG0004679	LOC129792369	LOC109621958
OG0004680	LOC129788810	LOC109621947
OG0004681	LOC129793223	LOC109621952
OG0004682	LOC129790732, LOC129794647	LOC109621962
OG0004683	LOC129793985	LOC109415040
OG0004684	LOC129791417	LOC109621949
OG0004685	LOC129788808	LOC109404209
OG0004686	LOC129791434	LOC109621974
OG0004687	LOC129793213	LOC109415045
OG0004688	LOC129790131	LOC109407024
OG0004689	LOC129789105	LOC109429703
OG0004690	LOC129788188	LOC109402527
OG0004691	LOC129790474	LOC109429702
OG0004692	LOC129788189	LOC109416792
OG0004693	LOC129787311	LOC109402578
OG0004694	LOC129788695	LOC109416782
OG0004695	LOC129791892	LOC109402598
OG0004696	LOC129788650	LOC109429704
OG0004697	LOC129796612	LOC109416802
OG0004698	LOC129790130	LOC115262072
OG0004700	LOC129787815	LOC109414624
OG0004701	LOC129786498	LOC109414612
OG0004702	LOC129794975	LOC109414597
OG0004703	LOC129787832	LOC109424830
OG0004704	LOC129786746	LOC109414601
OG0004705	LOC129792071	LOC109414593
OG0004706	LOC129790276	LOC109414606
OG0004707	LOC129788190	LOC109424850
OG0004708	LOC129786667	LOC109414605
OG0004709	LOC129787774	LOC115270899
OG0004710	LOC129796324	LOC109413884
OG0004711	LOC129792493	LOC109426258
OG0004712	LOC129788354	LOC109398043
OG0004713	LOC129794795	LOC109411191
OG0004714	LOC129796500	LOC109400777
OG0004715	LOC129796591	LOC109399594
OG0004716	LOC129795042	LOC109400801
OG0004717	LOC129794978	LOC109411189
OG0004718	LOC129795106	LOC109399622
OG0004719	LOC129792500	LOC109398115
OG0004720	LOC129797266	LOC109423177
OG0004721	LOC129786015	LOC115266637
OG0004722	LOC129790585	LOC109406928
OG0004723	LOC129793692	LOC109409668
OG0004724	LOC129793476	LOC109401727
OG0004725	LOC129788168	LOC115265371
OG0004726	LOC129793472	LOC115265366
OG0004727	LOC129789909	LOC115265751
OG0004728	LOC129792141	LOC109409672
OG0004729	LOC129793650	LOC109406056
OG0004730	LOC129792663	LOC115265374
OG0004731	LOC129792245	LOC109406058
OG0004732	LOC129792238	LOC109409656
OG0004733	LOC129794194	LOC109409650
OG0004734	LOC129793264	LOC109417297
OG0004735	LOC129797499	LOC115266602
OG0004736	LOC129797509	LOC109423702
OG0004737	LOC129797738	LOC115254193
OG0004738	LOC129793454	LOC109415778
OG0004739	LOC129797603	LOC109424043
OG0004740	LOC129797723	LOC109415335
OG0004741	LOC129797511	LOC115266610
OG0004742	LOC129793470	LOC115266597
OG0004743	LOC129797692	LOC109423801
OG0004745	LOC129789525	LOC109397815
OG0004746	LOC129793386	LOC109420223
OG0004747	LOC129788733	LOC109405359
OG0004748	LOC129793373	LOC109420220
OG0004749	LOC129790184	LOC115255641
OG0004750	LOC129788559	LOC109405365
OG0004751	LOC129788381	LOC109425214
OG0004752	LOC129793619	LOC109424717
OG0004753	LOC129791080	LOC109412773
OG0004754	LOC129797482	LOC109397407
OG0004755	LOC129796063	LOC109424722
OG0004756	LOC129790010	LOC109411290
OG0004757	LOC129794134	LOC109410021
OG0004758	LOC129794192	LOC109410022
OG0004759	LOC129794191	LOC109419674, LOC115265750
OG0004760	LOC129786738	LOC109419676
OG0004761	LOC129790003	LOC109433032
OG0004762	LOC129789855	LOC109411282
OG0004763	LOC129790008	LOC109433087
OG0004764	LOC129791014	LOC109420651
OG0004765	LOC129795203, LOC129795323	LOC109426199
OG0004766	LOC129788461	LOC109429462
OG0004767	LOC129795306	LOC115263759
OG0004768	LOC129790852	LOC109420653
OG0004769	LOC129789896	LOC109401083
OG0004770	LOC129789574	LOC109415959
OG0004771	LOC129793152	LOC109400973
OG0004772	LOC129786559	LOC109400989
OG0004773	LOC129789837	LOC109400990
OG0004774	LOC129786999	LOC109400876
OG0004775	LOC129797096	LOC134283972, LOC109429301
OG0004777	LOC129787757	LOC109400818
OG0004778	LOC129788129	LOC109398221
OG0004779	LOC129786216	LOC115259414
OG0004780	LOC129793721	LOC115263769
OG0004781	LOC129787953	LOC115259822
OG0004782	LOC129797857	LOC109429313
OG0004783	LOC129788965	LOC109427436
OG0004785	LOC129790685	LOC109427441
OG0004786	LOC129790661	LOC115254483
OG0004787	LOC129791057	LOC109413726
OG0004788	LOC129792406	LOC109409628
OG0004789	LOC129797798	LOC109429377
OG0004790	LOC129789304	LOC109429367
OG0004791	LOC129789260	LOC109409615
OG0004792	LOC129791537	LOC109413695
OG0004793	LOC129797470	LOC109429376
OG0004794	LOC129791058	LOC109409620
OG0004795	LOC129795122	LOC109433516
OG0004796	LOC129795120	LOC109410650
OG0004797	LOC129795194	LOC109433480
OG0004798	LOC129795121	LOC109410708
OG0004799	LOC129786573	LOC109410665
OG0004800	LOC129791953	LOC109410667
OG0004801	LOC129796130	LOC109433478
OG0004802	LOC129796699	LOC109410654
OG0004803	LOC129795905	LOC109410652
OG0004804	LOC129786279	LOC109427069
OG0004805	LOC129797301	LOC109411331
OG0004806	LOC129787169	LOC109427619
OG0004807	LOC129790301	LOC109417984
OG0004808	LOC129790369	LOC109416331
OG0004809	LOC129787165	LOC109427621
OG0004810	LOC129792941	LOC109431131
OG0004811	LOC129792623	LOC109431116
OG0004812	LOC129788671	LOC109431083
OG0004814	LOC129789392	LOC134287753, LOC109421021
OG0004815	LOC129797492	LOC109423625
OG0004816	LOC129796599	LOC109407580
OG0004817	LOC129795627	LOC115262185
OG0004818	LOC129796592	LOC109407579
OG0004819	LOC129796036	LOC109425850
OG0004820	LOC129795410	LOC109425843
OG0004821	LOC129787432	LOC109425913
