Orthogroup	LlongipalpisASM	AsinensisChina
OG0005467	LOC129790436	ASIC021643
OG0005468	LOC129797217	ASIC021645
OG0005469	LOC129790796	ASIC021657
OG0005470	LOC129787106	ASIC021650
OG0005471	LOC129788625	ASIC021646
OG0005472	LOC129793108	ASIC021639
OG0005473	LOC129786244	ASIC015368
OG0005474	LOC129794922	ASIC019329
OG0005475	LOC129794698	ASIC019336
OG0005476	LOC129795448	ASIC015376
OG0005477	LOC129795407	ASIC019322
OG0005478	LOC129796498	ASIC019321
OG0005479	LOC129796491	ASIC019323
OG0005481	LOC129788031, LOC129790520	ASIC020468
OG0005482	LOC129790815	ASIC020459
OG0005483	LOC129790519	ASIC020466
OG0005484	LOC129790518	ASIC020462
OG0005485	LOC129795512	ASIC002486
OG0005486	LOC129789749	ASIC007649
OG0005487	LOC129790385	ASIC013442
OG0005488	LOC129789816	ASIC002668
OG0005489	LOC129789745	ASIC009577
OG0005490	LOC129793313	ASIC003736
OG0005491	LOC129787512	ASIC007711
OG0005492	LOC129789750	ASIC004843
OG0005493	LOC129790350	ASIC004844
OG0005494	LOC129787010	ASIC003735
OG0005495	LOC129791429	ASIC015796
OG0005496	LOC129788906	ASIC015790
OG0005497	LOC129790784	ASIC015785
OG0005498	LOC129788888	ASIC015791
OG0005499	LOC129790788	ASIC015789
OG0005500	LOC129789676	ASIC015797
OG0005501	LOC129790791	ASIC015786
OG0005502	LOC129789668	ASIC015795
OG0005503	LOC129787533	ASIC006312
OG0005505	LOC129786517	ASIC009104
OG0005506	LOC129789031	ASIC004479
OG0005507	LOC129788960	ASIC003942
OG0005508	LOC129795845	ASIC009106
OG0005509	LOC129795885	ASIC009105
OG0005510	LOC129792724	ASIC018989
OG0005511	LOC129791843	ASIC021704
OG0005512	LOC129793493	ASIC014923
OG0005513	LOC129795412	ASIC018136
OG0005514	LOC129796704	ASIC018139
OG0005515	LOC129795440	ASIC000899
OG0005516	LOC129795653	ASIC018115
OG0005517	LOC129790819	ASIC017580
OG0005518	LOC129791166	ASIC013598
OG0005519	LOC129790608	ASIC013615
OG0005520	LOC129790917	ASIC017583
OG0005521	LOC129790863	ASIC017582
OG0005522	LOC129790391	ASIC013614
OG0005523	LOC129790525	ASIC013600
OG0005524	LOC129787795	ASIC006940
OG0005525	LOC129790097	ASIC013613
OG0005526	LOC129788047	ASIC020599
OG0005527	LOC129797862	ASIC020597
OG0005528	LOC129788052	ASIC007340
OG0005529	LOC129789710	ASIC007341
OG0005530	LOC129790197	ASIC007334
OG0005531	LOC129788002	ASIC018470
OG0005532	LOC129786456	ASIC011020
OG0005533	LOC129787961	ASIC016117
OG0005534	LOC129786409	ASIC011018
OG0005535	LOC129787830	ASIC002762
OG0005536	LOC129797669	ASIC002769
OG0005537	LOC129790257	ASIC002368
OG0005538	LOC129790048	ASIC002766
OG0005539	LOC129790286	ASIC002767
OG0005540	LOC129788049	ASIC006788
OG0005541	LOC129794327	ASIC016338
OG0005542	LOC129794326	ASIC016337
OG0005543	LOC129792636	ASIC002905
OG0005544	LOC129794329	ASIC016339
OG0005545	LOC129791028	ASIC006579
OG0005546	LOC129792157	ASIC017234
OG0005547	LOC129795982	ASIC009830
OG0005548	LOC129795925	ASIC000387
OG0005549	LOC129795485	ASIC009833
OG0005550	LOC129786803	ASIC009206
OG0005551	LOC129789063	ASIC017975
OG0005552	LOC129796370	ASIC001346
OG0005553	LOC129787473	ASIC019950
OG0005554	LOC129796358	ASIC019935
OG0005555	LOC129789355	ASIC015453
OG0005556	LOC129795431	ASIC019951
OG0005557	LOC129795498	ASIC019934
OG0005558	LOC129794806	ASIC019949
OG0005559	LOC129795966	ASIC019945
OG0005560	LOC129796495	ASIC004976
OG0005561	LOC129786108	ASIC015495
OG0005563	LOC129796624	ASIC013896
OG0005564	LOC129795360	ASIC013893
OG0005565	LOC129796621	ASIC013920
OG0005566	LOC129794933	ASIC013889
OG0005567	LOC129795265	ASIC013892
OG0005568	LOC129792199	ASIC016545
OG0005569	LOC129793234	ASIC016543
OG0005570	LOC129792196	ASIC016546
OG0005571	LOC129793204	ASIC016542
OG0005572	LOC129788346	ASIC021461
OG0005573	LOC129796149	ASIC004736
OG0005574	LOC129797503	ASIC008066
OG0005575	LOC129796438	ASIC002275
OG0005576	LOC129797622	ASIC008068
OG0005577	LOC129797735	ASIC008067
OG0005578	LOC129796207	ASIC004737
OG0005579	LOC129789318	ASIC008071
OG0005580	LOC129790322	ASIC002274
OG0005581	LOC129786825	ASIC020230
OG0005582	LOC129786124	ASIC021401
OG0005583	LOC129786682	ASIC021398
OG0005584	LOC129790770	ASIC007022
OG0005585	LOC129790830	ASIC007019
OG0005586	LOC129791957	ASIC017632
OG0005588	LOC129795636	ASIC017205
OG0005589	LOC129789965	ASIC017624
OG0005590	LOC129792650	ASIC005294
OG0005591	LOC129792667	ASIC017194
OG0005592	LOC129789016	ASIC017630
OG0005593	LOC129786918	ASIC017634
OG0005594	LOC129793833	ASIC015076
OG0005595	LOC129793832	ASIC015075
OG0005596	LOC129792740	ASIC000283
OG0005598	LOC129797207	ASIC011270
OG0005599	LOC129793921	ASIC010964
OG0005600	LOC129791579	ASIC016375
OG0005601	LOC129788171	ASIC005183
OG0005602	LOC129792558	ASIC010202
OG0005603	LOC129794688	ASIC011508
OG0005604	LOC129794499	ASIC011511
OG0005605	LOC129790299	ASIC009452
OG0005607	LOC129791299	ASIC007644
OG0005608	LOC129787260	ASIC007661
OG0005609	LOC129790380	ASIC006316
OG0005610	LOC129794297	ASIC013767
OG0005611	LOC129793205	ASIC008811
OG0005612	LOC129796375	ASIC008809
OG0005613	LOC129791751	ASIC012267
OG0005614	LOC129792840	ASIC012250
OG0005615	LOC129788204, LOC129792841	ASIC012251
OG0005616	LOC129794880	ASIC008036
OG0005617	LOC129785907	ASIC010547
OG0005618	LOC129788135	ASIC010548
OG0005619	LOC129797786	ASIC010549
OG0005620	LOC129792733	ASIC015037
OG0005621	LOC129792786	ASIC015039
OG0005622	LOC129789761	ASIC015040
OG0005623	LOC129792791	ASIC015041
OG0005624	LOC129790473	ASIC004342
OG0005626	LOC129789975	ASIC010775
OG0005627	LOC129788605	ASIC004338
OG0005628	LOC129791213	ASIC010780
OG0005629	LOC129789862	ASIC010776
OG0005630	LOC129797656	ASIC010446
OG0005631	LOC129788191	ASIC010448
OG0005632	LOC129792052	ASIC007794
OG0005633	LOC129793413	ASIC016357
OG0005634	LOC129793866	ASIC007789
OG0005635	LOC129793460	ASIC007787
OG0005636	LOC129793330	ASIC007790
OG0005637	LOC129793464	ASIC007788
OG0005638	LOC129796184	ASIC016354
OG0005639	LOC129793360	ASIC019703
OG0005641	LOC129789115	ASIC016965
OG0005642	LOC129796312	ASIC021433
OG0005643	LOC129796856	ASIC021434
OG0005645	LOC129797690	ASIC009417
OG0005646	LOC129796058	ASIC009418
OG0005647	LOC129790751	ASIC008851
OG0005649	LOC129796571	ASIC015745
OG0005650	LOC129788980	ASIC006667
OG0005652	LOC129786670	ASIC000601
OG0005653	LOC129790721	ASIC009602
OG0005654	LOC129789291	ASIC009616
OG0005655	LOC129785980	ASIC013237
OG0005656	LOC129785997	ASIC013235
OG0005657	LOC129796095	ASIC003328
OG0005659	LOC129791945	ASIC011742
OG0005660	LOC129791783	ASIC011738
OG0005661	LOC129792502	ASIC010183
OG0005662	LOC129796119	ASIC015989
OG0005663	LOC129795985	ASIC015908
OG0005664	LOC129795994	ASIC015914
OG0005665	LOC129791769	ASIC019766
OG0005666	LOC129791770	ASIC019772
OG0005667	LOC129793484	ASIC019625
OG0005668	LOC129796081	ASIC017497
OG0005669	LOC129792574	ASIC009143
OG0005670	LOC129790821	ASIC009657
OG0005671	LOC129788620	ASIC014210
OG0005672	LOC129788619	ASIC014202
OG0005673	LOC129788622	ASIC014213
OG0005674	LOC129788614	ASIC014209
OG0005675	LOC129788618	ASIC014211
OG0005676	LOC129786567	ASIC019278
OG0005677	LOC129797043	ASIC018956
OG0005678	LOC129794075	ASIC019819
OG0005679	LOC129791898	ASIC019813
OG0005680	LOC129792217	ASIC019825
OG0005681	LOC129792123	ASIC019806
OG0005682	LOC129790800	ASIC019814
OG0005683	LOC129786421	ASIC021871
OG0005684	LOC129792771	ASIC001583
OG0005685	LOC129785839	ASIC001587
OG0005686	LOC129792437	ASIC020368
OG0005687	LOC129787094	ASIC006378
OG0005689	LOC129790386	ASIC006373
OG0005690	LOC129790361	ASIC006374
OG0005691	LOC129796200	ASIC017935
OG0005692	LOC129795465	ASIC014947
OG0005693	LOC129790412	ASIC008313
OG0005694	LOC129797815	ASIC019214
OG0005695	LOC129790722	ASIC008315
OG0005696	LOC129793767	ASIC008308
OG0005697	LOC129791804	ASIC008208
OG0005698	LOC129793502	ASIC008209
OG0005699	LOC129796423	ASIC008314
OG0005700	LOC129786354	ASIC012003
OG0005701	LOC129796401	ASIC012696
OG0005702	LOC129797542	ASIC017773
OG0005703	LOC129797647	ASIC017772
OG0005704	LOC129796294	ASIC018134
OG0005705	LOC129795931	ASIC002226
OG0005706	LOC129796199	ASIC017964
OG0005707	LOC129795574	ASIC018133
OG0005708	LOC129793761	ASIC018132
OG0005709	LOC129795408	ASIC018131
OG0005710	LOC129797586	ASIC017774
OG0005711	LOC129796161	ASIC001204
OG0005712	LOC129796122	ASIC001205
OG0005713	LOC129786087	ASIC002582
OG0005714	LOC129789122	ASIC008628
OG0005715	LOC129792385	ASIC014934
OG0005716	LOC129791585	ASIC008623
OG0005717	LOC129793645	ASIC014932
OG0005718	LOC129796400	ASIC008625
OG0005719	LOC129790638	ASIC008627
OG0005720	LOC129789121	ASIC008630
OG0005721	LOC129792954	ASIC016637
OG0005722	LOC129791104	ASIC012358
OG0005723	LOC129788790	ASIC010240
OG0005724	LOC129790776, LOC129790777	ASIC020343
OG0005725	LOC129790775	ASIC020365, ASIC009882
OG0005726	LOC129794674	ASIC004819
OG0005727	LOC129794598	ASIC017918
OG0005728	LOC129788015	ASIC004822
OG0005729	LOC129793196	ASIC011603
OG0005730	LOC129793852	ASIC004820
OG0005731	LOC129796089	ASIC015327
OG0005732	LOC129790846	ASIC000590
OG0005733	LOC129790823	ASIC005368
OG0005734	LOC129796577	ASIC019359
OG0005735	LOC129796561	ASIC019361
OG0005736	LOC129795427	ASIC019362
OG0005737	LOC129794644	ASIC019358
OG0005738	LOC129796387	ASIC011841
OG0005739	LOC129787400	ASIC004012
OG0005740	LOC129790381	ASIC005382
OG0005741	LOC129786499	ASIC012816
OG0005742	LOC129788061	ASIC012814
OG0005743	LOC129788058	ASIC012802
OG0005744	LOC129785956	ASIC017926
OG0005745	LOC129793244	ASIC009142
OG0005746	LOC129793158	ASIC009145
OG0005747	LOC129793254	ASIC009144
OG0005748	LOC129787183	ASIC002806
OG0005749	LOC129792358	ASIC003009
OG0005750	LOC129793986	ASIC009139
OG0005751	LOC129786083	ASIC004586
OG0005753	LOC129790666	ASIC021899
OG0005754	LOC129790678	ASIC021906
OG0005755	LOC129789381	ASIC005227
OG0005756	LOC129790581	ASIC010260
OG0005757	LOC129795827	ASIC018291
OG0005758	LOC129797421	ASIC002417
OG0005759	LOC129789833	ASIC002419
OG0005760	LOC129795744	ASIC013245
OG0005761	LOC129796356	ASIC013244
OG0005762	LOC129793120	ASIC016081
OG0005763	LOC129795442	ASIC013246
OG0005765	LOC129789706	ASIC011286
OG0005766	LOC129795159	ASIC011285
OG0005767	LOC129786637	ASIC011282
OG0005768	LOC129787680	ASIC002289
OG0005769	LOC129786376	ASIC002287
OG0005770	LOC129796039	ASIC002276
OG0005771	LOC129795907	ASIC002288
OG0005772	LOC129796590	ASIC002283
OG0005773	LOC129788192	ASIC002285
OG0005774	LOC129796069	ASIC002277
OG0005776	LOC129787755	ASIC014327
OG0005777	LOC129797493	ASIC010837
OG0005778	LOC129794222, LOC129794858	ASIC003091
OG0005779	LOC129793270	ASIC003093
OG0005780	LOC129796208	ASIC003099
OG0005781	LOC129788949	ASIC013068
OG0005783	LOC129787154	ASIC015892
OG0005784	LOC129793966	ASIC013342
OG0005785	LOC129787570	ASIC017095
OG0005786	LOC129787556	ASIC017100
OG0005787	LOC129789670	ASIC010223
OG0005788	LOC129789072	ASIC017091
OG0005789	LOC129788739	ASIC006349
OG0005790	LOC129792604	ASIC018328
OG0005791	LOC129795330	ASIC018323
OG0005792	LOC129793318	ASIC011051
OG0005793	LOC129792089	ASIC013449
OG0005794	LOC129793321	ASIC013474
OG0005795	LOC129793505	ASIC021613
OG0005796	LOC129793538	ASIC021612
OG0005797	LOC129787505	ASIC011394
OG0005798	LOC129786639	ASIC011401
OG0005799	LOC129787500	ASIC011395
OG0005800	LOC129793282	ASIC018532
OG0005801	LOC129793281	ASIC018537
OG0005802	LOC129793287	ASIC018525
OG0005803	LOC129797025, LOC129793285	ASIC018531
OG0005805	LOC129789123	ASIC011794
OG0005806	LOC129789101	ASIC017074
OG0005807	LOC129790042	ASIC004457
OG0005808	LOC129797682	ASIC021529
OG0005809	LOC129786596	ASIC010069
OG0005810	LOC129797597	ASIC021530
OG0005811	LOC129797157	ASIC012668
OG0005812	LOC129797466	ASIC012634
OG0005813	LOC129792353	ASIC012620
OG0005814	LOC129796787	ASIC014739
OG0005815	LOC129787754	ASIC005503
OG0005816	LOC129787977	ASIC005505
OG0005817	LOC129792290	ASIC014738
OG0005818	LOC129788600	ASIC005531
OG0005819	LOC129796796	ASIC014740, ASIC014742
OG0005820	LOC129786467	ASIC010881
OG0005821	LOC129793167	ASIC011130
OG0005822	LOC129790930	ASIC003439
OG0005823	LOC129791001	ASIC003442
OG0005824	LOC129787870	ASIC010893
OG0005825	LOC129794097	ASIC013706
OG0005826	LOC129794083	ASIC013676
OG0005827	LOC129794888	ASIC013725
OG0005828	LOC129794161	ASIC013718
OG0005830	LOC129788173	ASIC014328
OG0005831	LOC129795832	ASIC014460
OG0005832	LOC129787857	ASIC008448
OG0005834	LOC129787856	ASIC008450
OG0005835	LOC129791640	ASIC018935
OG0005836	LOC129791565	ASIC016053
OG0005837	LOC129791592	ASIC011071
OG0005838	LOC129787603	ASIC021625
OG0005839	LOC129797849	ASIC016868
OG0005840	LOC129788482	ASIC022004
OG0005841	LOC129792260	ASIC022143
OG0005842	LOC129785852	ASIC022048
OG0005843	LOC129796772	ASIC004070
OG0005844	LOC129793900	ASIC004062
OG0005845	LOC129788009	ASIC004072
OG0005846	LOC129786507	ASIC004071
OG0005847	LOC129796632	ASIC008170
OG0005848	LOC129793275	ASIC008161
OG0005849	LOC129797589	ASIC008162
OG0005850	LOC129788397	ASIC010373
OG0005851	LOC129797010	ASIC008770
OG0005852	LOC129795171	ASIC008270
OG0005853	LOC129787517	ASIC005401
OG0005854	LOC129787619	ASIC005402
OG0005855	LOC129794079	ASIC016422
OG0005856	LOC129794218	ASIC016436
OG0005857	LOC129794124	ASIC016421
OG0005858	LOC129793218	ASIC016435
OG0005859	LOC129794064	ASIC016433
OG0005860	LOC129792996	ASIC016423
OG0005861	LOC129792374	ASIC016438
OG0005862	LOC129790916	ASIC019680
OG0005863	LOC129792682	ASIC019684
OG0005865	LOC129792139	ASIC019689
OG0005866	LOC129790246	ASIC004149
OG0005867	LOC129790401	ASIC004148
OG0005868	LOC129789898	ASIC004144
OG0005869	LOC129788722	ASIC010749
OG0005870	LOC129797080	ASIC010748
OG0005871	LOC129788542	ASIC010750
OG0005872	LOC129787166	ASIC004876
OG0005873	LOC129786105	ASIC004881
OG0005874	LOC129789321	ASIC004883
OG0005875	LOC129787515	ASIC004316
OG0005876	LOC129789939	ASIC004317
OG0005877	LOC129786520	ASIC011491
OG0005878	LOC129791379	ASIC011535
OG0005879	LOC129786522	ASIC011593
OG0005881	LOC129796932	ASIC004314
OG0005882	LOC129795582	ASIC008114
OG0005884	LOC129795502	ASIC008138
OG0005885	LOC129797645	ASIC022327
OG0005886	LOC129797545	ASIC004445
OG0005887	LOC129792777	ASIC011526
OG0005888	LOC129786162	ASIC012370
OG0005889	LOC129786092	ASIC002845
OG0005890	LOC129792334	ASIC011523
OG0005891	LOC129786014	ASIC003292
OG0005892	LOC129789779	ASIC012041
OG0005893	LOC129796326	ASIC003646
OG0005894	LOC129795657	ASIC003647
OG0005895	LOC129795747	ASIC003648
OG0005896	LOC129796421	ASIC003645
OG0005897	LOC129797108	ASIC003643
OG0005898	LOC129795469	ASIC003650
OG0005900	LOC129796147	ASIC011565
OG0005901	LOC129793625	ASIC013475
OG0005902	LOC129793677	ASIC013486
OG0005903	LOC129797573	ASIC013453
OG0005904	LOC129796659	ASIC019462
OG0005905	LOC129795111	ASIC019458
OG0005906	LOC129796666	ASIC019463
OG0005907	LOC129796658	ASIC019461
OG0005908	LOC129796194	ASIC019452
OG0005909	LOC129794894	ASIC019455
OG0005910	LOC129796128	ASIC019459
OG0005911	LOC129789137	ASIC019485
OG0005912	LOC129788071	ASIC019489
OG0005913	LOC129791247	ASIC006384
OG0005914	LOC129797473	ASIC022104
OG0005915	LOC129792692	ASIC022105
OG0005916	LOC129792299	ASIC022096
OG0005917	LOC129789626	ASIC006079
OG0005918	LOC129792911	ASIC022093
OG0005919	LOC129787239	ASIC022095
OG0005920	LOC129794333	ASIC022103
OG0005921	LOC129795557	ASIC022108
OG0005922	LOC129796097	ASIC013015
OG0005923	LOC129788506	ASIC013019
OG0005924	LOC129791891	ASIC013016
OG0005925	LOC129793835	ASIC018913
OG0005926	LOC129792686	ASIC018908
OG0005927	LOC129793836	ASIC018912
OG0005928	LOC129786844	ASIC011035
OG0005929	LOC129785874	ASIC011046
OG0005930	LOC129786304	ASIC006158
OG0005931	LOC129788193	ASIC020588
OG0005932	LOC129786307	ASIC014329
OG0005933	LOC129786302	ASIC014245
OG0005934	LOC129787984	ASIC014236
OG0005935	LOC129797276	ASIC007069
OG0005936	LOC129794339	ASIC007063
OG0005937	LOC129787974	ASIC007068
OG0005938	LOC129794994	ASIC022303
OG0005939	LOC129796046	ASIC022299
OG0005941	LOC129796274	ASIC022296
OG0005942	LOC129797777	ASIC022300
OG0005943	LOC129796156	ASIC022302
OG0005944	LOC129796610	ASIC022295
OG0005945	LOC129786487	ASIC011945
OG0005946	LOC129792559	ASIC014844
OG0005947	LOC129786170	ASIC003602
OG0005948	LOC129787426	ASIC012014
OG0005949	LOC129786125	ASIC003603
OG0005951	LOC129788156	ASIC003604
OG0005952	LOC129795153	ASIC006037
OG0005953	LOC129793809	ASIC001562
OG0005954	LOC129789675	ASIC006733
OG0005955	LOC129788413	ASIC006729
OG0005956	LOC129789554	ASIC006735
OG0005957	LOC129794328	ASIC018630
OG0005958	LOC129792285	ASIC018629
OG0005959	LOC129792284	ASIC018628
OG0005960	LOC129792162	ASIC018631
OG0005961	LOC129795361	ASIC017925
OG0005962	LOC129787421	ASIC008906
OG0005963	LOC129792086	ASIC016862
OG0005964	LOC129792272	ASIC019672
OG0005965	LOC129791694	ASIC019674
OG0005966	LOC129791453	ASIC017224
OG0005967	LOC129788971	ASIC020738
OG0005968	LOC129788357	ASIC015778
OG0005969	LOC129788761	ASIC005225
OG0005970	LOC129791211	ASIC006830
OG0005971	LOC129790167	ASIC004351
OG0005972	LOC129789889	ASIC006772
OG0005973	LOC129793552	ASIC016715
OG0005974	LOC129786676	ASIC021745
OG0005975	LOC129791674	ASIC016054
OG0005976	LOC129792580	ASIC015054
OG0005977	LOC129786675	ASIC021744
OG0005978	LOC129797082	ASIC021578
OG0005979	LOC129786665	ASIC021742
OG0005980	LOC129794867	ASIC008956
OG0005981	LOC129794684	ASIC008962
OG0005982	LOC129794869	ASIC008945
OG0005983	LOC129794863	ASIC008961
OG0005984	LOC129786278	ASIC006174
OG0005985	LOC129786269	ASIC006176
OG0005986	LOC129786264	ASIC006134
OG0005987	LOC129792603	ASIC014120
OG0005988	LOC129789434	ASIC013514
OG0005989	LOC129791994	ASIC013809
OG0005990	LOC129792233	ASIC019890
OG0005991	LOC129792003	ASIC019894
OG0005992	LOC129793572	ASIC012466
OG0005993	LOC129792387	ASIC012454
OG0005994	LOC129793518	ASIC012468
OG0005995	LOC129792051	ASIC007797
OG0005996	LOC129791951	ASIC019895
OG0005997	LOC129789613	ASIC013095
OG0005998	LOC129789737	ASIC013099
OG0005999	LOC129785866	ASIC022062
OG0006000	LOC129789718	ASIC013096
OG0006001	LOC129785826	ASIC022076
OG0006002	LOC129793229	ASIC019589
OG0006003	LOC129790635	ASIC000570
OG0006004	LOC129793936	ASIC016988
OG0006005	LOC129790637	ASIC000569
OG0006006	LOC129791159	ASIC004514
OG0006007	LOC129797085	ASIC004515
OG0006008	LOC129790340	ASIC006969
OG0006009	LOC129786493	ASIC002670
OG0006010	LOC129788587	ASIC022113
OG0006011	LOC129790265	ASIC006466
OG0006012	LOC129797325	ASIC011850
OG0006013	LOC129789864	ASIC011799
OG0006014	LOC129797331	ASIC008468
OG0006015	LOC129786303	ASIC010574
OG0006016	LOC129787641	ASIC011851
OG0006017	LOC129787566	ASIC012873
OG0006018	LOC129790486	ASIC002249
OG0006019	LOC129790500	ASIC002235
OG0006020	LOC129791387	ASIC002241
OG0006021	LOC129793906, LOC129794505	ASIC002250
OG0006022	LOC129790503	ASIC002233
OG0006023	LOC129789935	ASIC011991
OG0006024	LOC129790841	ASIC003594
OG0006025	LOC129797254	ASIC003597
OG0006026	LOC129790331	ASIC003596
OG0006027	LOC129785960	ASIC012367
OG0006028	LOC129797179	ASIC001379
OG0006029	LOC129796888	ASIC005641
OG0006030	LOC129787279	ASIC001382
OG0006031	LOC129792213	ASIC001381
OG0006033	LOC129787670	ASIC012360
OG0006034	LOC129797004	ASIC004636
OG0006035	LOC129797228	ASIC004641
OG0006037	LOC129796827	ASIC007885
OG0006038	LOC129790549	ASIC004633
OG0006039	LOC129791858	ASIC004632
OG0006040	LOC129794868	ASIC004642
OG0006041	LOC129794822	ASIC004640
OG0006042	LOC129797013	ASIC004637
OG0006044	LOC129791570	ASIC001052
OG0006045	LOC129792978	ASIC001037
OG0006046	LOC129791645	ASIC001035
OG0006047	LOC129793930	ASIC015081
OG0006048	LOC129788853	ASIC009695
OG0006049	LOC129790532	ASIC009700
OG0006050	LOC129793618	ASIC009702
OG0006051	LOC129791016	ASIC004453
OG0006052	LOC129791067	ASIC012259
OG0006054	LOC129792600	ASIC007858
OG0006055	LOC129792146	ASIC016034
OG0006056	LOC129792091	ASIC016045
OG0006057	LOC129790173	ASIC014102
OG0006058	LOC129791023	ASIC005514
OG0006059	LOC129785994	ASIC004555
OG0006060	LOC129792011	ASIC015033
OG0006061	LOC129795428	ASIC017533
OG0006062	LOC129788697	ASIC016937
OG0006063	LOC129789017	ASIC009587
OG0006064	LOC129788978	ASIC016948
OG0006066	LOC129791137	ASIC011324
OG0006067	LOC129791197	ASIC011320
OG0006069	LOC129786544	ASIC005952
OG0006070	LOC129797575	ASIC009783
OG0006071	LOC129796242	ASIC009784
OG0006072	LOC129788865	ASIC020364
OG0006073	LOC129793566	ASIC018786
OG0006074	LOC129793715	ASIC018788
OG0006075	LOC129793051	ASIC017351
OG0006076	LOC129793564	ASIC018787
OG0006077	LOC129792584	ASIC017353
OG0006078	LOC129793714	ASIC018584
OG0006079	LOC129793771	ASIC020993
OG0006080	LOC129796390	ASIC009823
OG0006081	LOC129794796	ASIC009826
OG0006083	LOC129795175	ASIC014527
OG0006084	LOC129794335	ASIC016523
