Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0004646	LOC129791542	AFUN2_003207
OG0004647	LOC129794102	AFUN2_007647
OG0004648	LOC129791541	AFUN2_000544
OG0004649	LOC129792018	AFUN2_013912
OG0004650	LOC129791460	AFUN2_005797
OG0004651	LOC129793012	AFUN2_011907
OG0004652	LOC129793011	AFUN2_013751
OG0004653	LOC129792171	AFUN2_002260
OG0004654	LOC129792170	AFUN2_004642
OG0004655	LOC129791540	AFUN2_009603
OG0004656	LOC129793055	AFUN2_011800
OG0004659	LOC129786511	AFUN2_009495
OG0004660	LOC129790188	AFUN2_004137
OG0004661	LOC129797822	AFUN2_005940
OG0004662	LOC129793114	AFUN2_004057
OG0004663	LOC129793109	AFUN2_000380
OG0004664	LOC129793110	AFUN2_007314
OG0004665	LOC129791614	AFUN2_007994
OG0004667	LOC129791995	AFUN2_011429
OG0004668	LOC129791583	AFUN2_011931
OG0004669	LOC129790835	AFUN2_013346
OG0004670	LOC129791828	AFUN2_010723
OG0004671	LOC129789008	AFUN2_011590
OG0004672	LOC129794976	AFUN2_001348
OG0004674	LOC129792350	AFUN2_000401
OG0004675	LOC129793157	AFUN2_001468
OG0004676	LOC129791423	AFUN2_008002
OG0004677	LOC129791331	AFUN2_013339
OG0004678	LOC129790664	AFUN2_014218
OG0004679	LOC129792369	AFUN2_006298
OG0004680	LOC129788810	AFUN2_010682
OG0004681	LOC129793223	AFUN2_004920
OG0004682	LOC129790732, LOC129794647	AFUN2_008631
OG0004683	LOC129793985	AFUN2_013937
OG0004684	LOC129791417	AFUN2_013671
OG0004685	LOC129788808	AFUN2_011505
OG0004686	LOC129791434	AFUN2_006333
OG0004687	LOC129793213	AFUN2_004143
OG0004688	LOC129790131	AFUN2_012428
OG0004689	LOC129789105	AFUN2_003648
OG0004690	LOC129788188	AFUN2_008802
OG0004691	LOC129790474	AFUN2_009587
OG0004692	LOC129788189	AFUN2_002220
OG0004693	LOC129787311	AFUN2_002367
OG0004694	LOC129788695	AFUN2_011076
OG0004695	LOC129791892	AFUN2_013183
OG0004696	LOC129788650	AFUN2_014419
OG0004697	LOC129796612	AFUN2_001794
OG0004698	LOC129790130	AFUN2_001226
OG0004699	LOC129794095	AFUN2_004897
OG0004700	LOC129787815	AFUN2_008383
OG0004701	LOC129786498	AFUN2_002156
OG0004702	LOC129794975	AFUN2_011033
OG0004703	LOC129787832	AFUN2_011666
OG0004704	LOC129786746	AFUN2_004590
OG0004705	LOC129792071	AFUN2_013412
OG0004706	LOC129790276	AFUN2_011810
OG0004707	LOC129788190	AFUN2_006089
OG0004708	LOC129786667	AFUN2_007141
OG0004709	LOC129787774	AFUN2_006290
OG0004710	LOC129796324	AFUN2_005524
OG0004711	LOC129792493	AFUN2_004416
OG0004712	LOC129788354	AFUN2_008360
OG0004713	LOC129794795	AFUN2_002397
OG0004714	LOC129796500	AFUN2_006384
OG0004715	LOC129796591	AFUN2_014607
OG0004716	LOC129795042	AFUN2_004589
OG0004717	LOC129794978	AFUN2_010873
OG0004718	LOC129795106	AFUN2_003720
OG0004719	LOC129792500	AFUN2_006503
OG0004720	LOC129797266	AFUN2_000877
OG0004721	LOC129786015	AFUN2_008497
OG0004722	LOC129790585	AFUN2_012953
OG0004723	LOC129793692	AFUN2_001073
OG0004724	LOC129793476	AFUN2_012509
OG0004725	LOC129788168	AFUN2_002654
OG0004726	LOC129793472	AFUN2_001476
OG0004727	LOC129789909	AFUN2_010912
OG0004728	LOC129792141	AFUN2_010642
OG0004729	LOC129793650	AFUN2_014292
OG0004730	LOC129792663	AFUN2_008261
OG0004731	LOC129792245	AFUN2_003695
OG0004732	LOC129792238	AFUN2_002307
OG0004733	LOC129794194	AFUN2_006312
OG0004734	LOC129793264	AFUN2_003570
OG0004735	LOC129797499	AFUN2_000661
OG0004736	LOC129797509	AFUN2_000790
OG0004737	LOC129797738	AFUN2_012155
OG0004738	LOC129793454	AFUN2_011908
OG0004739	LOC129797603	AFUN2_007415
OG0004740	LOC129797723	AFUN2_002352
OG0004741	LOC129797511	AFUN2_009176
OG0004742	LOC129793470	AFUN2_011343
OG0004743	LOC129797692	AFUN2_006755
OG0004745	LOC129789525	AFUN2_013090
OG0004746	LOC129793386	AFUN2_006262
OG0004747	LOC129788733	AFUN2_006974
OG0004748	LOC129793373	AFUN2_010318
OG0004749	LOC129790184	AFUN2_004386
OG0004750	LOC129788559	AFUN2_005450
OG0004751	LOC129788381	AFUN2_012622
OG0004752	LOC129793619	AFUN2_013835
OG0004753	LOC129791080	AFUN2_008811
OG0004754	LOC129797482	AFUN2_001999
OG0004755	LOC129796063	AFUN2_007530
OG0004756	LOC129790010	AFUN2_008831
OG0004757	LOC129794134	AFUN2_014368
OG0004758	LOC129794192	AFUN2_004823
OG0004760	LOC129786738	AFUN2_002913
OG0004761	LOC129790003	AFUN2_013475
OG0004762	LOC129789855	AFUN2_008645
OG0004763	LOC129790008	AFUN2_002797
OG0004764	LOC129791014	AFUN2_009044
OG0004765	LOC129795203, LOC129795323	AFUN2_012359
OG0004766	LOC129788461	AFUN2_008564
OG0004767	LOC129795306	AFUN2_009291
OG0004768	LOC129790852	AFUN2_006946
OG0004769	LOC129789896	AFUN2_006010
OG0004770	LOC129789574	AFUN2_006465
OG0004771	LOC129793152	AFUN2_002822
OG0004772	LOC129786559	AFUN2_004409
OG0004773	LOC129789837	AFUN2_011086
OG0004774	LOC129786999	AFUN2_014717
OG0004775	LOC129797096	AFUN2_003752
OG0004777	LOC129787757	AFUN2_013014
OG0004778	LOC129788129	AFUN2_011819
OG0004779	LOC129786216	AFUN2_010081
OG0004780	LOC129793721	AFUN2_011140
OG0004781	LOC129787953	AFUN2_002723
OG0004782	LOC129797857	AFUN2_013905
OG0004783	LOC129788965	AFUN2_005551
OG0004785	LOC129790685	AFUN2_007002
OG0004786	LOC129790661	AFUN2_009693
OG0004787	LOC129791057	AFUN2_003625
OG0004788	LOC129792406	AFUN2_013115
OG0004789	LOC129797798	AFUN2_012717
OG0004790	LOC129789304	AFUN2_007013
OG0004791	LOC129789260	AFUN2_003162
OG0004792	LOC129791537	AFUN2_004769
OG0004793	LOC129797470	AFUN2_006879
OG0004794	LOC129791058	AFUN2_008274
OG0004795	LOC129795122	AFUN2_006162
OG0004796	LOC129795120	AFUN2_007787
OG0004797	LOC129795194	AFUN2_003122
OG0004798	LOC129795121	AFUN2_009877
OG0004799	LOC129786573	AFUN2_005245
OG0004800	LOC129791953	AFUN2_013963
OG0004801	LOC129796130	AFUN2_008460
OG0004802	LOC129796699	AFUN2_008544
OG0004803	LOC129795905	AFUN2_000550
OG0004804	LOC129786279	AFUN2_000497
OG0004805	LOC129797301	AFUN2_001851
OG0004806	LOC129787169	AFUN2_004998
OG0004807	LOC129790301	AFUN2_002486
OG0004808	LOC129790369	AFUN2_008781
OG0004809	LOC129787165	AFUN2_005180
OG0004810	LOC129792941	AFUN2_012031
OG0004811	LOC129792623	AFUN2_014668
OG0004812	LOC129788671	AFUN2_008153
OG0004814	LOC129789392	AFUN2_013984
OG0004815	LOC129797492	AFUN2_013130
OG0004816	LOC129796599	AFUN2_005221
OG0004817	LOC129795627	AFUN2_004411
OG0004818	LOC129796592	AFUN2_007091
OG0004819	LOC129796036	AFUN2_010050
OG0004820	LOC129795410	AFUN2_004195
OG0004821	LOC129787432	AFUN2_005356
OG0004823	LOC129794637	AFUN2_007976
OG0004825	LOC129796996	AFUN2_011329
OG0004826	LOC129796374	AFUN2_009312
OG0004827	LOC129796886	AFUN2_009872
OG0004828	LOC129790538	AFUN2_003866
OG0004829	LOC129790630	AFUN2_005936
OG0004830	LOC129788969	AFUN2_009353
OG0004831	LOC129788669	AFUN2_007863
OG0004832	LOC129793727	AFUN2_011776
OG0004833	LOC129789731	AFUN2_000349
OG0004834	LOC129789665	AFUN2_003757
OG0004835	LOC129789678	AFUN2_013057
OG0004836	LOC129789707	AFUN2_002079
OG0004837	LOC129790313	AFUN2_012414
OG0004838	LOC129790605	AFUN2_013243
OG0004839	LOC129789770	AFUN2_009830
OG0004840	LOC129793954	AFUN2_006601
OG0004841	LOC129793419	AFUN2_012407
OG0004842	LOC129787558	AFUN2_011170
OG0004843	LOC129792215	AFUN2_008193
OG0004844	LOC129788864	AFUN2_008295
OG0004845	LOC129791131	AFUN2_007174
OG0004846	LOC129792311	AFUN2_007780
OG0004847	LOC129797446	AFUN2_007556
OG0004848	LOC129797749	AFUN2_008052
OG0004849	LOC129794935	AFUN2_001790
OG0004850	LOC129796077	AFUN2_014568
OG0004851	LOC129791404	AFUN2_011246
OG0004852	LOC129788943	AFUN2_011001
OG0004853	LOC129790193	AFUN2_014154
OG0004854	LOC129789901	AFUN2_000553
OG0004855	LOC129790290	AFUN2_012997
OG0004856	LOC129790287	AFUN2_006858
OG0004857	LOC129788952	AFUN2_007850
OG0004858	LOC129792206	AFUN2_003204
OG0004859	LOC129789870	AFUN2_013166
OG0004860	LOC129794025	AFUN2_005341
OG0004861	LOC129788144	AFUN2_006083
OG0004862	LOC129789824	AFUN2_011597
OG0004863	LOC129789874	AFUN2_003533
OG0004864	LOC129787609	AFUN2_009738
OG0004865	LOC129787559	AFUN2_006271
OG0004866	LOC129787594	AFUN2_003066
OG0004867	LOC129787636	AFUN2_013771
OG0004868	LOC129797137	AFUN2_012824
OG0004869	LOC129786985	AFUN2_005485
OG0004870	LOC129786423	AFUN2_002184
OG0004871	LOC129797730	AFUN2_008488
OG0004872	LOC129797494	AFUN2_009848
OG0004873	LOC129786834	AFUN2_002450
OG0004874	LOC129786416	AFUN2_011281
OG0004875	LOC129786480	AFUN2_014515
OG0004876	LOC129789075	AFUN2_007030
OG0004877	LOC129789055	AFUN2_012358
OG0004878	LOC129789313	AFUN2_012941
OG0004879	LOC129789453	AFUN2_003591
OG0004880	LOC129789438	AFUN2_008844
OG0004881	LOC129789044	AFUN2_001335
OG0004882	LOC129789314	AFUN2_011079
OG0004883	LOC129786686	AFUN2_000752
OG0004884	LOC129791196	AFUN2_000542
OG0004885	LOC129787496	AFUN2_007194
OG0004886	LOC129797375	AFUN2_006342
OG0004887	LOC129787554	AFUN2_014071
OG0004888	LOC129795647	AFUN2_002274
OG0004889	LOC129797422	AFUN2_012328
OG0004890	LOC129795409	AFUN2_004660
OG0004891	LOC129793646	AFUN2_008074
OG0004892	LOC129787516	AFUN2_010059
OG0004893	LOC129793639	AFUN2_003292
OG0004895	LOC129795371	AFUN2_010027
OG0004896	LOC129795751	AFUN2_004105
OG0004897	LOC129794114	AFUN2_011566
OG0004898	LOC129796347	AFUN2_001218
OG0004899	LOC129786916	AFUN2_000460
OG0004900	LOC129793255	AFUN2_012780
OG0004901	LOC129790918	AFUN2_007968
OG0004903	LOC129786435	AFUN2_012201
OG0004905	LOC129793222	AFUN2_011973
OG0004906	LOC129795475	AFUN2_010582
OG0004907	LOC129793231	AFUN2_008762
OG0004908	LOC129786388	AFUN2_002933
OG0004909	LOC129786378	AFUN2_010570
OG0004910	LOC129797358	AFUN2_009938
OG0004911	LOC129787956	AFUN2_009619
OG0004912	LOC129787995	AFUN2_014260
OG0004913	LOC129795591	AFUN2_013352
OG0004914	LOC129792001	AFUN2_012783
OG0004915	LOC129792990	AFUN2_001296
OG0004916	LOC129792958	AFUN2_011720
OG0004917	LOC129792974	AFUN2_006687
OG0004918	LOC129793516	AFUN2_001533
OG0004919	LOC129790459	AFUN2_001991
OG0004920	LOC129792931	AFUN2_002537
OG0004921	LOC129796866	AFUN2_007309
OG0004922	LOC129796239	AFUN2_009988
OG0004923	LOC129790654	AFUN2_006783
OG0004924	LOC129796399	AFUN2_010836
OG0004925	LOC129786642	AFUN2_008739
OG0004926	LOC129796226	AFUN2_008173
OG0004928	LOC129787645	AFUN2_014645
OG0004929	LOC129786392	AFUN2_014113
OG0004930	LOC129788501	AFUN2_002861
OG0004931	LOC129790057	AFUN2_003070
OG0004932	LOC129788201	AFUN2_006061
OG0004933	LOC129789229	AFUN2_003878
OG0004934	LOC129791939	AFUN2_003135
OG0004935	LOC129788202	AFUN2_005899
OG0004936	LOC129786661	AFUN2_012699
OG0004937	LOC129789209	AFUN2_012440
OG0004938	LOC129786286	AFUN2_014601
OG0004939	LOC129796509	AFUN2_008496
OG0004940	LOC129785842	AFUN2_007597
OG0004941	LOC129790579	AFUN2_011202
OG0004942	LOC129786745	AFUN2_006498
OG0004943	LOC129787050	AFUN2_005837
OG0004944	LOC129791399	AFUN2_001334
OG0004945	LOC129796227	AFUN2_011727
OG0004946	LOC129796205	AFUN2_011991
OG0004948	LOC129793412	AFUN2_006127
OG0004949	LOC129789125	AFUN2_011713
OG0004950	LOC129793513	AFUN2_002903
OG0004951	LOC129796247	AFUN2_004266
OG0004952	LOC129795181	AFUN2_014350
OG0004953	LOC129787290	AFUN2_000395
OG0004954	LOC129785860	AFUN2_007323
OG0004956	LOC129796944	AFUN2_004932
OG0004957	LOC129797507	AFUN2_009675
OG0004958	LOC129797120	AFUN2_009445
OG0004959	LOC129787664	AFUN2_007743
OG0004960	LOC129797404	AFUN2_003181
OG0004961	LOC129796968	AFUN2_006383
OG0004962	LOC129787099	AFUN2_006165
OG0004963	LOC129786041	AFUN2_014495
OG0004964	LOC129797173	AFUN2_004020
OG0004965	LOC129789733	AFUN2_001340
OG0004966	LOC129789674	AFUN2_006659
OG0004967	LOC129787927	AFUN2_001988
OG0004968	LOC129793568	AFUN2_009942
OG0004969	LOC129795964	AFUN2_013711
OG0004970	LOC129791283	AFUN2_009033
OG0004971	LOC129793004	AFUN2_007730
OG0004972	LOC129787187	AFUN2_006457
OG0004973	LOC129791605	AFUN2_003244
OG0004974	LOC129794133	AFUN2_012144
OG0004975	LOC129791412	AFUN2_003945
OG0004976	LOC129787320	AFUN2_001110
OG0004977	LOC129791609	AFUN2_008154
OG0004978	LOC129787957	AFUN2_010588
OG0004979	LOC129786316	AFUN2_005159
OG0004980	LOC129797837	AFUN2_006185
OG0004981	LOC129791765	AFUN2_009075
OG0004982	LOC129792684	AFUN2_011614
OG0004983	LOC129794017	AFUN2_013032
OG0004985	LOC129792691	AFUN2_004794
OG0004986	LOC129793990	AFUN2_001276
OG0004987	LOC129789422	AFUN2_009966
OG0004988	LOC129789431	AFUN2_005081
OG0004989	LOC129789398	AFUN2_005555
OG0004990	LOC129789412	AFUN2_003971
OG0004991	LOC129787560	AFUN2_009195
OG0004992	LOC129797757	AFUN2_012802
OG0004993	LOC129795718	AFUN2_002558
OG0004994	LOC129787551	AFUN2_012866
OG0004995	LOC129795899	AFUN2_003477
OG0004996	LOC129787503	AFUN2_001742
OG0004997	LOC129792028	AFUN2_002297
OG0004998	LOC129792110	AFUN2_000610
OG0004999	LOC129795704	AFUN2_003062
OG0005000	LOC129795618	AFUN2_001809
OG0005001	LOC129794410	AFUN2_011510
OG0005002	LOC129791911	AFUN2_010157
OG0005003	LOC129787449	AFUN2_007081
OG0005004	LOC129792487	AFUN2_008011
OG0005005	LOC129787442	AFUN2_011377
OG0005006	LOC129787455	AFUN2_004252
OG0005007	LOC129790234	AFUN2_000985
OG0005008	LOC129791384	AFUN2_014528
OG0005009	LOC129791357	AFUN2_008605
OG0005010	LOC129791345	AFUN2_012211
OG0005011	LOC129790162	AFUN2_002990
OG0005012	LOC129790282	AFUN2_008805
OG0005013	LOC129790229	AFUN2_012989
OG0005014	LOC129788659	AFUN2_010623
OG0005015	LOC129789007	AFUN2_013779
OG0005016	LOC129788931	AFUN2_005786
OG0005017	LOC129788870	AFUN2_014780
OG0005018	LOC129794096	AFUN2_012307
OG0005019	LOC129790696	AFUN2_002239
OG0005020	LOC129789128	AFUN2_007428
OG0005021	LOC129791730	AFUN2_003679
OG0005022	LOC129789601	AFUN2_007908
OG0005023	LOC129788966	AFUN2_000677
OG0005024	LOC129789149	AFUN2_011619
OG0005025	LOC129796814	AFUN2_002183
OG0005026	LOC129793779	AFUN2_006626
OG0005027	LOC129793839	AFUN2_003029
OG0005028	LOC129797605	AFUN2_001610
OG0005029	LOC129790980	AFUN2_009837
OG0005030	LOC129789691	AFUN2_013491
OG0005032	LOC129796779	AFUN2_012998
OG0005033	LOC129786587	AFUN2_006404
OG0005034	LOC129797187	AFUN2_008673
OG0005035	LOC129787324	AFUN2_013829
OG0005036	LOC129789124	AFUN2_007014
OG0005037	LOC129792160	AFUN2_012496
OG0005038	LOC129790410	AFUN2_007503
OG0005039	LOC129791071	AFUN2_001154
OG0005040	LOC129789019	AFUN2_008194
OG0005041	LOC129790748	AFUN2_006496
OG0005042	LOC129788355	AFUN2_003879
OG0005043	LOC129790124	AFUN2_008081
OG0005044	LOC129792301	AFUN2_001902
OG0005045	LOC129792789	AFUN2_007258
OG0005046	LOC129792749	AFUN2_006603
OG0005047	LOC129797041	AFUN2_012130
OG0005048	LOC129792752	AFUN2_001269
OG0005049	LOC129792594	AFUN2_009037
OG0005050	LOC129792696	AFUN2_010079
OG0005051	LOC129797693	AFUN2_007533
OG0005052	LOC129792699	AFUN2_012752
OG0005053	LOC129791768	AFUN2_009851
OG0005054	LOC129786683	AFUN2_011812
OG0005055	LOC129797008	AFUN2_009695
OG0005056	LOC129797340	AFUN2_002629
OG0005057	LOC129786413	AFUN2_001544
OG0005058	LOC129797047	AFUN2_011646
OG0005059	LOC129797251	AFUN2_014114
OG0005060	LOC129789796	AFUN2_002815
OG0005061	LOC129790293	AFUN2_002300
OG0005062	LOC129790475	AFUN2_011942
OG0005063	LOC129788951	AFUN2_012565
OG0005064	LOC129790058	AFUN2_008022
OG0005065	LOC129790582	AFUN2_010558
OG0005066	LOC129796523	AFUN2_001180
OG0005067	LOC129792402	AFUN2_006067
OG0005068	LOC129792409	AFUN2_004568
OG0005069	LOC129790280	AFUN2_005614
OG0005070	LOC129786601	AFUN2_001691
OG0005071	LOC129791442	AFUN2_010278
OG0005072	LOC129786172	AFUN2_004833
OG0005073	LOC129797352	AFUN2_007162
OG0005074	LOC129796006	AFUN2_011228
OG0005075	LOC129786425	AFUN2_002843
OG0005076	LOC129791443	AFUN2_013699
OG0005077	LOC129788425	AFUN2_000378
OG0005078	LOC129788430	AFUN2_010747
OG0005079	LOC129791160	AFUN2_011811
OG0005080	LOC129795793	AFUN2_010168
OG0005081	LOC129795796	AFUN2_009529
OG0005082	LOC129790844	AFUN2_001354
OG0005083	LOC129788462	AFUN2_001761
OG0005084	LOC129788468	AFUN2_004260
OG0005085	LOC129787667	AFUN2_006547
OG0005086	LOC129787675	AFUN2_005251
OG0005088	LOC129787234	AFUN2_009111
OG0005089	LOC129787060	AFUN2_008184
OG0005090	LOC129790727	AFUN2_014701
OG0005091	LOC129788705	AFUN2_009114
OG0005092	LOC129786986	AFUN2_009917
OG0005093	LOC129791840	AFUN2_000699
OG0005094	LOC129792825	AFUN2_005490
OG0005095	LOC129797410	AFUN2_008830
OG0005096	LOC129787695	AFUN2_013620
OG0005097	LOC129794959	AFUN2_008267
OG0005098	LOC129791905	AFUN2_012813
OG0005099	LOC129794462	AFUN2_011758
OG0005100	LOC129796811	AFUN2_002483
OG0005101	LOC129788068	AFUN2_009594
OG0005102	LOC129794650	AFUN2_012840
OG0005103	LOC129792981	AFUN2_014704
OG0005104	LOC129794460	AFUN2_013967
OG0005105	LOC129796685	AFUN2_004778
OG0005106	LOC129796661	AFUN2_008450
OG0005107	LOC129795689	AFUN2_001957
OG0005108	LOC129796099	AFUN2_001538
OG0005109	LOC129786110	AFUN2_011489
OG0005110	LOC129786152	AFUN2_001976
OG0005111	LOC129796585	AFUN2_007817
OG0005112	LOC129796024	AFUN2_002948
OG0005113	LOC129792251	AFUN2_013028
OG0005114	LOC129795840	AFUN2_007820
OG0005115	LOC129795868	AFUN2_014311
OG0005116	LOC129795430	AFUN2_003886
OG0005117	LOC129787178	AFUN2_013145
OG0005118	LOC129790449	AFUN2_002415
OG0005119	LOC129790861	AFUN2_006818
OG0005120	LOC129790450	AFUN2_012316
OG0005121	LOC129792440	AFUN2_006785
OG0005122	LOC129797471	AFUN2_010054
OG0005123	LOC129792450	AFUN2_014779
OG0005124	LOC129797449	AFUN2_007126
OG0005125	LOC129797697	AFUN2_010418
OG0005126	LOC129797718	AFUN2_009552
OG0005127	LOC129797711	AFUN2_004181
OG0005128	LOC129788887	AFUN2_006109
OG0005129	LOC129786136	AFUN2_012740
OG0005130	LOC129795579	AFUN2_004752
OG0005131	LOC129794599	AFUN2_005743
OG0005132	LOC129794128	AFUN2_004869
OG0005133	LOC129794001	AFUN2_008140
OG0005134	LOC129792249	AFUN2_008212
OG0005135	LOC129794010	AFUN2_013365
OG0005136	LOC129793695	AFUN2_009014
OG0005137	LOC129793150	AFUN2_004847
OG0005138	LOC129792250	AFUN2_010509
OG0005139	LOC129793486	AFUN2_001072
OG0005140	LOC129788398	AFUN2_008540
OG0005141	LOC129788456	AFUN2_009287
OG0005142	LOC129788690	AFUN2_013161
OG0005143	LOC129787604	AFUN2_004360
OG0005144	LOC129797684	AFUN2_012710
OG0005145	LOC129797278	AFUN2_006315
OG0005146	LOC129794906	AFUN2_001814
OG0005147	LOC129794758	AFUN2_001232
OG0005148	LOC129791022	AFUN2_004306
OG0005149	LOC129787828	AFUN2_007614
OG0005150	LOC129787330	AFUN2_002593
OG0005151	LOC129789561	AFUN2_009326
OG0005152	LOC129793934	AFUN2_012782
OG0005153	LOC129788512	AFUN2_003635
OG0005155	LOC129789349	AFUN2_012326
OG0005156	LOC129790043	AFUN2_001718
OG0005157	LOC129788490	AFUN2_013219
OG0005158	LOC129790812	AFUN2_007565
OG0005159	LOC129786694	AFUN2_012469
OG0005161	LOC129788911	AFUN2_011345
OG0005162	LOC129786704	AFUN2_006278
OG0005164	LOC129786689	AFUN2_005545
OG0005165	LOC129795562	AFUN2_007592
OG0005166	LOC129787534	AFUN2_006843
OG0005167	LOC129792237	AFUN2_006450
OG0005168	LOC129786942	AFUN2_006624
OG0005169	LOC129795277	AFUN2_004224
OG0005170	LOC129790166	AFUN2_011525
OG0005171	LOC129795385	AFUN2_011934
OG0005172	LOC129796437	AFUN2_014171
OG0005173	LOC129795614	AFUN2_004262
OG0005174	LOC129796475	AFUN2_010361
OG0005176	LOC129795493	AFUN2_013452
OG0005177	LOC129792326	AFUN2_009179
OG0005178	LOC129794903	AFUN2_007133
OG0005179	LOC129792915	AFUN2_009977
OG0005180	LOC129793574	AFUN2_009414
OG0005181	LOC129793797	AFUN2_005030
OG0005182	LOC129793280	AFUN2_011861
OG0005183	LOC129791208	AFUN2_010924
OG0005184	LOC129788576	AFUN2_008902
OG0005185	LOC129797438	AFUN2_007125
OG0005187	LOC129793851	AFUN2_013993
OG0005188	LOC129797419	AFUN2_006808
OG0005189	LOC129793601	AFUN2_012931
OG0005190	LOC129792870	AFUN2_009550
OG0005191	LOC129791432	AFUN2_008426
OG0005192	LOC129793975	AFUN2_001016
OG0005193	LOC129794938	AFUN2_005973
OG0005194	LOC129786141	AFUN2_007864
OG0005196	LOC129792019	AFUN2_002466
OG0005197	LOC129788924	AFUN2_006838
OG0005198	LOC129793620	AFUN2_010843
OG0005199	LOC129793506	AFUN2_013769
OG0005200	LOC129795433	AFUN2_005086
OG0005201	LOC129794212	AFUN2_007156
OG0005202	LOC129793623	AFUN2_000979
OG0005203	LOC129794211	AFUN2_003936
OG0005204	LOC129797813	AFUN2_007694
OG0005205	LOC129789928	AFUN2_009736
OG0005206	LOC129797143	AFUN2_005417
OG0005207	LOC129790336	AFUN2_004406
OG0005208	LOC129791139	AFUN2_004585
OG0005209	LOC129793393	AFUN2_012798
OG0005210	LOC129789528	AFUN2_003036
OG0005211	LOC129796499	AFUN2_004193
OG0005212	LOC129796341	AFUN2_010519
OG0005213	LOC129794667	AFUN2_010538
OG0005214	LOC129796434	AFUN2_014168
OG0005215	LOC129794665	AFUN2_008596
OG0005216	LOC129796015	AFUN2_013419
OG0005217	LOC129794838	AFUN2_006761
OG0005218	LOC129795929	AFUN2_008921
OG0005219	LOC129793817	AFUN2_007634
OG0005220	LOC129787943	AFUN2_011737
OG0005221	LOC129789589	AFUN2_010897
OG0005222	LOC129797039	AFUN2_005653
OG0005223	LOC129792239	AFUN2_013140
OG0005224	LOC129794984	AFUN2_007539
OG0005225	LOC129788391	AFUN2_010218
OG0005226	LOC129795875	AFUN2_013125
OG0005227	LOC129794885	AFUN2_008347
OG0005228	LOC129795842	AFUN2_003483
OG0005229	LOC129794033	AFUN2_009399
OG0005230	LOC129795852	AFUN2_014416
OG0005231	LOC129795480	AFUN2_011938
OG0005232	LOC129788982	AFUN2_006571
OG0005233	LOC129796115	AFUN2_013601
OG0005234	LOC129787507	AFUN2_007646
OG0005235	LOC129791610	AFUN2_002665
OG0005236	LOC129794202	AFUN2_005739
OG0005237	LOC129796630	AFUN2_008591
OG0005238	LOC129794216	AFUN2_007568
OG0005239	LOC129788840	AFUN2_005673
OG0005240	LOC129788141	AFUN2_010953
OG0005241	LOC129790807	AFUN2_010684
OG0005242	LOC129792142	AFUN2_007943
OG0005243	LOC129796817	AFUN2_003561
OG0005244	LOC129796889	AFUN2_010863
OG0005245	LOC129795728	AFUN2_012535
OG0005246	LOC129789848	AFUN2_009133
OG0005247	LOC129792221	AFUN2_012290
OG0005248	LOC129789905	AFUN2_013408
OG0005249	LOC129794657	AFUN2_006158
OG0005250	LOC129787416	AFUN2_010567
OG0005251	LOC129795177	AFUN2_001229
OG0005252	LOC129794685	AFUN2_004726
