Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0005176	LOC129795493	ADIR009684
OG0005177	LOC129792326	ADIR007482
OG0005178	LOC129794903	ADIR007498
OG0005179	LOC129792915	ADIR007484
OG0005180	LOC129793574	ADIR003818
OG0005181	LOC129793797	ADIR007866
OG0005182	LOC129793280	ADIR007863
OG0005183	LOC129791208	ADIR010956
OG0005184	LOC129788576	ADIR006174
OG0005185	LOC129797438	ADIR005319
OG0005187	LOC129793851	ADIR005320
OG0005188	LOC129797419	ADIR005321
OG0005189	LOC129793601	ADIR009926
OG0005190	LOC129792870	ADIR005561
OG0005191	LOC129791432	ADIR010165
OG0005192	LOC129793975	ADIR005562
OG0005193	LOC129794938	ADIR010164
OG0005194	LOC129786141	ADIR010160
OG0005195	LOC129791973	ADIR009243
OG0005196	LOC129792019	ADIR009244
OG0005197	LOC129788924	ADIR016000
OG0005198	LOC129793620	ADIR004740
OG0005199	LOC129793506	ADIR004742
OG0005200	LOC129795433	ADIR004738
OG0005201	LOC129794212	ADIR007471
OG0005202	LOC129793623	ADIR005533
OG0005203	LOC129794211	ADIR007472
OG0005204	LOC129797813	ADIR008281
OG0005205	LOC129789928	ADIR000624
OG0005206	LOC129797143	ADIR000621
OG0005207	LOC129790336	ADIR011468
OG0005208	LOC129791139	ADIR011465
OG0005209	LOC129793393	ADIR000622
OG0005210	LOC129789528	ADIR000625
OG0005211	LOC129796499	ADIR000188
OG0005212	LOC129796341	ADIR000440
OG0005213	LOC129794667	ADIR000442
OG0005214	LOC129796434	ADIR001822
OG0005215	LOC129794665	ADIR000441
OG0005216	LOC129796015	ADIR000438
OG0005217	LOC129794838	ADIR000189
OG0005218	LOC129795929	ADIR000439
OG0005219	LOC129793817	ADIR001821
OG0005220	LOC129787943	ADIR011700
OG0005221	LOC129789589	ADIR005150
OG0005222	LOC129797039	ADIR005151
OG0005223	LOC129792239	ADIR003109
OG0005224	LOC129794984	ADIR003108
OG0005226	LOC129795875	ADIR003111
OG0005227	LOC129794885	ADIR004495
OG0005228	LOC129795842	ADIR003112
OG0005229	LOC129794033	ADIR004476
OG0005230	LOC129795852	ADIR003113
OG0005231	LOC129795480	ADIR009857
OG0005232	LOC129788982	ADIR008361
OG0005233	LOC129796115	ADIR004502
OG0005234	LOC129787507	ADIR004473
OG0005235	LOC129791610	ADIR008611
OG0005236	LOC129794202	ADIR001586
OG0005237	LOC129796630	ADIR001589
OG0005238	LOC129794216	ADIR001588
OG0005239	LOC129788840	ADIR010902
OG0005240	LOC129788141	ADIR011393
OG0005241	LOC129790807	ADIR011395
OG0005242	LOC129792142	ADIR004721
OG0005243	LOC129796817	ADIR004540
OG0005245	LOC129795728	ADIR001669
OG0005246	LOC129789848	ADIR004095
OG0005247	LOC129792221	ADIR003233
OG0005248	LOC129789905	ADIR004094
OG0005249	LOC129794657	ADIR008619
OG0005250	LOC129787416	ADIR008447
OG0005251	LOC129795177	ADIR000499
OG0005252	LOC129794685	ADIR009526
OG0005253	LOC129794800	ADIR009524
OG0005254	LOC129794675	ADIR009527
OG0005255	LOC129793467	ADIR007805
OG0005256	LOC129791639	ADIR007476
OG0005257	LOC129792242	ADIR003837
OG0005258	LOC129792983	ADIR003840
OG0005259	LOC129797775	ADIR000735
OG0005260	LOC129791179	ADIR004909
OG0005261	LOC129797596	ADIR000734
OG0005262	LOC129797638	ADIR000736
OG0005263	LOC129792401	ADIR000733
OG0005264	LOC129791174	ADIR004907
OG0005265	LOC129794221	ADIR007227
OG0005266	LOC129793369	ADIR008139
OG0005267	LOC129786219	ADIR005464
OG0005268	LOC129790907	ADIR004562
OG0005269	LOC129790128	ADIR010185
OG0005270	LOC129787086	ADIR002412
OG0005271	LOC129797865	ADIR008512
OG0005272	LOC129785911	ADIR002411
OG0005273	LOC129787764	ADIR015669
OG0005274	LOC129793621	ADIR015672
OG0005275	LOC129795553	ADIR010630
OG0005276	LOC129788683	ADIR008858
OG0005277	LOC129786047	ADIR010241
OG0005278	LOC129788026	ADIR008067
OG0005279	LOC129792391	ADIR008856
OG0005280	LOC129786241	ADIR010695
OG0005281	LOC129785978	ADIR010697
OG0005282	LOC129787518	ADIR004489
OG0005283	LOC129788404	ADIR000685
OG0005284	LOC129791834	ADIR007215
OG0005285	LOC129787740	ADIR000686
OG0005286	LOC129786739	ADIR000680
OG0005287	LOC129786749	ADIR005121
OG0005288	LOC129793314	ADIR005122
OG0005289	LOC129796257	ADIR005124
OG0005290	LOC129791183	ADIR009417
OG0005291	LOC129790236	ADIR004894
OG0005292	LOC129791352	ADIR009418
OG0005293	LOC129791348	ADIR009420
OG0005294	LOC129791311	ADIR009419
OG0005295	LOC129790368	ADIR011029
OG0005296	LOC129797533	ADIR004714
OG0005297	LOC129797552	ADIR004716
OG0005298	LOC129786758	ADIR006679
OG0005299	LOC129786941	ADIR015730
OG0005300	LOC129792845	ADIR016105
OG0005301	LOC129795870	ADIR016178
OG0005302	LOC129786532	ADIR003331
OG0005303	LOC129786620	ADIR003333
OG0005304	LOC129786564	ADIR002501
OG0005305	LOC129790148	ADIR010173
OG0005306	LOC129797836	ADIR003274
OG0005307	LOC129787039	ADIR010171
OG0005308	LOC129787038	ADIR010172
OG0005309	LOC129789836	ADIR000855
OG0005310	LOC129795162	ADIR001069
OG0005313	LOC129790127	ADIR003963
OG0005314	LOC129789995	ADIR001023
OG0005315	LOC129789522	ADIR001011
OG0005316	LOC129787388	ADIR004961
OG0005317	LOC129789904	ADIR009530
OG0005318	LOC129795055	ADIR009532
OG0005319	LOC129791229	ADIR009365
OG0005320	LOC129788877	ADIR009367
OG0005321	LOC129794059	ADIR009362
OG0005323	LOC129790038	ADIR006016
OG0005325	LOC129790034	ADIR006017
OG0005326	LOC129791066	ADIR006019
OG0005327	LOC129795691	ADIR005667
OG0005328	LOC129797233	ADIR000047
OG0005329	LOC129795461	ADIR005670
OG0005330	LOC129795752	ADIR005668
OG0005331	LOC129795504	ADIR000045
OG0005332	LOC129795680	ADIR005669
OG0005333	LOC129797223	ADIR011624
OG0005334	LOC129792490	ADIR005221
OG0005335	LOC129789531	ADIR005220
OG0005336	LOC129792263	ADIR008723
OG0005337	LOC129794170	ADIR004652
OG0005338	LOC129790379	ADIR005217
OG0005339	LOC129797553	ADIR011718
OG0005340	LOC129791919	ADIR015670
OG0005341	LOC129791824	ADIR004352
OG0005342	LOC129791764	ADIR004354
OG0005343	LOC129795168	ADIR008640
OG0005344	LOC129791959	ADIR004350
OG0005345	LOC129792240	ADIR004349
OG0005346	LOC129789879	ADIR003403
OG0005347	LOC129787397	ADIR006509
OG0005348	LOC129787059	ADIR005420
OG0005349	LOC129795738	ADIR006663
OG0005350	LOC129797617	ADIR004526
OG0005351	LOC129793729	ADIR007884
OG0005352	LOC129786305	ADIR004528
OG0005353	LOC129790792	ADIR002557
OG0005354	LOC129788893	ADIR009002
OG0005355	LOC129790012	ADIR009728
OG0005356	LOC129787275	ADIR009363
OG0005357	LOC129790014	ADIR009727
OG0005358	LOC129790207	ADIR009064
OG0005359	LOC129793932	ADIR005929
OG0005360	LOC129789961	ADIR005925
OG0005361	LOC129790191	ADIR005917
OG0005362	LOC129788416	ADIR011320
OG0005363	LOC129788818	ADIR000597
OG0005364	LOC129789983	ADIR005927
OG0005365	LOC129797250	ADIR000592
OG0005366	LOC129788844	ADIR000594
OG0005367	LOC129788184	ADIR000591
OG0005368	LOC129787674	ADIR002186
OG0005369	LOC129794917	ADIR000005
OG0005370	LOC129795894	ADIR000468
OG0005371	LOC129795119	ADIR000007
OG0005372	LOC129795902	ADIR000471
OG0005373	LOC129790794	ADIR005950
OG0005374	LOC129789146	ADIR004123
OG0005375	LOC129789382	ADIR005965
OG0005376	LOC129790850	ADIR010006
OG0005377	LOC129790878	ADIR005968
OG0005378	LOC129788731	ADIR011686
OG0005379	LOC129795635	ADIR001868
OG0005380	LOC129797327	ADIR005258
OG0005381	LOC129789695	ADIR001909
OG0005382	LOC129797326	ADIR005259
OG0005383	LOC129791288	ADIR015889
OG0005384	LOC129790324	ADIR006289
OG0005385	LOC129793236	ADIR015883, ADIR016101
OG0005386	LOC129789020	ADIR011202
OG0005387	LOC129795683	ADIR015917
OG0005389	LOC129793310	ADIR007294
OG0005390	LOC129792542	ADIR007316
OG0005392	LOC129789312	ADIR004604
OG0005393	LOC129785861	ADIR001513
OG0005394	LOC129790031	ADIR001114
OG0005395	LOC129794961	ADIR005316
OG0005396	LOC129796440	ADIR010561
OG0005397	LOC129786923	ADIR010563
OG0005398	LOC129786862	ADIR002651
OG0005399	LOC129786628	ADIR002653
OG0005400	LOC129791802	ADIR004478
OG0005401	LOC129793842	ADIR002824
OG0005402	LOC129792860	ADIR009013
OG0005403	LOC129789586	ADIR010325
OG0005404	LOC129788929	ADIR009919
OG0005405	LOC129791147	ADIR003928
OG0005406	LOC129793781	ADIR002475
OG0005407	LOC129789435	ADIR011643
OG0005408	LOC129797483	ADIR009866
OG0005409	LOC129797516	ADIR009870
OG0005410	LOC129787642	ADIR006393
OG0005411	LOC129797513	ADIR009869
OG0005412	LOC129797195	ADIR010067
OG0005413	LOC129794924	ADIR009865
OG0005414	LOC129797764, LOC129797762	ADIR009864
OG0005415	LOC129795581	ADIR006392
OG0005416	LOC129788059	ADIR009863
OG0005417	LOC129786335	ADIR003256, ADIR003255
OG0005418	LOC129793917	ADIR003248
OG0005419	LOC129797794	ADIR004579
OG0005420	LOC129786337	ADIR003253
OG0005421	LOC129786333	ADIR003252
OG0005422	LOC129793311	ADIR004577
OG0005423	LOC129794883	ADIR003250
OG0005424	LOC129786327	ADIR003246
OG0005425	LOC129793170	ADIR002697
OG0005426	LOC129794891	ADIR002076
OG0005428	LOC129787599	ADIR003051
OG0005429	LOC129797305	ADIR015502
OG0005430	LOC129796928	ADIR003040
OG0005431	LOC129795741	ADIR003036
OG0005432	LOC129796984	ADIR003054
OG0005433	LOC129797295	ADIR003049
OG0005434	LOC129797232	ADIR003053
OG0005435	LOC129793364	ADIR003042
OG0005436	LOC129791944	ADIR003038
OG0005437	LOC129787119	ADIR003058
OG0005438	LOC129790909	ADIR009414
OG0005440	LOC129795940	ADIR008231
OG0005441	LOC129786420	ADIR008232
OG0005442	LOC129796513	ADIR010623
OG0005443	LOC129793918	ADIR008351
OG0005444	LOC129796960	ADIR015979
OG0005445	LOC129791092	ADIR010333
OG0005446	LOC129786233	ADIR010339
OG0005448	LOC129787666	ADIR003073
OG0005449	LOC129796962	ADIR010337
OG0005450	LOC129796965	ADIR010336
OG0005451	LOC129786250	ADIR010338
OG0005452	LOC129793935	ADIR015980
OG0005453	LOC129793813	ADIR014899
OG0005454	LOC129796963	ADIR010332
OG0005455	LOC129788151	ADIR004100
OG0005456	LOC129796529	ADIR009160
OG0005458	LOC129796642	ADIR000027
OG0005459	LOC129789623	ADIR004029
OG0005460	LOC129790601	ADIR006774
OG0005461	LOC129790604	ADIR006777
OG0005462	LOC129789776	ADIR004027
OG0005463	LOC129794714	ADIR006778
OG0005464	LOC129790643	ADIR006607
OG0005465	LOC129791869	ADIR015697
OG0005466	LOC129793571	ADIR008023
OG0005467	LOC129790436	ADIR010574
OG0005468	LOC129797217	ADIR010575
OG0005469	LOC129790796	ADIR008259
OG0005470	LOC129787106	ADIR010581
OG0005471	LOC129788625	ADIR010579
OG0005472	LOC129793108	ADIR010570
OG0005473	LOC129786244	ADIR000030
OG0005474	LOC129794922	ADIR000036
OG0005475	LOC129794698	ADIR000032
OG0005476	LOC129795448	ADIR000028
OG0005477	LOC129795407	ADIR000039
OG0005478	LOC129796498	ADIR000041
OG0005479	LOC129796491	ADIR000038
OG0005481	LOC129788031, LOC129790520	ADIR001311
OG0005482	LOC129790815	ADIR001467
OG0005483	LOC129790519	ADIR011751
OG0005484	LOC129790518	ADIR001315
OG0005485	LOC129795512	ADIR006671
OG0005486	LOC129789749	ADIR001498
OG0005487	LOC129790385	ADIR004038
OG0005488	LOC129789816	ADIR004678
OG0005490	LOC129793313	ADIR007015
OG0005491	LOC129787512	ADIR007018
OG0005492	LOC129789750	ADIR007019
OG0005493	LOC129790350	ADIR015903
OG0005494	LOC129787010	ADIR007014
OG0005495	LOC129791429	ADIR006227
OG0005496	LOC129788906	ADIR006223
OG0005497	LOC129790784	ADIR006219
OG0005498	LOC129788888	ADIR006224
OG0005499	LOC129790788	ADIR006222
OG0005500	LOC129789676	ADIR006228
OG0005501	LOC129790791	ADIR006220
OG0005502	LOC129789668	ADIR006226
OG0005503	LOC129787533	ADIR000840
OG0005505	LOC129786517	ADIR006394
OG0005506	LOC129789031	ADIR003921
OG0005507	LOC129788960	ADIR011688
OG0005508	LOC129795845	ADIR006397
OG0005509	LOC129795885	ADIR006396
OG0005510	LOC129792724	ADIR001565
OG0005511	LOC129791843	ADIR010719
OG0005512	LOC129793493	ADIR011518
OG0005513	LOC129795412	ADIR001980
OG0005514	LOC129796704	ADIR001982
OG0005515	LOC129795440	ADIR000328
OG0005516	LOC129795653	ADIR000489
OG0005517	LOC129790819	ADIR015995
OG0005518	LOC129791166	ADIR011124
OG0005519	LOC129790608	ADIR011132
OG0005520	LOC129790917	ADIR011133
OG0005521	LOC129790863	ADIR011134
OG0005522	LOC129790391	ADIR011131
OG0005523	LOC129790525	ADIR015987
OG0005524	LOC129787795	ADIR011250
OG0005525	LOC129790097	ADIR011130
OG0005526	LOC129788047	ADIR005406
OG0005527	LOC129797862	ADIR005409
OG0005528	LOC129788052	ADIR006064
OG0005529	LOC129789710	ADIR006065
OG0005530	LOC129790197	ADIR006060
OG0005531	LOC129788002	ADIR007892
OG0005532	LOC129786456	ADIR008062
OG0005533	LOC129787961	ADIR008659
OG0005534	LOC129786409	ADIR016080
OG0005535	LOC129787830	ADIR010541
OG0005536	LOC129797669	ADIR010543
OG0005537	LOC129790257	ADIR010551
OG0005538	LOC129790048	ADIR010546
OG0005539	LOC129790286	ADIR010545
OG0005540	LOC129788049	ADIR001089
OG0005541	LOC129794327	ADIR007792
OG0005542	LOC129794326	ADIR007791
OG0005543	LOC129792636	ADIR007789
OG0005544	LOC129794329	ADIR007793
OG0005545	LOC129791028	ADIR004917
OG0005546	LOC129792157	ADIR005116
OG0005547	LOC129795982	ADIR003205
OG0005548	LOC129795925	ADIR003206
OG0005549	LOC129795485	ADIR003202
OG0005550	LOC129786803	ADIR003214
OG0005551	LOC129789063	ADIR002260
OG0005552	LOC129796370	ADIR010153
OG0005553	LOC129787473	ADIR001894
OG0005554	LOC129796358	ADIR009505
OG0005555	LOC129789355	ADIR000268
OG0005556	LOC129795431	ADIR001895
OG0005557	LOC129795498	ADIR009504
OG0005558	LOC129794806	ADIR001893
OG0005559	LOC129795966	ADIR001890
OG0005560	LOC129796495	ADIR009652
OG0005561	LOC129786108	ADIR000213
OG0005563	LOC129796624	ADIR009449
OG0005564	LOC129795360	ADIR009447
OG0005566	LOC129794933	ADIR009444
OG0005567	LOC129795265	ADIR009446
OG0005568	LOC129792199	ADIR001619
OG0005569	LOC129793234	ADIR001618
OG0005570	LOC129792196	ADIR001620
OG0005571	LOC129793204	ADIR001617
OG0005572	LOC129788346	ADIR006466
OG0005573	LOC129796149	ADIR010602
OG0005574	LOC129797503	ADIR010593
OG0005575	LOC129796438	ADIR006526
OG0005576	LOC129797622	ADIR010595
OG0005577	LOC129797735	ADIR010594
OG0005578	LOC129796207	ADIR010601
OG0005579	LOC129789318	ADIR010596
OG0005580	LOC129790322	ADIR006527
OG0005581	LOC129786825	ADIR005481
OG0005582	LOC129786124	ADIR005802
OG0005583	LOC129786682	ADIR014781
OG0005584	LOC129790770	ADIR002425
OG0005585	LOC129790830	ADIR008388
OG0005586	LOC129791957	ADIR010976
OG0005588	LOC129795636	ADIR004823
OG0005589	LOC129789965	ADIR010983
OG0005590	LOC129792650	ADIR006857
OG0005591	LOC129792667	ADIR005040
OG0005592	LOC129789016	ADIR010977
OG0005593	LOC129786918	ADIR010975
OG0005594	LOC129793833	ADIR007506
OG0005595	LOC129793832	ADIR007507
OG0005596	LOC129792740	ADIR007648
OG0005597	LOC129795911	ADIR009174
OG0005598	LOC129797207	ADIR009170
OG0005599	LOC129793921	ADIR011544
OG0005600	LOC129791579	ADIR007801
OG0005601	LOC129788171	ADIR009780
OG0005602	LOC129792558	ADIR015688
OG0005603	LOC129794688	ADIR009963
OG0005604	LOC129794499	ADIR009960
OG0005605	LOC129790299	ADIR011645
OG0005606	LOC129788379	ADIR002389
OG0005607	LOC129791299	ADIR001132
OG0005608	LOC129787260	ADIR014488
OG0005609	LOC129790380	ADIR001413
OG0005610	LOC129794297	ADIR004310
OG0005611	LOC129793205	ADIR008909
OG0005612	LOC129796375	ADIR008907
OG0005613	LOC129791751	ADIR008842
OG0005614	LOC129792840	ADIR003900
OG0005615	LOC129788204, LOC129792841	ADIR003901
OG0005616	LOC129794880	ADIR006454
OG0005617	LOC129785907	ADIR010166
OG0005618	LOC129788135	ADIR010167
OG0005619	LOC129797786	ADIR009938
OG0005620	LOC129792733	ADIR007835
OG0005621	LOC129792786	ADIR007836
OG0005622	LOC129789761	ADIR007837
OG0005623	LOC129792791	ADIR007839
OG0005624	LOC129790473	ADIR016043
OG0005626	LOC129789975	ADIR006806
OG0005627	LOC129788605	ADIR011470
OG0005628	LOC129791213	ADIR006804
OG0005629	LOC129789862	ADIR006807
OG0005630	LOC129797656	ADIR001699
OG0005631	LOC129788191	ADIR001700
OG0005632	LOC129792052	ADIR008213
OG0005633	LOC129793413	ADIR007796
OG0005634	LOC129793866	ADIR008210
OG0005635	LOC129793460	ADIR008208
OG0005636	LOC129793330	ADIR008212
OG0005637	LOC129793464	ADIR008209
OG0005638	LOC129796184	ADIR007795
OG0005639	LOC129793360	ADIR007278
OG0005640	LOC129793868	ADIR008211
OG0005641	LOC129789115	ADIR001198
OG0005642	LOC129796312	ADIR003409
OG0005643	LOC129796856	ADIR003408
OG0005645	LOC129797690	ADIR003415
OG0005646	LOC129796058	ADIR003416
OG0005647	LOC129790751	ADIR006610
OG0005649	LOC129796571	ADIR014954
OG0005650	LOC129788980	ADIR006266
OG0005652	LOC129786670	ADIR000894
OG0005653	LOC129790721	ADIR001537
OG0005654	LOC129789291	ADIR003964
OG0005655	LOC129785980	ADIR002891
OG0005656	LOC129785997	ADIR002890
OG0005657	LOC129796095	ADIR003515
OG0005659	LOC129791945	ADIR007174
OG0005660	LOC129791783	ADIR007171
OG0005661	LOC129792502	ADIR007111
OG0005662	LOC129796119	ADIR000557
OG0005663	LOC129795985	ADIR001726
OG0005664	LOC129795994	ADIR008161
OG0005665	LOC129791769	ADIR007239
OG0005666	LOC129791770	ADIR007233
OG0005667	LOC129793484	ADIR003584
OG0005668	LOC129796081	ADIR000148
OG0005669	LOC129792574	ADIR009216
OG0005670	LOC129790821	ADIR011654
OG0005671	LOC129788620	ADIR010943
OG0005672	LOC129788619	ADIR010937
OG0005673	LOC129788622	ADIR010946
OG0005674	LOC129788614	ADIR010942
OG0005675	LOC129788618	ADIR010945
OG0005676	LOC129786567	ADIR001753
OG0005677	LOC129797043	ADIR015745
OG0005678	LOC129794075	ADIR007203
OG0005679	LOC129791898	ADIR007207
OG0005680	LOC129792217	ADIR007202
OG0005681	LOC129792123	ADIR007212
OG0005682	LOC129790800	ADIR007206
OG0005683	LOC129786421	ADIR004421
OG0005684	LOC129792771	ADIR005517
OG0005685	LOC129785839	ADIR005514
OG0005686	LOC129792437	ADIR001511
OG0005687	LOC129787094	ADIR006138
OG0005688	LOC129791006	ADIR006133
OG0005689	LOC129790386	ADIR006134
OG0005690	LOC129790361	ADIR006136
OG0005691	LOC129796200	ADIR009679
OG0005692	LOC129795465	ADIR009201
OG0005693	LOC129790412	ADIR002677
OG0005694	LOC129797815	ADIR001681
OG0005695	LOC129790722	ADIR003035
OG0005696	LOC129793767	ADIR002680
OG0005697	LOC129791804	ADIR003080
OG0005698	LOC129793502	ADIR003082
OG0005699	LOC129796423	ADIR002678
OG0005700	LOC129786354	ADIR010636
OG0005701	LOC129796401	ADIR000084
OG0005702	LOC129797542	ADIR002184
OG0005703	LOC129797647	ADIR002185
OG0005704	LOC129796294	ADIR001978
OG0005705	LOC129795931	ADIR009629
OG0005706	LOC129796199	ADIR009599
OG0005707	LOC129795574	ADIR001977
OG0005708	LOC129793761	ADIR001974
OG0005709	LOC129795408	ADIR001973
OG0005710	LOC129797586	ADIR002182
OG0005711	LOC129796161	ADIR011579
OG0005712	LOC129796122	ADIR011580
OG0005713	LOC129786087	ADIR007688
OG0005714	LOC129789122	ADIR009407
OG0005715	LOC129792385	ADIR009249
OG0005716	LOC129791585	ADIR009406
OG0005717	LOC129793645	ADIR004360
OG0005718	LOC129796400	ADIR009409
OG0005719	LOC129790638	ADIR009408
OG0005720	LOC129789121	ADIR009410
OG0005721	LOC129792954	ADIR008077
OG0005722	LOC129791104	ADIR003844
OG0005723	LOC129788790	ADIR000960
OG0005724	LOC129790776, LOC129790777	ADIR001459
OG0005725	LOC129790775	ADIR001458
OG0005726	LOC129794674	ADIR002122
OG0005727	LOC129794598	ADIR000406
OG0005728	LOC129788015	ADIR002118
OG0005729	LOC129793196	ADIR007477
OG0005730	LOC129793852	ADIR002120
OG0005731	LOC129796089	ADIR005619
OG0005732	LOC129790846	ADIR001316
OG0005733	LOC129790823	ADIR005780
OG0005734	LOC129796577	ADIR000060
OG0005735	LOC129796561	ADIR000058
OG0005736	LOC129795427	ADIR000057
OG0005737	LOC129794644	ADIR000061
OG0005738	LOC129796387	ADIR009127
OG0005739	LOC129787400	ADIR005402
OG0005740	LOC129790381	ADIR001247
OG0005741	LOC129786499	ADIR008554
OG0005742	LOC129788061	ADIR005054
OG0005743	LOC129788058	ADIR005048
OG0005744	LOC129785956	ADIR009516
OG0005745	LOC129793244	ADIR009211
OG0005746	LOC129793158	ADIR009209
OG0005747	LOC129793254	ADIR009210
OG0005748	LOC129787183	ADIR009364
OG0005749	LOC129792358	ADIR006956
OG0005750	LOC129793986	ADIR009212
OG0005751	LOC129786083	ADIR002642
OG0005752	LOC129787210	ADIR004437
OG0005753	LOC129790666	ADIR004439
OG0005754	LOC129790678	ADIR004444
OG0005755	LOC129789381	ADIR001034
OG0005756	LOC129790581	ADIR001160
OG0005757	LOC129795827	ADIR002231
OG0005758	LOC129797421	ADIR009886
OG0005759	LOC129789833	ADIR009884
OG0005760	LOC129795744	ADIR009879
OG0005761	LOC129796356	ADIR009880
OG0005762	LOC129793120	ADIR001655
OG0005763	LOC129795442	ADIR009878
OG0005765	LOC129789706	ADIR009140
OG0005766	LOC129795159	ADIR009141
OG0005767	LOC129786637	ADIR009145
OG0005768	LOC129787680	ADIR006514
OG0005769	LOC129786376	ADIR006516
OG0005770	LOC129796039	ADIR006525
OG0005771	LOC129795907	ADIR006515
OG0005772	LOC129796590	ADIR006519
OG0005773	LOC129788192	ADIR006518
OG0005774	LOC129796069	ADIR006524
OG0005775	LOC129787247	ADIR008919
OG0005776	LOC129787755	ADIR005878
OG0005777	LOC129797493	ADIR004712
OG0005778	LOC129794222, LOC129794858	ADIR008796
OG0005779	LOC129793270	ADIR008797
OG0005780	LOC129796208	ADIR008801
OG0005781	LOC129788949	ADIR011165
OG0005783	LOC129787154	ADIR005596
OG0005784	LOC129793966	ADIR003234
OG0005785	LOC129787570	ADIR004119
OG0005786	LOC129787556	ADIR004122
