Orthogroup	LlongipalpisASM	AgambiaePEST
OG0004632	LOC129787406	AGAP008617
OG0004633	LOC129793938	AGAP012829
OG0004634	LOC129791084	AGAP008345
OG0004635	LOC129790718	AGAP008337
OG0004636	LOC129791085	AGAP008344
OG0004637	LOC129790020	AGAP009840
OG0004638	LOC129786020	AGAP009923
OG0004639	LOC129791172	AGAP010115
OG0004640	LOC129794125	AGAP008768
OG0004641	LOC129791083	AGAP008347
OG0004642	LOC129792713	AGAP005897
OG0004643	LOC129786577	AGAP010975
OG0004644	LOC129794663	AGAP010538
OG0004646	LOC129791542	AGAP005621
OG0004647	LOC129794102	AGAP006680
OG0004648	LOC129791541	AGAP005620
OG0004649	LOC129792018	AGAP005623
OG0004650	LOC129791460	AGAP006678
OG0004651	LOC129793012	AGAP006786
OG0004652	LOC129793011	AGAP006789
OG0004653	LOC129792171	AGAP006777
OG0004654	LOC129792170	AGAP006778
OG0004655	LOC129791540	AGAP005618
OG0004656	LOC129793055	AGAP006598
OG0004659	LOC129786511	AGAP004551
OG0004660	LOC129790188	AGAP004548
OG0004661	LOC129797822	AGAP003070
OG0004662	LOC129793114	AGAP006898
OG0004663	LOC129793109	AGAP006893
OG0004664	LOC129793110	AGAP006894
OG0004665	LOC129791614	AGAP005392
OG0004667	LOC129791995	AGAP006890
OG0004668	LOC129791583	AGAP005699
OG0004669	LOC129790835	AGAP029444
OG0004670	LOC129791828	AGAP010206
OG0004671	LOC129789008	AGAP010050
OG0004672	LOC129794976	AGAP010462
OG0004674	LOC129792350	AGAP009994
OG0004675	LOC129793157	AGAP008803
OG0004676	LOC129791423	AGAP008578
OG0004677	LOC129791331	AGAP008805
OG0004678	LOC129790664	AGAP008184
OG0004679	LOC129792369	AGAP009995
OG0004680	LOC129788810	AGAP009970
OG0004681	LOC129793223	AGAP008804
OG0004682	LOC129790732, LOC129794647	AGAP008182
OG0004683	LOC129793985	AGAP008802
OG0004684	LOC129791417	AGAP008577
OG0004685	LOC129788808	AGAP008811
OG0004686	LOC129791434	AGAP009681
OG0004687	LOC129793213	AGAP009968
OG0004688	LOC129790131	AGAP008435
OG0004689	LOC129789105	AGAP007950
OG0004690	LOC129788188	AGAP008262
OG0004691	LOC129790474	AGAP009886
OG0004692	LOC129788189	AGAP008264
OG0004693	LOC129787311	AGAP008263
OG0004694	LOC129788695	AGAP007897
OG0004695	LOC129791892	AGAP008265
OG0004696	LOC129788650	AGAP007952, AGAP012754
OG0004697	LOC129796612	AGAP007951
OG0004698	LOC129790130	AGAP027984
OG0004699	LOC129794095	AGAP008433
OG0004700	LOC129787815	AGAP004152
OG0004701	LOC129786498	AGAP004654
OG0004702	LOC129794975	AGAP005297
OG0004703	LOC129787832	AGAP004146
OG0004704	LOC129786746	AGAP005298
OG0004705	LOC129792071	AGAP005294
OG0004706	LOC129790276	AGAP005302
OG0004707	LOC129788190	AGAP005295
OG0004708	LOC129786667	AGAP005301
OG0004709	LOC129787774	AGAP001804
OG0004710	LOC129796324	AGAP001805
OG0004711	LOC129792493	AGAP005331
OG0004712	LOC129788354	AGAP006735
OG0004713	LOC129794795	AGAP010340
OG0004714	LOC129796500	AGAP027982
OG0004715	LOC129796591	AGAP011341
OG0004716	LOC129795042	AGAP010336
OG0004717	LOC129794978	AGAP010342
OG0004718	LOC129795106	AGAP010338
OG0004719	LOC129792500	AGAP005330
OG0004720	LOC129797266	AGAP002332
OG0004721	LOC129786015	AGAP002329
OG0004722	LOC129790585	AGAP008727
OG0004723	LOC129793692	AGAP007636
OG0004724	LOC129793476	AGAP007631
OG0004725	LOC129788168	AGAP005853
OG0004726	LOC129793472	AGAP007629
OG0004727	LOC129789909	AGAP005846
OG0004728	LOC129792141	AGAP005852
OG0004729	LOC129793650	AGAP005847
OG0004730	LOC129792663	AGAP005844
OG0004731	LOC129792245	AGAP005839
OG0004732	LOC129792238	AGAP007626
OG0004733	LOC129794194	AGAP007623
OG0004734	LOC129793264	AGAP007633
OG0004735	LOC129797499	AGAP003802
OG0004736	LOC129797509	AGAP003806
OG0004737	LOC129797738	AGAP003800
OG0004738	LOC129793454	AGAP003795
OG0004739	LOC129797603	AGAP003804
OG0004740	LOC129797723	AGAP003808
OG0004741	LOC129797511	AGAP003805
OG0004742	LOC129793470	AGAP003803
OG0004743	LOC129797692	AGAP003801
OG0004745	LOC129789525	AGAP000312
OG0004746	LOC129793386	AGAP006101
OG0004747	LOC129788733	AGAP000116
OG0004748	LOC129793373	AGAP006097
OG0004749	LOC129790184	AGAP000637
OG0004750	LOC129788559	AGAP002023
OG0004751	LOC129788381	AGAP010090
OG0004752	LOC129793619	AGAP011707
OG0004753	LOC129791080	AGAP004782
OG0004754	LOC129797482	AGAP012194
OG0004755	LOC129796063	AGAP010587
OG0004756	LOC129790010	AGAP008853
OG0004757	LOC129794134	AGAP007547
OG0004758	LOC129794192	AGAP007548
OG0004759	LOC129794191	AGAP007551
OG0004760	LOC129786738	AGAP007553
OG0004761	LOC129790003	AGAP008848
OG0004762	LOC129789855	AGAP008887
OG0004763	LOC129790008	AGAP008854
OG0004764	LOC129791014	AGAP009560
OG0004765	LOC129795203, LOC129795323	AGAP003360
OG0004766	LOC129788461	AGAP009687
OG0004767	LOC129795306	AGAP003356
OG0004768	LOC129790852	AGAP009563
OG0004769	LOC129789896	AGAP009578
OG0004770	LOC129789574	AGAP002091
OG0004771	LOC129793152	AGAP009574
OG0004772	LOC129786559	AGAP009571
OG0004773	LOC129789837	AGAP009579
OG0004774	LOC129786999	AGAP013180
OG0004775	LOC129797096	AGAP003893
OG0004777	LOC129787757	AGAP003723
OG0004778	LOC129788129	AGAP004089
OG0004779	LOC129786216	AGAP003644
OG0004780	LOC129793721	AGAP004366
OG0004781	LOC129787953	AGAP004087
OG0004782	LOC129797857	AGAP003715
OG0004783	LOC129788965	AGAP000551
OG0004785	LOC129790685	AGAP000349
OG0004786	LOC129790661	AGAP000347
OG0004787	LOC129791057	AGAP009622
OG0004788	LOC129792406	AGAP007832
OG0004789	LOC129797798	AGAP010163
OG0004790	LOC129789304	AGAP010202
OG0004791	LOC129789260	AGAP009625
OG0004792	LOC129791537	AGAP009624
OG0004793	LOC129797470	AGAP010164
OG0004794	LOC129791058	AGAP009621
OG0004795	LOC129795122	AGAP012179
OG0004796	LOC129795120	AGAP012181
OG0004797	LOC129795194	AGAP011313
OG0004798	LOC129795121	AGAP012180
OG0004799	LOC129786573	AGAP011274
OG0004800	LOC129791953	AGAP010836
OG0004801	LOC129796130	AGAP011312
OG0004802	LOC129796699	AGAP011317
OG0004803	LOC129795905	AGAP011318
OG0004804	LOC129786279	AGAP001111
OG0004805	LOC129797301	AGAP001109
OG0004806	LOC129787169	AGAP028148
OG0004807	LOC129790301	AGAP002172
OG0004808	LOC129790369	AGAP002170
OG0004809	LOC129787165	AGAP002173
OG0004810	LOC129792941	AGAP000994
OG0004811	LOC129792623	AGAP000792
OG0004812	LOC129788671	AGAP000359
OG0004814	LOC129789392	AGAP008132
OG0004815	LOC129797492	AGAP003817
OG0004816	LOC129796599	AGAP010623
OG0004817	LOC129795627	AGAP001928
OG0004818	LOC129796592	AGAP010622
OG0004819	LOC129796036	AGAP029557
OG0004820	LOC129795410	AGAP010624
OG0004821	LOC129787432	AGAP012258
OG0004823	LOC129794637	AGAP002218
OG0004825	LOC129796996	AGAP001256
OG0004826	LOC129796374	AGAP001205
OG0004827	LOC129796886	AGAP001203
OG0004828	LOC129790538	AGAP000081
OG0004829	LOC129790630	AGAP001408
OG0004830	LOC129788969	AGAP004018
OG0004831	LOC129788669	AGAP012463
OG0004832	LOC129793727	AGAP009261
OG0004833	LOC129789731	AGAP009258
OG0004834	LOC129789665	AGAP009259
OG0004835	LOC129789678	AGAP009255
OG0004836	LOC129789707	AGAP009257
OG0004837	LOC129790313	AGAP009254
OG0004838	LOC129790605	AGAP009265
OG0004839	LOC129789770	AGAP009260
OG0004840	LOC129793954	AGAP006904
OG0004841	LOC129793419	AGAP002571
OG0004842	LOC129787558	AGAP002566
OG0004843	LOC129792215	AGAP002570
OG0004844	LOC129788864	AGAP008136
OG0004845	LOC129791131	AGAP029547
OG0004846	LOC129792311	AGAP002569
OG0004847	LOC129797446	AGAP002567
OG0004848	LOC129797749	AGAP002568
OG0004849	LOC129794935	AGAP002837
OG0004850	LOC129796077	AGAP003019
OG0004851	LOC129791404	AGAP011163
OG0004852	LOC129788943	AGAP000865
OG0004853	LOC129790193	AGAP008604
OG0004854	LOC129789901	AGAP008598
OG0004855	LOC129790290	AGAP008606
OG0004856	LOC129790287	AGAP008602
OG0004857	LOC129788952	AGAP008611
OG0004858	LOC129792206	AGAP010143
OG0004859	LOC129789870	AGAP009773
OG0004860	LOC129794025	AGAP008612
OG0004861	LOC129788144	AGAP008601
OG0004862	LOC129789824	AGAP008585
OG0004863	LOC129789874	AGAP008593
OG0004864	LOC129787609	AGAP002564
OG0004865	LOC129787559	AGAP002557
OG0004866	LOC129787594	AGAP002560
OG0004867	LOC129787636	AGAP002563
OG0004868	LOC129797137	AGAP000182
OG0004869	LOC129786985	AGAP000184
OG0004870	LOC129786423	AGAP002291
OG0004871	LOC129797730	AGAP002948
OG0004872	LOC129797494	AGAP002952
OG0004873	LOC129786834	AGAP002881
OG0004874	LOC129786416	AGAP002290
OG0004875	LOC129786480	AGAP002883
OG0004876	LOC129789075	AGAP007097
OG0004877	LOC129789055	AGAP000377
OG0004878	LOC129789313	AGAP000319
OG0004879	LOC129789453	AGAP005423
OG0004880	LOC129789438	AGAP000991
OG0004881	LOC129789044	AGAP000378
OG0004882	LOC129789314	AGAP000429
OG0004883	LOC129786686	AGAP000188
OG0004884	LOC129791196	AGAP000073
OG0004885	LOC129787496	AGAP010895
OG0004886	LOC129797375	AGAP004693
OG0004887	LOC129787554	AGAP010894
OG0004888	LOC129795647	AGAP010842
OG0004889	LOC129797422	AGAP028617
OG0004890	LOC129795409	AGAP011448
OG0004891	LOC129793646	AGAP007538
OG0004892	LOC129787516	AGAP007532
OG0004893	LOC129793639	AGAP007533
OG0004895	LOC129795371	AGAP002788
OG0004896	LOC129795751	AGAP002781
OG0004897	LOC129794114	AGAP002782
OG0004898	LOC129796347	AGAP002784
OG0004899	LOC129786916	AGAP004244
OG0004900	LOC129793255	AGAP002780
OG0004901	LOC129790918	AGAP003536
OG0004903	LOC129786435	AGAP001782
OG0004905	LOC129793222	AGAP004196
OG0004906	LOC129795475	AGAP003221
OG0004907	LOC129793231	AGAP004197
OG0004908	LOC129786388	AGAP001779
OG0004909	LOC129786378	AGAP001778
OG0004910	LOC129797358	AGAP002889
OG0004911	LOC129787956	AGAP002892
OG0004912	LOC129787995	AGAP002890
OG0004913	LOC129795591	AGAP011513
OG0004914	LOC129792001	AGAP008099
OG0004915	LOC129792990	AGAP005723
OG0004916	LOC129792958	AGAP005721
OG0004917	LOC129792974	AGAP005724
OG0004918	LOC129793516	AGAP005715
OG0004919	LOC129790459	AGAP009525
OG0004920	LOC129792931	AGAP009523
OG0004921	LOC129796866	AGAP009532
OG0004922	LOC129796239	AGAP009524
OG0004923	LOC129790654	AGAP009522
OG0004924	LOC129796399	AGAP011689
OG0004925	LOC129786642	AGAP003366
OG0004926	LOC129796226	AGAP004797
OG0004928	LOC129787645	AGAP011470
OG0004929	LOC129786392	AGAP001997
OG0004930	LOC129788501	AGAP002004
OG0004931	LOC129790057	AGAP001996
OG0004932	LOC129788201	AGAP002000
OG0004933	LOC129789229	AGAP001986
OG0004934	LOC129791939	AGAP002003
OG0004935	LOC129788202	AGAP001999
OG0004936	LOC129786661	AGAP003885
OG0004937	LOC129789209	AGAP002831
OG0004938	LOC129786286	AGAP003883
OG0004939	LOC129796509	AGAP001428
OG0004940	LOC129785842	AGAP003886
OG0004941	LOC129790579	AGAP002832
OG0004942	LOC129786745	AGAP003090
OG0004943	LOC129787050	AGAP013412
OG0004944	LOC129791399	AGAP002284
OG0004945	LOC129796227	AGAP011363
OG0004946	LOC129796205	AGAP011364
OG0004948	LOC129793412	AGAP011361
OG0004949	LOC129789125	AGAP011580
OG0004950	LOC129793513	AGAP004229
OG0004951	LOC129796247	AGAP011581
OG0004952	LOC129795181	AGAP004113
OG0004953	LOC129787290	AGAP004117
OG0004954	LOC129785860	AGAP001108
OG0004956	LOC129796944	AGAP002129
OG0004957	LOC129797507	AGAP002131
OG0004958	LOC129797120	AGAP002546
OG0004959	LOC129787664	AGAP004198
OG0004960	LOC129797404	AGAP004199
OG0004961	LOC129796968	AGAP001950
OG0004962	LOC129787099	AGAP013499
OG0004963	LOC129786041	AGAP002128
OG0004964	LOC129797173	AGAP001705
OG0004965	LOC129789733	AGAP012836, AGAP004101
OG0004966	LOC129789674	AGAP001094
OG0004967	LOC129787927	AGAP011673
OG0004968	LOC129793568	AGAP001557
OG0004969	LOC129795964	AGAP001694
OG0004970	LOC129791283	AGAP004489
OG0004971	LOC129793004	AGAP003751
OG0004972	LOC129787187	AGAP004062
OG0004973	LOC129791605	AGAP006058
OG0004974	LOC129794133	AGAP007475
OG0004975	LOC129791412	AGAP003540
OG0004976	LOC129787320	AGAP002017
OG0004977	LOC129791609	AGAP008658
OG0004978	LOC129787957	AGAP001364
OG0004979	LOC129786316	AGAP001367
OG0004980	LOC129797837	AGAP005239
OG0004981	LOC129791765	AGAP005254
OG0004982	LOC129792684	AGAP005255
OG0004983	LOC129794017	AGAP005234
OG0004985	LOC129792691	AGAP005241
OG0004986	LOC129793990	AGAP005233
OG0004987	LOC129789422	AGAP008110
OG0004988	LOC129789431	AGAP008108
OG0004989	LOC129789398	AGAP008111
OG0004990	LOC129789412	AGAP008107
OG0004991	LOC129787560	AGAP005173
OG0004992	LOC129797757	AGAP005168
OG0004993	LOC129795718	AGAP002480
OG0004994	LOC129787551	AGAP005170
OG0004995	LOC129795899	AGAP029302
OG0004996	LOC129787503	AGAP011030
OG0004997	LOC129792028	AGAP011031
OG0004998	LOC129792110	AGAP012808, AGAP010988
OG0004999	LOC129795704	AGAP010983
OG0005000	LOC129795618	AGAP011969
OG0005001	LOC129794410	AGAP028030
OG0005002	LOC129791911	AGAP000958
OG0005003	LOC129787449	AGAP000241
OG0005004	LOC129792487	AGAP000960
OG0005005	LOC129787442	AGAP000240
OG0005006	LOC129787455	AGAP000478
OG0005007	LOC129790234	AGAP008300
OG0005008	LOC129791384	AGAP008298
OG0005009	LOC129791357	AGAP008299
OG0005010	LOC129791345	AGAP008942
OG0005011	LOC129790162	AGAP008940
OG0005012	LOC129790282	AGAP008941
OG0005013	LOC129790229	AGAP008935
OG0005014	LOC129788659	AGAP008287
OG0005015	LOC129789007	AGAP009274
OG0005016	LOC129788931	AGAP009276
OG0005017	LOC129788870	AGAP009278
OG0005018	LOC129794096	AGAP009943
OG0005019	LOC129790696	AGAP008946
OG0005020	LOC129789128	AGAP008228
OG0005021	LOC129791730	AGAP009271
OG0005022	LOC129789601	AGAP008227
OG0005023	LOC129788966	AGAP029988
OG0005024	LOC129789149	AGAP009275
OG0005025	LOC129796814	AGAP010501
OG0005026	LOC129793779	AGAP010500
OG0005027	LOC129793839	AGAP010494
OG0005028	LOC129797605	AGAP010493
OG0005029	LOC129790980	AGAP010223
OG0005030	LOC129789691	AGAP010221
OG0005032	LOC129796779	AGAP001160
OG0005033	LOC129786587	AGAP001175
OG0005034	LOC129797187	AGAP001159
OG0005035	LOC129787324	AGAP001167
OG0005036	LOC129789124	AGAP009485
OG0005037	LOC129792160	AGAP009491
OG0005038	LOC129790410	AGAP007927
OG0005039	LOC129791071	AGAP009498
OG0005040	LOC129789019	AGAP009486
OG0005041	LOC129790748	AGAP009489
OG0005042	LOC129788355	AGAP028740
OG0005043	LOC129790124	AGAP007928
OG0005044	LOC129792301	AGAP006033
OG0005045	LOC129792789	AGAP029102
OG0005046	LOC129792749	AGAP006035
OG0005047	LOC129797041	AGAP005433
OG0005048	LOC129792752	AGAP005429
OG0005049	LOC129792594	AGAP006092
OG0005050	LOC129792696	AGAP005430
OG0005051	LOC129797693	AGAP006042
OG0005052	LOC129792699	AGAP005432
OG0005053	LOC129791768	AGAP029130
OG0005054	LOC129786683	AGAP006030
OG0005055	LOC129797008	AGAP002969
OG0005056	LOC129797340	AGAP013267
OG0005057	LOC129786413	AGAP006186
OG0005058	LOC129797047	AGAP002968
OG0005059	LOC129797251	AGAP003666
OG0005060	LOC129789796	AGAP003671
OG0005061	LOC129790293	AGAP007686
OG0005062	LOC129790475	AGAP009889
OG0005063	LOC129788951	AGAP007948
OG0005064	LOC129790058	AGAP007885
OG0005065	LOC129790582	AGAP007882
OG0005066	LOC129796523	AGAP011329
OG0005067	LOC129792402	AGAP010850
OG0005068	LOC129792409	AGAP010851
OG0005069	LOC129790280	AGAP010020
OG0005070	LOC129786601	AGAP010073
OG0005071	LOC129791442	AGAP010017
OG0005072	LOC129786172	AGAP010072
OG0005073	LOC129797352	AGAP001227
OG0005074	LOC129796006	AGAP010019
OG0005075	LOC129786425	AGAP001220
OG0005076	LOC129791443	AGAP010018, AGAP012743
OG0005077	LOC129788425	AGAP009954
OG0005078	LOC129788430	AGAP008621
OG0005079	LOC129791160	AGAP008631
OG0005080	LOC129795793	AGAP008625
OG0005081	LOC129795796	AGAP008626
OG0005082	LOC129790844	AGAP008620
OG0005083	LOC129788462	AGAP009935
OG0005084	LOC129788468	AGAP009953
OG0005085	LOC129787667	AGAP011895
OG0005086	LOC129787675	AGAP011896
OG0005088	LOC129787234	AGAP002955
OG0005089	LOC129787060	AGAP001411
OG0005090	LOC129790727	AGAP007855
OG0005091	LOC129788705	AGAP002956
OG0005092	LOC129786986	AGAP003157
OG0005093	LOC129791840	AGAP006364
OG0005094	LOC129792825	AGAP005408
OG0005095	LOC129797410	AGAP006239
OG0005096	LOC129787695	AGAP006240
OG0005097	LOC129794959	AGAP005418
OG0005098	LOC129791905	AGAP005419
OG0005099	LOC129794462	AGAP005413
OG0005100	LOC129796811	AGAP005417
OG0005101	LOC129788068	AGAP002289
OG0005102	LOC129794650	AGAP005415
OG0005103	LOC129792981	AGAP005409
OG0005104	LOC129794460	AGAP010444
OG0005105	LOC129796685	AGAP011740
OG0005106	LOC129796661	AGAP011733
OG0005107	LOC129795689	AGAP010443
OG0005108	LOC129796099	AGAP003923
OG0005109	LOC129786110	AGAP003093
OG0005110	LOC129786152	AGAP003094
OG0005111	LOC129796585	AGAP029118
OG0005112	LOC129796024	AGAP012289
OG0005113	LOC129792251	AGAP003279
OG0005114	LOC129795840	AGAP012290
OG0005115	LOC129795868	AGAP012288
OG0005116	LOC129795430	AGAP012287
OG0005117	LOC129787178	AGAP002177
OG0005118	LOC129790449	AGAP000167
OG0005119	LOC129790861	AGAP000877
OG0005120	LOC129790450	AGAP000166
OG0005121	LOC129792440	AGAP001312
OG0005122	LOC129797471	AGAP002518
OG0005123	LOC129792450	AGAP002534
OG0005124	LOC129797449	AGAP002516
OG0005125	LOC129797697	AGAP002512
OG0005126	LOC129797718	AGAP002513
OG0005127	LOC129797711	AGAP002517
OG0005128	LOC129788887	AGAP011493
OG0005129	LOC129786136	AGAP012050, AGAP012049
OG0005130	LOC129795579	AGAP011491
OG0005131	LOC129794599	AGAP012304
OG0005132	LOC129794128	AGAP007653
OG0005133	LOC129794001	AGAP007654
OG0005134	LOC129792249	AGAP007646
OG0005135	LOC129794010	AGAP007656
OG0005136	LOC129793695	AGAP007643
OG0005137	LOC129793150	AGAP007645
OG0005138	LOC129792250	AGAP007647
OG0005139	LOC129793486	AGAP007642
OG0005140	LOC129788398	AGAP010238
OG0005141	LOC129788456	AGAP010237, AGAP010236
OG0005142	LOC129788690	AGAP007870
OG0005143	LOC129787604	AGAP001318
OG0005144	LOC129797684	AGAP002535
OG0005145	LOC129797278	AGAP001313
OG0005146	LOC129794906	AGAP011629
OG0005147	LOC129794758	AGAP011626
OG0005148	LOC129791022	AGAP000880
OG0005149	LOC129787828	AGAP013209
OG0005150	LOC129787330	AGAP003477
OG0005151	LOC129789561	AGAP003619
OG0005152	LOC129793934	AGAP000007
OG0005153	LOC129788512	AGAP008426
OG0005155	LOC129789349	AGAP008427
OG0005156	LOC129790043	AGAP009239
OG0005157	LOC129788490	AGAP007904
OG0005158	LOC129790812	AGAP029466
OG0005159	LOC129786694	AGAP008665
OG0005161	LOC129788911	AGAP004256
OG0005162	LOC129786704	AGAP008662
OG0005164	LOC129786689	AGAP008664
OG0005165	LOC129795562	AGAP004251
OG0005166	LOC129787534	AGAP008667
OG0005167	LOC129792237	AGAP000969
OG0005168	LOC129786942	AGAP000971
OG0005169	LOC129795277	AGAP012372
OG0005170	LOC129790166	AGAP011446
OG0005171	LOC129795385	AGAP011447
OG0005172	LOC129796437	AGAP011680
OG0005173	LOC129795614	AGAP010559
OG0005174	LOC129796475	AGAP012377
OG0005175	LOC129795716	AGAP012014
OG0005176	LOC129795493	AGAP012013
OG0005177	LOC129792326	AGAP005973
OG0005178	LOC129794903	AGAP005956
OG0005179	LOC129792915	AGAP005971
OG0005180	LOC129793574	AGAP005863
OG0005181	LOC129793797	AGAP007046
OG0005182	LOC129793280	AGAP007044
OG0005183	LOC129791208	AGAP007751
OG0005184	LOC129788576	AGAP009088
OG0005185	LOC129797438	AGAP002013
OG0005187	LOC129793851	AGAP002014
OG0005188	LOC129797419	AGAP002015
OG0005189	LOC129793601	AGAP001324
OG0005190	LOC129792870	AGAP004293
OG0005191	LOC129791432	AGAP002684
OG0005192	LOC129793975	AGAP004294
OG0005193	LOC129794938	AGAP002685
OG0005194	LOC129786141	AGAP002691
OG0005195	LOC129791973	AGAP029807
OG0005196	LOC129792019	AGAP004867
OG0005197	LOC129788924	AGAP008106
OG0005198	LOC129793620	AGAP009893
OG0005199	LOC129793506	AGAP009896
OG0005200	LOC129795433	AGAP009891
OG0005201	LOC129794212	AGAP005983
OG0005202	LOC129793623	AGAP004225
OG0005203	LOC129794211	AGAP005982
OG0005204	LOC129797813	AGAP003417
OG0005205	LOC129789928	AGAP009302
OG0005206	LOC129797143	AGAP009295
OG0005207	LOC129790336	AGAP009603
OG0005208	LOC129791139	AGAP009607
OG0005209	LOC129793393	AGAP009296
OG0005210	LOC129789528	AGAP009303
OG0005211	LOC129796499	AGAP011549
OG0005212	LOC129796341	AGAP012273
OG0005213	LOC129794667	AGAP012275
OG0005214	LOC129796434	AGAP028528
OG0005215	LOC129794665	AGAP012274
OG0005216	LOC129796015	AGAP012271
OG0005217	LOC129794838	AGAP011548
OG0005218	LOC129795929	AGAP012272
OG0005219	LOC129793817	AGAP011670
OG0005220	LOC129787943	AGAP000002
OG0005221	LOC129789589	AGAP029238
OG0005222	LOC129797039	AGAP009807
OG0005223	LOC129792239	AGAP003016
OG0005224	LOC129794984	AGAP003018
OG0005225	LOC129788391	AGAP001480
OG0005226	LOC129795875	AGAP003014
OG0005227	LOC129794885	AGAP001485
OG0005228	LOC129795842	AGAP003013
OG0005229	LOC129794033	AGAP001472
OG0005230	LOC129795852	AGAP003012
OG0005231	LOC129795480	AGAP001497
OG0005232	LOC129788982	AGAP004439
OG0005233	LOC129796115	AGAP001492
OG0005234	LOC129787507	AGAP001475
OG0005235	LOC129791610	AGAP012444
OG0005236	LOC129794202	AGAP005020
OG0005237	LOC129796630	AGAP005017
OG0005238	LOC129794216	AGAP005018
OG0005239	LOC129788840	AGAP008576
OG0005240	LOC129788141	AGAP008975
