Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0005277	LOC129786047	CQUJHB009003
OG0005278	LOC129788026	CQUJHB010129
OG0005279	LOC129792391	CQUJHB016884
OG0005280	LOC129786241	CQUJHB010093
OG0005281	LOC129785978	CQUJHB002173
OG0005282	LOC129787518	CQUJHB011691
OG0005283	LOC129788404	CQUJHB013672
OG0005284	LOC129791834	CQUJHB012324
OG0005285	LOC129787740	CQUJHB004150
OG0005286	LOC129786739	CQUJHB000351
OG0005287	LOC129786749	CQUJHB014095
OG0005288	LOC129793314	CQUJHB017266
OG0005289	LOC129796257	CQUJHB015461
OG0005290	LOC129791183	CQUJHB010338
OG0005291	LOC129790236	CQUJHB008943
OG0005292	LOC129791352	CQUJHB009286
OG0005293	LOC129791348	CQUJHB004815
OG0005294	LOC129791311	CQUJHB013219
OG0005295	LOC129790368	CQUJHB000549
OG0005296	LOC129797533	CQUJHB011900
OG0005297	LOC129797552	CQUJHB013709
OG0005298	LOC129786758	CQUJHB006932
OG0005299	LOC129786941	CQUJHB001972
OG0005300	LOC129792845	CQUJHB015287
OG0005301	LOC129795870	CQUJHB013168
OG0005302	LOC129786532	CQUJHB002759
OG0005303	LOC129786620	CQUJHB012954
OG0005304	LOC129786564	CQUJHB012452
OG0005305	LOC129790148	CQUJHB017239
OG0005306	LOC129797836	CQUJHB003775
OG0005307	LOC129787039	CQUJHB011290
OG0005308	LOC129787038	CQUJHB011534
OG0005309	LOC129789836	CQUJHB016181
OG0005310	LOC129795162	CQUJHB000580
OG0005311	LOC129789542	CQUJHB014470, CQUJHB000903
OG0005312	LOC129790645	CQUJHB007612
OG0005313	LOC129790127	CQUJHB011027
OG0005314	LOC129789995	CQUJHB004960
OG0005315	LOC129789522	CQUJHB000710
OG0005316	LOC129787388	CQUJHB005931
OG0005317	LOC129789904	CQUJHB005098
OG0005318	LOC129795055	CQUJHB006019
OG0005319	LOC129791229	CQUJHB002214
OG0005320	LOC129788877	CQUJHB005851
OG0005321	LOC129794059	CQUJHB017745
OG0005323	LOC129790038	CQUJHB004584
OG0005324	LOC129791073	CQUJHB018363
OG0005325	LOC129790034	CQUJHB002372
OG0005326	LOC129791066	CQUJHB014256
OG0005327	LOC129795691	CQUJHB002373, CQUJHB018118
OG0005328	LOC129797233	CQUJHB017045
OG0005329	LOC129795461	CQUJHB011611
OG0005330	LOC129795752	CQUJHB012457
OG0005331	LOC129795504	CQUJHB012397
OG0005332	LOC129795680	CQUJHB017619
OG0005333	LOC129797223	CQUJHB001500
OG0005334	LOC129792490	CQUJHB011694
OG0005335	LOC129789531	CQUJHB003173
OG0005336	LOC129792263	CQUJHB010692
OG0005337	LOC129794170	CQUJHB009008
OG0005338	LOC129790379	CQUJHB005688
OG0005339	LOC129797553	CQUJHB008165
OG0005340	LOC129791919	CQUJHB008461
OG0005341	LOC129791824	CQUJHB006149
OG0005342	LOC129791764	CQUJHB014071
OG0005343	LOC129795168	CQUJHB000373
OG0005344	LOC129791959	CQUJHB003542
OG0005345	LOC129792240	CQUJHB001663
OG0005346	LOC129789879	CQUJHB011551
OG0005347	LOC129787397	CQUJHB017633
OG0005348	LOC129787059	CQUJHB013649
OG0005349	LOC129795738	CQUJHB003122
OG0005350	LOC129797617	CQUJHB007089
OG0005351	LOC129793729	CQUJHB009186
OG0005352	LOC129786305	CQUJHB012985
OG0005353	LOC129790792	CQUJHB011082
OG0005354	LOC129788893	CQUJHB002817
OG0005355	LOC129790012	CQUJHB004763
OG0005356	LOC129787275	CQUJHB002877
OG0005357	LOC129790014	CQUJHB005265
OG0005358	LOC129790207	CQUJHB009712
OG0005359	LOC129793932	CQUJHB015144
OG0005360	LOC129789961	CQUJHB002203
OG0005361	LOC129790191	CQUJHB014361
OG0005362	LOC129788416	CQUJHB006936
OG0005363	LOC129788818	CQUJHB012931
OG0005364	LOC129789983	CQUJHB004796
OG0005365	LOC129797250	CQUJHB002910
OG0005366	LOC129788844	CQUJHB006104
OG0005367	LOC129788184	CQUJHB015170
OG0005368	LOC129787674	CQUJHB000769
OG0005369	LOC129794917	CQUJHB008536
OG0005370	LOC129795894	CQUJHB002114
OG0005371	LOC129795119	CQUJHB017750
OG0005372	LOC129795902	CQUJHB013637
OG0005373	LOC129790794	CQUJHB003109
OG0005374	LOC129789146	CQUJHB013922
OG0005375	LOC129789382	CQUJHB003937
OG0005376	LOC129790850	CQUJHB000933
OG0005377	LOC129790878	CQUJHB003976
OG0005378	LOC129788731	CQUJHB004297
OG0005379	LOC129795635	CQUJHB000119
OG0005380	LOC129797327	CQUJHB016619
OG0005381	LOC129789695	CQUJHB008793
OG0005382	LOC129797326	CQUJHB016488
OG0005383	LOC129791288	CQUJHB008531
OG0005384	LOC129790324	CQUJHB008492
OG0005385	LOC129793236	CQUJHB016534
OG0005386	LOC129789020	CQUJHB008312
OG0005387	LOC129795683	CQUJHB015997
OG0005389	LOC129793310	CQUJHB003157
OG0005390	LOC129792542	CQUJHB010768
OG0005392	LOC129789312	CQUJHB002830
OG0005393	LOC129785861	CQUJHB008751
OG0005394	LOC129790031	CQUJHB017190
OG0005395	LOC129794961	CQUJHB012259
OG0005396	LOC129796440	CQUJHB012011
OG0005397	LOC129786923	CQUJHB004098
OG0005398	LOC129786862	CQUJHB002699
OG0005399	LOC129786818	CQUJHB000249
OG0005400	LOC129791802	CQUJHB009484
OG0005401	LOC129793842	CQUJHB011658
OG0005402	LOC129792860	CQUJHB005796
OG0005403	LOC129789586	CQUJHB008267
OG0005404	LOC129788929	CQUJHB016758
OG0005405	LOC129791147	CQUJHB018238
OG0005406	LOC129793781	CQUJHB005790
OG0005407	LOC129789435	CQUJHB008036
OG0005408	LOC129797483	CQUJHB001926
OG0005409	LOC129797516	CQUJHB000672
OG0005410	LOC129787642	CQUJHB008773
OG0005411	LOC129797513	CQUJHB008179
OG0005412	LOC129797195	CQUJHB001029
OG0005413	LOC129794924	CQUJHB008342
OG0005414	LOC129797764, LOC129797762	CQUJHB011934
OG0005415	LOC129795581	CQUJHB002774
OG0005416	LOC129788059	CQUJHB002146
OG0005417	LOC129786335	CQUJHB000059
OG0005418	LOC129793917	CQUJHB004962
OG0005419	LOC129797794	CQUJHB001739
OG0005420	LOC129786337	CQUJHB016052
OG0005421	LOC129786333	CQUJHB016644
OG0005422	LOC129793311	CQUJHB009527
OG0005423	LOC129794883	CQUJHB011044
OG0005424	LOC129786327	CQUJHB013658
OG0005425	LOC129793170	CQUJHB003568
OG0005426	LOC129794891	CQUJHB009620
OG0005428	LOC129787599	CQUJHB016489
OG0005429	LOC129797305	CQUJHB017707, CQUJHB016939
OG0005430	LOC129796928	CQUJHB002496
OG0005431	LOC129795741	CQUJHB012440
OG0005432	LOC129796984	CQUJHB009823
OG0005433	LOC129797295	CQUJHB013588
OG0005434	LOC129797232	CQUJHB002553
OG0005435	LOC129793364	CQUJHB015978
OG0005436	LOC129791944	CQUJHB010952
OG0005437	LOC129787119	CQUJHB001848
OG0005438	LOC129790909	CQUJHB012697
OG0005440	LOC129795940	CQUJHB001950
OG0005441	LOC129786420	CQUJHB001665
OG0005442	LOC129796513	CQUJHB000260
OG0005443	LOC129793918	CQUJHB008575
OG0005444	LOC129796960	CQUJHB012727
OG0005445	LOC129791092	CQUJHB012853
OG0005446	LOC129786233	CQUJHB011200
OG0005448	LOC129787666	CQUJHB015279
OG0005449	LOC129796962	CQUJHB010183
OG0005450	LOC129796965	CQUJHB015706
OG0005451	LOC129786250	CQUJHB016859
OG0005452	LOC129793935	CQUJHB006772
OG0005453	LOC129793813	CQUJHB015186
OG0005454	LOC129796963	CQUJHB004538
OG0005455	LOC129788151	CQUJHB016848
OG0005456	LOC129796529	CQUJHB016988
OG0005458	LOC129796642	CQUJHB001387
OG0005459	LOC129789623	CQUJHB014735
OG0005460	LOC129790601	CQUJHB010520
OG0005461	LOC129790604	CQUJHB013698
OG0005462	LOC129789776	CQUJHB017344
OG0005463	LOC129794714	CQUJHB008178
OG0005464	LOC129790643	CQUJHB015608
OG0005465	LOC129791869	CQUJHB004999
OG0005466	LOC129793571	CQUJHB013774
OG0005467	LOC129790436	CQUJHB012339
OG0005468	LOC129797217	CQUJHB001678
OG0005469	LOC129790796	CQUJHB018041
OG0005470	LOC129787106	CQUJHB009242
OG0005471	LOC129788625	CQUJHB001521
OG0005472	LOC129793108	CQUJHB002386
OG0005473	LOC129786244	CQUJHB010177
OG0005474	LOC129794922	CQUJHB007822
OG0005475	LOC129794698	CQUJHB011327
OG0005476	LOC129795448	CQUJHB017136
OG0005477	LOC129795407	CQUJHB011627
OG0005478	LOC129796498	CQUJHB004783
OG0005479	LOC129796491	CQUJHB008037
OG0005481	LOC129788031, LOC129790520	CQUJHB017562
OG0005482	LOC129790815	CQUJHB002334
OG0005483	LOC129790519	CQUJHB013958
OG0005484	LOC129790518	CQUJHB010220
OG0005485	LOC129795512	CQUJHB007529
OG0005486	LOC129789749	CQUJHB016453
OG0005487	LOC129790385	CQUJHB004349
OG0005488	LOC129789816	CQUJHB010910
OG0005489	LOC129789745	CQUJHB016090
OG0005490	LOC129793313	CQUJHB007275
OG0005491	LOC129787512	CQUJHB016112
OG0005492	LOC129789750	CQUJHB009381
OG0005493	LOC129790350	CQUJHB000136
OG0005494	LOC129787010	CQUJHB008050
OG0005495	LOC129791429	CQUJHB007180
OG0005496	LOC129788906	CQUJHB008410
OG0005497	LOC129790784	CQUJHB009355
OG0005498	LOC129788888	CQUJHB008797
OG0005499	LOC129790788	CQUJHB011906
OG0005500	LOC129789676	CQUJHB017632
OG0005501	LOC129790791	CQUJHB006292
OG0005502	LOC129789668	CQUJHB009263
OG0005503	LOC129787533	CQUJHB016072
OG0005505	LOC129786517	CQUJHB005406
OG0005506	LOC129789031	CQUJHB010062
OG0005507	LOC129788960	CQUJHB009044
OG0005508	LOC129795845	CQUJHB014992
OG0005509	LOC129795885	CQUJHB009921
OG0005510	LOC129792724	CQUJHB007283
OG0005511	LOC129791843	CQUJHB004691
OG0005512	LOC129793493	CQUJHB000374
OG0005513	LOC129795412	CQUJHB005072
OG0005514	LOC129796704	CQUJHB005312
OG0005515	LOC129795440	CQUJHB008988
OG0005516	LOC129795653	CQUJHB009031
OG0005517	LOC129790819	CQUJHB015447
OG0005518	LOC129791166	CQUJHB010883
OG0005519	LOC129790608	CQUJHB010476
OG0005520	LOC129790917	CQUJHB000826
OG0005521	LOC129790863	CQUJHB008898
OG0005522	LOC129790391	CQUJHB014038
OG0005523	LOC129790525	CQUJHB014701
OG0005524	LOC129787795	CQUJHB016452
OG0005525	LOC129790097	CQUJHB000959
OG0005526	LOC129788047	CQUJHB013896
OG0005527	LOC129797862	CQUJHB011818
OG0005528	LOC129788052	CQUJHB004118
OG0005529	LOC129789710	CQUJHB014254
OG0005530	LOC129790197	CQUJHB004652
OG0005531	LOC129788002	CQUJHB000843
OG0005532	LOC129786456	CQUJHB017531
OG0005533	LOC129787961	CQUJHB004780
OG0005534	LOC129786409	CQUJHB010112
OG0005535	LOC129787830	CQUJHB005687
OG0005536	LOC129797669	CQUJHB012473
OG0005537	LOC129790257	CQUJHB000945
OG0005538	LOC129790048	CQUJHB008275
OG0005539	LOC129790286	CQUJHB011374
OG0005540	LOC129788049	CQUJHB011107
OG0005541	LOC129794327	CQUJHB013399
OG0005542	LOC129794326	CQUJHB007617
OG0005543	LOC129792636	CQUJHB004561
OG0005544	LOC129794329	CQUJHB003564
OG0005545	LOC129791028	CQUJHB015823
OG0005546	LOC129792157	CQUJHB003360
OG0005547	LOC129795982	CQUJHB009931
OG0005548	LOC129795925	CQUJHB007480
OG0005549	LOC129795485	CQUJHB005125
OG0005550	LOC129786803	CQUJHB003388
OG0005551	LOC129789063	CQUJHB004768
OG0005552	LOC129796370	CQUJHB007521
OG0005553	LOC129787473	CQUJHB011452
OG0005554	LOC129796358	CQUJHB000354
OG0005555	LOC129789355	CQUJHB007252
OG0005556	LOC129795431	CQUJHB009362
OG0005557	LOC129795498	CQUJHB004393
OG0005558	LOC129794806	CQUJHB006891
OG0005559	LOC129795966	CQUJHB009820
OG0005560	LOC129796495	CQUJHB006763
OG0005561	LOC129786108	CQUJHB010647
OG0005563	LOC129796624	CQUJHB013350
OG0005564	LOC129795360	CQUJHB010405
OG0005565	LOC129796621	CQUJHB012509
OG0005566	LOC129794933	CQUJHB007139
OG0005567	LOC129795265	CQUJHB014600
OG0005568	LOC129792199	CQUJHB001181
OG0005569	LOC129793234	CQUJHB010315
OG0005570	LOC129792196	CQUJHB007944
OG0005571	LOC129793204	CQUJHB015829
OG0005572	LOC129788346	CQUJHB005245
OG0005573	LOC129796149	CQUJHB000520
OG0005574	LOC129797503	CQUJHB014972
OG0005575	LOC129796438	CQUJHB018427
OG0005576	LOC129797622	CQUJHB012750
OG0005577	LOC129797735	CQUJHB011667
OG0005578	LOC129796207	CQUJHB017120
OG0005579	LOC129789318	CQUJHB001050
OG0005580	LOC129790322	CQUJHB000257
OG0005581	LOC129786825	CQUJHB013965
OG0005582	LOC129786124	CQUJHB004133
OG0005583	LOC129786682	CQUJHB007058
OG0005584	LOC129790770	CQUJHB017459
OG0005585	LOC129790830	CQUJHB007698
OG0005586	LOC129791957	CQUJHB012598
OG0005588	LOC129795636	CQUJHB006003
OG0005589	LOC129789965	CQUJHB005907
OG0005590	LOC129792650	CQUJHB014771
OG0005591	LOC129792667	CQUJHB007375
OG0005592	LOC129789016	CQUJHB006678
OG0005593	LOC129786918	CQUJHB013497
OG0005594	LOC129793833	CQUJHB001002
OG0005595	LOC129793832	CQUJHB007840
OG0005597	LOC129795911	CQUJHB008523
OG0005598	LOC129797207	CQUJHB016358
OG0005599	LOC129793921	CQUJHB014172
OG0005600	LOC129791579	CQUJHB016095
OG0005601	LOC129788171	CQUJHB017799
OG0005602	LOC129792558	CQUJHB003786
OG0005603	LOC129794688	CQUJHB000956
OG0005604	LOC129794499	CQUJHB009054
OG0005605	LOC129790299	CQUJHB017656
OG0005606	LOC129788379	CQUJHB012423
OG0005607	LOC129791299	CQUJHB013636
OG0005608	LOC129787260	CQUJHB001947
OG0005609	LOC129790380	CQUJHB012012
OG0005610	LOC129794297	CQUJHB002847
OG0005611	LOC129793205	CQUJHB016264
OG0005612	LOC129796375	CQUJHB013338
OG0005613	LOC129791751	CQUJHB009801
OG0005614	LOC129792840	CQUJHB003958
OG0005616	LOC129794880	CQUJHB003436
OG0005617	LOC129785907	CQUJHB011078
OG0005618	LOC129788135	CQUJHB008004
OG0005619	LOC129797786	CQUJHB006023
OG0005620	LOC129792733	CQUJHB006330
OG0005621	LOC129792786	CQUJHB006790
OG0005622	LOC129789761	CQUJHB008782
OG0005623	LOC129792791	CQUJHB014257
OG0005624	LOC129790473	CQUJHB006648
OG0005626	LOC129789975	CQUJHB009832
OG0005627	LOC129788605	CQUJHB015570
OG0005628	LOC129791213	CQUJHB012659
OG0005629	LOC129789862	CQUJHB009323
OG0005630	LOC129797656	CQUJHB008096
OG0005631	LOC129788191	CQUJHB004558
OG0005632	LOC129792052	CQUJHB012531
OG0005633	LOC129793413	CQUJHB002723
OG0005634	LOC129793866	CQUJHB004330
OG0005635	LOC129793460	CQUJHB008668
OG0005636	LOC129793330	CQUJHB008667
OG0005637	LOC129793464	CQUJHB012322
OG0005638	LOC129796184	CQUJHB010187
OG0005639	LOC129793360	CQUJHB009104
OG0005640	LOC129793868	CQUJHB008490
OG0005641	LOC129789115	CQUJHB012664
OG0005642	LOC129796312	CQUJHB016976
OG0005643	LOC129796856	CQUJHB006875
OG0005645	LOC129797690	CQUJHB010635
OG0005646	LOC129796058	CQUJHB016203
OG0005647	LOC129790751	CQUJHB015656
OG0005649	LOC129796571	CQUJHB001271
OG0005650	LOC129788980	CQUJHB005765
OG0005652	LOC129786670	CQUJHB003922
OG0005653	LOC129790721	CQUJHB003807
OG0005654	LOC129789291	CQUJHB001733
OG0005655	LOC129785980	CQUJHB015776
OG0005656	LOC129785997	CQUJHB013624
OG0005657	LOC129796095	CQUJHB016808
OG0005659	LOC129791945	CQUJHB013466
OG0005660	LOC129791783	CQUJHB006788
OG0005661	LOC129792502	CQUJHB005440
OG0005662	LOC129796119	CQUJHB015669
OG0005663	LOC129795985	CQUJHB010056
OG0005664	LOC129795994	CQUJHB000887
OG0005665	LOC129791769	CQUJHB003762
OG0005666	LOC129791770	CQUJHB016502
OG0005667	LOC129793484	CQUJHB013898
OG0005668	LOC129796081	CQUJHB007070
OG0005669	LOC129792574	CQUJHB002410
OG0005670	LOC129790821	CQUJHB007146
OG0005671	LOC129788620	CQUJHB004473
OG0005672	LOC129788619	CQUJHB012050
OG0005673	LOC129788622	CQUJHB006952
OG0005674	LOC129788614	CQUJHB013018
OG0005675	LOC129788618	CQUJHB000368
OG0005676	LOC129786567	CQUJHB002712
OG0005677	LOC129797043	CQUJHB001210, CQUJHB012062
OG0005678	LOC129794075	CQUJHB009142
OG0005679	LOC129791898	CQUJHB017941
OG0005680	LOC129792217	CQUJHB015800
OG0005681	LOC129792123	CQUJHB007048
OG0005682	LOC129790800	CQUJHB009333
OG0005683	LOC129786421	CQUJHB000658
OG0005684	LOC129792771	CQUJHB001274
OG0005685	LOC129785839	CQUJHB017882
OG0005686	LOC129792437	CQUJHB010932
OG0005687	LOC129787094	CQUJHB005089
OG0005688	LOC129791006	CQUJHB000874
OG0005689	LOC129790386	CQUJHB017432
OG0005690	LOC129790361	CQUJHB014647
OG0005691	LOC129796200	CQUJHB016493
OG0005692	LOC129795465	CQUJHB004264
OG0005693	LOC129790412	CQUJHB010760
OG0005694	LOC129797815	CQUJHB003081
OG0005695	LOC129790722	CQUJHB012459
OG0005696	LOC129793767	CQUJHB003275
OG0005697	LOC129791804	CQUJHB002861
OG0005698	LOC129793502	CQUJHB008294
OG0005699	LOC129796423	CQUJHB018165
OG0005700	LOC129786354	CQUJHB014714
OG0005701	LOC129796401	CQUJHB013514
OG0005702	LOC129797542	CQUJHB000482
OG0005703	LOC129797647	CQUJHB013840
OG0005704	LOC129796294	CQUJHB017574
OG0005705	LOC129795931	CQUJHB000387
OG0005706	LOC129796199	CQUJHB002819
OG0005707	LOC129795574	CQUJHB007815
OG0005708	LOC129793761	CQUJHB018245
OG0005709	LOC129795408	CQUJHB016223
OG0005710	LOC129797586	CQUJHB008340
OG0005711	LOC129796161	CQUJHB014790
OG0005712	LOC129796122	CQUJHB018439
OG0005713	LOC129786087	CQUJHB003178
OG0005714	LOC129789122	CQUJHB015775
OG0005715	LOC129792385	CQUJHB015847
OG0005716	LOC129791585	CQUJHB008815
OG0005717	LOC129793645	CQUJHB008695
OG0005718	LOC129796400	CQUJHB008420
OG0005719	LOC129790638	CQUJHB016636
OG0005720	LOC129789121	CQUJHB004157
OG0005721	LOC129792954	CQUJHB000927
OG0005722	LOC129791104	CQUJHB009169
OG0005723	LOC129788790	CQUJHB007630
OG0005726	LOC129794674	CQUJHB011829
OG0005727	LOC129794598	CQUJHB004105
OG0005728	LOC129788015	CQUJHB015029
OG0005729	LOC129793196	CQUJHB006456
OG0005730	LOC129793852	CQUJHB012155
OG0005731	LOC129796089	CQUJHB016248
OG0005732	LOC129790846	CQUJHB010994
OG0005733	LOC129790823	CQUJHB011476
OG0005734	LOC129796577	CQUJHB004811
OG0005735	LOC129796561	CQUJHB006322
OG0005736	LOC129795427	CQUJHB017763
OG0005737	LOC129794644	CQUJHB013228
OG0005738	LOC129796387	CQUJHB004927
OG0005739	LOC129787400	CQUJHB003902
OG0005740	LOC129790381	CQUJHB001426
OG0005741	LOC129786499	CQUJHB012187
OG0005742	LOC129788061	CQUJHB001190
OG0005743	LOC129788058	CQUJHB013903
OG0005744	LOC129785956	CQUJHB012110
OG0005745	LOC129793244	CQUJHB000789
OG0005746	LOC129793158	CQUJHB005777
OG0005747	LOC129793254	CQUJHB005178
OG0005748	LOC129787183	CQUJHB017096
OG0005749	LOC129792358	CQUJHB011091
OG0005750	LOC129793986	CQUJHB007011
OG0005751	LOC129786083	CQUJHB017551
OG0005752	LOC129787210	CQUJHB007844
OG0005753	LOC129790666	CQUJHB011704
OG0005754	LOC129790678	CQUJHB016688
OG0005755	LOC129789381	CQUJHB014755
OG0005756	LOC129790581	CQUJHB010980
OG0005757	LOC129795827	CQUJHB011787
OG0005758	LOC129797421	CQUJHB006915
OG0005759	LOC129789833	CQUJHB004406
OG0005760	LOC129795744	CQUJHB014835
OG0005761	LOC129796356	CQUJHB016377
OG0005762	LOC129793120	CQUJHB011126
OG0005763	LOC129795442	CQUJHB015248
OG0005765	LOC129789706	CQUJHB005633
OG0005766	LOC129795159	CQUJHB000816
OG0005767	LOC129786637	CQUJHB007326
OG0005768	LOC129787680	CQUJHB001747
OG0005769	LOC129786376	CQUJHB002544
OG0005770	LOC129796039	CQUJHB016946
OG0005771	LOC129795907	CQUJHB012230
OG0005772	LOC129796590	CQUJHB004613
OG0005773	LOC129788192	CQUJHB004439
OG0005774	LOC129796069	CQUJHB013067
OG0005775	LOC129787247	CQUJHB009407
OG0005776	LOC129787755	CQUJHB007498
OG0005777	LOC129797493	CQUJHB015130
OG0005778	LOC129794222, LOC129794858	CQUJHB015562
OG0005779	LOC129793270	CQUJHB008503
OG0005780	LOC129796208	CQUJHB014784
OG0005781	LOC129788949	CQUJHB001169
OG0005783	LOC129787154	CQUJHB001146
OG0005784	LOC129793966	CQUJHB016575
OG0005785	LOC129787570	CQUJHB013249
OG0005786	LOC129787556	CQUJHB018456
OG0005787	LOC129789670	CQUJHB017308
OG0005788	LOC129789072	CQUJHB013954
OG0005789	LOC129788739	CQUJHB018026
OG0005790	LOC129792604	CQUJHB014494
OG0005791	LOC129795330	CQUJHB000302
OG0005792	LOC129793318	CQUJHB009667
OG0005793	LOC129792089	CQUJHB008026
OG0005794	LOC129793321	CQUJHB005155
OG0005795	LOC129793505	CQUJHB003818
OG0005796	LOC129793538	CQUJHB000317
OG0005797	LOC129787505	CQUJHB008313
OG0005798	LOC129786639	CQUJHB010651
OG0005799	LOC129787500	CQUJHB014169
OG0005800	LOC129793282	CQUJHB005116
OG0005801	LOC129793281	CQUJHB006858
OG0005802	LOC129793287	CQUJHB001006
OG0005803	LOC129797025, LOC129793285	CQUJHB001457
OG0005805	LOC129789123	CQUJHB015171
OG0005806	LOC129789101	CQUJHB018291
OG0005807	LOC129790042	CQUJHB010723
OG0005808	LOC129797682	CQUJHB004080
OG0005809	LOC129786596	CQUJHB016516
OG0005810	LOC129797597	CQUJHB006470
OG0005811	LOC129797157	CQUJHB018236
OG0005812	LOC129797466	CQUJHB018289
OG0005813	LOC129792353	CQUJHB001653
OG0005814	LOC129796787	CQUJHB004997
OG0005815	LOC129787754	CQUJHB015216
OG0005816	LOC129787977	CQUJHB003179
OG0005817	LOC129792290	CQUJHB005314
OG0005818	LOC129788600	CQUJHB018199
OG0005819	LOC129796796	CQUJHB013830
OG0005820	LOC129786467	CQUJHB009614
OG0005821	LOC129793167	CQUJHB009774
OG0005822	LOC129790930	CQUJHB010907
OG0005823	LOC129791001	CQUJHB000936
OG0005824	LOC129787870	CQUJHB014409
OG0005825	LOC129794097	CQUJHB016761
OG0005826	LOC129794083	CQUJHB016913
OG0005827	LOC129794888	CQUJHB007148
OG0005828	LOC129794161	CQUJHB006353
OG0005830	LOC129788173	CQUJHB001784
OG0005831	LOC129795832	CQUJHB012003
OG0005832	LOC129787857	CQUJHB009019
OG0005833	LOC129786519	CQUJHB014183
OG0005834	LOC129787856	CQUJHB017704
OG0005835	LOC129791640	CQUJHB012962
OG0005836	LOC129791565	CQUJHB007389
OG0005837	LOC129791592	CQUJHB010769
OG0005838	LOC129787603	CQUJHB017250
OG0005839	LOC129797849	CQUJHB012195
OG0005840	LOC129788482	CQUJHB008512
OG0005841	LOC129792260	CQUJHB006993
OG0005842	LOC129785852	CQUJHB016165
OG0005843	LOC129796772	CQUJHB008849
OG0005844	LOC129793900	CQUJHB006674
OG0005845	LOC129788009	CQUJHB017809
OG0005846	LOC129786507	CQUJHB000448
OG0005847	LOC129796632	CQUJHB014751
OG0005848	LOC129793275	CQUJHB002869
OG0005849	LOC129797589	CQUJHB015964
OG0005850	LOC129788397	CQUJHB013122
OG0005851	LOC129797010	CQUJHB004928
OG0005852	LOC129795171	CQUJHB011398
OG0005853	LOC129787517	CQUJHB018393
OG0005854	LOC129787619	CQUJHB012876
OG0005855	LOC129794079	CQUJHB012132
OG0005856	LOC129794218	CQUJHB012294
OG0005857	LOC129794124	CQUJHB000895
OG0005858	LOC129793218	CQUJHB018385
OG0005859	LOC129794064	CQUJHB010612
OG0005860	LOC129792996	CQUJHB012399
OG0005861	LOC129792374	CQUJHB013119
OG0005862	LOC129790916	CQUJHB002623
OG0005863	LOC129792682	CQUJHB008743
OG0005865	LOC129792139	CQUJHB004466
OG0005866	LOC129790246	CQUJHB012743
OG0005867	LOC129790401	CQUJHB004469
OG0005868	LOC129789898	CQUJHB004167
OG0005869	LOC129788722	CQUJHB000298
OG0005870	LOC129797080	CQUJHB010961
OG0005871	LOC129788542	CQUJHB009700
OG0005872	LOC129787166	CQUJHB007019
OG0005873	LOC129786105	CQUJHB011905
OG0005874	LOC129789321	CQUJHB016293
OG0005875	LOC129787515	CQUJHB001932
OG0005876	LOC129789939	CQUJHB003300
OG0005877	LOC129786520	CQUJHB006324
OG0005878	LOC129791379	CQUJHB010473
OG0005879	LOC129786522	CQUJHB001692
OG0005881	LOC129796932	CQUJHB010153
