Orthogroup	AsinensisChina	CquinquefasciatusJHB2020
OG0004664	ASIC003260	CQUJHB015365
OG0004665	ASIC015070	CQUJHB016404
OG0004666	ASIC015069	CQUJHB002032, CQUJHB005017
OG0004667	ASIC013752	CQUJHB006724
OG0004668	ASIC015068	CQUJHB009187
OG0004669	ASIC003899	CQUJHB015753
OG0004670	ASIC016201	CQUJHB014523
OG0004672	ASIC009296	CQUJHB006198
OG0004673	ASIC017929	CQUJHB002172
OG0004674	ASIC008622	CQUJHB016265
OG0004675	ASIC005308	CQUJHB000375
OG0004676	ASIC005311	CQUJHB018258
OG0004677	ASIC005305	CQUJHB003674
OG0004678	ASIC012613	CQUJHB015808
OG0004679	ASIC008620	CQUJHB000881
OG0004680	ASIC002627	CQUJHB012846
OG0004681	ASIC005307	CQUJHB000886
OG0004683	ASIC005309	CQUJHB004168
OG0004684	ASIC005310	CQUJHB007271
OG0004685	ASIC005301	CQUJHB010900
OG0004686	ASIC004523	CQUJHB015193
OG0004687	ASIC002625	CQUJHB011076
OG0004688	ASIC006406	CQUJHB005196
OG0004689	ASIC007216	CQUJHB003636
OG0004690	ASIC013071	CQUJHB009930
OG0004691	ASIC014362	CQUJHB015597
OG0004692	ASIC013073	CQUJHB016431
OG0004693	ASIC013072	CQUJHB004068
OG0004694	ASIC007150	CQUJHB018287
OG0004695	ASIC013075	CQUJHB018101
OG0004697	ASIC007205	CQUJHB008292
OG0004698	ASIC006400	CQUJHB010795
OG0004699	ASIC006412	CQUJHB016831
OG0004701	ASIC014238	CQUJHB015934
OG0004702	ASIC010454	CQUJHB006429
OG0004703	ASIC021807	CQUJHB000209
OG0004704	ASIC010455	CQUJHB010085
OG0004705	ASIC010451	CQUJHB012716
OG0004706	ASIC010459	CQUJHB010810
OG0004707	ASIC010452	CQUJHB012478
OG0004708	ASIC010458	CQUJHB008964
OG0004709	ASIC000805	CQUJHB015650
OG0004710	ASIC000804	CQUJHB007845
OG0004711	ASIC000952	CQUJHB018301
OG0004712	ASIC019138	CQUJHB005538
OG0004713	ASIC005583	CQUJHB002394
OG0004714	ASIC005597	CQUJHB010173
OG0004715	ASIC004802	CQUJHB015710
OG0004716	ASIC005573	CQUJHB011811
OG0004717	ASIC005586	CQUJHB000214
OG0004718	ASIC005576	CQUJHB016641
OG0004719	ASIC000953	CQUJHB011638
OG0004720	ASIC015111	CQUJHB013412
OG0004721	ASIC015120	CQUJHB013248
OG0004722	ASIC006528	CQUJHB006685
OG0004723	ASIC003727	CQUJHB004287
OG0004724	ASIC003731	CQUJHB004507
OG0004725	ASIC016857	CQUJHB002083
OG0004726	ASIC003732	CQUJHB016638
OG0004727	ASIC016844	CQUJHB017098
OG0004728	ASIC016856	CQUJHB009016
OG0004729	ASIC016845	CQUJHB004160
OG0004730	ASIC016840	CQUJHB001037
OG0004731	ASIC016835	CQUJHB008158
OG0004732	ASIC010196	CQUJHB004161
OG0004733	ASIC010204	CQUJHB018261
OG0004734	ASIC003729	CQUJHB006774
OG0004735	ASIC005473	CQUJHB015270
OG0004736	ASIC002019	CQUJHB015861
OG0004737	ASIC005475	CQUJHB008818
OG0004738	ASIC009117	CQUJHB006158
OG0004739	ASIC002021	CQUJHB013963
OG0004740	ASIC002268	CQUJHB012479
OG0004741	ASIC002020	CQUJHB018299
OG0004742	ASIC002022	CQUJHB014240
OG0004743	ASIC005474	CQUJHB017280
OG0004744	ASIC003557	CQUJHB016706
OG0004745	ASIC017169	CQUJHB000035
OG0004746	ASIC003108	CQUJHB003006
OG0004747	ASIC007693	CQUJHB008333
OG0004748	ASIC003103	CQUJHB002502
OG0004749	ASIC007676	CQUJHB007178
OG0004750	ASIC004647	CQUJHB013185
OG0004751	ASIC010125	CQUJHB015208
OG0004752	ASIC014507	CQUJHB012536
OG0004753	ASIC014979	CQUJHB006184
OG0004754	ASIC022217	CQUJHB014142
OG0004755	ASIC017924	CQUJHB012301
OG0004756	ASIC010694	CQUJHB018239
OG0004757	ASIC019868	CQUJHB017618
OG0004758	ASIC002506	CQUJHB006607
OG0004759	ASIC002501	CQUJHB002362
OG0004760	ASIC002498	CQUJHB017645
OG0004761	ASIC010688	CQUJHB000926
OG0004762	ASIC010766	CQUJHB015594
OG0004763	ASIC010695	CQUJHB002451
OG0004764	ASIC012759	CQUJHB008209
OG0004766	ASIC010439	CQUJHB008663
OG0004767	ASIC021712	CQUJHB010259
OG0004768	ASIC012765	CQUJHB000232
OG0004769	ASIC003183	CQUJHB009259
OG0004770	ASIC021470	CQUJHB002675
OG0004771	ASIC012777	CQUJHB000008
OG0004772	ASIC012774	CQUJHB009247
OG0004773	ASIC002930	CQUJHB013052
OG0004776	ASIC009764	CQUJHB002604
OG0004777	ASIC020911	CQUJHB002639
OG0004778	ASIC019997	CQUJHB016082
OG0004779	ASIC008913	CQUJHB010043
OG0004780	ASIC020601	CQUJHB001660
OG0004781	ASIC019994	CQUJHB004625
OG0004782	ASIC020920	CQUJHB018098
OG0004783	ASIC007622	CQUJHB009026
OG0004784	ASIC018181	CQUJHB013072
OG0004785	ASIC006821	CQUJHB007483
OG0004786	ASIC006817	CQUJHB011940
OG0004787	ASIC006874	CQUJHB003771
OG0004788	ASIC009252	CQUJHB001837
OG0004789	ASIC007530	CQUJHB003543
OG0004790	ASIC016205	CQUJHB015359
OG0004791	ASIC006871	CQUJHB009752
OG0004792	ASIC006872	CQUJHB006529
OG0004793	ASIC007541	CQUJHB011530
OG0004794	ASIC006876	CQUJHB016528
OG0004795	ASIC022347	CQUJHB013287
OG0004796	ASIC022349	CQUJHB001606
OG0004797	ASIC007897	CQUJHB004530
OG0004798	ASIC022348	CQUJHB017613
OG0004799	ASIC010958	CQUJHB004737
OG0004800	ASIC013665	CQUJHB007903
OG0004801	ASIC007898	CQUJHB012660
OG0004802	ASIC007892	CQUJHB002709
OG0004803	ASIC007891	CQUJHB001754
OG0004804	ASIC011577	CQUJHB014987
OG0004805	ASIC011578	CQUJHB007518
OG0004806	ASIC017944	CQUJHB017978
OG0004807	ASIC008056	CQUJHB018215
OG0004808	ASIC002693	CQUJHB010630
OG0004809	ASIC008058	CQUJHB011759
OG0004810	ASIC017145	CQUJHB006725
OG0004811	ASIC020490	CQUJHB015927
OG0004812	ASIC003987	CQUJHB001901
OG0004813	ASIC003985, ASIC003982	CQUJHB007259
OG0004815	ASIC002272	CQUJHB018282
OG0004816	ASIC019383	CQUJHB007782
OG0004817	ASIC008190	CQUJHB002539
OG0004818	ASIC019371	CQUJHB001843
OG0004819	ASIC019420	CQUJHB011389
OG0004820	ASIC019405	CQUJHB005003
OG0004821	ASIC017866	CQUJHB008168
OG0004822	ASIC011533	CQUJHB011353
OG0004824	ASIC011537	CQUJHB006419
OG0004825	ASIC011550	CQUJHB011134
OG0004826	ASIC011596	CQUJHB007142
OG0004827	ASIC011597	CQUJHB015329
OG0004828	ASIC005154	CQUJHB014421
OG0004829	ASIC013320	CQUJHB003105
OG0004830	ASIC009843	CQUJHB010819
OG0004831	ASIC013470	CQUJHB010890
OG0004832	ASIC017297	CQUJHB006743
OG0004833	ASIC017708	CQUJHB004676
OG0004834	ASIC017294	CQUJHB012991
OG0004835	ASIC017719	CQUJHB003457
OG0004836	ASIC017710	CQUJHB007085
OG0004837	ASIC017720	CQUJHB017012
OG0004838	ASIC017301	CQUJHB001423
OG0004839	ASIC017296	CQUJHB006390
OG0004840	ASIC018867	CQUJHB000388
OG0004841	ASIC021109	CQUJHB005887
OG0004842	ASIC021116	CQUJHB006404
OG0004843	ASIC021110	CQUJHB004832
OG0004844	ASIC014422	CQUJHB000004
OG0004845	ASIC014437	CQUJHB009332
OG0004846	ASIC021111	CQUJHB013303
OG0004847	ASIC021113	CQUJHB016315
OG0004848	ASIC021112	CQUJHB006451
OG0004849	ASIC014075	CQUJHB007577
OG0004850	ASIC008011	CQUJHB017461
OG0004851	ASIC004762	CQUJHB016827
OG0004852	ASIC004471	CQUJHB015312
OG0004853	ASIC003874	CQUJHB006379
OG0004854	ASIC003845	CQUJHB009910
OG0004855	ASIC003872	CQUJHB013455
OG0004856	ASIC003875	CQUJHB016451
OG0004857	ASIC003855	CQUJHB006313
OG0004858	ASIC017334	CQUJHB008604
OG0004859	ASIC022132	CQUJHB012778
OG0004860	ASIC003844	CQUJHB014037
OG0004861	ASIC003876	CQUJHB008852
OG0004862	ASIC003857	CQUJHB013647
OG0004863	ASIC003849	CQUJHB018184
OG0004864	ASIC021124	CQUJHB000458
OG0004865	ASIC021557	CQUJHB005727
OG0004866	ASIC021126	CQUJHB017442
OG0004867	ASIC021125	CQUJHB007104
OG0004868	ASIC005235	CQUJHB012167
OG0004869	ASIC005233	CQUJHB007536
OG0004870	ASIC014857	CQUJHB010940
OG0004871	ASIC020958	CQUJHB017666
OG0004872	ASIC020955	CQUJHB016891
OG0004873	ASIC010483	CQUJHB004615
OG0004874	ASIC014856	CQUJHB008125
OG0004875	ASIC010484	CQUJHB006723
OG0004876	ASIC011009	CQUJHB005629
OG0004877	ASIC007548	CQUJHB005482
OG0004878	ASIC017148	CQUJHB007706
OG0004879	ASIC002903	CQUJHB004210
OG0004880	ASIC017147	CQUJHB014296
OG0004881	ASIC009714	CQUJHB000095
OG0004882	ASIC006303	CQUJHB009111
OG0004883	ASIC007088	CQUJHB014636
OG0004884	ASIC005121	CQUJHB000885
OG0004885	ASIC009341	CQUJHB015096
OG0004886	ASIC011813	CQUJHB015448
OG0004887	ASIC003888	CQUJHB017428
OG0004889	ASIC009338	CQUJHB007258
OG0004890	ASIC015512	CQUJHB011706
OG0004891	ASIC019858	CQUJHB000142
OG0004892	ASIC019847	CQUJHB011257
OG0004893	ASIC019848	CQUJHB007308
OG0004894	ASIC009901	CQUJHB017113
OG0004895	ASIC004176	CQUJHB012952
OG0004896	ASIC012534	CQUJHB018097
OG0004897	ASIC012537	CQUJHB016860
OG0004898	ASIC004172	CQUJHB011399
OG0004899	ASIC000397	CQUJHB011839
OG0004900	ASIC012533	CQUJHB008376
OG0004901	ASIC000333	CQUJHB007823
OG0004902	ASIC012535	CQUJHB004967
OG0004903	ASIC020257	CQUJHB012751
OG0004905	ASIC007060	CQUJHB015454
OG0004906	ASIC021520	CQUJHB012845
OG0004907	ASIC007059	CQUJHB016968
OG0004908	ASIC020268	CQUJHB006058
OG0004910	ASIC008703	CQUJHB016722
OG0004911	ASIC004161	CQUJHB007013
OG0004912	ASIC008702	CQUJHB002764
OG0004913	ASIC010314	CQUJHB002000
OG0004914	ASIC017644	CQUJHB005841
OG0004915	ASIC016299	CQUJHB001621
OG0004916	ASIC016305	CQUJHB011180
OG0004917	ASIC016293	CQUJHB011305
OG0004918	ASIC016312	CQUJHB013632
OG0004919	ASIC007198	CQUJHB002019
OG0004920	ASIC007200	CQUJHB001313
OG0004921	ASIC007186	CQUJHB006067
OG0004922	ASIC007199	CQUJHB011024
OG0004923	ASIC007196	CQUJHB003475
OG0004924	ASIC005074	CQUJHB017734
OG0004925	ASIC021689	CQUJHB016303
OG0004926	ASIC014960	CQUJHB013512
OG0004927	ASIC014963	CQUJHB006446, CQUJHB015486
OG0004928	ASIC015487	CQUJHB013836
OG0004929	ASIC004551	CQUJHB003028
OG0004930	ASIC004540	CQUJHB011765
OG0004931	ASIC004552	CQUJHB003616
OG0004932	ASIC004544	CQUJHB012091
OG0004933	ASIC004563	CQUJHB012115
OG0004934	ASIC004541	CQUJHB003716
OG0004935	ASIC004545	CQUJHB004048
OG0004936	ASIC020867	CQUJHB006227
OG0004937	ASIC014086	CQUJHB003783
OG0004938	ASIC020865	CQUJHB009844
OG0004939	ASIC009873	CQUJHB013680
OG0004940	ASIC020868	CQUJHB018372
OG0004941	ASIC014085	CQUJHB008804
OG0004942	ASIC014709	CQUJHB003746
OG0004943	ASIC020965	CQUJHB002006
OG0004944	ASIC014846	CQUJHB004485
OG0004945	ASIC015250	CQUJHB008430
OG0004946	ASIC015249	CQUJHB003368
OG0004947	ASIC015243	CQUJHB018451
OG0004948	ASIC015251	CQUJHB006561
OG0004949	ASIC000895	CQUJHB013178
OG0004950	ASIC011856	CQUJHB015738
OG0004951	ASIC000896	CQUJHB001018
OG0004952	ASIC012570	CQUJHB001021
OG0004953	ASIC012574	CQUJHB003142
OG0004954	ASIC011581	CQUJHB008436
OG0004955	ASIC002833	CQUJHB014348
OG0004956	ASIC005343	CQUJHB010841
OG0004957	ASIC005345	CQUJHB016618
OG0004958	ASIC002753	CQUJHB016084
OG0004959	ASIC007051	CQUJHB006108
OG0004960	ASIC007050	CQUJHB007322
OG0004961	ASIC008223	CQUJHB015923
OG0004962	ASIC005331	CQUJHB009779
OG0004963	ASIC005342	CQUJHB011710
OG0004964	ASIC004848	CQUJHB001491
OG0004966	ASIC007955	CQUJHB000251
OG0004967	ASIC005047	CQUJHB013781
OG0004969	ASIC004130	CQUJHB007188
OG0004970	ASIC015152, ASIC015141	CQUJHB015868
OG0004972	ASIC003511	CQUJHB009567
OG0004973	ASIC012934	CQUJHB016623
OG0004974	ASIC019778	CQUJHB000553
OG0004975	ASIC021222	CQUJHB000236
OG0004976	ASIC004660	CQUJHB003540
OG0004977	ASIC002543	CQUJHB010752
OG0004978	ASIC012666	CQUJHB014590
OG0004979	ASIC012674	CQUJHB007062
OG0004980	ASIC021257	CQUJHB015878
OG0004981	ASIC009200	CQUJHB016304
OG0004982	ASIC009197	CQUJHB006298
OG0004983	ASIC012954	CQUJHB005874
OG0004985	ASIC021246	CQUJHB015430
OG0004986	ASIC012955	CQUJHB006809
OG0004987	ASIC017666	CQUJHB001202
OG0004988	ASIC017693	CQUJHB009298
OG0004989	ASIC017555	CQUJHB016105
OG0004990	ASIC017704	CQUJHB000420
OG0004991	ASIC012295	CQUJHB001613
OG0004992	ASIC012310	CQUJHB004803
OG0004994	ASIC012301	CQUJHB017944
OG0004995	ASIC022200	CQUJHB004468
OG0004996	ASIC014763	CQUJHB016124
OG0004997	ASIC014753	CQUJHB003878
OG0004999	ASIC014799	CQUJHB014896
OG0005000	ASIC014807	CQUJHB008170
OG0005001	ASIC014812	CQUJHB009996
OG0005002	ASIC006785	CQUJHB007867
OG0005003	ASIC006353	CQUJHB009755
OG0005005	ASIC006354	CQUJHB014824
OG0005006	ASIC017020	CQUJHB010702
OG0005007	ASIC010630	CQUJHB013715
OG0005008	ASIC010593	CQUJHB010081
OG0005009	ASIC010641	CQUJHB016626
OG0005010	ASIC012129	CQUJHB014803
OG0005011	ASIC012031	CQUJHB014035
OG0005012	ASIC012140	CQUJHB011388
OG0005013	ASIC006071	CQUJHB010401
OG0005014	ASIC010607	CQUJHB014316
OG0005015	ASIC009992	CQUJHB015294
OG0005016	ASIC009997	CQUJHB000428
OG0005017	ASIC010000	CQUJHB007225
OG0005018	ASIC009981	CQUJHB009185
OG0005019	ASIC020709	CQUJHB001731
OG0005020	ASIC013102	CQUJHB005499
OG0005021	ASIC009983	CQUJHB006966
OG0005022	ASIC013101	CQUJHB017492
OG0005023	ASIC020742	CQUJHB012906
OG0005024	ASIC009995	CQUJHB012288
OG0005025	ASIC015270	CQUJHB005568
OG0005026	ASIC015269	CQUJHB010286
OG0005027	ASIC015340	CQUJHB017396
OG0005028	ASIC015329	CQUJHB002345
OG0005029	ASIC013409	CQUJHB011783
OG0005030	ASIC016206	CQUJHB001152
OG0005031	ASIC011446	CQUJHB003253, CQUJHB001908
OG0005032	ASIC011460	CQUJHB004777
OG0005033	ASIC011442	CQUJHB015892
OG0005034	ASIC011461	CQUJHB000152
OG0005035	ASIC011453	CQUJHB015577
OG0005036	ASIC007269	CQUJHB009170
OG0005037	ASIC007263	CQUJHB011645
OG0005038	ASIC007416	CQUJHB015765
OG0005039	ASIC007252	CQUJHB008278
OG0005040	ASIC007268	CQUJHB011635
OG0005041	ASIC007265	CQUJHB013500
OG0005042	ASIC007262	CQUJHB007517
OG0005043	ASIC007415	CQUJHB007401
OG0005044	ASIC012899	CQUJHB004721
OG0005045	ASIC012913	CQUJHB000362
OG0005046	ASIC012904	CQUJHB009867
OG0005047	ASIC002889	CQUJHB006839
OG0005048	ASIC002894	CQUJHB005379
OG0005049	ASIC002887	CQUJHB012079
OG0005050	ASIC002893	CQUJHB017158
OG0005051	ASIC012911	CQUJHB007658
OG0005052	ASIC002891	CQUJHB002803
OG0005053	ASIC012912	CQUJHB016128
OG0005054	ASIC012985	CQUJHB010916
OG0005055	ASIC011103	CQUJHB002922
OG0005056	ASIC020134	CQUJHB010414
OG0005057	ASIC018986	CQUJHB011225
OG0005058	ASIC011102	CQUJHB004583
OG0005059	ASIC003589	CQUJHB014574
OG0005060	ASIC003570	CQUJHB011969
OG0005061	ASIC003745	CQUJHB001517
OG0005062	ASIC014384	CQUJHB008593
OG0005063	ASIC007227	CQUJHB012615
OG0005064	ASIC007444	CQUJHB016818
OG0005065	ASIC007447	CQUJHB007926
OG0005066	ASIC016004	CQUJHB017029
OG0005067	ASIC022179	CQUJHB004476
OG0005068	ASIC022180	CQUJHB010691
OG0005069	ASIC004286	CQUJHB001479
OG0005071	ASIC020805	CQUJHB017154
OG0005073	ASIC011458	CQUJHB006405
OG0005074	ASIC004287	CQUJHB012405
OG0005075	ASIC011381	CQUJHB007735
OG0005076	ASIC004288	CQUJHB011605
OG0005077	ASIC009955	CQUJHB003533
OG0005078	ASIC017269	CQUJHB013388
OG0005079	ASIC009996	CQUJHB015392
OG0005080	ASIC017265	CQUJHB014310
OG0005081	ASIC017264	CQUJHB016242
OG0005082	ASIC017270	CQUJHB003969
OG0005083	ASIC014665	CQUJHB007493
OG0005084	ASIC009957	CQUJHB012185
OG0005085	ASIC018123	CQUJHB008774
OG0005086	ASIC018124	CQUJHB016164
OG0005087	ASIC018106	CQUJHB016107
OG0005088	ASIC003523	CQUJHB013769
OG0005089	ASIC020816	CQUJHB017871
OG0005090	ASIC012785	CQUJHB015767
OG0005091	ASIC003520	CQUJHB005951
OG0005092	ASIC015105	CQUJHB005791
OG0005093	ASIC016628	CQUJHB014131
OG0005094	ASIC003122	CQUJHB007467
OG0005095	ASIC003117	CQUJHB007444
OG0005096	ASIC003118	CQUJHB000603
OG0005097	ASIC016330	CQUJHB003580
OG0005098	ASIC016331	CQUJHB016815
OG0005099	ASIC016265	CQUJHB014279
OG0005100	ASIC016328	CQUJHB006206
OG0005101	ASIC014855	CQUJHB012981
OG0005102	ASIC016287	CQUJHB013968
OG0005103	ASIC016329	CQUJHB013748
OG0005104	ASIC012022	CQUJHB015300
OG0005105	ASIC004986	CQUJHB007531
OG0005106	ASIC005002	CQUJHB016793
OG0005107	ASIC012023	CQUJHB009124
OG0005108	ASIC001787	CQUJHB011210
OG0005109	ASIC013239	CQUJHB011496
OG0005110	ASIC013238	CQUJHB009613
OG0005111	ASIC001788	CQUJHB006625
OG0005112	ASIC017828	CQUJHB013342
OG0005113	ASIC012631	CQUJHB005207
OG0005114	ASIC017827	CQUJHB009975
OG0005115	ASIC017829	CQUJHB010759
OG0005116	ASIC017830	CQUJHB008580
OG0005117	ASIC008046	CQUJHB014906
OG0005118	ASIC007567	CQUJHB007381
OG0005119	ASIC009654	CQUJHB017957
OG0005120	ASIC007552	CQUJHB009883
OG0005121	ASIC010552	CQUJHB006323
OG0005122	ASIC000878	CQUJHB017525
OG0005123	ASIC010553	CQUJHB001809
OG0005124	ASIC000876	CQUJHB011317
OG0005125	ASIC000872	CQUJHB010218
OG0005126	ASIC000873	CQUJHB002385
OG0005127	ASIC000877	CQUJHB004661
OG0005128	ASIC015442	CQUJHB018263
OG0005130	ASIC015445	CQUJHB002096
OG0005131	ASIC017798	CQUJHB002652
OG0005132	ASIC003696	CQUJHB003448
OG0005133	ASIC003694	CQUJHB017627
OG0005134	ASIC003708	CQUJHB000675
OG0005135	ASIC003692	CQUJHB006466
OG0005136	ASIC003711	CQUJHB012420
OG0005137	ASIC003709	CQUJHB006240
OG0005138	ASIC003706	CQUJHB018333
OG0005139	ASIC003712	CQUJHB016922
OG0005140	ASIC013412	CQUJHB004703
OG0005142	ASIC007465	CQUJHB016734
OG0005143	ASIC008355	CQUJHB017817
OG0005144	ASIC001844	CQUJHB016108, CQUJHB016132
OG0005146	ASIC003672	CQUJHB014609
OG0005147	ASIC003671	CQUJHB007551
OG0005149	ASIC021810	CQUJHB013244
OG0005150	ASIC009027	CQUJHB014816
OG0005151	ASIC021459	CQUJHB012271
OG0005152	ASIC000603	CQUJHB014039
OG0005153	ASIC006419	CQUJHB010979
OG0005154	ASIC002678	CQUJHB016123
OG0005155	ASIC006418	CQUJHB007793
OG0005156	ASIC006445	CQUJHB002945
OG0005157	ASIC007440	CQUJHB014725
OG0005158	ASIC006443	CQUJHB005761
OG0005159	ASIC005306	CQUJHB000485
OG0005160	ASIC020123	CQUJHB011817
OG0005161	ASIC020128	CQUJHB004743
OG0005163	ASIC005320	CQUJHB007342
OG0005164	ASIC005295	CQUJHB014580
OG0005165	ASIC020157	CQUJHB018061
OG0005166	ASIC005319	CQUJHB015954
OG0005167	ASIC006776	CQUJHB013255
OG0005168	ASIC006781	CQUJHB013349
OG0005169	ASIC018017	CQUJHB011335
OG0005170	ASIC015514	CQUJHB005460
OG0005171	ASIC015513	CQUJHB005050
OG0005172	ASIC005054	CQUJHB012792
OG0005174	ASIC018010	CQUJHB014661
OG0005175	ASIC006002	CQUJHB012740
OG0005176	ASIC006003	CQUJHB017217
OG0005177	ASIC011608	CQUJHB016776
OG0005178	ASIC015083	CQUJHB004685
OG0005179	ASIC011611	CQUJHB007324
OG0005180	ASIC021207	CQUJHB018474
OG0005181	ASIC018546	CQUJHB009330
OG0005182	ASIC018561	CQUJHB005305
OG0005183	ASIC017671	CQUJHB011886
OG0005184	ASIC006458	CQUJHB005699
OG0005185	ASIC004664	CQUJHB016168
OG0005186	ASIC014220	CQUJHB001910
OG0005187	ASIC004663	CQUJHB011826
OG0005188	ASIC004662	CQUJHB015696
OG0005189	ASIC008361	CQUJHB003855
OG0005190	ASIC005782	CQUJHB000605
OG0005191	ASIC021000	CQUJHB004955
OG0005192	ASIC005786	CQUJHB016914
OG0005193	ASIC020999	CQUJHB008183
OG0005194	ASIC020994	CQUJHB000768
OG0005195	ASIC018418	CQUJHB006218
OG0005196	ASIC018407	CQUJHB005241
OG0005197	ASIC017715	CQUJHB012173
OG0005198	ASIC014586	CQUJHB013815
OG0005199	ASIC014589	CQUJHB003973
OG0005200	ASIC014567	CQUJHB007448
OG0005201	ASIC011713	CQUJHB005383
OG0005203	ASIC011714	CQUJHB011219
OG0005205	ASIC013846	CQUJHB010690
OG0005206	ASIC013840	CQUJHB011588
OG0005207	ASIC006116	CQUJHB015598
OG0005208	ASIC006113	CQUJHB013214
OG0005209	ASIC013841	CQUJHB003418
OG0005210	ASIC013850	CQUJHB006253
OG0005211	ASIC011917	CQUJHB003712
OG0005212	ASIC017846	CQUJHB015015
OG0005213	ASIC017843	CQUJHB012031
OG0005214	ASIC005045	CQUJHB001919
OG0005215	ASIC017844	CQUJHB011856
OG0005216	ASIC017849	CQUJHB014299
OG0005217	ASIC011919	CQUJHB010266
OG0005218	ASIC017847	CQUJHB013741
OG0005219	ASIC005044	CQUJHB000026
OG0005220	ASIC003949	CQUJHB004225
OG0005221	ASIC017198	CQUJHB004909
OG0005222	ASIC017193	CQUJHB017808
OG0005223	ASIC008008	CQUJHB002952
OG0005224	ASIC008009	CQUJHB018255
OG0005225	ASIC020680	CQUJHB001076, CQUJHB017890
OG0005226	ASIC008006	CQUJHB017767
OG0005227	ASIC020687	CQUJHB001452
OG0005228	ASIC008005	CQUJHB007801
OG0005229	ASIC020086	CQUJHB017933
OG0005230	ASIC008003	CQUJHB004292
OG0005231	ASIC013295	CQUJHB003985
OG0005232	ASIC020250	CQUJHB009400
OG0005234	ASIC009846	CQUJHB008786
OG0005235	ASIC016477	CQUJHB011201
OG0005236	ASIC016482	CQUJHB013874
OG0005237	ASIC016485	CQUJHB017137
OG0005238	ASIC016484	CQUJHB011094
OG0005239	ASIC009941	CQUJHB009878
OG0005240	ASIC020745	CQUJHB010312
OG0005241	ASIC020744	CQUJHB009036
OG0005242	ASIC010820	CQUJHB017874
OG0005243	ASIC008408	CQUJHB017196
OG0005244	ASIC008405	CQUJHB009672
OG0005245	ASIC016035	CQUJHB010249
OG0005246	ASIC013460	CQUJHB010215
OG0005247	ASIC013343	CQUJHB006447
OG0005248	ASIC013459	CQUJHB004180
OG0005249	ASIC016533	CQUJHB012052
OG0005250	ASIC021046	CQUJHB005180
OG0005251	ASIC015434	CQUJHB003549
OG0005252	ASIC015408	CQUJHB006382
OG0005253	ASIC015411	CQUJHB004082
OG0005254	ASIC015405	CQUJHB017556
OG0005255	ASIC016380	CQUJHB018378
OG0005256	ASIC011719	CQUJHB005606
OG0005257	ASIC012344	CQUJHB002852
OG0005258	ASIC012350	CQUJHB008484
OG0005259	ASIC003169	CQUJHB004766
OG0005260	ASIC006587	CQUJHB003433
OG0005261	ASIC003168	CQUJHB011328
OG0005262	ASIC003170	CQUJHB015755
OG0005263	ASIC003165	CQUJHB002480
OG0005264	ASIC006590	CQUJHB004086
OG0005265	ASIC019788	CQUJHB018388
OG0005266	ASIC012925	CQUJHB009459
OG0005267	ASIC003070	CQUJHB016159
OG0005268	ASIC011970	CQUJHB008813
OG0005269	ASIC013972	CQUJHB003044
OG0005270	ASIC004087	CQUJHB014182
OG0005271	ASIC013314	CQUJHB015095
OG0005272	ASIC004084	CQUJHB004781
OG0005273	ASIC012656	CQUJHB002938
OG0005274	ASIC016502	CQUJHB004313
OG0005275	ASIC003210	CQUJHB001952
OG0005276	ASIC012377	CQUJHB012511
OG0005277	ASIC021811	CQUJHB009003
OG0005278	ASIC011008	CQUJHB010129
OG0005279	ASIC012375	CQUJHB016884
OG0005280	ASIC020045	CQUJHB010093
OG0005281	ASIC020035	CQUJHB002173
OG0005282	ASIC008357	CQUJHB011691
OG0005283	ASIC006050	CQUJHB013672
OG0005284	ASIC019803	CQUJHB012324
OG0005285	ASIC006051	CQUJHB004150
OG0005286	ASIC006112	CQUJHB000351
OG0005287	ASIC017231	CQUJHB014095
OG0005288	ASIC017230	CQUJHB017266
OG0005289	ASIC017228	CQUJHB015461
OG0005290	ASIC008658	CQUJHB010338
OG0005291	ASIC006611	CQUJHB008943
OG0005292	ASIC000263	CQUJHB009286
OG0005293	ASIC008665	CQUJHB004815
OG0005294	ASIC008663	CQUJHB013219
OG0005295	ASIC016256	CQUJHB000549
OG0005296	ASIC010832	CQUJHB011900
OG0005297	ASIC010830	CQUJHB013709
OG0005298	ASIC007968	CQUJHB006932
OG0005299	ASIC009371	CQUJHB001972
OG0005300	ASIC019084	CQUJHB015287
OG0005301	ASIC019060	CQUJHB013168
OG0005302	ASIC011374	CQUJHB002759
OG0005304	ASIC020273	CQUJHB012452
OG0005305	ASIC021015	CQUJHB017239
OG0005306	ASIC021354	CQUJHB003775
OG0005307	ASIC021009	CQUJHB011290
OG0005308	ASIC021014	CQUJHB011534
OG0005309	ASIC009671	CQUJHB016181
OG0005310	ASIC006355	CQUJHB000580
OG0005311	ASIC002463	CQUJHB014470, CQUJHB000903
OG0005312	ASIC016638	CQUJHB007612
OG0005313	ASIC010253	CQUJHB011027
OG0005314	ASIC020420	CQUJHB004960
OG0005315	ASIC007664	CQUJHB000710
OG0005316	ASIC005924	CQUJHB005931
OG0005317	ASIC015403	CQUJHB005098
OG0005318	ASIC015401	CQUJHB006019
OG0005319	ASIC002805	CQUJHB002214
OG0005321	ASIC002809	CQUJHB017745
OG0005322	ASIC002788	CQUJHB013174
OG0005323	ASIC007228	CQUJHB004584
OG0005324	ASIC007236	CQUJHB018363
OG0005325	ASIC007230	CQUJHB002372
OG0005326	ASIC007231	CQUJHB014256
