Orthogroup	AsinensisChina	AdirusWRAIR2
OG0004656	ASIC017438	ADIR007381
OG0004657	ASIC010496	ADIR010363
OG0004658	ASIC010343	ADIR003033
OG0004659	ASIC021881	ADIR004426
OG0004660	ASIC021887	ADIR004429
OG0004661	ASIC011157	ADIR003279
OG0004662	ASIC003267	ADIR004274
OG0004663	ASIC005618	ADIR004279
OG0004664	ASIC003260	ADIR004278
OG0004665	ASIC015070	ADIR006925
OG0004666	ASIC015069	ADIR006924
OG0004667	ASIC013752	ADIR004283
OG0004668	ASIC015068	ADIR006923
OG0004669	ASIC003899	ADIR009324
OG0004670	ASIC016201	ADIR004020
OG0004672	ASIC009296	ADIR005686
OG0004674	ASIC008622	ADIR009405
OG0004675	ASIC005308	ADIR010849
OG0004676	ASIC005311	ADIR010904
OG0004677	ASIC005305	ADIR010847
OG0004678	ASIC012613	ADIR006335
OG0004679	ASIC008620	ADIR009404
OG0004680	ASIC002627	ADIR009427
OG0004681	ASIC005307	ADIR010848
OG0004683	ASIC005309	ADIR010851
OG0004684	ASIC005310	ADIR010903
OG0004685	ASIC005301	ADIR010843
OG0004686	ASIC004523	ADIR005003
OG0004687	ASIC002625	ADIR009358
OG0004688	ASIC006406	ADIR006148
OG0004689	ASIC007216	ADIR005983
OG0004690	ASIC013071	ADIR011160
OG0004691	ASIC014362	ADIR011328
OG0004692	ASIC013073	ADIR000589
OG0004693	ASIC013072	ADIR011159
OG0004694	ASIC007150	ADIR005928
OG0004695	ASIC013075	ADIR000590
OG0004697	ASIC007205	ADIR009769
OG0004698	ASIC006400	ADIR006146
OG0004699	ASIC006412	ADIR006150, ADIR011454
OG0004700	ASIC021798	ADIR002989
OG0004701	ASIC014238	ADIR009086
OG0004702	ASIC010454	ADIR009092
OG0004703	ASIC021807	ADIR002984
OG0004704	ASIC010455	ADIR009093
OG0004705	ASIC010451	ADIR004504
OG0004706	ASIC010459	ADIR009099
OG0004707	ASIC010452	ADIR004505
OG0004708	ASIC010458	ADIR009098
OG0004709	ASIC000805	ADIR006422
OG0004710	ASIC000804	ADIR006421
OG0004711	ASIC000952	ADIR003756
OG0004712	ASIC019138	ADIR003652
OG0004713	ASIC005583	ADIR009762
OG0004714	ASIC005597	ADIR005769
OG0004715	ASIC004802	ADIR002130
OG0004716	ASIC005573	ADIR009765
OG0004717	ASIC005586	ADIR009760
OG0004718	ASIC005576	ADIR009764
OG0004719	ASIC000953	ADIR003757
OG0004720	ASIC015111	ADIR006705
OG0004721	ASIC015120	ADIR006702
OG0004722	ASIC006528	ADIR004945
OG0004723	ASIC003727	ADIR007130
OG0004724	ASIC003731	ADIR007134
OG0004725	ASIC016857	ADIR007765
OG0004726	ASIC003732	ADIR007135
OG0004727	ASIC016844	ADIR007773
OG0004728	ASIC016856	ADIR007768
OG0004729	ASIC016845	ADIR007772
OG0004730	ASIC016840	ADIR007775
OG0004731	ASIC016835	ADIR007780
OG0004732	ASIC010196	ADIR007142
OG0004733	ASIC010204	ADIR007145
OG0004734	ASIC003729	ADIR007132
OG0004735	ASIC005473	ADIR015673
OG0004736	ASIC002019	ADIR006542
OG0004737	ASIC005475	ADIR015895
OG0004738	ASIC009117	ADIR008376
OG0004739	ASIC002021	ADIR006544
OG0004740	ASIC002268	ADIR006537
OG0004741	ASIC002020	ADIR006543
OG0004742	ASIC002022	ADIR015894
OG0004743	ASIC005474	ADIR015896
OG0004744	ASIC003557	ADIR005352
OG0004745	ASIC017169	ADIR005198
OG0004746	ASIC003108	ADIR008752
OG0004747	ASIC007693	ADIR001010
OG0004748	ASIC003103	ADIR008747
OG0004749	ASIC007676	ADIR001279
OG0004750	ASIC004647	ADIR005332
OG0004751	ASIC010125	ADIR009290
OG0004752	ASIC014507	ADIR000202
OG0004753	ASIC014979	ADIR009177
OG0004754	ASIC022217	ADIR001872
OG0004755	ASIC017924	ADIR000400
OG0004756	ASIC010694	ADIR009433
OG0004757	ASIC019868	ADIR006986
OG0004758	ASIC002506	ADIR006987
OG0004759	ASIC002501	ADIR006992
OG0004760	ASIC002498	ADIR006994
OG0004761	ASIC010688	ADIR009428
OG0004762	ASIC010766	ADIR006795
OG0004763	ASIC010695	ADIR009434
OG0004764	ASIC012759	ADIR008531
OG0004766	ASIC010439	ADIR004996
OG0004767	ASIC021712	ADIR010715
OG0004768	ASIC012765	ADIR008527
OG0004769	ASIC003183	ADIR011492
OG0004770	ASIC021470	ADIR006462
OG0004771	ASIC012777	ADIR011497
OG0004772	ASIC012774	ADIR011500
OG0004773	ASIC002930	ADIR011490
OG0004776	ASIC009764	ADIR008403
OG0004777	ASIC020911	ADIR005389
OG0004778	ASIC019997	ADIR002914
OG0004779	ASIC008913	ADIR008896
OG0004780	ASIC020601	ADIR005426
OG0004781	ASIC019994	ADIR002912
OG0004782	ASIC020920	ADIR005383
OG0004783	ASIC007622	ADIR001324
OG0004784	ASIC018181	ADIR000486
OG0004785	ASIC006821	ADIR001222
OG0004786	ASIC006817	ADIR001224
OG0004787	ASIC006874	ADIR004836
OG0004788	ASIC009252	ADIR000760
OG0004789	ASIC007530	ADIR004013
OG0004790	ASIC016205	ADIR004016
OG0004791	ASIC006871	ADIR004833
OG0004792	ASIC006872	ADIR004834
OG0004793	ASIC007541	ADIR004012
OG0004794	ASIC006876	ADIR004837
OG0004795	ASIC022347	ADIR000011
OG0004796	ASIC022349	ADIR000009
OG0004797	ASIC007897	ADIR002159
OG0004798	ASIC022348	ADIR000010
OG0004799	ASIC010958	ADIR011546
OG0004800	ASIC013665	ADIR009476
OG0004801	ASIC007898	ADIR002160
OG0004802	ASIC007892	ADIR002155
OG0004803	ASIC007891	ADIR002154
OG0004804	ASIC011577	ADIR010107
OG0004805	ASIC011578	ADIR016107
OG0004806	ASIC017944	ADIR009671
OG0004807	ASIC008056	ADIR008997
OG0004808	ASIC002693	ADIR009000
OG0004809	ASIC008058	ADIR009027
OG0004810	ASIC017145	ADIR005209
OG0004811	ASIC020490	ADIR001296
OG0004812	ASIC003987	ADIR001211
OG0004813	ASIC003985, ASIC003982	ADIR001214
OG0004815	ASIC002272	ADIR006529
OG0004816	ASIC019383	ADIR009565
OG0004817	ASIC008190	ADIR003072
OG0004818	ASIC019371	ADIR009564
OG0004819	ASIC019420	ADIR009572
OG0004820	ASIC019405	ADIR009566
OG0004821	ASIC017866	ADIR000430
OG0004822	ASIC011533	ADIR009986
OG0004824	ASIC011537	ADIR009988, ADIR009984
OG0004825	ASIC011550	ADIR009979
OG0004826	ASIC011596	ADIR010022
OG0004827	ASIC011597	ADIR010023
OG0004828	ASIC005154	ADIR001097
OG0004829	ASIC013320	ADIR002861
OG0004830	ASIC009843	ADIR003208
OG0004831	ASIC013470	ADIR009264
OG0004832	ASIC017297	ADIR011185
OG0004833	ASIC017708	ADIR000575
OG0004834	ASIC017294	ADIR011183
OG0004835	ASIC017719	ADIR000578
OG0004836	ASIC017710	ADIR000576
OG0004837	ASIC017720	ADIR000579
OG0004838	ASIC017301	ADIR011188
OG0004839	ASIC017296	ADIR011184
OG0004840	ASIC018867	ADIR004265
OG0004841	ASIC021109	ADIR010294
OG0004842	ASIC021116	ADIR010299
OG0004843	ASIC021110	ADIR010295
OG0004844	ASIC014422	ADIR011296
OG0004845	ASIC014437	ADIR011284
OG0004846	ASIC021111	ADIR010296
OG0004847	ASIC021113	ADIR010298
OG0004848	ASIC021112	ADIR010297
OG0004849	ASIC014075	ADIR003473
OG0004850	ASIC008011	ADIR003106
OG0004851	ASIC004762	ADIR001778
OG0004852	ASIC004471	ADIR001082
OG0004853	ASIC003874	ADIR010919
OG0004854	ASIC003845	ADIR010915
OG0004855	ASIC003872	ADIR010920
OG0004856	ASIC003875	ADIR010918
OG0004857	ASIC003855	ADIR010921
OG0004858	ASIC017334	ADIR009691
OG0004859	ASIC022132	ADIR005111
OG0004860	ASIC003844	ADIR010923
OG0004861	ASIC003876	ADIR010917
OG0004862	ASIC003857	ADIR010908
OG0004863	ASIC003849	ADIR010913
OG0004864	ASIC021124	ADIR010300
OG0004865	ASIC021557	ADIR010305
OG0004866	ASIC021126	ADIR010302
OG0004867	ASIC021125	ADIR010301
OG0004868	ASIC005235	ADIR004585
OG0004869	ASIC005233	ADIR001106
OG0004870	ASIC014857	ADIR006653
OG0004871	ASIC020958	ADIR006592
OG0004872	ASIC020955	ADIR006594
OG0004873	ASIC010483	ADIR003444
OG0004874	ASIC014856	ADIR006652
OG0004875	ASIC010484	ADIR003443
OG0004876	ASIC011009	ADIR016081
OG0004877	ASIC007548	ADIR003959
OG0004878	ASIC017148	ADIR005206
OG0004879	ASIC002903	ADIR008814
OG0004880	ASIC017147	ADIR005207
OG0004881	ASIC009714	ADIR003958
OG0004882	ASIC006303	ADIR000847
OG0004883	ASIC007088	ADIR001517
OG0004884	ASIC005121	ADIR000979
OG0004885	ASIC009341	ADIR005264
OG0004886	ASIC011813	ADIR011708
OG0004887	ASIC003888	ADIR005232
OG0004889	ASIC009338	ADIR005266
OG0004890	ASIC015512	ADIR000226
OG0004891	ASIC019858	ADIR006979
OG0004892	ASIC019847	ADIR007186
OG0004893	ASIC019848	ADIR006975
OG0004894	ASIC009901	ADIR007357
OG0004895	ASIC004176	ADIR003527
OG0004896	ASIC012534	ADIR003536
OG0004897	ASIC012537	ADIR003534
OG0004898	ASIC004172	ADIR003532
OG0004899	ASIC000397	ADIR005508
OG0004900	ASIC012533	ADIR003537
OG0004901	ASIC000333	ADIR010656
OG0004902	ASIC012535	ADIR003535
OG0004903	ASIC020257	ADIR002502
OG0004905	ASIC007060	ADIR008475
OG0004906	ASIC021520	ADIR002825
OG0004907	ASIC007059	ADIR008476
OG0004908	ASIC020268	ADIR008377
OG0004910	ASIC008703	ADIR003433
OG0004911	ASIC004161	ADIR003429
OG0004912	ASIC008702	ADIR003432
OG0004913	ASIC010314	ADIR000300
OG0004914	ASIC017644	ADIR011261
OG0004915	ASIC016299	ADIR007398
OG0004916	ASIC016305	ADIR007395
OG0004917	ASIC016293	ADIR007399
OG0004918	ASIC016312	ADIR007389
OG0004919	ASIC007198	ADIR005999
OG0004920	ASIC007200	ADIR006002
OG0004921	ASIC007186	ADIR005990
OG0004922	ASIC007199	ADIR006001
OG0004923	ASIC007196	ADIR005997
OG0004924	ASIC005074	ADIR001843
OG0004925	ASIC021689	ADIR010727
OG0004926	ASIC014960	ADIR009194
OG0004927	ASIC014963	ADIR009192
OG0004928	ASIC015487	ADIR000247
OG0004929	ASIC004551	ADIR005303
OG0004930	ASIC004540	ADIR005309
OG0004931	ASIC004552	ADIR005302
OG0004932	ASIC004544	ADIR005306
OG0004933	ASIC004563	ADIR016145
OG0004934	ASIC004541	ADIR005308
OG0004935	ASIC004545	ADIR005305
OG0004936	ASIC020867	ADIR003396
OG0004937	ASIC014086	ADIR003480
OG0004938	ASIC020865	ADIR003398
OG0004939	ASIC009873	ADIR002887
OG0004940	ASIC020868	ADIR003395
OG0004941	ASIC014085	ADIR003479
OG0004942	ASIC014709	ADIR003300
OG0004943	ASIC020965	ADIR006587
OG0004944	ASIC014846	ADIR006648
OG0004945	ASIC015250	ADIR002109
OG0004946	ASIC015249	ADIR002108
OG0004947	ASIC015243	ADIR002106
OG0004948	ASIC015251	ADIR002111
OG0004949	ASIC000895	ADIR000160
OG0004950	ASIC011856	ADIR005526
OG0004951	ASIC000896	ADIR000159
OG0004952	ASIC012570	ADIR002944
OG0004953	ASIC012574	ADIR002947
OG0004954	ASIC011581	ADIR010113
OG0004955	ASIC002833	ADIR010391
OG0004956	ASIC005343	ADIR003152
OG0004957	ASIC005345	ADIR003150
OG0004958	ASIC002753	ADIR010318
OG0004959	ASIC007051	ADIR008482
OG0004960	ASIC007050	ADIR008483
OG0004961	ASIC008223	ADIR002481
OG0004962	ASIC005331	ADIR003147
OG0004963	ASIC005342	ADIR003153
OG0004964	ASIC004848	ADIR010388
OG0004966	ASIC007955	ADIR005600
OG0004967	ASIC005047	ADIR001824
OG0004969	ASIC004130	ADIR010399
OG0004972	ASIC003511	ADIR006622
OG0004973	ASIC012934	ADIR008146
OG0004974	ASIC019778	ADIR007231
OG0004975	ASIC021222	ADIR010662
OG0004976	ASIC004660	ADIR005323
OG0004977	ASIC002543	ADIR006841
OG0004978	ASIC012666	ADIR002461
OG0004979	ASIC012674	ADIR002462
OG0004980	ASIC021257	ADIR009816
OG0004981	ASIC009200	ADIR004355
OG0004982	ASIC009197	ADIR004356
OG0004983	ASIC012954	ADIR009812
OG0004985	ASIC021246	ADIR009818
OG0004986	ASIC012955	ADIR009811
OG0004987	ASIC017666	ADIR011269
OG0004988	ASIC017693	ADIR011267
OG0004989	ASIC017555	ADIR011270
OG0004990	ASIC017704	ADIR011266
OG0004991	ASIC012295	ADIR015740
OG0004992	ASIC012310	ADIR001545
OG0004994	ASIC012301	ADIR001547
OG0004995	ASIC022200	ADIR002072
OG0004996	ASIC014763	ADIR002024
OG0004997	ASIC014753	ADIR002025
OG0004999	ASIC014799	ADIR002007
OG0005000	ASIC014807	ADIR002001
OG0005001	ASIC014812	ADIR001998
OG0005002	ASIC006785	ADIR016056
OG0005003	ASIC006353	ADIR001071
OG0005005	ASIC006354	ADIR001070
OG0005006	ASIC017020	ADIR004126
OG0005007	ASIC010630	ADIR011209
OG0005008	ASIC010593	ADIR000611
OG0005009	ASIC010641	ADIR011208
OG0005010	ASIC012129	ADIR011425
OG0005011	ASIC012031	ADIR011427
OG0005012	ASIC012140	ADIR011426
OG0005013	ASIC006071	ADIR011431
OG0005014	ASIC010607	ADIR000607
OG0005015	ASIC009992	ADIR011197
OG0005016	ASIC009997	ADIR011199
OG0005017	ASIC010000	ADIR011201
OG0005018	ASIC009981	ADIR004787
OG0005020	ASIC013102	ADIR006374
OG0005021	ASIC009983	ADIR011195
OG0005022	ASIC013101	ADIR006373
OG0005023	ASIC020742	ADIR011417
OG0005024	ASIC009995	ADIR015619
OG0005025	ASIC015270	ADIR005644
OG0005026	ASIC015269	ADIR005646
OG0005027	ASIC015340	ADIR005648
OG0005028	ASIC015329	ADIR005649
OG0005029	ASIC013409	ADIR004036
OG0005030	ASIC016206	ADIR004034
OG0005031	ASIC011446	ADIR010054
OG0005032	ASIC011460	ADIR010064
OG0005033	ASIC011442	ADIR010053
OG0005034	ASIC011461	ADIR010065
OG0005035	ASIC011453	ADIR010060
OG0005036	ASIC007269	ADIR006041
OG0005037	ASIC007263	ADIR006038
OG0005038	ASIC007416	ADIR016099
OG0005039	ASIC007252	ADIR006028
OG0005040	ASIC007268	ADIR006033
OG0005041	ASIC007265	ADIR006036
OG0005042	ASIC007262	ADIR006039
OG0005043	ASIC007415	ADIR005900
OG0005044	ASIC012899	ADIR008121
OG0005045	ASIC012913	ADIR008133
OG0005047	ASIC002889	ADIR008803
OG0005048	ASIC002894	ADIR008808
OG0005049	ASIC002887	ADIR008838
OG0005050	ASIC002893	ADIR008807
OG0005051	ASIC012911	ADIR016148
OG0005052	ASIC002891	ADIR008805
OG0005053	ASIC012912	ADIR008132
OG0005054	ASIC012985	ADIR008118
OG0005055	ASIC011103	ADIR005826
OG0005056	ASIC020134	ADIR005831
OG0005057	ASIC018986	ADIR007981
OG0005058	ASIC011102	ADIR005827
OG0005059	ASIC003589	ADIR005342
OG0005060	ASIC003570	ADIR005347
OG0005061	ASIC003745	ADIR007062
OG0005062	ASIC014384	ADIR011326
OG0005063	ASIC007227	ADIR005980
OG0005064	ASIC007444	ADIR005942
OG0005065	ASIC007447	ADIR007088, ADIR006688
OG0005066	ASIC016004	ADIR002142
OG0005067	ASIC022179	ADIR002066
OG0005068	ASIC022180	ADIR002067
OG0005069	ASIC004286	ADIR009379
OG0005071	ASIC020805	ADIR009381
OG0005073	ASIC011458	ADIR010004
OG0005074	ASIC004287	ADIR009380
OG0005075	ASIC011381	ADIR010009
OG0005077	ASIC009955	ADIR004797
OG0005078	ASIC017269	ADIR000703
OG0005079	ASIC009996	ADIR000694
OG0005080	ASIC017265	ADIR000700
OG0005081	ASIC017264	ADIR000699
OG0005082	ASIC017270	ADIR000704
OG0005083	ASIC014665	ADIR004780
OG0005084	ASIC009957	ADIR004796
OG0005085	ASIC018123	ADIR001967
OG0005086	ASIC018124	ADIR001968
OG0005087	ASIC018106	ADIR001958
OG0005088	ASIC003523	ADIR005840
OG0005089	ASIC020816	ADIR002865
OG0005090	ASIC012785	ADIR008538
OG0005091	ASIC003520	ADIR005839
OG0005092	ASIC015105	ADIR006713
OG0005093	ASIC016628	ADIR007728
OG0005094	ASIC003122	ADIR004164
OG0005095	ASIC003117	ADIR004169
OG0005096	ASIC003118	ADIR004168
OG0005097	ASIC016330	ADIR008819
OG0005098	ASIC016331	ADIR008818
OG0005099	ASIC016265	ADIR004155
OG0005100	ASIC016328	ADIR008820
OG0005101	ASIC014855	ADIR006651
OG0005102	ASIC016287	ADIR007967
OG0005103	ASIC016329	ADIR004163
OG0005104	ASIC012022	ADIR005737
OG0005105	ASIC004986	ADIR009645
OG0005106	ASIC005002	ADIR009637
OG0005107	ASIC012023	ADIR005736
OG0005108	ASIC001787	ADIR003365
OG0005109	ASIC013239	ADIR003303
OG0005110	ASIC013238	ADIR003304
OG0005111	ASIC001788	ADIR003364
OG0005112	ASIC017828	ADIR000453
OG0005113	ASIC012631	ADIR002779
OG0005114	ASIC017827	ADIR000454
OG0005115	ASIC017829	ADIR000452
OG0005116	ASIC017830	ADIR000451
OG0005117	ASIC008046	ADIR008994
OG0005118	ASIC007567	ADIR000813
OG0005119	ASIC009654	ADIR000928
OG0005120	ASIC007552	ADIR014073
OG0005121	ASIC010552	ADIR015961
OG0005122	ASIC000878	ADIR010345
OG0005123	ASIC010553	ADIR010330
OG0005124	ASIC000876	ADIR010347
OG0005125	ASIC000872	ADIR010350
OG0005126	ASIC000873	ADIR010349
OG0005127	ASIC000877	ADIR010346
OG0005128	ASIC015442	ADIR000274
OG0005130	ASIC015445	ADIR000272
OG0005131	ASIC017798	ADIR000466
OG0005132	ASIC003696	ADIR007115
OG0005133	ASIC003694	ADIR007116
OG0005134	ASIC003708	ADIR007121
OG0005135	ASIC003692	ADIR007118
OG0005136	ASIC003711	ADIR007124
OG0005137	ASIC003709	ADIR007122
OG0005138	ASIC003706	ADIR007120
OG0005139	ASIC003712	ADIR007125
OG0005140	ASIC013412	ADIR004050
OG0005142	ASIC007465	ADIR005960
OG0005143	ASIC008355	ADIR009930
OG0005144	ASIC001844	ADIR010326
OG0005146	ASIC003672	ADIR000120
OG0005147	ASIC003671	ADIR000122
OG0005148	ASIC007089	ADIR001125
OG0005149	ASIC021810	ADIR002980
OG0005150	ASIC009027	ADIR008329
OG0005151	ASIC021459	ADIR006467
OG0005152	ASIC000603	ADIR011703
OG0005153	ASIC006419	ADIR006154
OG0005154	ASIC002678	ADIR006193, ADIR006192, ADIR006194
OG0005155	ASIC006418	ADIR006153
OG0005156	ASIC006445	ADIR006183
OG0005157	ASIC007440	ADIR005923
OG0005158	ASIC006443	ADIR006168
OG0005159	ASIC005306	ADIR006846
OG0005160	ASIC020123	ADIR008370
OG0005161	ASIC020128	ADIR005498
OG0005164	ASIC005295	ADIR006845
OG0005165	ASIC020157	ADIR005501
OG0005166	ASIC005319	ADIR006848
OG0005167	ASIC006776	ADIR000922
OG0005168	ASIC006781	ADIR000925
OG0005169	ASIC018017	ADIR000531
OG0005170	ASIC015514	ADIR000228
OG0005171	ASIC015513	ADIR000227
OG0005172	ASIC005054	ADIR001830
OG0005174	ASIC018010	ADIR000554
OG0005175	ASIC006002	ADIR009683
OG0005176	ASIC006003	ADIR009684
OG0005177	ASIC011608	ADIR007482
OG0005178	ASIC015083	ADIR007498
OG0005179	ASIC011611	ADIR007484
OG0005180	ASIC021207	ADIR003818
OG0005181	ASIC018546	ADIR007866
OG0005182	ASIC018561	ADIR007863
OG0005183	ASIC017671	ADIR010956
OG0005184	ASIC006458	ADIR006174
OG0005185	ASIC004664	ADIR005319
OG0005186	ASIC014220	ADIR010949
OG0005187	ASIC004663	ADIR005320
OG0005188	ASIC004662	ADIR005321
OG0005189	ASIC008361	ADIR009926
OG0005190	ASIC005782	ADIR005561
OG0005191	ASIC021000	ADIR010165
OG0005192	ASIC005786	ADIR005562
OG0005193	ASIC020999	ADIR010164
OG0005194	ASIC020994	ADIR010160
OG0005195	ASIC018418	ADIR009243
OG0005196	ASIC018407	ADIR009244
OG0005197	ASIC017715	ADIR016000
OG0005198	ASIC014586	ADIR004740
OG0005199	ASIC014589	ADIR004742
OG0005200	ASIC014567	ADIR004738
OG0005201	ASIC011713	ADIR007471
OG0005203	ASIC011714	ADIR007472
OG0005204	ASIC011120	ADIR008281
OG0005205	ASIC013846	ADIR000624
OG0005206	ASIC013840	ADIR000621
OG0005207	ASIC006116	ADIR011468
OG0005208	ASIC006113	ADIR011465
OG0005209	ASIC013841	ADIR000622
OG0005210	ASIC013850	ADIR000625
OG0005211	ASIC011917	ADIR000188
OG0005212	ASIC017846	ADIR000440
OG0005213	ASIC017843	ADIR000442
OG0005214	ASIC005045	ADIR001822
OG0005215	ASIC017844	ADIR000441
OG0005216	ASIC017849	ADIR000438
OG0005217	ASIC011919	ADIR000189
OG0005218	ASIC017847	ADIR000439
OG0005219	ASIC005044	ADIR001821
OG0005220	ASIC003949	ADIR011700
OG0005221	ASIC017198	ADIR005150
OG0005222	ASIC017193	ADIR005151
OG0005223	ASIC008008	ADIR003109
OG0005224	ASIC008009	ADIR003108
OG0005226	ASIC008006	ADIR003111
OG0005227	ASIC020687	ADIR004495
OG0005228	ASIC008005	ADIR003112
OG0005229	ASIC020086	ADIR004476
OG0005230	ASIC008003	ADIR003113
OG0005231	ASIC013295	ADIR009857
OG0005232	ASIC020250	ADIR008361
OG0005233	ASIC012514, ASIC012503	ADIR004502
OG0005234	ASIC009846	ADIR004473
OG0005235	ASIC016477	ADIR008611
OG0005236	ASIC016482	ADIR001586
OG0005237	ASIC016485	ADIR001589
OG0005238	ASIC016484	ADIR001588
OG0005239	ASIC009941	ADIR010902
OG0005240	ASIC020745	ADIR011393
OG0005241	ASIC020744	ADIR011395
OG0005242	ASIC010820	ADIR004721
OG0005243	ASIC008408	ADIR004540
OG0005245	ASIC016035	ADIR001669
OG0005246	ASIC013460	ADIR004095
OG0005247	ASIC013343	ADIR003233
OG0005248	ASIC013459	ADIR004094
OG0005249	ASIC016533	ADIR008619
OG0005250	ASIC021046	ADIR008447
OG0005251	ASIC015434	ADIR000499
OG0005252	ASIC015408	ADIR009526
OG0005253	ASIC015411	ADIR009524
OG0005254	ASIC015405	ADIR009527
OG0005255	ASIC016380	ADIR007805
OG0005256	ASIC011719	ADIR007476
OG0005257	ASIC012344	ADIR003837
OG0005258	ASIC012350	ADIR003840
OG0005259	ASIC003169	ADIR000735
OG0005260	ASIC006587	ADIR004909
OG0005261	ASIC003168	ADIR000734
OG0005262	ASIC003170	ADIR000736
OG0005263	ASIC003165	ADIR000733
OG0005264	ASIC006590	ADIR004907
OG0005265	ASIC019788	ADIR007227
OG0005266	ASIC012925	ADIR008139
OG0005267	ASIC003070	ADIR005464
OG0005268	ASIC011970	ADIR004562
OG0005269	ASIC013972	ADIR010185
OG0005270	ASIC004087	ADIR002412
OG0005271	ASIC013314	ADIR008512
OG0005272	ASIC004084	ADIR002411
OG0005273	ASIC012656	ADIR015669
OG0005274	ASIC016502	ADIR015672
OG0005275	ASIC003210	ADIR010630
OG0005276	ASIC012377	ADIR008858
OG0005277	ASIC021811	ADIR010241
OG0005278	ASIC011008	ADIR008067
OG0005279	ASIC012375	ADIR008856
OG0005280	ASIC020045	ADIR010695
OG0005281	ASIC020035	ADIR010697
OG0005282	ASIC008357	ADIR004489
OG0005283	ASIC006050	ADIR000685
OG0005284	ASIC019803	ADIR007215
OG0005285	ASIC006051	ADIR000686
OG0005286	ASIC006112	ADIR000680
OG0005287	ASIC017231	ADIR005121
OG0005288	ASIC017230	ADIR005122
OG0005289	ASIC017228	ADIR005124
OG0005290	ASIC008658	ADIR009417
OG0005291	ASIC006611	ADIR004894
OG0005292	ASIC000263	ADIR009418
OG0005293	ASIC008665	ADIR009420
OG0005294	ASIC008663	ADIR009419
OG0005295	ASIC016256	ADIR011029
OG0005296	ASIC010832	ADIR004714
OG0005297	ASIC010830	ADIR004716
OG0005298	ASIC007968	ADIR006679
OG0005299	ASIC009371	ADIR015730
OG0005300	ASIC019084	ADIR016105
OG0005301	ASIC019060	ADIR016178
OG0005302	ASIC011374	ADIR003331
OG0005304	ASIC020273	ADIR002501
OG0005305	ASIC021015	ADIR010173
OG0005306	ASIC021354	ADIR003274
OG0005307	ASIC021009	ADIR010171
OG0005308	ASIC021014	ADIR010172
OG0005309	ASIC009671	ADIR000855
OG0005310	ASIC006355	ADIR001069
OG0005313	ASIC010253	ADIR003963
OG0005314	ASIC020420	ADIR001023
OG0005315	ASIC007664	ADIR001011
OG0005316	ASIC005924	ADIR004961
OG0005317	ASIC015403	ADIR009530
OG0005318	ASIC015401	ADIR009532
OG0005319	ASIC002805	ADIR009365
OG0005321	ASIC002809	ADIR009362
OG0005322	ASIC002788	ADIR009337
OG0005323	ASIC007228	ADIR006016
OG0005325	ASIC007230	ADIR006017
OG0005326	ASIC007231	ADIR006019
OG0005328	ASIC019312	ADIR000047
OG0005329	ASIC009326	ADIR005670
OG0005330	ASIC009328	ADIR005668
OG0005331	ASIC019314	ADIR000045
OG0005332	ASIC009327	ADIR005669
OG0005333	ASIC005403	ADIR011624
OG0005334	ASIC018703	ADIR005221
OG0005335	ASIC018702	ADIR005220
OG0005336	ASIC018790	ADIR008723
OG0005337	ASIC018705	ADIR004652
OG0005338	ASIC005252	ADIR005217
OG0005339	ASIC013496	ADIR011718
OG0005340	ASIC008504	ADIR015670
OG0005341	ASIC008505	ADIR004352
OG0005342	ASIC009201	ADIR004354
OG0005343	ASIC019220	ADIR008640
OG0005344	ASIC008506	ADIR004350
OG0005345	ASIC008511	ADIR004349
OG0005346	ASIC003161	ADIR003403
OG0005347	ASIC016622	ADIR006509
OG0005348	ASIC020573	ADIR005420
OG0005349	ASIC008451	ADIR006663
OG0005350	ASIC010170	ADIR004526
OG0005351	ASIC018480	ADIR007884
OG0005353	ASIC011228	ADIR002557
OG0005354	ASIC002701	ADIR009002
OG0005355	ASIC010715	ADIR009728
OG0005356	ASIC002807	ADIR009363
OG0005357	ASIC010716	ADIR009727
OG0005358	ASIC010905	ADIR009064
OG0005359	ASIC007161	ADIR005929
