Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0004629	ASIC006477	LOC109419740
OG0004630	ASIC004888	LOC109419769
OG0004631	ASIC006486	LOC109419738
OG0004632	ASIC017272	LOC109398260
OG0004633	ASIC004889	LOC109420048
OG0004634	ASIC013555	LOC134287871
OG0004635	ASIC013623	LOC109400343
OG0004636	ASIC013554	LOC134287872
OG0004637	ASIC014544	LOC115254141
OG0004638	ASIC014632	LOC109425183
OG0004639	ASIC010150	LOC134287873
OG0004640	ASIC006600	LOC109400337
OG0004641	ASIC013563	LOC109400335
OG0004642	ASIC009286	LOC109415881
OG0004643	ASIC000090	LOC115261816
OG0004644	ASIC015526	LOC109418671
OG0004645	ASIC017496	LOC109424755, LOC109417217
OG0004646	ASIC002444	LOC109413483
OG0004647	ASIC021619	LOC115253479
OG0004648	ASIC002443	LOC109413482
OG0004649	ASIC015061	LOC109410785
OG0004650	ASIC021623	LOC115270152
OG0004651	ASIC019657	LOC109413521
OG0004652	ASIC019651	LOC109413518
OG0004653	ASIC019666	LOC109410795
OG0004654	ASIC019664	LOC109410794
OG0004655	ASIC002441	LOC109410793
OG0004656	ASIC017438	LOC109410775
OG0004657	ASIC010496	LOC109415920, LOC109415919
OG0004658	ASIC010343	LOC109411500
OG0004659	ASIC021881	LOC109405420
OG0004660	ASIC021887	LOC109405414
OG0004661	ASIC011157	LOC109621728
OG0004662	ASIC003267	LOC109420237
OG0004663	ASIC005618	LOC109397319
OG0004664	ASIC003260	LOC109420246
OG0004665	ASIC015070	LOC109420257
OG0004666	ASIC015069	LOC115265331
OG0004667	ASIC013752	LOC109397339
OG0004668	ASIC015068	LOC109397352
OG0004669	ASIC003899	LOC109412354
OG0004670	ASIC016201	LOC134287962
OG0004672	ASIC009296	LOC109428932
OG0004673	ASIC017929	LOC109408794
OG0004674	ASIC008622	LOC109415057
OG0004675	ASIC005308	LOC109622588
OG0004676	ASIC005311	LOC109415047
OG0004677	ASIC005305	LOC115264939
OG0004678	ASIC012613	LOC109621964
OG0004679	ASIC008620	LOC109621958
OG0004680	ASIC002627	LOC109621947
OG0004681	ASIC005307	LOC109621952
OG0004683	ASIC005309	LOC109415040
OG0004684	ASIC005310	LOC109621949
OG0004685	ASIC005301	LOC109404209
OG0004686	ASIC004523	LOC109621974
OG0004687	ASIC002625	LOC109415045
OG0004688	ASIC006406	LOC109407024
OG0004689	ASIC007216	LOC109429703
OG0004690	ASIC013071	LOC109402527
OG0004691	ASIC014362	LOC109429702
OG0004692	ASIC013073	LOC109416792
OG0004693	ASIC013072	LOC109402578
OG0004694	ASIC007150	LOC109416782
OG0004695	ASIC013075	LOC109402598
OG0004697	ASIC007205	LOC109416802
OG0004698	ASIC006400	LOC115262072
OG0004700	ASIC021797, ASIC021798	LOC109414624
OG0004701	ASIC014238	LOC109414612
OG0004702	ASIC010454	LOC109414597
OG0004703	ASIC021807	LOC109424830
OG0004704	ASIC010455	LOC109414601
OG0004705	ASIC010451	LOC109414593
OG0004706	ASIC010459	LOC109414606
OG0004707	ASIC010452	LOC109424850
OG0004708	ASIC010458	LOC109414605
OG0004709	ASIC000805	LOC115270899
OG0004710	ASIC000804	LOC109413884
OG0004711	ASIC000952	LOC109426258
OG0004712	ASIC019138	LOC109398043
OG0004713	ASIC005583	LOC109411191
OG0004714	ASIC005597	LOC109400777
OG0004715	ASIC004802	LOC109399594
OG0004716	ASIC005573	LOC109400801
OG0004717	ASIC005586	LOC109411189
OG0004718	ASIC005576	LOC109399622
OG0004719	ASIC000953	LOC109398115
OG0004720	ASIC015111	LOC109423177
OG0004721	ASIC015120	LOC115266637
OG0004722	ASIC006528	LOC109406928
OG0004723	ASIC003727	LOC109409668
OG0004724	ASIC003731	LOC109401727
OG0004725	ASIC016857	LOC115265371
OG0004726	ASIC003732	LOC115265366
OG0004727	ASIC016844	LOC115265751
OG0004728	ASIC016856	LOC109409672
OG0004729	ASIC016845	LOC109406056
OG0004730	ASIC016840	LOC115265374
OG0004731	ASIC016835	LOC109406058
OG0004732	ASIC010196	LOC109409656
OG0004733	ASIC010204	LOC109409650
OG0004734	ASIC003729	LOC109417297
OG0004735	ASIC005473	LOC115266602
OG0004736	ASIC002019	LOC109423702
OG0004737	ASIC005475	LOC115254193
OG0004738	ASIC009117	LOC109415778
OG0004739	ASIC002021	LOC109424043
OG0004740	ASIC002268	LOC109415335
OG0004741	ASIC002020	LOC115266610
OG0004742	ASIC002022	LOC115266597
OG0004743	ASIC005474	LOC109423801
OG0004744	ASIC003557	LOC109432201
OG0004745	ASIC017169	LOC109397815
OG0004746	ASIC003108	LOC109420223
OG0004747	ASIC007693	LOC109405359
OG0004748	ASIC003103	LOC109420220
OG0004749	ASIC007676	LOC115255641
OG0004750	ASIC004647	LOC109405365
OG0004751	ASIC010125	LOC109425214
OG0004752	ASIC014507	LOC109424717
OG0004753	ASIC014979	LOC109412773
OG0004754	ASIC022217	LOC109397407
OG0004755	ASIC017924	LOC109424722
OG0004756	ASIC010694	LOC109411290
OG0004757	ASIC019868	LOC109410021
OG0004758	ASIC002506	LOC109410022
OG0004759	ASIC002501	LOC109419674, LOC115265750
OG0004760	ASIC002498	LOC109419676
OG0004761	ASIC010688	LOC109433032
OG0004762	ASIC010766	LOC109411282
OG0004763	ASIC010695	LOC109433087
OG0004764	ASIC012759	LOC109420651
OG0004766	ASIC010439	LOC109429462
OG0004767	ASIC021712	LOC115263759
OG0004768	ASIC012765	LOC109420653
OG0004769	ASIC003183	LOC109401083
OG0004770	ASIC021470	LOC109415959
OG0004771	ASIC012777	LOC109400973
OG0004772	ASIC012774	LOC109400989
OG0004773	ASIC002930	LOC109400990
OG0004776	ASIC009764	LOC109398222
OG0004777	ASIC020911	LOC109400818
OG0004778	ASIC019997	LOC109398221
OG0004779	ASIC008913	LOC115259414
OG0004780	ASIC020601	LOC115263769
OG0004781	ASIC019994	LOC115259822
OG0004782	ASIC020920	LOC109429313
OG0004783	ASIC007622	LOC109427436
OG0004784	ASIC018181	LOC109427449, LOC134285225
OG0004785	ASIC006821	LOC109427441
OG0004786	ASIC006817	LOC115254483
OG0004787	ASIC006874	LOC109413726
OG0004788	ASIC009252	LOC109409628
OG0004789	ASIC007530	LOC109429377
OG0004790	ASIC016205	LOC109429367
OG0004791	ASIC006871	LOC109409615
OG0004792	ASIC006872	LOC109413695
OG0004793	ASIC007541	LOC109429376
OG0004794	ASIC006876	LOC109409620
OG0004795	ASIC022347	LOC109433516
OG0004796	ASIC022349	LOC109410650
OG0004797	ASIC007897	LOC109433480
OG0004798	ASIC022348	LOC109410708
OG0004799	ASIC010958	LOC109410665
OG0004800	ASIC013665	LOC109410667
OG0004801	ASIC007898	LOC109433478
OG0004802	ASIC007892	LOC109410654
OG0004803	ASIC007891	LOC109410652
OG0004804	ASIC011577	LOC109427069
OG0004805	ASIC011578	LOC109411331
OG0004806	ASIC017944	LOC109427619
OG0004807	ASIC008056	LOC109417984
OG0004808	ASIC002693	LOC109416331
OG0004809	ASIC008058	LOC109427621
OG0004810	ASIC017145	LOC109431131
OG0004811	ASIC020490	LOC109431116
OG0004812	ASIC003987	LOC109431083
OG0004813	ASIC003985, ASIC003982	LOC115261055
OG0004815	ASIC002272	LOC109423625
OG0004816	ASIC019383	LOC109407580
OG0004817	ASIC008190	LOC115262185
OG0004818	ASIC019371	LOC109407579
OG0004819	ASIC019420	LOC109425850
OG0004820	ASIC019405	LOC109425843
OG0004821	ASIC017866	LOC109425913
OG0004822	ASIC011533	LOC109401792
OG0004824	ASIC011537	LOC109406152
OG0004825	ASIC011550	LOC109401765
OG0004826	ASIC011596	LOC109428008
OG0004827	ASIC011597	LOC109418190
OG0004828	ASIC005154	LOC109397881
OG0004829	ASIC013320	LOC109397884
OG0004830	ASIC009843	LOC109416129
OG0004831	ASIC013470	LOC109416128
OG0004832	ASIC017297	LOC109402099
OG0004833	ASIC017708	LOC115254981
OG0004834	ASIC017294	LOC109402103
OG0004835	ASIC017719	LOC115254988
OG0004836	ASIC017710	LOC115254982
OG0004837	ASIC017720	LOC109402115
OG0004838	ASIC017301	LOC115254978
OG0004839	ASIC017296	LOC109402101
OG0004840	ASIC018867	LOC109425677
OG0004841	ASIC021109	LOC109399352
OG0004842	ASIC021116	LOC109433397
OG0004843	ASIC021110	LOC115268809
OG0004844	ASIC014422	LOC109428908
OG0004845	ASIC014437	LOC109421015
OG0004846	ASIC021111	LOC109433363
OG0004847	ASIC021113	LOC109399347
OG0004848	ASIC021112	LOC109433368
OG0004849	ASIC014075	LOC109406306
OG0004850	ASIC008011	LOC109422773
OG0004851	ASIC004762	LOC109417145
OG0004852	ASIC004471	LOC109422772
OG0004853	ASIC003874	LOC109402499
OG0004854	ASIC003845	LOC109621384
OG0004855	ASIC003872	LOC109621391
OG0004856	ASIC003875	LOC109621734
OG0004857	ASIC003855	LOC115268609
OG0004858	ASIC017334	LOC109425124
OG0004859	ASIC022132	LOC109621383
OG0004860	ASIC003844	LOC109402479
OG0004861	ASIC003876	LOC109402491
OG0004862	ASIC003857	LOC109621380
OG0004863	ASIC003849	LOC109402509
OG0004864	ASIC021124	LOC109433355
OG0004865	ASIC021557	LOC109433366
OG0004866	ASIC021126	LOC109433389
OG0004867	ASIC021125	LOC109433396
OG0004868	ASIC005235	LOC109400934
OG0004869	ASIC005233	LOC109400911
OG0004870	ASIC014857	LOC109430448
OG0004871	ASIC020958	LOC109430360
OG0004872	ASIC020955	LOC109432134
OG0004873	ASIC010483	LOC109410067
OG0004874	ASIC014856	LOC109432139
OG0004875	ASIC010484	LOC109410069
OG0004876	ASIC011009	LOC109408933
OG0004877	ASIC007548	LOC109408932
OG0004878	ASIC017148	LOC109423006
OG0004879	ASIC002903	LOC109415625
OG0004880	ASIC017147	LOC109415627
OG0004881	ASIC009714	LOC109408930
OG0004882	ASIC006303	LOC109415626
OG0004883	ASIC007088	LOC109433624
OG0004884	ASIC005121	LOC109432381
OG0004885	ASIC009341	LOC109399010
OG0004886	ASIC011813	LOC109398962
OG0004887	ASIC003888	LOC109399059
OG0004889	ASIC009338	LOC109398993
OG0004890	ASIC015512	LOC109398914
OG0004891	ASIC019858	LOC109410035
OG0004892	ASIC019847	LOC109419650
OG0004893	ASIC019848	LOC115264841
OG0004894	ASIC009901	LOC109405273
OG0004895	ASIC004176	LOC109429172
OG0004896	ASIC012534	LOC109398796
OG0004897	ASIC012537	LOC109398798
OG0004898	ASIC004172	LOC109429174
OG0004899	ASIC000397	LOC109429189
OG0004900	ASIC012533	LOC109398804
OG0004901	ASIC000333	LOC109429182
OG0004902	ASIC012535	LOC115261372
OG0004903	ASIC020257	LOC109424102
OG0004905	ASIC007060	LOC109424067
OG0004906	ASIC021520	LOC109416297
OG0004907	ASIC007059	LOC109416303
OG0004908	ASIC020268	LOC109416292
OG0004910	ASIC008703	LOC109413902
OG0004911	ASIC004161	LOC109421114
OG0004912	ASIC008702	LOC109413900
OG0004913	ASIC010314	LOC109412620
OG0004914	ASIC017644	LOC109419967
OG0004915	ASIC016299	LOC109404761
OG0004916	ASIC016305	LOC109621275
OG0004917	ASIC016293	LOC109404762
OG0004918	ASIC016312	LOC109404752
OG0004919	ASIC007198	LOC109411723
OG0004920	ASIC007200	LOC109411721
OG0004921	ASIC007186	LOC109421405
OG0004922	ASIC007199	LOC109420649
OG0004923	ASIC007196	LOC109411726
OG0004924	ASIC005074	LOC109408611
OG0004925	ASIC021689	LOC115263397
OG0004926	ASIC014960	LOC109421952
OG0004927	ASIC014963	LOC109408613
OG0004928	ASIC015487	LOC109421935
OG0004929	ASIC004551	LOC109427111
OG0004930	ASIC004540	LOC109427121
OG0004931	ASIC004552	LOC109400172
OG0004932	ASIC004544	LOC109427117
OG0004933	ASIC004563	LOC109427099
OG0004934	ASIC004541	LOC109400204
OG0004935	ASIC004545	LOC109400192
OG0004936	ASIC020867	LOC109430300
OG0004937	ASIC014086	LOC109431949
OG0004938	ASIC020865	LOC109430284
OG0004939	ASIC009873	LOC109430298
OG0004940	ASIC020868	LOC115254112
OG0004941	ASIC014085	LOC109431943
OG0004942	ASIC014709	LOC109430264
OG0004943	ASIC020965	LOC109430279
OG0004944	ASIC014846	LOC109430265
OG0004945	ASIC015250	LOC109397409
OG0004946	ASIC015249	LOC109397423
OG0004947	ASIC015243	LOC109401575, LOC134291598
OG0004948	ASIC015251	LOC109401606
OG0004949	ASIC000895	LOC109621796
OG0004950	ASIC011856	LOC109403594
OG0004951	ASIC000896	LOC109403475
OG0004952	ASIC012570	LOC109414772
OG0004953	ASIC012574	LOC109414765
OG0004954	ASIC011581	LOC109415679
OG0004955	ASIC002833	LOC109415678
OG0004956	ASIC005343	LOC109413668
OG0004957	ASIC005345	LOC109413669
OG0004958	ASIC002753	LOC109413670
OG0004959	ASIC007051	LOC109413679
OG0004960	ASIC007050	LOC109413683
OG0004961	ASIC008223	LOC109413663
OG0004962	ASIC005331	LOC109413664
OG0004963	ASIC005342	LOC109425010
OG0004964	ASIC004848	LOC109425025
OG0004966	ASIC007955	LOC109421874
OG0004967	ASIC005047	LOC109424049
OG0004969	ASIC004130	LOC115253785
OG0004970	ASIC015152, ASIC015141	LOC109425251
OG0004972	ASIC003511	LOC109412287
OG0004973	ASIC012934	LOC109412780
OG0004974	ASIC019778	LOC109418125
OG0004975	ASIC021222	LOC109418320
OG0004976	ASIC004660	LOC109428094
OG0004977	ASIC002543	LOC115269611
OG0004978	ASIC012666	LOC109427053
OG0004979	ASIC012674	LOC109416235
OG0004980	ASIC021257	LOC109418468
OG0004981	ASIC009200	LOC109408900
OG0004982	ASIC009197	LOC109408902
OG0004983	ASIC012954	LOC109408915
OG0004985	ASIC021246	LOC109418471
OG0004986	ASIC012955	LOC109408918
OG0004987	ASIC017666	LOC109424512
OG0004988	ASIC017693	LOC115253470
OG0004989	ASIC017555	LOC109407176
OG0004990	ASIC017704	LOC115255185
OG0004991	ASIC012295	LOC109430545
OG0004992	ASIC012310	LOC115260131
OG0004994	ASIC012301	LOC109430546
OG0004995	ASIC022200	LOC109425892
OG0004996	ASIC014763	LOC109425978
OG0004997	ASIC014753	LOC109425976
OG0004999	ASIC014799	LOC109425994
OG0005000	ASIC014807	LOC109426000
OG0005001	ASIC014812	LOC109426004
OG0005002	ASIC006785	LOC115256091
OG0005003	ASIC006353	LOC109414080
OG0005005	ASIC006354	LOC109414079
OG0005006	ASIC017020	LOC109414086
OG0005007	ASIC010630	LOC109421641
OG0005008	ASIC010593	LOC109421618
OG0005009	ASIC010641	LOC109407320
OG0005010	ASIC012129	LOC109407322
OG0005011	ASIC012031	LOC109421643
OG0005012	ASIC012140	LOC109421642
OG0005013	ASIC006071	LOC109407327
OG0005014	ASIC010607	LOC109421631
OG0005015	ASIC009992	LOC134287523
OG0005016	ASIC009997	LOC115262255
OG0005017	ASIC010000	LOC109402506
OG0005018	ASIC009981	LOC109402516
OG0005019	ASIC020709	LOC109402503
OG0005020	ASIC013102	LOC109402145
OG0005021	ASIC009983	LOC109402517
OG0005022	ASIC013101	LOC109402496
OG0005023	ASIC020742	LOC109621731
OG0005024	ASIC009995	LOC134287520
OG0005025	ASIC015270	LOC109399311
OG0005026	ASIC015269	LOC109399304
OG0005027	ASIC015340	LOC109399358
OG0005028	ASIC015329	LOC109399376
OG0005029	ASIC013409	LOC109428283
OG0005030	ASIC016206	LOC109428278
OG0005031	ASIC011446	LOC109422277
OG0005032	ASIC011460	LOC109422813
OG0005033	ASIC011442	LOC109421803
OG0005034	ASIC011461	LOC109421791
OG0005035	ASIC011453	LOC109421799
OG0005036	ASIC007269	LOC109404637
OG0005037	ASIC007263	LOC109404613
OG0005038	ASIC007416	LOC109416572
OG0005039	ASIC007252	LOC109411693
OG0005040	ASIC007268	LOC109404622
OG0005041	ASIC007265	LOC109404611
OG0005042	ASIC007262	LOC109411683
OG0005043	ASIC007415	LOC109416574
OG0005044	ASIC012899	LOC109398092
OG0005045	ASIC012913	LOC109418980
OG0005046	ASIC012904	LOC109398060, LOC115269207
OG0005047	ASIC002889	LOC109398212
OG0005048	ASIC002894	LOC115269203
OG0005049	ASIC002887	LOC109419709
OG0005050	ASIC002893	LOC109419715
OG0005051	ASIC012911	LOC109418899
OG0005052	ASIC002891	LOC109419716
OG0005053	ASIC012912	LOC109397934
OG0005054	ASIC012985	LOC109398102
OG0005055	ASIC011103	LOC109415473
OG0005056	ASIC020134	LOC109429485
OG0005057	ASIC018986	LOC109425692
OG0005058	ASIC011102	LOC115264542
OG0005059	ASIC003589	LOC109432127
OG0005060	ASIC003570	LOC115263716
OG0005061	ASIC003745	LOC109398346
OG0005062	ASIC014384	LOC109398308
OG0005063	ASIC007227	LOC109398292
OG0005064	ASIC007444	LOC109429811
OG0005065	ASIC007447	LOC109429814
OG0005066	ASIC016004	LOC109420402
OG0005067	ASIC022179	LOC109426876
OG0005068	ASIC022180	LOC109623393
OG0005069	ASIC004286	LOC109420090
OG0005071	ASIC020805	LOC115257864
OG0005073	ASIC011458	LOC109431864
OG0005074	ASIC004287	LOC109420089
OG0005075	ASIC011381	LOC109431874
OG0005076	ASIC004288	LOC109420088
OG0005077	ASIC009955	LOC109405902
OG0005078	ASIC017269	LOC109407230
OG0005079	ASIC009996	LOC115258575
OG0005080	ASIC017265	LOC109407233
OG0005081	ASIC017264	LOC109414301
OG0005082	ASIC017270	LOC109414293
OG0005083	ASIC014665	LOC109405904
OG0005084	ASIC009957	LOC109405896
OG0005085	ASIC018123	LOC109421146
OG0005086	ASIC018124	LOC109410554
OG0005087	ASIC018106	LOC109421166
OG0005088	ASIC003523	LOC109423201
OG0005089	ASIC020816	LOC109397285
OG0005090	ASIC012785	LOC109423204
OG0005091	ASIC003520	LOC115257160
OG0005092	ASIC015105	LOC109397295
OG0005093	ASIC016628	LOC109426597
OG0005094	ASIC003122	LOC109426575
OG0005095	ASIC003117	LOC109426581
OG0005096	ASIC003118	LOC109426576
OG0005097	ASIC016330	LOC109406578
OG0005098	ASIC016331	LOC109406573
OG0005099	ASIC016265	LOC109410532
OG0005100	ASIC016328	LOC109427229
OG0005101	ASIC014855	LOC115265281
OG0005102	ASIC016287	LOC109427326
OG0005103	ASIC016329	LOC109426572
OG0005104	ASIC012022	LOC109418789
OG0005105	ASIC004986	LOC109418814
OG0005106	ASIC005002	LOC109418819
OG0005107	ASIC012023	LOC109418805
OG0005108	ASIC001787	LOC109415076
OG0005109	ASIC013239	LOC109414121
OG0005110	ASIC013238	LOC109414120
OG0005111	ASIC001788	LOC109415075
OG0005112	ASIC017828	LOC109403945
OG0005113	ASIC012631	LOC109414127
OG0005114	ASIC017827	LOC109403726
OG0005115	ASIC017829	LOC109403958
OG0005116	ASIC017830	LOC109426430
OG0005117	ASIC008046	LOC109427510
OG0005118	ASIC007567	LOC115264856
OG0005119	ASIC009654	LOC109402085
OG0005120	ASIC007552	LOC115264855
OG0005121	ASIC010552	LOC109414164
OG0005122	ASIC000878	LOC109414168
OG0005123	ASIC010553	LOC109414165
OG0005124	ASIC000876	LOC109414170
OG0005125	ASIC000872	LOC109414174
OG0005126	ASIC000873	LOC109414175
OG0005127	ASIC000877	LOC109414169
OG0005128	ASIC015442	LOC109426386, LOC134284610
OG0005130	ASIC015445	LOC109403560
OG0005131	ASIC017798	LOC115267914
OG0005132	ASIC003696	LOC109423339
OG0005133	ASIC003694	LOC115253596
OG0005134	ASIC003708	LOC109423332
OG0005135	ASIC003692	LOC115265439
OG0005136	ASIC003711	LOC109423328
OG0005137	ASIC003709	LOC109423331
OG0005138	ASIC003706	LOC109423336
OG0005139	ASIC003712	LOC134283922
OG0005140	ASIC013412	LOC109398535
OG0005142	ASIC007465	LOC115260118
OG0005143	ASIC008355	LOC115253562
OG0005146	ASIC003672	LOC109426525
OG0005147	ASIC003671	LOC109426522
OG0005148	ASIC007089	LOC109405502
OG0005149	ASIC021810	LOC109414614
OG0005150	ASIC009027	LOC109427321
OG0005151	ASIC021459	LOC109405490
OG0005152	ASIC000603	LOC109405638
OG0005153	ASIC006419	LOC109430166
OG0005154	ASIC002678	LOC115265231
OG0005155	ASIC006418	LOC109430167
OG0005156	ASIC006445	LOC109430168
OG0005157	ASIC007440	LOC109430117
OG0005158	ASIC006443	LOC109430169
OG0005159	ASIC005306	LOC109428192
OG0005160	ASIC020123	LOC109398883
OG0005161	ASIC020128	LOC109429236
OG0005163	ASIC005320	LOC134283902
OG0005164	ASIC005295	LOC109428193
OG0005165	ASIC020157	LOC109398795
OG0005166	ASIC005319	LOC109428196
OG0005167	ASIC006776	LOC109425098
OG0005168	ASIC006781	LOC109421883
OG0005169	ASIC018017	LOC109623365
OG0005170	ASIC015514	LOC109426924
OG0005171	ASIC015513	LOC109426927
OG0005172	ASIC005054	LOC109426905
OG0005174	ASIC018010	LOC109623332
OG0005175	ASIC006002	LOC109426897
OG0005176	ASIC006003	LOC109426895
OG0005177	ASIC011608	LOC115269984
OG0005178	ASIC015083	LOC109403233
OG0005179	ASIC011611	LOC109403193
OG0005180	ASIC021207	LOC109402698
OG0005181	ASIC018546	LOC109431739
OG0005182	ASIC018561	LOC109431742
OG0005183	ASIC017671	LOC109420561
OG0005184	ASIC006458	LOC109404819
OG0005185	ASIC004664	LOC109415653
OG0005186	ASIC014220	LOC115259068
OG0005187	ASIC004663	LOC109415654
OG0005188	ASIC004662	LOC109425042
OG0005189	ASIC008361	LOC109425041
OG0005190	ASIC005782	LOC109404512
OG0005191	ASIC021000	LOC109406320
OG0005192	ASIC005786	LOC109404479
OG0005193	ASIC020999	LOC109404489
OG0005194	ASIC020994	LOC109404495
OG0005195	ASIC018418	LOC109406379
OG0005196	ASIC018407	LOC109406369
OG0005197	ASIC017715	LOC115254896
OG0005198	ASIC014586	LOC109398703
OG0005199	ASIC014589	LOC115258651
OG0005200	ASIC014567	LOC109398721
OG0005201	ASIC011713	LOC109417070
OG0005203	ASIC011714	LOC109406407
OG0005204	ASIC011120	LOC134287618, LOC109430025
OG0005205	ASIC013846	LOC109409189
OG0005206	ASIC013840	LOC109421518
OG0005207	ASIC006116	LOC109421537
OG0005208	ASIC006113	LOC109421531
OG0005209	ASIC013841	LOC109421519
OG0005210	ASIC013850	LOC109421516
OG0005211	ASIC011917	LOC109621477
OG0005212	ASIC017846	LOC109621450
OG0005213	ASIC017843	LOC109621435
OG0005214	ASIC005045	LOC109621454
OG0005215	ASIC017844	LOC109621434
OG0005216	ASIC017849	LOC134284746
OG0005217	ASIC011919	LOC109621480
OG0005218	ASIC017847	LOC134284747
OG0005219	ASIC005044	LOC109621455
OG0005220	ASIC003949	LOC109414693
OG0005221	ASIC017198	LOC109621236
OG0005222	ASIC017193	LOC115254017
OG0005223	ASIC008008	LOC109432847
OG0005224	ASIC008009	LOC109432839
OG0005225	ASIC020680	LOC134291205
OG0005226	ASIC008006	LOC115254082
OG0005227	ASIC020687	LOC134291228
OG0005228	ASIC008005	LOC115261572
OG0005229	ASIC020086	LOC115261563
OG0005230	ASIC008003	LOC109416616
OG0005231	ASIC013295	LOC109432788
OG0005232	ASIC020250	LOC109416623
OG0005233	ASIC012514, ASIC012503	LOC109432765
OG0005234	ASIC009846	LOC109432808
OG0005235	ASIC016477	LOC109416685
OG0005236	ASIC016482	LOC109416493
OG0005237	ASIC016485	LOC109416678
OG0005238	ASIC016484	LOC109416679
