Orthogroup	AsinensisChina	AgambiaePEST
OG0005872	ASIC004876	AGAP007789
OG0005873	ASIC004881	AGAP007786
OG0005874	ASIC004883	AGAP007784
OG0005875	ASIC004316	AGAP003769
OG0005876	ASIC004317	AGAP003768
OG0005877	ASIC011491	AGAP001211
OG0005878	ASIC011535	AGAP001212
OG0005879	ASIC011593	AGAP001207
OG0005880	ASIC004309	AGAP003775
OG0005881	ASIC004314	AGAP003770
OG0005882	ASIC008114	AGAP011538
OG0005884	ASIC008138	AGAP011541
OG0005885	ASIC022327	AGAP001023
OG0005886	ASIC004445	AGAP000220
OG0005887	ASIC011526	AGAP001237
OG0005888	ASIC012370	AGAP002239
OG0005889	ASIC002845	AGAP002235
OG0005890	ASIC011523	AGAP001235
OG0005891	ASIC003292	AGAP002236
OG0005892	ASIC012041	AGAP009865
OG0005893	ASIC003646	AGAP011245
OG0005894	ASIC003647	AGAP011244
OG0005895	ASIC003648	AGAP011243
OG0005896	ASIC003645	AGAP011246
OG0005897	ASIC003643	AGAP011248
OG0005898	ASIC003650	AGAP011242
OG0005899	ASIC017172, ASIC017322	AGAP008993
OG0005900	ASIC011565	AGAP001124
OG0005901	ASIC013475	AGAP010229
OG0005902	ASIC013486	AGAP010230
OG0005903	ASIC013453	AGAP010228
OG0005904	ASIC019462	AGAP011077
OG0005905	ASIC019458	AGAP011081
OG0005906	ASIC019463	AGAP011070
OG0005907	ASIC019461	AGAP011078
OG0005908	ASIC019452	AGAP011086
OG0005909	ASIC019455	AGAP011084
OG0005910	ASIC019459	AGAP011080
OG0005911	ASIC019485	AGAP011062
OG0005912	ASIC019489	AGAP011061
OG0005913	ASIC006384	AGAP009314
OG0005914	ASIC022104	AGAP009743
OG0005915	ASIC022105	AGAP009742
OG0005916	ASIC022096	AGAP009746
OG0005917	ASIC006079	AGAP008912
OG0005918	ASIC022093	AGAP028645
OG0005919	ASIC022095	AGAP009747
OG0005920	ASIC022103	AGAP009744
OG0005921	ASIC022108	AGAP009740
OG0005922	ASIC013015	AGAP012002
OG0005923	ASIC013019	AGAP012005
OG0005924	ASIC013016	AGAP012003
OG0005925	ASIC018913	AGAP006232
OG0005926	ASIC018908	AGAP006229
OG0005927	ASIC018912	AGAP006231
OG0005928	ASIC011035	AGAP006393
OG0005929	ASIC011046	AGAP006392
OG0005930	ASIC006158	AGAP004140
OG0005931	ASIC020588	AGAP004351
OG0005932	ASIC014329	AGAP004593
OG0005933	ASIC014245	AGAP004595
OG0005934	ASIC014236	AGAP012793, AGAP003858
OG0005935	ASIC007069	AGAP004204
OG0005936	ASIC007063	AGAP004280
OG0005937	ASIC007068	AGAP004205
OG0005938	ASIC022303	AGAP010757
OG0005939	ASIC022299	AGAP029638
OG0005940	ASIC014952, ASIC014951	AGAP004803
OG0005941	ASIC022296	AGAP010679
OG0005942	ASIC022300	AGAP010755
OG0005943	ASIC022302	AGAP010756
OG0005944	ASIC022295	AGAP010680
OG0005945	ASIC011945	AGAP002374
OG0005946	ASIC014844	AGAP002282
OG0005947	ASIC003602	AGAP004298
OG0005948	ASIC012014	AGAP002370
OG0005949	ASIC003603	AGAP004299
OG0005950	ASIC003601	AGAP004297
OG0005951	ASIC003604	AGAP004300
OG0005952	ASIC006037	AGAP003488
OG0005953	ASIC001562	AGAP003485
OG0005954	ASIC006733	AGAP009347
OG0005955	ASIC006729	AGAP009348
OG0005956	ASIC006735	AGAP029635
OG0005957	ASIC018630	AGAP005081
OG0005958	ASIC018629	AGAP005080
OG0005959	ASIC018628	AGAP005079
OG0005960	ASIC018631	AGAP005082
OG0005961	ASIC017925	AGAP010586
OG0005962	ASIC008906	AGAP004023
OG0005963	ASIC016862	AGAP005856
OG0005964	ASIC019672	AGAP006772
OG0005965	ASIC019674	AGAP006769
OG0005966	ASIC017224	AGAP009788
OG0005967	ASIC020738	AGAP008967
OG0005968	ASIC015778	AGAP009881
OG0005969	ASIC005225	AGAP000529
OG0005970	ASIC006830	AGAP000963
OG0005971	ASIC004351	AGAP001050
OG0005972	ASIC006772	AGAP000966
OG0005973	ASIC016715	AGAP007213
OG0005974	ASIC021745	AGAP004377
OG0005975	ASIC016054	AGAP004938
OG0005976	ASIC015054	AGAP005630
OG0005977	ASIC021744	AGAP004376
OG0005978	ASIC021578	AGAP003440
OG0005979	ASIC021742	AGAP004375
OG0005980	ASIC008956	AGAP010428
OG0005981	ASIC008962	AGAP010426
OG0005982	ASIC008945	AGAP010429
OG0005983	ASIC008961	AGAP010427
OG0005984	ASIC006174	AGAP004125
OG0005985	ASIC006176	AGAP004127
OG0005986	ASIC006134	AGAP004124
OG0005987	ASIC014120	AGAP008637
OG0005988	ASIC013514	AGAP010200
OG0005989	ASIC013809	AGAP002622
OG0005990	ASIC019890	AGAP006631
OG0005991	ASIC019894	AGAP006135
OG0005992	ASIC012466	AGAP005504
OG0005993	ASIC012454	AGAP005494
OG0005994	ASIC012468	AGAP005505
OG0005995	ASIC007797	AGAP007284
OG0005996	ASIC019895	AGAP006136
OG0005997	ASIC013095	AGAP008223
OG0005998	ASIC013099	AGAP008225
OG0005999	ASIC022062	AGAP009769
OG0006000	ASIC013096	AGAP008224
OG0006001	ASIC022076	AGAP009765
OG0006002	ASIC019589	AGAP006824
OG0006003	ASIC000570	AGAP000038
OG0006004	ASIC016988	AGAP000489
OG0006005	ASIC000569	AGAP000037
OG0006006	ASIC004514	AGAP009675
OG0006007	ASIC004515	AGAP009674
OG0006008	ASIC006969	AGAP009095
OG0006009	ASIC002670	AGAP009096
OG0006010	ASIC022113	AGAP009736
OG0006011	ASIC006466	AGAP009094
OG0006012	ASIC011850	AGAP028432
OG0006013	ASIC011799	AGAP004686
OG0006014	ASIC008468	AGAP010933
OG0006015	ASIC010574	AGAP002522
OG0006016	ASIC011851	AGAP012517
OG0006017	ASIC012873	AGAP010671
OG0006018	ASIC002249	AGAP009591
OG0006019	ASIC002235	AGAP009589
OG0006020	ASIC002241	AGAP009584
OG0006021	ASIC002250	AGAP009590
OG0006022	ASIC002233	AGAP009595
OG0006023	ASIC011991	AGAP003521
OG0006024	ASIC003594	AGAP003663
OG0006025	ASIC003597	AGAP003661
OG0006026	ASIC003596	AGAP003662
OG0006027	ASIC012367	AGAP002242
OG0006028	ASIC001379	AGAP002247
OG0006029	ASIC005641	AGAP002251
OG0006030	ASIC001382	AGAP002243
OG0006031	ASIC001381	AGAP002245
OG0006033	ASIC012360	AGAP002248
OG0006034	ASIC004636	AGAP003591
OG0006035	ASIC004641	AGAP003598
OG0006037	ASIC007885	AGAP002192
OG0006038	ASIC004633	AGAP003588
OG0006039	ASIC004632	AGAP003587
OG0006040	ASIC004642	AGAP003599
OG0006041	ASIC004640	AGAP003597
OG0006042	ASIC004637	AGAP003593
OG0006043	ASIC015082	AGAP005955
OG0006044	ASIC001052	AGAP006461
OG0006045	ASIC001037	AGAP006456
OG0006046	ASIC001035	AGAP006459
OG0006047	ASIC015081	AGAP005954
OG0006048	ASIC009695	AGAP001053
OG0006049	ASIC009700	AGAP001052
OG0006050	ASIC009702	AGAP028083, AGAP010485
OG0006051	ASIC004453	AGAP000343
OG0006052	ASIC012259	AGAP005909
OG0006053	ASIC008012	AGAP003020
OG0006054	ASIC007858	AGAP007166
OG0006055	ASIC016034	AGAP004928
OG0006056	ASIC016045	AGAP029895
OG0006057	ASIC014102	AGAP002822
OG0006058	ASIC005514	AGAP002361
OG0006059	ASIC004555	AGAP001994
OG0006060	ASIC015033	AGAP005402
OG0006061	ASIC017533	AGAP011587
OG0006062	ASIC016937	AGAP000855
OG0006063	ASIC009587	AGAP000372
OG0006064	ASIC016948	AGAP000861
OG0006066	ASIC011324	AGAP003734
OG0006067	ASIC011320	AGAP003731
OG0006069	ASIC005952	AGAP002430
OG0006070	ASIC009783	AGAP002425
OG0006071	ASIC009784	AGAP002426
OG0006072	ASIC020364	AGAP000887
OG0006073	ASIC018786	AGAP005540
OG0006074	ASIC018788	AGAP005542
OG0006075	ASIC017351	AGAP006619
OG0006076	ASIC018787	AGAP005541
OG0006077	ASIC017353	AGAP006621
OG0006078	ASIC018584	AGAP004877
OG0006079	ASIC020993	AGAP002693
OG0006080	ASIC009823	AGAP003623
OG0006081	ASIC009826	AGAP003622
OG0006082	ASIC014516	AGAP011106
OG0006083	ASIC014527	AGAP011105
OG0006084	ASIC016523	AGAP005000
OG0006085	ASIC009706	AGAP000768
OG0006086	ASIC003498	AGAP004076
OG0006087	ASIC013801	AGAP002617
OG0006088	ASIC013012	AGAP011362
OG0006089	ASIC007613	AGAP000755
OG0006090	ASIC003784	AGAP007567
OG0006091	ASIC003817	AGAP007570
OG0006092	ASIC003773	AGAP007566
OG0006093	ASIC011842	AGAP004689
OG0006094	ASIC011831	AGAP004690
OG0006095	ASIC013545	AGAP010193
OG0006096	ASIC013544	AGAP010194
OG0006097	ASIC016356	AGAP010190
OG0006098	ASIC017418	AGAP010141, AGAP012747
OG0006099	ASIC012848	AGAP010062
OG0006101	ASIC012852	AGAP010064
OG0006102	ASIC017429	AGAP010142
OG0006103	ASIC013341	AGAP003987
OG0006104	ASIC009175	AGAP004854
OG0006106	ASIC004745	AGAP004468
OG0006107	ASIC004742	AGAP002740
OG0006108	ASIC004744	AGAP004467
OG0006109	ASIC021467	AGAP002093
OG0006110	ASIC020114	AGAP004265
OG0006111	ASIC011468	AGAP001153
OG0006112	ASIC011471	AGAP001151
OG0006113	ASIC011479	AGAP001143
OG0006114	ASIC020116	AGAP004267
OG0006115	ASIC011474	AGAP001148
OG0006116	ASIC011473	AGAP001150
OG0006117	ASIC016890	AGAP029526
OG0006118	ASIC002140	AGAP003904
OG0006119	ASIC008035	AGAP003034
OG0006120	ASIC016680	AGAP006159
OG0006121	ASIC010404	AGAP004891
OG0006122	ASIC016669, ASIC016679	AGAP006158
OG0006123	ASIC003617	AGAP006403
OG0006124	ASIC013254	AGAP001520
OG0006125	ASIC003319	AGAP002338
OG0006126	ASIC009473	AGAP000681
OG0006127	ASIC000607	AGAP000676
OG0006128	ASIC009474	AGAP000682
OG0006129	ASIC017099	AGAP001038
OG0006130	ASIC016768	AGAP005364
OG0006131	ASIC016770	AGAP005362
OG0006132	ASIC003015	AGAP006243
OG0006133	ASIC016772	AGAP005360
OG0006134	ASIC011215	AGAP010438
OG0006135	ASIC011219	AGAP010441
OG0006136	ASIC019519	AGAP006534
OG0006137	ASIC019517	AGAP006532
OG0006139	ASIC001351	AGAP004516
OG0006140	ASIC018655	AGAP005209
OG0006141	ASIC011055	AGAP005530
OG0006142	ASIC013488	AGAP010293
OG0006143	ASIC016097	AGAP005225
OG0006144	ASIC016101	AGAP005221
OG0006145	ASIC016102	AGAP005220
OG0006146	ASIC010267	AGAP000545
OG0006147	ASIC002955	AGAP004174
OG0006148	ASIC002057	AGAP013223, AGAP004177
OG0006149	ASIC002055	AGAP004179
OG0006150	ASIC002956	AGAP003791
OG0006151	ASIC002951	AGAP004175
OG0006152	ASIC002636	AGAP008687
OG0006153	ASIC017922	AGAP010589
OG0006154	ASIC021390	AGAP002155
OG0006155	ASIC021391	AGAP002156
OG0006156	ASIC019063	AGAP006757
OG0006157	ASIC019068	AGAP006755
OG0006158	ASIC009883	AGAP029475
OG0006159	ASIC009881	AGAP006121
OG0006160	ASIC019065	AGAP006756
OG0006161	ASIC010690	AGAP009076
OG0006163	ASIC000806	AGAP001803
OG0006164	ASIC009537	AGAP029631
OG0006165	ASIC004860	AGAP007796
OG0006166	ASIC004869	AGAP007801
OG0006167	ASIC004895	AGAP007798
OG0006168	ASIC018914	AGAP006233
OG0006169	ASIC007691	AGAP000117
OG0006170	ASIC009664	AGAP000601
OG0006171	ASIC010342	AGAP000771
OG0006172	ASIC009704	AGAP000770
OG0006173	ASIC013446	AGAP010268
OG0006174	ASIC008547	AGAP010011
OG0006175	ASIC013445	AGAP010267
OG0006176	ASIC018048	AGAP012332
OG0006177	ASIC018026	AGAP012333
OG0006178	ASIC001085	AGAP003555
OG0006179	ASIC017993	AGAP012335
OG0006180	ASIC018653	AGAP005211
OG0006181	ASIC018656	AGAP005306
OG0006182	ASIC018654	AGAP005210
OG0006183	ASIC011697	AGAP005991
OG0006184	ASIC011694	AGAP005993
OG0006185	ASIC016742	AGAP005382
OG0006186	ASIC011696	AGAP005992
OG0006187	ASIC008237	AGAP001455
OG0006188	ASIC008241	AGAP001336
OG0006189	ASIC008238	AGAP001458
OG0006190	ASIC008236	AGAP001454
OG0006191	ASIC007801	AGAP007289
OG0006192	ASIC014441	AGAP008124
OG0006193	ASIC018713	AGAP006281
OG0006194	ASIC018714	AGAP006280
OG0006195	ASIC016570	AGAP007079
OG0006196	ASIC015484	AGAP011474
OG0006198	ASIC015479	AGAP011476
OG0006199	ASIC011272	AGAP004756
OG0006200	ASIC014837	AGAP002263
OG0006201	ASIC014873	AGAP002266
OG0006202	ASIC014875	AGAP002269
OG0006203	ASIC014833	AGAP002275
OG0006204	ASIC020510	AGAP011631
OG0006205	ASIC007299	AGAP009479
OG0006206	ASIC003759	AGAP007679
OG0006207	ASIC003752	AGAP029465
OG0006208	ASIC014066	AGAP004315
OG0006209	ASIC008808	AGAP012922
OG0006210	ASIC015501	AGAP011457
OG0006211	ASIC015505	AGAP011455
OG0006212	ASIC015502	AGAP011456
OG0006213	ASIC015499	AGAP011459
OG0006214	ASIC015507	AGAP011453
OG0006215	ASIC015497	AGAP028413
OG0006216	ASIC017808	AGAP029544
OG0006217	ASIC011494	AGAP001267
OG0006218	ASIC011499	AGAP001272
OG0006219	ASIC011493	AGAP001265
OG0006220	ASIC011506	AGAP001276
OG0006221	ASIC011504	AGAP001274
OG0006222	ASIC011502	AGAP001273
OG0006223	ASIC011497	AGAP001270
OG0006224	ASIC011505	AGAP001275
OG0006225	ASIC011498	AGAP001271
OG0006226	ASIC011496	AGAP001269
OG0006227	ASIC011495	AGAP001268
OG0006228	ASIC011482	AGAP013376
OG0006229	ASIC016443	AGAP004952
OG0006230	ASIC005501	AGAP003463
OG0006231	ASIC009343	AGAP010454
OG0006232	ASIC018967	AGAP005191
OG0006233	ASIC012242	AGAP005923
OG0006234	ASIC012241	AGAP005922
OG0006235	ASIC019051	AGAP006765
OG0006236	ASIC019049	AGAP006767
OG0006237	ASIC019048	AGAP006768
OG0006238	ASIC019053	AGAP006763
OG0006239	ASIC019050	AGAP006766
OG0006240	ASIC016807	AGAP006960
OG0006241	ASIC002963	AGAP000558
OG0006242	ASIC008936	AGAP029501
OG0006243	ASIC011278	AGAP004745
OG0006244	ASIC008937	AGAP010403
OG0006245	ASIC005408	AGAP004683
OG0006246	ASIC008939	AGAP010405
OG0006247	ASIC008938	AGAP010404
OG0006248	ASIC005426	AGAP010310
OG0006249	ASIC011836	AGAP004711
OG0006250	ASIC005398	AGAP004682
OG0006251	ASIC011279	AGAP004744
OG0006252	ASIC005383	AGAP000985
OG0006253	ASIC017140	AGAP000947
OG0006254	ASIC013148	AGAP009887
OG0006255	ASIC006239	AGAP000460
OG0006256	ASIC003012, ASIC016028	AGAP006257
OG0006257	ASIC009004	AGAP001443
OG0006258	ASIC000818	AGAP003192
OG0006259	ASIC000821	AGAP003189
OG0006260	ASIC000820	AGAP003190
OG0006261	ASIC000868	AGAP002507
OG0006262	ASIC000817	AGAP003193
OG0006263	ASIC000819	AGAP003191
OG0006264	ASIC008032	AGAP003032
OG0006265	ASIC018295	AGAP012048
OG0006266	ASIC015439	AGAP011497
OG0006267	ASIC009440	AGAP003353
OG0006268	ASIC009442	AGAP003352
OG0006269	ASIC011556	AGAP001135
OG0006270	ASIC011560	AGAP001132
OG0006271	ASIC011555	AGAP001136
OG0006272	ASIC011558	AGAP001134
OG0006273	ASIC011559	AGAP001133
OG0006274	ASIC012667	AGAP001363
OG0006275	ASIC013491	AGAP012485
OG0006276	ASIC013473	AGAP010308
OG0006277	ASIC018183	AGAP029637
OG0006278	ASIC007117	AGAP000285
OG0006279	ASIC019353	AGAP012121
OG0006280	ASIC017417	AGAP006493
OG0006281	ASIC019354	AGAP012122
OG0006282	ASIC012432	AGAP005468
OG0006283	ASIC011757	AGAP006936
OG0006284	ASIC011751	AGAP006933
OG0006285	ASIC011758	AGAP006937
OG0006286	ASIC011752	AGAP006934
OG0006287	ASIC004150	AGAP009119
OG0006288	ASIC004151	AGAP009120
OG0006289	ASIC006482	AGAP009405
OG0006290	ASIC002225	AGAP029606
OG0006291	ASIC010475	AGAP011723
OG0006292	ASIC018071	AGAP011931
OG0006293	ASIC018077	AGAP011927
OG0006294	ASIC018069	AGAP011932
OG0006296	ASIC004126, ASIC004125	AGAP002898
OG0006298	ASIC012324	AGAP005163
OG0006299	ASIC016792	AGAP005353
OG0006300	ASIC020129	AGAP002960
OG0006301	ASIC020130	AGAP002961
OG0006302	ASIC020131	AGAP002962
OG0006303	ASIC010550	AGAP001309
OG0006304	ASIC010551	AGAP001310
OG0006305	ASIC014303	AGAP004626
OG0006306	ASIC014304	AGAP004627
OG0006307	ASIC008911	AGAP004020
OG0006308	ASIC021210	AGAP005866
OG0006309	ASIC014305	AGAP004628
OG0006310	ASIC022216	AGAP012193
OG0006311	ASIC010422	AGAP004880
OG0006312	ASIC006916	AGAP008078
OG0006313	ASIC008414	AGAP002412
OG0006314	ASIC008415	AGAP002413
OG0006315	ASIC008429	AGAP003525
OG0006316	ASIC008423	AGAP003526
OG0006317	ASIC011520	AGAP001232
OG0006318	ASIC008430	AGAP002401
OG0006319	ASIC014311	AGAP004635
OG0006320	ASIC019792	AGAP029809
OG0006321	ASIC003744	AGAP007687
OG0006322	ASIC014861	AGAP002292
OG0006324	ASIC011795	AGAP002219
OG0006325	ASIC011728	AGAP002214
OG0006326	ASIC019754	AGAP029578
OG0006327	ASIC019732	AGAP006644
OG0006328	ASIC019743	AGAP006643
OG0006329	ASIC018827	AGAP005569
OG0006330	ASIC002782	AGAP010786
OG0006331	ASIC009723	AGAP000128
OG0006332	ASIC007555	AGAP006090
OG0006333	ASIC009690	AGAP000136
OG0006334	ASIC009522	AGAP000138
OG0006335	ASIC009701	AGAP000137
OG0006336	ASIC020437	AGAP000129
OG0006337	ASIC006744	AGAP009334
OG0006338	ASIC006746	AGAP009333
OG0006339	ASIC006447	AGAP009080
OG0006340	ASIC006450	AGAP009082
OG0006341	ASIC012859	AGAP010077
OG0006342	ASIC019236	AGAP005033
OG0006343	ASIC013487	AGAP010294
OG0006344	ASIC003769	AGAP007729
OG0006345	ASIC003767	AGAP007730
OG0006346	ASIC003768	AGAP002895
OG0006347	ASIC014966	AGAP005132
OG0006348	ASIC014901	AGAP005127
OG0006349	ASIC014977	AGAP005129
OG0006350	ASIC014933	AGAP005134
OG0006351	ASIC019615	AGAP006810
OG0006352	ASIC019618	AGAP006808
OG0006353	ASIC019614	AGAP006811
OG0006354	ASIC016640	AGAP006354
OG0006355	ASIC016639	AGAP006355
OG0006356	ASIC004055	AGAP002073
OG0006357	ASIC004054	AGAP001565
OG0006358	ASIC004053	AGAP001566
OG0006359	ASIC014940	AGAP000885
OG0006360	ASIC003358	AGAP013212
OG0006361	ASIC009257	AGAP013740
OG0006362	ASIC021441	AGAP003612
OG0006363	ASIC021377	AGAP002142
OG0006364	ASIC008160	AGAP001913
OG0006365	ASIC008158	AGAP001912
OG0006366	ASIC005174	AGAP000939
OG0006367	ASIC019348	AGAP005320
OG0006368	ASIC017749	AGAP008405
OG0006369	ASIC017347	AGAP006615
OG0006370	ASIC017349	AGAP006617
OG0006371	ASIC017348	AGAP006616
OG0006372	ASIC017344	AGAP006613
OG0006373	ASIC003018	AGAP006246
OG0006374	ASIC017252	AGAP009644
OG0006375	ASIC020499	AGAP000091
OG0006376	ASIC012224	AGAP005102
OG0006377	ASIC018791	AGAP005545
OG0006378	ASIC012228	AGAP005110
OG0006379	ASIC012225	AGAP005108
OG0006380	ASIC012222	AGAP005100
OG0006381	ASIC012226	AGAP005109
OG0006382	ASIC016889	AGAP005781
OG0006383	ASIC018201	AGAP011822
OG0006384	ASIC020892	AGAP010957
OG0006385	ASIC020891	AGAP029726
OG0006386	ASIC013437	AGAP010260
OG0006387	ASIC017855	AGAP012268
OG0006388	ASIC003007	AGAP006255
OG0006389	ASIC015050	AGAP005634
OG0006390	ASIC001038	AGAP006454
OG0006391	ASIC014122	AGAP008639
OG0006392	ASIC004395	AGAP001646
OG0006393	ASIC014262	AGAP004605
OG0006394	ASIC010344	AGAP013091, AGAP013236
OG0006395	ASIC014266	AGAP004608
OG0006396	ASIC014267	AGAP004609
OG0006397	ASIC004397	AGAP001644
OG0006398	ASIC004235	AGAP011718
OG0006399	ASIC004239	AGAP029654
OG0006400	ASIC018972	AGAP006183
OG0006401	ASIC004257	AGAP003917
OG0006402	ASIC008968	AGAP001440
OG0006403	ASIC012490	AGAP002764
OG0006404	ASIC013979	AGAP002661
OG0006405	ASIC014058	AGAP004309
OG0006406	ASIC013990	AGAP002651
OG0006407	ASIC009475	AGAP000684
OG0006408	ASIC017165	AGAP000314
OG0006409	ASIC012864	AGAP029053
OG0006410	ASIC013489	AGAP010292
OG0006411	ASIC019224	AGAP005042
OG0006412	ASIC021717	AGAP004573
OG0006413	ASIC003213, ASIC003214	AGAP003503
OG0006414	ASIC004713	AGAP029643
OG0006415	ASIC015184	AGAP005936
OG0006416	ASIC016753	AGAP005378
OG0006417	ASIC015186	AGAP005937
OG0006418	ASIC015182	AGAP005934
OG0006419	ASIC001518	AGAP029505
OG0006420	ASIC009940	AGAP009649
OG0006421	ASIC016228	AGAP010220
OG0006422	ASIC016239	AGAP010219
OG0006423	ASIC016261	AGAP010218
OG0006424	ASIC008591	AGAP010008
OG0006425	ASIC013581	AGAP008354
OG0006426	ASIC014249	AGAP004598
OG0006427	ASIC014223	AGAP028087
OG0006428	ASIC014113	AGAP008918
OG0006429	ASIC018850	AGAP006915
OG0006430	ASIC014700	AGAP003075
OG0006431	ASIC012940	AGAP006059
OG0006432	ASIC012944	AGAP006060
OG0006433	ASIC003815	AGAP007672
OG0006434	ASIC003818	AGAP007670
OG0006435	ASIC003814	AGAP007674
OG0006436	ASIC003819	AGAP007669
OG0006437	ASIC012157	AGAP001548
OG0006438	ASIC012158	AGAP012990
OG0006439	ASIC012156	AGAP001546
OG0006440	ASIC008757	AGAP001549
OG0006441	ASIC008760	AGAP001550
OG0006442	ASIC020455	AGAP013259
OG0006443	ASIC016915	AGAP000844
OG0006444	ASIC011585	AGAP029944
OG0006447	ASIC007643	AGAP013047
OG0006448	ASIC008153	AGAP001908
OG0006449	ASIC008152	AGAP001907
OG0006450	ASIC014472	AGAP011109
OG0006451	ASIC017923	AGAP010588
OG0006452	ASIC014450	AGAP011110
OG0006453	ASIC020210	AGAP002198
OG0006454	ASIC000591	AGAP000658
OG0006455	ASIC004588	AGAP001976
OG0006456	ASIC004589	AGAP001975
OG0006457	ASIC009853	AGAP001426
OG0006458	ASIC012239	AGAP005920
OG0006459	ASIC011072	AGAP005520
OG0006460	ASIC017325	AGAP009940
OG0006461	ASIC017324	AGAP009942
OG0006462	ASIC009249	AGAP007834
OG0006463	ASIC000586	AGAP000576
OG0006464	ASIC015108	AGAP004492
OG0006465	ASIC021921	AGAP004527
OG0006466	ASIC012698	AGAP011211
OG0006467	ASIC011802	AGAP012717
OG0006468	ASIC012697	AGAP011210
OG0006469	ASIC020844	AGAP010025
OG0006470	ASIC003653	AGAP011252
OG0006471	ASIC007484	AGAP005728
OG0006472	ASIC004781	AGAP011174
OG0006473	ASIC004782	AGAP028620
OG0006474	ASIC004776	AGAP011169
OG0006475	ASIC017221	AGAP009792
OG0006476	ASIC018839	AGAP005584
OG0006477	ASIC011042	AGAP007111
OG0006478	ASIC019541	AGAP006548
OG0006479	ASIC019539	AGAP006546
OG0006480	ASIC002460	AGAP012363
OG0006481	ASIC002461	AGAP012362
OG0006482	ASIC014950	AGAP004804
OG0006483	ASIC022335	AGAP012167
OG0006484	ASIC022337	AGAP012168
OG0006485	ASIC009055	AGAP008541
OG0006486	ASIC017273	AGAP008615
OG0006487	ASIC003440	AGAP008326
OG0006488	ASIC018005	AGAP012379
OG0006489	ASIC014443	AGAP008123
OG0006490	ASIC014444	AGAP008122
OG0006491	ASIC017616	AGAP007969
OG0006492	ASIC007510	AGAP010172
OG0006493	ASIC007511	AGAP010173
OG0006494	ASIC007512	AGAP010174
OG0006495	ASIC007507	AGAP010171
OG0006496	ASIC020802	AGAP010016
OG0006497	ASIC007513	AGAP010175
OG0006498	ASIC019773	AGAP007473
OG0006499	ASIC014268	AGAP004610
OG0006500	ASIC000798	AGAP000104
OG0006501	ASIC005603	AGAP004218
OG0006502	ASIC013427	AGAP010251
OG0006503	ASIC007648	AGAP000330
OG0006504	ASIC001585	AGAP004236
OG0006505	ASIC004460	AGAP000831
OG0006506	ASIC010357	AGAP011299
OG0006507	ASIC016939	AGAP000857
OG0006508	ASIC019503	AGAP006522
OG0006509	ASIC019501	AGAP006520
OG0006510	ASIC013043	AGAP012010
OG0006511	ASIC013038	AGAP028012
OG0006512	ASIC013032	AGAP012008
OG0006513	ASIC012332	AGAP005160
OG0006515	ASIC012331	AGAP005161
OG0006516	ASIC017336	AGAP006607
OG0006517	ASIC005887	AGAP009013
OG0006518	ASIC005881	AGAP009011
OG0006519	ASIC020060	AGAP011378
OG0006520	ASIC019537	AGAP006543
OG0006521	ASIC019536	AGAP006541
OG0006522	ASIC015775	AGAP008990
OG0006523	ASIC008586	AGAP009033
OG0006524	ASIC008581	AGAP008827
OG0006525	ASIC008583	AGAP028123
OG0006526	ASIC008584	AGAP008828
OG0006527	ASIC011777	AGAP002223
OG0006529	ASIC011029	AGAP007106
OG0006530	ASIC022338	AGAP028632
OG0006531	ASIC007466	AGAP007869
OG0006533	ASIC019019	AGAP006203
OG0006534	ASIC018585	AGAP004878
OG0006535	ASIC011852	AGAP012516
OG0006536	ASIC016564	AGAP004970
OG0006537	ASIC010356	AGAP011298
OG0006538	ASIC017222	AGAP009790
OG0006539	ASIC012693	AGAP011205
OG0006540	ASIC019957	AGAP029254, AGAP010718
OG0006541	ASIC014849	AGAP002286
OG0006542	ASIC006424	AGAP008417
OG0006543	ASIC006433	AGAP028093
OG0006544	ASIC006425	AGAP008418
OG0006545	ASIC006426	AGAP008419
OG0006546	ASIC006437	AGAP008415
OG0006547	ASIC006431	AGAP008422
OG0006548	ASIC006423	AGAP028199
OG0006549	ASIC006440	AGAP008413
OG0006550	ASIC006439	AGAP008414
