Orthogroup	AgambiaePEST	AsinensisChina
OG0005385	AGAP009190	ASIC006694
OG0005386	AGAP009279	ASIC010001
OG0005388	AGAP007359	ASIC002911
OG0005389	AGAP007378	ASIC002860
OG0005391	AGAP007357	ASIC002897
OG0005392	AGAP000912	ASIC009468
OG0005393	AGAP000190	ASIC020372
OG0005394	AGAP000173	ASIC020358
OG0005395	AGAP002009	ASIC004676
OG0005396	AGAP001342	ASIC008249
OG0005397	AGAP001338	ASIC008245
OG0005398	AGAP002917	ASIC004613
OG0005400	AGAP001469	ASIC020084
OG0005401	AGAP003222	ASIC021521
OG0005402	AGAP002157	ASIC021392
OG0005403	AGAP002539	ASIC001840
OG0005404	AGAP002739	ASIC004740
OG0005405	AGAP000283	ASIC007114
OG0005406	AGAP013112	ASIC020083
OG0005407	AGAP029441	ASIC006288
OG0005408	AGAP001507	ASIC013282
OG0005409	AGAP001513	ASIC013270
OG0005410	AGAP002437	ASIC009103
OG0005411	AGAP001512	ASIC013273
OG0005412	AGAP001157	ASIC011463
OG0005413	AGAP001506	ASIC013283
OG0005414	AGAP001504	ASIC013284
OG0005415	AGAP002436	ASIC009102
OG0005416	AGAP001503	ASIC013285
OG0005418	AGAP003972	ASIC013379
OG0005419	AGAP002277	ASIC014835
OG0005420	AGAP003968	ASIC021655
OG0005421	AGAP029442	ASIC021644
OG0005422	AGAP002278	ASIC014839
OG0005423	AGAP003970	ASIC021633
OG0005424	AGAP003975	ASIC013325
OG0005425	AGAP001856	ASIC008277
OG0005426	AGAP010870	ASIC022208
OG0005428	AGAP001900	ASIC008147
OG0005429	AGAP001903	ASIC008150
OG0005430	AGAP001884	ASIC008325
OG0005431	AGAP013102	ASIC008316
OG0005432	AGAP001905	ASIC008151
OG0005434	AGAP001902	ASIC008149
OG0005435	AGAP001888	ASIC008332
OG0005436	AGAP001882	ASIC008318
OG0005437	AGAP001909	ASIC008154
OG0005438	AGAP009983	ASIC008645
OG0005439	AGAP011506	ASIC008377
OG0005440	AGAP007259	ASIC007833
OG0005441	AGAP007258	ASIC007834
OG0005442	AGAP013238	ASIC011113
OG0005443	AGAP004448	ASIC011109
OG0005444	AGAP002527	ASIC010565
OG0005445	AGAP002530	ASIC010558
OG0005446	AGAP002523	ASIC010570
OG0005447	AGAP001932	ASIC008194
OG0005448	AGAP001929	ASIC008191
OG0005449	AGAP002525	ASIC010568
OG0005450	AGAP002526	ASIC010566
OG0005451	AGAP002524	ASIC010569
OG0005452	AGAP002528	ASIC010564
OG0005453	AGAP002532	ASIC010555
OG0005454	AGAP002531	ASIC010557
OG0005455	AGAP010289	ASIC013467
OG0005456	AGAP004761	ASIC011267
OG0005458	AGAP012164	ASIC015377
OG0005459	AGAP010217	ASIC016185
OG0005460	AGAP008869	ASIC010741
OG0005461	AGAP008871	ASIC010742
OG0005462	AGAP010215	ASIC016187
OG0005463	AGAP008872	ASIC010743
OG0005464	AGAP004039	ASIC008882
OG0005465	AGAP006028	ASIC012952
OG0005466	AGAP007136	ASIC018673
OG0005467	AGAP003135	ASIC021643
OG0005468	AGAP003136	ASIC021645
OG0005469	AGAP003373	ASIC021657
OG0005470	AGAP003140	ASIC021650
OG0005471	AGAP003138	ASIC021646
OG0005472	AGAP003131	ASIC021639
OG0005473	AGAP012160	ASIC015368
OG0005474	AGAP012148	ASIC019329
OG0005475	AGAP028631	ASIC019336
OG0005476	AGAP012163	ASIC015376
OG0005477	AGAP012144	ASIC019322
OG0005478	AGAP012143	ASIC019321
OG0005479	AGAP012146	ASIC019323
OG0005480	AGAP012152	ASIC019331
OG0005482	AGAP000810	ASIC020459
OG0005483	AGAP000805	ASIC020466
OG0005484	AGAP000808	ASIC020462
OG0005485	AGAP002308	ASIC002486
OG0005486	AGAP000832	ASIC007649
OG0005487	AGAP010224, AGAP012756	ASIC013442
OG0005488	AGAP008697	ASIC002668
OG0005489	AGAP001069	ASIC009577
OG0005490	AGAP007575	ASIC003736
OG0005491	AGAP007578	ASIC007711
OG0005492	AGAP007579	ASIC004843
OG0005493	AGAP007580	ASIC004844
OG0005494	AGAP007574	ASIC003735
OG0005495	AGAP009134	ASIC015796
OG0005496	AGAP009130	ASIC015790
OG0005497	AGAP009126	ASIC015785
OG0005498	AGAP009131	ASIC015791
OG0005499	AGAP009129	ASIC015789
OG0005500	AGAP009135	ASIC015797
OG0005501	AGAP009127	ASIC015786
OG0005502	AGAP009133	ASIC015795
OG0005503	AGAP000615	ASIC006312
OG0005505	AGAP002438	ASIC009104
OG0005506	AGAP000814	ASIC004479
OG0005507	AGAP000561	ASIC003942
OG0005508	AGAP002440	ASIC009106
OG0005509	AGAP002439	ASIC009105
OG0005510	AGAP005193	ASIC018989
OG0005511	AGAP003361	ASIC021704
OG0005512	AGAP004830	ASIC014923
OG0005513	AGAP011885	ASIC018136
OG0005514	AGAP011883	ASIC018139
OG0005515	AGAP011545	ASIC000899
OG0005516	AGAP012330	ASIC018115
OG0005517	AGAP008379	ASIC017580
OG0005518	AGAP008362	ASIC013598
OG0005519	AGAP008375	ASIC013615
OG0005520	AGAP008376	ASIC017583
OG0005521	AGAP008377	ASIC017582
OG0005522	AGAP008374	ASIC013614
OG0005523	AGAP008364	ASIC013600
OG0005524	AGAP008089	ASIC006940
OG0005525	AGAP028115	ASIC013613
OG0005526	AGAP004340	ASIC020599
OG0005527	AGAP004344	ASIC020597
OG0005528	AGAP009458	ASIC007340
OG0005529	AGAP009457	ASIC007341
OG0005530	AGAP009463	ASIC007334
OG0005531	AGAP005773	ASIC018470
OG0005532	AGAP007102	ASIC011020
OG0005533	AGAP005063	ASIC016117
OG0005534	AGAP007100	ASIC011018
OG0005535	AGAP001959	ASIC002762
OG0005536	AGAP001450	ASIC002769
OG0005537	AGAP001445	ASIC002368
OG0005538	AGAP001447	ASIC002766
OG0005539	AGAP001448	ASIC002767
OG0005540	AGAP000784	ASIC006788
OG0005541	AGAP005824	ASIC016338
OG0005542	AGAP005825	ASIC016337
OG0005543	AGAP005828	ASIC002905
OG0005544	AGAP005823	ASIC016339
OG0005545	AGAP008753	ASIC006579
OG0005546	AGAP009777	ASIC017234
OG0005547	AGAP003636	ASIC009830
OG0005548	AGAP003638	ASIC000387
OG0005549	AGAP003632	ASIC009833
OG0005550	AGAP004012	ASIC009206
OG0005551	AGAP012084	ASIC017975
OG0005552	AGAP002702	ASIC001346
OG0005553	AGAP010716	ASIC019950
OG0005554	AGAP010703	ASIC019935
OG0005555	AGAP011488	ASIC015453
OG0005556	AGAP010717	ASIC019951
OG0005557	AGAP010702	ASIC019934
OG0005558	AGAP010715	ASIC019949
OG0005559	AGAP010711	ASIC019945
OG0005560	AGAP012044	ASIC004976
OG0005561	AGAP011462	ASIC015495
OG0005562	AGAP012487	ASIC013890
OG0005563	AGAP012460	ASIC013896
OG0005564	AGAP012707	ASIC013893
OG0005565	AGAP010319	ASIC013920
OG0005566	AGAP012466	ASIC013889
OG0005567	AGAP012462	ASIC013892
OG0005568	AGAP004990	ASIC016545
OG0005569	AGAP004991	ASIC016543
OG0005570	AGAP004989	ASIC016546
OG0005571	AGAP004992	ASIC016542
OG0005572	AGAP003620	ASIC021461
OG0005573	AGAP004470	ASIC004736
OG0005574	AGAP003153	ASIC008066
OG0005575	AGAP003820	ASIC002275
OG0005576	AGAP004480	ASIC008068
OG0005577	AGAP004481	ASIC008067
OG0005578	AGAP004471	ASIC004737
OG0005579	AGAP004477	ASIC008071
OG0005580	AGAP003819	ASIC002274
OG0005581	AGAP004430	ASIC020230
OG0005582	AGAP002139	ASIC021401
OG0005583	AGAP002161	ASIC021398
OG0005584	AGAP002040	ASIC007022
OG0005585	AGAP003287	ASIC007019
OG0005586	AGAP007955	ASIC017632
OG0005587	AGAP007956	ASIC017631
OG0005588	AGAP009637	ASIC017205
OG0005589	AGAP007963	ASIC017624
OG0005590	AGAP008678	ASIC005294
OG0005591	AGAP008991	ASIC017194
OG0005592	AGAP007957	ASIC017630
OG0005593	AGAP007954	ASIC017634
OG0005594	AGAP005949	ASIC015076
OG0005595	AGAP005948	ASIC015075
OG0005596	AGAP006469	ASIC000283
OG0005598	AGAP004777	ASIC011270
OG0005599	AGAP011271	ASIC010964
OG0005600	AGAP005814	ASIC016375
OG0005601	AGAP000938	ASIC005183
OG0005602	AGAP007585	ASIC010202
OG0005603	AGAP001278	ASIC011508
OG0005604	AGAP029806	ASIC011511
OG0005605	AGAP000924	ASIC009452
OG0005607	AGAP000326	ASIC007644
OG0005608	AGAP001093	ASIC007661
OG0005609	AGAP000433	ASIC006316
OG0005610	AGAP006838	ASIC013767
OG0005611	AGAP003655	ASIC008811
OG0005612	AGAP003652	ASIC008809
OG0005613	AGAP005903	ASIC012267
OG0005614	AGAP005915	ASIC012250
OG0005615	AGAP005914	ASIC012251
OG0005616	AGAP003035	ASIC008036
OG0005617	AGAP001306	ASIC010547
OG0005618	AGAP001307	ASIC010548
OG0005619	AGAP001308	ASIC010549
OG0005620	AGAP007018	ASIC015037
OG0005621	AGAP007019	ASIC015039
OG0005622	AGAP007020	ASIC015040
OG0005623	AGAP007021	ASIC015041
OG0005624	AGAP008191	ASIC004342
OG0005625	AGAP009078	ASIC007101
OG0005626	AGAP008895	ASIC010775
OG0005627	AGAP009601	ASIC004338
OG0005628	AGAP028170	ASIC010780
OG0005629	AGAP008896	ASIC010776
OG0005630	AGAP005291	ASIC010446
OG0005631	AGAP005292	ASIC010448
OG0005632	AGAP007294	ASIC007794
OG0005633	AGAP005818	ASIC016357
OG0005634	AGAP007297	ASIC007789
OG0005635	AGAP007299	ASIC007787
OG0005636	AGAP007295	ASIC007790
OG0005637	AGAP007298	ASIC007788
OG0005638	AGAP005820	ASIC016354
OG0005639	AGAP007396	ASIC019703
OG0005641	AGAP002220	ASIC016965
OG0005642	AGAP003873	ASIC021433
OG0005643	AGAP003874	ASIC021434
OG0005644	AGAP002939	ASIC021430
OG0005645	AGAP002935	ASIC009417
OG0005646	AGAP001762	ASIC009418
OG0005647	AGAP004048	ASIC008851
OG0005648	AGAP008208	ASIC006838
OG0005649	AGAP008313	ASIC015745
OG0005650	AGAP009172	ASIC006667
OG0005651	AGAP012635, AGAP009924	ASIC014635
OG0005652	AGAP004208	ASIC000601
OG0005653	AGAP001675	ASIC009602
OG0005654	AGAP000870	ASIC009616
OG0005655	AGAP003725	ASIC013237
OG0005656	AGAP003726	ASIC013235
OG0005657	AGAP002800	ASIC003328
OG0005658	AGAP005589	ASIC011740
OG0005659	AGAP005588	ASIC011742
OG0005660	AGAP005595	ASIC011738
OG0005661	AGAP007604	ASIC010183
OG0005662	AGAP012381	ASIC015989
OG0005663	AGAP012417	ASIC015908
OG0005664	AGAP012416	ASIC015914
OG0005665	AGAP007459	ASIC019766
OG0005666	AGAP007472	ASIC019772
OG0005667	AGAP006803	ASIC019625
OG0005668	AGAP011603	ASIC017497
OG0005669	AGAP004825	ASIC009143
OG0005670	AGAP000930	ASIC009657
OG0005671	AGAP007765	ASIC014210
OG0005672	AGAP007772	ASIC014202
OG0005673	AGAP007761	ASIC014213
OG0005674	AGAP007766	ASIC014209
OG0005675	AGAP007763	ASIC014211
OG0005676	AGAP011136	ASIC019278
OG0005677	AGAP005190	ASIC018956
OG0005678	AGAP007511	ASIC019819
OG0005679	AGAP007505	ASIC019813
OG0005680	AGAP007512	ASIC019825
OG0005681	AGAP007500	ASIC019806
OG0005682	AGAP007506	ASIC019814
OG0005683	AGAP004557	ASIC021871
OG0005684	AGAP004235	ASIC001583
OG0005685	AGAP004238	ASIC001587
OG0005686	AGAP000191	ASIC020368
OG0005687	AGAP009319	ASIC006378
OG0005689	AGAP009325	ASIC006373
OG0005690	AGAP009323	ASIC006374
OG0005691	AGAP012018	ASIC017935
OG0005692	AGAP004805	ASIC014947
OG0005693	AGAP001878	ASIC008313
OG0005694	AGAP004909	ASIC019214
OG0005695	AGAP001880	ASIC008315
OG0005696	AGAP001874	ASIC008308
OG0005697	AGAP001936	ASIC008208
OG0005698	AGAP001938	ASIC008209
OG0005699	AGAP001879	ASIC008314
OG0005700	AGAP003513	ASIC012003
OG0005701	AGAP029633	ASIC012696
OG0005702	AGAP011801	ASIC017773
OG0005703	AGAP011800	ASIC017772
OG0005704	AGAP011888	ASIC018134
OG0005705	AGAP011727	ASIC002226
OG0005706	AGAP011413	ASIC017964
OG0005707	AGAP011889	ASIC018133
OG0005708	AGAP029902	ASIC018132
OG0005709	AGAP011892	ASIC018131
OG0005710	AGAP011803	ASIC017774
OG0005711	AGAP010792	ASIC001204
OG0005712	AGAP010793	ASIC001205
OG0005713	AGAP006428	ASIC002582
OG0005714	AGAP009991	ASIC008628
OG0005715	AGAP004864	ASIC014934
OG0005716	AGAP009993	ASIC008623
OG0005717	AGAP005259	ASIC014932
OG0005718	AGAP009989	ASIC008625
OG0005719	AGAP009990	ASIC008627
OG0005720	AGAP009988	ASIC008630
OG0005721	AGAP006356	ASIC016637
OG0005722	AGAP005144	ASIC012358
OG0005723	AGAP000536	ASIC010240
OG0005724	AGAP000297	ASIC020343
OG0005725	AGAP000298	ASIC020365, ASIC009882
OG0005726	AGAP011351	ASIC004819
OG0005727	AGAP010592	ASIC017918
OG0005728	AGAP011354	ASIC004822
OG0005729	AGAP005977	ASIC011603
OG0005730	AGAP011352	ASIC004820
OG0005731	AGAP010738	ASIC015327
OG0005732	AGAP000578	ASIC000590
OG0005733	AGAP000579	ASIC005368
OG0005734	AGAP029597	ASIC019359
OG0005735	AGAP012129	ASIC019361
OG0005736	AGAP012130	ASIC019362
OG0005737	AGAP012125	ASIC019358
OG0005738	AGAP004715	ASIC011841
OG0005739	AGAP004337	ASIC004012
OG0005740	AGAP000986	ASIC005382
OG0005741	AGAP007845	ASIC012816
OG0005742	AGAP009003	ASIC012814
OG0005743	AGAP009001	ASIC012802
OG0005744	AGAP028635	ASIC017926
OG0005745	AGAP004819	ASIC009142
OG0005746	AGAP004817	ASIC009145
OG0005747	AGAP004818	ASIC009144
OG0005748	AGAP010033	ASIC002806
OG0005749	AGAP006256	ASIC003009
OG0005750	AGAP004820	ASIC009139
OG0005751	AGAP002925	ASIC004586
OG0005753	AGAP004535	ASIC021899
OG0005754	AGAP004530	ASIC021906
OG0005755	AGAP000526	ASIC005227
OG0005756	AGAP000402	ASIC010260
OG0005757	AGAP028542	ASIC018291
OG0005758	AGAP001535	ASIC002417
OG0005759	AGAP001533	ASIC002419
OG0005760	AGAP001528	ASIC013245
OG0005761	AGAP013478	ASIC013244
OG0005762	AGAP004946	ASIC016081
OG0005763	AGAP001527	ASIC013246
OG0005764	AGAP004731	ASIC011297
OG0005765	AGAP004737	ASIC011286
OG0005766	AGAP004738	ASIC011285
OG0005767	AGAP004742	ASIC011282
OG0005768	AGAP003335	ASIC002289
OG0005769	AGAP003337	ASIC002287
OG0005770	AGAP003821	ASIC002276
OG0005771	AGAP003336	ASIC002288
OG0005772	AGAP003341	ASIC002283
OG0005773	AGAP003339	ASIC002285
OG0005774	AGAP003823	ASIC002277
OG0005776	AGAP004640	ASIC014327
OG0005777	AGAP009042	ASIC010837
OG0005778	AGAP029598	ASIC003091
OG0005779	AGAP029473	ASIC003093
OG0005780	AGAP005435	ASIC003099
OG0005781	AGAP029502	ASIC013068
OG0005783	AGAP010376	ASIC015892
OG0005784	AGAP003988	ASIC013342
OG0005785	AGAP001039	ASIC017095
OG0005786	AGAP001037	ASIC017100
OG0005787	AGAP000549	ASIC010223
OG0005788	AGAP000422	ASIC017091
OG0005789	AGAP000436	ASIC006349
OG0005790	AGAP011772	ASIC018328
OG0005791	AGAP011770	ASIC018323
OG0005792	AGAP007119	ASIC011051
OG0005793	AGAP010272	ASIC013449
OG0005794	AGAP012518	ASIC013474
OG0005795	AGAP006687	ASIC021613
OG0005796	AGAP006688	ASIC021612
OG0005797	AGAP001200	ASIC011394
OG0005798	AGAP001194	ASIC011401
OG0005799	AGAP013386	ASIC011395
OG0005800	AGAP007050	ASIC018532
OG0005801	AGAP007049	ASIC018537
OG0005802	AGAP007053	ASIC018525
OG0005803	AGAP007051	ASIC018531
OG0005804	AGAP007989	ASIC017072, ASIC013195
OG0005805	AGAP000354	ASIC011794
OG0005806	AGAP000899	ASIC017074
OG0005807	AGAP000332	ASIC004457
OG0005808	AGAP003229	ASIC021529
OG0005809	AGAP001793	ASIC010069
OG0005810	AGAP003228	ASIC021530
OG0005811	AGAP001362	ASIC012668
OG0005812	AGAP003276	ASIC012634
OG0005813	AGAP003273	ASIC012620
OG0005814	AGAP003935	ASIC014739
OG0005815	AGAP003453	ASIC005503
OG0005816	AGAP003454	ASIC005505
OG0005817	AGAP003934	ASIC014738
OG0005818	AGAP004322	ASIC005531
OG0005819	AGAP003936	ASIC014740, ASIC014742
OG0005820	AGAP028490	ASIC010881
OG0005821	AGAP001733	ASIC011130
OG0005822	AGAP008325	ASIC003439
OG0005823	AGAP008327	ASIC003442
OG0005824	AGAP004659	ASIC010893
OG0005825	AGAP006880	ASIC013706
OG0005826	AGAP006888	ASIC013676
OG0005827	AGAP006872	ASIC013725
OG0005828	AGAP006873	ASIC013718
OG0005829	AGAP011778	ASIC018332
OG0005830	AGAP004641	ASIC014328
OG0005831	AGAP011099	ASIC014460
OG0005832	AGAP002302	ASIC008448
OG0005834	AGAP002300	ASIC008450
OG0005835	AGAP007121	ASIC018935
OG0005836	AGAP004937	ASIC016053
OG0005837	AGAP005521	ASIC011071
OG0005838	AGAP005701	ASIC021625
OG0005839	AGAP005861	ASIC016868
OG0005840	AGAP009771	ASIC022004
OG0005841	AGAP009772	ASIC022143
OG0005842	AGAP009770	ASIC022048
OG0005843	AGAP002066	ASIC004070
OG0005844	AGAP002071	ASIC004062
OG0005845	AGAP002064	ASIC004072
OG0005846	AGAP002065	ASIC004071
OG0005847	AGAP001917	ASIC008170
OG0005848	AGAP001914	ASIC008161
OG0005849	AGAP001915	ASIC008162
OG0005850	AGAP002183	ASIC010373
OG0005851	AGAP002759	ASIC008770
OG0005852	AGAP001828	ASIC008270
OG0005853	AGAP029563	ASIC005401
OG0005854	AGAP010314	ASIC005402
OG0005855	AGAP028425	ASIC016422
OG0005856	AGAP004958	ASIC016436
OG0005857	AGAP004968	ASIC016421
OG0005858	AGAP004959	ASIC016435
OG0005859	AGAP004961	ASIC016433
OG0005860	AGAP004965	ASIC016423
OG0005861	AGAP004956	ASIC016438
OG0005862	AGAP007373	ASIC019680
OG0005863	AGAP007369	ASIC019684
OG0005864	AGAP007383	ASIC019692
OG0005865	AGAP007363	ASIC019689
OG0005866	AGAP009117	ASIC004149
OG0005867	AGAP009116	ASIC004148
OG0005868	AGAP009114	ASIC004144
OG0005869	AGAP008875	ASIC010749
OG0005870	AGAP008874	ASIC010748
OG0005871	AGAP008876	ASIC010750
OG0005872	AGAP007789	ASIC004876
OG0005873	AGAP007786	ASIC004881
OG0005874	AGAP007784	ASIC004883
OG0005875	AGAP003769	ASIC004316
OG0005876	AGAP003768	ASIC004317
OG0005877	AGAP001211	ASIC011491
OG0005878	AGAP001212	ASIC011535
OG0005879	AGAP001207	ASIC011593
OG0005880	AGAP003775	ASIC004309
OG0005881	AGAP003770	ASIC004314
OG0005882	AGAP011538	ASIC008114
OG0005884	AGAP011541	ASIC008138
OG0005885	AGAP001023	ASIC022327
OG0005886	AGAP000220	ASIC004445
OG0005887	AGAP001237	ASIC011526
OG0005888	AGAP002239	ASIC012370
OG0005889	AGAP002235	ASIC002845
OG0005890	AGAP001235	ASIC011523
OG0005891	AGAP002236	ASIC003292
OG0005892	AGAP009865	ASIC012041
OG0005893	AGAP011245	ASIC003646
OG0005894	AGAP011244	ASIC003647
OG0005895	AGAP011243	ASIC003648
OG0005896	AGAP011246	ASIC003645
OG0005897	AGAP011248	ASIC003643
OG0005898	AGAP011242	ASIC003650
OG0005899	AGAP008993	ASIC017172, ASIC017322
OG0005900	AGAP001124	ASIC011565
OG0005901	AGAP010229	ASIC013475
OG0005902	AGAP010230	ASIC013486
OG0005903	AGAP010228	ASIC013453
OG0005904	AGAP011077	ASIC019462
OG0005905	AGAP011081	ASIC019458
OG0005906	AGAP011070	ASIC019463
OG0005907	AGAP011078	ASIC019461
OG0005908	AGAP011086	ASIC019452
OG0005909	AGAP011084	ASIC019455
OG0005910	AGAP011080	ASIC019459
OG0005911	AGAP011062	ASIC019485
OG0005912	AGAP011061	ASIC019489
OG0005913	AGAP009314	ASIC006384
OG0005914	AGAP009743	ASIC022104
OG0005915	AGAP009742	ASIC022105
OG0005916	AGAP009746	ASIC022096
OG0005917	AGAP008912	ASIC006079
OG0005918	AGAP028645	ASIC022093
OG0005919	AGAP009747	ASIC022095
OG0005920	AGAP009744	ASIC022103
OG0005921	AGAP009740	ASIC022108
OG0005922	AGAP012002	ASIC013015
OG0005923	AGAP012005	ASIC013019
OG0005924	AGAP012003	ASIC013016
OG0005925	AGAP006232	ASIC018913
OG0005926	AGAP006229	ASIC018908
OG0005927	AGAP006231	ASIC018912
OG0005928	AGAP006393	ASIC011035
OG0005929	AGAP006392	ASIC011046
OG0005930	AGAP004140	ASIC006158
OG0005931	AGAP004351	ASIC020588
OG0005932	AGAP004593	ASIC014329
OG0005933	AGAP004595	ASIC014245
OG0005934	AGAP012793, AGAP003858	ASIC014236
OG0005935	AGAP004204	ASIC007069
OG0005936	AGAP004280	ASIC007063
OG0005937	AGAP004205	ASIC007068
OG0005938	AGAP010757	ASIC022303
OG0005939	AGAP029638	ASIC022299
OG0005940	AGAP004803	ASIC014952, ASIC014951
OG0005941	AGAP010679	ASIC022296
OG0005942	AGAP010755	ASIC022300
OG0005943	AGAP010756	ASIC022302
OG0005944	AGAP010680	ASIC022295
OG0005945	AGAP002374	ASIC011945
OG0005946	AGAP002282	ASIC014844
OG0005947	AGAP004298	ASIC003602
OG0005948	AGAP002370	ASIC012014
OG0005949	AGAP004299	ASIC003603
OG0005950	AGAP004297	ASIC003601
OG0005951	AGAP004300	ASIC003604
OG0005952	AGAP003488	ASIC006037
OG0005953	AGAP003485	ASIC001562
OG0005954	AGAP009347	ASIC006733
OG0005955	AGAP009348	ASIC006729
OG0005956	AGAP029635	ASIC006735
OG0005957	AGAP005081	ASIC018630
OG0005958	AGAP005080	ASIC018629
OG0005959	AGAP005079	ASIC018628
OG0005960	AGAP005082	ASIC018631
OG0005961	AGAP010586	ASIC017925
OG0005962	AGAP004023	ASIC008906
OG0005963	AGAP005856	ASIC016862
OG0005964	AGAP006772	ASIC019672
OG0005965	AGAP006769	ASIC019674
OG0005966	AGAP009788	ASIC017224
OG0005967	AGAP008967	ASIC020738
OG0005968	AGAP009881	ASIC015778
OG0005969	AGAP000529	ASIC005225
OG0005970	AGAP000963	ASIC006830
OG0005971	AGAP001050	ASIC004351
OG0005972	AGAP000966	ASIC006772
OG0005973	AGAP007213	ASIC016715
OG0005974	AGAP004377	ASIC021745
OG0005975	AGAP004938	ASIC016054
OG0005976	AGAP005630	ASIC015054
OG0005977	AGAP004376	ASIC021744
OG0005978	AGAP003440	ASIC021578
OG0005979	AGAP004375	ASIC021742
OG0005980	AGAP010428	ASIC008956
OG0005981	AGAP010426	ASIC008962
OG0005982	AGAP010429	ASIC008945
OG0005983	AGAP010427	ASIC008961
OG0005984	AGAP004125	ASIC006174
OG0005985	AGAP004127	ASIC006176
OG0005986	AGAP004124	ASIC006134
OG0005987	AGAP008637	ASIC014120
OG0005988	AGAP010200	ASIC013514
OG0005989	AGAP002622	ASIC013809
OG0005990	AGAP006631	ASIC019890
OG0005991	AGAP006135	ASIC019894
OG0005992	AGAP005504	ASIC012466
OG0005993	AGAP005494	ASIC012454
OG0005994	AGAP005505	ASIC012468
OG0005995	AGAP007284	ASIC007797
OG0005996	AGAP006136	ASIC019895
OG0005997	AGAP008223	ASIC013095
OG0005998	AGAP008225	ASIC013099
OG0005999	AGAP009769	ASIC022062
OG0006000	AGAP008224	ASIC013096
OG0006001	AGAP009765	ASIC022076
OG0006002	AGAP006824	ASIC019589
OG0006003	AGAP000038	ASIC000570
OG0006004	AGAP000489	ASIC016988
OG0006005	AGAP000037	ASIC000569
OG0006006	AGAP009675	ASIC004514
OG0006007	AGAP009674	ASIC004515
OG0006008	AGAP009095	ASIC006969
OG0006009	AGAP009096	ASIC002670
OG0006010	AGAP009736	ASIC022113
OG0006011	AGAP009094	ASIC006466
OG0006012	AGAP028432	ASIC011850
OG0006013	AGAP004686	ASIC011799
OG0006014	AGAP010933	ASIC008468
OG0006015	AGAP002522	ASIC010574
OG0006016	AGAP012517	ASIC011851
OG0006017	AGAP010671	ASIC012873
OG0006018	AGAP009591	ASIC002249
OG0006019	AGAP009589	ASIC002235
OG0006020	AGAP009584	ASIC002241
OG0006021	AGAP009590	ASIC002250
OG0006022	AGAP009595	ASIC002233
OG0006023	AGAP003521	ASIC011991
OG0006024	AGAP003663	ASIC003594
OG0006025	AGAP003661	ASIC003597
OG0006026	AGAP003662	ASIC003596
OG0006027	AGAP002242	ASIC012367
OG0006028	AGAP002247	ASIC001379
OG0006029	AGAP002251	ASIC005641
OG0006030	AGAP002243	ASIC001382
OG0006031	AGAP002245	ASIC001381
OG0006033	AGAP002248	ASIC012360
OG0006034	AGAP003591	ASIC004636
OG0006035	AGAP003598	ASIC004641
OG0006037	AGAP002192	ASIC007885
OG0006038	AGAP003588	ASIC004633
OG0006039	AGAP003587	ASIC004632
OG0006040	AGAP003599	ASIC004642
OG0006041	AGAP003597	ASIC004640
OG0006042	AGAP003593	ASIC004637
OG0006043	AGAP005955	ASIC015082
OG0006044	AGAP006461	ASIC001052
OG0006045	AGAP006456	ASIC001037
OG0006046	AGAP006459	ASIC001035
OG0006047	AGAP005954	ASIC015081
OG0006048	AGAP001053	ASIC009695
OG0006049	AGAP001052	ASIC009700
OG0006050	AGAP028083, AGAP010485	ASIC009702
OG0006051	AGAP000343	ASIC004453
OG0006052	AGAP005909	ASIC012259
OG0006053	AGAP003020	ASIC008012
OG0006054	AGAP007166	ASIC007858
OG0006055	AGAP004928	ASIC016034
OG0006056	AGAP029895	ASIC016045
OG0006057	AGAP002822	ASIC014102
OG0006058	AGAP002361	ASIC005514
OG0006059	AGAP001994	ASIC004555
OG0006060	AGAP005402	ASIC015033
OG0006061	AGAP011587	ASIC017533
OG0006062	AGAP000855	ASIC016937
OG0006063	AGAP000372	ASIC009587
OG0006064	AGAP000861	ASIC016948
OG0006066	AGAP003734	ASIC011324
OG0006067	AGAP003731	ASIC011320
