Orthogroup	AgambiaePEST	Aalbopictus_AalbF5
OG0005455	AGAP010289	LOC109622537
OG0005456	AGAP004761	LOC109402320
OG0005458	AGAP012164	LOC109402333
OG0005459	AGAP010217	LOC109433079
OG0005460	AGAP008869	LOC109419982
OG0005461	AGAP008871	LOC109420001
OG0005462	AGAP010215	LOC109420061
OG0005463	AGAP008872	LOC109433046
OG0005464	AGAP004039	LOC109399005
OG0005465	AGAP006028	LOC109622845
OG0005466	AGAP007136	LOC109622842
OG0005467	AGAP003135	LOC109419258
OG0005468	AGAP003136	LOC109419256
OG0005469	AGAP003373	LOC109419246
OG0005470	AGAP003140	LOC109427334
OG0005471	AGAP003138	LOC109419253
OG0005472	AGAP003131	LOC109426113
OG0005473	AGAP012160	LOC109409395
OG0005474	AGAP012148	LOC109420146
OG0005475	AGAP028631	LOC109409399
OG0005476	AGAP012163	LOC109409392
OG0005477	AGAP012144	LOC115264608
OG0005478	AGAP012143	LOC109431245
OG0005479	AGAP012146	LOC109431247
OG0005480	AGAP012152	LOC109431252
OG0005482	AGAP000810	LOC109409490
OG0005483	AGAP000805	LOC109397627
OG0005484	AGAP000808	LOC109397641
OG0005485	AGAP002308	LOC115263687
OG0005486	AGAP000832	LOC115266711
OG0005487	AGAP010224, AGAP012756	LOC109417765
OG0005488	AGAP008697	LOC109424232
OG0005489	AGAP001069	LOC109427522
OG0005490	AGAP007575	LOC109622521
OG0005491	AGAP007578	LOC109408976
OG0005492	AGAP007579	LOC109622517
OG0005493	AGAP007580	LOC109408924
OG0005494	AGAP007574	LOC109622522
OG0005495	AGAP009134	LOC109433573
OG0005496	AGAP009130	LOC109430130
OG0005497	AGAP009126	LOC109433586
OG0005498	AGAP009131	LOC109433596
OG0005499	AGAP009129	LOC109430129
OG0005500	AGAP009135	LOC109433584
OG0005501	AGAP009127	LOC109430131
OG0005502	AGAP009133	LOC115266793
OG0005503	AGAP000615	LOC109404698
OG0005505	AGAP002438	LOC109418403
OG0005506	AGAP000814	LOC109410343
OG0005507	AGAP000561	LOC109410340
OG0005508	AGAP002440	LOC109426117
OG0005509	AGAP002439	LOC109426090
OG0005510	AGAP005193	LOC109430832
OG0005511	AGAP003361	LOC109424150
OG0005512	AGAP004830	LOC109424164
OG0005513	AGAP011885	LOC109431323
OG0005514	AGAP011883	LOC109432015
OG0005515	AGAP011545	LOC109431990
OG0005516	AGAP012330	LOC109431311
OG0005517	AGAP008379	LOC115255463
OG0005518	AGAP008362	LOC109419931
OG0005519	AGAP008375	LOC109419949
OG0005520	AGAP008376	LOC109419950
OG0005521	AGAP008377	LOC115255169
OG0005522	AGAP008374	LOC109417504
OG0005523	AGAP008364	LOC109419933
OG0005524	AGAP008089	LOC109419957
OG0005525	AGAP028115	LOC109419943
OG0005526	AGAP004340	LOC109397201
OG0005527	AGAP004344	LOC109407348
OG0005528	AGAP009458	LOC109429985
OG0005529	AGAP009457	LOC115262090
OG0005530	AGAP009463	LOC109429564
OG0005531	AGAP005773	LOC109411098
OG0005532	AGAP007102	LOC109408168
OG0005533	AGAP005063	LOC109408161
OG0005534	AGAP007100	LOC109408167
OG0005535	AGAP001959	LOC109398870
OG0005536	AGAP001450	LOC115261342
OG0005537	AGAP001445	LOC109398780
OG0005538	AGAP001447	LOC109429210
OG0005539	AGAP001448	LOC109398783
OG0005540	AGAP000784	LOC109428256
OG0005541	AGAP005824	LOC109411446
OG0005542	AGAP005825	LOC109409700
OG0005543	AGAP005828	LOC109411441
OG0005544	AGAP005823	LOC109411447
OG0005545	AGAP008753	LOC115258816
OG0005546	AGAP009777	LOC115258462
OG0005547	AGAP003636	LOC109411166
OG0005548	AGAP003638	LOC109425564
OG0005549	AGAP003632	LOC109411159
OG0005550	AGAP004012	LOC115267088
OG0005551	AGAP012084	LOC109404496
OG0005552	AGAP002702	LOC115261505
OG0005553	AGAP010716	LOC109418544
OG0005554	AGAP010703	LOC115257444
OG0005555	AGAP011488	LOC109418512
OG0005556	AGAP010717	LOC109418545
OG0005557	AGAP010702	LOC109418478
OG0005558	AGAP010715	LOC109418541
OG0005559	AGAP010711	LOC109418539
OG0005560	AGAP012044	LOC109418534
OG0005561	AGAP011462	LOC109413080
OG0005562	AGAP012487	LOC109414922, LOC109428994
OG0005563	AGAP012460	LOC109414907
OG0005564	AGAP012707	LOC109428905
OG0005565	AGAP010319	LOC134291725, LOC109428912
OG0005566	AGAP012466	LOC109428906
OG0005567	AGAP012462	LOC115267748
OG0005568	AGAP004990	LOC109424237
OG0005569	AGAP004991	LOC109423871
OG0005570	AGAP004989	LOC109423868
OG0005571	AGAP004992	LOC109423870
OG0005572	AGAP003620	LOC109419394
OG0005573	AGAP004470	LOC109401060
OG0005574	AGAP003153	LOC109419385
OG0005575	AGAP003820	LOC109401061
OG0005576	AGAP004480	LOC109419387
OG0005577	AGAP004481	LOC109408434
OG0005578	AGAP004471	LOC109408428
OG0005579	AGAP004477	LOC109408431
OG0005580	AGAP003819	LOC109401041
OG0005581	AGAP004430	LOC109401047
OG0005582	AGAP002139	LOC109401050
OG0005583	AGAP002161	LOC109401058
OG0005584	AGAP002040	LOC109426167
OG0005585	AGAP003287	LOC109426162
OG0005586	AGAP007955	LOC115255757
OG0005587	AGAP007956	LOC115255758
OG0005588	AGAP009637	LOC109427894
OG0005589	AGAP007963	LOC109428219
OG0005590	AGAP008678	LOC109427891
OG0005591	AGAP008991	LOC109428213
OG0005592	AGAP007957	LOC109428225
OG0005593	AGAP007954	LOC109427913
OG0005594	AGAP005949	LOC109403232
OG0005595	AGAP005948	LOC109403230
OG0005596	AGAP006469	LOC109402743
OG0005597	AGAP004778	LOC134291793, LOC109432274
OG0005598	AGAP004777	LOC115267799
OG0005599	AGAP011271	LOC109397096
OG0005600	AGAP005814	LOC109621709
OG0005601	AGAP000938	LOC109427463
OG0005602	AGAP007585	LOC109408817
OG0005603	AGAP001278	LOC109410465
OG0005604	AGAP029806	LOC109401449
OG0005605	AGAP000924	LOC109427429
OG0005606	AGAP001568	LOC109410146, LOC115256849
OG0005607	AGAP000326	LOC109427404, LOC109410124
OG0005608	AGAP001093	LOC109410132
OG0005609	AGAP000433	LOC109410121
OG0005610	AGAP006838	LOC109403097
OG0005611	AGAP003655	LOC109416175
OG0005612	AGAP003652	LOC109404972
OG0005613	AGAP005903	LOC115268495
OG0005614	AGAP005915	LOC109417993
OG0005615	AGAP005914	LOC109621930
OG0005616	AGAP003035	LOC109416173
OG0005617	AGAP001306	LOC109406842
OG0005618	AGAP001307	LOC109406840
OG0005619	AGAP001308	LOC109415714
OG0005620	AGAP007018	LOC109430913
OG0005621	AGAP007019	LOC109430930
OG0005622	AGAP007020	LOC115263169
OG0005623	AGAP007021	LOC109430911
OG0005624	AGAP008191	LOC134287925
OG0005625	AGAP009078	LOC134287027
OG0005626	AGAP008895	LOC109411274
OG0005627	AGAP009601	LOC134287922
OG0005628	AGAP028170	LOC109411273
OG0005629	AGAP008896	LOC109411275
OG0005630	AGAP005291	LOC109406399
OG0005631	AGAP005292	LOC109423650
OG0005632	AGAP007294	LOC109411467
OG0005633	AGAP005818	LOC109409711
OG0005634	AGAP007297	LOC109409719
OG0005635	AGAP007299	LOC109409715
OG0005636	AGAP007295	LOC109409721
OG0005637	AGAP007298	LOC109411464
OG0005638	AGAP005820	LOC109411461
OG0005639	AGAP007396	LOC109411457
OG0005640	AGAP012847, AGAP007296	LOC109411487
OG0005641	AGAP002220	LOC109408497
OG0005642	AGAP003873	LOC109405715
OG0005643	AGAP003874	LOC109408405
OG0005644	AGAP002939	LOC109408402
OG0005645	AGAP002935	LOC109408401
OG0005646	AGAP001762	LOC109408400
OG0005647	AGAP004048	LOC134284683, LOC109399011
OG0005648	AGAP008208	LOC109421556
OG0005649	AGAP008313	LOC115254020
OG0005650	AGAP009172	LOC115254024
OG0005651	AGAP012635, AGAP009924	LOC109410195
OG0005652	AGAP004208	LOC109403564
OG0005653	AGAP001675	LOC109422982
OG0005654	AGAP000870	LOC109422992
OG0005655	AGAP003725	LOC109415069
OG0005656	AGAP003726	LOC134289694
OG0005657	AGAP002800	LOC109429163
OG0005658	AGAP005589	LOC115259323, LOC109417867
OG0005659	AGAP005588	LOC109426821
OG0005660	AGAP005595	LOC109426825
OG0005661	AGAP007604	LOC109408514
OG0005662	AGAP012381	LOC109621446
OG0005663	AGAP012417	LOC109621452
OG0005664	AGAP012416	LOC109621453
OG0005665	AGAP007459	LOC109418041
OG0005666	AGAP007472	LOC109418123
OG0005667	AGAP006803	LOC109408030
OG0005668	AGAP011603	LOC109417172
OG0005669	AGAP004825	LOC109398058
OG0005670	AGAP000930	LOC115256839
OG0005671	AGAP007765	LOC109411249
OG0005672	AGAP007772	LOC109433112
OG0005673	AGAP007761	LOC109433104
OG0005674	AGAP007766	LOC109411251
OG0005675	AGAP007763	LOC109412936
OG0005676	AGAP011136	LOC134292215
OG0005678	AGAP007511	LOC109409433
OG0005679	AGAP007505	LOC109622423
OG0005680	AGAP007512	LOC109409370
OG0005681	AGAP007500	LOC109622561
OG0005682	AGAP007506	LOC109409503
OG0005683	AGAP004557	LOC109410083
OG0005684	AGAP004235	LOC109410081
OG0005685	AGAP004238	LOC109430224
OG0005686	AGAP000191	LOC109427542
OG0005687	AGAP009319	LOC109431007
OG0005688	AGAP009329	LOC109423928
OG0005689	AGAP009325	LOC109404774
OG0005690	AGAP009323	LOC109404804
OG0005691	AGAP012018	LOC109401167
OG0005692	AGAP004805	LOC109401161
OG0005693	AGAP001878	LOC109621647
OG0005694	AGAP004909	LOC109432359
OG0005695	AGAP001880	LOC109426352
OG0005696	AGAP001874	LOC115258105
OG0005697	AGAP001936	LOC109621640
OG0005698	AGAP001938	LOC109426359
OG0005699	AGAP001879	LOC109426355
OG0005700	AGAP003513	LOC109430398
OG0005701	AGAP029633	LOC109405279
OG0005702	AGAP011801	LOC109410615
OG0005703	AGAP011800	LOC109410618
OG0005704	AGAP011888	LOC109410612
OG0005705	AGAP011727	LOC109409843
OG0005706	AGAP011413	LOC109409847
OG0005707	AGAP011889	LOC109410722
OG0005708	AGAP029902	LOC109410728
OG0005709	AGAP011892	LOC109410608
OG0005710	AGAP011803	LOC109410719
OG0005711	AGAP010792	LOC109397131
OG0005712	AGAP010793	LOC109409845
OG0005713	AGAP006428	LOC115267945
OG0005714	AGAP009991	LOC109433230
OG0005715	AGAP004864	LOC109416338
OG0005716	AGAP009993	LOC109433258
OG0005717	AGAP005259	LOC109416326
OG0005718	AGAP009989	LOC109424528
OG0005719	AGAP009990	LOC109433229
OG0005720	AGAP009988	LOC109433266
OG0005721	AGAP006356	LOC109408009
OG0005722	AGAP005144	LOC109401934
OG0005723	AGAP000536	LOC115269531
OG0005724	AGAP000297	LOC109433005
OG0005725	AGAP000298	LOC115269569
OG0005726	AGAP011351	LOC109399088
OG0005727	AGAP010592	LOC109399102
OG0005728	AGAP011354	LOC109399132
OG0005729	AGAP005977	LOC109425707
OG0005730	AGAP011352	LOC109399090
OG0005731	AGAP010738	LOC109399607
OG0005732	AGAP000578	LOC134284448
OG0005733	AGAP000579	LOC134284447
OG0005734	AGAP029597	LOC109431240
OG0005735	AGAP012129	LOC109407702
OG0005736	AGAP012130	LOC109431254
OG0005737	AGAP012125	LOC109407704
OG0005738	AGAP004715	LOC134291464
OG0005739	AGAP004337	LOC109623050
OG0005740	AGAP000986	LOC109431578
OG0005741	AGAP007845	LOC109420002
OG0005742	AGAP009003	LOC109417771
OG0005743	AGAP009001	LOC109417567
OG0005744	AGAP028635	LOC109414898
OG0005745	AGAP004819	LOC134288263
OG0005746	AGAP004817	LOC134288267
OG0005747	AGAP004818	LOC134287205
OG0005748	AGAP010033	LOC109431660
OG0005749	AGAP006256	LOC109431693
OG0005750	AGAP004820	LOC134288262
OG0005751	AGAP002925	LOC109415965
OG0005752	AGAP004537	LOC134291412, LOC109411859
OG0005753	AGAP004535	LOC109411857
OG0005754	AGAP004530	LOC109411853
OG0005755	AGAP000526	LOC109414697
OG0005756	AGAP000402	LOC109412985
OG0005757	AGAP028542	LOC109422362
OG0005758	AGAP001535	LOC109428051
OG0005759	AGAP001533	LOC109418270
OG0005760	AGAP001528	LOC109428045
OG0005761	AGAP013478	LOC109418263
OG0005762	AGAP004946	LOC109423817
OG0005763	AGAP001527	LOC109418262
OG0005764	AGAP004731	LOC109419481
OG0005765	AGAP004737	LOC109397774
OG0005766	AGAP004738	LOC115269408
OG0005767	AGAP004742	LOC109428793
OG0005768	AGAP003335	LOC109402751
OG0005769	AGAP003337	LOC109402833
OG0005770	AGAP003821	LOC109402804
OG0005771	AGAP003336	LOC109422624
OG0005772	AGAP003341	LOC115253825
OG0005773	AGAP003339	LOC109422617
OG0005774	AGAP003823	LOC109422614
OG0005775	AGAP002253	LOC109422608
OG0005776	AGAP004640	LOC115267045
OG0005777	AGAP009042	LOC109410204
OG0005779	AGAP029473	LOC109409984
OG0005780	AGAP005435	LOC109420216
OG0005781	AGAP029502	LOC109402508
OG0005782	AGAP029717	LOC109411575, LOC109411574
OG0005783	AGAP010376	LOC109411566
OG0005784	AGAP003988	LOC109414894
OG0005785	AGAP001039	LOC109397829
OG0005786	AGAP001037	LOC109397816
OG0005787	AGAP000549	LOC109405352
OG0005788	AGAP000422	LOC109422084
OG0005789	AGAP000436	LOC115254276
OG0005790	AGAP011772	LOC109408772
OG0005791	AGAP011770	LOC109432670
OG0005792	AGAP007119	LOC109406742
OG0005793	AGAP010272	LOC109411951
OG0005794	AGAP012518	LOC109406743
OG0005795	AGAP006687	LOC109401026
OG0005796	AGAP006688	LOC109420867
OG0005797	AGAP001200	LOC109427995
OG0005798	AGAP001194	LOC109418213
OG0005799	AGAP013386	LOC109418227
OG0005800	AGAP007050	LOC109431657
OG0005801	AGAP007049	LOC109431702
OG0005802	AGAP007053	LOC109430975
OG0005803	AGAP007051	LOC109430941
OG0005804	AGAP007989	LOC109432684
OG0005805	AGAP000354	LOC109409462
OG0005806	AGAP000899	LOC109409452
OG0005807	AGAP000332	LOC109409459
OG0005808	AGAP003229	LOC109405024
OG0005809	AGAP001793	LOC109405055
OG0005810	AGAP003228	LOC109621259
OG0005811	AGAP001362	LOC109622053
OG0005812	AGAP003276	LOC109405021
OG0005813	AGAP003273	LOC109430362
OG0005814	AGAP003935	LOC109425384
OG0005815	AGAP003453	LOC109399938
OG0005816	AGAP003454	LOC109399942
OG0005817	AGAP003934	LOC109425382
OG0005818	AGAP004322	LOC109399952
OG0005819	AGAP003936	LOC109399958
OG0005820	AGAP028490	LOC109405227
OG0005821	AGAP001733	LOC109412869
OG0005822	AGAP008325	LOC109429368
OG0005823	AGAP008327	LOC109420973
OG0005824	AGAP004659	LOC109406962
OG0005825	AGAP006880	LOC109426769
OG0005826	AGAP006888	LOC109417816
OG0005827	AGAP006872	LOC109417615
OG0005828	AGAP006873	LOC109417807
OG0005829	AGAP011778	LOC109432710
OG0005830	AGAP004641	LOC109432122
OG0005831	AGAP011099	LOC109431038
OG0005832	AGAP002302	LOC115253922
OG0005833	AGAP002305	LOC115253921, LOC109621546
OG0005834	AGAP002300	LOC109621583
OG0005835	AGAP007121	LOC109407986
OG0005836	AGAP004937	LOC109407929
OG0005837	AGAP005521	LOC109413849
OG0005838	AGAP005701	LOC109407928
OG0005839	AGAP005861	LOC109407927
OG0005840	AGAP009771	LOC109421603
OG0005841	AGAP009772	LOC115265574
OG0005842	AGAP009770	LOC115265584
OG0005843	AGAP002066	LOC109419516
OG0005844	AGAP002071	LOC109423119
OG0005845	AGAP002064	LOC109622748
OG0005846	AGAP002065	LOC109419524
OG0005847	AGAP001917	LOC109421732
OG0005848	AGAP001914	LOC109425463
OG0005849	AGAP001915	LOC115254441
OG0005850	AGAP002183	LOC109425461
OG0005851	AGAP002759	LOC109421726
OG0005852	AGAP001828	LOC134291830
OG0005853	AGAP029563	LOC109397745
OG0005854	AGAP010314	LOC109405087
OG0005855	AGAP028425	LOC115270211
OG0005856	AGAP004958	LOC115270239
OG0005857	AGAP004968	LOC115270206
OG0005858	AGAP004959	LOC109430681
OG0005859	AGAP004961	LOC115270244
OG0005860	AGAP004965	LOC109430676
OG0005861	AGAP004956	LOC109430667
OG0005862	AGAP007373	LOC109429038
OG0005863	AGAP007369	LOC109429069
OG0005864	AGAP007383	LOC109429048
OG0005865	AGAP007363	LOC109429045
OG0005866	AGAP009117	LOC109430138
OG0005867	AGAP009116	LOC109430141
OG0005868	AGAP009114	LOC109430148
OG0005869	AGAP008875	LOC115256811
OG0005870	AGAP008874	LOC115256848
OG0005871	AGAP008876	LOC115255619
OG0005872	AGAP007789	LOC109401416
OG0005873	AGAP007786	LOC109401397
OG0005874	AGAP007784	LOC109432898
OG0005875	AGAP003769	LOC109422712
OG0005876	AGAP003768	LOC109412318
OG0005877	AGAP001211	LOC134284402
OG0005878	AGAP001212	LOC109431862
OG0005879	AGAP001207	LOC109422720
OG0005880	AGAP003775	LOC115266147
OG0005881	AGAP003770	LOC115266146
OG0005882	AGAP011538	LOC109431972
OG0005883	AGAP011539	LOC115264574
OG0005884	AGAP011541	LOC109431296
OG0005885	AGAP001023	LOC109406624, LOC109402605
OG0005886	AGAP000220	LOC109430086
OG0005887	AGAP001237	LOC134292069
OG0005888	AGAP002239	LOC109402793
OG0005889	AGAP002235	LOC134292063
OG0005890	AGAP001235	LOC134292064
OG0005891	AGAP002236	LOC115257057
OG0005892	AGAP009865	LOC109423962
OG0005893	AGAP011245	LOC109418569
OG0005894	AGAP011244	LOC109418575
OG0005895	AGAP011243	LOC109418576
OG0005896	AGAP011246	LOC109418567
OG0005897	AGAP011248	LOC109413133
OG0005898	AGAP011242	LOC109413135
OG0005899	AGAP008993	LOC109419404
OG0005900	AGAP001124	LOC115265558
OG0005901	AGAP010229	LOC109416534
OG0005902	AGAP010230	LOC109405615
OG0005903	AGAP010228	LOC109405612
OG0005904	AGAP011077	LOC109425778
OG0005905	AGAP011081	LOC109425774
OG0005906	AGAP011070	LOC109407518
OG0005907	AGAP011078	LOC109407516
OG0005908	AGAP011086	LOC109407514
OG0005909	AGAP011084	LOC109407511
OG0005910	AGAP011080	LOC109407513
OG0005911	AGAP011062	LOC109425785
OG0005912	AGAP011061	LOC109425784
OG0005913	AGAP009314	LOC115265631
OG0005914	AGAP009743	LOC115265623
OG0005915	AGAP009742	LOC109423949
OG0005916	AGAP009746	LOC109416259
OG0005917	AGAP008912	LOC115265624
OG0005918	AGAP028645	LOC109423958
OG0005919	AGAP009747	LOC109423957
OG0005920	AGAP009744	LOC109416262
OG0005921	AGAP009740	LOC115265638
OG0005922	AGAP012002	LOC109622295
OG0005923	AGAP012005	LOC109431574
OG0005924	AGAP012003	LOC109622243
OG0005925	AGAP006232	LOC109403058
OG0005926	AGAP006229	LOC109408666
OG0005927	AGAP006231	LOC109403044
OG0005928	AGAP006393	LOC109403080
OG0005929	AGAP006392	LOC109403077
OG0005930	AGAP004140	LOC109416364
OG0005931	AGAP004351	LOC109416367
OG0005932	AGAP004593	LOC115253499
OG0005933	AGAP004595	LOC109416363
OG0005934	AGAP012793, AGAP003858	LOC109430033
OG0005935	AGAP004204	LOC109413689
OG0005936	AGAP004280	LOC109413694
OG0005937	AGAP004205	LOC109413692
OG0005938	AGAP010757	LOC109424657
OG0005939	AGAP029638	LOC109412060
OG0005940	AGAP004803	LOC109412065
OG0005941	AGAP010679	LOC115253433
OG0005942	AGAP010755	LOC109412057
OG0005943	AGAP010756	LOC109412056
OG0005944	AGAP010680	LOC109424645
OG0005945	AGAP002374	LOC109430713
OG0005946	AGAP002282	LOC109429711
OG0005947	AGAP004298	LOC109429778
OG0005948	AGAP002370	LOC109430731
OG0005949	AGAP004299	LOC109430754
OG0005950	AGAP004297	LOC109429762
OG0005951	AGAP004300	LOC109430732
OG0005952	AGAP003488	LOC115261758
OG0005953	AGAP003485	LOC115264136
OG0005954	AGAP009347	LOC115262055
OG0005955	AGAP009348	LOC109406525
OG0005956	AGAP029635	LOC109429657
OG0005957	AGAP005081	LOC109426690
OG0005958	AGAP005080	LOC109417788
OG0005959	AGAP005079	LOC109417786
OG0005960	AGAP005082	LOC109417792
OG0005961	AGAP010586	LOC109424721
OG0005962	AGAP004023	LOC109397058, LOC109400791
OG0005963	AGAP005856	LOC109423322
OG0005964	AGAP006772	LOC109423318
OG0005965	AGAP006769	LOC109423313
OG0005966	AGAP009788	LOC109622835
OG0005967	AGAP008967	LOC109418311
OG0005968	AGAP009881	LOC109420597
OG0005969	AGAP000529	LOC109398788
OG0005970	AGAP000963	LOC109424560
OG0005971	AGAP001050	LOC134284925, LOC109427492
OG0005972	AGAP000966	LOC109427490
OG0005973	AGAP007213	LOC115270044
OG0005974	AGAP004377	LOC109413323, LOC134284438
OG0005975	AGAP004938	LOC109405142
OG0005976	AGAP005630	LOC109405136
OG0005977	AGAP004376	LOC109404191, LOC134287821
OG0005978	AGAP003440	LOC109404192
OG0005979	AGAP004375	LOC134285788, LOC109413326
OG0005980	AGAP010428	LOC109401260
OG0005981	AGAP010426	LOC109401285
OG0005982	AGAP010429	LOC115253577
OG0005983	AGAP010427	LOC115262731
OG0005984	AGAP004125	LOC109403615
OG0005985	AGAP004127	LOC109403597
OG0005986	AGAP004124	LOC109414776
OG0005987	AGAP008637	LOC109621987
OG0005988	AGAP010200	LOC115264946
OG0005989	AGAP002622	LOC109427304
OG0005990	AGAP006631	LOC109422270
OG0005991	AGAP006135	LOC109423354
OG0005992	AGAP005504	LOC109401270
OG0005993	AGAP005494	LOC109422343
OG0005994	AGAP005505	LOC109422350
OG0005995	AGAP007284	LOC109412811
OG0005996	AGAP006136	LOC109401375
OG0005997	AGAP008223	LOC109409175
OG0005998	AGAP008225	LOC109409179
OG0005999	AGAP009769	LOC109409219
OG0006000	AGAP008224	LOC109409178
OG0006001	AGAP009765	LOC109409181
OG0006002	AGAP006824	LOC115270355
OG0006003	AGAP000038	LOC109428423
OG0006004	AGAP000489	LOC109433627
OG0006005	AGAP000037	LOC109428422
OG0006006	AGAP009675	LOC109419577
OG0006007	AGAP009674	LOC109419579
OG0006008	AGAP009095	LOC109404797
OG0006009	AGAP009096	LOC109404816
OG0006010	AGAP009736	LOC109423877
OG0006011	AGAP009094	LOC109404803
OG0006012	AGAP028432	LOC109623307
OG0006013	AGAP004686	LOC109401243
OG0006014	AGAP010933	LOC109621229
OG0006015	AGAP002522	LOC115262714
OG0006016	AGAP012517	LOC109401195
OG0006017	AGAP010671	LOC115268683
OG0006018	AGAP009591	LOC115258594
OG0006019	AGAP009589	LOC109409296
OG0006020	AGAP009584	LOC109409294
OG0006022	AGAP009595	LOC109419521
OG0006023	AGAP003521	LOC109423478
OG0006024	AGAP003663	LOC115263730
OG0006025	AGAP003661	LOC115263728
OG0006026	AGAP003662	LOC115263729
OG0006027	AGAP002242	LOC109402831
OG0006028	AGAP002247	LOC109402850
OG0006029	AGAP002251	LOC115253981
OG0006030	AGAP002243	LOC109402812
OG0006031	AGAP002245	LOC109422594
OG0006032	AGAP002244	LOC109402813, LOC109422597
OG0006033	AGAP002248	LOC109402835
OG0006034	AGAP003591	LOC109410445
OG0006035	AGAP003598	LOC109410451
OG0006036	AGAP003590	LOC109410447
OG0006037	AGAP002192	LOC109410418
OG0006038	AGAP003588	LOC109410442
OG0006039	AGAP003587	LOC109410441
