Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0004736	AGAP003806	AAEL005216
OG0004737	AGAP003800	AAEL005217
OG0004738	AGAP003795	AAEL005224
OG0004739	AGAP003804	AAEL005227
OG0004740	AGAP003808	AAEL005228
OG0004741	AGAP003805	AAEL005230
OG0004742	AGAP003803	AAEL005234
OG0004743	AGAP003801	AAEL005235
OG0004744	AGAP003675, AGAP012665	AAEL005252
OG0004745	AGAP000312	AAEL005261
OG0004746	AGAP006101	AAEL005262
OG0004747	AGAP000116	AAEL005271
OG0004748	AGAP006097	AAEL005276
OG0004749	AGAP000637	AAEL005278
OG0004750	AGAP002023	AAEL005281
OG0004751	AGAP010090	AAEL005284
OG0004752	AGAP011707	AAEL005297
OG0004753	AGAP004782	AAEL005303
OG0004754	AGAP012194	AAEL005305
OG0004755	AGAP010587	AAEL005311
OG0004756	AGAP008853	AAEL005313
OG0004757	AGAP007547	AAEL005315
OG0004758	AGAP007548	AAEL005322
OG0004759	AGAP007551	AAEL005326
OG0004760	AGAP007553	AAEL005329
OG0004761	AGAP008848	AAEL005330
OG0004762	AGAP008887	AAEL005339
OG0004763	AGAP008854	AAEL005341
OG0004764	AGAP009560	AAEL005347
OG0004765	AGAP003360	AAEL005354
OG0004766	AGAP009687	AAEL005355
OG0004767	AGAP003356	AAEL005358
OG0004768	AGAP009563	AAEL005367
OG0004769	AGAP009578	AAEL005383
OG0004770	AGAP002091	AAEL005384
OG0004771	AGAP009574	AAEL005387
OG0004772	AGAP009571	AAEL005390
OG0004773	AGAP009579	AAEL005392
OG0004774	AGAP013180	AAEL027245, AAEL005399
OG0004775	AGAP003893	AAEL005400
OG0004776	AGAP003304	AAEL005401
OG0004777	AGAP003723	AAEL005403
OG0004778	AGAP004089	AAEL005405
OG0004779	AGAP003644	AAEL005413
OG0004780	AGAP004366	AAEL005422
OG0004781	AGAP004087	AAEL005423
OG0004782	AGAP003715	AAEL005425
OG0004783	AGAP000551	AAEL005429
OG0004784	AGAP012328	AAEL005431
OG0004785	AGAP000349	AAEL005440
OG0004786	AGAP000347	AAEL005444
OG0004787	AGAP009622	AAEL005446
OG0004788	AGAP007832	AAEL005449
OG0004789	AGAP010163	AAEL005451
OG0004790	AGAP010202	AAEL005453
OG0004791	AGAP009625	AAEL005454
OG0004792	AGAP009624	AAEL005455
OG0004793	AGAP010164	AAEL005458
OG0004794	AGAP009621	AAEL005460
OG0004795	AGAP012179	AAEL005463
OG0004796	AGAP012181	AAEL005464
OG0004797	AGAP011313	AAEL005465
OG0004798	AGAP012180	AAEL005466
OG0004799	AGAP011274	AAEL005468
OG0004800	AGAP010836	AAEL005470
OG0004801	AGAP011312	AAEL005473
OG0004802	AGAP011317	AAEL005474
OG0004803	AGAP011318	AAEL005479
OG0004804	AGAP001111	AAEL005481
OG0004805	AGAP001109	AAEL005492
OG0004806	AGAP028148	AAEL005504
OG0004807	AGAP002172	AAEL005507
OG0004808	AGAP002170	AAEL005508
OG0004809	AGAP002173	AAEL005510
OG0004810	AGAP000994	AAEL005521
OG0004811	AGAP000792	AAEL005524
OG0004812	AGAP000359	AAEL005530
OG0004813	AGAP000356	AAEL005531
OG0004814	AGAP008132	AAEL005535
OG0004815	AGAP003817	AAEL005544
OG0004816	AGAP010623	AAEL005558
OG0004817	AGAP001928	AAEL005567
OG0004818	AGAP010622	AAEL005573
OG0004819	AGAP029557	AAEL005575
OG0004820	AGAP010624	AAEL005579
OG0004821	AGAP012258	AAEL005583
OG0004822	AGAP001241	AAEL005604, AAEL005596
OG0004823	AGAP002218	AAEL012074, AAEL005598
OG0004824	AGAP001242	AAEL005599
OG0004825	AGAP001256	AAEL005605
OG0004826	AGAP001205	AAEL005618
OG0004827	AGAP001203	AAEL005622
OG0004828	AGAP000081	AAEL005626
OG0004829	AGAP001408	AAEL005629
OG0004830	AGAP004018	AAEL005634
OG0004831	AGAP012463	AAEL005639
OG0004832	AGAP009261	AAEL005643
OG0004833	AGAP009258	AAEL005646
OG0004834	AGAP009259	AAEL005653
OG0004835	AGAP009255	AAEL005655
OG0004836	AGAP009257	AAEL005657
OG0004837	AGAP009254	AAEL005659
OG0004838	AGAP009265	AAEL005662
OG0004839	AGAP009260	AAEL005663
OG0004840	AGAP006904	AAEL005666
OG0004841	AGAP002571	AAEL005678
OG0004842	AGAP002566	AAEL005681
OG0004843	AGAP002570	AAEL005688
OG0004844	AGAP008136	AAEL005690
OG0004845	AGAP029547	AAEL005692
OG0004846	AGAP002569	AAEL005699
OG0004847	AGAP002567	AAEL005706
OG0004848	AGAP002568	AAEL005709
OG0004849	AGAP002837	AAEL005713
OG0004850	AGAP003019	AAEL005719
OG0004851	AGAP011163	AAEL005720
OG0004852	AGAP000865	AAEL005726
OG0004853	AGAP008604	AAEL005728
OG0004854	AGAP008598	AAEL005730
OG0004855	AGAP008606	AAEL005731
OG0004856	AGAP008602	AAEL005732
OG0004857	AGAP008611	AAEL005734
OG0004858	AGAP010143	AAEL005736
OG0004859	AGAP009773	AAEL005739
OG0004860	AGAP008612	AAEL005742
OG0004861	AGAP008601	AAEL005744
OG0004862	AGAP008585	AAEL005754
OG0004863	AGAP008593	AAEL005762
OG0004864	AGAP002564	AAEL005766
OG0004865	AGAP002557	AAEL005769
OG0004866	AGAP002560	AAEL005776
OG0004867	AGAP002563	AAEL005785
OG0004868	AGAP000182	AAEL005787
OG0004869	AGAP000184	AAEL005790
OG0004870	AGAP002291	AAEL005793
OG0004871	AGAP002948	AAEL005796
OG0004872	AGAP002952	AAEL005799
OG0004873	AGAP002881	AAEL005803
OG0004874	AGAP002290	AAEL005813
OG0004875	AGAP002883	AAEL005822
OG0004876	AGAP007097	AAEL005825
OG0004877	AGAP000377	AAEL005826
OG0004878	AGAP000319	AAEL005827
OG0004879	AGAP005423	AAEL005830
OG0004880	AGAP000991	AAEL005831
OG0004881	AGAP000378	AAEL005832
OG0004882	AGAP000429	AAEL005837
OG0004883	AGAP000188	AAEL005839
OG0004884	AGAP000073	AAEL005840
OG0004885	AGAP010895	AAEL005845
OG0004886	AGAP004693	AAEL005850
OG0004887	AGAP010894	AAEL005856
OG0004888	AGAP010842	AAEL005857
OG0004889	AGAP028617	AAEL005861
OG0004890	AGAP011448	AAEL005870
OG0004891	AGAP007538	AAEL005874
OG0004892	AGAP007532	AAEL005879
OG0004893	AGAP007533	AAEL005888
OG0004894	AGAP006622	AAEL005891, AAEL022858
OG0004895	AGAP002788	AAEL005897
OG0004896	AGAP002781	AAEL005902
OG0004897	AGAP002782	AAEL005904
OG0004898	AGAP002784	AAEL005906
OG0004899	AGAP004244	AAEL005908
OG0004900	AGAP002780	AAEL005909
OG0004901	AGAP003536	AAEL005911
OG0004902	AGAP013010, AGAP013378	AAEL005913
OG0004903	AGAP001782	AAEL005915
OG0004904	AGAP012755, AGAP010225	AAEL005926
OG0004905	AGAP004196	AAEL005928
OG0004906	AGAP003221	AAEL005929
OG0004907	AGAP004197	AAEL005931
OG0004908	AGAP001779	AAEL005936
OG0004909	AGAP001778	AAEL005939, AAEL020519
OG0004910	AGAP002889	AAEL005946
OG0004911	AGAP002892	AAEL005947
OG0004912	AGAP002890	AAEL005951
OG0004913	AGAP011513	AAEL005959
OG0004914	AGAP008099	AAEL005968
OG0004915	AGAP005723	AAEL005976
OG0004916	AGAP005721	AAEL005977
OG0004917	AGAP005724	AAEL005980
OG0004918	AGAP005715	AAEL005985
OG0004919	AGAP009525	AAEL026797, AAEL006001
OG0004920	AGAP009523	AAEL006002
OG0004921	AGAP009532	AAEL006009
OG0004922	AGAP009524	AAEL006010
OG0004923	AGAP009522	AAEL006012
OG0004924	AGAP011689	AAEL006016
OG0004925	AGAP003366	AAEL006022
OG0004926	AGAP004797	AAEL006025
OG0004927	AGAP004794	AAEL006027
OG0004928	AGAP011470	AAEL006036
OG0004929	AGAP001997	AAEL006048
OG0004930	AGAP002004	AAEL006050
OG0004931	AGAP001996	AAEL006051
OG0004932	AGAP002000	AAEL006055
OG0004933	AGAP001986	AAEL006056
OG0004934	AGAP002003	AAEL006059
OG0004935	AGAP001999	AAEL006062
OG0004936	AGAP003885	AAEL006064
OG0004937	AGAP002831	AAEL006065
OG0004938	AGAP003883	AAEL006066
OG0004939	AGAP001428	AAEL006067
OG0004940	AGAP003886	AAEL006069
OG0004941	AGAP002832	AAEL006071
OG0004942	AGAP003090	AAEL006073
OG0004943	AGAP013412	AAEL006080
OG0004944	AGAP002284	AAEL006087
OG0004945	AGAP011363	AAEL006091
OG0004946	AGAP011364	AAEL006098
OG0004947	AGAP011368	AAEL006103
OG0004948	AGAP011361	AAEL006107
OG0004949	AGAP011580	AAEL006115
OG0004950	AGAP004229	AAEL006116
OG0004951	AGAP011581	AAEL006117
OG0004952	AGAP004113	AAEL006118
OG0004953	AGAP004117	AAEL006120
OG0004954	AGAP001108	AAEL006124
OG0004955	AGAP001702	AAEL006125
OG0004956	AGAP002129	AAEL006129
OG0004957	AGAP002131	AAEL006133
OG0004958	AGAP002546	AAEL006134
OG0004959	AGAP004198	AAEL006137
OG0004960	AGAP004199	AAEL006139
OG0004961	AGAP001950	AAEL006140
OG0004962	AGAP013499	AAEL006142
OG0004963	AGAP002128	AAEL006150
OG0004964	AGAP001705	AAEL006154
OG0004965	AGAP012836, AGAP004101	AAEL006166
OG0004966	AGAP001094	AAEL006167
OG0004967	AGAP011673	AAEL006175
OG0004968	AGAP001557	AAEL006180
OG0004969	AGAP001694	AAEL006185
OG0004970	AGAP004489	AAEL006189
OG0004971	AGAP003751	AAEL006201
OG0004972	AGAP004062	AAEL006208
OG0004973	AGAP006058	AAEL006219
OG0004974	AGAP007475	AAEL006224
OG0004975	AGAP003540	AAEL006231
OG0004976	AGAP002017	AAEL006234
OG0004977	AGAP008658	AAEL006235
OG0004978	AGAP001364	AAEL006251
OG0004979	AGAP001367	AAEL006254
OG0004980	AGAP005239	AAEL006262
OG0004981	AGAP005254	AAEL006265
OG0004982	AGAP005255	AAEL006267
OG0004983	AGAP005234	AAEL006271
OG0004985	AGAP005241	AAEL006277
OG0004986	AGAP005233	AAEL006282
OG0004987	AGAP008110	AAEL006286
OG0004988	AGAP008108	AAEL006298
OG0004989	AGAP008111	AAEL006299
OG0004990	AGAP008107	AAEL006300
OG0004991	AGAP005173	AAEL006308
OG0004992	AGAP005168	AAEL006310
OG0004993	AGAP002480	AAEL006313
OG0004994	AGAP005170	AAEL006322
OG0004995	AGAP029302	AAEL006329
OG0004996	AGAP011030	AAEL006330
OG0004997	AGAP011031	AAEL006339
OG0004998	AGAP012808, AGAP010988	AAEL006341
OG0004999	AGAP010983	AAEL006346
OG0005000	AGAP011969	AAEL006350
OG0005001	AGAP028030	AAEL006352
OG0005002	AGAP000958	AAEL006362
OG0005003	AGAP000241	AAEL006364
OG0005004	AGAP000960	AAEL006370
OG0005005	AGAP000240	AAEL006373
OG0005006	AGAP000478	AAEL006374
OG0005007	AGAP008300	AAEL006400
OG0005008	AGAP008298	AAEL006401
OG0005009	AGAP008299	AAEL006407
OG0005010	AGAP008942	AAEL006409
OG0005011	AGAP008940	AAEL006412
OG0005012	AGAP008941	AAEL006413
OG0005013	AGAP008935	AAEL006419
OG0005014	AGAP008287	AAEL006420
OG0005015	AGAP009274	AAEL006432
OG0005016	AGAP009276	AAEL006433
OG0005017	AGAP009278	AAEL006436
OG0005018	AGAP009943	AAEL006437
OG0005019	AGAP008946	AAEL006438
OG0005020	AGAP008228	AAEL006439
OG0005021	AGAP009271	AAEL006441
OG0005022	AGAP008227	AAEL006446
OG0005023	AGAP029988	AAEL006447
OG0005024	AGAP009275	AAEL006451
OG0005025	AGAP010501	AAEL006453
OG0005026	AGAP010500	AAEL006459
OG0005027	AGAP010494	AAEL006460
OG0005028	AGAP010493	AAEL006462
OG0005029	AGAP010223	AAEL006476
OG0005030	AGAP010221	AAEL006478
OG0005031	AGAP001174	AAEL006480
OG0005032	AGAP001160	AAEL006482
OG0005033	AGAP001175	AAEL006490
OG0005034	AGAP001159	AAEL006491
OG0005035	AGAP001167	AAEL006502
OG0005036	AGAP009485	AAEL006508
OG0005037	AGAP009491	AAEL006509
OG0005038	AGAP007927	AAEL006511
OG0005039	AGAP009498	AAEL006514
OG0005040	AGAP009486	AAEL006516
OG0005041	AGAP009489	AAEL006518, AAEL025432
OG0005042	AGAP028740	AAEL006520
OG0005043	AGAP007928	AAEL006522
OG0005044	AGAP006033	AAEL006536
OG0005045	AGAP029102	AAEL006539
OG0005046	AGAP006035	AAEL006540
OG0005047	AGAP005433	AAEL006543
OG0005048	AGAP005429	AAEL006547
OG0005049	AGAP006092	AAEL006549
OG0005050	AGAP005430	AAEL006551
OG0005051	AGAP006042	AAEL006552
OG0005052	AGAP005432	AAEL006557
OG0005053	AGAP029130	AAEL006560
OG0005054	AGAP006030	AAEL006564
OG0005055	AGAP002969	AAEL006577
OG0005056	AGAP013267	AAEL006581
OG0005057	AGAP006186	AAEL006582
OG0005058	AGAP002968	AAEL006587
OG0005059	AGAP003666	AAEL006589
OG0005060	AGAP003671	AAEL006597
OG0005061	AGAP007686	AAEL006601
OG0005062	AGAP009889	AAEL006609
OG0005063	AGAP007948	AAEL006610
OG0005064	AGAP007885	AAEL006611
OG0005065	AGAP007882	AAEL006625
OG0005066	AGAP011329	AAEL006634
OG0005067	AGAP010850	AAEL006635
OG0005068	AGAP010851	AAEL006636
OG0005069	AGAP010020	AAEL006646
OG0005070	AGAP010073	AAEL006648
OG0005071	AGAP010017	AAEL006649
OG0005072	AGAP010072	AAEL006652
OG0005073	AGAP001227	AAEL006653
OG0005074	AGAP010019	AAEL006654
OG0005075	AGAP001220	AAEL006655
OG0005076	AGAP010018, AGAP012743	AAEL006660
OG0005077	AGAP009954	AAEL006663
OG0005078	AGAP008621	AAEL006666
OG0005079	AGAP008631	AAEL006667
OG0005080	AGAP008625	AAEL006669
OG0005081	AGAP008626	AAEL006676
OG0005082	AGAP008620	AAEL006677
OG0005083	AGAP009935	AAEL006682
OG0005084	AGAP009953	AAEL006685
OG0005085	AGAP011895	AAEL006693
OG0005086	AGAP011896	AAEL006698
OG0005087	AGAP011911	AAEL006705
OG0005088	AGAP002955	AAEL006707
OG0005089	AGAP001411	AAEL006711
OG0005090	AGAP007855	AAEL006712
OG0005091	AGAP002956	AAEL006713
OG0005092	AGAP003157	AAEL006715
OG0005093	AGAP006364	AAEL006717
OG0005094	AGAP005408	AAEL006723
OG0005095	AGAP006239	AAEL006724
OG0005096	AGAP006240	AAEL006725
OG0005097	AGAP005418	AAEL006727
OG0005098	AGAP005419	AAEL006733
OG0005099	AGAP005413	AAEL006735
OG0005100	AGAP005417	AAEL006736
OG0005101	AGAP002289	AAEL006740
OG0005102	AGAP005415	AAEL006747
OG0005103	AGAP005409	AAEL006755
OG0005104	AGAP010444	AAEL006760
OG0005105	AGAP011740	AAEL006762
OG0005106	AGAP011733	AAEL006771
OG0005107	AGAP010443	AAEL006779
OG0005108	AGAP003923	AAEL006782
OG0005109	AGAP003093	AAEL006788
OG0005110	AGAP003094	AAEL006789
OG0005111	AGAP029118	AAEL006791
OG0005112	AGAP012289	AAEL006794
OG0005113	AGAP003279	AAEL006799
OG0005114	AGAP012290	AAEL006800
OG0005115	AGAP012288	AAEL006801
OG0005116	AGAP012287	AAEL006808
OG0005117	AGAP002177	AAEL006819
OG0005118	AGAP000167	AAEL006820
OG0005119	AGAP000877	AAEL006824
OG0005120	AGAP000166	AAEL006826
OG0005121	AGAP001312	AAEL006833
OG0005122	AGAP002518	AAEL006834
OG0005123	AGAP002534	AAEL006836
OG0005124	AGAP002516	AAEL006843
OG0005125	AGAP002512	AAEL006845
OG0005126	AGAP002513	AAEL006847
OG0005127	AGAP002517	AAEL006848
OG0005128	AGAP011493	AAEL006855
OG0005129	AGAP012050, AGAP012049	AAEL006867
OG0005130	AGAP011491	AAEL006870
OG0005131	AGAP012304	AAEL006872
OG0005132	AGAP007653	AAEL006879
OG0005133	AGAP007654	AAEL006880
OG0005134	AGAP007646	AAEL006881
OG0005135	AGAP007656	AAEL006884
OG0005136	AGAP007643	AAEL006885
OG0005137	AGAP007645	AAEL006888
OG0005138	AGAP007647	AAEL006890
OG0005139	AGAP007642	AAEL006895
OG0005140	AGAP010238	AAEL006905
OG0005141	AGAP010237, AGAP010236	AAEL006908
OG0005142	AGAP007870	AAEL006910
OG0005143	AGAP001318	AAEL006912
OG0005144	AGAP002535	AAEL006915
OG0005145	AGAP001313	AAEL006922
OG0005146	AGAP011629	AAEL006928
OG0005147	AGAP011626	AAEL006934
OG0005148	AGAP000880	AAEL006936, AAEL006949
OG0005149	AGAP013209	AAEL006938
OG0005150	AGAP003477	AAEL006946
OG0005151	AGAP003619	AAEL006956
OG0005152	AGAP000007	AAEL006958
OG0005153	AGAP008426	AAEL006963
OG0005154	AGAP009107	AAEL006969
OG0005155	AGAP008427	AAEL006972
OG0005156	AGAP009239	AAEL006973
OG0005157	AGAP007904	AAEL006975
OG0005158	AGAP029466	AAEL006976
OG0005159	AGAP008665	AAEL006991
OG0005160	AGAP004272	AAEL024395, AAEL007004
OG0005161	AGAP004256	AAEL007011
OG0005162	AGAP008662	AAEL007015
OG0005163	AGAP008668	AAEL024885, AAEL007026, AAEL007017
OG0005164	AGAP008664	AAEL007018
OG0005165	AGAP004251	AAEL007019
OG0005166	AGAP008667	AAEL007023
OG0005167	AGAP000969	AAEL007029
OG0005168	AGAP000971	AAEL007038
OG0005169	AGAP012372	AAEL007041
OG0005170	AGAP011446	AAEL007042
OG0005171	AGAP011447	AAEL007043
OG0005172	AGAP011680	AAEL007050
OG0005173	AGAP010559	AAEL007056
OG0005174	AGAP012377	AAEL007062
OG0005175	AGAP012014	AAEL007065
OG0005176	AGAP012013	AAEL007069
OG0005177	AGAP005973	AAEL007084
OG0005178	AGAP005956	AAEL007088
OG0005179	AGAP005971	AAEL007092
OG0005180	AGAP005863	AAEL007100
OG0005181	AGAP007046	AAEL007104
OG0005182	AGAP007044	AAEL007105
OG0005183	AGAP007751	AAEL007114
OG0005184	AGAP009088	AAEL007120
OG0005185	AGAP002013	AAEL007127
OG0005186	AGAP007759	AAEL007129
OG0005187	AGAP002014	AAEL007130
OG0005188	AGAP002015	AAEL007132
OG0005189	AGAP001324	AAEL007137
OG0005190	AGAP004293	AAEL007149
OG0005191	AGAP002684	AAEL007158
OG0005192	AGAP004294	AAEL007160
OG0005193	AGAP002685	AAEL007162
OG0005194	AGAP002691	AAEL007164
OG0005195	AGAP029807	AAEL007173
OG0005196	AGAP004867	AAEL007184
OG0005197	AGAP008106	AAEL007185
OG0005198	AGAP009893	AAEL007189
OG0005199	AGAP009896	AAEL007191
OG0005200	AGAP009891	AAEL007196
OG0005201	AGAP005983	AAEL007200
OG0005202	AGAP004225	AAEL007203
OG0005203	AGAP005982	AAEL007206
OG0005204	AGAP003417	AAEL007211
OG0005205	AGAP009302	AAEL007221
OG0005206	AGAP009295	AAEL007227
OG0005207	AGAP009603	AAEL007235
OG0005208	AGAP009607	AAEL007237
OG0005209	AGAP009296	AAEL007239
OG0005210	AGAP009303	AAEL007240
OG0005211	AGAP011549	AAEL007247
OG0005212	AGAP012273	AAEL007252
OG0005213	AGAP012275	AAEL007253
OG0005214	AGAP028528	AAEL007256
OG0005215	AGAP012274	AAEL007258
OG0005216	AGAP012271	AAEL007259
OG0005217	AGAP011548	AAEL007260
OG0005218	AGAP012272	AAEL007261
OG0005219	AGAP011670	AAEL007267
OG0005220	AGAP000002	AAEL007268
OG0005221	AGAP029238	AAEL007271
OG0005222	AGAP009807	AAEL007279
OG0005223	AGAP003016	AAEL007286
OG0005224	AGAP003018	AAEL007288
OG0005225	AGAP001480	AAEL007290
OG0005226	AGAP003014	AAEL007292
OG0005227	AGAP001485	AAEL007302
OG0005228	AGAP003013	AAEL007303
OG0005229	AGAP001472	AAEL007304
OG0005230	AGAP003012	AAEL007305
OG0005231	AGAP001497	AAEL007306
OG0005232	AGAP004439	AAEL007307
OG0005233	AGAP001492	AAEL007309
OG0005234	AGAP001475	AAEL007310
OG0005235	AGAP012444	AAEL007313
OG0005236	AGAP005020	AAEL007316
OG0005237	AGAP005017	AAEL007317
OG0005238	AGAP005018	AAEL007321
OG0005239	AGAP008576	AAEL007328
OG0005240	AGAP008975	AAEL007329
OG0005241	AGAP008974	AAEL007332
OG0005242	AGAP009051	AAEL007342
OG0005243	AGAP002409	AAEL007354
OG0005244	AGAP002407	AAEL007355
OG0005245	AGAP004929	AAEL007366
OG0005246	AGAP010281	AAEL007372
OG0005247	AGAP003989	AAEL007373
OG0005248	AGAP010280	AAEL007374
OG0005249	AGAP005029	AAEL007382
OG0005250	AGAP002463	AAEL007387
OG0005251	AGAP012339	AAEL007392
OG0005252	AGAP012225	AAEL007393
OG0005253	AGAP029560	AAEL007397
OG0005254	AGAP012226	AAEL007401
OG0005255	AGAP005809	AAEL007410
OG0005256	AGAP005979	AAEL007414
OG0005257	AGAP005152	AAEL007422
OG0005258	AGAP005148	AAEL007423
OG0005259	AGAP007806	AAEL007439
OG0005260	AGAP008761	AAEL007441
OG0005261	AGAP007807	AAEL007442
OG0005262	AGAP007805	AAEL007443
OG0005263	AGAP028215	AAEL007451
OG0005264	AGAP008763	AAEL007452
OG0005265	AGAP007482	AAEL007462
OG0005266	AGAP006050	AAEL007472
OG0005267	AGAP004409	AAEL007480
OG0005268	AGAP002393	AAEL007481
OG0005269	AGAP002664	AAEL007482
OG0005270	AGAP002052	AAEL007483
OG0005271	AGAP001759	AAEL007484
OG0005272	AGAP002053	AAEL007493
OG0005273	AGAP004399	AAEL007495
OG0005274	AGAP005011	AAEL007502
OG0005275	AGAP003507	AAEL007509
OG0005276	AGAP005892	AAEL007521
OG0005277	AGAP002616	AAEL007523
OG0005278	AGAP007096	AAEL007525
OG0005279	AGAP005894	AAEL007526
OG0005280	AGAP003834	AAEL007534
OG0005281	AGAP003831	AAEL007535
OG0005282	AGAP001328	AAEL007539
OG0005283	AGAP008904	AAEL007542
OG0005284	AGAP007499	AAEL007547
OG0005285	AGAP008903	AAEL007548
OG0005286	AGAP008909	AAEL007549
OG0005287	AGAP009782	AAEL007554
OG0005288	AGAP009783	AAEL007555
OG0005289	AGAP009785	AAEL024676, AAEL007556
OG0005290	AGAP009980	AAEL007558
OG0005291	AGAP008775	AAEL007559
OG0005292	AGAP009979	AAEL007560
OG0005293	AGAP028649	AAEL007562
OG0005294	AGAP009978	AAEL007563
OG0005295	AGAP013747	AAEL007566
OG0005296	AGAP009044	AAEL007572, AAEL020170
OG0005297	AGAP009046	AAEL007573
OG0005298	AGAP002316	AAEL007579
OG0005299	AGAP029477	AAEL007607
OG0005300	AGAP006747	AAEL007624
OG0005301	AGAP006761	AAEL007626
OG0005302	AGAP003124	AAEL007633
OG0005303	AGAP003126, AGAP012812	AAEL007634
OG0005304	AGAP001783	AAEL007637
OG0005305	AGAP002677	AAEL007641
OG0005306	AGAP003062	AAEL007642
OG0005307	AGAP029115	AAEL007644
OG0005308	AGAP002678	AAEL007646
OG0005309	AGAP000708	AAEL007651
OG0005310	AGAP000239	AAEL007653
OG0005311	AGAP001149	AAEL007656
OG0005312	AGAP000427	AAEL007657
OG0005313	AGAP000869	AAEL007658
OG0005314	AGAP000891	AAEL007660
OG0005315	AGAP000841	AAEL007661
OG0005316	AGAP009028	AAEL007670
OG0005317	AGAP012229	AAEL007672
OG0005318	AGAP012231	AAEL007674
OG0005319	AGAP010031	AAEL007684
OG0005320	AGAP010029	AAEL007687, AAEL028226
OG0005321	AGAP010035	AAEL007690
OG0005322	AGAP010043, AGAP012628	AAEL007693
OG0005323	AGAP009512	AAEL007701
OG0005324	AGAP009505	AAEL007702
OG0005325	AGAP009511	AAEL007705
OG0005326	AGAP009510	AAEL007707
OG0005327	AGAP010477	AAEL007713
OG0005328	AGAP012138	AAEL007715
OG0005329	AGAP010474	AAEL007716
OG0005330	AGAP010476	AAEL007717
OG0005331	AGAP012140	AAEL007718
OG0005332	AGAP010475	AAEL007720
OG0005333	AGAP010392	AAEL007725
OG0005334	AGAP006323	AAEL007729
OG0005335	AGAP006324	AAEL007730
OG0005336	AGAP005544	AAEL007738
OG0005337	AGAP006321	AAEL007739
OG0005338	AGAP000942	AAEL007750
OG0005339	AGAP010304	AAEL007763
OG0005340	AGAP005246	AAEL007765
OG0005341	AGAP005250	AAEL007767
OG0005342	AGAP005252	AAEL007768
OG0005343	AGAP005046	AAEL007771
OG0005344	AGAP005248	AAEL007772
OG0005345	AGAP005247	AAEL007773
OG0005346	AGAP003879	AAEL007777
OG0005347	AGAP003184	AAEL007787
OG0005348	AGAP004359	AAEL007788
OG0005349	AGAP002301	AAEL007790
OG0005350	AGAP002422	AAEL007796
OG0005351	AGAP007065	AAEL007800
OG0005352	AGAP002420	AAEL007809
OG0005353	AGAP003743	AAEL007810
OG0005354	AGAP002167	AAEL007820
OG0005355	AGAP008857	AAEL007821
OG0005356	AGAP010034	AAEL007825
OG0005357	AGAP008858	AAEL007827
OG0005358	AGAP012453	AAEL007839
OG0005359	AGAP007896	AAEL007842
OG0005360	AGAP007901	AAEL007845
OG0005361	AGAP007911	AAEL007848
OG0005362	AGAP008164	AAEL007853
OG0005363	AGAP008269	AAEL007854
OG0005364	AGAP013719	AAEL007856
OG0005365	AGAP013727	AAEL007857
OG0005366	AGAP008267	AAEL007858
OG0005367	AGAP008266	AAEL007862
OG0005368	AGAP011799	AAEL007871
OG0005369	AGAP012189	AAEL007874
OG0005370	AGAP012306	AAEL007877
OG0005371	AGAP012184	AAEL007883
OG0005372	AGAP012309	AAEL007885
OG0005373	AGAP009546	AAEL007891
OG0005374	AGAP000476	AAEL007892
OG0005375	AGAP007866	AAEL007897
OG0005376	AGAP001224	AAEL007904
OG0005377	AGAP007863	AAEL007907
OG0005378	AGAP000562	AAEL007915
OG0005379	AGAP010841	AAEL007920
OG0005380	AGAP010874	AAEL007931
OG0005381	AGAP011962	AAEL007936
OG0005382	AGAP010932	AAEL007943
OG0005383	AGAP009202	AAEL007944
OG0005384	AGAP009204	AAEL007945
OG0005385	AGAP009190	AAEL007955
OG0005386	AGAP009279	AAEL007982
OG0005387	AGAP007376	AAEL007988
OG0005388	AGAP007359	AAEL007989
OG0005389	AGAP007378	AAEL007994
OG0005390	AGAP007358	AAEL007997
OG0005391	AGAP007357	AAEL008001
OG0005392	AGAP000912	AAEL008020
OG0005393	AGAP000190	AAEL008022
